代號,名稱,前日均價,報買價,報買量,報賣價,報賣量,日最高,日最低,日均價,成交,成交量,進度日期,上市櫃進度(註)
1260,富味鄉,24.64,23.05,3000,24.15,2999,24.90,23.80,24.15,24.15,74254,-,
1269,乾杯,67.50,65.5,2879,68.7,2459,68.70,65.50,68.12,68.70,662,-,
1271,晨暉生技,65.35,62.3,6000,63.2,3000,66.60,61.60,63.64,62.50,174593,-,
1293,利統,28.00,27.4,3000,28.25,3000,28.10,26.90,27.26,28.10,5001,-,
1343,旭東環保,20.81,20.85,3000,21.6,3000,21.10,20.65,20.91,21.10,46939,-,
1480,東盟開發,9.15,9.15,5994,9.45,4000,9.45,9.10,9.17,9.15,12006,-,
1594,日高,10.07,10.7,1950,11.1,2696,11.15,10.50,10.93,11.10,98886,-,
1780,立弘,31.33,31.1,3000,31.4,2998,31.45,30.90,31.15,31.40,102214,115/01/28,櫃買中心同意上櫃契約
2071,震南鐵,20.30,20.15,3000,21,3000,21.00,20.15,20.20,20.25,9543,-,
2237,華德動能,34.97,35.7,2000,36.35,2000,36.50,35.10,35.84,35.70,153703,115/03/09,證交所同意創新板上市契約
2245,詠勝昌*,27.20,27.2,2520,28.15,3000,27.50,27.20,27.32,27.30,5580,-,
2249,湧盛,116.99,116.5,1400,117,3000,119.00,116.00,116.88,117.00,18867,115/05/08,送件申請上櫃
2252,為昇科,19.34,19.1,5000,19.8,5000,19.90,19.10,19.28,19.20,64334,-,
2255,凱銳光電,18.09,18.4,5000,18.85,4990,19.20,18.25,18.54,18.85,62445,-,
2256,歐特明,81.53,72.8,3000,75.5,3000,83.00,71.90,76.52,75.40,640265,-,
2644,中信造船,80.89,80.9,2398,82,3000,82.80,80.70,81.92,82.20,15982,-,
2733,維格餅家,11.74,11.35,10000,11.9,8998,11.95,11.80,11.82,11.90,6003,-,
2741,老四川,21.65,21,3000,21.3,2950,21.35,20.90,21.17,21.30,34950,-,
