股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,狀態,連續大漲,連續大跌,原因,最終狀態
7806,精華生醫,70.00,0,80.50,61.00,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6831,邁科,722.00,3902,722.00,160.00,---,強勢突破 (軌外),無,無,股價衝破布林上軌 (684.09)，進入噴發段,強勢突破 (軌外)
00696,富邦美債20年,28.66,3492,30.21,25.92,---,均線糾擺,無,無,MA 乖離率僅 0.31%,均線糾擺
6153,嘉聯益,17.80,3150,20.65,10.50,---,均線糾擺,無,無,MA 乖離率僅 0.80%,均線糾擺
8261,富鼎,136.00,17714,136.00,68.60,---,趨勢運行 -> 貼軌運行,隔二漲,無,股價於高位貼軌 (136.00 > 1.5σ)，動能強勁,貼軌運行
6205,詮欣,79.30,2150,98.20,37.00,---,進入盤整,無,無,ADX 為 10.16 (低於 20),進入盤整
7595,世基生醫,9.75,22,13.60,9.55,---,均線糾擺,無,無,MA 乖離率僅 0.74%,均線糾擺
3479,安勤,104.00,1842,117.50,83.70,---,強勢突破 (軌外),連1日大漲,無,股價衝破布林上軌 (100.71)，進入噴發段,強勢突破 (軌外)
1789,神隆,19.15,655,28.25,16.02,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3171,炎洲流通,69.00,13,72.50,35.99,---,均線糾擺,無,無,MA 乖離率僅 0.48%,均線糾擺
4721,美琪瑪,92.10,2837,97.80,49.39,---,趨勢運行 -> 進入盤整,無,無,ADX 為 19.66 (低於 20),進入盤整
911608,明輝-DR,2.81,19,3.12,2.59,---,均線糾擺,無,無,MA 乖離率僅 0.52%,均線糾擺
6924,榮惠-KY創,120.00,287,123.50,47.80,⚠️ 今天 (20260514),強勢突破 (軌外),無,無,股價衝破布林上軌 (117.51)，進入噴發段,強勢突破 (軌外)
3044,健鼎,512.00,9477,529.00,176.49,---,貼軌運行 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3011,今皓,12.60,1864,17.15,11.40,---,均線糾擺 -> 離開盤整 (向下),無,連1日大跌,跌破布林下軌 (12.62),離開盤整 (向下)
