prev_eps,eps_yoy,status,date,prev_eps_yoy,price,advice,prev_rev_yoy,om,name,symbol,prev_year,est_price,pe,expansion,gm,rev_yoy,eps
1.96,-48.78,📉 獲利侵蝕,2026-03,-59.0,82.5,❌ 暫避觀望,-25.18,N/A,傳奇,4994.TW,2025,79.64999999999999,15.53672316384181,-104.03,N/A,55.25,0.42
8.32,0.0,📉 獲利侵蝕,2026-03,-3.37,157.0,⚪ 中性觀察,0.24,N/A,普萊德,6263.TWO,2025,305.25,7.714987714987714,-104.44,N/A,104.44,2.1
21.72,1441.85,⚠️ 獲利稀釋,2026-03,75.21,1305.0,⚪ 中性觀察,59.96,N/A,宜鼎,5289.TWO,2025,1460.5500000000002,13.402485365102185,-104.47000000000003,N/A,1546.32,57.49
2.56,390.6,⚠️ 獲利稀釋,2026-03,56.1,37.0999984741,⚪ 中性觀察,42.16,N/A,致和證,5864.TWO,2025,100.5,5.537313205089552,-104.48999999999995,N/A,495.09,3.4
-1.29,-9.09,🏰 高護城河,2026-03,-373.33,18.25,⚪ 數據不足,-48.0,-991.43%,東華,1418.TW,2025,-87.00000000000001,0.0,-104.86,208.69%,95.77,-0.75
15.04,6.25,🏰 高護城河,2026-03,-3.09,178.5,⚪ 中性觀察,11.58,11.29%,豆府,2752.TWO,2025,557.25,4.804845222072679,-105.65,52.30%,111.9,4.08
6.1,-94.5,🏰 高護城河,2026-03,-92.76,46.4000015259,⚪ 中性觀察,-15.8,50.09%,材料*-KY,4763.TW,2025,239.25,2.909091004758621,-106.18,57.83%,11.68,1.13
23.18,1706.79,⚠️ 獲利稀釋,2026-03,144.7,383.0,⚪ 中性觀察,32.13,35.36%,威剛,3260.TWO,2025,1017.0,5.648967551622419,-106.47000000000003,48.37%,1813.26,30.05
3.39,-84.96,📉 獲利侵蝕,2026-03,34.17,68.5,⚪ 中性觀察,84.93,5.55%,佳穎,3310.TWO,2025,136.35,7.5357535753575355,-107.1,21.56%,22.14,0.34
1.38,328.95,⚠️ 獲利稀釋,2026-03,24.77,177.5,❌ 暫避觀望,30.53,N/A,聯策,6658.TW,2025,55.04999999999999,48.36512261580382,-107.41000000000003,N/A,436.36,1.63
1.11,-36.0,📉 獲利侵蝕,2026-03,-47.64,19.4500007629,⚪ 中性觀察,-0.53,N/A,喬福,1540.TW,2025,31.5,9.261905125190475,-107.52,N/A,71.52,0.32
2.24,-63.29,🏰 高護城河,2026-03,-35.61,43.0,⚪ 中性觀察,0.37,19.86%,科妍,1786.TW,2025,67.2,9.598214285714285,-107.71000000000001,75.32%,44.42,0.29
12.69,-4.73,📉 獲利侵蝕,2026-03,12.8,130.0,⚪ 中性觀察,19.44,28.69%,優群,3217.TWO,2025,453.6,4.298941798941799,-109.0,49.95%,104.27,2.82
33.5,43.77,⚠️ 獲利稀釋,2026-03,-26.31,2580.0,❌ 暫避觀望,27.91,N/A,印能科技,7734.TWO,2025,1336.05,28.965981812057933,-109.34,N/A,153.11,14.68
4.16,78.26,⚠️ 獲利稀釋,2026-03,0.0,99.0999984741,⚪ 中性觀察,19.26,N/A,虎門科技,6791.TWO,2025,168.75,8.808888753253333,-109.71,N/A,187.97,1.64
-1.96,-14.71,📉 獲利侵蝕,2026-03,-14.62,49.4000015259,⚪ 數據不足,-15.0,-23.61%,欣大健康,4198.TWO,2025,-74.55000000000001,0.0,-109.91999999999999,30.43%,95.21,-0.39
9.01,9.77,🏰 高護城河,2026-03,0.9,157.5,⚪ 中性觀察,4.37,21.47%,大車隊,2640.TWO,2025,333.29999999999995,7.088208820882088,-110.06,51.63%,119.83,2.36
9.42,-4.79,📉 獲利侵蝕,2026-03,51.69,220.5,⚪ 中性觀察,-15.61,18.21%,璟德,3152.TWO,2025,391.95000000000005,8.438576349024109,-110.48,44.03%,105.69,1.39
2.86,-46.56,📉 獲利侵蝕,2026-03,-8.36,120.5,❌ 暫避觀望,35.45,N/A,伯特光,6859.TWO,2025,100.35000000000001,18.011958146487295,-110.68,N/A,64.12,1.01
28.77,-9.48,📉 獲利侵蝕,2026-03,-4.02,761.0,⚪ 中性觀察,8.21,8.88%,瑞昱,2379.TW,2025,1165.6499999999999,9.792819456955348,-111.19,48.08%,101.71,8.44
1.17,12.12,⚠️ 獲利稀釋,2026-03,1.74,25.6000003815,⚪ 中性觀察,2.75,38.82%,台灣高鐵,2633.TW,2025,45.75000000000001,8.393442748032786,-111.27,43.22%,123.39,0.37
1.01,2.33,⚠️ 獲利稀釋,2026-03,-49.5,22.5,⚪ 中性觀察,-0.63,15.38%,力特,3051.TW,2025,34.5,9.782608695652174,-111.60000000000001,33.67%,113.93,0.45
3.07,-35.56,📉 獲利侵蝕,2026-03,-80.85,53.4000015259,⚪ 中性觀察,-74.75,N/A,永信建,5508.TWO,2025,119.39999999999999,6.70854290526382,-112.39,N/A,76.83,0.87
12.0,-14.42,🏰 高護城河,2026-03,-15.13,430.5,⚪ 中性觀察,1.32,30.40%,台灣精銳,4583.TW,2025,438.9,14.712918660287082,-112.84,51.18%,98.42,3.56
4.74,12.5,⚠️ 獲利稀釋,2026-03,23.44,47.9000015259,⚪ 中性觀察,15.91,N/A,凌網,5212.TWO,2025,122.09999999999998,5.884521071977888,-112.86,N/A,125.36,0.54
-0.09,-100.0,📉 獲利侵蝕,2026-03,-116.36,30.3500003815,⚪ 數據不足,-98.98,N/A,豐謙,5523.TWO,2025,-3.9000000000000004,0.0,-113.7,N/A,13.7,-0.04
16.97,14.99,⚠️ 獲利稀釋,2026-03,5.64,269.0,⚪ 中性觀察,22.33,32.41%,凡甲,3526.TWO,2025,633.6,6.368371212121212,-113.8,48.09%,128.79,4.7
2.08,289.29,⚠️ 獲利稀釋,2026-03,24.55,184.5,⚪ 數據不足,1.91,N/A,雅特力-KY,6907.TWO,2025,0.0,0.0,-113.94999999999999,N/A,403.24,1.16
14.61,2.94,⚠️ 獲利稀釋,2026-03,44.26,156.0,⚪ 中性觀察,30.15,N/A,東聯互動,7738.TWO,2025,545.5500000000001,4.289249381358262,-114.82000000000001,N/A,117.76,2.8
5.44,50.0,⚠️ 獲利稀釋,2026-03,-48.04,120.5,⚪ 中性觀察,-3.05,N/A,伯鑫,6904.TWO,2025,183.6,9.844771241830065,-114.91999999999999,N/A,164.92,1.83
-1.4,154.74,🔄 轉虧為盈,2026-03,-207.69,27.25,⚪ 數據不足,10.12,-18.85%,李洲,3066.TWO,2025,-67.35000000000001,0.0,-115.12,38.23%,269.86,0.52
9.29,-18.06,🏰 高護城河,2026-03,-28.5,60.0999984741,⚪ 中性觀察,-16.33,5.98%,潤泰全,2915.TW,2025,339.15,2.658115810442282,-115.60000000000001,58.30%,97.54,2.59
0.66,-73.68,📉 獲利侵蝕,2026-03,0.0,16.0499992371,⚪ 中性觀察,4.11,N/A,景岳,3164.TW,2025,17.700000000000003,13.601694268728812,-116.14000000000001,N/A,42.46,0.05
16.02,14.09,⚠️ 獲利稀釋,2026-03,2.75,230.0,⚪ 中性觀察,5.21,7.36%,王品,2727.TW,2025,614.25,5.616605616605616,-117.19999999999999,47.07%,131.29,5.04
1.02,-17.86,🏰 高護城河,2026-03,-38.61,62.5,❌ 暫避觀望,1.19,-0.97%,訊聯,1784.TWO,2025,37.8,24.8015873015873,-117.75,56.51%,99.89,0.25
20.87,-3.51,📉 獲利侵蝕,2026-03,-11.08,407.5,⚪ 中性觀察,3.26,N/A,晶碩,6491.TW,2025,789.0,7.747148288973384,-118.16000000000001,N/A,114.65,6.06
7.41,0.0,📉 獲利侵蝕,2026-03,20.95,96.0999984741,⚪ 中性觀察,16.33,N/A,叡揚,6752.TWO,2025,262.2,5.497711583186499,-119.32,N/A,119.32,1.39
66.16,-17.75,📉 獲利侵蝕,2026-03,-1.14,5185.0,❌ 暫避觀望,12.32,14.55%,聯發科,2454.TW,2025,2535.1499999999996,30.67865806756997,-119.82,46.13%,102.07,15.17
5.62,-42.98,📉 獲利侵蝕,2026-03,66.87,90.3000030518,⚪ 中性觀察,27.6,N/A,創惟,6104.TWO,2025,230.1,5.886571255006519,-119.94,N/A,76.96,1.34
2.0,-15.62,📉 獲利侵蝕,2026-03,58.93,25.5,⚪ 中性觀察,30.1,N/A,德鴻,6910.TWO,2025,72.30000000000001,5.29045643153527,-120.44,N/A,104.82,0.27
-3.19,-120.75,📉 獲利侵蝕,2026-03,35.27,30.8500003815,⚪ 數據不足,-45.74,-45.63%,華軒,2740.TWO,2025,-137.1,0.0,-120.76,41.62%,0.01,-1.32
1.95,41.3,⚠️ 獲利稀釋,2026-03,18.9,98.6999969482,❌ 暫避觀望,16.68,N/A,創威,6530.TWO,2025,72.30000000000001,20.477177790082987,-121.67,N/A,162.97,0.65
0.35,-175.0,🌑 雙重衰退,2026-03,-55.26,64.9000015259,❌ 暫避觀望,28.45,N/A,嘉雨思-創,6921.TW,2025,7.649999999999999,127.25490495274511,-121.88,N/A,-53.12,-0.27
20.5,74.56,⚠️ 獲利稀釋,2026-03,60.48,1435.0,❌ 暫避觀望,62.42,N/A,竑騰,7751.TWO,2025,748.35,28.763279214271396,-121.99000000000001,N/A,196.55,7.0
1.15,-12.87,📉 獲利侵蝕,2026-03,-87.49,410.5,❌ 暫避觀望,-34.5,N/A,倉和,6538.TWO,2025,74.55,82.59557344064386,-122.89,N/A,110.02,0.9
7.68,-7.91,📉 獲利侵蝕,2026-03,-12.45,79.6999969482,⚪ 中性觀察,-4.66,N/A,裕融,9941.TW,2025,288.15000000000003,4.14888063238938,-123.75,N/A,115.84,1.82
6.0,-79.31,📉 獲利侵蝕,2026-03,-23.57,74.3000030518,⚪ 中性觀察,-29.66,N/A,長虹,5534.TW,2025,140.85000000000002,7.912673381448349,-124.1,N/A,44.79,0.19
2.14,-18.52,📉 獲利侵蝕,2026-03,-10.33,32.2999992371,⚪ 中性觀察,7.33,N/A,常廣,6730.TWO,2025,78.89999999999999,6.140684265608366,-124.7,N/A,106.18,0.44
3.91,2.97,⚠️ 獲利稀釋,2026-03,-10.32,53.7000007629,⚪ 中性觀察,-2.6,35.64%,新巨,2420.TW,2025,141.3,5.70063702366242,-124.86,49.30%,127.83,1.05
-0.78,-151.35,🏰 高護城河,2026-03,46.94,38.5499992371,⚪ 數據不足,15.28,-48.58%,基亞,3176.TWO,2025,-9.600000000000001,0.0,-124.99,56.72%,-26.36,-0.38
-0.24,644.0,🔄 轉虧為盈,2026-03,84.62,29.8500003815,⚪ 數據不足,19.6,4.68%,日成-KY,4807.TW,2025,-3.4499999999999997,0.0,-125.00999999999999,18.47%,769.01,1.7
3.92,20.78,⚠️ 獲利稀釋,2026-03,-18.72,124.5,⚪ 中性觀察,3.86,N/A,科定,6655.TW,2025,135.6,13.772123893805311,-127.46000000000001,N/A,148.24,0.95
-0.56,-41.18,🏰 高護城河,2026-03,41.67,11.4499998093,⚪ 數據不足,5.58,-74.64%,新零售,3085.TWO,2025,-23.400000000000002,0.0,-127.63,73.88%,86.45,-0.24
5.03,170.77,⚠️ 獲利稀釋,2026-03,-42.92,81.4000015259,⚪ 中性觀察,-5.55,12.43%,捷流閥業,4580.TWO,2025,195.6,6.24233140536043,-127.81999999999996,31.57%,298.59,1.76
1.98,1.33,⚠️ 獲利稀釋,2026-03,-29.79,210.0,❌ 暫避觀望,-12.98,17.75%,前鼎,4908.TWO,2025,75.3,41.832669322709165,-127.85000000000001,46.40%,129.18,0.76
70.17,5.34,🏰 高護城河,2026-03,-15.21,1690.0,⚪ 中性觀察,12.28,29.92%,嘉澤,3533.TW,2025,2491.8,10.173368649169275,-128.04,51.54%,133.38,21.37
10.77,4.21,⚠️ 獲利稀釋,2026-03,-14.93,181.0,⚪ 中性觀察,-1.34,N/A,耕興,6146.TWO,2025,405.75,6.691312384473197,-128.85,N/A,133.06,2.97
29.54,24.33,⚠️ 獲利稀釋,2026-03,10.48,70.8000030518,⚪ 中性觀察,7.16,N/A,寶雅,5904.TWO,2025,1085.5500000000002,0.9783059700400718,-129.17000000000002,N/A,153.5,9.3
3.59,3.92,⚠️ 獲利稀釋,2026-03,7.23,49.2999992371,⚪ 中性觀察,27.05,N/A,創為精密,6899.TWO,2025,130.65,5.660160647198622,-129.32000000000002,N/A,133.24,1.08
0.9,-30.43,🏰 高護城河,2026-03,79.17,24.2000007629,⚪ 中性觀察,14.52,23.50%,友霖,4166.TWO,2025,28.35,12.804233207883597,-130.9,60.10%,100.47,0.16
35.12,103.4,⚠️ 獲利稀釋,2026-03,51.69,1950.0,❌ 暫避觀望,29.17,N/A,新代,7750.TW,2025,1357.5,21.54696132596685,-131.37,N/A,234.77,15.38
2.0,-45.71,📉 獲利侵蝕,2026-03,-25.66,72.0,❌ 暫避觀望,-3.02,N/A,詮欣,6205.TW,2025,71.55,15.094339622641511,-132.45,N/A,86.74,0.38
2.66,107.14,⚠️ 獲利稀釋,2026-03,56.47,92.0,❌ 暫避觀望,2.24,N/A,立積,4968.TW,2025,68.55000000000001,20.131291028446388,-132.72000000000003,N/A,239.86,0.58
1.69,-5.56,📉 獲利侵蝕,2026-03,382.35,25.5,⚪ 中性觀察,12.01,N/A,同亨,5490.TWO,2025,67.64999999999999,5.65410199556541,-133.04999999999998,N/A,127.49,0.7
9.43,15.91,⚠️ 獲利稀釋,2026-03,-22.51,528.0,❌ 暫避觀望,12.26,17.47%,家登,3680.TWO,2025,282.3,28.055260361317746,-133.55,43.28%,149.46,2.55
2.14,2.56,⚠️ 獲利稀釋,2026-03,-2.28,37.1500015259,⚪ 中性觀察,1.84,9.02%,寶陞,2948.TWO,2025,77.25,7.21359252930097,-133.64,48.05%,136.2,0.4
45.48,81.01,⚠️ 獲利稀釋,2026-03,56.98,2365.0,❌ 暫避觀望,59.93,29.56%,弘塑,3131.TWO,2025,1553.55,22.834797721347883,-134.24,42.10%,215.25,16.11
0.98,-70.27,📉 獲利侵蝕,2026-03,-41.32,40.9000015259,⚪ 中性觀察,-7.04,N/A,台南-KY,5906.TW,2025,42.45,14.452297358975265,-134.56,N/A,64.29,0.11
3.82,166.67,⚠️ 獲利稀釋,2026-03,-33.33,26.4500007629,⚪ 中性觀察,-35.35,N/A,大城地產,6171.TWO,2025,158.10000000000002,2.5094877384155594,-135.08,N/A,301.75,0.08
1.5,90.48,⚠️ 獲利稀釋,2026-03,-51.49,97.0999984741,❌ 暫避觀望,2.05,7.58%,耀登,3138.TW,2025,15.3,95.19607693539216,-136.5,41.30%,226.98,-0.02
1.05,-21.62,📉 獲利侵蝕,2026-03,56.72,24.0,⚪ 中性觀察,18.28,N/A,尚凡*,5278.TWO,2025,38.849999999999994,9.266409266409267,-136.71,N/A,115.09,0.29
2.6,-11.9,📉 獲利侵蝕,2026-03,-27.37,78.5999984741,⚪ 中性觀察,3.61,N/A,富致,6642.TWO,2025,93.15,12.657004585201289,-136.76,N/A,124.86,0.74
0.43,45.45,⚠️ 獲利稀釋,2026-03,-80.37,11.0500001907,⚪ 中性觀察,-9.62,-7.54%,加捷生醫,4109.TWO,2025,13.35,12.415730551348314,-136.98000000000002,24.70%,182.43,0.15
-0.29,100.0,🔄 轉虧為盈,2026-03,-106.78,55.0,⚪ 數據不足,-15.41,N/A,鑫創電子,6680.TWO,2025,-35.849999999999994,0.0,-137.41,N/A,237.41,0.08
6.43,-34.68,📉 獲利侵蝕,2026-03,-13.11,0.0,⚪ 數據不足,-1.96,18.07%,東陽,1319.TW,2025,0.0,0.0,-137.46,33.68%,102.78,1.62
1.63,-35.0,📉 獲利侵蝕,2026-03,-55.59,63.5,❌ 暫避觀望,-1.73,N/A,保勝光學,6517.TWO,2025,45.3,21.026490066225165,-137.54000000000002,N/A,102.54,0.52
-0.15,0.0,📉 獲利侵蝕,2026-03,31.82,11.1499996185,⚪ 數據不足,9.13,-7.01%,農林,2913.TW,2025,-5.7,0.0,-137.61,40.70%,137.61,-0.04
1.29,-94.21,📉 獲利侵蝕,2026-03,-87.79,25.6499996185,⚪ 中性觀察,-7.53,N/A,可寧衛*,8422.TW,2025,299.54999999999995,1.2844266208562845,-137.88,N/A,43.67,0.21
6.9,10.57,⚠️ 獲利稀釋,2026-03,-0.43,139.0,⚪ 中性觀察,9.26,N/A,飛捷,6206.TW,2025,277.65000000000003,7.509454349000539,-138.13,N/A,148.7,2.51
7.31,-34.88,📉 獲利侵蝕,2026-03,81.39,97.9000015259,⚪ 中性觀察,-6.21,N/A,瑞耘,6532.TWO,2025,175.2,8.381849445710616,-138.3,N/A,103.42,0.84
-0.77,35.71,⚠️ 獲利稀釋,2026-03,34.19,20.2999992371,⚪ 數據不足,34.16,N/A,蒙恬,5211.TWO,2025,-33.3,0.0,-138.5,N/A,174.21,-0.18
1.95,173.33,⚠️ 獲利稀釋,2026-03,-33.45,45.9000015259,⚪ 中性觀察,10.49,1.28%,鼎天,3306.TWO,2025,83.55000000000001,8.240574780233393,-138.67999999999998,25.80%,312.01,0.11
6.18,10.06,⚠️ 獲利稀釋,2026-03,-4.63,132.0,⚪ 中性觀察,15.04,N/A,博大,8109.TWO,2025,223.8,8.847184986595174,-138.73,N/A,148.79,1.75
0.19,400.0,⚠️ 獲利稀釋,2026-03,-19.23,17.2999992371,❌ 暫避觀望,-10.66,-3.56%,東和,1414.TW,2025,5.8500000000000005,44.35897240282051,-139.09000000000003,15.75%,539.09,0.06
3.0,-87.95,📉 獲利侵蝕,2026-03,-47.4,39.5,⚪ 中性觀察,12.79,N/A,君曜,7770.TWO,2025,78.0,7.596153846153846,-139.35,N/A,51.4,0.1
11.47,2.74,⚠️ 獲利稀釋,2026-03,2.97,243.0,⚪ 中性觀察,3.64,N/A,中華資安,7765.TW,2025,440.70000000000005,8.270932607215792,-139.45,N/A,142.19,3.38
5.29,-69.05,📉 獲利侵蝕,2026-03,-6.08,45.2999992371,⚪ 中性觀察,4.97,11.73%,生合,1295.TWO,2025,193.95,3.503480219419954,-139.69,49.97%,70.64,0.39
-0.52,-109.68,📉 獲利侵蝕,2026-03,-147.27,41.25,⚪ 數據不足,-12.93,N/A,迅杰,6243.TW,2025,-18.6,0.0,-140.07,N/A,30.39,-0.03
3.43,-31.58,📉 獲利侵蝕,2026-03,-4.72,37.5,⚪ 中性觀察,-1.51,12.30%,君帆,4584.TWO,2025,134.39999999999998,4.185267857142858,-140.25,34.23%,108.67,0.91
6.76,-36.22,📉 獲利侵蝕,2026-03,-24.75,157.5,⚪ 中性觀察,0.46,N/A,瓦城,2729.TWO,2025,290.85,8.12274368231047,-140.68,N/A,104.46,1.64
2.81,-69.92,📉 獲利侵蝕,2026-03,-29.75,204.0,❌ 暫避觀望,62.61,2.86%,智原,3035.TW,2025,99.74999999999999,30.67669172932331,-141.57,42.16%,71.65,0.4
2.0,102.78,⚠️ 獲利稀釋,2026-03,-48.05,65.6999969482,❌ 暫避觀望,-3.28,N/A,迅德,6292.TWO,2025,52.95,18.611897152464586,-141.77,N/A,244.55,0.73
17.76,-4.18,📉 獲利侵蝕,2026-03,-0.84,250.5,⚪ 中性觀察,5.0,N/A,致新,8081.TW,2025,659.1,5.700955848884842,-141.78,N/A,137.6,4.62
5.8,-8.28,📉 獲利侵蝕,2026-03,15.63,74.0999984741,⚪ 中性觀察,9.33,N/A,明達醫,6527.TWO,2025,215.7,5.152990158143255,-141.87,N/A,133.59,1.33
-2.57,1.56,⚠️ 獲利稀釋,2026-03,18.35,24.0,⚪ 數據不足,170.31,N/A,益得,6461.TWO,2025,-88.05,0.0,-141.93,N/A,143.49,-0.63
3.09,-52.24,📉 獲利侵蝕,2026-03,-39.84,27.2000007629,⚪ 中性觀察,-27.76,N/A,裕山,7715.TWO,2025,127.64999999999999,3.196239807626322,-142.2,N/A,89.96,0.64
42.0,37.91,⚠️ 獲利稀釋,2026-03,10.18,1230.0,⚪ 中性觀察,11.97,31.25%,亞德客-KY,1590.TW,2025,1583.5500000000002,11.651037226484796,-142.26,47.51%,180.17,13.35
-1.59,-91.38,📉 獲利侵蝕,2026-03,6.47,8.3000001907,⚪ 數據不足,1.9,-58.77%,正峰,1538.TW,2025,-39.0,0.0,-142.72,32.24%,51.34,-1.11
-0.65,300.0,🔄 轉虧為盈,2026-03,-246.15,24.6000003815,⚪ 數據不足,36.88,N/A,凱鈺,5468.TWO,2025,-13.65,0.0,-143.05,N/A,443.05,0.12
26.87,-28.44,📉 獲利侵蝕,2026-03,-19.62,545.0,⚪ 中性觀察,-2.07,16.92%,聯詠,3034.TW,2025,1029.8999999999999,7.937663850859307,-143.09,38.19%,114.65,6.19
0.58,41.67,⚠️ 獲利稀釋,2026-03,14.0,168.5,❌ 暫避觀望,14.37,N/A,雷虎,8033.TW,2025,35.24999999999999,71.70212765957447,-144.31,N/A,185.98,0.34
34.51,-19.19,📉 獲利侵蝕,2026-03,6.64,564.0,⚪ 中性觀察,1.76,N/A,譜瑞-KY,4966.TWO,2025,1293.4499999999998,6.540647106575438,-144.99,N/A,125.8,6.77
75.71,61.74,⚠️ 獲利稀釋,2026-03,110.03,5975.0,❌ 暫避觀望,116.34,N/A,鴻勁,7769.TW,2025,2791.5,32.106394411606665,-145.23999999999998,N/A,206.98,25.7
2.25,92.31,⚠️ 獲利稀釋,2026-03,-50.22,49.6500015259,⚪ 中性觀察,-7.32,N/A,晶達,4995.TWO,2025,72.45,10.279503421511388,-145.57999999999998,N/A,237.89,1.01
0.58,123.53,⚠️ 獲利稀釋,2026-03,-10.94,14.6999998093,❌ 暫避觀望,-6.81,N/A,訊映,4155.TW,2025,11.549999999999999,19.090908843246755,-145.98999999999998,N/A,269.52,0.39
1.81,-15.52,📉 獲利侵蝕,2026-03,-23.5,43.5499992371,⚪ 中性觀察,-10.06,14.34%,味王,1203.TW,2025,63.3,10.319905032488153,-146.18,33.56%,130.66,0.49
3.29,-66.89,📉 獲利侵蝕,2026-03,-50.94,68.5999984741,⚪ 中性觀察,-15.67,N/A,昶瑞機電,7642.TWO,2025,130.35000000000002,7.89413100967779,-146.45999999999998,N/A,79.57,0.5
6.25,30.71,⚠️ 獲利稀釋,2026-03,47.62,234.5,❌ 暫避觀望,34.56,N/A,捷創科技,7810.TWO,2025,202.2,17.396142433234424,-147.03,N/A,177.74,1.83
1.85,-39.77,📉 獲利侵蝕,2026-03,-7.07,93.1999969482,⚪ 中性觀察,51.84,N/A,智通*,8932.TWO,2025,107.1,13.053220861092436,-147.64000000000001,N/A,107.87,0.53
1.13,3.33,⚠️ 獲利稀釋,2026-03,-5.93,40.5,⚪ 中性觀察,2.84,N/A,聯寶,6821.TWO,2025,41.699999999999996,14.568345323741008,-147.67999999999998,N/A,151.01,0.32
7.37,17.55,⚠️ 獲利稀釋,2026-03,32.55,295.5,❌ 暫避觀望,12.43,N/A,達興材料,5234.TW,2025,275.1,16.112322791712106,-147.81,N/A,165.36,2.21
2.37,-29.73,📉 獲利侵蝕,2026-03,-25.47,22.7000007629,⚪ 中性觀察,-2.1,N/A,三能-KY,6671.TW,2025,76.94999999999999,4.424951415769981,-148.18,N/A,118.45,0.26
0.96,-62.5,📉 獲利侵蝕,2026-03,3.23,18.6499996185,⚪ 中性觀察,2.69,N/A,時報,8923.TWO,2025,34.199999999999996,8.179824394078949,-148.53,N/A,86.03,0.18
3.0,-29.77,📉 獲利侵蝕,2026-03,-58.85,140.0,❌ 暫避觀望,-23.02,N/A,駐龍,4572.TW,2025,106.8,19.662921348314608,-148.87,N/A,119.1,0.92
36.75,-0.63,📉 獲利侵蝕,2026-03,49.96,6410.0,❌ 暫避觀望,42.0,31.26%,健策,3653.TW,2025,1359.6,70.71932921447484,-149.18,41.25%,148.55,9.53
-1.63,-42.86,🔄 轉虧為盈,2026-03,-148.96,91.4000015259,⚪ 數據不足,-21.77,-15.73%,為升,2231.TW,2025,-24.3,0.0,-149.42000000000002,23.65%,106.56,0.4
-0.88,16.0,⚠️ 獲利稀釋,2026-03,-10.0,14.8500003815,⚪ 數據不足,-42.69,N/A,安克,4188.TWO,2025,-33.75,0.0,-150.01,N/A,166.01,-0.21
-0.28,111.11,🔄 轉虧為盈,2026-03,38.64,42.7000007629,⚪ 數據不足,-3.71,N/A,光鼎,6226.TW,2025,-9.9,0.0,-150.05,N/A,261.16,0.01
4.22,9.09,⚠️ 獲利稀釋,2026-03,10.39,35.5,⚪ 中性觀察,9.51,N/A,星亞,7753.TWO,2025,157.95,3.3713200379867048,-150.47,N/A,159.56,1.08
-0.57,17.31,⚠️ 獲利稀釋,2026-03,1.75,17.8500003815,⚪ 數據不足,-9.99,23.11%,國光生,4142.TW,2025,-47.25000000000001,0.0,-150.56,49.56%,167.87,-0.44
6.58,41.89,⚠️ 獲利稀釋,2026-03,198.64,183.0,⚪ 中性觀察,23.89,N/A,力智,6719.TW,2025,222.3,12.348178137651821,-150.93,N/A,192.82,2.1
15.42,64.88,⚠️ 獲利稀釋,2026-03,-12.9,1555.0,❌ 暫避觀望,23.03,N/A,雍智科技,6683.TWO,2025,550.4999999999999,42.37057220708447,-151.18,N/A,216.06,6.23
-0.62,-104.55,📉 獲利侵蝕,2026-03,-192.54,28.5499992371,⚪ 數據不足,5.99,-19.63%,華義*,3086.TWO,2025,-25.5,0.0,-152.4,44.07%,47.85,-0.01
46.93,13.4,⚠️ 獲利稀釋,2026-03,40.24,5995.0,❌ 暫避觀望,35.51,N/A,穎崴,6515.TW,2025,1842.6000000000001,48.803321393682836,-152.6,N/A,166.0,19.54
3.14,-82.61,📉 獲利侵蝕,2026-03,131.69,98.0,⚪ 中性觀察,786.25,N/A,辣椒,4946.TWO,2025,144.9,10.144927536231885,-152.6,N/A,69.99,0.41
2.87,-69.68,📉 獲利侵蝕,2026-03,-39.39,31.5499992371,⚪ 中性觀察,-15.03,N/A,奕力-KY,6962.TW,2025,120.60000000000001,3.9241292583457708,-152.73000000000002,N/A,83.05,0.58
3.93,-3.85,📉 獲利侵蝕,2026-03,61.83,62.9000015259,⚪ 中性觀察,69.66,5.94%,聯發國際,2756.TWO,2025,125.39999999999999,7.523923627500001,-152.76,49.60%,148.91,0.51
1.0,-27.27,📉 獲利侵蝕,2026-03,-33.77,61.5999984741,❌ 暫避觀望,4.92,-0.86%,類比科,3438.TWO,2025,29.250000000000004,31.589742807230767,-153.12,38.12%,125.85,0.24
5.64,-28.46,📉 獲利侵蝕,2026-03,-45.5,106.0,⚪ 中性觀察,-13.21,N/A,鼎基,6585.TW,2025,210.0,7.571428571428571,-153.44,N/A,124.98,1.86
0.68,-98.28,📉 獲利侵蝕,2026-03,-32.0,21.6499996185,❌ 暫避觀望,-88.36,-362.94%,聯德,3308.TW,2025,7.95,40.849055883962265,-153.53,23.48%,55.25,0.01
6.85,-93.37,📉 獲利侵蝕,2026-03,-51.27,73.0,⚪ 中性觀察,-27.63,22.47%,海悅,2348.TW,2025,208.2,5.259365994236312,-153.63,34.04%,60.26,0.16
1.95,-45.92,📉 獲利侵蝕,2026-03,-45.98,26.1499996185,⚪ 中性觀察,-12.78,N/A,耿鼎,1524.TW,2025,68.7,5.70960690360262,-154.0,N/A,108.08,0.53
3.18,22.41,⚠️ 獲利稀釋,2026-03,3.25,0.0,⚪ 數據不足,-2.28,41.07%,台航,2617.TW,2025,0.0,0.0,-154.59,46.23%,177.0,0.71
-1.75,45.28,⚠️ 獲利稀釋,2026-03,-22.38,24.25,⚪ 數據不足,-11.1,-12.95%,笙泉,3122.TWO,2025,-67.95,0.0,-154.6,34.82%,199.88,-0.29
-1.83,4.29,⚠️ 獲利稀釋,2026-03,-355.0,50.0999984741,⚪ 數據不足,10.49,N/A,芯鼎,6695.TW,2025,-87.9,0.0,-154.78,N/A,159.07,-0.68
7.83,70.37,🏰 高護城河,2026-03,-12.03,1565.0,❌ 暫避觀望,5.02,27.57%,昇達科,3491.TWO,2025,290.7,80.75335397316822,-154.98,58.57%,225.35,3.68
