prev_eps,eps_yoy,status,date,prev_eps_yoy,price,advice,prev_rev_yoy,om,name,symbol,prev_year,est_price,pe,expansion,gm,rev_yoy,eps
-0.35,-10.0,📉 獲利侵蝕,2026-03,60.23,12.1000003815,⚪ 數據不足,1.42,N/A,無敵,8201.TW,2025,-16.950000000000003,0.0,-350.82,N/A,340.82,-0.11
2.56,-2.38,📉 獲利侵蝕,2026-03,18.52,26.7999992371,⚪ 中性觀察,-0.42,N/A,環泥,1104.TW,2025,86.25,4.660869432539131,-351.45,N/A,349.07,0.41
0.27,-33.33,📉 獲利侵蝕,2026-03,-57.38,51.5,❌ 暫避觀望,9.13,N/A,系統電,5309.TWO,2025,8.100000000000001,95.37037037037037,-351.84,N/A,318.51,0.09
1.14,828.57,⚠️ 獲利稀釋,2026-03,-35.23,17.5,⚪ 中性觀察,-4.85,N/A,宜新實業,4440.TW,2025,38.1,6.889763779527559,-352.17999999999995,N/A,1180.75,0.51
3.41,-58.62,📉 獲利侵蝕,2026-03,-46.72,42.0,⚪ 中性觀察,-30.87,N/A,匯僑設計,6754.TW,2025,99.3,6.3444108761329305,-352.58,N/A,293.96,0.12
41.67,49.0,⚠️ 獲利稀釋,2026-03,47.96,5020.0,❌ 暫避觀望,46.42,19.80%,台光電,2383.TW,2025,1617.45,46.554762125568026,-352.75,28.58%,401.75,14.9
0.92,-197.83,📉 獲利侵蝕,2026-03,142.59,19.8500003815,❌ 暫避觀望,20.19,N/A,安鈦克,6276.TWO,2025,16.35,18.211009524311926,-353.52,N/A,155.69,-0.9
4.69,-66.84,📉 獲利侵蝕,2026-03,-47.18,32.8499984741,⚪ 中性觀察,-14.72,N/A,峰源-KY,6807.TW,2025,174.14999999999998,2.8294572329112833,-353.81000000000006,N/A,286.97,0.63
21.44,-36.27,📉 獲利侵蝕,2026-03,-12.83,285.5,⚪ 中性觀察,26.66,11.87%,京鼎,3413.TW,2025,780.75,5.485110470701249,-354.47999999999996,23.90%,318.21,4.28
1.87,-48.65,📉 獲利侵蝕,2026-03,-19.4,43.0,⚪ 中性觀察,-1.74,N/A,大汽電,8931.TWO,2025,82.94999999999999,7.775768535262207,-354.85999999999996,N/A,306.21,0.38
1.56,-58.82,📉 獲利侵蝕,2026-03,10.87,40.2999992371,⚪ 中性觀察,-2.6,1.57%,合勤控,3704.TW,2025,41.1,14.708028918649635,-354.98,30.58%,296.16,0.29
-1.95,-117.65,📉 獲利侵蝕,2026-03,-3800.0,78.5,⚪ 數據不足,-21.77,-13.38%,川寶,1595.TWO,2025,-88.5,0.0,-355.28999999999996,26.86%,237.64,-0.74
2.08,216.67,⚠️ 獲利稀釋,2026-03,-1.42,97.3000030518,❌ 暫避觀望,50.12,N/A,和椿,6215.TW,2025,77.10000000000001,18.92996168322957,-355.85,N/A,572.52,1.14
0.13,71.43,⚠️ 獲利稀釋,2026-03,-90.0,16.6499996185,❌ 暫避觀望,-0.7,1.48%,建大,2106.TW,2025,4.35,57.41379178793104,-356.64,20.30%,428.07,0.12
6.27,18.72,⚠️ 獲利稀釋,2026-03,7.92,196.5,⚪ 中性觀察,6.01,7.03%,士電,1503.TW,2025,278.55,10.581583198707593,-357.75,17.20%,376.47,2.79
0.36,171.43,⚠️ 獲利稀釋,2026-03,-52.17,38.0999984741,❌ 暫避觀望,-10.21,N/A,萬年清,6624.TWO,2025,2.5500000000000003,224.11763808294114,-357.90000000000003,N/A,529.33,0.05
-0.73,-117.39,📉 獲利侵蝕,2026-03,6.41,46.0,⚪ 數據不足,-2.54,N/A,攸泰科技,6928.TW,2025,-11.1,0.0,-359.76,N/A,242.37,-0.04
1.85,35.38,⚠️ 獲利稀釋,2026-03,-63.22,20.5,❌ 暫避觀望,-5.62,N/A,紅木-KY,8426.TWO,2025,3.300000000000003,93.1818181818181,-360.16,N/A,395.54,-0.42
3.0,-88.89,📉 獲利侵蝕,2026-03,-50.98,37.9500007629,⚪ 中性觀察,-6.46,5.60%,維熹,3501.TW,2025,115.95,4.909443824437257,-360.24,18.84%,271.35,0.15
7.95,-14.23,📉 獲利侵蝕,2026-03,-32.28,115.0,⚪ 中性觀察,-18.5,9.93%,廣隆,1537.TW,2025,292.8,5.891393442622951,-360.24,18.72%,346.01,2.11
5.85,-3.52,📉 獲利侵蝕,2026-03,-24.15,118.0,⚪ 中性觀察,15.8,9.60%,豐達科,3004.TW,2025,229.8,7.702349869451697,-360.29999999999995,24.39%,356.78,1.92
0.57,-44.8,📉 獲利侵蝕,2026-03,-81.13,19.4500007629,⚪ 中性觀察,-10.32,-4.13%,台南,1473.TW,2025,44.1,6.615646517993198,-360.43,13.69%,315.63,0.69
3.15,23.93,⚠️ 獲利稀釋,2026-03,-34.24,106.5,⚪ 中性觀察,16.19,7.70%,奇鈦科,3430.TWO,2025,119.25,13.39622641509434,-360.71,23.03%,384.64,1.45
4.4,47.0,⚠️ 獲利稀釋,2026-03,30.95,87.5,⚪ 中性觀察,-7.74,N/A,乙盛-KY,5243.TW,2025,171.0,7.675438596491228,-361.08,N/A,408.08,1.47
0.04,-188.89,📉 獲利侵蝕,2026-03,-92.73,11.5,⚪ 數據不足,0.72,-1.07%,鈺德,3050.TW,2025,-2.7,0.0,-361.12,27.89%,172.23,-0.07
9.01,-46.72,📉 獲利侵蝕,2026-03,41.67,304.0,⚪ 中性觀察,30.08,28.21%,京元電子,2449.TW,2025,350.09999999999997,13.024850042844903,-362.65,37.66%,315.93,1.87
1.57,-60.0,📉 獲利侵蝕,2026-03,23.62,63.0,❌ 暫避觀望,19.79,N/A,微矽電子-創,8162.TW,2025,61.49999999999999,15.365853658536587,-363.38,N/A,303.38,0.12
8.13,208.82,⚠️ 獲利稀釋,2026-03,474.47,890.0,❌ 暫避觀望,95.35,18.24%,大量,3167.TW,2025,296.70000000000005,44.99494438827098,-364.06,42.12%,572.88,3.19
-1.06,-83.87,🔄 轉虧為盈,2026-03,-342.86,18.7000007629,⚪ 數據不足,4.18,N/A,盛達,3027.TW,2025,-12.75,0.0,-364.25,N/A,280.38,0.05
19.45,25.22,⚠️ 獲利稀釋,2026-03,21.94,543.0,⚪ 中性觀察,11.54,17.08%,健鼎,3044.TW,2025,734.1,11.095218635063341,-365.02,25.47%,390.24,5.61
-4.38,44.0,⚠️ 獲利稀釋,2026-03,0.46,17.0499992371,⚪ 數據不足,-25.69,N/A,嘉聯益,6153.TW,2025,-148.64999999999998,0.0,-365.13,N/A,409.13,-0.56
3.45,28.41,⚠️ 獲利稀釋,2026-03,8.95,119.5,⚪ 中性觀察,7.81,12.13%,大毅,2478.TW,2025,129.14999999999998,13.879210220673636,-368.14,24.27%,396.55,1.14
0.74,-57.14,📉 獲利侵蝕,2026-03,-23.71,56.2000007629,❌ 暫避觀望,10.87,N/A,鈞寶,6155.TW,2025,16.2,52.03703774342593,-368.59999999999997,N/A,311.46,0.18
0.83,9.68,⚠️ 獲利稀釋,2026-03,-27.19,28.75,⚪ 中性觀察,-16.0,9.12%,南帝,2108.TW,2025,31.049999999999997,13.88888888888889,-368.68,25.29%,378.36,0.34
-2.45,105.36,🔄 轉虧為盈,2026-03,-152.78,26.6499996185,⚪ 數據不足,0.45,N/A,亞崴,1530.TW,2025,-137.25,0.0,-369.19,N/A,474.55,0.18
4.08,33.78,⚠️ 獲利稀釋,2026-03,21.07,52.0,⚪ 中性觀察,20.29,N/A,國統,8936.TWO,2025,144.45,5.399792315680167,-369.86,N/A,403.64,0.99
-0.88,-97.67,🔄 轉虧為盈,2026-03,46.34,16.1499996185,⚪ 數據不足,1.86,-21.05%,喬鼎,3057.TW,2025,-14.55,0.0,-370.95,29.42%,273.28,0.02
0.52,-30.0,📉 獲利侵蝕,2026-03,-47.47,28.1000003815,❌ 暫避觀望,17.01,N/A,振發,5426.TWO,2025,22.05,19.115646518027212,-371.24,N/A,341.24,0.28
5.68,71.21,⚠️ 獲利稀釋,2026-03,-16.96,136.0,⚪ 中性觀察,-3.92,N/A,榮惠-KY創,6924.TW,2025,193.2,10.559006211180124,-371.5,N/A,442.71,2.26
2.19,-66.33,📉 獲利侵蝕,2026-03,-47.23,30.5499992371,⚪ 中性觀察,-2.95,N/A,育富,6194.TWO,2025,82.05000000000001,5.585009001297989,-372.25,N/A,305.92,0.33
1.72,-36.54,📉 獲利侵蝕,2026-03,-10.88,23.6000003815,⚪ 中性觀察,-13.1,2.75%,世鎧,2063.TWO,2025,60.75,5.827160588024691,-372.75,17.29%,336.21,0.33
2.44,133.33,⚠️ 獲利稀釋,2026-03,28.57,66.0999984741,⚪ 中性觀察,60.25,8.17%,佳能,2374.TW,2025,80.99999999999999,12.240740458166668,-373.78999999999996,21.67%,507.12,0.73
2.02,-58.06,📉 獲利侵蝕,2026-03,-50.73,34.9500007629,⚪ 中性觀察,-13.21,4.13%,志豐,3206.TWO,2025,73.20000000000002,7.1618854022336045,-373.94,21.42%,315.88,0.26
3.49,-21.74,📉 獲利侵蝕,2026-03,19.85,35.4500007629,⚪ 中性觀察,-5.94,N/A,華豫寧,6474.TWO,2025,138.6,3.836580169145021,-374.61,N/A,352.87,0.9
1.41,23.33,⚠️ 獲利稀釋,2026-03,-9.62,71.0999984741,❌ 暫避觀望,-7.93,3.94%,長興,1717.TW,2025,52.050000000000004,20.489913104927954,-375.40000000000003,21.29%,398.73,0.37
0.65,37.5,⚠️ 獲利稀釋,2026-03,-34.34,72.9000015259,❌ 暫避觀望,10.07,6.31%,希華,2484.TW,2025,20.55,53.2116799459124,-375.42,21.81%,412.92,0.33
2.07,103.13,⚠️ 獲利稀釋,2026-03,-11.69,256.0,❌ 暫避觀望,6.75,N/A,台虹,8039.TW,2025,67.5,56.888888888888886,-375.75,N/A,478.88,0.65
6.58,70.24,⚠️ 獲利稀釋,2026-03,12.1,768.0,❌ 暫避觀望,5.01,5.81%,禾伸堂,3026.TW,2025,258.9,44.49594438006953,-375.76,17.62%,446.0,2.86
3.74,183.33,⚠️ 獲利稀釋,2026-03,-53.89,76.5999984741,⚪ 中性觀察,0.02,2.40%,力致,3483.TWO,2025,127.95000000000002,8.98007016109027,-376.49,18.01%,559.82,0.17
0.97,-94.38,📉 獲利侵蝕,2026-03,-76.35,31.2000007629,⚪ 中性觀察,-2.38,N/A,圓裕,6835.TW,2025,35.550000000000004,13.16455728392405,-378.04,N/A,283.66,0.05
12.25,-4.8,📉 獲利侵蝕,2026-03,-27.39,189.0,⚪ 中性觀察,-6.57,N/A,豐祥-KY,5288.TW,2025,446.99999999999994,6.342281879194632,-379.13,N/A,374.33,3.59
0.92,233.33,⚠️ 獲利稀釋,2026-03,160.13,32.5499992371,❌ 暫避觀望,237.84,N/A,長園科,8038.TWO,2025,31.350000000000005,15.574162314401914,-379.19999999999993,N/A,612.53,0.24
4.03,-62.96,📉 獲利侵蝕,2026-03,15.99,39.5499992371,⚪ 中性觀察,-11.42,N/A,菱光,8249.TW,2025,154.2,3.847276190379378,-379.2,N/A,316.24,0.37
5.98,82.43,⚠️ 獲利稀釋,2026-03,-6.72,131.5,⚪ 中性觀察,2.49,N/A,龍德造船,6753.TW,2025,215.85000000000002,9.138290479499652,-379.52,N/A,461.95,2.7
5.78,-11.76,📉 獲利侵蝕,2026-03,-3.34,63.7000007629,⚪ 中性觀察,-4.56,4.93%,三陽工業,2206.TW,2025,222.15,4.301147924571235,-380.01,18.31%,368.25,1.37
1.58,-53.45,📉 獲利侵蝕,2026-03,-22.93,23.75,⚪ 中性觀察,-4.72,6.19%,六暉-KY,2115.TW,2025,68.55000000000001,5.196936542669584,-380.22999999999996,18.21%,326.78,0.27
1.93,1.47,⚠️ 獲利稀釋,2026-03,-53.88,38.4500007629,⚪ 中性觀察,-12.83,N/A,�矬�,8349.TWO,2025,65.7,8.77853898696347,-380.58,N/A,382.05,0.61
5.1,-41.38,📉 獲利侵蝕,2026-03,-14.14,70.0,⚪ 中性觀察,-4.54,N/A,豐泰,9910.TW,2025,169.8,6.183745583038869,-380.99,N/A,339.61,0.68
2.15,-48.1,📉 獲利侵蝕,2026-03,-10.04,80.1999969482,⚪ 中性觀察,10.54,4.42%,利機,3444.TWO,2025,81.15,14.824398696524952,-383.32000000000005,18.10%,335.22,0.41
0.74,-39.39,📉 獲利侵蝕,2026-03,-47.52,19.2000007629,⚪ 中性觀察,-2.31,3.03%,德淵,4720.TW,2025,27.0,10.6666670905,-383.87,23.02%,344.48,0.2
0.35,350.0,⚠️ 獲利稀釋,2026-03,-72.09,19.1000003815,❌ 暫避觀望,-14.5,N/A,北基,8927.TWO,2025,10.799999999999999,26.52777830763889,-384.15999999999997,N/A,734.16,0.18
0.25,-322.22,📉 獲利侵蝕,2026-03,180.65,38.9500007629,❌ 暫避觀望,42.33,N/A,天擎,6708.TWO,2025,2.0999999999999996,278.21429116357143,-385.19000000000005,N/A,62.97,-0.2
4.9,-81.61,📉 獲利侵蝕,2026-03,-73.34,59.9000015259,⚪ 中性觀察,-26.56,-1.94%,陽明,2609.TW,2025,180.9,4.966832630671642,-386.04,5.67%,304.43,0.41
1.86,85.0,⚠️ 獲利稀釋,2026-03,-13.89,53.2999992371,⚪ 中性觀察,12.58,-0.45%,全漢,3015.TW,2025,63.15,12.660332360356296,-386.2,17.44%,471.2,0.37
1.43,173.28,⚠️ 獲利稀釋,2026-03,457.5,40.1500015259,❌ 暫避觀望,-10.43,-66.51%,吉祥全,2491.TW,2025,32.699999999999996,18.417431892614683,-386.24,43.42%,559.52,0.85
0.06,-87.5,📉 獲利侵蝕,2026-03,-97.61,43.5999984741,❌ 暫避觀望,0.3,N/A,大井泵浦,6982.TWO,2025,24.45,26.748465321533743,-386.54,N/A,299.04,0.1
6.42,-17.98,📉 獲利侵蝕,2026-03,248.27,23.5499992371,⚪ 中性觀察,70.72,-11.23%,三一東林,3609.TWO,2025,161.1,2.192737359134078,-389.33000000000004,8.05%,371.35,-1.05
-0.36,150.0,🔄 轉虧為盈,2026-03,-190.0,31.0,⚪ 數據不足,4.75,1.17%,明泰,3380.TW,2025,-15.3,0.0,-390.0,18.44%,540.0,0.1
4.77,13.27,⚠️ 獲利稀釋,2026-03,4.58,123.0,⚪ 中性觀察,-0.31,10.58%,台灣大,3045.TW,2025,178.95,10.310142497904442,-390.3,19.71%,403.57,1.37
1.12,13.58,⚠️ 獲利稀釋,2026-03,-67.92,35.0999984741,❌ 暫避觀望,-10.76,N/A,世豐,2065.TWO,2025,29.85,17.638190187989945,-390.48,N/A,404.06,0.92
0.57,-58.33,📉 獲利侵蝕,2026-03,-69.73,25.0,❌ 暫避觀望,6.19,N/A,金利食安,7743.TWO,2025,18.45,20.32520325203252,-391.2,N/A,332.87,0.05
0.16,-63.64,📉 獲利侵蝕,2026-03,-60.0,18.7999992371,❌ 暫避觀望,8.46,N/A,熒茂,4729.TWO,2025,5.7,49.473682202894736,-391.4,N/A,327.76,0.04
7.5,-9.83,📉 獲利侵蝕,2026-03,10.62,129.0,⚪ 中性觀察,-4.4,N/A,漢科,3402.TWO,2025,285.15000000000003,6.7859021567596,-391.52,N/A,381.69,1.56
5.43,5.92,⚠️ 獲利稀釋,2026-03,43.01,590.0,❌ 暫避觀望,27.06,N/A,華星光,4979.TWO,2025,194.54999999999998,45.48959136468775,-392.18,N/A,398.1,1.62
-1.48,-3.03,📉 獲利侵蝕,2026-03,-410.42,22.25,⚪ 數據不足,-10.11,-6.90%,飛宏,2457.TW,2025,-58.35,0.0,-392.45,21.21%,389.42,-0.34
1.3,-50.0,📉 獲利侵蝕,2026-03,-46.94,27.1000003815,⚪ 中性觀察,-13.43,N/A,至興,4535.TWO,2025,44.550000000000004,9.124579253030301,-392.65,N/A,342.65,0.29
0.34,-55.56,📉 獲利侵蝕,2026-03,-74.05,28.3500003815,❌ 暫避觀望,16.57,8.41%,映興,3597.TWO,2025,6.450000000000001,65.93023344534883,-392.97,25.04%,337.41,0.08
4.35,-50.0,📉 獲利侵蝕,2026-03,74.89,180.0,❌ 暫避觀望,11.14,5.06%,宏致,3605.TW,2025,158.55,17.029328287606432,-393.32,26.65%,343.32,0.67
-3.68,14.29,⚠️ 獲利稀釋,2026-03,-24.32,19.6000003815,⚪ 數據不足,-0.82,-46.94%,永邑-KY,2939.TW,2025,-148.5,0.0,-394.19,8.14%,408.48,-0.3
-2.55,0.0,📉 獲利侵蝕,2026-03,-121.74,12.5500001907,⚪ 數據不足,-31.37,N/A,佑華,8024.TWO,2025,-97.19999999999999,0.0,-394.41,N/A,394.41,-0.55
-0.43,-466.67,🌑 雙重衰退,2026-03,-112.91,15.6499996185,⚪ 數據不足,-89.32,-47.25%,聯上,4113.TWO,2025,-12.0,0.0,-395.32000000000005,37.85%,-71.35,-0.22
6.77,-55.22,📉 獲利侵蝕,2026-03,-17.06,62.9000015259,⚪ 中性觀察,10.46,N/A,志強-KY,6768.TW,2025,266.25,3.5436620577971834,-395.65999999999997,N/A,340.44,1.2
2.78,-187.5,📉 獲利侵蝕,2026-03,55.31,28.5,⚪ 中性觀察,-7.81,N/A,智基,6294.TWO,2025,114.60000000000001,3.7303664921465964,-395.68,N/A,208.18,-0.07
13.02,-79.51,📉 獲利侵蝕,2026-03,-14.96,148.5,⚪ 中性觀察,5.05,N/A,來億-KY,6890.TW,2025,450.75,4.941763727121464,-396.01,N/A,316.5,0.75
2.9,-51.61,📉 獲利侵蝕,2026-03,-2.36,39.9000015259,⚪ 中性觀察,13.71,N/A,華孚,6235.TW,2025,108.60000000000001,5.511049934516575,-396.06,N/A,344.45,0.3
-0.19,-22.58,🔄 轉虧為盈,2026-03,67.24,17.2000007629,⚪ 數據不足,-2.42,N/A,耀億,4430.TWO,2025,-9.9,0.0,-397.4,N/A,374.82,0.24
3.36,259.52,⚠️ 獲利稀釋,2026-03,26.79,109.0,⚪ 中性觀察,-7.61,N/A,宏捷科,8086.TWO,2025,117.30000000000001,13.938618925831202,-397.88,N/A,657.4,1.51
3.51,73.33,⚠️ 獲利稀釋,2026-03,3072.73,906.0,❌ 暫避觀望,28.87,8.52%,景碩,3189.TW,2025,121.94999999999999,111.43911439114393,-398.64000000000004,22.14%,471.97,1.17
1.23,40.0,⚠️ 獲利稀釋,2026-03,-20.13,0.0,⚪ 數據不足,-12.57,8.28%,和益,1709.TW,2025,0.0,0.0,-398.93,17.58%,438.93,0.55
29.06,93.47,⚠️ 獲利稀釋,2026-03,77.66,892.0,⚪ 中性觀察,51.55,N/A,勤誠,8210.TW,2025,1089.6,12.279735682819384,-399.15999999999997,N/A,492.63,10.73
-0.36,186.96,🔄 轉虧為盈,2026-03,23.4,15.75,⚪ 數據不足,191.86,N/A,金耘國際,4950.TWO,2025,-11.850000000000001,0.0,-400.02,N/A,586.98,0.2
-1.02,-386.36,📉 獲利侵蝕,2026-03,-276.79,92.5999984741,⚪ 數據不足,-23.56,N/A,錼創科技-KY創,6854.TW,2025,-149.25000000000003,0.0,-400.92,N/A,14.56,-2.14
-0.13,-66.67,📉 獲利侵蝕,2026-03,-44.44,13.8999996185,⚪ 數據不足,28.81,-80.56%,郡都開發,4402.TWO,2025,-5.3999999999999995,0.0,-401.32,15.04%,334.65,-0.05
4.38,428.33,⚠️ 獲利稀釋,2026-03,18.07,1160.0,❌ 暫避觀望,13.75,6.82%,欣興,3037.TW,2025,155.1,112.18568665377177,-401.76000000000005,15.77%,830.09,3.28
1.14,72.73,⚠️ 獲利稀釋,2026-03,54.05,18.5,⚪ 中性觀察,3.13,N/A,達輝-KY,5276.TWO,2025,47.699999999999996,5.817610062893082,-402.18,N/A,474.91,0.57
0.52,154.9,⚠️ 獲利稀釋,2026-03,-68.29,14.1499996185,❌ 暫避觀望,-2.19,5.53%,志信,2611.TW,2025,12.6,16.84523764107143,-402.75,37.12%,557.65,0.28
0.11,350.0,⚠️ 獲利稀釋,2026-03,1000.0,12.0,❌ 暫避觀望,-8.11,N/A,松普,5488.TWO,2025,6.6,27.272727272727273,-402.80999999999995,N/A,752.81,0.09
0.99,4.44,⚠️ 獲利稀釋,2026-03,-74.48,58.5999984741,❌ 暫避觀望,-3.28,6.05%,健和興,3003.TW,2025,28.799999999999997,30.52083253859375,-403.37,21.28%,407.81,0.47
1.36,-53.75,📉 獲利侵蝕,2026-03,-41.88,67.5999984741,❌ 暫避觀望,3.73,3.55%,時碩工業,4566.TW,2025,34.50000000000001,29.391303684391303,-403.44,22.67%,349.69,0.37
18.44,0.44,⚠️ 獲利稀釋,2026-03,5.99,0.0,⚪ 數據不足,13.2,N/A,崑鼎,6803.TWO,2025,0.0,0.0,-403.49,N/A,403.93,4.54
0.72,8.33,⚠️ 獲利稀釋,2026-03,10.77,26.0499992371,❌ 暫避觀望,17.93,N/A,金橋,6133.TW,2025,19.799999999999997,19.734847906893943,-403.8,N/A,412.13,0.13
2.05,0.0,📉 獲利侵蝕,2026-03,-10.78,31.8999996185,⚪ 中性觀察,1.55,N/A,海柏特,6884.TWO,2025,71.39999999999999,6.701680592121849,-404.41,N/A,404.41,0.42
1.23,820.0,⚠️ 獲利稀釋,2026-03,-79.5,44.75,⚪ 中性觀察,-72.18,N/A,富宇,4907.TWO,2025,88.94999999999999,7.54637436762226,-404.69000000000005,N/A,1224.69,2.76
0.78,17.65,⚠️ 獲利稀釋,2026-03,-19.59,20.25,❌ 暫避觀望,-12.95,1.24%,日勝化,1735.TW,2025,17.7,17.161016949152543,-405.93,19.87%,423.58,0.2
13.77,8.68,⚠️ 獲利稀釋,2026-03,39.39,261.5,⚪ 中性觀察,75.17,N/A,信紘科,6667.TWO,2025,511.79999999999995,7.664126611957797,-406.05,N/A,414.73,3.63
-2.18,8.82,⚠️ 獲利稀釋,2026-03,10.29,45.1500015259,⚪ 數據不足,9.49,-478.52%,合一,4743.TWO,2025,-100.49999999999999,0.0,-406.06,41.13%,414.88,-0.31
9.4,-3.0,📉 獲利侵蝕,2026-03,-40.24,92.8000030518,⚪ 中性觀察,-5.52,N/A,瑞儀,6176.TW,2025,348.3,3.9965548256589143,-407.8,N/A,404.8,2.29
-0.27,-121.43,📉 獲利侵蝕,2026-03,-126.47,10.1499996185,⚪ 數據不足,-17.71,N/A,萬國通,9950.TWO,2025,-15.9,0.0,-407.82,N/A,286.39,-0.03
0.28,150.0,⚠️ 獲利稀釋,2026-03,-64.1,18.1000003815,❌ 暫避觀望,-15.76,10.88%,展宇,1776.TW,2025,10.65,25.492958283802814,-408.66999999999996,22.50%,558.67,0.35
0.95,-48.08,📉 獲利侵蝕,2026-03,-64.42,28.3999996185,❌ 暫避觀望,-6.01,1.41%,謚源,2235.TWO,2025,28.35,15.026454824603174,-408.66999999999996,16.15%,360.59,0.27
14.79,2.12,⚠️ 獲利稀釋,2026-03,-11.39,0.0,⚪ 數據不足,28.28,9.90%,振大環球,4441.TW,2025,0.0,0.0,-408.67,24.81%,410.79,4.81
28.13,71.27,⚠️ 獲利稀釋,2026-03,9.24,8385.0,❌ 暫避觀望,36.32,10.13%,創意,3443.TW,2025,1093.5,115.02057613168724,-409.07,19.04%,480.34,12.28
-1.77,110.77,🔄 轉虧為盈,2026-03,18.81,19.6000003815,⚪ 數據不足,50.27,7.19%,台船,2208.TW,2025,-84.29999999999998,0.0,-410.07000000000005,11.98%,520.84,0.07
1.63,11.36,⚠️ 獲利稀釋,2026-03,-20.6,72.0,❌ 暫避觀望,12.02,N/A,長科*,6548.TWO,2025,57.3,18.848167539267017,-410.11,N/A,421.47,0.51
3.75,60.87,⚠️ 獲利稀釋,2026-03,-40.13,46.0,⚪ 中性觀察,1.44,N/A,友鋮,7718.TWO,2025,124.05,5.562273276904475,-410.32,N/A,471.19,1.5
1.98,15.93,⚠️ 獲利稀釋,2026-03,-70.28,98.4000015259,⚪ 中性觀察,10.44,9.53%,聯德控股-KY,4912.TW,2025,116.7,12.647815106156811,-410.77,22.10%,426.7,1.35
0.9,-37.04,📉 獲利侵蝕,2026-03,-79.87,56.7999992371,❌ 暫避觀望,-11.81,12.04%,旭富,4119.TW,2025,31.5,27.047618684333333,-411.77000000000004,28.02%,374.73,0.17
0.19,0.0,📉 獲利侵蝕,2026-03,-42.42,41.25,❌ 暫避觀望,3.41,1.74%,中釉,1809.TW,2025,6.6,93.75000000000001,-413.58,21.38%,413.58,0.05
23.26,-14.45,📉 獲利侵蝕,2026-03,10.59,371.5,⚪ 中性觀察,-2.8,N/A,樺漢,6414.TW,2025,833.55,6.685261831923699,-414.90999999999997,N/A,400.46,5.15
1.53,-47.17,📉 獲利侵蝕,2026-03,6.99,23.5,⚪ 中性觀察,33.95,3.22%,三商電,2427.TW,2025,56.55,6.23342175066313,-415.94,16.95%,368.77,0.28
2.45,-9.21,📉 獲利侵蝕,2026-03,-14.34,33.9000015259,⚪ 中性觀察,-19.51,N/A,欣高,9931.TW,2025,90.9,5.594059657739274,-416.09999999999997,N/A,406.89,0.69
6.64,10.14,⚠️ 獲利稀釋,2026-03,28.09,283.5,❌ 暫避觀望,21.11,10.49%,光寶科,2301.TW,2025,241.95,17.575945443273405,-417.82,21.72%,427.96,1.66
4.94,200.0,⚠️ 獲利稀釋,2026-03,151.41,515.0,❌ 暫避觀望,84.7,N/A,邁科,6831.TW,2025,140.85000000000002,54.84558040468583,-417.94000000000005,N/A,617.94,0.66
1.8,-56.67,📉 獲利侵蝕,2026-03,-40.47,67.0,⚪ 中性觀察,-3.54,4.40%,泰碩,3338.TW,2025,69.00000000000001,14.565217391304346,-418.01,21.43%,361.34,0.27
-5.16,-109.23,📉 獲利侵蝕,2026-03,-94.72,24.5,⚪ 數據不足,-56.46,N/A,廣錠,6441.TWO,2025,-198.90000000000003,0.0,-420.65000000000003,N/A,311.42,-1.36
-5.26,105.59,🔄 轉虧為盈,2026-03,-124.23,66.6999969482,⚪ 數據不足,10.31,-11.28%,力士,4923.TWO,2025,-207.6,0.0,-421.78,25.62%,527.37,0.1
3.74,-34.44,📉 獲利侵蝕,2026-03,-32.79,214.5,❌ 暫避觀望,5.49,N/A,頎邦,6147.TWO,2025,126.15,25.505350772889418,-421.85,N/A,387.41,0.59
1.91,166.0,⚠️ 獲利稀釋,2026-03,-20.92,41.0999984741,❌ 暫避觀望,-23.41,N/A,中鼎,9933.TW,2025,22.200000000000003,27.770269239256752,-423.15,N/A,589.15,1.0
5.2,-96.12,📉 獲利侵蝕,2026-03,27.76,122.5,⚪ 中性觀察,25.46,0.40%,神準,3558.TWO,2025,210.6,8.725071225071225,-424.75,14.36%,328.63,0.1
1.42,-56.0,📉 獲利侵蝕,2026-03,-48.36,23.0,⚪ 中性觀察,7.97,N/A,鉅明,8928.TWO,2025,31.5,10.952380952380953,-426.49,N/A,370.49,0.66
6.46,33.09,⚠️ 獲利稀釋,2026-03,-40.72,104.0,⚪ 中性觀察,7.66,N/A,泰金-KY,6629.TWO,2025,237.0,6.582278481012658,-427.64,N/A,460.73,3.58
-0.82,25.0,⚠️ 獲利稀釋,2026-03,-1011.11,9.9399995804,⚪ 數據不足,-7.7,-7.81%,地球,1324.TW,2025,-31.050000000000004,0.0,-428.18,11.27%,453.18,-0.06
0.67,-88.89,📉 獲利侵蝕,2026-03,-56.49,43.0499992371,❌ 暫避觀望,-0.85,0.28%,同致,3552.TWO,2025,18.6,34.71774132024194,-428.34,19.47%,339.45,0.01
0.14,-29.41,📉 獲利侵蝕,2026-03,-77.05,23.6000003815,❌ 暫避觀望,-5.05,N/A,茂迪,6244.TWO,2025,10.799999999999999,32.77777830763889,-428.46000000000004,N/A,399.05,0.12
4.3,88.16,⚠️ 獲利稀釋,2026-03,36.94,58.9000015259,⚪ 中性觀察,32.43,7.94%,炎洲流通,3171.TWO,2025,160.5,5.5046730398037385,-429.73,25.09%,517.89,1.44
