正在分析 1447 檔標的，並同步產出 TXT, CSV 與 JSON 對照表...
     Stock  Best_Period  Win_Rate%  Total_Return%    MDD%  Sharpe  Trades Status Action
  5548.TWO          120      12.50         103.83  -12.12    5.29       8   ☁ 觀望 觀察/可賣出
  7712.TWO           10      23.68         103.58  -28.87    2.39      38   📈 持有 觀察/可賣出
  3623.TWO           10      35.42         103.16  -94.07    0.72     192   📈 持有 觀察/可賣出
   2231.TW           20      31.43         102.95  -58.25    1.25     140   ☁ 觀望 觀察/可賣出
   2013.TW          240      26.09         102.95  -37.54    1.51      46   ☁ 觀望 觀察/可賣出
  00713.TW          120      36.36         102.83   -7.22    4.45      22   📈 持有     持有
   2352.TW          240      27.03         102.25  -42.35    2.18      37   ☁ 觀望 觀察/可賣出
  3587.TWO          120      34.48         102.24  -35.64    2.03      58   ☁ 觀望     持有
   5880.TW          120      29.79         101.28  -14.47    2.47      47   ☁ 觀望 觀察/可賣出
   4569.TW           10      31.11         101.09  -46.28    1.61      45   ☁ 觀望     持有
   6552.TW          120      29.27         100.89  -60.35    2.27      41   ☁ 觀望 觀察/可賣出
  5426.TWO          240      25.81         100.85  -33.75    2.52      31   ☁ 觀望 觀察/可賣出
  6261.TWO          240      33.33         100.69   -8.99    3.50      24   📈 持有     持有
  00770.TW          120      42.11         100.60  -20.79    4.27      19   📈 持有     持有
   6120.TW          120      31.25          99.55  -79.96    1.83      48   📈 持有 觀察/可賣出
  4971.TWO          240      27.59          99.44  -57.08    2.21      29   📈 持有 觀察/可賣出
  6877.TWO          120      43.75          99.22  -45.90    2.83      16   📈 持有     持有
   2012.TW          120      39.53          99.22  -27.84    2.40      43   ☁ 觀望     持有
  7719.TWO           60      25.00          98.74  -16.24    4.71       8   ☁ 觀望 觀察/可賣出
  6212.TWO          120      36.71          98.50  -56.95    1.97      79   ☁ 觀望 觀察/可賣出
  5328.TWO           10      30.50          98.02  -58.14    0.82     200   📈 持有 觀察/可賣出
  00909.TW           60      64.71          98.00  -13.66    5.69      17   ☁ 觀望     持有
   2882.TW           60      25.00          97.56  -31.68    2.08      84   📈 持有 觀察/可賣出
  6435.TWO          240      30.77          97.41  -71.37    1.65      39   📈 持有 觀察/可賣出
   4956.TW          240      29.63          97.34  -36.36    3.65      27   📈 持有 觀察/可賣出
   2458.TW           60      26.09          97.10  -51.79    1.82      69   📈 持有 觀察/可賣出
   1443.TW          120      22.73          96.90  -59.76    1.54      66   ☁ 觀望 觀察/可賣出
   4977.TW          120      31.91          96.72  -40.35    1.65      47   📈 持有     持有
   9105.TW          240      18.18          96.66  -34.04    1.69      44   ☁ 觀望 觀察/可賣出
   1528.TW           10      28.02          95.73  -88.02    0.90     207   📈 持有 觀察/可賣出
   3702.TW          120      22.22          95.70  -29.66    2.09      45   📈 持有 觀察/可賣出
   0056.TW          240      28.57          95.18   -6.05    6.51      14   📈 持有 觀察/可賣出
   6672.TW          120      33.33          94.98  -33.63    3.41      24   ☁ 觀望     持有
   7795.TW           20      30.00          94.90  -10.21    6.78      10   📈 持有 觀察/可賣出
   2393.TW          240      17.50          94.85  -61.19    1.95      40   ☁ 觀望 觀察/可賣出
   3038.TW           60      32.53          94.72  -38.90    1.38      83   📈 持有     持有
   6799.TW           60      38.24          94.63  -36.70    2.23      34   ☁ 觀望     持有
  8489.TWO          240      56.25          94.58  -25.86    4.96      16   ☁ 觀望     持有
   2466.TW          120      27.27          94.53  -28.17    1.75      55   ☁ 觀望 觀察/可賣出
  00881.TW           20      38.30          94.51  -24.19    3.58      47   📈 持有     持有
  6616.TWO           60      32.76          93.49  -77.69    1.42      58   📈 持有 觀察/可賣出
  4305.TWO          240      34.29          93.29  -26.10    2.86      35   ☁ 觀望     持有
   2851.TW          120      38.00          93.24  -17.61    3.15      50   📈 持有     持有
   3004.TW          240      39.58          92.47  -63.22    1.96      48   📈 持有 觀察/可賣出
  6624.TWO          120      48.57          92.16  -30.06    2.73      35   📈 持有     持有
  2941.TWO          120      16.67          91.96  -17.54    4.86       6   ☁ 觀望 觀察/可賣出
   2353.TW          240      35.00          91.58   -9.81    5.56      20   ☁ 觀望     持有
  6983.TWO           10      31.58          90.72  -37.06    2.44      57   📈 持有     持有
  3490.TWO           60      27.72          90.48 -126.64    0.71     101   📈 持有 觀察/可賣出
  00662.TW          240      47.06          90.31  -14.04    5.78      17   📈 持有     持有
  00915.TW          120      16.67          90.06   -4.92    6.66       6   📈 持有 觀察/可賣出
   1413.TW          120      34.78          90.04  -39.20    1.83      46   ☁ 觀望     持有
  3390.TWO           20      32.06          89.91  -41.39    1.37     131   ☁ 觀望     持有
   2069.TW          120      21.54          89.75  -55.40    1.16      65   📈 持有 觀察/可賣出
   2892.TW          240      37.50          89.73   -5.29    5.83      16   📈 持有     持有
   2887.TW          120      23.08          89.46  -26.76    3.37      39   📈 持有 觀察/可賣出
  5455.TWO          240      38.46          89.22  -88.54    1.71      39   ☁ 觀望 觀察/可賣出
   4764.TW          120      24.19          88.96  -98.67    0.96      62   📈 持有 觀察/可賣出
   8442.TW          120      35.14          88.41  -24.88    2.67      37   ☁ 觀望     持有
  00904.TW           20      42.42          88.14  -22.28    5.32      33   📈 持有     持有
  00893.TW           60      53.85          87.99  -10.58    4.06      26   📈 持有     持有
   1708.TW          120      26.32          87.99  -33.71    1.98      57   📈 持有 觀察/可賣出
  4741.TWO           20      33.33          87.37  -35.26    0.94     156   📈 持有     持有
  5425.TWO          240      30.56          87.17  -34.33    2.47      36   📈 持有     持有
   6796.TW          240      38.10          87.11  -28.62    2.46      21   ☁ 觀望     持有
   2515.TW           10      27.23          87.06  -34.99    1.16     213   ☁ 觀望 觀察/可賣出
   6994.TW            5      37.50          87.03  -68.40    1.86      56   ☁ 觀望 觀察/可賣出
   6782.TW           20      31.03          87.03  -30.13    1.98      58   📈 持有     持有
  3083.TWO           10      28.36          86.83 -133.63    0.67     201   ☁ 觀望 觀察/可賣出
   3454.TW          120      24.07          86.01  -48.74    1.19      54   📈 持有 觀察/可賣出
   1203.TW          240      29.03          85.99  -11.64    4.11      31   📈 持有 觀察/可賣出
   2427.TW          240      25.00          85.79  -92.12    1.48      48   ☁ 觀望 觀察/可賣出
  3206.TWO           20      33.33          85.56  -50.23    1.44     141   📈 持有 觀察/可賣出
  6603.TWO          120      26.32          84.85  -57.58    2.04      57   📈 持有 觀察/可賣出
   4938.TW          120      38.30          83.43  -38.66    2.59      47   📈 持有     持有
  1599.TWO          120      22.95          82.72  -48.11    1.40      61   ☁ 觀望 觀察/可賣出
   6112.TW          240      21.88          82.29  -40.46    2.51      32   ☁ 觀望 觀察/可賣出
  6180.TWO           10      32.21          82.20  -58.32    0.64     208   ☁ 觀望 觀察/可賣出
  3306.TWO          120      42.59          82.08  -38.28    1.58      54   ☁ 觀望     持有
   6931.TW           20      36.96          81.99  -25.63    2.83      46   📈 持有     持有
  3516.TWO          240      39.02          81.97  -12.89    3.07      41   ☁ 觀望     持有
   5243.TW           20      34.01          81.82  -54.27    0.99     147   ☁ 觀望 觀察/可賣出
   9945.TW          240      20.51          81.76  -63.74    1.09      39   ☁ 觀望 觀察/可賣出
  8289.TWO          240      17.31          81.51  -42.99    1.10      52   📈 持有 觀察/可賣出
  3663.TWO          120      36.84          81.50  -58.79    1.54      57   📈 持有 觀察/可賣出
  6913.TWO            5      35.80          81.29  -34.67    2.28      81   📈 持有     持有
  3268.TWO          240      30.77          81.18  -29.73    1.77      26   ☁ 觀望     持有
  4530.TWO          240      28.21          81.06  -76.57    1.83      39   ☁ 觀望 觀察/可賣出
  8240.TWO           20      35.82          80.91  -48.15    1.44     134   📈 持有     持有
   2606.TW          120      28.79          80.88  -54.54    1.19      66   📈 持有 觀察/可賣出
   2820.TW          240      57.14          80.46   -5.64    6.46      14   📈 持有     持有
   1409.TW          240      28.57          80.27  -48.07    1.88      42   📈 持有 觀察/可賣出
   8926.TW           60      22.73          80.20  -31.07    1.81      88   📈 持有 觀察/可賣出
  6465.TWO           20      34.68          80.03  -79.58    0.57     173   📈 持有 觀察/可賣出
  6244.TWO           20      21.94          79.45 -129.80    0.36     155   📈 持有 觀察/可賣出
   1101.TW          240      26.92          79.36  -17.70    2.31      26   ☁ 觀望 觀察/可賣出
   6108.TW          120      29.17          77.90  -47.12    1.31      48   📈 持有 觀察/可賣出
   1721.TW           20      21.79          77.65 -111.68    0.47     156   📈 持有 觀察/可賣出
   1256.TW          120      26.09          77.44  -43.43    1.50      46   ☁ 觀望 觀察/可賣出
  1796.TWO          240      37.50          77.13  -31.67    2.89      16   ☁ 觀望     持有
  4924.TWO           60      30.99          76.91  -56.39    1.11      71   ☁ 觀望 觀察/可賣出
  3609.TWO          120      37.25          75.99  -66.31    1.70      51   ☁ 觀望 觀察/可賣出
  6637.TWO           60      27.08          75.97  -45.72    1.87      48   ☁ 觀望 觀察/可賣出
     ^TWII           10      36.87          75.60  -27.21    2.09     179   📈 持有     持有
  5347.TWO          120      28.00          75.38  -56.21    1.37      75   📈 持有 觀察/可賣出
  6509.TWO          120      19.44          74.96 -139.49    0.55      72   📈 持有 觀察/可賣出
  7792.TWO           20      25.00          74.42  -22.39    3.58      16   📈 持有 觀察/可賣出
  3339.TWO          240      42.11          74.25  -34.80    2.75      19   ☁ 觀望     持有
   2438.TW           10      25.75          73.90 -120.36    0.32     233   📈 持有 觀察/可賣出
 00640L.TW          240      32.14          73.54  -27.14    3.50      28   📈 持有     持有
   6133.TW          120      25.35          73.45  -73.33    1.06      71   📈 持有 觀察/可賣出
  6486.TWO          120      34.29          73.29  -20.04    2.98      35   📈 持有     持有
   6658.TW           20      28.57          72.92  -40.27    3.15      21   📈 持有 觀察/可賣出
   2331.TW          240      33.33          71.76  -42.79    1.71      39   📈 持有     持有
   2845.TW          120      29.09          71.59  -10.53    2.30      55   📈 持有 觀察/可賣出
   2542.TW           20      32.09          71.48  -30.77    1.50     134   ☁ 觀望     持有
  00891.TW           20      47.92          71.44  -17.18    4.11      48   📈 持有     持有
   6128.TW          240      25.00          71.23  -40.60    2.89      24   ☁ 觀望 觀察/可賣出
  2237.TWO          240      35.14          71.19  -26.69    1.73      37   📈 持有     持有
  6532.TWO          120      37.50          70.98  -43.56    1.83      56   📈 持有     持有
   2392.TW           60      35.44          70.84  -38.67    1.45      79   ☁ 觀望     持有
   2645.TW          120      35.00          70.70  -40.06    3.56      20   ☁ 觀望     持有
   2324.TW           20      35.77          70.61  -31.19    1.76     137   📈 持有     持有
   6756.TW           60      23.81          70.50  -82.90    1.13      42   ☁ 觀望 觀察/可賣出
   4958.TW           10      32.35          70.29  -81.24    0.87     204   📈 持有 觀察/可賣出
   4137.TW           60      25.76          69.93 -100.92    0.87      66   📈 持有 觀察/可賣出
   3033.TW          120      17.74          69.64  -29.06    1.59      62   📈 持有 觀察/可賣出
   2420.TW           20      37.93          69.45  -25.98    1.72     145   📈 持有     持有
   2905.TW           60      27.12          69.27  -21.63    2.60      59   ☁ 觀望 觀察/可賣出
   2401.TW          240      39.02          68.41  -40.40    1.46      41   ☁ 觀望     持有
   2485.TW          120      26.87          67.99 -106.57    0.79      67   📈 持有 觀察/可賣出
   6789.TW           10      26.44          67.96  -26.00    1.60      87   📈 持有 觀察/可賣出
   2380.TW           60      23.53          67.54 -104.38    0.89      68   📈 持有 觀察/可賣出
  3466.TWO          240      34.62          67.49  -47.86    1.82      26   ☁ 觀望     持有
  3290.TWO          120      31.37          67.37  -23.25    2.70      51   📈 持有     持有
   2204.TW          240      22.22          66.71  -48.75    2.49      27   ☁ 觀望 觀察/可賣出
  3489.TWO          240      15.22          66.69  -58.27    0.94      46   ☁ 觀望 觀察/可賣出
   2314.TW          120      20.59          66.56  -99.27    1.13      34   ☁ 觀望 觀察/可賣出
   6831.TW            5      42.86          66.52   -7.83    7.20       7   📈 持有     持有
 00708L.TW           60      51.22          65.26  -21.82    3.45      41   📈 持有     持有
   6579.TW          240       6.90          65.11  -58.79    1.08      29   ☁ 觀望 觀察/可賣出
  00646.TW          240      36.00          64.12  -14.76    4.75      25   📈 持有     持有
  2948.TWO           10      34.04          64.12  -61.79    1.69      94   📈 持有 觀察/可賣出
   6142.TW           20      32.03          64.02  -75.07    0.90     128   📈 持有 觀察/可賣出
  3073.TWO          120      37.50          63.93  -93.52    1.00      56   ☁ 觀望 觀察/可賣出
   4927.TW          120      30.77          63.87  -94.83    1.22      39   📈 持有 觀察/可賣出
   1466.TW          240      28.57          63.76  -34.01    2.09      28   📈 持有 觀察/可賣出
   3031.TW          120      32.65          63.55  -47.42    1.28      49   📈 持有     持有
  3360.TWO           20      28.28          63.05  -71.62    0.70     145   📈 持有 觀察/可賣出
   6214.TW          120      34.78          62.84  -43.11    2.19      46   ☁ 觀望     持有
   6243.TW          120      35.00          62.82  -67.25    1.20      40   ☁ 觀望 觀察/可賣出
   1308.TW          240      17.50          62.44  -41.84    1.16      40   📈 持有 觀察/可賣出
   1582.TW          120      35.85          62.43  -29.60    1.40      53   📈 持有     持有
   6155.TW           20      26.54          62.17  -78.81    0.47     162   📈 持有 觀察/可賣出
  6245.TWO           20      35.25          61.74  -82.96    0.72     139   ☁ 觀望 觀察/可賣出
   6451.TW            5      30.07          61.71  -81.91    0.44     276   📈 持有 觀察/可賣出
   6141.TW           60      34.25          61.68  -62.94    0.90      73   📈 持有 觀察/可賣出
  3297.TWO          240      28.57          61.55  -87.52    0.75      70   📈 持有 觀察/可賣出
   1805.TW          240      38.10          61.29  -44.08    2.33      21   ☁ 觀望     持有
   4916.TW          120      23.29          61.25 -123.83    0.66      73   ☁ 觀望 觀察/可賣出
  5013.TWO          120      26.09          61.22  -52.17    0.99      69   ☁ 觀望 觀察/可賣出
   2397.TW          240      36.59          61.04  -55.37    1.78      41   ☁ 觀望 觀察/可賣出
  3354.TWO          240      33.33          60.92  -49.86    1.86      33   📈 持有     持有
  4726.TWO           20      30.56          60.87  -95.92    0.41     144   ☁ 觀望 觀察/可賣出
   2886.TW          240      36.36          60.84  -25.37    3.44      33   📈 持有     持有
   1307.TW          240      31.58          60.64  -43.09    1.77      38   ☁ 觀望     持有
   6405.TW           10      31.19          60.48  -70.79    0.59     202   ☁ 觀望 觀察/可賣出
   5876.TW          240      34.29          59.97  -29.25    2.08      35   ☁ 觀望     持有
  4147.TWO           10      28.87          59.83 -104.17    0.45     194   ☁ 觀望 觀察/可賣出
  8032.TWO          240      21.95          59.69  -28.96    1.73      41   ☁ 觀望 觀察/可賣出
  8432.TWO          120      34.09          59.56  -22.11    1.96      44   📈 持有     持有
  4905.TWO          240      20.59          59.14  -29.51    1.81      34   📈 持有 觀察/可賣出
  00923.TW           10      44.74          58.69  -17.95    5.06      38   📈 持有     持有
  6565.TWO          240      20.83          58.36  -29.59    1.58      24   ☁ 觀望 觀察/可賣出
   2323.TW          240      18.52          58.05  -38.50    1.90      27   📈 持有 觀察/可賣出
  2061.TWO           60      30.77          57.83  -76.31    0.78      78   ☁ 觀望 觀察/可賣出
  5205.TWO           10      25.45          57.57 -300.38    0.27     224   ☁ 觀望 觀察/可賣出
  3492.TWO           10      32.31          57.38  -87.29    0.51     229   📈 持有 觀察/可賣出
  00918.TW          120      33.33          56.61   -3.86    6.57       6   📈 持有     持有
   1568.TW          120      22.45          56.51  -43.51    1.21      49   ☁ 觀望 觀察/可賣出
   6152.TW           10      25.84          55.90 -105.11    0.47     209   ☁ 觀望 觀察/可賣出
  6508.TWO          240      25.00          55.84  -14.21    3.53      28   📈 持有 觀察/可賣出
   6456.TW           10      31.98          55.07  -70.91    0.64     172   📈 持有 觀察/可賣出
    TXF.TW           20      35.20          54.16  -32.65    1.44     125   📈 持有     持有
  3664.TWO          240      36.36          54.01 -100.36    0.78      44   ☁ 觀望 觀察/可賣出
  00878.TW          120      25.00          53.94   -8.78    5.27      16   📈 持有 觀察/可賣出
   6776.TW           20      28.99          53.77  -37.04    1.51      69   📈 持有 觀察/可賣出
   2412.TW          120      24.39          53.30  -14.11    3.94      41   📈 持有 觀察/可賣出
 009803.TW           10      55.56          53.27   -2.92   12.69       9   📈 持有     持有
  5223.TWO           60      29.41          53.08  -89.05    0.97      51   ☁ 觀望 觀察/可賣出
   6863.TW          120      41.67          52.86   -8.10    4.32      12   ☁ 觀望     持有
  4577.TWO          120      17.39          52.78  -55.18    1.57      23   📈 持有 觀察/可賣出
   6854.TW           10      28.81          52.60  -43.62    0.98      59   📈 持有 觀察/可賣出
   6768.TW          240      31.25          52.18  -17.42    3.30      16   ☁ 觀望     持有
  9962.TWO          240      16.00          52.00  -22.86    2.54      25   ☁ 觀望 觀察/可賣出
  8416.TWO          240      28.30          51.69  -37.95    1.49      53   📈 持有 觀察/可賣出
  4442.TWO           60      36.36          51.68  -18.14    2.90      22   📈 持有     持有
   2312.TW           10      29.44          51.28  -40.68    0.66     214   📈 持有 觀察/可賣出
  4911.TWO           20      26.28          51.15  -49.76    0.53     137   ☁ 觀望 觀察/可賣出
  00900.TW          120      20.00          50.05   -5.45    5.23      10   📈 持有 觀察/可賣出
 00980A.TW           20      83.33          50.02   -1.75   10.84       6   📈 持有     持有
   6525.TW           20      30.70          49.87  -68.53    1.03     114   📈 持有 觀察/可賣出
   2464.TW           10      35.48          49.74  -54.27    0.66     186   📈 持有 觀察/可賣出
  6855.TWO           60      35.48          49.68  -34.06    1.80      31   📈 持有     持有
  00922.TW           20      48.15          49.17  -16.71    5.06      27   📈 持有     持有
   4588.TW           60      33.33          48.94  -36.26    1.85      24   ☁ 觀望     持有
   6168.TW           20      29.79          48.70  -53.19    0.67     141   📈 持有 觀察/可賣出
  3441.TWO          120      26.25          48.55 -105.61    0.44      80   ☁ 觀望 觀察/可賣出
   4164.TW           20      26.77          48.50  -48.89    0.73     127   ☁ 觀望 觀察/可賣出
   2434.TW          120      30.56          48.38  -49.70    1.05      36   📈 持有     持有
  8277.TWO           60      32.89          48.24  -82.89    0.49      76   ☁ 觀望 觀察/可賣出
   1722.TW          240      25.81          48.02  -13.06    2.13      31   ☁ 觀望 觀察/可賣出
  3691.TWO          120      39.58          48.01  -64.92    0.87      48   📈 持有 觀察/可賣出
   6830.TW           60      30.00          47.95  -26.77    1.92      30   📈 持有 觀察/可賣出
 00753L.TW          240      40.00          47.69  -34.97    2.99      15   ☁ 觀望     持有
  7734.TWO           10      25.93          47.67  -35.86    2.16      27   📈 持有 觀察/可賣出
   7711.TW           20      58.33          47.40  -10.26    8.38      12   📈 持有     持有
   1312.TW          120      27.50          47.25  -48.02    1.62      40   📈 持有 觀察/可賣出
  3088.TWO          240      37.70          47.09  -50.85    1.22      61   ☁ 觀望 觀察/可賣出
   2903.TW           20      27.14          46.57  -24.59    1.08     140   📈 持有 觀察/可賣出
   6754.TW          240      38.89          46.51  -17.74    2.99      18   ☁ 觀望     持有
   9937.TW          120      33.33          45.76  -19.85    1.71      66   ☁ 觀望     持有
  00712.TW           20      41.38          45.43  -17.70    2.20      87   ☁ 觀望     持有
   2207.TW           20      23.60          45.19  -97.56    0.39     161   ☁ 觀望 觀察/可賣出
  8047.TWO          120      21.18          44.95 -164.85    0.38      85   📈 持有 觀察/可賣出
  6811.TWO           60      25.64          44.47  -35.71    1.29      39   ☁ 觀望 觀察/可賣出
  8349.TWO           20      32.19          44.15  -71.60    0.70     146   ☁ 觀望 觀察/可賣出
   4952.TW          240      28.12          44.07  -40.30    1.19      32   ☁ 觀望 觀察/可賣出
   2897.TW          120      23.64          43.96  -26.24    2.02      55   📈 持有 觀察/可賣出
   2495.TW           60      31.03          43.85  -44.53    1.05      87   📈 持有     持有
  6894.TWO           60      47.62          43.74  -19.25    3.65      21   📈 持有     持有
   2426.TW          240      30.00          43.21  -37.93    1.61      30   📈 持有 觀察/可賣出
  3684.TWO           20      31.10          43.20  -47.63    0.66     164   📈 持有     持有
   6282.TW          240      27.27          43.04  -27.83    1.89      33   📈 持有 觀察/可賣出
  1295.TWO           60      36.36          42.95  -18.29    4.61      11   ☁ 觀望     持有
   2616.TW          240      23.81          42.92  -28.18    1.44      42   ☁ 觀望 觀察/可賣出
  6741.TWO           10      29.41          42.47  -62.36    0.67      85   📈 持有 觀察/可賣出
  6279.TWO          240      40.48          42.27  -28.76    1.64      42   ☁ 觀望     持有
  5355.TWO           20      25.78          42.20  -49.79    0.67     128   📈 持有 觀察/可賣出
   6206.TW          240      35.00          42.04  -29.04    1.13      40   ☁ 觀望     持有
   2484.TW           20      34.56          41.89  -39.45    0.83     136   📈 持有     持有
   3652.TW           60      33.33          41.67  -38.84    0.79      90   ☁ 觀望     持有
   1341.TW          240      50.00          41.54   -5.49    4.34      18   ☁ 觀望     持有
   6715.TW           20      25.30          41.34  -57.07    0.73      83   📈 持有 觀察/可賣出
   2103.TW          120      30.36          41.24  -47.44    1.04      56   📈 持有     持有
   1439.TW           20      30.34          41.23 -109.43    0.45     145   ☁ 觀望 觀察/可賣出
   6944.TW           10      26.67          41.15  -14.09    4.37      15   📈 持有 觀察/可賣出
  00924.TW          240      83.33          40.98  -14.23    7.53       6   📈 持有     持有
  3521.TWO           60      36.59          40.82  -75.24    0.63      82   ☁ 觀望 觀察/可賣出
   1301.TW          120      36.17          40.76  -30.80    1.67      47   📈 持有     持有
   1537.TW          240      23.91          40.42  -13.82    2.03      46   ☁ 觀望 觀察/可賣出
  3499.TWO           20      25.68          40.41 -114.24    0.36     148   📈 持有 觀察/可賣出
  00919.TW           20      38.24          40.30  -11.93    4.36      34   📈 持有     持有
  5301.TWO           20      29.17          40.03 -128.12    0.29     144   ☁ 觀望 觀察/可賣出
   1459.TW          120      37.29          39.92  -21.15    1.88      59   📈 持有     持有
   3447.TW           20      35.19          39.73  -65.35    0.81      54   📈 持有 觀察/可賣出
   1512.TW          120      29.41          39.73  -91.75    0.51      51   ☁ 觀望 觀察/可賣出
   3049.TW           20      27.21          39.02  -45.57    0.57     136   📈 持有 觀察/可賣出
  7738.TWO           20      21.43          39.01  -27.67    2.53      14   📈 持有 觀察/可賣出
  4154.TWO           60      35.23          38.40  -42.09    0.57      88   ☁ 觀望     持有
 00650L.TW          240      25.00          38.35  -65.51    1.60      24   📈 持有 觀察/可賣出
  00927.TW           10      41.03          38.33  -20.48    3.01      39   📈 持有     持有
   6414.TW          240      35.71          38.11  -55.32    1.08      42   ☁ 觀望 觀察/可賣出
   1310.TW          240      20.00          37.88  -34.74    1.72      25   📈 持有 觀察/可賣出
  6708.TWO           20      31.88          37.71  -55.57    0.73      69   ☁ 觀望 觀察/可賣出
  7556.TWO            5      35.00          37.59  -33.68    0.62     180   📈 持有     持有
   8101.TW          240      44.44          37.57  -20.84    3.87       9   ☁ 觀望     持有
   8213.TW           10      35.98          37.57  -32.67    0.74     189   ☁ 觀望     持有
  1593.TWO          240      42.86          37.46  -22.51    1.69      21   ☁ 觀望     持有
   1809.TW          120      34.43          37.33  -79.71    1.05      61   📈 持有 觀察/可賣出
   6937.TW           10      40.98          37.31  -27.69    1.44      61   📈 持有     持有
 00985A.TW           20      50.00          36.71   -2.85   10.63       6   📈 持有     持有
   2049.TW          240      26.09          36.39  -78.26    0.72      46   ☁ 觀望 觀察/可賣出
   7750.TW           10      40.00          36.12   -5.19    4.90      10   📈 持有     持有
   3437.TW          120      24.00          36.05  -55.65    0.81      50   📈 持有 觀察/可賣出
   2342.TW           20      30.07          35.99  -95.25    0.42     153   📈 持有 觀察/可賣出
  3289.TWO           20      34.78          35.93 -116.02    0.41     138   📈 持有 觀察/可賣出
  3597.TWO          120      26.83          35.66  -62.24    0.93      41   ☁ 觀望 觀察/可賣出
   9917.TW          240      19.15          35.36  -25.49    2.12      47   ☁ 觀望 觀察/可賣出
  6174.TWO           60      36.73          35.24  -56.46    0.64      98   📈 持有 觀察/可賣出
   8039.TW          240      34.21          35.16  -31.02    1.62      38   📈 持有     持有
 00693U.TW          240      35.00          35.14  -11.79    2.83      20   📈 持有     持有
   2915.TW           60      29.87          34.82  -36.95    0.89      77   ☁ 觀望 觀察/可賣出
   9921.TW           20      27.33          34.73  -93.55    0.33     150   ☁ 觀望 觀察/可賣出
   2115.TW          120      26.42          34.55  -22.15    1.42      53   ☁ 觀望 觀察/可賣出
   3022.TW           10      30.23          34.07  -59.79    0.41     215   📈 持有 觀察/可賣出
   3501.TW          240      54.55          34.02  -12.32    3.99      22   ☁ 觀望     持有
   4576.TW           60      25.00          33.33  -67.76    0.75      48   📈 持有 觀察/可賣出
  5230.TWO            5      33.10          33.03  -49.36    0.41     281   📈 持有     持有
   6202.TW          240      28.89          32.86  -33.26    0.99      45   📈 持有 觀察/可賣出
  00941.TW           20      38.89          32.77  -21.36    3.89      18   📈 持有     持有
   2002.TW          240      21.21          32.68  -22.28    1.26      33   ☁ 觀望 觀察/可賣出
   6592.TW          120      28.00          32.56  -14.51    2.44      25   ☁ 觀望 觀察/可賣出
   1102.TW          240      40.38          32.26  -21.59    1.58      52   ☁ 觀望     持有
   3003.TW           10      31.98          31.36  -64.08    0.38     197   📈 持有 觀察/可賣出
   3002.TW          120      34.92          30.95  -38.53    0.76      63   📈 持有     持有
   2302.TW           20      30.32          30.82  -85.09    0.34     155   📈 持有 觀察/可賣出
  6499.TWO          120      22.00          30.74 -102.05    0.44      50   📈 持有 觀察/可賣出
  6140.TWO          120      28.38          30.64 -107.17    0.54      74   ☁ 觀望 觀察/可賣出
 00633L.TW           20      32.79          30.62  -70.64    0.43     122   ☁ 觀望 觀察/可賣出
   2347.TW          120      25.71          30.45  -46.89    0.82      70   📈 持有 觀察/可賣出
   2409.TW          240      25.00          30.14  -61.51    0.49      48   📈 持有 觀察/可賣出
   9136.TW           60      35.71          29.77  -55.86    0.75      70   📈 持有 觀察/可賣出
 00955.TWO            5      42.42          29.67   -8.10    3.61      33   📈 持有     持有
  3558.TWO          120      29.79          29.63  -73.15    0.68      47   ☁ 觀望 觀察/可賣出
   2836.TW          240      16.67          29.57  -22.37    0.97      54   📈 持有 觀察/可賣出
  6982.TWO           60      31.25          29.35  -53.26    1.36      16   ☁ 觀望 觀察/可賣出
   1723.TW          240      33.33          29.13  -20.27    3.02      21   ☁ 觀望     持有
  3191.TWO            5      30.60          29.10  -96.65    0.17     317   ☁ 觀望 觀察/可賣出
   9908.TW          120      17.39          28.99   -9.26    1.44      46   ☁ 觀望 觀察/可賣出
   4590.TW            5      25.81          28.97  -33.98    1.47      31   📈 持有 觀察/可賣出
   7730.TW           20      31.43          28.87  -23.94    1.61      35   📈 持有     持有
   9907.TW          240      17.31          28.71  -50.07    1.00      52   📈 持有 觀察/可賣出
  6823.TWO           20      30.00          28.68  -26.45    0.95      50   📈 持有 觀察/可賣出
   7780.TW          120      60.00          28.62   -5.92    7.94       5   📈 持有     持有
   6988.TW           10      39.13          28.54  -26.92    2.25      23   📈 持有     持有
  00965.TW           10      42.11          28.51   -5.23    5.19      19   📈 持有     持有
   1220.TW          240      22.22          28.33  -28.55    0.94      45   ☁ 觀望 觀察/可賣出
   2355.TW           10      33.01          28.21  -68.50    0.42     206   📈 持有 觀察/可賣出
  00875.TW          240      40.00          28.10   -7.05    4.59      10   📈 持有     持有
  00952.TW           20      37.50          27.97   -8.82    3.29      16   📈 持有     持有
   6477.TW           10      30.84          27.94 -129.30    0.23     214   📈 持有 觀察/可賣出
   5203.TW           10      30.96          27.93  -66.94    0.45     197   📈 持有 觀察/可賣出
  4541.TWO          120      42.11          27.83  -23.40    0.86      57   ☁ 觀望     持有
   4770.TW          120      40.54          27.81  -42.15    1.43      37   ☁ 觀望     持有
   7769.TW           10      75.00          27.65    0.00    0.00       4   📈 持有     持有
   1216.TW          240      31.71          27.27  -22.85    1.38      41   ☁ 觀望     持有
   1762.TW          240      14.63          27.21  -75.21    0.41      41   ☁ 觀望 觀察/可賣出
