股票代碼         名稱              收盤價       最佳均線        實戰勝率%          區間報酬%     交易次數       外資5日買超 目前狀態                
2351.TW      順德             97.5          6        76.19          38.43        2         1626 📈 持有 → 繼續持有         
2352.TW      佳世達            24.6          3        60.87          11.77        7        -2808 📈 持有 → 繼續持有         
2353.TW      宏��            28.9         11        47.62          -1.36        3        -8990 📈 持有 → 繼續持有         
2354.TW      鴻準             55.0          5         37.5           -1.6        5          193 📈 持有 → 繼續持有         
2355.TW      敬鵬            48.15         19         68.0          26.23        1         5299 📈 持有 → 繼續持有         
2356.TW      英業達           44.35          6         61.9           9.87        2         3851 📈 持有 → 繼續持有         
2357.TW      華碩            594.0         19        56.25            9.0        1        -2645 📈 持有 → 繼續持有         
2359.TW      所羅門           119.5          5        44.44          -1.36        5          -46 📈 持有 → 繼續持有         
2360.TW      致茂           1565.0          6        62.07          39.17        5         -522 📈 持有 → 繼續持有         
2363.TW      矽統             52.8          6        54.17          19.56        3         -233 📈 持有 → 繼續持有         
2365.TW      昆盈            35.65          5        57.14           7.45        3         1043 📈 持有 → 繼續持有         
2367.TW      燿華             76.0          5        60.61         123.63        3        11129 📈 持有 → 繼續持有         
2368.TW      金像電           917.0          6        62.07          38.71        2          263 📈 持有 → 繼續持有         
2369.TW      菱生            31.55          6         70.0          29.23        2        -5142 📈 持有 → 繼續持有         
2371.TW      大同             31.2          5        56.25          19.79        5        -4152 📉 建議賣出              
2374.TW      佳能             73.0         10        64.71           6.59        2         -564 📈 持有 → 繼續持有         
2375.TW      凱美             84.3          6        58.82          22.23        2        -1367 📈 持有 → 繼續持有         
2376.TW      技嘉            249.5          4         55.0           11.6        3         2212 📈 持有 → 繼續持有         
2377.TW      微星             97.5          8        52.63           2.37        3        -1241 📈 持有 → 繼續持有         
2379.TW      瑞昱            482.0         20         25.0          -5.37        2          560 📈 持有 → 繼續持有         
2380.TW      虹光             6.07          3        55.56          26.49        7            0 📈 持有 → 繼續持有         
2382.TW      廣達            293.0          7        47.62          -2.47        5         -858 📈 持有 → 繼續持有         
2383.TW      台光電          2700.0         20         60.0          50.84        0        -1452 📈 持有 → 繼續持有         
2385.TW      群光            123.0          8        66.67           6.51        3        -3375 📉 建議賣出              
2387.TW      精元             44.9          8        48.28          14.87        3         -685 📈 持有 → 繼續持有         
2388.TW      威盛             51.7         10         50.0            5.0        1          651 📈 持有 → 繼續持有         
2390.TW      云辰            10.85          8        42.86          13.81        4           64 📈 持有 → 繼續持有         
2392.TW      正崴             37.1          6         40.0          -2.27        4         -454 📈 持有 → 繼續持有         
2393.TW      億光             66.6         13         50.0          12.79        3         3849 📈 持有 → 繼續持有         
2395.TW      研華            349.0         14        57.69          19.72        1          366 📈 持有 → 繼續持有         
2397.TW      友通             55.8          5        35.71          -4.75        5           52 📈 持有 → 繼續持有         
2399.TW      映泰             30.8          8         60.0          20.06        4         4607 📈 持有 → 繼續持有         
2401.TW      凌陽            21.15          8        42.86           7.31        3        -1144 📈 持有 → 繼續持有         
2404.TW      漢唐            938.0          7        41.67            5.0        4        -3426 📉 建議賣出              
2405.TW      輔信             15.2         18          0.0            0.0        0          -78 📉 建議賣出              
2406.TW      國碩             36.9          3         56.0          31.88        7         2469 📈 持有 → 繼續持有         
2408.TW      南亞科           276.0          6        54.55          25.52        4       -21606 📈 持有 → 繼續持有         
2409.TW      友達             16.2          3         45.0           3.31        9       -49501 📈 持有 → 繼續持有         
2412.TW      中華電           137.5         18        56.25           1.09        2         8546 📈 持有 → 繼續持有         
2413.TW      環科             58.8          3         55.0          37.28        7         -420 📈 持有 → 繼續持有         
2414.TW      精技             44.3          7         60.0           4.94        4            7 📈 持有 → 繼續持有         
2419.TW      仲琦             31.2          3        45.83           7.21        9         -159 📈 持有 → 繼續持有         
2420.TW      新巨             52.7          7        56.52           2.09        5          289 📈 持有 → 繼續持有         
2421.TW      建準            151.5         16        57.14          -2.67        2        -4405 📈 持有 → 繼續持有         
2423.TW      固緯             49.1          6        53.33           1.62        4          -40 📈 持有 → 繼續持有         
2424.TW      隴華             29.0         13         50.0           5.48        1          -13 📉 建議賣出              
2425.TW      承啟            30.95         14         60.0           9.56        0          186 📈 持有 → 繼續持有         
2426.TW      鼎元            38.35          5        70.83          95.12        3         7210 📈 持有 → 繼續持有         
2427.TW      三商電           24.15          6         50.0          -0.94        4         -154 📉 建議賣出              
2428.TW      興勤            165.0          4        61.11           9.52        4         -264 📈 持有 → 繼續持有         
2429.TW      銘旺科            51.2         15          0.0            0.0        0         -105 📉 建議賣出              
2431.TW      聯昌             12.8          4        57.69          17.52        5          328 📉 建議賣出              
2432.TW      倚天酷��-創       28.45         17        71.43          10.06        1           -2 📈 持有 → 繼續持有         
2434.TW      統懋            29.45         16        45.45          -1.33        3           -6 📉 建議賣出              
2436.TW      偉詮電            69.3          7        74.07          50.03        3         3182 📈 持有 → 繼續持有         
2438.TW      翔耀             22.7          3        35.29           1.27        9           28 📈 持有 → 繼續持有         
2439.TW      美律             85.5          4        43.75           7.09        4         -814 📈 持有 → 繼續持有         
2440.TW      太空梭            15.2          3         55.0           8.32        7          -78 📈 持有 → 繼續持有         
2441.TW      超豐             89.5         10         60.0           2.53        3        -1268 📈 持有 → 繼續持有         
2442.TW      新美齊           21.25         11         60.0           7.87        0         -768 📈 持有 → 繼續持有         
2444.TW      兆勁             14.0          8        36.84           0.12        4         -110 📈 持有 → 繼續持有         
2449.TW      京元電子          323.0          7         56.0          20.19        4        -6751 📈 持有 → 繼續持有         
2451.TW      創見            313.5         18         80.0          41.91        1         1781 📈 持有 → 繼續持有         
2453.TW      凌群             55.7          5         40.0           7.47        4         -245 📈 持有 → 繼續持有         
2454.TW      聯發科          1730.0         14        63.16          22.22        1        -4894 📉 建議賣出              
2455.TW      全新            227.5          8         56.0          32.13        4        -5107 📈 持有 → 繼續持有         
2457.TW      飛宏             28.4          4        47.37          16.77        5          431 📈 持有 → 繼續持有         
2458.TW      義隆            141.0          6         56.0          16.02        3         1372 📉 建議賣出              
2460.TW      建通            26.25          6         50.0          22.75        3          -46 📈 持有 → 繼續持有         
2461.TW      光群雷            16.5          5        42.86           2.88        3          351 📈 持有 → 繼續持有         
2464.TW      盟立             79.6         11        58.33          17.52        3         5672 📈 持有 → 繼續持有         
2465.TW      麗臺             63.8         17         80.0           16.0        0         -371 📈 持有 → 繼續持有         
2466.TW      冠西電            51.8          9        66.67           1.91        1           54 📈 持有 → 繼續持有         
2467.TW      志聖            401.0          6         55.0          43.09        4         -116 📈 持有 → 繼續持有         
2468.TW      華經            40.25         19         40.0          12.59        0        -1749 📈 持有 → 繼續持有         
2472.TW      立隆電           125.0          5        64.71          24.82        4          -21 📈 持有 → 繼續持有         
2474.TW      可成            187.5          5        46.15          -0.51        3        -4117 📈 持有 → 繼續持有         
2476.TW      鉅祥             85.7          7        35.71           2.72        3         -677 📈 持有 → 繼續持有         
2478.TW      大毅             70.9          3        54.17          16.38        9        -1167 📈 持有 → 繼續持有         
2480.TW      敦陽科           144.0          9         50.0           2.13        3         -108 📈 持有 → 繼續持有         
2481.TW      強茂            102.5          5        53.85           4.58        5        16579 📈 持有 → 繼續持有         
2482.TW      連宇            16.25          5        46.15            5.6        5            3 📈 持有 → 繼續持有         
2483.TW      百容             21.5          4        55.56           8.19        7          -10 📈 持有 → 繼續持有         
2484.TW      希華             27.9          4        54.55          32.46        6          264 📈 持有 → 繼續持有         
2485.TW      兆赫             80.0          5         70.0         148.01        4        13660 📈 持有 → 繼續持有         
2486.TW      一詮            163.0          8        70.83          80.92        1         4138 📈 持有 → 繼續持有         
2489.TW      瑞軒             39.0          4        70.97         161.22        4        -2788 📉 建議賣出              
2491.TW      吉祥全           16.55          5        53.33           9.39        4          -93 📈 持有 → 繼續持有         
2492.TW      華新科           141.5          5         50.0          36.98        4        -2937 📈 持有 → 繼續持有         
2493.TW      揚博            116.5          5        46.67           9.62        5          143 📈 持有 → 繼續持有         
2495.TW      普安            35.95          6        59.09          21.91        3        -3270 📈 持有 → 繼續持有         
2498.TW      宏達電           43.05         19          0.0            0.0        0         -899 📉 建議賣出              
2501.TW      國建            23.45         14        61.54           0.33        1         1596 📈 持有 → 繼續持有         
2504.TW      國產             38.2          5        53.33           6.36        4         -557 📈 持有 → 繼續持有         
2515.TW      中工             14.7         18        52.94           14.9        2       -13713 📉 建議賣出              
2520.TW      冠德             32.4          3        42.11           1.88        8         1246 📉 建議賣出              
2535.TW      達欣工            73.2          5        58.62          13.31        4         -139 📈 持有 → 繼續持有         
2542.TW      興富發            36.5         14         50.0          -0.79        2         -434 📉 建議賣出              
2543.TW      皇昌             69.7          8        57.14           8.93        3         -514 📉 建議賣出              
2547.TW      日勝生           11.15         11         50.0           1.85        3          589 📉 建議賣出              
2548.TW      華固            115.5         12        68.75           7.44        0          606 📈 持有 → 繼續持有         
2597.TW      潤弘            156.0          4        56.25           2.98        5        -1264 📉 建議賣出              
2601.TW      益航             6.24          8         50.0          13.89        4         -460 📉 建議賣出              
2603.TW      長榮            218.0         20        64.29          15.65        0        23490 📈 持有 → 繼續持有         
2605.TW      新興             41.2          6        65.52          49.22        3        16153 📈 持有 → 繼續持有         
2606.TW      裕民             61.0         11        70.59           4.43        2        -4737 📉 建議賣出              
2607.TW      榮運             53.8         19          0.0          -4.04        1         -688 📉 建議賣出              
2609.TW      陽明             58.3         12        71.43          11.07        1        -5438 📉 建議賣出              
2610.TW      華航            18.95          5        57.14           4.54        4       -39472 📈 持有 → 繼續持有         
2612.TW      中航             58.1         16         50.0           1.48        2        -1804 📉 建議賣出              
2613.TW      中櫃             26.1          5        47.37           1.49        5          -99 📈 持有 → 繼續持有         
2615.TW      萬海             79.9         17         62.5           6.53        0        -1611 📈 持有 → 繼續持有         
2616.TW      山隆             15.8          3        66.67          60.22        6          -71 📉 建議賣出              
2617.TW      台航             32.4         18        46.15           1.73        1          361 📈 持有 → 繼續持有         
2618.TW      長榮航            35.5          7        54.55           5.94        3         2214 📈 持有 → 繼續持有         
2630.TW      亞航             51.4          3         55.0           9.87        7          -31 📈 持有 → 繼續持有         
2633.TW      台灣高鐵           26.1          7        33.33          -2.75        3       -12380 📉 建議賣出              
2634.TW      漢翔             51.2          8        53.33            1.1        2        -3169 📈 持有 → 繼續持有         
2637.TW      慧洋-KY          71.7          3         62.5          -1.33        7          374 📈 持有 → 繼續持有         
2640.TWO     大車隊           143.0         16         75.0          13.03        1           54 📈 持有 → 繼續持有         
2641.TWO     正德             18.9          3        57.14           0.96        7         -669 📉 建議賣出              
2645.TW      長榮航太          163.0          6         55.0          16.28        3          294 📈 持有 → 繼續持有         
2646.TW      星宇航空          21.65         16          0.0          -0.87        1          155 📉 建議賣出              
2723.TW      美食-KY          70.5          6        47.37           8.75        4          179 📉 建議賣出              
2724.TWO     藝舍-KY          19.5         13        16.67          -6.82        2            0 📈 持有 → 繼續持有         
2726.TWO     雅茗-KY          10.3         12         50.0          -2.46        2            4 📈 持有 → 繼續持有         
2739.TW      寒舍             34.5          5         50.0          -2.86        4          -17 📈 持有 → 繼續持有         
2740.TWO     天蔥             40.0          5        57.14          48.85        4            0 📉 建議賣出              
2743.TWO     山富             72.1          4        44.44          -1.85        5          -56 📈 持有 → 繼續持有         
2752.TWO     豆府            213.5         19        42.86           0.93        2            0 📈 持有 → 繼續持有         
2755.TWO     揚秦            146.0         19        64.29          25.86        0           10 📈 持有 → 繼續持有         
2801.TW      彰銀             20.8          4        64.71           4.08        5        -5249 📈 持有 → 繼續持有         
2812.TW      台中銀            20.5          6        46.67           1.49        3         2931 📉 建議賣出              
2820.TW      華票            16.95          5         50.0           3.61        5         -213 📈 持有 → 繼續持有         
2834.TW      臺企銀           15.15          7        66.67           3.24        1       -52544 📈 持有 → 繼續持有         
2836.TW      高雄銀            12.2          5        61.54           3.67        3        -2229 📈 持有 → 繼續持有         
2838.TW      聯邦銀           20.05          6        66.67           8.82        2          316 📉 建議賣出              
2845.TW      遠東銀           12.45          8         75.0           2.42        1         1618 📈 持有 → 繼續持有         
2851.TW      中再保           30.55          3        58.33           8.14        9         1346 📈 持有 → 繼續持有         
2852.TW      第一保           26.15          5        41.67          -4.71        4        -2642 📉 建議賣出              
2855.TW      統一證            33.9          4        65.52           30.9        4         1153 📈 持有 → 繼續持有         
2867.TW      三商壽            7.69          6        66.67            3.7        3       -12379 📉 建議賣出              
2880.TW      華南金            33.4          3        65.22          11.98        5        -1080 📉 建議賣出              
2881.TW      富邦金            89.5          6        61.54           0.97        3       -17304 📈 持有 → 繼續持有         
2882.TW      國泰金            73.4         11        41.18          -2.72        5       -15874 📈 持有 → 繼續持有         
2883.TW      凱基金           20.65          8         60.0          13.28        4        -2616 📈 持有 → 繼續持有         
2884.TW      玉山金           32.25          5        58.82           3.92        4       -45486 📉 建議賣出              
2885.TW      元大金           44.65          5        57.14           9.97        4       -12383 📈 持有 → 繼續持有         
2886.TW      兆豐金            39.3          5        57.14           2.79        4        -8557 📈 持有 → 繼續持有         
2887.TW      台新新光金          24.6          8        71.43          12.48        2       -39582 📈 持有 → 繼續持有         
2887I.TW     未知             9.32         17        33.33          -0.32        2        -1360 📈 持有 → 繼續持有         
2889.TW      國票金            16.2          3        68.18           7.74        6        -1996 📉 建議賣出              
2890.TW      永豐金           32.05         20        71.43           6.64        2         1786 📈 持有 → 繼續持有         
2891.TW      中信金            53.3          4        54.55           8.24        5       -44209 📈 持有 → 繼續持有         
2892.TW      第一金           28.95          8        36.36          -0.34        2         3527 📉 建議賣出              
2897.TW      王道銀行           9.92         17         72.0           8.42        1         4800 📈 持有 → 繼續持有         
2903.TW      遠百            23.45          3        65.22           6.57        5          603 📈 持有 → 繼續持有         
2905.TW      三商             14.6         10         50.0          -2.18        3        -2240 📉 建議賣出              
2915.TW      潤泰全           49.85          3        45.45          -0.01        7        -3569 📉 建議賣出              
2923.TW      鼎固-KY          18.8          4        55.56          23.98        4         -653 📈 持有 → 繼續持有         
2929.TW      淘帝-KY          6.63         15         40.0          -0.64        1         -120 📉 建議賣出              
2939.TW      永邑-KY          26.0          6         40.0          23.56        2           60 📉 建議賣出              
2941.TWO     米斯特            41.0         18          0.0          -9.33        1            0 📈 持有 → 繼續持有         
2948.TWO     寶陞             39.5          3        47.06         -10.11        8           -1 📈 持有 → 繼續持有         
2949.TWO     欣新網            61.0         19         25.0         -10.13        3           -1 📉 建議賣出              
3002.TW      歐格             20.8          6        42.86          -3.37        5          169 📈 持有 → 繼續持有         
3003.TW      健和興            50.8          3        58.33           5.84        7         -155 📈 持有 → 繼續持有         
3004.TW      豐達科           106.5          3        41.18          -3.26        8         -189 📉 建議賣出              
3005.TW      神基            136.0         17        53.85           19.3        0        -6720 📈 持有 → 繼續持有         
3006.TW      晶豪科           213.5          3        63.64          38.62        7         -799 📈 持有 → 繼續持有         
3008.TW      大立光          2440.0          5        26.67          -1.78        5          -71 📈 持有 → 繼續持有         
3010.TW      華立            133.0          7        70.37          12.54        4         2290 📈 持有 → 繼續持有         
3011.TW      今皓            12.75         19          0.0            0.0        0          232 📈 持有 → 繼續持有         
3013.TW      晟銘電            99.4         20          0.0            0.0        0        -1079 📉 建議賣出              
3014.TW      聯陽            119.0          6        47.06           0.81        5        -1164 📈 持有 → 繼續持有         
3015.TW      全漢             51.7          9        58.82           5.97        2          -97 📈 持有 → 繼續持有         
3016.TW      嘉晶             65.5          8         60.0          23.55        3          325 📈 持有 → 繼續持有         
3017.TW      奇鋐           1850.0         17        62.96          32.65        1          -94 📈 持有 → 繼續持有         
3018.TW      隆銘綠能           12.1          3        55.56          10.61        7            0 📉 建議賣出              
3019.TW      亞光            137.5          7         60.0           1.02        4         -820 📈 持有 → 繼續持有         
3022.TW      威強電            62.3          5        57.89           6.54        3           10 📈 持有 → 繼續持有         
3023.TW      信邦            250.5          5        66.67          38.94        3          474 📈 持有 → 繼續持有         
3025.TW      星通             61.8         16        81.82           2.24        1           19 📈 持有 → 繼續持有         
3028.TW      增你強            58.9          3         62.5          42.66        7          180 📈 持有 → 繼續持有         
3029.TW      零壹            118.0          7         50.0           4.44        3          -68 📈 持有 → 繼續持有         
3030.TW      德律            260.5         14        65.62          44.72        0        -1262 📈 持有 → 繼續持有         
3031.TW      佰鴻            22.45         10        55.56          13.37        2          892 📈 持有 → 繼續持有         
3032.TW      偉訓             66.2         18         20.0          -5.54        3         -712 📉 建議賣出              
3033.TW      威健            34.65          7        57.14          13.64        3         2242 📈 持有 → 繼續持有         
3034.TW      聯詠            382.5          3        60.87           7.24        7         -525 📈 持有 → 繼續持有         
3035.TW      智原            164.0          8         62.5           2.36        2          358 📈 持有 → 繼續持有         
3036.TW      文曄            256.0         17        74.07          73.56        0         4479 📈 持有 → 繼續持有         
3037.TW      欣興            580.0          4        66.67         132.91        3        12783 📈 持有 → 繼續持有         
3038.TW      全台             23.5         14        77.78           2.65        1         -178 📈 持有 → 繼續持有         
3040.TW      遠見            48.05          4        53.33          26.71        4         -137 📉 建議賣出              
3041.TW      揚智            23.85         11        30.77           1.08        1          289 📈 持有 → 繼續持有         
3042.TW      晶技             93.5          8        62.96           12.8        3          604 📈 持有 → 繼續持有         
3044.TW      健鼎            373.5          3        52.38          12.73        8        -2404 📈 持有 → 繼續持有         
3045.TW      台灣大           110.0          4        66.67           4.27        5         1609 📈 持有 → 繼續持有         
3048.TW      益登            41.35         18        71.43            8.0        1         -936 📈 持有 → 繼續持有         
3049.TW      精金            14.95          4        59.26         121.37        3         -919 📈 持有 → 繼續持有         
3054.TW      立萬利            90.3         19        73.91         188.96        0           27 📈 持有 → 繼續持有         
3056.TW      富華新            14.7         11         25.0          -1.17        1         -187 📉 建議賣出              
3057.TW      喬鼎            16.65          8        57.14            2.7        2         -164 📈 持有 → 繼續持有         
3058.TW      立德            10.45          4         50.0           3.57        5          -39 📈 持有 → 繼續持有         
3059.TW      華晶科            38.3          5         50.0           9.08        3          417 📈 持有 → 繼續持有         
3060.TW      銘異            31.55          8         50.0            0.0        3        -1563 📈 持有 → 繼續持有         
3062.TW      建漢            24.75          5         61.9           8.13        3         -716 📈 持有 → 繼續持有         
3064.TWO     泰偉             31.0          7        30.77          -2.77        3            0 📉 建議賣出              
3066.TWO     李洲            21.85          6        59.09          47.14        3          194 📈 持有 → 繼續持有         
3067.TWO     全域             18.2          3        57.14          -2.69        7            0 📉 建議賣出              
3071.TWO     協禧            26.95          8        59.09           6.85        3          290 📈 持有 → 繼續持有         
3073.TWO     天方能源          29.15          6        35.71          -0.38        3           15 📉 建議賣出              
3078.TWO     僑威             60.2         14         50.0           -3.5        1        -1121 📈 持有 → 繼續持有         
3081.TWO     聯亞           1440.0         12        68.75         109.63        1          232 📉 建議賣出              
3083.TWO     網龍             29.0         12         50.0           0.14        1           27 📉 建議賣出              
3085.TWO     新零售            11.4         20          0.0            0.0        0            0 📉 建議賣出              
3086.TWO     華義            273.0         19        64.71           8.48        3          223 📈 持有 → 繼續持有         
3088.TWO     艾訊             84.1          4         48.0            0.6        7          448 📈 持有 → 繼續持有         
3090.TW      日電貿            99.5          9         50.0            6.8        2         1070 📈 持有 → 繼續持有         
3092.TW      鴻碩             34.0          3        54.17          35.43        7           58 📉 建議賣出              
3093.TWO     港建*            50.0         14         68.0          96.08        0           14 📈 持有 → 繼續持有         
3094.TW      聯傑            24.05         10        58.82           4.54        2          -67 📈 持有 → 繼續持有         
3105.TWO     穩懋            322.5          3        57.69          41.08        8        -9774 📈 持有 → 繼續持有         
3131.TWO     弘塑           2275.0         10        68.42          31.88        2          382 📈 持有 → 繼續持有         
3135.TW      凌航            130.0          5         50.0          34.98        4         -156 📈 持有 → 繼續持有         
3138.TW      耀登            186.0          4        65.52          80.23        3         -553 📉 建議賣出              
3141.TWO     晶宏             47.3          4        38.89          -1.03        6           72 📈 持有 → 繼續持有         
3147.TWO     大綜            174.5          3         60.0          -2.47        8           -8 📈 持有 → 繼續持有         
3149.TW      正達            45.55          9         50.0          11.62        3        -2120 📉 建議賣出              
3152.TWO     璟德            144.5          3         62.5           6.22        6          195 📈 持有 → 繼續持有         
3158.TWO     嘉實             91.9         20        42.86          -1.99        2           -5 📈 持有 → 繼續持有         
3162.TWO     精確             59.0         20         25.0           -8.0        2         1073 📈 持有 → 繼續持有         
3163.TWO     波若威           888.0         17        68.97         130.05        0        -2604 📈 持有 → 繼續持有         
3167.TW      大量            349.0          4        59.26          53.47        5        -1083 📉 建議賣出              
3168.TW      眾福科            41.0          6        52.63           1.92        4          -11 📉 建議賣出              
3169.TWO     亞信            100.5          3         45.0          -7.48        7          103 📈 持有 → 繼續持有         
3171.TWO     炎洲流通           61.5         18         80.0          27.46        1          -56 📈 持有 → 繼續持有         
3176.TWO     基亞            32.75          7        41.67           4.87        5           65 📈 持有 → 繼續持有         
3178.TWO     公準             54.6          8         20.0         -11.02        6          -16 📈 持有 → 繼續持有         
3189.TW      景碩            365.5          6        61.29         105.91        4        -1222 📈 持有 → 繼續持有         
3191.TWO     雲嘉南           13.75         12          0.0            0.0        0          -10 📉 建議賣出              
3205.TWO     佰研             50.7          4        44.44           4.16        6           12 📉 建議賣出              
3206.TWO     志豐            38.55          4         55.0          22.75        6          -74 📈 持有 → 繼續持有         
3207.TWO     耀勝             70.5          5        46.15          19.35        3          -13 📈 持有 → 繼續持有         
3209.TW      全科            44.65          4        71.43          40.79        4         4329 📈 持有 → 繼續持有         
3211.TWO     順達            305.0          6        43.75          -7.03        4         -998 📉 建議賣出              
3213.TWO     茂訊            104.5         17        66.67          -3.15        2          -85 📈 持有 → 繼續持有         
3217.TWO     優群            157.5          3        52.63          -1.82        8         -502 📈 持有 → 繼續持有         
3218.TWO     大學光           143.0         14         50.0           2.12        1          -88 📈 持有 → 繼續持有         
3219.TWO     倚強科            67.8          6        47.06           12.0        4           65 📈 持有 → 繼續持有         
3221.TWO     台嘉碩           30.45          3        52.38          21.24        7          822 📈 持有 → 繼續持有         
3226.TWO     龍鋒            49.25          7        82.35          28.88        2            0 📉 建議賣出              
3227.TWO     原相            197.5         20         40.0          -3.66        1         -120 📈 持有 → 繼續持有         
3229.TW      晟鈦            18.85         18          0.0            0.0        0         -280 📉 建議賣出              
3230.TWO     錦明             42.3          6        57.89          34.63        4          -42 📈 持有 → 繼續持有         
3231.TW      緯創            130.5          6         40.0           0.45        3        16527 📉 建議賣出              
3234.TWO     光環             85.0          3        65.22          86.46        7        -2390 📈 持有 → 繼續持有         
3236.TWO     千如             32.6          4        66.67          42.22        5         -271 📈 持有 → 繼續持有         
3252.TWO     海灣             20.2         19        45.83           7.41        1            6 📈 持有 → 繼續持有         
3257.TW      虹冠電            57.8          8        61.54           5.63        2          -58 📈 持有 → 繼續持有         
3260.TWO     威剛            477.5          3        73.08          99.85        5         -988 📈 持有 → 繼續持有         
3264.TWO     欣銓            155.5          5         50.0          15.95        4          155 📈 持有 → 繼續持有         
3265.TWO     台星科           139.5          6        57.89          12.57        5          186 📈 持有 → 繼續持有         
3266.TW      昇陽            13.35         16         40.0          -3.91        2          -91 📉 建議賣出              
3268.TWO     海德威            15.1         19          0.0          -3.47        1           -1 📉 建議賣出              
3285.TWO     微端             29.5         17        61.54          -0.34        1            4 📈 持有 → 繼續持有         
3288.TWO     點晶             15.3         17          0.0          -6.42        0            0 📉 建議賣出              
3289.TWO     宜特            136.0         15        56.25           3.07        3         -417 📈 持有 → 繼續持有         
3290.TWO     東浦             45.5          3        52.38           8.09        8          -69 📈 持有 → 繼續持有         
3293.TWO     鈊象            745.0          4         50.0            8.3        4          434 📈 持有 → 繼續持有         
3297.TWO     杭特            37.25         18         40.0          -1.97        0           32 📉 建議賣出              
3305.TW      昇貿            112.5          4         45.0           2.34        5          509 📈 持有 → 繼續持有         
3306.TWO     鼎天            47.25         20          0.0          -3.57        2           95 📈 持有 → 繼續持有         
3308.TW      聯德             22.3          5        31.25          -8.35        6          -23 📉 建議賣出              
3310.TWO     佳穎             76.3          9         62.5           2.78        2          -13 📈 持有 → 繼續持有         
3312.TW      弘憶股           36.75         10        16.67           0.65        3          -51 📈 持有 → 繼續持有         
3313.TWO     斐成            12.95         10         25.0           -7.0        1         -507 📈 持有 → 繼續持有         
3317.TWO     尼克森            47.9          6        52.17          18.69        2         -380 📉 建議賣出              
3322.TWO     建舜電           13.55          8        66.67           5.26        2         -102 📉 建議賣出              
3323.TWO     加百裕           35.75         20        66.67          -3.64        1          339 📉 建議賣出              
3324.TWO     雙鴻           1030.0         10        43.75            5.7        3          -62 📈 持有 → 繼續持有         
3338.TW      泰碩             63.5          3         55.0          15.43        7           39 📈 持有 → 繼續持有         
3339.TWO     泰谷             32.1          8         40.0          14.89        3         -540 📈 持有 → 繼續持有         
3354.TWO     律勝             29.2          6         50.0          24.81        3         -323 📉 建議賣出              
3357.TWO     臺慶科           167.5          4         55.0          20.46        4        -1353 📈 持有 → 繼續持有         
3360.TWO     尚立             15.3          8        30.77          -1.09        3          155 📈 持有 → 繼續持有         
3363.TWO     上詮            633.0         16        60.71          52.16        0        -1806 📈 持有 → 繼續持有         
3372.TWO     典範             23.2          9         60.0          15.49        2           39 📈 持有 → 繼續持有         
3374.TWO     精材            175.0          4         50.0          10.55        7        -1843 📈 持有 → 繼續持有         
3376.TW      新日興           221.0          9        38.46           2.35        3         4255 📈 持有 → 繼續持有         
3379.TWO     彬台            40.25         15         50.0          -2.54        1           58 📈 持有 → 繼續持有         
3380.TW      明泰            35.95         11         40.0           -3.9        3         1882 📈 持有 → 繼續持有         
3390.TWO     旭軟            22.05          5        35.29            3.6        3           -8 📈 持有 → 繼續持有         
3406.TW      玉晶光           448.0          5         60.0           8.12        4          400 📈 持有 → 繼續持有         
3413.TW      京鼎            307.0          3        40.91          -6.03       10          259 📈 持有 → 繼續持有         
3416.TW      融程電           153.5          8        46.67           3.12        3          -80 📈 持有 → 繼續持有         
3419.TW      譁裕             16.6          3         60.0          10.92        8         -144 📈 持有 → 繼續持有         
3430.TWO     奇鈦科            85.4          4        55.56          35.54        5          146 📈 持有 → 繼續持有         
3432.TW      台端             16.4          3        38.89           7.93        8           12 📉 建議賣出              
3437.TW      榮創             22.5         18        56.25          39.36        2          509 📈 持有 → 繼續持有         
3438.TWO     類比科           47.75         10        44.44          -1.89        2          -82 📈 持有 → 繼續持有         
3441.TWO     聯一光            32.5         20         50.0          -1.51        1          -30 📉 建議賣出              
3443.TW      創意           2515.0          9         50.0          -2.54        4          396 📈 持有 → 繼續持有         
3444.TWO     利機             66.0          4        68.75          13.21        4          -36 📈 持有 → 繼續持有         
3447.TW      展達             42.6         15        57.14          -3.98        1           12 📈 持有 → 繼續持有         
3450.TW      聯鈞            280.5          3        47.62           6.58        9         -420 📉 建議賣出              
3454.TW      晶睿             99.4         19        57.14            0.4        0            8 📈 持有 → 繼續持有         
3455.TWO     由田            128.0         15        53.85           0.23        2         -675 📈 持有 → 繼續持有         
3465.TWO     進泰電子           42.8         15        66.67          -1.79        1           -2 📉 建議賣出              
3466.TWO     德晉             36.5         14         50.0           0.28        1          471 📈 持有 → 繼續持有         
3481.TW      群創            27.95          4        63.16          39.91        5      -259950 📉 建議賣出              
3483.TWO     力致             83.3          5        42.86          -4.91        7           64 📈 持有 → 繼續持有         
3489.TWO     森寶             23.3          4        66.67          17.22        4          -52 📈 持有 → 繼續持有         
3490.TWO     單井            25.25          3        52.17          -4.88        8          -36 📈 持有 → 繼續持有         
3491.TWO     昇達科          1435.0          8        68.97         108.46        1          -24 📈 持有 → 繼續持有         
3492.TWO     長盛            24.85          4        33.33           3.78        7         -193 📉 建議賣出              
3498.TWO     陽程             74.0          3         50.0          42.21        8          958 📉 建議賣出              
3499.TWO     環天科            19.4          5        47.62           6.84        5           45 📈 持有 → 繼續持有         
3501.TW      維熹             49.0          9        42.86           0.64        3         -249 📉 建議賣出              
