     Stock       Name  Score    Close                               BuyReason
  3088.TWO         艾訊    6.5    84.10 ADX轉強 | 【EPS連2成長 | 營收爆發(50.04%) | 董監加碼】
  4973.TWO         廣穎    5.5    89.30        ADX轉強 | 【EPS連2成長 | 營收爆發(42.53%)】
  4556.TWO         旭然    5.5    29.20        ADX轉強 | 【EPS連2成長 | 營收爆發(31.02%)】
   8462.TW         柏文    5.5   147.50        ADX轉強 | 【EPS連2成長 | 營收爆發(30.55%)】
   4770.TW         上品    5.5   241.50        ADX轉強 | 【EPS連2成長 | 營收爆發(51.15%)】
  5498.TWO         凱崴    5.5    67.20        ADX轉強 | 【EPS連2成長 | 營收爆發(54.92%)】
   2353.TW        宏��    5.5    28.90        ADX轉強 | 【EPS連2成長 | 營收爆發(39.83%)】
  3663.TWO         鑫科    5.5    74.30       ADX轉強 | 【EPS連2成長 | 營收爆發(157.91%)】
  3093.TWO        港建*    5.0    50.00            ADX轉強 | 【營收爆發(90.8%) | 董監加碼】
   3036.TW         文曄    5.0   256.00          ADX轉強 | 【營收爆發(151.67%) | 董監加碼】
  4542.TWO         科嶠    5.0   188.50           ADX轉強 | 【營收爆發(96.66%) | 董監加碼】
   8105.TW         凌巨    4.5    13.70                        外資買1338張 | ADX轉強
   6120.TW         達運    4.5    13.55                ADX轉強 | 【EPS連2成長 | 董監加碼】
  4991.TWO      環宇-KY    4.5   353.50        【EPS連2成長 | 營收爆發(155.98%) | 董監加碼】
   5706.TW         鳳凰    4.5    52.00                ADX轉強 | 【EPS連2成長 | 董監加碼】
  8299.TWO         群聯    4.5  1975.00        【EPS連2成長 | 營收爆發(169.43%) | 董監加碼】
  5536.TWO        聖暉*    4.5   683.00         【EPS連2成長 | 營收爆發(38.79%) | 董監加碼】
   6902.TW   GOGOLOOK    4.5    77.80         【EPS連2成長 | 營收爆發(37.39%) | 董監加碼】
   6994.TW       富威電力    4.5    78.00        【EPS連2成長 | 營收爆發(114.38%) | 董監加碼】
