
📅 投資日報表: 2026-07-24
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 256.50   | 259.50   | 253.50   | 257.50   | 62,121,101   | 241.21      | 2000     | ▲32,580   |   +6.75%
4142     | 國光生        | 17.50    | 17.75    | 17.00    | 17.05    | 2,305,000    | 25.32       | 1000     | ▼8,270    |  -32.66%
0050     | 元大台灣50     | 104.50   | 104.80   | 103.30   | 103.85   | 103,568,792  | 46.60       | 16000    | ▲916,000  | +122.85%
0056     | 元大高股息      | 50.10    | 51.20    | 50.10    | 50.95    | 62,409,652   | 36.43       | 4000     | ▲58,080   |  +39.86%
00635U   | 期元大S&P黃金   | 42.68    | 43.13    | 42.68    | 42.99    | 3,815,785    | 55.25       | 3000     | ▼36,780   |  -22.19%
00738U   | 期元大道瓊白銀    | 47.71    | 48.22    | 47.71    | 47.94    | 3,809,062    | 66.26       | 1000     | ▼18,320   |  -27.65%
00929    | 復華台灣科技優息   | 28.89    | 29.24    | 28.86    | 29.00    | 31,555,510   | 19.73       | 8000     | ▲74,160   |  +46.98%
009816   | 凱基台灣TOP50  | 15.09    | 15.19    | 14.95    | 15.04    | 150,185,837  | 11.01       | 63000    | ▲253,890  |  +36.60%
00990A   | 主動元大AI新經濟  | 17.01    | 17.08    | 16.69    | 16.70    | 28,116,783   | 11.48       | 5000     | ▲26,100   |  +45.47%
2009     | 第一銅        | 38.00    | 38.60    | 37.60    | 38.30    | 847,200      | 50.56       | 4000     | ▼49,040   |  -24.25%
2337     | 旺宏         | 132.00   | 134.50   | 125.50   | 129.50   | 66,944,522   | 95.28       | 2000     | ▲68,440   |  +35.92%
2409     | 友達         | 26.30    | 26.70    | 25.55    | 26.25    | 151,989,995  | 16.21       | 2000     | ▲20,080   |  +61.94%
3481     | 群創         | 53.00    | 53.80    | 51.00    | 51.90    | 230,220,820  | 25.10       | 4000     | ▲107,200  | +106.77%
3105     | 穩懋         | 361.50   | 385.00   | 354.00   | 364.50   | 21,943,721   | 556.47      | 300      | ▼57,591   |  -34.50%
4966     | 譜瑞-KY      | 612.00   | 615.00   | 598.00   | 612.00   | 414,109      | 1921.64     | 1000     | ▼1,309,640 |  -68.15%
2327     | 國巨*        | 708.00   | 732.00   | 681.00   | 696.00   | 58,538,188   | 1030.00     | 1        | ▼334      |  -32.43%
00403A   | 主動統一升級50   | 9.95     | 10.07    | 9.91     | 9.99     | 349,191,761  | 10.68       | 26000    | ▼17,940   |   -6.46%
00981A   | 主動統一台股增長   | 28.64    | 28.88    | 28.35    | 28.50    | 182,037,477  | 27.48       | 2000     | ▲2,040    |   +3.71%
2330     | 台積電        | 2385.00  | 2405.00  | 2370.00  | 2405.00  | 23,190,117   | 225.55      | 10       | ▲21,794   | +966.28%
6789     | 采鈺         | 496.00   | 502.00   | 482.50   | 490.00   | 1,174,451    | 593.50      | 400      | ▼41,400   |  -17.44%
6849     | 奇鼎科技       | 155.50   | 157.50   | 144.50   | 147.50   | 145,984      | 266.40      | 280      | ▼33,292   |  -44.63%
7853     | 政美應用       | 344.00   | 350.00   | 326.50   | 329.00   | 310,153      | 409.29      | 280      | ▼22,481   |  -19.62%
3576     | 聯合再生       | 19.60    | 20.10    | 18.10    | 18.35    | 28,968,043   | 18.15       | 5000     | ▲1,000    |   +1.10%
1721     | 三晃         | 21.80    | 21.95    | 21.15    | 21.45    | 644,015      | 27.88       | 3000     | ▼19,300   |  -23.07%
8215     | 明基材        | 25.20    | 25.45    | 24.60    | 24.95    | 497,205      | 31.60       | 200      | ▼1,330    |  -21.04%
00405A   | 主動富邦台灣龍耀   | 8.24     | 8.35     | 8.18     | 8.30     | 83,429,828   | 9.34        | 11000    | ▼11,440   |  -11.13%
5498     | 凱崴         | 50.00    | 51.10    | 48.00    | 48.70    | 1,702,697    | 69.61       | 188      | ▼3,931    |  -30.04%
1301     | 台塑         | 64.80    | 69.80    | 64.70    | 66.20    | 162,708,782  | 50.50       | 100      | ▲1,570    |  +31.09%
6498     | 久禾光        | 81.90    | 81.90    | 80.50    | 81.00    | 66,000       | 67.30       | 12       | ▲164      |  +20.36%
009821   | 野村稀土關鍵資源   | 12.90    | 13.05    | 12.90    | 12.95    | 7,255,200    | 17.30       | 12000    | ▼52,200   |  -25.14%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,426,664    📊 未實現損益:        -100,190 (  -1.56%)
