日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-07-24,2317,鴻海,257.5,241.21,2000,32580,6.75%
2026-07-24,4142,國光生,17.05,25.32,1000,-8270,-32.66%
2026-07-24,0050,元大台灣50,103.85,46.6,16000,916000,122.85%
2026-07-24,0056,元大高股息,50.95,36.43,4000,58080,39.86%
2026-07-24,00635U,期元大S&P黃金,42.99,55.25,3000,-36780,-22.19%
2026-07-24,00738U,期元大道瓊白銀,47.94,66.26,1000,-18320,-27.65%
2026-07-24,00929,復華台灣科技優息,29.0,19.73,8000,74160,46.98%
2026-07-24,009816,凱基台灣TOP50,15.04,11.01,63000,253890,36.60%
2026-07-24,00990A,主動元大AI新經濟,16.7,11.48,5000,26100,45.47%
2026-07-24,2009,第一銅,38.3,50.56,4000,-49040,-24.25%
2026-07-24,2337,旺宏,129.5,95.28,2000,68440,35.92%
2026-07-24,2409,友達,26.25,16.21,2000,20080,61.94%
2026-07-24,3481,群創,51.9,25.1,4000,107200,106.77%
2026-07-24,3105,穩懋,364.5,556.47,300,-57591,-34.50%
2026-07-24,4966,譜瑞-KY,612.0,1921.64,1000,-1309640,-68.15%
2026-07-24,2327,國巨*,696.0,1030.0,1,-334,-32.43%
2026-07-24,00403A,主動統一升級50,9.99,10.68,26000,-17940,-6.46%
2026-07-24,00981A,主動統一台股增長,28.5,27.48,2000,2040,3.71%
2026-07-24,2330,台積電,2405.0,225.55,10,21794,966.28%
2026-07-24,6789,采鈺,490.0,593.5,400,-41400,-17.44%
2026-07-24,6849,奇鼎科技,147.5,266.4,280,-33292,-44.63%
2026-07-24,7853,政美應用,329.0,409.29,280,-22481,-19.62%
2026-07-24,3576,聯合再生,18.35,18.15,5000,1000,1.10%
2026-07-24,1721,三晃,21.45,27.88,3000,-19300,-23.07%
2026-07-24,8215,明基材,24.95,31.6,200,-1330,-21.04%
2026-07-24,00405A,主動富邦台灣龍耀,8.3,9.34,11000,-11440,-11.13%
2026-07-24,5498,凱崴,48.7,69.61,188,-3931,-30.04%
2026-07-24,1301,台塑,66.2,50.5,100,1570,31.09%
2026-07-24,6498,久禾光,81.0,67.3,12,164,20.36%
2026-07-24,009821,野村稀土關鍵資源,12.95,17.3,12000,-52200,-25.14%
