status,prev_eps_yoy,eps_yoy,prev_eps,expansion,gm,advice,rev_yoy,eps,prev_rev_yoy,om,symbol,pe,est_price,price,date,name,prev_year
📉 獲利侵蝕,35.27,-120.75,-3.19,-120.76,41.62%,⚪ 數據不足,0.01,-1.32,-45.74,-45.63%,2740.TWO,0.0,-137.1,33.8499984741,2026-03,華軒,2025
⚠️ 獲利稀釋,18.9,41.3,1.95,-121.67,N/A,❌ 暫避觀望,162.97,0.65,16.68,N/A,6530.TWO,15.04149377593361,72.30000000000001,72.5,2026-03,創威,2025
🌑 雙重衰退,-55.26,-175.0,0.35,-121.88,N/A,❌ 暫避觀望,-53.12,-0.27,28.45,N/A,6921.TW,126.27451279588237,7.649999999999999,64.4000015259,2026-03,嘉雨思-創,2025
⚠️ 獲利稀釋,60.48,74.56,20.5,-121.99000000000001,N/A,❌ 暫避觀望,196.55,7.0,62.42,N/A,7751.TWO,22.95049108037683,748.35,1145.0,2026-03,竑騰,2025
📉 獲利侵蝕,-87.49,-12.87,1.15,-122.89,N/A,❌ 暫避觀望,110.02,0.9,-34.5,N/A,6538.TWO,26.861167002012074,74.55,133.5,2026-03,倉和,2025
📉 獲利侵蝕,-12.45,-7.91,7.68,-123.75,N/A,⚪ 中性觀察,115.84,1.82,-4.66,N/A,9941.TW,4.252993073826132,288.15000000000003,81.6999969482,2026-03,裕融,2025
📉 獲利侵蝕,-23.57,-79.31,6.0,-124.1,N/A,⚪ 中性觀察,44.79,0.19,-29.66,N/A,5534.TW,8.50905234567625,140.85000000000002,79.9000015259,2026-03,長虹,2025
📉 獲利侵蝕,-10.33,-18.52,2.14,-124.7,N/A,⚪ 中性觀察,106.18,0.44,7.33,N/A,6730.TWO,6.492395727357415,78.89999999999999,34.1500015259,2026-03,常廣,2025
⚠️ 獲利稀釋,-10.32,2.97,3.91,-124.86,49.30%,⚪ 中性觀察,127.83,1.05,-2.6,35.64%,2420.TW,6.019108361242038,141.3,56.7000007629,2026-03,新巨,2025
🏰 高護城河,46.94,-151.35,-0.78,-124.99,56.72%,⚪ 數據不足,-26.36,-0.38,15.28,-48.58%,3176.TWO,0.0,-9.600000000000001,33.0,2026-03,基亞,2025
🔄 轉虧為盈,84.62,644.0,-0.24,-125.00999999999999,18.47%,⚪ 數據不足,769.01,1.7,19.6,4.68%,4807.TW,0.0,-3.4499999999999997,38.0999984741,2026-03,日成-KY,2025
⚠️ 獲利稀釋,-18.72,20.78,3.92,-127.46000000000001,N/A,⚪ 中性觀察,148.24,0.95,3.86,N/A,6655.TW,12.99778761061947,135.6,117.5,2026-03,科定,2025
🏰 高護城河,41.67,-41.18,-0.56,-127.63,73.88%,⚪ 數據不足,86.45,-0.24,5.58,-74.64%,3085.TWO,0.0,0.0,0.0,2026-03,新零售,2025
⚠️ 獲利稀釋,-42.92,170.77,5.03,-127.81999999999996,31.57%,⚪ 中性觀察,298.59,1.76,-5.55,12.43%,4580.TWO,6.226993630996932,195.6,81.1999969482,2026-03,捷流閥業,2025
⚠️ 獲利稀釋,-29.79,1.33,1.98,-127.85000000000001,46.40%,❌ 暫避觀望,129.18,0.76,-12.98,17.75%,4908.TWO,27.988047808764943,75.3,140.5,2026-03,前鼎,2025
🏰 高護城河,-15.21,5.34,70.17,-128.04,51.54%,⚪ 中性觀察,133.38,21.37,12.28,29.92%,3533.TW,11.858897182759451,2491.8,1970.0,2026-03,嘉澤,2025
⚠️ 獲利稀釋,-14.93,4.21,10.77,-128.85,N/A,⚪ 中性觀察,133.06,2.97,-1.34,N/A,6146.TWO,7.042513863216266,405.75,190.5,2026-03,耕興,2025
⚠️ 獲利稀釋,10.48,24.33,29.54,-129.17000000000002,N/A,⚪ 中性觀察,153.5,9.3,7.16,N/A,5904.TWO,8.995440099488738,1085.5500000000002,651.0,2026-03,寶雅,2025
⚠️ 獲利稀釋,7.23,3.92,3.59,-129.32000000000002,N/A,⚪ 中性觀察,133.24,1.08,27.05,N/A,6899.TWO,5.970149253731343,130.65,52.0,2026-03,創為精密,2025
🏰 高護城河,79.17,-30.43,0.9,-130.9,60.10%,⚪ 中性觀察,100.47,0.16,14.52,23.50%,4166.TWO,13.227513227513226,28.35,25.0,2026-03,友霖,2025
⚠️ 獲利稀釋,51.69,103.4,35.12,-131.37,N/A,❌ 暫避觀望,234.77,15.38,29.17,N/A,7750.TW,22.375690607734807,1357.5,2025.0,2026-03,新代,2025
📉 獲利侵蝕,-25.66,-45.71,2.0,-132.45,N/A,⚪ 中性觀察,86.74,0.38,-3.02,N/A,6205.TW,12.62054523331237,71.55,60.2000007629,2026-03,詮欣,2025
⚠️ 獲利稀釋,56.47,107.14,2.66,-132.72000000000003,N/A,❌ 暫避觀望,239.86,0.58,2.24,N/A,4968.TW,21.31291061835886,68.55000000000001,97.4000015259,2026-03,立積,2025
📉 獲利侵蝕,382.35,-5.56,1.69,-133.04999999999998,N/A,⚪ 中性觀察,127.49,0.7,12.01,N/A,5490.TWO,7.2505544928824825,67.64999999999999,32.7000007629,2026-03,同亨,2025
⚠️ 獲利稀釋,-22.51,15.91,9.43,-133.55,43.28%,❌ 暫避觀望,149.46,2.55,12.26,17.47%,3680.TWO,24.442082890541975,282.3,460.0,2026-03,家登,2025
⚠️ 獲利稀釋,-2.28,2.56,2.14,-133.64,48.05%,⚪ 中性觀察,136.2,0.4,1.84,9.02%,2948.TWO,7.223301119009707,77.25,37.2000007629,2026-03,寶陞,2025
⚠️ 獲利稀釋,56.98,81.01,45.48,-134.24,42.10%,❌ 暫避觀望,215.25,16.11,59.93,29.56%,3131.TWO,27.662450516558852,1553.55,2865.0,2026-03,弘塑,2025
📉 獲利侵蝕,-41.32,-70.27,0.98,-134.56,N/A,⚪ 中性觀察,64.29,0.11,-7.04,N/A,5906.TW,13.851590375583037,42.45,39.2000007629,2026-03,台南-KY,2025
⚠️ 獲利稀釋,-33.33,166.67,3.82,-135.08,N/A,⚪ 數據不足,301.75,0.08,-35.35,N/A,6171.TWO,0.0,0.0,0.0,2026-03,大城地產,2025
⚠️ 獲利稀釋,-51.49,90.48,1.5,-136.5,41.30%,❌ 暫避觀望,226.98,-0.02,2.05,7.58%,3138.TW,96.27450681196078,15.3,98.1999969482,2026-03,耀登,2025
📉 獲利侵蝕,56.72,-21.62,1.05,-136.71,N/A,⚪ 中性觀察,115.09,0.29,18.28,N/A,5278.TWO,9.189188894633205,38.849999999999994,23.7999992371,2026-03,尚凡*,2025
📉 獲利侵蝕,-27.37,-11.9,2.6,-136.76,N/A,⚪ 中性觀察,124.86,0.74,3.61,N/A,6642.TWO,12.30273776584541,93.15,76.4000015259,2026-03,富致,2025
⚠️ 獲利稀釋,-80.37,45.45,0.43,-136.98000000000002,24.70%,⚪ 中性觀察,182.43,0.15,-9.62,-7.54%,4109.TWO,13.089887211797754,13.35,11.6499996185,2026-03,加捷生醫,2025
🔄 轉虧為盈,-106.78,100.0,-0.29,-137.41,N/A,⚪ 數據不足,237.41,0.08,-15.41,N/A,6680.TWO,0.0,-35.849999999999994,54.9000015259,2026-03,鑫創電子,2025
📉 獲利侵蝕,-13.11,-34.68,6.43,-137.46,33.68%,⚪ 數據不足,102.78,1.62,-1.96,18.07%,1319.TW,0.0,0.0,0.0,2026-03,東陽,2025
📉 獲利侵蝕,-55.59,-35.0,1.63,-137.54000000000002,N/A,❌ 暫避觀望,102.54,0.52,-1.73,N/A,6517.TWO,21.721853799370862,45.3,65.5999984741,2026-03,保勝光學,2025
📉 獲利侵蝕,31.82,0.0,-0.15,-137.61,40.70%,⚪ 數據不足,137.61,-0.04,9.13,-7.01%,2913.TW,0.0,-5.7,11.1499996185,2026-03,農林,2025
📉 獲利侵蝕,-87.79,-94.21,1.29,-137.88,N/A,⚪ 中性觀察,43.67,0.21,-7.53,N/A,8422.TW,1.3019529293940912,299.54999999999995,26.0,2026-03,可寧衛*,2025
⚠️ 獲利稀釋,-0.43,10.57,6.9,-138.13,N/A,⚪ 中性觀察,148.7,2.51,9.26,N/A,6206.TW,7.2393300918422465,277.65000000000003,134.0,2026-03,飛捷,2025
📉 獲利侵蝕,81.39,-34.88,7.31,-138.3,N/A,⚪ 中性觀察,103.42,0.84,-6.21,N/A,6532.TWO,5.890411220188357,175.2,68.8000030518,2026-03,瑞耘,2025
⚠️ 獲利稀釋,34.19,35.71,-0.77,-138.5,N/A,⚪ 數據不足,174.21,-0.18,34.16,N/A,5211.TWO,0.0,-33.3,19.2999992371,2026-03,蒙恬,2025
⚠️ 獲利稀釋,-33.45,173.33,1.95,-138.67999999999998,25.80%,⚪ 中性觀察,312.01,0.11,10.49,1.28%,3306.TWO,7.998204530897667,83.55000000000001,44.5499992371,2026-03,鼎天,2025
⚠️ 獲利稀釋,-4.63,10.06,6.18,-138.73,N/A,⚪ 中性觀察,148.79,1.75,15.04,N/A,8109.TWO,8.679624664879357,223.8,129.5,2026-03,博大,2025
⚠️ 獲利稀釋,-19.23,400.0,0.19,-139.09000000000003,15.75%,❌ 暫避觀望,539.09,0.06,-10.66,-3.56%,1414.TW,45.51282051282051,5.8500000000000005,17.75,2026-03,東和,2025
📉 獲利侵蝕,-47.4,-87.95,3.0,-139.35,N/A,⚪ 中性觀察,51.4,0.1,12.79,N/A,7770.TWO,7.865384908826924,78.0,40.9000015259,2026-03,君曜,2025
⚠️ 獲利稀釋,2.97,2.74,11.47,-139.45,N/A,⚪ 中性觀察,142.19,3.38,3.64,N/A,7765.TW,7.726344452008168,440.70000000000005,227.0,2026-03,中華資安,2025
📉 獲利侵蝕,-6.08,-69.05,5.29,-139.69,49.97%,⚪ 中性觀察,70.64,0.39,4.97,11.73%,1295.TWO,3.723898029845321,193.95,48.1500015259,2026-03,生合,2025
📉 獲利侵蝕,-147.27,-109.68,-0.52,-140.07,N/A,⚪ 數據不足,30.39,-0.03,-12.93,N/A,6243.TW,0.0,-18.6,52.2000007629,2026-03,迅杰,2025
📉 獲利侵蝕,-4.72,-31.58,3.43,-140.25,34.23%,⚪ 中性觀察,108.67,0.91,-1.51,12.30%,4584.TWO,4.5200892857142865,134.39999999999998,40.5,2026-03,君帆,2025
📉 獲利侵蝕,-24.75,-36.22,6.76,-140.68,N/A,⚪ 中性觀察,104.46,1.64,0.46,N/A,2729.TWO,8.329035585353274,290.85,161.5,2026-03,瓦城,2025
📉 獲利侵蝕,-29.75,-69.92,2.81,-141.57,42.16%,❌ 暫避觀望,71.65,0.4,62.61,2.86%,3035.TW,29.699248120300755,99.74999999999999,197.5,2026-03,智原,2025
⚠️ 獲利稀釋,-48.05,102.78,2.0,-141.77,N/A,⚪ 中性觀察,244.55,0.73,-3.28,N/A,6292.TWO,13.980169539405097,52.95,49.3499984741,2026-03,迅德,2025
📉 獲利侵蝕,-0.84,-4.18,17.76,-141.78,N/A,⚪ 中性觀察,137.6,4.62,5.0,N/A,8081.TW,5.9626763768775595,659.1,262.0,2026-03,致新,2025
📉 獲利侵蝕,15.63,-8.28,5.8,-141.87,N/A,⚪ 中性觀察,133.59,1.33,9.33,N/A,6527.TWO,4.7635605006954105,215.7,68.5,2026-03,明達醫,2025
⚠️ 獲利稀釋,18.35,1.56,-2.57,-141.93,N/A,⚪ 數據不足,143.49,-0.63,170.31,N/A,6461.TWO,0.0,-88.05,17.3999996185,2026-03,益得,2025
📉 獲利侵蝕,-39.84,-52.24,3.09,-142.2,N/A,⚪ 中性觀察,89.96,0.64,-27.76,N/A,7715.TWO,3.672150411280846,127.64999999999999,31.25,2026-03,裕山,2025
⚠️ 獲利稀釋,10.18,37.91,42.0,-142.26,47.51%,⚪ 中性觀察,180.17,13.35,11.97,31.25%,1590.TW,13.498152884342142,1583.5500000000002,1425.0,2026-03,亞德客-KY,2025
📉 獲利侵蝕,6.47,-91.38,-1.59,-142.72,32.24%,⚪ 數據不足,51.34,-1.11,1.9,-58.77%,1538.TW,0.0,-39.0,10.0,2026-03,正峰,2025
🔄 轉虧為盈,-246.15,300.0,-0.65,-143.05,N/A,⚪ 數據不足,443.05,0.12,36.88,N/A,5468.TWO,0.0,-13.65,24.2999992371,2026-03,凱鈺,2025
📉 獲利侵蝕,-19.62,-28.44,26.87,-143.09,38.19%,⚪ 中性觀察,114.65,6.19,-2.07,16.92%,3034.TW,7.384212059423246,1029.8999999999999,507.0,2026-03,聯詠,2025
⚠️ 獲利稀釋,14.0,41.67,0.58,-144.31,N/A,❌ 暫避觀望,185.98,0.34,14.37,N/A,8033.TW,79.57446808510639,35.24999999999999,187.0,2026-03,雷虎,2025
📉 獲利侵蝕,6.64,-19.19,34.51,-144.99,N/A,⚪ 中性觀察,125.8,6.77,1.76,N/A,4966.TWO,7.085701032123392,1293.4499999999998,611.0,2026-03,譜瑞-KY,2025
⚠️ 獲利稀釋,110.03,61.74,75.71,-145.23999999999998,N/A,❌ 暫避觀望,206.98,25.7,116.34,N/A,7769.TW,32.53627082213863,2791.5,6055.0,2026-03,鴻勁,2025
⚠️ 獲利稀釋,-50.22,92.31,2.25,-145.57999999999998,N/A,⚪ 中性觀察,237.89,1.01,-7.32,N/A,4995.TWO,10.41407851699793,72.45,50.2999992371,2026-03,晶達,2025
⚠️ 獲利稀釋,-10.94,123.53,0.58,-145.98999999999998,N/A,❌ 暫避觀望,269.52,0.39,-6.81,N/A,4155.TW,19.935065430519483,11.549999999999999,15.3500003815,2026-03,訊映,2025
📉 獲利侵蝕,-23.5,-15.52,1.81,-146.18,33.56%,⚪ 中性觀察,130.66,0.49,-10.06,14.34%,1203.TW,11.113744437417063,63.3,46.9000015259,2026-03,味王,2025
📉 獲利侵蝕,-50.94,-66.89,3.29,-146.45999999999998,N/A,⚪ 中性觀察,79.57,0.5,-15.67,N/A,7642.TWO,9.321058688147295,130.35000000000002,81.0,2026-03,昶瑞機電,2025
⚠️ 獲利稀釋,47.62,30.71,6.25,-147.03,N/A,⚪ 中性觀察,177.74,1.83,34.56,N/A,7810.TWO,14.577151335311575,202.2,196.5,2026-03,捷創科技,2025
📉 獲利侵蝕,-7.07,-39.77,1.85,-147.64000000000001,N/A,❌ 暫避觀望,107.87,0.53,51.84,N/A,8932.TWO,15.546218487394958,107.1,111.0,2026-03,智通*,2025
⚠️ 獲利稀釋,-5.93,3.33,1.13,-147.67999999999998,N/A,❌ 暫避觀望,151.01,0.32,2.84,N/A,6821.TWO,15.161871052482017,41.699999999999996,42.1500015259,2026-03,聯寶,2025
⚠️ 獲利稀釋,32.55,17.55,7.37,-147.81,N/A,❌ 暫避觀望,165.36,2.21,12.43,N/A,5234.TW,17.96619411123228,275.1,329.5,2026-03,達興材料,2025
📉 獲利侵蝕,-25.47,-29.73,2.37,-148.18,N/A,⚪ 中性觀察,118.45,0.26,-2.1,N/A,6671.TW,4.249512521851853,76.94999999999999,21.7999992371,2026-03,三能-KY,2025
📉 獲利侵蝕,3.23,-62.5,0.96,-148.53,N/A,⚪ 數據不足,86.03,0.18,2.69,N/A,8923.TWO,0.0,0.0,0.0,2026-03,時報,2025
📉 獲利侵蝕,-58.85,-29.77,3.0,-148.87,N/A,❌ 暫避觀望,119.1,0.92,-23.02,N/A,4572.TW,20.15449438202247,106.8,143.5,2026-03,駐龍,2025
📉 獲利侵蝕,49.96,-0.63,36.75,-149.18,41.25%,❌ 暫避觀望,148.55,9.53,42.0,31.26%,3653.TW,37.84201235657547,1359.6,3430.0,2026-03,健策,2025
🔄 轉虧為盈,-148.96,-42.86,-1.63,-149.42000000000002,23.65%,⚪ 數據不足,106.56,0.4,-21.77,-15.73%,2231.TW,0.0,-24.3,96.4000015259,2026-03,為升,2025
⚠️ 獲利稀釋,-10.0,16.0,-0.88,-150.01,N/A,⚪ 數據不足,166.01,-0.21,-42.69,N/A,4188.TWO,0.0,-33.75,10.1000003815,2026-03,安克,2025
🔄 轉虧為盈,38.64,111.11,-0.28,-150.05,N/A,⚪ 數據不足,261.16,0.01,-3.71,N/A,6226.TW,0.0,-9.9,18.7999992371,2026-03,光鼎,2025
⚠️ 獲利稀釋,10.39,9.09,4.22,-150.47,N/A,⚪ 中性觀察,159.56,1.08,9.51,N/A,7753.TWO,3.922127183010447,157.95,41.2999992371,2026-03,星亞,2025
⚠️ 獲利稀釋,1.75,17.31,-0.57,-150.56,49.56%,⚪ 數據不足,167.87,-0.44,-9.99,23.11%,4142.TW,0.0,-47.25000000000001,17.0499992371,2026-03,國光生,2025
⚠️ 獲利稀釋,198.64,41.89,6.58,-150.93,N/A,❌ 暫避觀望,192.82,2.1,23.89,N/A,6719.TW,15.68825910931174,222.3,232.5,2026-03,力智,2025
⚠️ 獲利稀釋,-12.9,64.88,15.42,-151.18,N/A,❌ 暫避觀望,216.06,6.23,23.03,N/A,6683.TWO,32.42506811989101,550.4999999999999,1190.0,2026-03,雍智科技,2025
📉 獲利侵蝕,-192.54,-104.55,-0.62,-152.4,44.07%,⚪ 數據不足,47.85,-0.01,5.99,-19.63%,3086.TWO,0.0,-25.5,28.9500007629,2026-03,華義*,2025
⚠️ 獲利稀釋,40.24,13.4,46.93,-152.6,N/A,❌ 暫避觀望,166.0,19.54,35.51,N/A,6515.TW,51.2455226310648,1842.6000000000001,6295.0,2026-03,穎崴,2025
📉 獲利侵蝕,131.69,-82.61,3.14,-152.6,N/A,⚪ 中性觀察,69.99,0.41,786.25,N/A,4946.TWO,8.488612836438923,144.9,82.0,2026-03,辣椒,2025
📉 獲利侵蝕,-39.39,-69.68,2.87,-152.73000000000002,N/A,⚪ 中性觀察,83.05,0.58,-15.03,N/A,6962.TW,4.054726178370646,120.60000000000001,32.5999984741,2026-03,奕力-KY,2025
📉 獲利侵蝕,61.83,-3.85,3.93,-152.76,49.60%,⚪ 中性觀察,148.91,0.51,69.66,5.94%,2756.TWO,6.997607655502393,125.39999999999999,58.5,2026-03,聯發國際,2025
📉 獲利侵蝕,-33.77,-27.27,1.0,-153.12,38.12%,❌ 暫避觀望,125.85,0.24,4.92,-0.86%,3438.TWO,28.56410295533333,29.250000000000004,55.7000007629,2026-03,類比科,2025
📉 獲利侵蝕,-45.5,-28.46,5.64,-153.44,N/A,⚪ 中性觀察,124.98,1.86,-13.21,N/A,6585.TW,8.75,210.0,122.5,2026-03,鼎基,2025
📉 獲利侵蝕,-32.0,-98.28,0.68,-153.53,23.48%,❌ 暫避觀望,55.25,0.01,-88.36,-362.94%,3308.TW,38.49056531792453,7.95,20.3999996185,2026-03,聯德,2025
📉 獲利侵蝕,-51.27,-93.37,6.85,-153.63,34.04%,⚪ 中性觀察,60.26,0.16,-27.63,22.47%,2348.TW,5.634005543818444,208.2,78.1999969482,2026-03,海悅,2025
📉 獲利侵蝕,-45.98,-45.92,1.95,-154.0,N/A,⚪ 中性觀察,108.08,0.53,-12.78,N/A,1524.TW,5.70960690360262,68.7,26.1499996185,2026-03,耿鼎,2025
⚠️ 獲利稀釋,3.25,22.41,3.18,-154.59,46.23%,⚪ 數據不足,177.0,0.71,-2.28,41.07%,2617.TW,0.0,0.0,0.0,2026-03,台航,2025
⚠️ 獲利稀釋,-22.38,45.28,-1.75,-154.6,34.82%,⚪ 數據不足,199.88,-0.29,-11.1,-12.95%,3122.TWO,0.0,-67.95,25.5499992371,2026-03,笙泉,2025
⚠️ 獲利稀釋,-355.0,4.29,-1.83,-154.78,N/A,⚪ 數據不足,159.07,-0.68,10.49,N/A,6695.TW,0.0,-87.9,52.0,2026-03,芯鼎,2025
🏰 高護城河,-12.03,70.37,7.83,-154.98,58.57%,❌ 暫避觀望,225.35,3.68,5.02,27.57%,3491.TWO,61.40350877192983,290.7,1190.0,2026-03,昇達科,2025
⚠️ 獲利稀釋,-20.23,45.61,2.72,-155.0,N/A,⚪ 中性觀察,200.61,0.83,12.38,N/A,6161.TWO,7.631184636566717,100.05,50.9000015259,2026-03,捷波,2025
📉 獲利侵蝕,-5.16,-23.31,5.13,-155.49,N/A,⚪ 中性觀察,132.18,1.29,1.22,N/A,4163.TWO,10.376569037656903,179.25000000000003,124.0,2026-03,鐿鈦,2025
📉 獲利侵蝕,2.89,-14.89,7.34,-155.52999999999997,N/A,⚪ 中性觀察,140.64,1.6,-2.32,N/A,6761.TWO,8.384401114206128,269.25,150.5,2026-03,穩得,2025
📉 獲利侵蝕,15.09,-81.4,1.22,-155.94,40.97%,❌ 暫避觀望,74.54,0.08,38.76,11.18%,3093.TWO,16.187291480234116,44.849999999999994,48.4000015259,2026-03,港建*,2025
📉 獲利侵蝕,-22.13,-41.18,5.49,-156.84,N/A,⚪ 中性觀察,115.66,0.6,22.92,N/A,5474.TWO,12.075928917609048,185.7,149.5,2026-03,聰泰,2025
⚠️ 獲利稀釋,11.33,16.67,6.51,-156.91000000000003,N/A,⚪ 中性觀察,173.58,1.75,19.77,N/A,6498.TWO,5.153294194390084,229.95000000000002,79.0,2026-03,久禾光,2025
⚠️ 獲利稀釋,-28.18,16.98,1.61,-157.4,N/A,⚪ 中性觀察,174.38,0.63,2.96,N/A,9918.TW,9.942660200481651,65.4,43.3499984741,2026-03,欣天然,2025
📉 獲利侵蝕,16.9,-100.0,-0.59,-157.79,N/A,⚪ 數據不足,57.79,-0.62,-2.17,N/A,8067.TWO,0.0,-29.85,12.6499996185,2026-03,志旭,2025
📉 獲利侵蝕,-1377.78,-90.0,-1.33,-158.26999999999998,N/A,⚪ 數據不足,68.27,-0.57,2.86,N/A,5272.TWO,0.0,-50.4,18.3999996185,2026-03,笙科,2025
📉 獲利侵蝕,-57.58,-90.0,0.28,-158.51,24.73%,⚪ 中性觀察,68.51,0.02,-31.39,-2.71%,3024.TW,14.45652194641304,13.800000000000002,13.3000001907,2026-03,憶聲,2025
📉 獲利侵蝕,139.29,-81.82,0.12,-158.55,N/A,❌ 暫避觀望,76.73,0.02,22.38,N/A,8080.TWO,46.66666666666667,9.0,28.0,2026-03,泰霖,2025
📉 獲利侵蝕,-19.59,-68.65,8.29,-159.02,N/A,⚪ 中性觀察,90.37,1.0,2.98,N/A,6862.TW,7.7255537547271755,277.65,143.0,2026-03,三集瑞-KY,2025
⚠️ 獲利稀釋,31.02,26.19,-1.29,-159.39000000000001,42.56%,⚪ 數據不足,185.58,-0.31,9.94,-18.87%,4128.TWO,0.0,-58.650000000000006,14.8999996185,2026-03,中天,2025
⚠️ 獲利稀釋,-14.17,36.13,12.15,-159.41,N/A,⚪ 中性觀察,195.54,3.27,-9.4,N/A,6996.TWO,6.287959985709182,419.85,176.0,2026-03,力領科技,2025
📉 獲利侵蝕,-13.92,-3.77,1.36,-159.61,34.44%,⚪ 中性觀察,155.84,0.51,0.3,17.09%,1568.TW,8.69300923449848,49.35,28.6000003815,2026-03,倉佑,2025
⚠️ 獲利稀釋,-462.96,52.94,-1.52,-161.35,N/A,⚪ 數據不足,214.29,-0.24,11.69,N/A,6237.TWO,0.0,-67.2,34.8499984741,2026-03,驊訊,2025
📉 獲利侵蝕,-62.55,-61.9,2.25,-162.27,N/A,⚪ 中性觀察,100.37,0.4,-23.31,N/A,8102.TWO,13.886792164924532,79.49999999999999,73.5999984741,2026-03,傑霖科技,2025
📉 獲利侵蝕,57.43,-25.14,5.51,-162.29000000000002,N/A,⚪ 中性觀察,137.15,1.37,37.15,N/A,6203.TWO,6.014558550873522,164.85,66.0999984741,2026-03,海韻電,2025
⚠️ 獲利稀釋,-22.95,22.89,6.32,-163.5,N/A,⚪ 中性觀察,186.39,2.47,3.91,N/A,6651.TWO,7.820512820512819,234.00000000000003,122.0,2026-03,全宇昕,2025
📉 獲利侵蝕,-12.32,-8.48,7.4,-164.20999999999998,25.33%,⚪ 中性觀察,155.73,2.59,1.19,7.00%,3213.TWO,6.593124679322729,292.35,128.5,2026-03,茂訊,2025
📉 獲利侵蝕,59.69,-114.81,-1.34,-165.21,27.86%,⚪ 數據不足,50.4,-0.58,34.04,-40.94%,2424.TW,0.0,-58.8,8.4300003052,2026-03,隴華,2025
📉 獲利侵蝕,-32.69,-26.32,3.81,-165.56,44.64%,⚪ 中性觀察,139.24,0.84,-11.82,12.42%,4138.TWO,5.26748979042181,145.8,51.2000007629,2026-03,曜亞,2025
⚠️ 獲利稀釋,-22.2,333.33,4.31,-165.8,35.36%,⚪ 中性觀察,499.13,1.17,-4.75,30.49%,2606.TW,6.896551724137933,139.19999999999996,64.0,2026-03,裕民,2025
⚠️ 獲利稀釋,141.94,12.5,0.13,-166.92,43.11%,❌ 暫避觀望,179.42,0.09,-3.71,22.84%,3252.TWO,97.94117422647061,2.55,16.6499996185,2026-03,海灣,2025
⚠️ 獲利稀釋,240.74,197.5,1.91,-167.23000000000002,N/A,⚪ 中性觀察,364.73,1.19,-0.48,N/A,4949.TW,12.602996826179776,80.1,67.3000030518,2026-03,有成精密,2025
⚠️ 獲利稀釋,-0.23,96.93,8.67,-167.26,N/A,⚪ 中性觀察,264.19,3.21,12.03,N/A,6197.TW,14.285714285714288,325.49999999999994,310.0,2026-03,佳必琪,2025
⚠️ 獲利稀釋,-40.62,25.58,-5.1,-167.39999999999998,N/A,⚪ 數據不足,192.98,-0.64,-62.05,N/A,6550.TW,0.0,-160.04999999999998,12.0,2026-03,北極星藥業-KY,2025
📉 獲利侵蝕,-234.57,-4.55,-1.09,-167.48000000000002,35.81%,⚪ 數據不足,162.93,-0.23,-16.89,-38.32%,2482.TW,0.0,-45.3,17.6499996185,2026-03,連宇,2025
📉 獲利侵蝕,-516.13,-11.11,-1.29,-168.3,N/A,⚪ 數據不足,157.19,-0.4,-31.28,N/A,8437.TWO,0.0,-46.050000000000004,9.8800001144,2026-03,大地-KY,2025
⚠️ 獲利稀釋,17.26,21.52,12.25,-168.54,39.78%,❌ 暫避觀望,190.06,3.85,18.56,15.69%,2395.TW,19.212962962962962,453.6,581.0,2026-03,研華,2025
⚠️ 獲利稀釋,-69.96,46.51,0.67,-168.57000000000002,N/A,❌ 暫避觀望,215.08,0.64,-2.5,N/A,6224.TW,17.891373801916934,46.949999999999996,56.0,2026-03,聚鼎,2025
⚠️ 獲利稀釋,32.78,63.39,11.33,-169.10000000000002,44.02%,❌ 暫避觀望,232.49,3.66,28.3,23.34%,4749.TWO,26.97642163661581,432.6,778.0,2026-03,新應材,2025
⚠️ 獲利稀釋,-50.25,31.51,3.01,-169.86,N/A,❌ 暫避觀望,201.37,0.96,-13.26,N/A,6937.TW,42.02898550724638,103.49999999999999,290.0,2026-03,天虹,2025
⚠️ 獲利稀釋,36.27,21.39,10.22,-170.18,N/A,⚪ 中性觀察,191.57,2.27,13.3,N/A,6690.TWO,6.79063936481404,358.95000000000005,162.5,2026-03,安�硌穈T,2025
📉 獲利侵蝕,152.21,-100.0,0.71,-170.28,N/A,❌ 暫避觀望,70.28,0.0,16.84,N/A,6485.TWO,89.85714503700001,10.5,62.9000015259,2026-03,點序,2025
⚠️ 獲利稀釋,-54.29,25.0,-1.63,-170.61,N/A,⚪ 數據不足,195.61,-0.21,-1.45,N/A,6929.TWO,0.0,-49.05,22.8500003815,2026-03,佑全,2025
⚠️ 獲利稀釋,-22.77,18.71,4.58,-170.81,N/A,⚪ 中性觀察,189.52,1.65,-12.32,N/A,5299.TWO,8.570102418922934,161.55,92.3000030518,2026-03,杰力,2025
⚠️ 獲利稀釋,-89.88,620.0,0.26,-172.04999999999995,15.09%,❌ 暫避觀望,792.05,0.36,-23.91,1.25%,1323.TW,29.411764705882355,10.2,20.0,2026-03,永裕,2025
📉 獲利侵蝕,-22.56,-43.18,2.3,-172.23000000000002,45.13%,⚪ 中性觀察,129.05,0.28,-2.97,17.87%,2070.TWO,11.889400570069125,65.1,51.5999984741,2026-03,精湛,2025
📉 獲利侵蝕,60.88,-55.88,5.37,-172.28,N/A,⚪ 中性觀察,116.4,0.75,38.81,N/A,6591.TW,3.3259911334140972,204.29999999999998,45.2999992371,2026-03,動力-KY,2025
