日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-07-24,1540,喬福,21.55,44.99,2000,-46880,-52.10%
2026-07-24,2399,映泰,38.8,41.99,3000,-9570,-7.60%
2026-07-24,2609,陽明,50.5,77.27,1000,-26770,-34.64%
2026-07-24,2618,長榮航,40.85,46.14,2000,-10580,-11.47%
2026-07-24,00738U,期元大道瓊白銀,47.94,68.36,1000,-20420,-29.87%
2026-07-24,00635U,期元大S&P黃金,42.99,53.65,2000,-21320,-19.87%
2026-07-24,009816,凱基台灣TOP50,15.04,11.32,35000,130200,32.86%
