股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
PLX.VN,未知,🔥 訊號出現,37950.0,72.91,⚪ 一般監控,66.67%,50.00%,6.44%,-4.52%,12,36234.69,0.5,0.0644
GMD.VN,未知,🔥 訊號出現,79500.0,80.0,🔴 空頭陷阱,52.94%,41.18%,-1.11%,-2.52%,17,77494.11,0.4118,-0.0111
BID.VN,未知,無,36000.0,73.13,🟢 黃金標的,54.55%,63.64%,5.19%,-2.26%,11,0.0,0.6364,0.0519
LPB.VN,未知,無,50000.0,38.6,⚪ 一般監控,50.00%,62.50%,2.07%,-1.94%,8,0.0,0.625,0.0207
FRT.VN,未知,無,145100.0,82.27,⚪ 一般監控,44.44%,44.44%,0.47%,-2.75%,9,0.0,0.4444,0.0047
VIC.VN,未知,無,200000.0,31.56,⚪ 一般監控,57.14%,42.86%,2.38%,-4.65%,7,0.0,0.4286,0.0238
VNM.VN,未知,無,62100.0,62.35,⚪ 一般監控,28.57%,42.86%,0.43%,-3.59%,7,0.0,0.4286,0.0043
BCM.VN,未知,無,42600.0,71.23,⚪ 一般監控,0.00%,40.00%,1.75%,-5.28%,5,0.0,0.4,0.0175
VCB.VN,未知,無,58000.0,64.66,⚪ 一般監控,66.67%,33.33%,2.80%,-1.85%,12,0.0,0.3333,0.028
VID.VN,未知,無,4400.0,37.9,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
FUEVFVND.VN,未知,無,33150.0,68.43,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
VPB.VN,未知,無,24900.0,55.67,🔴 空頭陷阱,0.00%,50.00%,-2.67%,-4.17%,2,0.0,0.5,-0.0267
SSI.VN,未知,無,19500.0,63.25,🔴 空頭陷阱,25.00%,50.00%,-2.79%,-5.32%,4,0.0,0.5,-0.0279
HDB.VN,未知,無,26950.0,66.67,🔴 空頭陷阱,42.86%,42.86%,-1.21%,-1.73%,7,0.0,0.4286,-0.0121
FPT.VN,未知,無,69000.0,64.23,🔴 空頭陷阱,20.00%,40.00%,-0.16%,-3.47%,5,0.0,0.4,-0.0016
E1VFVN30.VN,未知,無,33800.0,57.06,🔴 空頭陷阱,66.67%,33.33%,-1.42%,-1.34%,3,0.0,0.3333,-0.0142
VHC.VN,未知,無,53400.0,50.0,🔴 空頭陷阱,44.44%,33.33%,-0.68%,-2.45%,9,0.0,0.3333,-0.0068
HPG.VN,未知,無,21000.0,40.0,🔴 空頭陷阱,33.33%,33.33%,-0.29%,-1.88%,3,0.0,0.3333,-0.0029
HVN.VN,未知,無,22850.0,60.48,🔴 空頭陷阱,75.00%,25.00%,-3.72%,-3.82%,4,0.0,0.25,-0.0372
VHM.VN,未知,無,69200.0,48.03,🔴 空頭陷阱,20.00%,20.00%,-1.41%,-5.24%,5,0.0,0.2,-0.0141
GEE.VN,未知,無,67800.0,58.14,🔴 空頭陷阱,50.00%,16.67%,-5.81%,-7.85%,12,0.0,0.1667,-0.0581
MBB.VN,未知,無,19950.0,58.77,🔴 空頭陷阱,0.00%,0.00%,-4.20%,-4.00%,1,0.0,0.0,-0.042
MWG.VN,未知,無,72800.0,72.34,🔴 空頭陷阱,33.33%,0.00%,-6.17%,-3.39%,3,0.0,0.0,-0.0617
VJC.VN,未知,無,123500.0,41.53,🔴 空頭陷阱,50.00%,0.00%,-3.02%,-4.94%,2,0.0,0.0,-0.0302
