name,om,advice,prev_year,rev_yoy,symbol,est_price,date,expansion,prev_rev_yoy,prev_eps_yoy,eps_yoy,price,gm,prev_eps,status,eps,pe
家登,17.47%,❌ 暫避觀望,2025,149.46,3680.TWO,282.3,2026-03,-133.55,12.26,-22.51,15.91,473.5,43.28%,9.43,⚠️ 獲利稀釋,2.55,25.159404888416578
寶陞,9.02%,⚪ 中性觀察,2025,136.2,2948.TWO,77.25,2026-03,-133.64,1.84,-2.28,2.56,35.9000015259,48.05%,2.14,⚠️ 獲利稀釋,0.4,6.970874082699029
弘塑,29.56%,❌ 暫避觀望,2025,215.25,3131.TWO,1553.55,2026-03,-134.24,59.93,56.98,81.01,2465.0,42.10%,45.48,⚠️ 獲利稀釋,16.11,23.800328280390076
台南-KY,N/A,⚪ 中性觀察,2025,64.29,5906.TW,42.45,2026-03,-134.56,-7.04,-41.32,-70.27,38.0,N/A,0.98,📉 獲利侵蝕,0.11,13.42756183745583
大城地產,N/A,⚪ 中性觀察,2025,301.75,6171.TWO,158.10000000000002,2026-03,-135.08,-35.35,-33.33,166.67,23.2999992371,N/A,3.82,⚠️ 獲利稀釋,0.08,2.2106261135768497
耀登,7.58%,❌ 暫避觀望,2025,226.98,3138.TW,15.3,2026-03,-136.5,2.05,-51.49,90.48,95.0,41.30%,1.5,⚠️ 獲利稀釋,-0.02,93.13725490196079
尚凡*,N/A,⚪ 中性觀察,2025,115.09,5278.TWO,38.849999999999994,2026-03,-136.71,18.28,56.72,-21.62,24.3500003815,N/A,1.05,📉 獲利侵蝕,0.29,9.401544548841699
富致,N/A,⚪ 中性觀察,2025,124.86,6642.TWO,93.15,2026-03,-136.76,3.61,-27.37,-11.9,79.0999984741,N/A,2.6,📉 獲利侵蝕,0.74,12.737519883107892
加捷生醫,-7.54%,⚪ 中性觀察,2025,182.43,4109.TWO,13.35,2026-03,-136.98000000000002,-9.62,-80.37,45.45,11.3999996185,24.70%,0.43,⚠️ 獲利稀釋,0.15,12.80898833539326
鑫創電子,N/A,⚪ 數據不足,2025,237.41,6680.TWO,-35.849999999999994,2026-03,-137.41,-15.41,-106.78,100.0,52.9000015259,N/A,-0.29,🔄 轉虧為盈,0.08,0.0
東陽,18.07%,⚪ 數據不足,2025,102.78,1319.TW,0.0,2026-03,-137.46,-1.96,-13.11,-34.68,0.0,33.68%,6.43,📉 獲利侵蝕,1.62,0.0
保勝光學,N/A,❌ 暫避觀望,2025,102.54,6517.TWO,45.3,2026-03,-137.54000000000002,-1.73,-55.59,-35.0,68.0999984741,N/A,1.63,📉 獲利侵蝕,0.52,22.549668368907287
農林,-7.01%,⚪ 數據不足,2025,137.61,2913.TW,-5.7,2026-03,-137.61,9.13,31.82,0.0,11.1000003815,40.70%,-0.15,📉 獲利侵蝕,-0.04,0.0
可寧衛*,N/A,⚪ 中性觀察,2025,43.67,8422.TW,299.54999999999995,2026-03,-137.88,-7.53,-87.79,-94.21,27.1000003815,N/A,1.29,📉 獲利侵蝕,0.21,1.3570355724336505
飛捷,N/A,⚪ 中性觀察,2025,148.7,6206.TW,277.65000000000003,2026-03,-138.13,9.26,-0.43,10.57,143.5,N/A,6.9,⚠️ 獲利稀釋,2.51,7.7525661804430035
瑞耘,N/A,⚪ 中性觀察,2025,103.42,6532.TWO,175.2,2026-03,-138.3,-6.21,81.39,-34.88,84.8000030518,N/A,7.31,📉 獲利侵蝕,0.84,7.260274233886987
蒙恬,N/A,⚪ 數據不足,2025,174.21,5211.TWO,-33.3,2026-03,-138.5,34.16,34.19,35.71,19.1000003815,N/A,-0.77,⚠️ 獲利稀釋,-0.18,0.0
鼎天,1.28%,⚪ 中性觀察,2025,312.01,3306.TWO,83.55000000000001,2026-03,-138.67999999999998,10.49,-33.45,173.33,43.8499984741,25.80%,1.95,⚠️ 獲利稀釋,0.11,7.872531144362656
博大,N/A,⚪ 中性觀察,2025,148.79,8109.TWO,223.8,2026-03,-138.73,15.04,-4.63,10.06,134.5,N/A,6.18,⚠️ 獲利稀釋,1.75,9.014745308310992
東和,-3.56%,❌ 暫避觀望,2025,539.09,1414.TW,5.8500000000000005,2026-03,-139.09000000000003,-10.66,-19.23,400.0,20.3999996185,15.75%,0.19,⚠️ 獲利稀釋,0.06,52.30769132948718
君曜,N/A,⚪ 中性觀察,2025,51.4,7770.TWO,78.0,2026-03,-139.35,12.79,-47.4,-87.95,38.0,N/A,3.0,📉 獲利侵蝕,0.1,7.3076923076923075
中華資安,N/A,⚪ 中性觀察,2025,142.19,7765.TW,440.70000000000005,2026-03,-139.45,3.64,2.97,2.74,223.0,N/A,11.47,⚠️ 獲利稀釋,3.38,7.590197413206262
生合,11.73%,⚪ 中性觀察,2025,70.64,1295.TWO,193.95,2026-03,-139.69,4.97,-6.08,-69.05,45.9000015259,49.97%,5.29,📉 獲利侵蝕,0.39,3.549884108731632
迅杰,N/A,⚪ 數據不足,2025,30.39,6243.TW,-18.6,2026-03,-140.07,-12.93,-147.27,-109.68,42.8499984741,N/A,-0.52,📉 獲利侵蝕,-0.03,0.0
君帆,12.30%,⚪ 中性觀察,2025,108.67,4584.TWO,134.39999999999998,2026-03,-140.25,-1.51,-4.72,-31.58,39.7999992371,34.23%,3.43,📉 獲利侵蝕,0.91,4.441964200569197
瓦城,N/A,⚪ 中性觀察,2025,104.46,2729.TWO,290.85,2026-03,-140.68,0.46,-24.75,-36.22,160.0,N/A,6.76,📉 獲利侵蝕,1.64,8.251676121712222
智原,2.86%,❌ 暫避觀望,2025,71.65,3035.TW,99.74999999999999,2026-03,-141.57,62.61,-29.75,-69.92,170.5,42.16%,2.81,📉 獲利侵蝕,0.4,25.639097744360903
迅德,N/A,❌ 暫避觀望,2025,244.55,6292.TWO,52.95,2026-03,-141.77,-3.28,-48.05,102.78,62.0999984741,N/A,2.0,⚠️ 獲利稀釋,0.73,17.592067556402263
致新,N/A,⚪ 中性觀察,2025,137.6,8081.TW,659.1,2026-03,-141.78,5.0,-0.84,-4.18,252.0,N/A,17.76,📉 獲利侵蝕,4.62,5.735093309057805
明達醫,N/A,⚪ 中性觀察,2025,133.59,6527.TWO,215.7,2026-03,-141.87,9.33,15.63,-8.28,75.0,N/A,5.8,📉 獲利侵蝕,1.33,5.215577190542421
益得,N/A,⚪ 數據不足,2025,143.49,6461.TWO,-88.05,2026-03,-141.93,170.31,18.35,1.56,16.0,N/A,-2.57,⚠️ 獲利稀釋,-0.63,0.0
裕山,N/A,⚪ 中性觀察,2025,89.96,7715.TWO,127.64999999999999,2026-03,-142.2,-27.76,-39.84,-52.24,31.1000003815,N/A,3.09,📉 獲利侵蝕,0.64,3.6545241341363104
亞德客-KY,31.25%,⚪ 中性觀察,2025,180.17,1590.TW,1583.5500000000002,2026-03,-142.26,11.97,10.18,37.91,1480.0,47.51%,42.0,⚠️ 獲利稀釋,13.35,14.019134223737803
正峰,-58.77%,⚪ 數據不足,2025,51.34,1538.TW,-39.0,2026-03,-142.72,1.9,6.47,-91.38,9.1599998474,32.24%,-1.59,📉 獲利侵蝕,-1.11,0.0
凱鈺,N/A,⚪ 數據不足,2025,443.05,5468.TWO,-13.65,2026-03,-143.05,36.88,-246.15,300.0,29.9500007629,N/A,-0.65,🔄 轉虧為盈,0.12,0.0
聯詠,16.92%,⚪ 中性觀察,2025,114.65,3034.TW,1029.8999999999999,2026-03,-143.09,-2.07,-19.62,-28.44,505.0,38.19%,26.87,📉 獲利侵蝕,6.19,7.355083017768716
雷虎,N/A,❌ 暫避觀望,2025,185.98,8033.TW,35.24999999999999,2026-03,-144.31,14.37,14.0,41.67,186.0,N/A,0.58,⚠️ 獲利稀釋,0.34,79.14893617021278
譜瑞-KY,N/A,⚪ 中性觀察,2025,125.8,4966.TWO,1293.4499999999998,2026-03,-144.99,1.76,6.64,-19.19,565.0,N/A,34.51,📉 獲利侵蝕,6.77,6.552243998608374
鴻勁,N/A,❌ 暫避觀望,2025,206.98,7769.TW,2791.5,2026-03,-145.23999999999998,116.34,110.03,61.74,6525.0,N/A,75.71,⚠️ 獲利稀釋,25.7,35.06179473401397
晶達,N/A,⚪ 中性觀察,2025,237.89,4995.TWO,72.45,2026-03,-145.57999999999998,-7.32,-50.22,92.31,49.0999984741,N/A,2.25,⚠️ 獲利稀釋,1.01,10.165631154057971
訊映,N/A,❌ 暫避觀望,2025,269.52,4155.TW,11.549999999999999,2026-03,-145.98999999999998,-6.81,-10.94,123.53,14.6999998093,N/A,0.58,⚠️ 獲利稀釋,0.39,19.090908843246755
味王,14.34%,⚪ 中性觀察,2025,130.66,1203.TW,63.3,2026-03,-146.18,-10.06,-23.5,-15.52,43.7000007629,33.56%,1.81,📉 獲利侵蝕,0.49,10.355450417748814
昶瑞機電,N/A,⚪ 中性觀察,2025,79.57,7642.TWO,130.35000000000002,2026-03,-146.45999999999998,-15.67,-50.94,-66.89,77.9000015259,N/A,3.29,📉 獲利侵蝕,0.5,8.964326988020712
捷創科技,N/A,⚪ 中性觀察,2025,177.74,7810.TWO,202.2,2026-03,-147.03,34.56,47.62,30.71,195.5,N/A,6.25,⚠️ 獲利稀釋,1.83,14.502967359050446
智通*,N/A,❌ 暫避觀望,2025,107.87,8932.TWO,107.1,2026-03,-147.64000000000001,51.84,-7.07,-39.77,109.0,N/A,1.85,📉 獲利侵蝕,0.53,15.266106442577032
聯寶,N/A,⚪ 中性觀察,2025,151.01,6821.TWO,41.699999999999996,2026-03,-147.67999999999998,2.84,-5.93,3.33,40.9500007629,N/A,1.13,⚠️ 獲利稀釋,0.32,14.73021610176259
達興材料,N/A,❌ 暫避觀望,2025,165.36,5234.TW,275.1,2026-03,-147.81,12.43,32.55,17.55,303.0,N/A,7.37,⚠️ 獲利稀釋,2.21,16.521264994547437
三能-KY,N/A,⚪ 中性觀察,2025,118.45,6671.TW,76.94999999999999,2026-03,-148.18,-2.1,-25.47,-29.73,22.2999992371,N/A,2.37,📉 獲利侵蝕,0.26,4.346978408791424
時報,N/A,⚪ 中性觀察,2025,86.03,8923.TWO,34.199999999999996,2026-03,-148.53,2.69,3.23,-62.5,18.8500003815,N/A,0.96,📉 獲利侵蝕,0.18,8.267544026973685
駐龍,N/A,❌ 暫避觀望,2025,119.1,4572.TW,106.8,2026-03,-148.87,-23.02,-58.85,-29.77,140.5,N/A,3.0,📉 獲利侵蝕,0.92,19.73314606741573
健策,31.26%,❌ 暫避觀望,2025,148.55,3653.TW,1359.6,2026-03,-149.18,42.0,49.96,-0.63,5150.0,41.25%,36.75,📉 獲利侵蝕,9.53,56.81818181818182
為升,-15.73%,⚪ 數據不足,2025,106.56,2231.TW,-24.3,2026-03,-149.42000000000002,-21.77,-148.96,-42.86,96.0,23.65%,-1.63,🔄 轉虧為盈,0.4,0.0
安克,N/A,⚪ 數據不足,2025,166.01,4188.TWO,-33.75,2026-03,-150.01,-42.69,-10.0,16.0,10.1999998093,N/A,-0.88,⚠️ 獲利稀釋,-0.21,0.0
光鼎,N/A,⚪ 數據不足,2025,261.16,6226.TW,-9.9,2026-03,-150.05,-3.71,38.64,111.11,21.1000003815,N/A,-0.28,🔄 轉虧為盈,0.01,0.0
星亞,N/A,⚪ 中性觀察,2025,159.56,7753.TWO,157.95,2026-03,-150.47,9.51,10.39,9.09,37.5,N/A,4.22,⚠️ 獲利稀釋,1.08,3.5612535612535616
國光生,23.11%,⚪ 數據不足,2025,167.87,4142.TW,-47.25000000000001,2026-03,-150.56,-9.99,1.75,17.31,17.2999992371,49.56%,-0.57,⚠️ 獲利稀釋,-0.44,0.0
力智,N/A,⚪ 中性觀察,2025,192.82,6719.TW,222.3,2026-03,-150.93,23.89,198.64,41.89,194.5,N/A,6.58,⚠️ 獲利稀釋,2.1,13.124156545209177
雍智科技,N/A,❌ 暫避觀望,2025,216.06,6683.TWO,550.4999999999999,2026-03,-151.18,23.03,-12.9,64.88,1260.0,N/A,15.42,⚠️ 獲利稀釋,6.23,34.332425068119896
華義*,-19.63%,⚪ 數據不足,2025,47.85,3086.TWO,-25.5,2026-03,-152.4,5.99,-192.54,-104.55,26.3999996185,44.07%,-0.62,📉 獲利侵蝕,-0.01,0.0
穎崴,N/A,❌ 暫避觀望,2025,166.0,6515.TW,1842.6000000000001,2026-03,-152.6,35.51,40.24,13.4,6315.0,N/A,46.93,⚠️ 獲利稀釋,19.54,51.40833604689026
辣椒,N/A,⚪ 中性觀察,2025,69.99,4946.TWO,144.9,2026-03,-152.6,786.25,131.69,-82.61,85.5999984741,N/A,3.14,📉 獲利侵蝕,0.41,8.861283485931677
奕力-KY,N/A,⚪ 中性觀察,2025,83.05,6962.TW,120.60000000000001,2026-03,-152.73000000000002,-15.03,-39.39,-69.68,30.2000007629,N/A,2.87,📉 獲利侵蝕,0.58,3.756219000360696
聯發國際,5.94%,⚪ 中性觀察,2025,148.91,2756.TWO,125.39999999999999,2026-03,-152.76,69.66,61.83,-3.85,61.0,49.60%,3.93,📉 獲利侵蝕,0.51,7.29665071770335
類比科,-0.86%,❌ 暫避觀望,2025,125.85,3438.TWO,29.250000000000004,2026-03,-153.12,4.92,-33.77,-27.27,56.5999984741,38.12%,1.0,📉 獲利侵蝕,0.24,29.0256402431282
鼎基,N/A,⚪ 中性觀察,2025,124.98,6585.TW,210.0,2026-03,-153.44,-13.21,-45.5,-28.46,116.5,N/A,5.64,📉 獲利侵蝕,1.86,8.321428571428571
聯德,-362.94%,❌ 暫避觀望,2025,55.25,3308.TW,7.95,2026-03,-153.53,-88.36,-32.0,-98.28,20.1000003815,23.48%,0.68,📉 獲利侵蝕,0.01,37.92452902169811
海悅,22.47%,⚪ 中性觀察,2025,60.26,2348.TW,208.2,2026-03,-153.63,-27.63,-51.27,-93.37,69.4000015259,34.04%,6.85,📉 獲利侵蝕,0.16,5.000000109935159
耿鼎,N/A,⚪ 中性觀察,2025,108.08,1524.TW,68.7,2026-03,-154.0,-12.78,-45.98,-45.92,26.8999996185,N/A,1.95,📉 獲利侵蝕,0.53,5.873362362117904
台航,41.07%,⚪ 數據不足,2025,177.0,2617.TW,0.0,2026-03,-154.59,-2.28,3.25,22.41,0.0,46.23%,3.18,⚠️ 獲利稀釋,0.71,0.0
笙泉,-12.95%,⚪ 數據不足,2025,199.88,3122.TWO,-67.95,2026-03,-154.6,-11.1,-22.38,45.28,25.3999996185,34.82%,-1.75,⚠️ 獲利稀釋,-0.29,0.0
芯鼎,N/A,⚪ 數據不足,2025,159.07,6695.TW,-87.9,2026-03,-154.78,10.49,-355.0,4.29,48.2999992371,N/A,-1.83,⚠️ 獲利稀釋,-0.68,0.0
昇達科,27.57%,❌ 暫避觀望,2025,225.35,3491.TWO,290.7,2026-03,-154.98,5.02,-12.03,70.37,1250.0,58.57%,7.83,🏰 高護城河,3.68,64.49948400412796
捷波,N/A,⚪ 中性觀察,2025,200.61,6161.TWO,100.05,2026-03,-155.0,12.38,-20.23,45.61,50.2000007629,N/A,2.72,⚠️ 獲利稀釋,0.83,7.526236995937031
鐿鈦,N/A,⚪ 中性觀察,2025,132.18,4163.TWO,179.25000000000003,2026-03,-155.49,1.22,-5.16,-23.31,145.5,N/A,5.13,📉 獲利侵蝕,1.29,12.17573221757322
穩得,N/A,⚪ 中性觀察,2025,140.64,6761.TWO,269.25,2026-03,-155.52999999999997,-2.32,2.89,-14.89,181.0,N/A,7.34,📉 獲利侵蝕,1.6,10.083565459610028
港建*,11.18%,❌ 暫避觀望,2025,74.54,3093.TWO,44.849999999999994,2026-03,-155.94,38.76,15.09,-81.4,47.5499992371,40.97%,1.22,📉 獲利侵蝕,0.08,15.903009778294317
聰泰,N/A,⚪ 中性觀察,2025,115.66,5474.TWO,185.7,2026-03,-156.84,22.92,-22.13,-41.18,162.0,N/A,5.49,📉 獲利侵蝕,0.6,13.08562197092084
久禾光,N/A,⚪ 中性觀察,2025,173.58,6498.TWO,229.95000000000002,2026-03,-156.91000000000003,19.77,11.33,16.67,75.3000030518,N/A,6.51,⚠️ 獲利稀釋,1.75,4.9119375767645135
欣天然,N/A,⚪ 中性觀察,2025,174.38,9918.TW,65.4,2026-03,-157.4,2.96,-28.18,16.98,42.4500007629,N/A,1.61,⚠️ 獲利稀釋,0.63,9.736238707087155
志旭,N/A,⚪ 數據不足,2025,57.79,8067.TWO,-29.85,2026-03,-157.79,-2.17,16.9,-100.0,12.8000001907,N/A,-0.59,📉 獲利侵蝕,-0.62,0.0
笙科,N/A,⚪ 數據不足,2025,68.27,5272.TWO,-50.4,2026-03,-158.26999999999998,2.86,-1377.78,-90.0,17.25,N/A,-1.33,📉 獲利侵蝕,-0.57,0.0
憶聲,-2.71%,⚪ 中性觀察,2025,68.51,3024.TW,13.800000000000002,2026-03,-158.51,-31.39,-57.58,-90.0,13.4499998093,24.73%,0.28,📉 獲利侵蝕,0.02,14.619565010108692
泰霖,N/A,❌ 暫避觀望,2025,76.73,8080.TWO,9.0,2026-03,-158.55,22.38,139.29,-81.82,27.7000007629,N/A,0.12,📉 獲利侵蝕,0.02,46.16666793816667
三集瑞-KY,N/A,⚪ 中性觀察,2025,90.37,6862.TW,277.65,2026-03,-159.02,2.98,-19.59,-68.65,137.0,N/A,8.29,📉 獲利侵蝕,1.0,7.401404646137224
中天,-18.87%,⚪ 數據不足,2025,185.58,4128.TWO,-58.650000000000006,2026-03,-159.39000000000001,9.94,31.02,26.19,15.1000003815,42.56%,-1.29,⚠️ 獲利稀釋,-0.31,0.0
力領科技,N/A,⚪ 中性觀察,2025,195.54,6996.TWO,419.85,2026-03,-159.41,-9.4,-14.17,36.13,178.0,N/A,12.15,⚠️ 獲利稀釋,3.27,6.359414076455876
倉佑,17.09%,⚪ 中性觀察,2025,155.84,1568.TW,49.35,2026-03,-159.61,0.3,-13.92,-3.77,29.0499992371,34.44%,1.36,📉 獲利侵蝕,0.51,8.829787002158055
驊訊,N/A,⚪ 數據不足,2025,214.29,6237.TWO,-67.2,2026-03,-161.35,11.69,-462.96,52.94,33.4000015259,N/A,-1.52,⚠️ 獲利稀釋,-0.24,0.0
傑霖科技,N/A,⚪ 中性觀察,2025,100.37,8102.TWO,79.49999999999999,2026-03,-162.27,-23.31,-62.55,-61.9,70.0,N/A,2.25,📉 獲利侵蝕,0.4,13.207547169811324
海韻電,N/A,⚪ 中性觀察,2025,137.15,6203.TWO,164.85,2026-03,-162.29000000000002,37.15,57.43,-25.14,59.7999992371,N/A,5.51,📉 獲利侵蝕,1.37,5.441310212656961
全宇昕,N/A,⚪ 中性觀察,2025,186.39,6651.TWO,234.00000000000003,2026-03,-163.5,3.91,-22.95,22.89,136.5,N/A,6.32,⚠️ 獲利稀釋,2.47,8.75
茂訊,7.00%,⚪ 中性觀察,2025,155.73,3213.TWO,292.35,2026-03,-164.20999999999998,1.19,-12.32,-8.48,132.0,25.33%,7.4,📉 獲利侵蝕,2.59,6.772703950743971
隴華,-40.94%,⚪ 數據不足,2025,50.4,2424.TW,-58.8,2026-03,-165.21,34.04,59.69,-114.81,8.3599996567,27.86%,-1.34,📉 獲利侵蝕,-0.58,0.0
曜亞,12.42%,⚪ 中性觀察,2025,139.24,4138.TWO,145.8,2026-03,-165.56,-11.82,-32.69,-26.32,50.7999992371,44.64%,3.81,📉 獲利侵蝕,0.84,5.226337370072017
裕民,30.49%,⚪ 中性觀察,2025,499.13,2606.TW,139.19999999999996,2026-03,-165.8,-4.75,-22.2,333.33,69.0,35.36%,4.31,⚠️ 獲利稀釋,1.17,7.435344827586209
海灣,22.84%,❌ 暫避觀望,2025,179.42,3252.TWO,2.55,2026-03,-166.92,-3.71,141.94,12.5,15.8000001907,43.11%,0.13,⚠️ 獲利稀釋,0.09,92.94117759235296
有成精密,N/A,⚪ 中性觀察,2025,364.73,4949.TW,80.1,2026-03,-167.23000000000002,-0.48,240.74,197.5,73.0,N/A,1.91,⚠️ 獲利稀釋,1.19,13.670411985018728
佳必琪,N/A,⚪ 中性觀察,2025,264.19,6197.TW,325.49999999999994,2026-03,-167.26,12.03,-0.23,96.93,294.0,N/A,8.67,⚠️ 獲利稀釋,3.21,13.548387096774196
北極星藥業-KY,N/A,⚪ 數據不足,2025,192.98,6550.TW,-160.04999999999998,2026-03,-167.39999999999998,-62.05,-40.62,25.58,10.3000001907,N/A,-5.1,⚠️ 獲利稀釋,-0.64,0.0
連宇,-38.32%,⚪ 數據不足,2025,162.93,2482.TW,-45.3,2026-03,-167.48000000000002,-16.89,-234.57,-4.55,15.75,35.81%,-1.09,📉 獲利侵蝕,-0.23,0.0
大地-KY,N/A,⚪ 數據不足,2025,157.19,8437.TWO,-46.050000000000004,2026-03,-168.3,-31.28,-516.13,-11.11,9.0600004196,N/A,-1.29,📉 獲利侵蝕,-0.4,0.0
研華,15.69%,❌ 暫避觀望,2025,190.06,2395.TW,453.6,2026-03,-168.54,18.56,17.26,21.52,679.0,39.78%,12.25,⚠️ 獲利稀釋,3.85,22.453703703703702
聚鼎,N/A,❌ 暫避觀望,2025,215.08,6224.TW,46.949999999999996,2026-03,-168.57000000000002,-2.5,-69.96,46.51,65.3000030518,N/A,0.67,⚠️ 獲利稀釋,0.64,20.862620783322686
新應材,23.34%,❌ 暫避觀望,2025,232.49,4749.TWO,432.6,2026-03,-169.10000000000002,28.3,32.78,63.39,769.0,44.02%,11.33,⚠️ 獲利稀釋,3.66,26.664355062413314
天虹,N/A,❌ 暫避觀望,2025,201.37,6937.TW,103.49999999999999,2026-03,-169.86,-13.26,-50.25,31.51,270.0,N/A,3.01,⚠️ 獲利稀釋,0.96,39.130434782608695
安�硌穈T,N/A,⚪ 中性觀察,2025,191.57,6690.TWO,358.95000000000005,2026-03,-170.18,13.3,36.27,21.39,162.5,N/A,10.22,⚠️ 獲利稀釋,2.27,6.79063936481404
點序,N/A,❌ 暫避觀望,2025,70.28,6485.TWO,10.5,2026-03,-170.28,16.84,152.21,-100.0,60.0,N/A,0.71,📉 獲利侵蝕,0.0,85.71428571428572
佑全,N/A,⚪ 數據不足,2025,195.61,6929.TWO,-49.05,2026-03,-170.61,-1.45,-54.29,25.0,22.4500007629,N/A,-1.63,⚠️ 獲利稀釋,-0.21,0.0
杰力,N/A,⚪ 中性觀察,2025,189.52,5299.TWO,161.55,2026-03,-170.81,-12.32,-22.77,18.71,99.9000015259,N/A,4.58,⚠️ 獲利稀釋,1.65,9.275766158393685
永裕,1.25%,❌ 暫避觀望,2025,792.05,1323.TW,10.2,2026-03,-172.04999999999995,-23.91,-89.88,620.0,21.2999992371,15.09%,0.26,⚠️ 獲利稀釋,0.36,31.323528289852945
精湛,17.87%,❌ 暫避觀望,2025,129.05,2070.TWO,65.1,2026-03,-172.23000000000002,-2.97,-22.56,-43.18,66.9000015259,45.13%,2.3,📉 獲利侵蝕,0.28,15.414746895368664
動力-KY,N/A,⚪ 中性觀察,2025,116.4,6591.TW,204.29999999999998,2026-03,-172.28,38.81,60.88,-55.88,43.3499984741,N/A,5.37,📉 獲利侵蝕,0.75,3.182819271226138
誠品生活,-1.48%,❌ 暫避觀望,2025,178.72,2926.TWO,19.2,2026-03,-172.47,1.84,100.0,6.25,30.4500007629,40.82%,0.54,⚠️ 獲利稀釋,0.17,23.789063096015624
杭特,-18.51%,❌ 暫避觀望,2025,201.59,3297.TWO,18.45,2026-03,-173.02,20.59,461.54,28.57,27.25,30.70%,0.47,⚠️ 獲利稀釋,-0.05,22.15447154471545
明遠精密,N/A,⚪ 中性觀察,2025,216.12,7704.TWO,73.49999999999999,2026-03,-173.26,-11.73,-22.56,42.86,64.4000015259,N/A,2.07,⚠️ 獲利稀釋,0.7,13.142857454265307
諾貝兒,N/A,⚪ 中性觀察,2025,192.24,6844.TWO,96.74999999999999,2026-03,-173.3,1.36,-21.14,18.94,61.2000007629,N/A,2.35,⚠️ 獲利稀釋,1.57,9.488372211302327
均華,N/A,❌ 暫避觀望,2025,392.93,6640.TWO,487.05000000000007,2026-03,-174.41,10.19,-14.04,218.52,1065.0,N/A,12.75,⚠️ 獲利稀釋,5.19,32.799507237449944
中華電,17.33%,⚪ 中性觀察,2025,177.66,2412.TW,189.75,2026-03,-174.49,2.67,3.96,3.17,137.0,33.63%,4.99,⚠️ 獲利稀釋,1.3,10.8300395256917
邁達康,N/A,⚪ 中性觀察,2025,203.95,9960.TWO,56.7,2026-03,-174.67999999999998,-3.52,-13.79,29.27,31.0,N/A,1.75,⚠️ 獲利稀釋,0.53,8.201058201058201
鴻名,N/A,❌ 暫避觀望,2025,592.65,3021.TW,15.3,2026-03,-175.97999999999996,-3.87,-43.1,416.67,19.9500007629,N/A,0.33,⚠️ 獲利稀釋,0.19,19.55882427735294
德微,9.03%,❌ 暫避觀望,2025,188.41,3675.TWO,92.85,2026-03,-176.56,-9.88,-66.46,11.85,274.0,36.51%,2.67,⚠️ 獲利稀釋,1.51,44.26494345718902
研揚,N/A,⚪ 中性觀察,2025,261.06,6579.TW,221.54999999999998,2026-03,-176.75,20.03,-27.15,84.31,151.0,N/A,5.62,⚠️ 獲利稀釋,3.81,10.22342586323629
寶徠,10.56%,❌ 暫避觀望,2025,147.2,1805.TW,8.100000000000001,2026-03,-177.2,-54.43,-93.38,-30.0,10.0500001907,21.75%,0.2,📉 獲利侵蝕,0.14,18.61111146425926
通嘉,-1.96%,❌ 暫避觀望,2025,219.88,3588.TW,22.95,2026-03,-177.57,-7.24,-73.51,42.31,52.7000007629,31.63%,0.5,⚠️ 獲利稀釋,0.37,34.44444494307189
閎康,10.45%,❌ 暫避觀望,2025,373.81,3587.TWO,221.1,2026-03,-177.81,8.51,-40.84,196.0,242.0,30.02%,6.1,⚠️ 獲利稀釋,2.24,16.417910447761194
全新,21.78%,❌ 暫避觀望,2025,202.94,2455.TW,105.0,2026-03,-178.23,4.29,-18.46,24.71,417.5,37.27%,2.97,⚠️ 獲利稀釋,1.06,59.642857142857146
太普高,13.35%,⚪ 中性觀察,2025,167.71,3284.TWO,69.89999999999999,2026-03,-178.42000000000002,-17.82,-12.16,-10.71,20.7999992371,25.16%,2.31,📉 獲利侵蝕,0.5,4.463519149592275
綠界科技*,N/A,⚪ 中性觀察,2025,168.81,6763.TWO,146.25,2026-03,-178.65,8.73,117.01,-9.84,41.8499984741,N/A,4.21,📉 獲利侵蝕,0.55,4.292307535805128
天鉞電,N/A,⚪ 數據不足,2025,162.23,5251.TWO,-4.35,2026-03,-178.89999999999998,10.32,-50.0,-16.67,24.8500003815,N/A,0.03,📉 獲利侵蝕,0.1,0.0
中菲,N/A,⚪ 中性觀察,2025,152.96,5403.TWO,295.65000000000003,2026-03,-179.3,7.88,-0.37,-26.34,91.6999969482,N/A,8.57,📉 獲利侵蝕,1.42,4.652460525022831
嘉威,N/A,❌ 暫避觀望,2025,97.83,3557.TW,21.0,2026-03,-179.72,-24.49,-99.85,-81.89,24.5,N/A,0.01,📉 獲利侵蝕,0.48,17.5
聯鈞,15.62%,❌ 暫避觀望,2025,109.26,3450.TW,180.75,2026-03,-179.77,13.44,31.15,-70.51,579.0,26.67%,5.01,📉 獲利侵蝕,0.69,48.04979253112033
岱稜,N/A,⚪ 中性觀察,2025,156.53,3303.TWO,164.1,2026-03,-179.86,0.49,16.97,-23.33,52.5,N/A,4.57,📉 獲利侵蝕,0.92,4.798903107861061
中電,11.05%,❌ 暫避觀望,2025,188.41,1611.TW,3.6,2026-03,-180.07999999999998,-8.17,-94.0,8.33,12.1000003815,37.93%,0.03,⚠️ 獲利稀釋,0.13,50.41666825624999
森田,N/A,⚪ 中性觀察,2025,131.75,8410.TWO,79.35,2026-03,-180.4,-4.28,-56.63,-48.65,31.6000003815,N/A,3.27,📉 獲利侵蝕,0.57,5.973535043761815
