股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,殖利率,狀態,連續大漲,連續大跌,原因,最終狀態
6570,維田,55.20,84,64.28,36.61,---,3.53%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7806,精華生醫,62.80,1,80.50,57.60,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6831,邁科,655.00,740,956.00,157.83,---,0.74%,進入盤整,無,無,ADX 為 16.38 (低於 20),進入盤整
00696,富邦美債20年,27.77,2690,30.21,27.13,---,0.94%,離開盤整 (向下),無,無,跌破布林下軌 (27.93),離開盤整 (向下)
6153,嘉聯益,16.40,2286,24.45,13.50,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
8261,富鼎,186.50,13130,346.94,79.50,---,4.05%,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 1.33%,均線糾擺
6205,詮欣,61.90,281,98.20,37.00,---,3.47%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7595,世基生醫,7.35,22,13.60,6.09,---,---,均線糾擺,無,無,MA 乖離率僅 1.07%,均線糾擺
3479,安勤,127.50,420,156.50,83.70,📅 預告 (20260819),5.22%,均線糾擺 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
1789,神隆,18.80,372,28.25,16.65,---,2.02%,均線糾擺,無,無,MA 乖離率僅 0.77%,均線糾擺
3171,炎洲流通,63.50,14,79.40,40.55,---,7.01%,均線糾擺,無,無,MA 乖離率僅 0.37%,均線糾擺
4721,美琪瑪,74.00,1068,101.00,61.20,---,3.35%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
911608,明輝-DR,2.84,19,3.51,2.53,---,1.89%,均線糾擺 -> 貼軌運行,連1日大漲,無,股價於高位貼軌 (2.84 > 1.5σ)，動能強勁,貼軌運行
6924,榮惠-KY創,114.00,19,193.50,47.80,📅 預告 (20260820),7.45%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3044,健鼎,488.50,3066,573.00,282.00,---,4.08%,貼軌運行,無,無,股價於高位貼軌 (488.50 > 1.5σ)，動能強勁,貼軌運行
3011,今皓,10.70,496,17.15,10.70,---,---,趨勢運行 -> 離開盤整 (向下),無,無,跌破布林下軌 (10.71),離開盤整 (向下)
00876,元大全球5G,90.90,161,107.70,37.46,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00676,富邦臺灣加權反1,5.60,7789,11.29,5.32,---,---,進入盤整,無,無,ADX 為 13.98 (低於 20),進入盤整
4961,天鈺,160.00,400,188.00,135.00,---,5.89%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2012,春雨,14.95,64,17.99,14.15,---,5.31%,均線糾擺,無,無,MA 乖離率僅 0.93%,均線糾擺
8114,振樺電,195.50,878,283.50,164.00,---,2.62%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6638,沅聖,45.85,6,66.90,24.50,---,---,進入盤整,無,無,ADX 為 10.69 (低於 20),進入盤整
8028,昇陽半導體,248.50,4930,356.50,138.50,---,1.49%,均線糾擺,無,連1日大跌,MA 乖離率僅 1.25%,均線糾擺
6972,博瑞達應材,25.20,0,31.40,22.70,---,---,強勢突破 (軌外),無,無,股價衝破布林上軌 (25.16)，進入噴發段,強勢突破 (軌外)
6443,元晶,26.35,4719,52.30,11.95,---,1.64%,均線糾擺,無,連1日大跌,MA 乖離率僅 1.08%,均線糾擺
00990,主動元大AI新經濟,10.00,2932,10.11,9.99,---,---,均線糾擺 -> 離開盤整 (向下),無,無,跌破布林下軌 (10.00),離開盤整 (向下)
2748,雲品,38.25,60,49.24,37.76,---,4.02%,均線糾擺,無,無,MA 乖離率僅 0.06%,均線糾擺
6525,捷敏-KY,148.00,4911,221.00,68.00,---,5.85%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
006205,富邦上証,41.01,169,42.30,32.96,---,---,均線糾擺,無,無,MA 乖離率僅 0.23%,均線糾擺
6877,鏵友益,118.00,53,186.00,80.00,---,0.1%,進入盤整 -> 均線糾擺,無,無,MA 乖離率僅 1.23%,均線糾擺
