日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-08-18,2317,鴻海,259.5,241.21,2000,36580,7.58%
2026-08-18,4142,國光生,17.15,25.32,1000,-8170,-32.27%
2026-08-18,0050,元大台灣50,106.45,46.6,16000,957600,128.43%
2026-08-18,0056,元大高股息,53.4,36.43,4000,67880,46.58%
2026-08-18,00635U,期元大S&P黃金,44.81,55.25,3000,-31320,-18.90%
2026-08-18,00738U,期元大道瓊白銀,52.5,66.26,1000,-13760,-20.77%
2026-08-18,00929,復華台灣科技優息,29.44,19.73,8000,77680,49.21%
2026-08-18,009816,凱基台灣TOP50,15.49,11.01,63000,282240,40.69%
2026-08-18,00990A,主動元大AI新經濟,16.72,11.48,5000,26200,45.64%
2026-08-18,2009,第一銅,39.0,50.56,4000,-46240,-22.86%
2026-08-18,2337,旺宏,137.0,95.28,2000,83440,43.79%
2026-08-18,2409,友達,25.8,16.21,2000,19180,59.16%
2026-08-18,3481,群創,50.1,25.1,4000,100000,99.60%
2026-08-18,3105,穩懋,378.0,556.47,300,-53541,-32.07%
2026-08-18,4966,譜瑞-KY,570.0,1921.64,1000,-1351640,-70.34%
2026-08-18,2327,國巨*,622.0,1030.0,1,-408,-39.61%
2026-08-18,00403A,主動統一升級50,10.32,10.68,26000,-9360,-3.37%
2026-08-18,00981A,主動統一台股增長,30.22,27.48,2000,5480,9.97%
2026-08-18,2330,台積電,2395.0,225.55,10,21694,961.85%
2026-08-18,6789,采鈺,442.5,593.5,400,-60400,-25.44%
2026-08-18,6849,奇鼎科技,141.5,266.4,280,-34972,-46.88%
2026-08-18,7853,政美應用,300.5,409.29,280,-30461,-26.58%
2026-08-18,3576,聯合再生,17.75,18.15,5000,-2000,-2.20%
2026-08-18,1721,三晃,19.95,27.88,3000,-23800,-28.45%
2026-08-18,8215,明基材,24.6,31.6,200,-1400,-22.15%
2026-08-18,00405A,主動富邦台灣龍耀,8.8,9.34,11000,-5940,-5.78%
2026-08-18,5498,凱崴,51.8,69.61,188,-3348,-25.59%
2026-08-18,1301,台塑,60.0,50.5,100,950,18.81%
2026-08-18,6498,久禾光,74.8,67.3,12,90,11.14%
2026-08-18,009821,野村稀土關鍵資源,14.76,17.3,12000,-30480,-14.68%
