
📅 投資日報表: 2026-08-18
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 262.00   | 264.50   | 257.50   | 259.50   | 49,247,604   | 241.21      | 2000     | ▲36,580   |   +7.58%
4142     | 國光生        | 17.35    | 17.35    | 17.05    | 17.15    | 601,000      | 25.32       | 1000     | ▼8,170    |  -32.27%
0050     | 元大台灣50     | 106.40   | 106.95   | 106.00   | 106.45   | 54,027,248   | 46.60       | 16000    | ▲957,600  | +128.43%
0056     | 元大高股息      | 53.35    | 54.00    | 53.30    | 53.40    | 48,362,892   | 36.43       | 4000     | ▲67,880   |  +46.58%
00635U   | 期元大S&P黃金   | 45.00    | 45.00    | 44.67    | 44.81    | 5,986,012    | 55.25       | 3000     | ▼31,320   |  -18.90%
00738U   | 期元大道瓊白銀    | 52.45    | 52.90    | 52.25    | 52.50    | 2,852,836    | 66.26       | 1000     | ▼13,760   |  -20.77%
00929    | 復華台灣科技優息   | 29.90    | 29.92    | 29.39    | 29.44    | 38,229,719   | 19.73       | 8000     | ▲77,680   |  +49.21%
009816   | 凱基台灣TOP50  | 15.61    | 15.65    | 15.45    | 15.49    | 109,587,362  | 11.01       | 63000    | ▲282,240  |  +40.69%
00990A   | 主動元大AI新經濟  | 16.53    | 16.76    | 16.53    | 16.72    | 19,312,682   | 11.48       | 5000     | ▲26,200   |  +45.64%
2009     | 第一銅        | 39.70    | 39.75    | 38.70    | 39.00    | 1,637,184    | 50.56       | 4000     | ▼46,240   |  -22.86%
2337     | 旺宏         | 140.50   | 144.50   | 134.50   | 137.00   | 93,286,607   | 95.28       | 2000     | ▲83,440   |  +43.79%
2409     | 友達         | 26.05    | 26.40    | 25.75    | 25.80    | 132,142,751  | 16.21       | 2000     | ▲19,180   |  +59.16%
3481     | 群創         | 50.20    | 51.50    | 49.70    | 50.10    | 234,660,742  | 25.10       | 4000     | ▲100,000  |  +99.60%
3105     | 穩懋         | 389.00   | 389.50   | 375.00   | 378.00   | 14,891,936   | 556.47      | 300      | ▼53,541   |  -32.07%
4966     | 譜瑞-KY      | 588.00   | 589.00   | 569.00   | 570.00   | 707,489      | 1921.64     | 1000     | ▼1,351,640 |  -70.34%
2327     | 國巨*        | 668.00   | 668.00   | 617.00   | 622.00   | 70,638,266   | 1030.00     | 1        | ▼408      |  -39.61%
00403A   | 主動統一升級50   | 10.40    | 10.42    | 10.28    | 10.32    | 352,736,697  | 10.68       | 26000    | ▼9,360    |   -3.37%
00981A   | 主動統一台股增長   | 30.29    | 30.53    | 30.07    | 30.22    | 301,417,518  | 27.48       | 2000     | ▲5,480    |   +9.97%
2330     | 台積電        | 2435.00  | 2440.00  | 2395.00  | 2395.00  | 18,950,570   | 225.55      | 10       | ▲21,694   | +961.85%
6789     | 采鈺         | 449.50   | 453.00   | 442.50   | 442.50   | 771,783      | 593.50      | 400      | ▼60,400   |  -25.44%
6849     | 奇鼎科技       | 144.50   | 145.00   | 139.00   | 141.50   | 166,959      | 266.40      | 280      | ▼34,972   |  -46.88%
7853     | 政美應用       | 308.50   | 308.50   | 296.50   | 300.50   | 235,609      | 409.29      | 280      | ▼30,461   |  -26.58%
3576     | 聯合再生       | 18.30    | 18.35    | 17.65    | 17.75    | 10,584,624   | 18.15       | 5000     | ▼2,000    |   -2.20%
1721     | 三晃         | 20.00    | 20.10    | 19.60    | 19.95    | 646,486      | 27.88       | 3000     | ▼23,800   |  -28.45%
8215     | 明基材        | 25.20    | 25.20    | 24.60    | 24.60    | 444,207      | 31.60       | 200      | ▼1,400    |  -22.15%
00405A   | 主動富邦台灣龍耀   | 8.66     | 8.84     | 8.62     | 8.80     | 90,650,802   | 9.34        | 11000    | ▼5,940    |   -5.78%
5498     | 凱崴         | 53.70    | 53.70    | 51.80    | 51.80    | 1,597,536    | 69.61       | 188      | ▼3,348    |  -25.59%
1301     | 台塑         | 58.00    | 60.60    | 57.60    | 60.00    | 53,145,302   | 50.50       | 100      | ▲950      |  +18.81%
6498     | 久禾光        | 74.70    | 75.40    | 73.70    | 74.80    | 103,000      | 67.30       | 12       | ▲90       |  +11.14%
009821   | 野村稀土關鍵資源   | 14.87    | 14.87    | 14.68    | 14.76    | 11,918,050   | 17.30       | 12000    | ▼30,480   |  -14.68%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,426,664    📊 未實現損益:         -28,226 (  -0.44%)
