股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,狀態,連續大漲,連續大跌,原因,最終狀態
6570,維田,57.90,187,64.28,36.51,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7806,精華生醫,64.00,0,80.50,61.00,---,離開盤整 (向下),無,無,跌破布林下軌 (64.10),離開盤整 (向下)
6831,邁科,776.00,1834,820.00,70.83,---,趨勢運行 -> 均線糾擺,連1日大漲,無,MA 乖離率僅 0.81%,均線糾擺
00696,富邦美債20年,28.76,3392,30.21,26.05,---,均線糾擺,無,無,MA 乖離率僅 0.35%,均線糾擺
6153,嘉聯益,20.50,32114,20.65,10.50,---,強勢突破 (軌外),無,無,股價衝破布林上軌 (20.40)，進入噴發段,強勢突破 (軌外)
8261,富鼎,164.50,5766,195.00,75.30,---,進入盤整,連1日大漲,無,ADX 為 15.43 (低於 20),進入盤整
6205,詮欣,81.70,2051,98.20,37.00,---,進入盤整,無,無,ADX 為 13.63 (低於 20),進入盤整
7595,世基生醫,7.72,83,13.60,7.72,---,趨勢運行 -> 離開盤整 (向下),無,連1日大跌,跌破布林下軌 (7.78),離開盤整 (向下)
3479,安勤,125.50,1273,137.50,83.70,---,進入盤整,無,無,ADX 為 8.73 (低於 20),進入盤整
1789,神隆,20.75,1627,28.25,16.02,---,貼軌運行 -> 強勢突破 (軌外),無,無,股價衝破布林上軌 (20.66)，進入噴發段,強勢突破 (軌外)
3171,炎洲流通,79.40,262,79.40,38.22,---,趨勢運行 -> 強勢突破 (軌外),連1日大漲,無,股價衝破布林上軌 (75.86)，進入噴發段,強勢突破 (軌外)
4721,美琪瑪,94.50,3045,97.80,57.22,---,均線糾擺 -> 貼軌運行,連1日大漲,無,股價於高位貼軌 (94.50 > 1.5σ)，動能強勁,貼軌運行
911608,明輝-DR,3.26,416,3.51,2.59,---,強勢突破 (軌外) -> 貼軌運行,無,無,股價於高位貼軌 (3.26 > 1.5σ)，動能強勁,貼軌運行
6924,榮惠-KY創,146.50,117,193.50,47.80,---,進入盤整,無,無,ADX 為 19.62 (低於 20),進入盤整
3044,健鼎,500.00,4609,529.00,195.68,---,均線糾擺,無,無,MA 乖離率僅 0.73%,均線糾擺
3011,今皓,14.55,1420,17.15,11.40,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00876,元大全球5G,92.85,201,95.55,33.63,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00676,富邦臺灣加權反1,5.77,16061,13.03,5.51,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4961,天鈺,169.50,1151,213.16,135.00,⚠️ 今天 (20260609),離開盤整 (向下) -> 均線糾擺,連1日大漲,無,MA 乖離率僅 1.03%,均線糾擺
2012,春雨,14.20,94,19.84,14.20,---,均線糾擺,無,無,MA 乖離率僅 0.19%,均線糾擺
8114,振樺電,209.00,2369,314.53,164.00,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6638,沅聖,65.30,112,66.90,24.50,---,均線糾擺 -> 貼軌運行,連2日大漲,無,股價於高位貼軌 (65.30 > 1.5σ)，動能強勁,貼軌運行
8028,昇陽半導體,309.00,6320,356.50,128.00,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6972,博瑞達應材,24.50,8,31.40,22.70,---,均線糾擺,無,無,MA 乖離率僅 0.49%,均線糾擺
6443,元晶,39.70,14517,52.30,11.95,---,離開盤整 (向下) -> 均線糾擺,連1日大漲,無,MA 乖離率僅 0.75%,均線糾擺
2748,雲品,39.50,122,49.91,38.45,---,均線糾擺,無,無,MA 乖離率僅 0.44%,均線糾擺
6525,捷敏-KY,119.00,1153,134.00,65.60,---,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 0.83%,均線糾擺
6877,鏵友益,141.50,230,186.00,69.47,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4582,聚恆,25.50,137,43.20,17.05,---,資料不足 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2758,路易莎咖啡,64.80,0,104.34,64.70,---,均線糾擺,無,無,MA 乖離率僅 0.53%,均線糾擺
1802,台玻,63.00,42244,74.80,14.85,---,均線糾擺 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7642,昶瑞機電,76.60,43,129.00,63.20,---,強勢突破 (軌外),無,無,股價衝破布林上軌 (76.55)，進入噴發段,強勢突破 (軌外)
9938,百和,46.00,1702,60.40,42.10,---,趨勢運行 -> 貼軌運行,無,無,股價於高位貼軌 (46.00 > 1.5σ)，動能強勁,貼軌運行
4442,竣邦-KY,51.50,20,71.50,42.35,---,均線糾擺,無,無,MA 乖離率僅 0.36%,均線糾擺
00635,期元大S&P黃金,45.26,3440,60.55,35.92,---,離開盤整 (向下) -> 均線糾擺,無,無,MA 乖離率僅 0.97%,均線糾擺
