日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-06-09,2317,鴻海,277.5,241.21,2000,72580,15.04%
2026-06-09,4142,國光生,17.6,25.32,1000,-7720,-30.49%
2026-06-09,0050,元大台灣50,103.5,46.6,16016,911310,122.10%
2026-06-09,0056,元大高股息,51.25,36.43,8000,118560,40.68%
2026-06-09,00635U,期元大S&P黃金,45.26,55.25,3000,-29970,-18.08%
2026-06-09,00738U,期元大道瓊白銀,54.75,66.26,1000,-11510,-17.37%
2026-06-09,00929,復華台灣科技優息,29.43,19.73,8000,77600,49.16%
2026-06-09,009816,凱基台灣TOP50,15.16,11.01,63000,261450,37.69%
2026-06-09,00990A,主動元大AI新經濟,19.5,11.48,5000,40100,69.86%
2026-06-09,2009,第一銅,40.55,50.56,4000,-40040,-19.80%
2026-06-09,2337,旺宏,145.5,95.28,2000,100440,52.71%
2026-06-09,2409,友達,24.0,16.21,2000,15580,48.06%
2026-06-09,3481,群創,49.1,25.1,4000,96000,95.62%
2026-06-09,6806,森崴能源,5.52,45.39,5000,-199350,-87.84%
2026-06-09,3105,穩懋,496.5,556.47,300,-17991,-10.78%
2026-06-09,4966,譜瑞-KY,691.0,1921.64,1000,-1230640,-64.04%
2026-06-09,00403A,主動統一升級50,10.41,10.68,26026,-7027,-2.53%
2026-06-09,00981A,主動統一台股增長,31.23,27.48,2000,7500,13.65%
2026-06-09,2313,華通,276.0,250.71,1000,25290,10.09%
2026-06-09,2330,台積電,2305.0,225.55,10,20794,921.95%
2026-06-09,6789,采鈺,496.0,593.5,400,-39000,-16.43%
2026-06-09,5474,聰泰,171.5,175.15,2000,-7300,-2.08%
2026-06-09,6849,奇鼎科技,193.0,266.4,280,-20552,-27.55%
2026-06-09,7853,政美應用,366.5,409.29,280,-11981,-10.45%
2026-06-09,9105,泰金寶-DR,9.71,8.97,3000,2220,8.25%
2026-06-09,3576,聯合再生,17.25,18.5,2000,-2500,-6.76%
2026-06-09,1721,三晃,25.15,27.88,3000,-8200,-9.80%
2026-06-09,8215,明基材,28.8,31.6,200,-560,-8.86%
