代號,名稱,現價,當日外資(張),當日投信(張),當日自營(張),Date,上週估買(張),這週估買(張),淨增進貨(張),增長倍數,5D股價漲跌,狀態
3226.TWO,龍鋒,46.2,0,0,0,20260717,0,0,0,N/A,-0.65%,🚨 外資提款
1260.TWO,富味鄉,24.1,0,0,0,20260720,0,0,0,N/A,-2.23%,🚨 外資提款
3308.TW,聯德,19.9,-7,0,0,20260720,0,0,0,N/A,-5.69%,🚨 外資提款
1309.TW,台達化,14.55,66,0,5,20260720,0,0,0,N/A,-1.69%,🚨 外資提款
6958.TW,日盛台駿,18.55,37,0,3,20260720,0,0,0,N/A,8.48%,🚨 外資提款
5274.TWO,信驊,12915.0,6,50,-2,20260720,0,0,0,N/A,-4.47%,🚨 外資提款
009817.TW,國泰日本不動產,9.18,423,0,-375,20260720,0,0,0,N/A,1.44%,🚨 外資提款
6124.TWO,業強,26.15,-7,0,0,20260720,0,0,0,N/A,-8.57%,🚨 外資提款
8933.TWO,愛地雅,4.49,58,0,0,20260720,0,0,0,N/A,1.35%,🚨 外資提款
2425.TW,承啟,41.6,-278,0,15,20260720,0,0,0,N/A,-5.56%,🚨 外資提款
6264.TWO,富裔,6.04,0,0,0,20260720,0,0,0,N/A,-1.15%,🚨 外資提款
2303.TW,聯電,130.0,-13953,-10330,4341,20260720,0,0,0,N/A,-15.31%,🚨 外資提款
3050.TW,鈺德,11.55,-11,0,-2,20260720,0,0,0,N/A,-4.55%,🚨 外資提款
4968.TW,立積,97.0,-297,0,-8,20260720,0,0,0,N/A,-10.60%,🚨 外資提款
7856.TWO,漢測,3380.0,0,0,0,20260720,0,0,0,N/A,-14.65%,🚨 外資提款
2640.TWO,大車隊,145.5,5,0,0,20260720,0,0,0,N/A,-7.62%,🚨 外資提款
6818.TWO,連騰,47.15,0,0,0,20260720,0,0,0,N/A,-14.89%,🚨 外資提款
8473.TW,山林水,43.6,-146,0,-3,20260720,0,0,0,N/A,-3.33%,🚨 外資提款
009824.TW,群益美國科技巨頭,10.0,110,0,1671,20260720,0,0,0,N/A,-0.99%,🚨 外資提款
6550.TW,北極星藥業-KY,12.3,-185,0,1,20260720,0,0,0,N/A,-1.99%,🚨 外資提款
2940.TWO,歐都納,24.1,0,0,0,20260720,0,0,0,N/A,-2.23%,🚨 外資提款
6425.TWO,易發,58.2,90,0,-4,20260720,0,0,0,N/A,-13.13%,🚨 外資提款
2015.TW,豐興,63.7,192,0,12,20260720,0,0,0,N/A,1.92%,🚨 外資提款
3323.TWO,加百裕,29.8,-109,0,-17,20260720,0,0,0,N/A,-14.24%,🚨 外資提款
4431.TWO,敏成健康,17.35,0,0,0,20260720,0,0,0,N/A,2.36%,🚨 外資提款
1443.TW,立益物流,26.65,7,0,1,20260720,0,0,0,N/A,1.33%,🚨 外資提款
020028.TW,元大特選電動車N,17.7,0,0,5,20260720,0,0,0,N/A,-5.09%,🚨 外資提款
1530.TW,亞崴,29.7,21,0,-3,20260720,0,0,0,N/A,2.24%,🚨 外資提款
6493.TWO,雷虎生,43.45,0,0,0,20260720,0,0,0,N/A,-20.42%,🚨 外資提款
4973.TWO,廣穎,135.5,509,0,-2,20260720,0,0,0,N/A,-16.87%,🚨 外資提款
2007.TW,燁興,7.11,22,0,3,20260720,0,0,0,N/A,-1.25%,🚨 外資提款
3257.TW,虹冠電,51.9,-121,0,0,20260720,0,0,0,N/A,-15.33%,🚨 外資提款
4927.TW,泰鼎-KY,34.6,-582,0,25,20260720,0,0,0,N/A,-14.88%,🚨 外資提款
3228.TWO,金麗科,158.0,-47,0,-15,20260720,0,0,0,N/A,-7.60%,🚨 外資提款
6227.TWO,茂綸,104.5,-101,0,-19,20260720,0,0,0,N/A,-8.33%,🚨 外資提款
8047.TWO,星雲,41.7,2,0,0,20260720,0,0,0,N/A,-2.00%,🚨 外資提款
2472.TW,立隆電,265.5,95,-164,-26,20260720,0,0,0,N/A,-22.59%,🚨 外資提款
3218.TWO,大學光,135.5,20,0,3,20260720,0,0,0,N/A,-3.56%,🚨 外資提款
6664.TWO,群翊,359.0,-109,0,-41,20260720,0,0,0,N/A,-7.24%,🚨 外資提款
00929.TW,復華台灣科技優息,27.94,-1854,0,-11974,20260720,0,0,0,N/A,-6.93%,🚨 外資提款
3011.TW,今皓,11.85,-83,0,1,20260720,0,0,0,N/A,-7.78%,🚨 外資提款
3430.TWO,奇鈦科,122.0,41,0,-16,20260720,0,0,0,N/A,1.24%,🚨 外資提款
4573.TWO,高明鐵,328.0,0,0,0,20260720,0,0,0,N/A,-15.35%,🚨 外資提款
3558.TWO,神準,126.5,-3,0,-3,20260720,0,0,0,N/A,-11.54%,🚨 外資提款
2237.TWO,華德動能,39.85,0,0,0,20260720,0,0,0,N/A,-4.44%,🚨 外資提款
2371.TW,大同,25.9,474,0,-1,20260720,0,0,0,N/A,-7.83%,🚨 外資提款
2941.TWO,米斯特,32.0,3,0,0,20260717,0,0,0,N/A,-1.39%,🚨 外資提款
00995A.TW,主動中信台灣卓越,15.08,-720,0,507,20260720,0,0,0,N/A,-11.50%,🚨 外資提款
6245.TWO,立端,76.5,-393,0,-15,20260720,0,0,0,N/A,-5.20%,🚨 外資提款
7799.TW,禾榮科,420.5,-179,0,-17,20260720,0,0,0,N/A,4.47%,🚨 外資提款
5464.TWO,霖宏,77.5,14,0,0,20260720,0,0,0,N/A,-10.92%,🚨 外資提款
1802.TW,台玻,53.3,-5937,-5,75,20260720,0,0,0,N/A,-16.98%,🚨 外資提款
6118.TWO,建達,16.1,-302,0,0,20260720,0,0,0,N/A,-4.73%,🚨 外資提款
6539.TWO,麗彤,42.15,0,0,0,20260720,0,0,0,N/A,-0.82%,🚨 外資提款
006203.TW,元大MSCI台灣,181.0,0,0,11,20260720,0,0,0,N/A,-6.29%,🚨 外資提款
7823.TW,奧義賽博-KY創,84.0,-5,0,2,20260720,0,0,0,N/A,-4.44%,🚨 外資提款
5432.TWO,新門,120.5,-14,0,0,20260720,0,0,0,N/A,-11.72%,🚨 外資提款
6931.TW,青松健康,39.2,-21,0,1,20260720,0,0,0,N/A,-0.88%,🚨 外資提款
6035.TWO,悠遊卡,53.9,0,0,0,20260720,0,0,0,N/A,6.37%,🚨 外資提款
6902.TW,GOGOLOOK,120.5,-21,0,-1,20260720,0,0,0,N/A,-10.07%,🚨 外資提款
5355.TWO,佳總,6.16,0,0,0,20260720,0,0,0,N/A,3.88%,🚨 外資提款
3416.TW,融程電,159.5,26,0,-3,20260720,0,0,0,N/A,-13.78%,🚨 外資提款
6580.TWO,台睿,12.3,0,0,0,20260720,0,0,0,N/A,-5.02%,🚨 外資提款
1229.TW,聯華,40.05,980,-5,21,20260720,0,0,0,N/A,-0.62%,🚨 外資提款
00724B.TWO,群益投資級金融債,33.77,46,0,-92,20260720,0,0,0,N/A,0.75%,🚨 外資提款
1810.TW,和成,28.25,-2302,0,7,20260720,0,0,0,N/A,7.82%,🚨 外資提款
2423.TW,固緯,76.0,-23,0,1,20260720,0,0,0,N/A,-2.94%,🚨 外資提款
5543.TWO,桓鼎-KY,29.1,0,0,-1,20260717,0,0,0,N/A,1.75%,🚨 外資提款
3521.TWO,台鋼建設,12.1,-10,0,0,20260720,0,0,0,N/A,-7.28%,🚨 外資提款
5203.TW,訊連,64.8,0,0,0,20260720,0,0,0,N/A,-4.85%,🚨 外資提款
2429.TW,銘旺科,40.0,70,0,5,20260720,0,0,0,N/A,-7.94%,🚨 外資提款
00752.TW,中信中國50,23.6,135,0,903,20260720,0,0,0,N/A,4.61%,🚨 外資提款
00982D.TW,主動富邦動態入息,9.93,0,0,1067,20260720,0,0,0,N/A,0.20%,🚨 外資提款
