rev_yoy,prev_rev_yoy,name,symbol,est_price,prev_year,prev_eps_yoy,price,prev_eps,date,expansion,eps,pe,eps_yoy,status,om,gm,advice
301.54,26.65,志聖,2467.TW,220.79999999999998,2025,15.47,522.0,5.5,2026-03,-92.16000000000003,3.06,35.46195652173913,209.38,⚠️ 獲利稀釋,15.86%,44.10%,❌ 暫避觀望
111.41,9.96,實威,8416.TWO,457.65,2025,22.25,166.0,13.46,2026-03,-92.25999999999999,3.36,5.440839069157653,19.15,⚠️ 獲利稀釋,N/A,N/A,⚪ 中性觀察
87.28,-3.04,萬潤,6187.TWO,580.0500000000001,2025,13.93,935.0,15.46,2026-03,-92.69,3.37,24.17895009050944,-5.41,📉 獲利侵蝕,N/A,N/A,❌ 暫避觀望
87.35,6.05,立益物流,1443.TW,33.599999999999994,2025,-37.57,26.6499996185,1.13,2026-03,-92.8,0.52,11.89732125825893,-5.45,📉 獲利侵蝕,28.93%,47.79%,⚪ 中性觀察
102.8,-0.63,新華,5481.TWO,-28.799999999999997,2025,-165.22,20.8500003815,-0.65,2026-03,-93.71,-0.1,0.0,9.09,⚠️ 獲利稀釋,N/A,N/A,⚪ 數據不足
247.78,43.12,正德,2641.TWO,77.99999999999999,2025,4.26,16.8500003815,2.01,2026-03,-94.21000000000001,0.71,3.2403846887500003,153.57,⚠️ 獲利稀釋,38.28%,44.07%,⚪ 中性觀察
101.73,-51.69,台蠟,1742.TWO,-42.0,2025,-222.73,16.2999992371,-1.08,2026-03,-94.59,-0.13,0.0,7.14,⚠️ 獲利稀釋,-115.34%,11.07%,⚪ 數據不足
94.61,6.56,來頡,6799.TW,120.3,2025,26.76,81.4000015259,3.7,2026-03,-94.61,1.14,10.14962612542394,0.0,📉 獲利侵蝕,N/A,N/A,⚪ 中性觀察
24.31,29.32,虹冠電,3257.TW,117.0,2025,39.18,51.9000015259,3.42,2026-03,-94.62,0.19,6.653846349474359,-70.31,📉 獲利侵蝕,18.06%,45.11%,⚪ 中性觀察
187.13,32.86,天良,4127.TWO,-4.800000000000001,2025,-184.62,76.0,-0.22,2026-03,-94.82,0.75,0.0,92.31,🔄 轉虧為盈,-18.66%,56.44%,⚪ 數據不足
76.82,728.61,雋揚,1439.TW,106.64999999999999,2025,84.48,25.8500003815,3.21,2026-03,-96.0,0.59,3.635724385583685,-19.18,📉 獲利侵蝕,13.53%,25.21%,⚪ 中性觀察
51.66,-1.2,羅麗芬-KY,6666.TW,109.94999999999999,2025,42.35,44.7000007629,2.42,2026-03,-96.49,0.32,6.098226570654844,-44.83,📉 獲利侵蝕,N/A,N/A,⚪ 中性觀察
42.85,21.54,聯合,4129.TWO,205.05,2025,23.26,91.0,5.83,2026-03,-96.89,0.91,6.656912948061447,-54.04,🏰 高護城河,11.96%,78.77%,⚪ 中性觀察
180.37,1.22,精金,3049.TW,-27.150000000000002,2025,41.28,11.25,-0.64,2026-03,-97.04,-0.04,0.0,83.33,⚠️ 獲利稀釋,-21.51%,-12.51%,⚪ 數據不足
174.03,41.85,夠麻吉,8472.TWO,-65.7,2025,70.36,78.5999984741,-1.31,2026-03,-98.33,-0.26,0.0,75.7,⚠️ 獲利稀釋,N/A,N/A,⚪ 數據不足
27.24,11.08,創控,6909.TW,13.500000000000002,2025,-37.25,42.5499992371,1.01,2026-03,-99.24,0.07,47.27777693011111,-72.0,📉 獲利侵蝕,N/A,N/A,❌ 暫避觀望
102.09,9.43,達發,6526.TW,671.85,2025,7.78,548.0,17.32,2026-03,-99.57000000000001,4.47,12.234873855771378,2.52,⚠️ 獲利稀釋,N/A,N/A,⚪ 中性觀察
73.34,31.54,奈米醫材,6612.TWO,49.65,2025,-54.81,70.0999984741,1.09,2026-03,-99.7,0.81,21.178247273141995,-26.36,📉 獲利侵蝕,N/A,N/A,❌ 暫避觀望
95.17,2.84,大立光,3008.TW,5566.650000000001,2025,-17.91,3875.0,159.41,2026-03,-100.14,46.63,10.441648028886314,-4.97,📉 獲利侵蝕,36.75%,47.97%,⚪ 中性觀察
25.37,-26.68,全訊,5222.TW,89.10000000000001,2025,-49.48,115.0,2.51,2026-03,-100.93,0.22,19.36026936026936,-75.56,📉 獲利侵蝕,N/A,N/A,❌ 暫避觀望
90.0,23.03,達明,4585.TW,49.8,2025,16.35,299.0,1.46,2026-03,-100.96000000000001,0.65,90.06024096385542,-10.96,🏰 高護城河,5.77%,50.62%,❌ 暫避觀望
94.17,-4.98,碩天,3617.TW,521.8500000000001,2025,-40.33,205.0,14.47,2026-03,-100.99000000000001,4.13,5.892497844208105,-6.82,🏰 高護城河,10.14%,51.62%,⚪ 中性觀察
44.81,59.65,綠意,2596.TWO,63.6,2025,177.61,30.7999992371,1.86,2026-03,-101.33000000000001,0.2,7.264150763466981,-56.52,📉 獲利侵蝕,26.41%,32.97%,⚪ 中性觀察
152.85,66.0,祥碩,5269.TW,2723.7000000000003,2025,45.15,1470.0,72.7,2026-03,-101.50999999999999,24.85,8.095605242868157,51.34,⚠️ 獲利稀釋,N/A,N/A,⚪ 中性觀察
185.89,31.05,致茂,2360.TW,1022.4,2025,122.05,1835.0,27.7,2026-03,-103.72999999999999,9.12,26.921948356807512,82.16,🏰 高護城河,34.82%,60.80%,❌ 暫避觀望
92.55,3.07,群翊,6664.TWO,528.9000000000001,2025,-9.46,359.0,15.06,2026-03,-103.95,3.73,10.181508791832103,-11.4,📉 獲利侵蝕,N/A,N/A,⚪ 中性觀察
55.25,-25.18,傳奇,4994.TW,79.64999999999999,2025,-59.0,92.5999984741,1.96,2026-03,-104.03,0.42,17.438794439566855,-48.78,📉 獲利侵蝕,N/A,N/A,❌ 暫避觀望
104.44,0.24,普萊德,6263.TWO,305.25,2025,-3.37,150.0,8.32,2026-03,-104.44,2.1,7.37100737100737,0.0,📉 獲利侵蝕,N/A,N/A,⚪ 中性觀察
1546.32,59.96,宜鼎,5289.TWO,1460.5500000000002,2025,75.21,1215.0,21.72,2026-03,-104.47000000000003,57.49,12.478176029577897,1441.85,⚠️ 獲利稀釋,N/A,N/A,⚪ 中性觀察
495.09,42.16,致和證,5864.TWO,100.5,2025,56.1,31.8999996185,2.56,2026-03,-104.48999999999995,3.4,4.761193972910448,390.6,⚠️ 獲利稀釋,N/A,N/A,⚪ 中性觀察
95.77,-48.0,東華,1418.TW,-87.00000000000001,2025,-373.33,18.4500007629,-1.29,2026-03,-104.86,-0.75,0.0,-9.09,🏰 高護城河,-991.43%,208.69%,⚪ 數據不足
111.9,11.58,豆府,2752.TWO,557.25,2025,-3.09,175.0,15.04,2026-03,-105.65,4.08,4.710632570659489,6.25,🏰 高護城河,11.29%,52.30%,⚪ 中性觀察
11.68,-15.8,材料*-KY,4763.TW,239.25,2025,-92.76,48.5999984741,6.1,2026-03,-106.18,1.13,3.047021847905956,-94.5,🏰 高護城河,50.09%,57.83%,⚪ 中性觀察
1813.26,32.13,威剛,3260.TWO,1017.0,2025,144.7,348.5,23.18,2026-03,-106.47000000000003,30.05,5.1401179941002955,1706.79,⚠️ 獲利稀釋,35.36%,48.37%,⚪ 中性觀察
22.14,84.93,佳穎,3310.TWO,136.35,2025,34.17,67.8000030518,3.39,2026-03,-107.1,0.34,7.458746210319033,-84.96,📉 獲利侵蝕,5.55%,21.56%,⚪ 中性觀察
436.36,30.53,聯策,6658.TW,55.04999999999999,2025,24.77,155.5,1.38,2026-03,-107.41000000000003,1.63,42.37057220708447,328.95,⚠️ 獲利稀釋,N/A,N/A,❌ 暫避觀望
71.52,-0.53,喬福,1540.TW,31.5,2025,-47.64,21.4500007629,1.11,2026-03,-107.52,0.32,10.214286077571428,-36.0,📉 獲利侵蝕,N/A,N/A,⚪ 中性觀察
44.42,0.37,科妍,1786.TW,67.2,2025,-35.61,50.2999992371,2.24,2026-03,-107.71000000000001,0.29,11.227678401138393,-63.29,🏰 高護城河,19.86%,75.32%,⚪ 中性觀察
104.27,19.44,優群,3217.TWO,453.6,2025,12.8,144.0,12.69,2026-03,-109.0,2.82,4.761904761904762,-4.73,📉 獲利侵蝕,28.69%,49.95%,⚪ 中性觀察
153.11,27.91,印能科技,7734.TWO,1336.05,2025,-26.31,2835.0,33.5,2026-03,-109.34,14.68,31.82889861906366,43.77,⚠️ 獲利稀釋,N/A,N/A,❌ 暫避觀望
187.97,19.26,虎門科技,6791.TWO,168.75,2025,0.0,99.5,4.16,2026-03,-109.71,1.64,8.844444444444445,78.26,⚠️ 獲利稀釋,N/A,N/A,⚪ 中性觀察
95.21,-15.0,欣大健康,4198.TWO,-74.55000000000001,2025,-14.62,40.1500015259,-1.96,2026-03,-109.91999999999999,-0.39,0.0,-14.71,📉 獲利侵蝕,-23.61%,30.43%,⚪ 數據不足
119.83,4.37,大車隊,2640.TWO,333.29999999999995,2025,0.9,145.5,9.01,2026-03,-110.06,2.36,6.548154815481548,9.77,🏰 高護城河,21.47%,51.63%,⚪ 中性觀察
105.69,-15.61,璟德,3152.TWO,391.95000000000005,2025,51.69,225.0,9.42,2026-03,-110.48,1.39,8.610792192881744,-4.79,📉 獲利侵蝕,18.21%,44.03%,⚪ 中性觀察
64.12,35.45,伯特光,6859.TWO,100.35000000000001,2025,-8.36,98.0999984741,2.86,2026-03,-110.68,1.01,14.663676901958146,-46.56,📉 獲利侵蝕,N/A,N/A,⚪ 中性觀察
101.71,8.21,瑞昱,2379.TW,1165.6499999999999,2025,-4.02,709.0,28.77,2026-03,-111.19,8.44,9.12366490799125,-9.48,📉 獲利侵蝕,8.88%,48.08%,⚪ 中性觀察
123.39,2.75,台灣高鐵,2633.TW,45.75000000000001,2025,1.74,25.8500003815,1.17,2026-03,-111.27,0.37,8.47540996114754,12.12,⚠️ 獲利稀釋,38.82%,43.22%,⚪ 中性觀察
113.93,-0.63,力特,3051.TW,34.5,2025,-49.5,22.7000007629,1.01,2026-03,-111.60000000000001,0.45,9.869565549086957,2.33,⚠️ 獲利稀釋,15.38%,33.67%,⚪ 中性觀察
76.83,-74.75,永信建,5508.TWO,119.39999999999999,2025,-80.85,53.2999992371,3.07,2026-03,-112.39,0.87,6.6959798036557805,-35.56,📉 獲利侵蝕,N/A,N/A,⚪ 中性觀察
98.42,1.32,台灣精銳,4583.TW,438.9,2025,-15.13,564.0,12.0,2026-03,-112.84,3.56,19.27546138072454,-14.42,🏰 高護城河,30.40%,51.18%,❌ 暫避觀望
125.36,15.91,凌網,5212.TWO,122.09999999999998,2025,23.44,47.7000007629,4.74,2026-03,-112.86,0.54,5.859950953673219,12.5,⚠️ 獲利稀釋,N/A,N/A,⚪ 中性觀察
13.7,-98.98,豐謙,5523.TWO,-3.9000000000000004,2025,-116.36,30.3999996185,-0.09,2026-03,-113.7,-0.04,0.0,-100.0,📉 獲利侵蝕,N/A,N/A,⚪ 數據不足
128.79,22.33,凡甲,3526.TWO,633.6,2025,5.64,298.0,16.97,2026-03,-113.8,4.7,7.054924242424242,14.99,⚠️ 獲利稀釋,32.41%,48.09%,⚪ 中性觀察
403.24,1.91,雅特力-KY,6907.TWO,0.0,2025,24.55,212.5,2.08,2026-03,-113.94999999999999,1.16,0.0,289.29,⚠️ 獲利稀釋,N/A,N/A,⚪ 數據不足
117.76,30.15,東聯互動,7738.TWO,545.5500000000001,2025,44.26,165.0,14.61,2026-03,-114.82000000000001,2.8,4.536706076436623,2.94,⚠️ 獲利稀釋,N/A,N/A,⚪ 中性觀察
164.92,-3.05,伯鑫,6904.TWO,183.6,2025,-48.04,128.0,5.44,2026-03,-114.91999999999999,1.83,10.457516339869281,50.0,⚠️ 獲利稀釋,N/A,N/A,⚪ 中性觀察
269.86,10.12,李洲,3066.TWO,-67.35000000000001,2025,-207.69,22.25,-1.4,2026-03,-115.12,0.52,0.0,154.74,🔄 轉虧為盈,-18.85%,38.23%,⚪ 數據不足
97.54,-16.33,潤泰全,2915.TW,339.15,2025,-28.5,51.0999984741,9.29,2026-03,-115.60000000000001,2.59,2.2600618520168068,-18.06,🏰 高護城河,5.98%,58.30%,⚪ 中性觀察
42.46,4.11,景岳,3164.TW,17.700000000000003,2025,0.0,16.2999992371,0.66,2026-03,-116.14000000000001,0.05,13.813558675508473,-73.68,📉 獲利侵蝕,N/A,N/A,⚪ 中性觀察
131.29,5.21,王品,2727.TW,614.25,2025,2.75,221.5,16.02,2026-03,-117.19999999999999,5.04,5.4090354090354085,14.09,⚠️ 獲利稀釋,7.36%,47.07%,⚪ 中性觀察
99.89,1.19,訊聯,1784.TWO,37.8,2025,-38.61,60.2999992371,1.02,2026-03,-117.75,0.25,23.928571125833333,-17.86,🏰 高護城河,-0.97%,56.51%,❌ 暫避觀望
114.65,3.26,晶碩,6491.TW,789.0,2025,-11.08,335.5,20.87,2026-03,-118.16000000000001,6.06,6.3783269961977185,-3.51,📉 獲利侵蝕,N/A,N/A,⚪ 中性觀察
119.32,16.33,叡揚,6752.TWO,262.2,2025,20.95,99.5999984741,7.41,2026-03,-119.32,1.39,5.697940416138444,0.0,📉 獲利侵蝕,N/A,N/A,⚪ 中性觀察
102.07,12.32,聯發科,2454.TW,2535.1499999999996,2025,-1.14,3340.0,66.16,2026-03,-119.82,15.17,19.76214425181942,-17.75,📉 獲利侵蝕,14.55%,46.13%,❌ 暫避觀望
76.96,27.6,創惟,6104.TWO,230.1,2025,66.87,89.5,5.62,2026-03,-119.94,1.34,5.834419817470665,-42.98,📉 獲利侵蝕,N/A,N/A,⚪ 中性觀察
104.82,30.1,德鴻,6910.TWO,72.30000000000001,2025,58.93,25.1499996185,2.0,2026-03,-120.44,0.27,5.217842244502075,-15.62,📉 獲利侵蝕,N/A,N/A,⚪ 中性觀察
0.01,-45.74,華軒,2740.TWO,-137.1,2025,35.27,34.1500015259,-3.19,2026-03,-120.76,-1.32,0.0,-120.75,📉 獲利侵蝕,-45.63%,41.62%,⚪ 數據不足
162.97,16.68,創威,6530.TWO,72.30000000000001,2025,18.9,68.3000030518,1.95,2026-03,-121.67,0.65,14.170125114481328,41.3,⚠️ 獲利稀釋,N/A,N/A,⚪ 中性觀察
-53.12,28.45,嘉雨思-創,6921.TW,7.649999999999999,2025,-55.26,63.0,0.35,2026-03,-121.88,-0.27,123.52941176470591,-175.0,🌑 雙重衰退,N/A,N/A,❌ 暫避觀望
196.55,62.42,竑騰,7751.TWO,748.35,2025,60.48,1100.0,20.5,2026-03,-121.99000000000001,7.0,22.0485067147725,74.56,⚠️ 獲利稀釋,N/A,N/A,❌ 暫避觀望
110.02,-34.5,倉和,6538.TWO,74.55,2025,-87.49,141.5,1.15,2026-03,-122.89,0.9,28.47082494969819,-12.87,📉 獲利侵蝕,N/A,N/A,❌ 暫避觀望
115.84,-4.66,裕融,9941.TW,288.15000000000003,2025,-12.45,82.5999984741,7.68,2026-03,-123.75,1.82,4.299843751905258,-7.91,📉 獲利侵蝕,N/A,N/A,⚪ 中性觀察
44.79,-29.66,長虹,5534.TW,140.85000000000002,2025,-23.57,80.5999984741,6.0,2026-03,-124.1,0.19,8.583599411512248,-79.31,📉 獲利侵蝕,N/A,N/A,⚪ 中性觀察
106.18,7.33,常廣,6730.TWO,78.89999999999999,2025,-10.33,34.0,2.14,2026-03,-124.7,0.44,6.463878326996198,-18.52,📉 獲利侵蝕,N/A,N/A,⚪ 中性觀察
127.83,-2.6,新巨,2420.TW,141.3,2025,-10.32,56.7999992371,3.91,2026-03,-124.86,1.05,6.02972391052017,2.97,⚠️ 獲利稀釋,35.64%,49.30%,⚪ 中性觀察
-26.36,15.28,基亞,3176.TWO,-9.600000000000001,2025,46.94,33.7999992371,-0.78,2026-03,-124.99,-0.38,0.0,-151.35,🏰 高護城河,-48.58%,56.72%,⚪ 數據不足
769.01,19.6,日成-KY,4807.TW,-3.4499999999999997,2025,84.62,38.2999992371,-0.24,2026-03,-125.00999999999999,1.7,0.0,644.0,🔄 轉虧為盈,4.68%,18.47%,⚪ 數據不足
148.24,3.86,科定,6655.TW,135.6,2025,-18.72,119.0,3.92,2026-03,-127.46000000000001,0.95,13.163716814159294,20.78,⚠️ 獲利稀釋,N/A,N/A,⚪ 中性觀察
86.45,5.58,新零售,3085.TWO,-23.400000000000002,2025,41.67,11.8999996185,-0.56,2026-03,-127.63,-0.24,0.0,-41.18,🏰 高護城河,-74.64%,73.88%,⚪ 數據不足
298.59,-5.55,捷流閥業,4580.TWO,195.6,2025,-42.92,80.6999969482,5.03,2026-03,-127.81999999999996,1.76,6.188650072714724,170.77,⚠️ 獲利稀釋,12.43%,31.57%,⚪ 中性觀察
129.18,-12.98,前鼎,4908.TWO,75.3,2025,-29.79,135.0,1.98,2026-03,-127.85000000000001,0.76,26.892430278884465,1.33,⚠️ 獲利稀釋,17.75%,46.40%,❌ 暫避觀望
133.38,12.28,嘉澤,3533.TW,2491.8,2025,-15.21,1905.0,70.17,2026-03,-128.04,21.37,11.467613773176017,5.34,🏰 高護城河,29.92%,51.54%,⚪ 中性觀察
133.06,-1.34,耕興,6146.TWO,405.75,2025,-14.93,189.0,10.77,2026-03,-128.85,2.97,6.987060998151571,4.21,⚠️ 獲利稀釋,N/A,N/A,⚪ 中性觀察
153.5,7.16,寶雅,5904.TWO,1085.5500000000002,2025,10.48,611.0,29.54,2026-03,-129.17000000000002,9.3,8.442724886002487,24.33,⚠️ 獲利稀釋,N/A,N/A,⚪ 中性觀察
133.24,27.05,創為精密,6899.TWO,130.65,2025,7.23,51.0999984741,3.59,2026-03,-129.32000000000002,1.08,5.866819572227324,3.92,⚠️ 獲利稀釋,N/A,N/A,⚪ 中性觀察
100.47,14.52,友霖,4166.TWO,28.35,2025,79.17,26.6499996185,0.9,2026-03,-130.9,0.16,14.100528898677249,-30.43,🏰 高護城河,23.50%,60.10%,⚪ 中性觀察
234.77,29.17,新代,7750.TW,1357.5,2025,51.69,1950.0,35.12,2026-03,-131.37,15.38,21.54696132596685,103.4,⚠️ 獲利稀釋,N/A,N/A,❌ 暫避觀望
86.74,-3.02,詮欣,6205.TW,71.55,2025,-25.66,60.9000015259,2.0,2026-03,-132.45,0.38,12.767295917379457,-45.71,📉 獲利侵蝕,N/A,N/A,⚪ 中性觀察
239.86,2.24,立積,4968.TW,68.55000000000001,2025,56.47,97.0,2.66,2026-03,-132.72000000000003,0.58,21.2253829321663,107.14,⚠️ 獲利稀釋,N/A,N/A,❌ 暫避觀望
127.49,12.01,同亨,5490.TWO,67.64999999999999,2025,382.35,29.0,1.69,2026-03,-133.04999999999998,0.7,6.430155210643016,-5.56,📉 獲利侵蝕,N/A,N/A,⚪ 中性觀察
149.46,12.26,家登,3680.TWO,282.3,2025,-22.51,437.5,9.43,2026-03,-133.55,2.55,23.24654622741764,15.91,⚠️ 獲利稀釋,17.47%,43.28%,❌ 暫避觀望
136.2,1.84,寶陞,2948.TWO,77.25,2025,-2.28,37.0,2.14,2026-03,-133.64,0.4,7.184466019417475,2.56,⚠️ 獲利稀釋,9.02%,48.05%,⚪ 中性觀察
215.25,59.93,弘塑,3131.TWO,1553.55,2025,56.98,2885.0,45.48,2026-03,-134.24,16.11,27.85555662836729,81.01,⚠️ 獲利稀釋,29.56%,42.10%,❌ 暫避觀望
64.29,-7.04,台南-KY,5906.TW,42.45,2025,-41.32,38.0,0.98,2026-03,-134.56,0.11,13.42756183745583,-70.27,📉 獲利侵蝕,N/A,N/A,⚪ 中性觀察
301.75,-35.35,大城地產,6171.TWO,158.10000000000002,2025,-33.33,23.2999992371,3.82,2026-03,-135.08,0.08,2.2106261135768497,166.67,⚠️ 獲利稀釋,N/A,N/A,⚪ 中性觀察
226.98,2.05,耀登,3138.TW,15.3,2025,-51.49,99.0,1.5,2026-03,-136.5,-0.02,97.05882352941177,90.48,⚠️ 獲利稀釋,7.58%,41.30%,❌ 暫避觀望
115.09,18.28,尚凡*,5278.TWO,38.849999999999994,2025,56.72,24.6000003815,1.05,2026-03,-136.71,0.29,9.498069645366796,-21.62,📉 獲利侵蝕,N/A,N/A,⚪ 中性觀察
124.86,3.61,富致,6642.TWO,93.15,2025,-27.37,73.9000015259,2.6,2026-03,-136.76,0.74,11.9001612763124,-11.9,📉 獲利侵蝕,N/A,N/A,⚪ 中性觀察
182.43,-9.62,加捷生醫,4109.TWO,13.35,2025,-80.37,11.4499998093,0.43,2026-03,-136.98000000000002,0.15,12.865168325056178,45.45,⚠️ 獲利稀釋,-7.54%,24.70%,⚪ 中性觀察
237.41,-15.41,鑫創電子,6680.TWO,-35.849999999999994,2025,-106.78,55.7999992371,-0.29,2026-03,-137.41,0.08,0.0,100.0,🔄 轉虧為盈,N/A,N/A,⚪ 數據不足
102.78,-1.96,東陽,1319.TW,0.0,2025,-13.11,0.0,6.43,2026-03,-137.46,1.62,0.0,-34.68,📉 獲利侵蝕,18.07%,33.68%,⚪ 數據不足
102.54,-1.73,保勝光學,6517.TWO,45.3,2025,-55.59,76.3000030518,1.63,2026-03,-137.54000000000002,0.52,25.26490167278146,-35.0,📉 獲利侵蝕,N/A,N/A,❌ 暫避觀望
137.61,9.13,農林,2913.TW,-5.7,2025,31.82,11.25,-0.15,2026-03,-137.61,-0.04,0.0,0.0,📉 獲利侵蝕,-7.01%,40.70%,⚪ 數據不足
43.67,-7.53,可寧衛*,8422.TW,299.54999999999995,2025,-87.79,25.7999992371,1.29,2026-03,-137.88,0.21,1.291937868657987,-94.21,📉 獲利侵蝕,N/A,N/A,⚪ 中性觀察
148.7,9.26,飛捷,6206.TW,277.65000000000003,2025,-0.43,117.0,6.9,2026-03,-138.13,2.51,6.3209076175040515,10.57,⚠️ 獲利稀釋,N/A,N/A,⚪ 中性觀察
103.42,-6.21,瑞耘,6532.TWO,175.2,2025,81.39,67.6999969482,7.31,2026-03,-138.3,0.84,5.796232615428082,-34.88,📉 獲利侵蝕,N/A,N/A,⚪ 中性觀察
174.21,34.16,蒙恬,5211.TWO,-33.3,2025,34.19,19.25,-0.77,2026-03,-138.5,-0.18,0.0,35.71,⚠️ 獲利稀釋,N/A,N/A,⚪ 數據不足
312.01,10.49,鼎天,3306.TWO,83.55000000000001,2025,-33.45,43.7000007629,1.95,2026-03,-138.67999999999998,0.11,7.845601573231597,173.33,⚠️ 獲利稀釋,1.28%,25.80%,⚪ 中性觀察
148.79,15.04,博大,8109.TWO,223.8,2025,-4.63,128.5,6.18,2026-03,-138.73,1.75,8.61260053619303,10.06,⚠️ 獲利稀釋,N/A,N/A,⚪ 中性觀察
539.09,-10.66,東和,1414.TW,5.8500000000000005,2025,-19.23,18.7000007629,0.19,2026-03,-139.09000000000003,0.06,47.948719904871794,400.0,⚠️ 獲利稀釋,-3.56%,15.75%,❌ 暫避觀望
51.4,12.79,君曜,7770.TWO,78.0,2025,-47.4,40.7000007629,3.0,2026-03,-139.35,0.1,7.826923223634615,-87.95,📉 獲利侵蝕,N/A,N/A,⚪ 中性觀察
142.19,3.64,中華資安,7765.TW,440.70000000000005,2025,2.97,230.0,11.47,2026-03,-139.45,3.38,7.8284547311095976,2.74,⚠️ 獲利稀釋,N/A,N/A,⚪ 中性觀察
70.64,4.97,生合,1295.TWO,193.95,2025,-6.08,48.25,5.29,2026-03,-139.69,0.39,3.731631863882444,-69.05,📉 獲利侵蝕,11.73%,49.97%,⚪ 中性觀察
30.39,-12.93,迅杰,6243.TW,-18.6,2025,-147.27,46.4500007629,-0.52,2026-03,-140.07,-0.03,0.0,-109.68,📉 獲利侵蝕,N/A,N/A,⚪ 數據不足
108.67,-1.51,君帆,4584.TWO,134.39999999999998,2025,-4.72,39.5,3.43,2026-03,-140.25,0.91,4.408482142857143,-31.58,📉 獲利侵蝕,12.30%,34.23%,⚪ 中性觀察
104.46,0.46,瓦城,2729.TWO,290.85,2025,-24.75,157.0,6.76,2026-03,-140.68,1.64,8.096957194430118,-36.22,📉 獲利侵蝕,N/A,N/A,⚪ 中性觀察
71.65,62.61,智原,3035.TW,99.74999999999999,2025,-29.75,182.5,2.81,2026-03,-141.57,0.4,27.443609022556394,-69.92,📉 獲利侵蝕,2.86%,42.16%,❌ 暫避觀望
244.55,-3.28,迅德,6292.TWO,52.95,2025,-48.05,50.0,2.0,2026-03,-141.77,0.73,14.164305949008497,102.78,⚠️ 獲利稀釋,N/A,N/A,⚪ 中性觀察
137.6,5.0,致新,8081.TW,659.1,2025,-0.84,233.5,17.76,2026-03,-141.78,4.62,5.3140646335912605,-4.18,📉 獲利侵蝕,N/A,N/A,⚪ 中性觀察
133.59,9.33,明達醫,6527.TWO,215.7,2025,15.63,70.4000015259,5.8,2026-03,-141.87,1.33,4.8956885623018085,-8.28,📉 獲利侵蝕,N/A,N/A,⚪ 中性觀察
143.49,170.31,益得,6461.TWO,-88.05,2025,18.35,15.1999998093,-2.57,2026-03,-141.93,-0.63,0.0,1.56,⚠️ 獲利稀釋,N/A,N/A,⚪ 數據不足
89.96,-27.76,裕山,7715.TWO,127.64999999999999,2025,-39.84,32.0999984741,3.09,2026-03,-142.2,0.64,3.772032723160987,-52.24,📉 獲利侵蝕,N/A,N/A,⚪ 中性觀察
180.17,11.97,亞德客-KY,1590.TW,1583.5500000000002,2025,10.18,1335.0,42.0,2026-03,-142.26,13.35,12.645637965331058,37.91,⚠️ 獲利稀釋,31.25%,47.51%,⚪ 中性觀察
51.34,1.9,正峰,1538.TW,-39.0,2025,6.47,9.8000001907,-1.59,2026-03,-142.72,-1.11,0.0,-91.38,📉 獲利侵蝕,-58.77%,32.24%,⚪ 數據不足
443.05,36.88,凱鈺,5468.TWO,-13.65,2025,-246.15,22.8500003815,-0.65,2026-03,-143.05,0.12,0.0,300.0,🔄 轉虧為盈,N/A,N/A,⚪ 數據不足
114.65,-2.07,聯詠,3034.TW,1029.8999999999999,2025,-19.62,458.0,26.87,2026-03,-143.09,6.19,6.670550538887271,-28.44,📉 獲利侵蝕,16.92%,38.19%,⚪ 中性觀察
185.98,14.37,雷虎,8033.TW,35.24999999999999,2025,14.0,204.5,0.58,2026-03,-144.31,0.34,87.0212765957447,41.67,⚠️ 獲利稀釋,N/A,N/A,❌ 暫避觀望
125.8,1.76,譜瑞-KY,4966.TWO,1293.4499999999998,2025,6.64,567.0,34.51,2026-03,-144.99,6.77,6.5754377826742445,-19.19,📉 獲利侵蝕,N/A,N/A,⚪ 中性觀察
206.98,116.34,鴻勁,7769.TW,2791.5,2025,110.03,6005.0,75.71,2026-03,-145.23999999999998,25.7,32.26759806555615,61.74,⚠️ 獲利稀釋,N/A,N/A,❌ 暫避觀望
237.89,-7.32,晶達,4995.TWO,72.45,2025,-50.22,45.4000015259,2.25,2026-03,-145.57999999999998,1.01,9.399586237246377,92.31,⚠️ 獲利稀釋,N/A,N/A,⚪ 中性觀察
269.52,-6.81,訊映,4155.TW,11.549999999999999,2025,-10.94,15.8999996185,0.58,2026-03,-145.98999999999998,0.39,20.64935015389611,123.53,⚠️ 獲利稀釋,N/A,N/A,❌ 暫避觀望
130.66,-10.06,味王,1203.TW,63.3,2025,-23.5,47.0999984741,1.81,2026-03,-146.18,0.49,11.161137079170617,-15.52,📉 獲利侵蝕,14.34%,33.56%,⚪ 中性觀察
79.57,-15.67,昶瑞機電,7642.TWO,130.35000000000002,2025,-50.94,82.0,3.29,2026-03,-146.45999999999998,0.5,9.436133486766396,-66.89,📉 獲利侵蝕,N/A,N/A,⚪ 中性觀察
177.74,34.56,捷創科技,7810.TWO,202.2,2025,47.62,194.5,6.25,2026-03,-147.03,1.83,14.42878338278932,30.71,⚠️ 獲利稀釋,N/A,N/A,⚪ 中性觀察
107.87,51.84,智通*,8932.TWO,107.1,2025,-7.07,116.5,1.85,2026-03,-147.64000000000001,0.53,16.31652661064426,-39.77,📉 獲利侵蝕,N/A,N/A,❌ 暫避觀望
