日期,代碼,名稱,收盤價,漲跌幅%,成交量(張),MJ狀態,J線值,MACD柱狀體
2026-04-21,2367.TW,燿華,70.3,7.16,88130,🚀 MJ低檔反彈,20.5,-1.54
2026-04-21,2337.TW,旺宏,132.5,9.96,135643,💧 築底觀察,7.34,-5.05
2026-04-21,2009.TW,第一銅,39.8,0.25,1219,💧 築底觀察,-5.59,0.02
2026-04-21,1721.TW,三晃,24.8,9.98,6757,⚠️ 超買警示,113.11,1.27
2026-04-21,6806.TW,森崴能源,29.8,9.96,3498,⚠️ 超買警示,118.71,1.89
2026-04-21,3105.TWO,穩懋,617.0,4.22,54595,⚠️ 超買警示,98.12,27.68
2026-04-21,3702.TW,大聯大,102.5,1.99,14927,⚠️ 超買警示,101.82,0.64
2026-04-21,009816.TW,凱基台灣TOP50,12.29,1.82,149588,⚠️ 超買警示,99.77,0.17
2026-04-21,0050.TW,元大台灣50,86.0,1.71,75004,⚠️ 超買警示,100.54,0.96
2026-04-21,0056.TW,元大高股息,41.97,1.21,76812,⚠️ 超買警示,104.16,0.51
2026-04-21,2352.TW,佳世達,25.65,0.0,3409,⚠️ 超買警示,98.04,0.38
