股號,名稱,現價,漲跌幅,建議
0050,元大台灣50,84.55,0.00%,續抱/觀望
2382,廣達,329.0,0.00%,續抱/觀望
3105,穩懋,592.0,0.00%,買入
4966,譜瑞-KY,532.0,0.00%,賣出
00635U,期元大S&P黃金,50.25,0.00%,賣出
00738U,期元大道瓊白銀,64.7,0.00%,續抱/觀望
009816,凱基台灣TOP50,12.3,1.91%,續抱/觀望
2399,映泰,38.15,0.00%,買入
2609,陽明,50.5,0.80%,賣出
2618,長榮航,35.25,0.00%,續抱/觀望
