Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority,Is_New
2436.TW,偉詮電,2026-04-20,看漲 FVG,66.7,64.18,70.04,⏳ 待回測,⚡結構突破,1,58.1,-,2,True
6153.TW,嘉聯益,2026-04-20,看漲 FVG,18.9,18.71,19.84,⏳ 待回測,⚡結構突破,1,62.5,-,2,True
8150.TW,南茂,2026-04-15,看漲 FVG,68.8,64.48,72.24,💰 已達標,獲利點,1,72.2,2026-04-17,2,True
1905.TW,華紙,2026-04-17,看跌 FVG,14.15,14.32,13.44,❌ 已失效,實體過中線,0,50.48,-,3,True
2312.TW,金寶,2026-04-20,看漲 FVG,26.9,25.87,28.25,⏳ 待回測,監控中,0,58.38,-,3,True
3260.TWO,威剛,2026-03-31,看跌 FVG,368.5,371.85,350.07,❌ 已失效,實體過中線,0,49.51,2026-04-02,3,True
4967.TW,十銓,2026-04-15,看跌 FVG,218.5,221.6,207.57,❌ 已失效,實體過中線,0,33.17,2026-04-17,3,True
2388.TW,威盛,2026-04-20,看漲 FVG,69.0,65.57,72.45,⏳ 待回測,⚡結構突破 ⚠️過熱,0,72.08,-,4,True
2399.TW,映泰,2026-04-20,看漲 FVG,40.8,36.42,42.84,⏳ 待回測,監控中 ⚠️過熱,0,65.51,-,4,True
2454.TW,聯發科,2026-04-16,看漲 FVG,1885.0,1835.78,1979.25,💰 已達標,獲利點,0,73.11,-,4,True
3189.TW,景碩,2026-04-20,看漲 FVG,446.0,402.98,468.3,⏳ 待回測,⚡結構突破 ⚠️過熱,0,68.21,-,4,False
3221.TWO,台嘉碩,2026-04-20,看漲 FVG,51.6,45.42,54.18,⏳ 待回測,⚡結構突破 ⚠️過熱,0,69.47,-,4,False
3264.TWO,欣銓,2026-04-20,看漲 FVG,196.5,175.62,206.33,⏳ 待回測,監控中 ⚠️過熱,0,64.53,-,4,True
4960.TW,誠美材,2026-04-20,看漲 FVG,36.85,33.73,38.69,⏳ 待回測,⚡結構突破 ⚠️過熱,0,72.01,-,4,True
6182.TWO,合晶,2026-04-20,看漲 FVG,39.6,37.46,41.58,⏳ 待回測,⚡結構突破 ⚠️過熱,1,63.21,-,4,False
6205.TW,詮欣,2026-04-20,看漲 FVG,79.6,74.62,83.58,⏳ 待回測,⚡結構突破 ⚠️過熱,1,79.9,-,4,True
