股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,狀態,連續大漲,連續大跌,原因,最終狀態
3583,辛耘,770.00,1968,808.00,201.90,---,貼軌運行 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00940,元大台灣價值高息,10.42,125230,10.42,7.02,---,強勢突破 (軌外) -> 貼軌運行,無,無,股價於高位貼軌 (10.42 > 1.5σ)，動能強勁,貼軌運行
3706,神達,85.00,14640,107.00,38.62,---,貼軌運行,無,無,股價於高位貼軌 (85.00 > 1.5σ)，動能強勁,貼軌運行
5009,榮剛,33.75,2877,43.29,30.50,---,趨勢運行 -> 貼軌運行,無,無,股價於高位貼軌 (33.75 > 1.5σ)，動能強勁,貼軌運行
5278,尚凡*,23.00,623,45.93,23.00,---,資料不足 -> 均線糾擺,無,無,MA 乖離率僅 1.08%,均線糾擺
3054,立萬利,75.00,412,90.30,19.20,---,進入盤整 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6908,宏�砦C戲-創,39.85,16,69.90,37.65,---,資料不足 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2031,新光鋼,40.00,870,44.85,35.21,---,均線糾擺,無,無,MA 乖離率僅 0.37%,均線糾擺
3317,尼克森,53.60,2149,57.40,29.29,---,貼軌運行 -> 進入盤整,無,無,ADX 為 12.12 (低於 20),進入盤整
4416,三圓,14.90,518,68.42,12.25,---,貼軌運行 -> 趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
4905,台聯電,87.60,62,98.20,52.86,---,均線糾擺 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
8155,博智,396.00,3335,401.50,95.19,---,資料不足 -> 貼軌運行,無,無,股價於高位貼軌 (396.00 > 1.5σ)，動能強勁,貼軌運行
6741,91APP*-KY,65.30,392,88.50,58.60,---,資料不足 -> 強勢突破 (軌外),無,無,股價衝破布林上軌 (65.09)，進入噴發段,強勢突破 (軌外)
1319,東陽,79.00,2618,115.00,77.10,---,均線糾擺,無,無,MA 乖離率僅 1.00%,均線糾擺
6925,意藍,71.30,64,182.50,46.29,---,資料不足 -> 均線糾擺,無,無,MA 乖離率僅 1.20%,均線糾擺
6285,啟��,249.50,37475,267.00,96.00,---,資料不足 -> 進入盤整,無,無,ADX 為 8.74 (低於 20),進入盤整
4744,皇將,31.45,220,38.90,17.67,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00642,期元大S&P石油,25.94,9467,30.94,13.60,---,均線糾擺,無,無,MA 乖離率僅 0.79%,均線糾擺
6994,富威電力,72.70,373,132.10,62.00,---,資料不足 -> 均線糾擺,無,無,MA 乖離率僅 1.48%,均線糾擺
3576,聯合再生,16.85,21234,26.70,6.00,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
8112,至上甲特,86.80,18978,94.60,39.02,---,資料不足 -> 貼軌運行,無,無,股價於高位貼軌 (86.80 > 1.5σ)，動能強勁,貼軌運行
00633,富邦上証正2,50.95,1780,52.30,34.35,---,貼軌運行,無,無,股價於高位貼軌 (50.95 > 1.5σ)，動能強勁,貼軌運行
4121,優盛,15.10,190,20.40,11.65,---,均線糾擺,無,無,MA 乖離率僅 0.85%,均線糾擺
