股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
6136.TW,富爾特,🔥 訊號出現,26.9500007629,78.65,⚪ 一般監控,33.33%,33.33%,0.20%,-1.32%,3,26.59,0.3333,0.002
3702.TW,大聯大,無,102.5,77.38,🟢 黃金標的,66.67%,100.00%,3.64%,-2.60%,6,0.0,1.0,0.0364
7792.TWO,安葆,無,356.0,66.14,🟢 黃金標的,33.33%,88.89%,8.70%,-5.89%,9,0.0,0.8889,0.087
3105.TWO,穩懋,無,617.0,82.5,🟢 黃金標的,57.14%,85.71%,5.35%,-6.96%,7,0.0,0.8571,0.0535
2367.TW,燿華,無,70.3000030518,39.6,🟢 黃金標的,33.33%,66.67%,4.93%,-4.33%,6,0.0,0.6667,0.0493
2337.TW,旺宏,無,132.5,51.95,🟢 黃金標的,80.00%,60.00%,9.66%,-2.16%,5,0.0,0.6,0.0966
3714.TW,富采,無,73.5999984741,72.08,🟢 黃金標的,22.22%,55.56%,9.50%,-6.34%,9,0.0,0.5556,0.095
0056.TW,元大高股息,無,41.9700012207,83.55,🔵 穩健標的,80.00%,60.00%,0.48%,-0.26%,5,0.0,0.6,0.0048
3481.TW,群創,無,26.0,56.67,⚪ 一般監控,75.00%,75.00%,1.89%,-5.96%,4,0.0,0.75,0.0189
8104.TW,錸寶,無,38.2000007629,64.33,⚪ 一般監控,40.00%,60.00%,1.27%,-7.73%,5,0.0,0.6,0.0127
4142.TW,國光生,無,18.1000003815,43.33,⚪ 一般監控,0.00%,50.00%,0.82%,-2.95%,2,0.0,0.5,0.0082
1802.TW,台玻,無,74.1999969482,75.78,⚪ 一般監控,42.86%,42.86%,1.30%,-5.80%,7,0.0,0.4286,0.013
2409.TW,友達,無,18.8999996185,71.1,⚪ 一般監控,66.67%,33.33%,1.45%,-4.96%,6,0.0,0.3333,0.0145
4966.TWO,譜瑞-KY,無,537.0,66.23,⚪ 一般監控,0.00%,33.33%,1.03%,-3.24%,3,0.0,0.3333,0.0103
2327.TW,國巨*,無,323.0,76.64,⚪ 一般監控,33.33%,33.33%,2.63%,-2.70%,3,0.0,0.3333,0.0263
2009.TW,第一銅,無,39.7999992371,48.02,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
6806.TW,森崴能源,無,29.7999992371,37.16,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
0050.TW,元大台灣50,無,86.0,79.8,🔴 空頭陷阱,66.67%,66.67%,-0.97%,-1.98%,3,0.0,0.6667,-0.0097
2485.TW,兆赫,無,72.3000030518,40.57,🔴 空頭陷阱,50.00%,16.67%,-4.96%,-9.08%,6,0.0,0.1667,-0.0496
1721.TW,三晃,無,24.7999992371,73.91,🔴 空頭陷阱,66.67%,16.67%,-6.82%,-9.21%,6,0.0,0.1667,-0.0682
2317.TW,鴻海,無,211.0,68.09,🔴 空頭陷阱,0.00%,0.00%,-5.40%,-6.16%,2,0.0,0.0,-0.054
2352.TW,佳世達,無,25.6499996185,81.48,🔴 空頭陷阱,33.33%,0.00%,-10.64%,-4.18%,3,0.0,0.0,-0.1064
6188.TWO,廣明,無,85.5,44.25,🔴 空頭陷阱,50.00%,0.00%,-5.11%,-4.47%,2,0.0,0.0,-0.0511
