日期,代碼,名稱,收盤價,漲跌幅%,成交量(張),MJ狀態,J線值,MACD柱狀體
2026-04-21,8110.TW,華東,49.5,7.14,15111,🔥 MJ強勢攻擊,40.45,0.49
2026-04-21,2344.TW,華邦電,91.1,6.3,185744,🔥 MJ強勢攻擊,32.07,0.59
2026-04-21,6770.TW,力積電,54.0,5.06,109184,🔥 MJ強勢攻擊,29.57,0.43
2026-04-21,2441.TW,超豐,94.3,4.43,26770,🔥 MJ強勢攻擊,49.06,0.23
2026-04-21,8936.TWO,國統,50.9,2.0,2735,🔥 MJ強勢攻擊,39.95,0.17
2026-04-21,6472.TW,保瑞,416.5,1.83,661,🔥 MJ強勢攻擊,34.17,2.63
2026-04-21,8076.TWO,伍豐,23.65,1.72,863,🔥 MJ強勢攻擊,45.33,0.08
2026-04-21,1319.TW,東陽,79.0,1.28,2618,🔥 MJ強勢攻擊,37.57,0.6
2026-04-21,2609.TW,陽明,50.7,1.2,14089,🔥 MJ強勢攻擊,25.68,0.25
2026-04-21,2504.TW,國產,36.4,1.11,2448,🔥 MJ強勢攻擊,40.85,0.05
2026-04-21,3058.TW,立德,9.08,0.11,990,🔥 MJ強勢攻擊,20.8,0.02
2026-04-21,9910.TW,豐泰,78.0,-0.13,1960,🔥 MJ強勢攻擊,46.81,0.65
2026-04-21,4746.TW,台耀,52.7,-0.75,681,🔥 MJ強勢攻擊,49.26,0.01
2026-04-21,5381.TWO,合正,24.5,-2.39,1671,🔥 MJ強勢攻擊,27.66,0.11
2026-04-21,2367.TW,燿華,70.3,7.16,88130,🚀 MJ低檔反彈,20.5,-1.54
2026-04-21,6499.TWO,益安,84.6,2.55,733,🚀 MJ低檔反彈,26.51,-0.14
2026-04-21,1907.TW,永豐餘,25.5,2.41,858,🚀 MJ低檔反彈,24.79,-0.24
2026-04-21,1904.TW,正隆,18.75,2.18,1554,🚀 MJ低檔反彈,39.45,-0.15
2026-04-21,2023.TW,燁輝,14.05,0.72,1487,🚀 MJ低檔反彈,31.59,-0.01
