日期,代碼,名稱,收盤價,漲跌幅%,成交量(張),MJ狀態,J線值,MACD柱狀體
2026-04-21,2367.TW,燿華,70.3,7.16,88130,🚀 MJ低檔反彈,20.5,-1.54
2026-04-21,3702.TW,大聯大,102.5,1.99,14927,⚠️ 超買警示,101.82,0.64
2026-04-21,8044.TWO,網家,24.8,0.61,868,⚠️ 超買警示,107.85,0.6
