股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,殖利率,狀態,連續大漲,連續大跌,原因,最終狀態
6570,維田,46.65,30,64.28,36.61,---,3.53%,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 1.42%,均線糾擺
7806,精華生醫,62.60,28,80.50,57.60,---,---,貼軌運行 -> 均線糾擺,無,無,MA 乖離率僅 0.90%,均線糾擺
6831,邁科,497.50,1159,956.00,157.83,---,0.74%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00696,富邦美債20年,27.54,7006,30.21,27.52,---,0.94%,均線糾擺,無,無,MA 乖離率僅 0.11%,均線糾擺
6153,嘉聯益,17.20,1902,24.45,13.50,---,---,均線糾擺,無,無,MA 乖離率僅 0.59%,均線糾擺
8261,富鼎,176.00,2567,346.94,86.50,---,4.05%,均線糾擺,無,無,MA 乖離率僅 0.83%,均線糾擺
6205,詮欣,73.60,11457,98.20,37.00,---,3.47%,強勢突破 (軌外),無,無,股價衝破布林上軌 (73.27)，進入噴發段,強勢突破 (軌外)
7595,世基生醫,7.05,3,13.60,6.09,---,---,均線糾擺,無,無,MA 乖離率僅 1.06%,均線糾擺
3479,安勤,136.00,1299,156.50,83.70,---,5.22%,均線糾擺 -> 貼軌運行,無,無,股價於高位貼軌 (136.00 > 1.5σ)，動能強勁,貼軌運行
1789,神隆,18.60,295,28.25,16.75,---,2.02%,均線糾擺,無,無,MA 乖離率僅 0.37%,均線糾擺
3171,炎洲流通,59.00,3,79.40,45.00,---,7.01%,均線糾擺,無,無,MA 乖離率僅 1.23%,均線糾擺
4721,美琪瑪,77.40,677,101.00,61.20,---,3.35%,貼軌運行 -> 強勢突破 (軌外),無,無,股價衝破布林上軌 (76.62)，進入噴發段,強勢突破 (軌外)
911608,明輝-DR,2.67,1,3.51,2.53,---,1.89%,均線糾擺,無,無,MA 乖離率僅 0.18%,均線糾擺
6924,榮惠-KY創,134.00,19,193.50,47.80,---,7.45%,進入盤整,無,無,ADX 為 15.46 (低於 20),進入盤整
3044,健鼎,538.00,1419,573.00,290.00,---,4.08%,強勢突破 (軌外) -> 貼軌運行,無,無,股價於高位貼軌 (538.00 > 1.5σ)，動能強勁,貼軌運行
3011,今皓,10.00,277,15.65,9.38,---,---,均線糾擺,無,無,MA 乖離率僅 0.70%,均線糾擺
00876,元大全球5G,89.80,101,107.70,41.71,---,---,強勢突破 (軌外) -> 貼軌運行,無,無,股價於高位貼軌 (89.80 > 1.5σ)，動能強勁,貼軌運行
00676,富邦臺灣加權反1,5.23,3361,10.39,5.23,---,---,均線糾擺,無,無,MA 乖離率僅 1.02%,均線糾擺
4961,天鈺,180.50,427,183.50,135.00,---,5.89%,進入盤整,無,無,ADX 為 8.34 (低於 20),進入盤整
2012,春雨,14.20,29,17.50,13.90,---,5.31%,均線糾擺,無,無,MA 乖離率僅 0.55%,均線糾擺
8114,振樺電,177.50,228,267.00,164.00,---,2.62%,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 1.37%,均線糾擺
6638,沅聖,47.30,4,66.90,24.50,---,---,均線糾擺,無,無,MA 乖離率僅 0.50%,均線糾擺
8028,昇陽半導體,269.00,10277,356.50,146.00,---,1.49%,趨勢運行 -> 貼軌運行,無,無,股價於高位貼軌 (269.00 > 1.5σ)，動能強勁,貼軌運行
6972,博瑞達應材,22.00,4,31.00,22.00,---,---,均線糾擺 -> 離開盤整 (向下),無,無,跌破布林下軌 (22.51),離開盤整 (向下)
6443,元晶,28.25,15862,52.30,11.95,---,1.64%,貼軌運行,無,無,股價於高位貼軌 (28.25 > 1.5σ)，動能強勁,貼軌運行
00990,主動元大AI新經濟,9.88,2112,10.11,9.88,---,---,強勢突破 (軌外) -> 均線糾擺,無,無,MA 乖離率僅 0.09%,均線糾擺
