日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-09-24,2317,鴻海,256.0,241.21,2000,29580,6.13%
2026-09-24,4142,國光生,17.85,25.32,1000,-7470,-29.50%
2026-09-24,0050,元大台灣50,111.35,46.6,16000,1036000,138.95%
2026-09-24,0056,元大高股息,57.15,36.43,4000,82880,56.88%
2026-09-24,00635U,期元大S&P黃金,44.95,55.25,3000,-30900,-18.64%
2026-09-24,00738U,期元大道瓊白銀,52.45,66.26,1000,-13810,-20.84%
2026-09-24,00929,復華台灣科技優息,29.06,19.73,8000,74640,47.29%
2026-09-24,009816,凱基台灣TOP50,16.47,11.01,63000,343980,49.59%
2026-09-24,00990A,主動元大AI新經濟,15.42,11.48,5000,19700,34.32%
2026-09-24,2009,第一銅,39.35,50.56,4000,-44840,-22.17%
2026-09-24,2337,旺宏,119.0,95.28,2000,47440,24.90%
2026-09-24,2409,友達,34.7,16.21,2000,36980,114.07%
2026-09-24,3481,群創,49.6,25.1,4000,98000,97.61%
2026-09-24,3105,穩懋,497.0,556.47,300,-17841,-10.69%
2026-09-24,4966,譜瑞-KY,564.0,1921.64,1000,-1357640,-70.65%
2026-09-24,2327,國巨*,573.0,1030.0,1,-457,-44.37%
2026-09-24,00403A,主動統一升級50,10.49,10.68,26000,-4940,-1.78%
2026-09-24,00981A,主動統一台股增長,29.57,27.48,2000,4180,7.61%
2026-09-24,2330,台積電,2500.0,225.55,10,22744,1008.40%
2026-09-24,6789,采鈺,468.0,593.5,400,-50200,-21.15%
2026-09-24,6849,奇鼎科技,178.0,266.4,280,-24752,-33.18%
2026-09-24,7853,政美應用,356.5,409.29,280,-14781,-12.90%
2026-09-24,3576,聯合再生,17.75,18.15,5000,-2000,-2.20%
2026-09-24,1721,三晃,24.4,27.88,3000,-10450,-12.49%
2026-09-24,8215,明基材,27.85,31.6,200,-750,-11.87%
2026-09-24,00405A,主動富邦台灣龍耀,8.97,9.34,11000,-4070,-3.96%
2026-09-24,5498,凱崴,50.2,69.61,188,-3649,-27.88%
2026-09-24,1301,台塑,63.1,50.5,100,1260,24.95%
2026-09-24,6498,久禾光,66.6,67.3,12,-8,-1.04%
2026-09-24,009821,野村稀土關鍵資源,14.03,17.3,12000,-39240,-18.90%
