股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
BID.VN,未知,無,35900.0,44.64,🟢 黃金標的,54.55%,63.64%,5.19%,-2.26%,11,0,0.6364,0.0519
VPB.VN,未知,無,22100.0,50.56,🔵 穩健標的,20.00%,60.00%,0.11%,-1.85%,5,0,0.6,0.0011
LPB.VN,未知,無,46400.0,39.34,⚪ 一般監控,50.00%,62.50%,2.07%,-1.94%,8,0,0.625,0.0207
PLX.VN,未知,無,35000.0,43.9,⚪ 一般監控,75.00%,50.00%,5.80%,-4.33%,12,0,0.5,0.058
VIC.VN,未知,無,230000.0,25.33,⚪ 一般監控,55.56%,44.44%,1.44%,-4.45%,9,0,0.4444,0.0144
FRT.VN,未知,無,142000.0,49.07,⚪ 一般監控,44.44%,44.44%,0.47%,-2.75%,9,0,0.4444,0.0047
VNM.VN,未知,無,60600.0,42.86,⚪ 一般監控,28.57%,42.86%,0.43%,-3.59%,7,0,0.4286,0.0043
VCB.VN,未知,無,58100.0,44.74,⚪ 一般監控,66.67%,33.33%,2.80%,-1.85%,12,0,0.3333,0.028
FUEVFVND.VN,未知,無,33560.0,37.67,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0,0.0,0.0
HDB.VN,未知,無,27650.0,58.18,🔴 空頭陷阱,55.56%,55.56%,-0.72%,-1.63%,9,0,0.5556,-0.0072
SSI.VN,未知,無,20850.0,46.67,🔴 空頭陷阱,25.00%,50.00%,-2.79%,-5.32%,4,0,0.5,-0.0279
GMD.VN,未知,無,76300.0,43.53,🔴 空頭陷阱,52.94%,41.18%,-1.18%,-2.55%,17,0,0.4118,-0.0118
BCM.VN,未知,無,40950.0,40.43,🔴 空頭陷阱,0.00%,40.00%,-0.75%,-5.28%,5,0,0.4,-0.0075
E1VFVN30.VN,未知,無,34930.0,43.05,🔴 空頭陷阱,66.67%,33.33%,-1.42%,-1.34%,3,0,0.3333,-0.0142
VHC.VN,未知,無,49700.0,28.46,🔴 空頭陷阱,44.44%,33.33%,-0.96%,-2.45%,9,0,0.3333,-0.0096
HPG.VN,未知,無,20800.0,36.76,🔴 空頭陷阱,33.33%,33.33%,-0.29%,-1.88%,3,0,0.3333,-0.0029
FPT.VN,未知,無,65300.0,45.98,🔴 空頭陷阱,28.57%,28.57%,-0.37%,-3.36%,7,0,0.2857,-0.0037
HVN.VN,未知,無,20400.0,25.0,🔴 空頭陷阱,75.00%,25.00%,-3.72%,-3.82%,4,0,0.25,-0.0372
VHM.VN,未知,無,65400.0,12.31,🔴 空頭陷阱,20.00%,20.00%,-1.41%,-5.24%,5,0,0.2,-0.0141
GEE.VN,未知,無,70900.0,64.55,🔴 空頭陷阱,50.00%,16.67%,-6.49%,-7.85%,12,0,0.1667,-0.0649
MBB.VN,未知,無,19850.0,38.33,🔴 空頭陷阱,0.00%,0.00%,-4.20%,-4.00%,1,0,0.0,-0.042
MWG.VN,未知,無,72900.0,49.14,🔴 空頭陷阱,50.00%,0.00%,-4.63%,-3.14%,4,0,0.0,-0.0463
VID.VN,未知,無,4400.0,51.18,🔴 空頭陷阱,0.00%,0.00%,-5.93%,-8.13%,1,0,0.0,-0.0593
VJC.VN,未知,無,132000.0,64.59,🔴 空頭陷阱,50.00%,0.00%,-3.02%,-4.42%,4,0,0.0,-0.0302
