eps,expansion,prev_eps,eps_yoy,advice,symbol,om,name,pe,date,status,rev_yoy,gm,prev_year,prev_rev_yoy,est_price,prev_eps_yoy,price
4.62,-141.78,17.76,-4.18,⚪ 中性觀察,8081.TW,N/A,致新,5.780609922621756,2026-03,📉 獲利侵蝕,137.6,N/A,2025,5.0,659.1,-0.84,254.0
1.33,-141.87,5.8,-8.28,⚪ 中性觀察,6527.TWO,N/A,明達醫,5.215577190542421,2026-03,📉 獲利侵蝕,133.59,N/A,2025,9.33,215.7,15.63,75.0
-0.63,-141.93,-2.57,1.56,⚪ 數據不足,6461.TWO,N/A,益得,0.0,2026-03,⚠️ 獲利稀釋,143.49,N/A,2025,170.31,-88.05,18.35,23.7999992371
0.64,-142.2,3.09,-52.24,⚪ 中性觀察,7715.TWO,N/A,裕山,3.2314923619271445,2026-03,📉 獲利侵蝕,89.96,N/A,2025,-27.76,127.64999999999999,-39.84,27.5
13.35,-142.26,42.0,37.91,⚪ 中性觀察,1590.TW,31.25%,亞德客-KY,11.461589466704556,2026-03,⚠️ 獲利稀釋,180.17,47.51%,2025,11.97,1583.5500000000002,10.18,1210.0
-1.11,-142.72,-1.59,-91.38,⚪ 數據不足,1538.TW,-58.77%,正峰,0.0,2026-03,📉 獲利侵蝕,51.34,32.24%,2025,1.9,0.0,6.47,0.0
0.12,-143.05,-0.65,300.0,⚪ 數據不足,5468.TWO,N/A,凱鈺,0.0,2026-03,🔄 轉虧為盈,443.05,N/A,2025,36.88,-13.65,-246.15,24.5499992371
6.19,-143.09,26.87,-28.44,⚪ 中性觀察,3034.TW,16.92%,聯詠,7.908534809204777,2026-03,📉 獲利侵蝕,114.65,38.19%,2025,-2.07,1029.8999999999999,-19.62,543.0
0.34,-144.31,0.58,41.67,❌ 暫避觀望,8033.TW,N/A,雷虎,71.70212765957447,2026-03,⚠️ 獲利稀釋,185.98,N/A,2025,14.37,35.24999999999999,14.0,168.5
6.77,-144.99,34.51,-19.19,⚪ 中性觀察,4966.TWO,N/A,譜瑞-KY,6.63342224283892,2026-03,📉 獲利侵蝕,125.8,N/A,2025,1.76,1293.4499999999998,6.64,572.0
25.7,-145.23999999999998,75.71,61.74,❌ 暫避觀望,7769.TW,N/A,鴻勁,30.46749059645352,2026-03,⚠️ 獲利稀釋,206.98,N/A,2025,116.34,2791.5,110.03,5670.0
1.01,-145.57999999999998,2.25,92.31,⚪ 中性觀察,4995.TWO,N/A,晶達,10.31055884826087,2026-03,⚠️ 獲利稀釋,237.89,N/A,2025,-7.32,72.45,-50.22,49.7999992371
0.39,-145.98999999999998,0.58,123.53,❌ 暫避觀望,4155.TW,N/A,訊映,19.28571478116883,2026-03,⚠️ 獲利稀釋,269.52,N/A,2025,-6.81,11.549999999999999,-10.94,14.8500003815
0.49,-146.18,1.81,-15.52,⚪ 中性觀察,1203.TW,14.34%,味王,10.260663326327016,2026-03,📉 獲利侵蝕,130.66,33.56%,2025,-10.06,63.3,-23.5,43.2999992371
0.5,-146.45999999999998,3.29,-66.89,⚪ 中性觀察,7642.TWO,N/A,昶瑞機電,8.14729609341772,2026-03,📉 獲利侵蝕,79.57,N/A,2025,-15.67,130.35000000000002,-50.94,70.8000030518
1.83,-147.03,6.25,30.71,❌ 暫避觀望,7810.TWO,N/A,捷創科技,16.505934718100892,2026-03,⚠️ 獲利稀釋,177.74,N/A,2025,34.56,202.2,47.62,222.5
0.53,-147.64000000000001,1.85,-39.77,⚪ 中性觀察,8932.TWO,N/A,智通*,12.969187461358544,2026-03,📉 獲利侵蝕,107.87,N/A,2025,51.84,107.1,-7.07,92.5999984741
0.32,-147.67999999999998,1.13,3.33,⚪ 中性觀察,6821.TWO,N/A,聯寶,14.604315997877698,2026-03,⚠️ 獲利稀釋,151.01,N/A,2025,2.84,41.699999999999996,-5.93,40.5999984741
2.21,-147.81,7.37,17.55,❌ 暫避觀望,5234.TW,N/A,達興材料,15.976008724100327,2026-03,⚠️ 獲利稀釋,165.36,N/A,2025,12.43,275.1,32.55,293.0
0.26,-148.18,2.37,-29.73,⚪ 中性觀察,6671.TW,N/A,三能-KY,4.454191107504874,2026-03,📉 獲利侵蝕,118.45,N/A,2025,-2.1,76.94999999999999,-25.47,22.8500003815
0.18,-148.53,0.96,-62.5,⚪ 數據不足,8923.TWO,N/A,時報,0.0,2026-03,📉 獲利侵蝕,86.03,N/A,2025,2.69,0.0,3.23,0.0
0.92,-148.87,3.0,-29.77,❌ 暫避觀望,4572.TW,N/A,駐龍,19.59269662921348,2026-03,📉 獲利侵蝕,119.1,N/A,2025,-23.02,106.8,-58.85,139.5
9.53,-149.18,36.75,-0.63,❌ 暫避觀望,3653.TW,31.26%,健策,76.3459841129744,2026-03,📉 獲利侵蝕,148.55,41.25%,2025,42.0,1359.6,49.96,6920.0
0.4,-149.42000000000002,-1.63,-42.86,⚪ 數據不足,2231.TW,-15.73%,為升,0.0,2026-03,🔄 轉虧為盈,106.56,23.65%,2025,-21.77,-24.3,-148.96,90.3000030518
-0.21,-150.01,-0.88,16.0,⚪ 數據不足,4188.TWO,N/A,安克,0.0,2026-03,⚠️ 獲利稀釋,166.01,N/A,2025,-42.69,-33.75,-10.0,14.1999998093
0.01,-150.05,-0.28,111.11,⚪ 數據不足,6226.TW,N/A,光鼎,0.0,2026-03,🔄 轉虧為盈,261.16,N/A,2025,-3.71,-9.9,38.64,44.0
1.08,-150.47,4.22,9.09,⚪ 中性觀察,7753.TWO,N/A,星亞,3.3523266132098772,2026-03,⚠️ 獲利稀釋,159.56,N/A,2025,9.51,157.95,10.39,35.2999992371
-0.44,-150.56,-0.57,17.31,⚪ 數據不足,4142.TW,23.11%,國光生,0.0,2026-03,⚠️ 獲利稀釋,167.87,49.56%,2025,-9.99,-47.25000000000001,1.75,17.8999996185
2.1,-150.93,6.58,41.89,⚪ 中性觀察,6719.TW,N/A,力智,12.415654520917679,2026-03,⚠️ 獲利稀釋,192.82,N/A,2025,23.89,222.3,198.64,184.0
6.23,-151.18,15.42,64.88,❌ 暫避觀望,6683.TWO,N/A,雍智科技,41.41689373297003,2026-03,⚠️ 獲利稀釋,216.06,N/A,2025,23.03,550.4999999999999,-12.9,1520.0
-0.01,-152.4,-0.62,-104.55,⚪ 數據不足,3086.TWO,-19.63%,華義*,0.0,2026-03,📉 獲利侵蝕,47.85,44.07%,2025,5.99,-25.5,-192.54,28.2999992371
19.54,-152.6,46.93,13.4,❌ 暫避觀望,6515.TW,N/A,穎崴,47.62292412894823,2026-03,⚠️ 獲利稀釋,166.0,N/A,2025,35.51,1842.6000000000001,40.24,5850.0
0.41,-152.6,3.14,-82.61,⚪ 中性觀察,4946.TWO,N/A,辣椒,10.144927536231885,2026-03,📉 獲利侵蝕,69.99,N/A,2025,786.25,144.9,131.69,98.0
0.58,-152.73000000000002,2.87,-69.68,⚪ 中性觀察,6962.TW,N/A,奕力-KY,3.9116916371766166,2026-03,📉 獲利侵蝕,83.05,N/A,2025,-15.03,120.60000000000001,-39.39,31.4500007629
0.51,-152.76,3.93,-3.85,⚪ 中性觀察,2756.TWO,5.94%,聯發國際,7.535885167464115,2026-03,📉 獲利侵蝕,148.91,49.60%,2025,69.66,125.39999999999999,61.83,63.0
0.24,-153.12,1.0,-27.27,❌ 暫避觀望,3438.TWO,-0.86%,類比科,31.333332550820508,2026-03,📉 獲利侵蝕,125.85,38.12%,2025,4.92,29.250000000000004,-33.77,61.0999984741
1.86,-153.44,5.64,-28.46,⚪ 中性觀察,6585.TW,N/A,鼎基,7.535714285714286,2026-03,📉 獲利侵蝕,124.98,N/A,2025,-13.21,210.0,-45.5,105.5
0.01,-153.53,0.68,-98.28,❌ 暫避觀望,3308.TW,-362.94%,聯德,40.6603759190566,2026-03,📉 獲利侵蝕,55.25,23.48%,2025,-88.36,7.95,-32.0,21.5499992371
0.16,-153.63,6.85,-93.37,⚪ 中性觀察,2348.TW,22.47%,海悅,5.187319884726225,2026-03,📉 獲利侵蝕,60.26,34.04%,2025,-27.63,208.2,-51.27,72.0
0.53,-154.0,1.95,-45.92,⚪ 中性觀察,1524.TW,N/A,耿鼎,5.676855895196506,2026-03,📉 獲利侵蝕,108.08,N/A,2025,-12.78,68.7,-45.98,26.0
0.71,-154.59,3.18,22.41,⚪ 數據不足,2617.TW,41.07%,台航,0.0,2026-03,⚠️ 獲利稀釋,177.0,46.23%,2025,-2.28,0.0,3.25,0.0
-0.29,-154.6,-1.75,45.28,⚪ 數據不足,3122.TWO,-12.95%,笙泉,0.0,2026-03,⚠️ 獲利稀釋,199.88,34.82%,2025,-11.1,-67.95,-22.38,24.0
-0.68,-154.78,-1.83,4.29,⚪ 數據不足,6695.TW,N/A,芯鼎,0.0,2026-03,⚠️ 獲利稀釋,159.07,N/A,2025,10.49,-87.9,-355.0,49.9000015259
3.68,-154.98,7.83,70.37,❌ 暫避觀望,3491.TWO,27.57%,昇達科,80.2373581011352,2026-03,🏰 高護城河,225.35,58.57%,2025,5.02,290.7,-12.03,1555.0
0.83,-155.0,2.72,45.61,⚪ 中性觀察,6161.TWO,N/A,捷波,7.368815820974513,2026-03,⚠️ 獲利稀釋,200.61,N/A,2025,12.38,100.05,-20.23,49.1500015259
1.29,-155.49,5.13,-23.31,⚪ 中性觀察,4163.TWO,N/A,鐿鈦,11.213389121338912,2026-03,📉 獲利侵蝕,132.18,N/A,2025,1.22,179.25000000000003,-5.16,134.0
1.6,-155.52999999999997,7.34,-14.89,⚪ 中性觀察,6761.TWO,N/A,穩得,9.025069637883009,2026-03,📉 獲利侵蝕,140.64,N/A,2025,-2.32,269.25,2.89,162.0
0.08,-155.94,1.22,-81.4,⚪ 中性觀察,3093.TWO,11.18%,港建*,14.983277336822745,2026-03,📉 獲利侵蝕,74.54,40.97%,2025,38.76,44.849999999999994,15.09,44.7999992371
0.6,-156.84,5.49,-41.18,⚪ 中性觀察,5474.TWO,N/A,聰泰,13.004846526655898,2026-03,📉 獲利侵蝕,115.66,N/A,2025,22.92,185.7,-22.13,161.0
1.75,-156.91000000000003,6.51,16.67,⚪ 中性觀察,6498.TWO,N/A,久禾光,4.357469214076973,2026-03,⚠️ 獲利稀釋,173.58,N/A,2025,19.77,229.95000000000002,11.33,66.8000030518
0.63,-157.4,1.61,16.98,⚪ 中性觀察,9918.TW,N/A,欣天然,9.793578156628438,2026-03,⚠️ 獲利稀釋,174.38,N/A,2025,2.96,65.4,-28.18,42.7000007629
-0.62,-157.79,-0.59,-100.0,⚪ 數據不足,8067.TWO,N/A,志旭,0.0,2026-03,📉 獲利侵蝕,57.79,N/A,2025,-2.17,-29.85,16.9,11.8000001907
-0.57,-158.26999999999998,-1.33,-90.0,⚪ 數據不足,5272.TWO,N/A,笙科,0.0,2026-03,📉 獲利侵蝕,68.27,N/A,2025,2.86,-50.4,-1377.78,17.2000007629
0.02,-158.51,0.28,-90.0,❌ 暫避觀望,3024.TW,-2.71%,憶聲,15.869565632065214,2026-03,📉 獲利侵蝕,68.51,24.73%,2025,-31.39,13.800000000000002,-57.58,14.6000003815
0.02,-158.55,0.12,-81.82,❌ 暫避觀望,8080.TWO,N/A,泰霖,46.7499987285,2026-03,📉 獲利侵蝕,76.73,N/A,2025,22.38,9.0,139.29,28.0499992371
1.0,-159.02,8.29,-68.65,⚪ 中性觀察,6862.TW,N/A,三集瑞-KY,7.509454349000541,2026-03,📉 獲利侵蝕,90.37,N/A,2025,2.98,277.65,-19.59,139.0
-0.31,-159.39000000000001,-1.29,26.19,⚪ 數據不足,4128.TWO,-18.87%,中天,0.0,2026-03,⚠️ 獲利稀釋,185.58,42.56%,2025,9.94,-58.650000000000006,31.02,14.8500003815
3.27,-159.41,12.15,36.13,⚪ 中性觀察,6996.TWO,N/A,力領科技,6.109324758842443,2026-03,⚠️ 獲利稀釋,195.54,N/A,2025,-9.4,419.85,-14.17,171.0
0.51,-159.61,1.36,-3.77,⚪ 中性觀察,1568.TW,17.09%,倉佑,9.392097148480243,2026-03,📉 獲利侵蝕,155.84,34.44%,2025,0.3,49.35,-13.92,30.8999996185
-0.24,-161.35,-1.52,52.94,⚪ 數據不足,6237.TWO,N/A,驊訊,0.0,2026-03,⚠️ 獲利稀釋,214.29,N/A,2025,11.69,-67.2,-462.96,37.0
0.4,-162.27,2.25,-61.9,⚪ 中性觀察,8102.TWO,N/A,傑霖科技,11.226415094339625,2026-03,📉 獲利侵蝕,100.37,N/A,2025,-23.31,79.49999999999999,-62.55,59.5
1.37,-162.29000000000002,5.51,-25.14,⚪ 中性觀察,6203.TWO,N/A,海韻電,5.4231117810828025,2026-03,📉 獲利侵蝕,137.15,N/A,2025,37.15,164.85,57.43,59.5999984741
2.47,-163.5,6.32,22.89,⚪ 中性觀察,6651.TWO,N/A,全宇昕,9.583333333333332,2026-03,⚠️ 獲利稀釋,186.39,N/A,2025,3.91,234.00000000000003,-22.95,149.5
2.59,-164.20999999999998,7.4,-8.48,⚪ 中性觀察,3213.TWO,7.00%,茂訊,6.387891226269882,2026-03,📉 獲利侵蝕,155.73,25.33%,2025,1.19,292.35,-12.32,124.5
-0.58,-165.21,-1.34,-114.81,⚪ 數據不足,2424.TW,-40.94%,隴華,0.0,2026-03,📉 獲利侵蝕,50.4,27.86%,2025,34.04,-58.8,59.69,8.1999998093
0.84,-165.56,3.81,-26.32,⚪ 中性觀察,4138.TWO,12.42%,曜亞,5.792180991471193,2026-03,📉 獲利侵蝕,139.24,44.64%,2025,-11.82,145.8,-32.69,56.2999992371
1.17,-165.8,4.31,333.33,⚪ 中性觀察,2606.TW,30.49%,裕民,8.265085878038795,2026-03,⚠️ 獲利稀釋,499.13,35.36%,2025,-4.75,139.19999999999996,-22.2,76.6999969482
0.09,-166.92,0.13,12.5,❌ 暫避觀望,3252.TWO,22.84%,海灣,90.00000112176471,2026-03,⚠️ 獲利稀釋,179.42,43.11%,2025,-3.71,2.55,141.94,15.3000001907
1.19,-167.23000000000002,1.91,197.5,⚪ 中性觀察,4949.TW,N/A,有成精密,13.970037167434459,2026-03,⚠️ 獲利稀釋,364.73,N/A,2025,-0.48,80.1,240.74,74.5999984741
3.21,-167.26,8.67,96.93,⚪ 中性觀察,6197.TW,N/A,佳必琪,14.746543778801847,2026-03,⚠️ 獲利稀釋,264.19,N/A,2025,12.03,325.49999999999994,-0.23,320.0
-0.64,-167.39999999999998,-5.1,25.58,⚪ 數據不足,6550.TW,N/A,北極星藥業-KY,0.0,2026-03,⚠️ 獲利稀釋,192.98,N/A,2025,-62.05,0.0,-40.62,0.0
-0.23,-167.48000000000002,-1.09,-4.55,⚪ 數據不足,2482.TW,-38.32%,連宇,0.0,2026-03,📉 獲利侵蝕,162.93,35.81%,2025,-16.89,-45.3,-234.57,16.25
-0.4,-168.3,-1.29,-11.11,⚪ 數據不足,8437.TWO,N/A,大地-KY,0.0,2026-03,📉 獲利侵蝕,157.19,N/A,2025,-31.28,-46.050000000000004,-516.13,10.6499996185
3.85,-168.54,12.25,21.52,❌ 暫避觀望,2395.TW,15.69%,研華,23.875661375661373,2026-03,⚠️ 獲利稀釋,190.06,39.78%,2025,18.56,453.6,17.26,722.0
0.64,-168.57000000000002,0.67,46.51,❌ 暫避觀望,6224.TW,N/A,聚鼎,26.261979855654953,2026-03,⚠️ 獲利稀釋,215.08,N/A,2025,-2.5,46.949999999999996,-69.96,82.1999969482
3.66,-169.10000000000002,11.33,63.39,❌ 暫避觀望,4749.TWO,23.34%,新應材,25.24271844660194,2026-03,⚠️ 獲利稀釋,232.49,44.02%,2025,28.3,432.6,32.78,728.0
0.96,-169.86,3.01,31.51,❌ 暫避觀望,6937.TW,N/A,天虹,43.550724637681164,2026-03,⚠️ 獲利稀釋,201.37,N/A,2025,-13.26,103.49999999999999,-50.25,300.5
2.27,-170.18,10.22,21.39,⚪ 中性觀察,6690.TWO,N/A,安�硌穈T,7.4801504387797735,2026-03,⚠️ 獲利稀釋,191.57,N/A,2025,13.3,358.95000000000005,36.27,179.0
0.0,-170.28,0.71,-100.0,❌ 暫避觀望,6485.TWO,N/A,點序,100.14285496300002,2026-03,📉 獲利侵蝕,70.28,N/A,2025,16.84,10.5,152.21,70.0999984741
-0.21,-170.61,-1.63,25.0,⚪ 數據不足,6929.TWO,N/A,佑全,0.0,2026-03,⚠️ 獲利稀釋,195.61,N/A,2025,-1.45,0.0,-54.29,0.0
1.65,-170.81,4.58,18.71,⚪ 中性觀察,5299.TWO,N/A,杰力,9.424326833797585,2026-03,⚠️ 獲利稀釋,189.52,N/A,2025,-12.32,161.55,-22.77,101.5
0.36,-172.04999999999995,0.26,620.0,❌ 暫避觀望,1323.TW,1.25%,永裕,31.47058767426471,2026-03,⚠️ 獲利稀釋,792.05,15.09%,2025,-23.91,10.2,-89.88,21.3999996185
0.28,-172.23000000000002,2.3,-43.18,⚪ 中性觀察,2070.TWO,17.87%,精湛,14.055299539170507,2026-03,📉 獲利侵蝕,129.05,45.13%,2025,-2.97,65.1,-22.56,61.0
0.75,-172.28,5.37,-55.88,⚪ 中性觀察,6591.TW,N/A,動力-KY,3.2452276624743024,2026-03,📉 獲利侵蝕,116.4,N/A,2025,38.81,204.29999999999998,60.88,44.2000007629
0.17,-172.47,0.54,6.25,⚪ 數據不足,2926.TWO,-1.48%,誠品生活,0.0,2026-03,⚠️ 獲利稀釋,178.72,40.82%,2025,1.84,0.0,100.0,0.0
-0.05,-173.02,0.47,28.57,❌ 暫避觀望,3297.TWO,-18.51%,杭特,27.926828027723577,2026-03,⚠️ 獲利稀釋,201.59,30.70%,2025,20.59,18.45,461.54,34.3499984741
0.7,-173.26,2.07,42.86,⚪ 中性觀察,7704.TWO,N/A,明遠精密,12.653061224489797,2026-03,⚠️ 獲利稀釋,216.12,N/A,2025,-11.73,73.49999999999999,-22.56,62.0
1.57,-173.3,2.35,18.94,⚪ 中性觀察,6844.TWO,N/A,諾貝兒,8.88372081195349,2026-03,⚠️ 獲利稀釋,192.24,N/A,2025,1.36,96.74999999999999,-21.14,57.2999992371
5.19,-174.41,12.75,218.52,❌ 暫避觀望,6640.TWO,N/A,均華,31.105635971666146,2026-03,⚠️ 獲利稀釋,392.93,N/A,2025,10.19,487.05000000000007,-14.04,1010.0
1.3,-174.49,4.99,3.17,⚪ 中性觀察,2412.TW,17.33%,中華電,11.462450592885375,2026-03,⚠️ 獲利稀釋,177.66,33.63%,2025,2.67,189.75,3.96,145.0
0.53,-174.67999999999998,1.75,29.27,⚪ 中性觀察,9960.TWO,N/A,邁達康,10.41005250637566,2026-03,⚠️ 獲利稀釋,203.95,N/A,2025,-3.52,56.7,-13.79,39.3499984741
0.19,-175.97999999999996,0.33,416.67,❌ 暫避觀望,3021.TW,N/A,鴻名,26.421569375392156,2026-03,⚠️ 獲利稀釋,592.65,N/A,2025,-3.87,15.3,-43.1,26.9500007629
1.51,-176.56,2.67,11.85,❌ 暫避觀望,3675.TWO,9.03%,德微,54.11954765751212,2026-03,⚠️ 獲利稀釋,188.41,36.51%,2025,-9.88,92.85,-66.46,335.0
3.81,-176.75,5.62,84.31,⚪ 中性觀察,6579.TW,N/A,研揚,10.39268788083954,2026-03,⚠️ 獲利稀釋,261.06,N/A,2025,20.03,221.54999999999998,-27.15,153.5
0.14,-177.2,0.2,-30.0,❌ 暫避觀望,1805.TW,10.56%,寶徠,18.703704410185182,2026-03,📉 獲利侵蝕,147.2,21.75%,2025,-54.43,8.100000000000001,-93.38,10.1000003815
0.37,-177.57,0.5,42.31,❌ 暫避觀望,3588.TW,-1.96%,通嘉,34.24836701039216,2026-03,⚠️ 獲利稀釋,219.88,31.63%,2025,-7.24,22.95,-73.51,52.4000015259
2.24,-177.81,6.1,196.0,❌ 暫避觀望,3587.TWO,10.45%,閎康,16.18046132971506,2026-03,⚠️ 獲利稀釋,373.81,30.02%,2025,8.51,221.1,-40.84,238.5
1.06,-178.23,2.97,24.71,❌ 暫避觀望,2455.TW,21.78%,全新,79.14285714285714,2026-03,⚠️ 獲利稀釋,202.94,37.27%,2025,4.29,105.0,-18.46,554.0
0.5,-178.42000000000002,2.31,-10.71,⚪ 中性觀察,3284.TWO,13.35%,太普高,4.238197424892705,2026-03,📉 獲利侵蝕,167.71,25.16%,2025,-17.82,69.89999999999999,-12.16,19.75
0.55,-178.65,4.21,-9.84,⚪ 中性觀察,6763.TWO,N/A,綠界科技*,4.246154002656411,2026-03,📉 獲利侵蝕,168.81,N/A,2025,8.73,146.25,117.01,41.4000015259
0.1,-178.89999999999998,0.03,-16.67,⚪ 數據不足,5251.TWO,N/A,天鉞電,0.0,2026-03,📉 獲利侵蝕,162.23,N/A,2025,10.32,-4.35,-50.0,30.5499992371
1.42,-179.3,8.57,-26.34,⚪ 中性觀察,5403.TWO,N/A,中菲,4.71841704718417,2026-03,📉 獲利侵蝕,152.96,N/A,2025,7.88,295.65000000000003,-0.37,93.0
0.48,-179.72,0.01,-81.89,❌ 暫避觀望,3557.TW,N/A,嘉威,16.321428843928572,2026-03,📉 獲利侵蝕,97.83,N/A,2025,-24.49,21.0,-99.85,22.8500003815
0.69,-179.77,5.01,-70.51,❌ 暫避觀望,3450.TW,15.62%,聯鈞,42.572614107883815,2026-03,📉 獲利侵蝕,109.26,26.67%,2025,13.44,180.75,31.15,513.0
0.92,-179.86,4.57,-23.33,⚪ 中性觀察,3303.TWO,N/A,岱稜,4.405850161142596,2026-03,📉 獲利侵蝕,156.53,N/A,2025,0.49,164.1,16.97,48.2000007629
0.13,-180.07999999999998,0.03,8.33,❌ 暫避觀望,1611.TW,11.05%,中電,47.499998410416666,2026-03,⚠️ 獲利稀釋,188.41,37.93%,2025,-8.17,3.6,-94.0,11.3999996185
0.57,-180.4,3.27,-48.65,⚪ 中性觀察,8410.TWO,N/A,森田,5.255198343497164,2026-03,📉 獲利侵蝕,131.75,N/A,2025,-4.28,79.35,-56.63,27.7999992371
1.18,-180.68,5.04,-24.52,⚪ 中性觀察,7736.TW,N/A,虎山,5.9635414017534725,2026-03,📉 獲利侵蝕,156.16,N/A,2025,22.39,172.79999999999998,-31.43,68.6999969482
0.83,-180.94,10.03,-67.69,⚪ 中性觀察,8467.TW,N/A,波力-KY,3.3559577677224732,2026-03,📉 獲利侵蝕,113.25,N/A,2025,-1.52,397.80000000000007,-10.98,89.0
2.45,-182.03,3.44,152.58,⚪ 中性觀察,5206.TWO,N/A,坤悅,1.6462536297910664,2026-03,⚠️ 獲利稀釋,334.61,N/A,2025,55.14,208.2,66.99,22.8500003815
0.02,-182.06,0.05,100.0,❌ 暫避觀望,6168.TW,N/A,宏齊,4399.999999999996,2026-03,⚠️ 獲利稀釋,282.06,N/A,2025,5.6,0.15000000000000013,66.67,44.0
-0.12,-183.29000000000002,-0.76,45.45,⚪ 數據不足,2321.TW,-5.26%,東訊,0.0,2026-03,⚠️ 獲利稀釋,228.74,29.80%,2025,16.01,0.0,18.37,0.0
0.83,-183.38,4.2,-42.76,⚪ 中性觀察,2364.TW,7.82%,倫飛,6.629666695075681,2026-03,📉 獲利侵蝕,140.62,39.87%,2025,20.5,148.65,2.69,65.6999969482
-1.18,-183.4,-3.97,-34.88,⚪ 數據不足,6496.TWO,N/A,科懋,0.0,2026-03,📉 獲利侵蝕,148.52,N/A,2025,4.22,-152.85,-85.58,23.5
2.6,-184.0,6.9,2.36,⚪ 中性觀察,6922.TWO,N/A,宸曜,11.534276387377584,2026-03,⚠️ 獲利稀釋,186.36,N/A,2025,13.67,275.7,-8.99,212.0
-0.11,-184.14,-0.36,8.33,⚪ 數據不足,4121.TWO,-3.01%,優盛,0.0,2026-03,⚠️ 獲利稀釋,192.47,33.58%,2025,-1.34,-13.799999999999999,-5.88,12.8000001907
0.01,-184.59,1.57,-99.76,⚪ 中性觀察,6684.TWO,N/A,安格,5.781064908177515,2026-03,📉 獲利侵蝕,84.83,N/A,2025,-15.36,126.74999999999999,137.2,48.8499984741
2.25,-185.04000000000002,4.68,92.31,⚪ 中性觀察,3088.TWO,10.77%,艾訊,12.182502351834431,2026-03,⚠️ 獲利稀釋,277.35,33.38%,2025,1.82,159.45,-37.99,129.5
1.23,-185.14999999999998,10.02,-45.58,⚪ 中性觀察,8279.TWO,N/A,生展,3.083596094171924,2026-03,📉 獲利侵蝕,139.57,N/A,2025,6.1,380.4,13.09,78.1999969482
1.15,-185.4,3.45,26.37,⚪ 中性觀察,1216.TW,2.59%,統一,7.917109458023379,2026-03,⚠️ 獲利稀釋,211.77,31.73%,2025,2.32,141.15,-5.22,74.5
0.42,-185.5,2.65,-2.33,⚪ 中性觀察,7547.TWO,N/A,碩網,9.580645407403228,2026-03,📉 獲利侵蝕,183.17,N/A,2025,5.66,92.99999999999999,22.61,59.4000015259
0.5,-185.56,1.03,19.05,⚪ 中性觀察,4952.TW,N/A,凌通,14.066092173247126,2026-03,⚠️ 獲利稀釋,204.61,N/A,2025,-13.56,52.2,-54.63,48.9500007629
1.34,-185.79,4.0,6.4,❌ 暫避觀望,6568.TWO,N/A,宏觀,15.645514223194747,2026-03,⚠️ 獲利稀釋,192.19,N/A,2025,6.74,137.10000000000002,4.76,143.0
4.41,-185.92,13.97,-12.5,⚪ 中性觀察,6605.TW,N/A,帝寶,4.235474006116208,2026-03,📉 獲利侵蝕,173.42,N/A,2025,-3.69,490.50000000000006,-26.4,138.5
1.8,-186.06,7.39,-3.23,⚪ 中性觀察,3416.TW,18.05%,融程電,9.184255561893897,2026-03,📉 獲利侵蝕,182.83,38.51%,2025,19.07,262.95,4.56,161.0
1.02,-186.09,1.8,46.38,❌ 暫避觀望,6715.TW,N/A,嘉基,91.32553606237816,2026-03,⚠️ 獲利稀釋,232.47,N/A,2025,-25.1,76.95,-65.38,468.5
2.63,-186.16,11.33,-38.46,⚪ 中性觀察,2474.TW,13.69%,可成,8.490953947368421,2026-03,📉 獲利侵蝕,147.7,33.00%,2025,3.18,364.8,-37.78,206.5
1.57,-186.21,5.73,9.03,⚪ 中性觀察,8261.TW,N/A,富鼎,13.066072754268744,2026-03,⚠️ 獲利稀釋,195.24,N/A,2025,6.37,202.05000000000004,19.71,176.0
3.68,-186.28,13.04,40.71,⚪ 中性觀察,6138.TWO,N/A,茂達,8.916586768935762,2026-03,⚠️ 獲利稀釋,226.99,N/A,2025,22.89,469.34999999999997,31.94,279.0
0.33,-186.28999999999996,1.8,560.0,⚪ 中性觀察,3703.TW,7.24%,欣陸,5.724637681159421,2026-03,⚠️ 獲利稀釋,746.29,13.84%,2025,11.98,51.74999999999999,25.87,19.75
-0.31,-186.60000000000002,-1.72,18.42,⚪ 數據不足,6130.TWO,N/A,上亞科技,0.0,2026-03,⚠️ 獲利稀釋,205.02,N/A,2025,-20.79,-57.3,-129.33,23.3999996185
1.29,-187.08999999999997,3.34,108.06,❌ 暫避觀望,2303.TW,19.78%,聯電,18.09635722679201,2026-03,⚠️ 獲利稀釋,295.15,30.67%,2025,2.26,127.64999999999999,-11.97,154.0
0.17,-187.21,0.21,-34.62,⚪ 數據不足,1468.TW,2.42%,昶和,0.0,2026-03,📉 獲利侵蝕,152.59,18.12%,2025,-23.26,-0.5999999999999996,-77.66,13.1999998093
-0.31,-187.35000000000002,-1.11,62.2,⚪ 數據不足,3466.TWO,-223.66%,德晉,0.0,2026-03,⚠️ 獲利稀釋,249.55,-8.98%,2025,-72.48,-46.50000000000001,58.98,23.8999996185
-0.07,-187.85000000000002,0.49,66.67,⚪ 數據不足,3594.TWO,10.21%,磐儀,0.0,2026-03,⚠️ 獲利稀釋,254.52,41.27%,2025,29.3,-0.5999999999999996,-63.43,46.7000007629
0.96,-187.90999999999997,2.01,118.18,❌ 暫避觀望,4576.TW,13.23%,大銀微系統,46.01226993865031,2026-03,⚠️ 獲利稀釋,306.09,38.42%,2025,20.44,73.35,294.12,225.0
