日期,代碼,名稱,收盤價,漲跌幅%,成交量(張),MJ狀態,J線值,MACD柱狀體
2026-04-13,3673.TW,TPK-KY,55.0,10.0,14168,⚠️ 超買警示,100.2,1.36
2026-04-13,6285.TW,啟��,248.0,9.98,30372,⚠️ 超買警示,109.0,12.06
2026-04-13,3645.TW,達邁,90.4,9.98,16633,⚠️ 超買警示,120.2,2.41
2026-04-13,5328.TWO,華容,27.0,9.98,12320,⚠️ 超買警示,109.14,0.62
2026-04-13,2402.TW,毅嘉,67.4,9.95,39542,⚠️ 超買警示,113.11,3.02
2026-04-13,1711.TW,永光,42.55,9.95,30101,⚠️ 超買警示,104.24,0.06
2026-04-13,6173.TWO,信昌電,71.8,9.95,11578,⚠️ 超買警示,118.98,2.54
2026-04-13,4927.TW,泰鼎-KY,48.2,9.92,22577,⚠️ 超買警示,109.09,1.01
2026-04-13,8021.TW,尖點,349.0,9.92,19878,⚠️ 超買警示,111.56,16.25
2026-04-13,2484.TW,希華,34.9,9.92,19196,⚠️ 超買警示,95.79,0.83
2026-04-13,4949.TW,有成精密,93.1,9.92,10106,⚠️ 超買警示,114.89,4.08
2026-04-13,6147.TWO,頎邦,116.5,9.91,31586,⚠️ 超買警示,102.53,6.02
2026-04-13,3031.TW,佰鴻,31.15,9.88,32348,⚠️ 超買警示,115.22,1.37
2026-04-13,6175.TWO,立敦,58.0,9.85,13269,⚠️ 超買警示,115.2,2.01
