日期,代碼,名稱,收盤價,漲跌幅%,成交量(張),MJ狀態,J線值,MACD柱狀體
2026-04-13,2429.TW,銘旺科,39.8,5.01,645,🔥 MJ強勢攻擊,39.61,0.49
2026-04-13,6980.TWO,鐳洋科技,153.5,4.42,512,🔥 MJ強勢攻擊,43.61,0.72
2026-04-13,7402.TWO,邑錡,120.0,4.35,537,🔥 MJ強勢攻擊,30.49,0.17
2026-04-13,6125.TWO,廣運,54.0,3.45,2325,🔥 MJ強勢攻擊,44.78,0.2
2026-04-13,6596.TWO,寬宏藝術,104.0,2.46,593,🔥 MJ強勢攻擊,49.27,0.52
2026-04-13,2457.TW,飛宏,24.35,2.31,1767,🔥 MJ強勢攻擊,34.42,0.11
2026-04-13,2108.TW,南帝,26.75,2.29,1269,🔥 MJ強勢攻擊,48.16,0.1
2026-04-13,9802.TW,鈺齊-KY,77.3,1.84,1133,🔥 MJ強勢攻擊,35.37,0.44
2026-04-13,5371.TWO,中光電,73.6,1.38,2149,🔥 MJ強勢攻擊,29.23,0.37
2026-04-13,2332.TW,友訊,15.2,1.33,2165,🔥 MJ強勢攻擊,37.87,0.02
2026-04-13,1504.TW,東元,60.4,1.17,7385,🔥 MJ強勢攻擊,37.92,0.53
2026-04-13,2515.TW,中工,13.3,1.14,4429,🔥 MJ強勢攻擊,47.69,0.11
2026-04-13,2634.TW,漢翔,46.95,1.08,2822,🔥 MJ強勢攻擊,17.76,0.12
2026-04-13,6176.TW,瑞儀,89.9,1.01,4911,🔥 MJ強勢攻擊,35.97,0.87
2026-04-13,6757.TW,台灣虎航,49.9,1.01,1028,🔥 MJ強勢攻擊,43.71,0.39
2026-04-13,8011.TW,台通,20.65,0.24,681,🔥 MJ強勢攻擊,48.01,0.09
2026-04-13,5608.TW,四維航,16.2,0.0,972,🔥 MJ強勢攻擊,33.55,0.02
2026-04-13,2498.TW,宏達電,39.75,-0.13,6473,🔥 MJ強勢攻擊,46.83,0.19
2026-04-13,2331.TW,精英,21.25,-0.23,1855,🔥 MJ強勢攻擊,39.13,0.19
2026-04-13,8926.TW,台汽電,43.8,-0.57,1205,🔥 MJ強勢攻擊,34.62,0.04
2026-04-13,2646.TW,星宇航空,20.85,-0.71,5011,🔥 MJ強勢攻擊,35.35,0.02
2026-04-13,2363.TW,矽統,46.75,-0.95,2659,🔥 MJ強勢攻擊,26.05,0.01
2026-04-13,2889.TW,國票金,15.2,-0.98,2934,🔥 MJ強勢攻擊,47.84,0.02
2026-04-13,6188.TWO,廣明,86.6,-1.03,1581,🔥 MJ強勢攻擊,40.23,0.11
2026-04-13,1476.TW,儒鴻,325.0,-1.07,925,🔥 MJ強勢攻擊,48.69,2.72
2026-04-13,8110.TW,華東,48.65,-1.32,5938,🔥 MJ強勢攻擊,37.31,0.27
2026-04-13,2359.TW,所羅門,109.0,-1.36,924,🔥 MJ強勢攻擊,38.29,0.64
2026-04-13,2034.TW,允強,20.55,-1.44,914,🔥 MJ強勢攻擊,47.3,0.09
2026-04-13,6143.TWO,振曜,90.5,-1.74,809,🔥 MJ強勢攻擊,42.82,0.49
2026-04-13,1477.TW,聚陽,215.5,-1.82,2307,🔥 MJ強勢攻擊,14.65,0.24
2026-04-13,7777.TWO,能率亞洲,23.8,-3.84,629,🔥 MJ強勢攻擊,21.0,0.04
2026-04-13,3032.TW,偉訓,61.7,-3.89,604,🔥 MJ強勢攻擊,32.66,0.2
2026-04-13,3508.TWO,位速,26.05,9.68,4914,🚀 MJ低檔反彈,9.55,-3.41
2026-04-13,1313.TW,聯成,12.8,8.94,11663,🚀 MJ低檔反彈,32.6,-0.12
2026-04-13,1710.TW,東聯,14.7,8.49,8926,🚀 MJ低檔反彈,31.79,-0.14
2026-04-13,1312.TW,國喬,13.5,7.14,18328,🚀 MJ低檔反彈,25.71,-0.09
2026-04-13,1337.TW,再生-KY,5.89,6.51,687,🚀 MJ低檔反彈,18.12,-0.13
2026-04-13,6505.TW,台塑化,55.1,5.96,23131,🚀 MJ低檔反彈,33.24,-0.34
2026-04-13,2616.TW,山隆,16.4,5.81,1049,🚀 MJ低檔反彈,25.39,-0.21
2026-04-13,1708.TW,東鹼,41.8,5.69,8362,🚀 MJ低檔反彈,24.61,-0.69
2026-04-13,9136.TW,巨騰-DR,8.99,4.66,1218,🚀 MJ低檔反彈,30.13,-0.2
2026-04-13,6472.TW,保瑞,422.0,2.55,860,🚀 MJ低檔反彈,21.63,-2.59
2026-04-13,1314.TW,中石化,7.9,2.46,33678,🚀 MJ低檔反彈,35.71,-0.07
2026-04-13,9914.TW,美利達,60.8,2.36,2756,🚀 MJ低檔反彈,30.2,-0.41
2026-04-13,6142.TW,友勁,9.33,2.3,629,🚀 MJ低檔反彈,23.66,-0.07
2026-04-13,3006.TW,晶豪科,159.5,2.24,12790,🚀 MJ低檔反彈,39.14,-1.27
