Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority,Is_New
2301.TW,光寶科,2026-05-06,看漲 FVG,185.5,171.64,194.78,⏳ 待回測,⚡結構突破,1,70.63,-,2,False
2338.TW,光罩,2026-05-05,看漲 FVG,48.5,48.16,50.93,💰 已達標,獲利點,1,61.76,-,3,True
2484.TW,希華,2026-05-04,看漲 FVG,41.0,40.55,43.05,❌ 已失效,實體破中線,0,59.85,-,3,True
2492.TW,華新科,2026-05-05,看漲 FVG,144.5,142.78,151.72,💰 已達標,獲利點,1,53.96,-,3,True
3090.TW,日電貿,2026-05-04,看漲 FVG,106.0,99.0,111.3,💰 已達標,獲利點,1,52.86,2026-05-06,3,True
3450.TW,聯鈞,2026-05-04,看漲 FVG,334.5,313.43,351.23,💰 已達標,獲利點,0,55.58,2026-05-06,3,True
4906.TW,正文,2026-05-06,看漲 FVG,37.9,35.32,39.8,⏳ 待回測,監控中,0,36.28,-,3,True
5328.TWO,華容,2026-05-04,看漲 FVG,26.4,25.32,27.72,💰 已達標,獲利點,0,45.0,2026-05-06,3,True
6244.TWO,茂迪,2026-04-27,看跌 FVG,27.6,27.84,26.22,💰 已達標,獲利點,0,61.14,-,3,True
6770.TW,力積電,2026-05-06,看漲 FVG,58.0,55.22,60.9,⏳ 待回測,監控中,1,60.0,-,3,True
1785.TWO,光洋科,2026-04-28,看漲 FVG,160.5,152.23,168.53,💰 已達標,獲利點,0,85.05,2026-04-30,4,False
2327.TW,國巨*,2026-05-04,看漲 FVG,341.0,331.33,358.05,💰 已達標,獲利點,0,64.89,2026-05-06,4,True
2342.TW,茂矽,2026-05-06,看漲 FVG,40.6,39.5,42.63,⏳ 待回測,⚡結構突破 ⚠️過熱,1,88.09,-,4,True
3264.TWO,欣銓,2026-05-05,看漲 FVG,218.5,213.43,229.43,💰 已達標,獲利點,0,66.78,-,4,True
3576.TW,聯合再生,2026-04-23,看跌 FVG,15.65,16.08,14.87,💰 已達標,獲利點,0,30.45,2026-04-27,4,True
4540.TW,全球傳動,2026-04-29,看漲 FVG,63.8,60.5,66.99,💰 已達標,獲利點,1,81.88,-,4,True
4956.TW,光鋐,2026-04-28,看漲 FVG,46.5,45.77,48.83,💰 已達標,獲利點,0,67.82,-,4,True
5347.TWO,世界,2026-05-06,看漲 FVG,178.0,156.71,186.9,⏳ 待回測,⚡結構突破 ⚠️過熱,0,79.86,-,4,False
5864.TWO,致和證,2026-05-06,看漲 FVG,33.1,30.65,34.76,⏳ 待回測,⚡結構突破 ⚠️過熱,0,86.79,-,4,True
6182.TWO,合晶,2026-05-06,看漲 FVG,51.0,48.26,53.55,⏳ 待回測,⚡結構突破 ⚠️過熱,1,74.82,-,4,True
6278.TW,台表科,2026-04-29,看漲 FVG,168.0,160.69,176.4,💰 已達標,獲利點,0,83.79,-,4,True
6488.TWO,環球晶,2026-05-06,看漲 FVG,720.0,662.67,756.0,⏳ 待回測,⚡結構突破 ⚠️過熱,1,70.54,-,4,False
8150.TW,南茂,2026-05-06,看漲 FVG,84.5,83.68,88.73,⏳ 待回測,⚡結構突破 ⚠️過熱,1,68.02,-,4,False
