股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
3528.TW,安馳,🔥 訊號出現,88.5,96.41,🟢 黃金標的,33.33%,83.33%,5.21%,-1.07%,6,87.55,0.8333,0.0521
3055.TW,蔚華科,🔥 訊號出現,87.0,78.54,🟢 黃金標的,50.00%,75.00%,12.39%,1.84%,4,88.6,0.75,0.1239
3149.TW,正達,🔥 訊號出現,50.9000015259,67.6,🟢 黃金標的,75.00%,75.00%,7.31%,-0.91%,4,50.44,0.75,0.0731
3490.TWO,單井,🔥 訊號出現,31.6000003815,60.49,🟢 黃金標的,0.00%,66.67%,5.68%,-3.12%,3,30.61,0.6667,0.0568
6679.TWO,鈺太,🔥 訊號出現,312.0,73.23,🟢 黃金標的,50.00%,66.67%,4.38%,-6.12%,6,292.91,0.6667,0.0438
6727.TWO,亞泰金屬,🔥 訊號出現,458.5,60.64,🟢 黃金標的,25.00%,62.50%,7.75%,-3.19%,8,443.87,0.625,0.0775
1785.TWO,光洋科,🔥 訊號出現,185.0,69.72,🟢 黃金標的,40.00%,60.00%,13.22%,-7.66%,5,170.84,0.6,0.1322
4127.TWO,天良,🔥 訊號出現,39.3499984741,65.02,🟢 黃金標的,71.43%,57.14%,3.30%,-2.07%,7,38.53,0.5714,0.033
1460.TW,宏遠,🔥 訊號出現,7.2800002098,69.51,🔵 穩健標的,33.33%,66.67%,0.88%,-2.13%,3,7.13,0.6667,0.0088
6026.TWO,福邦證,🔥 訊號出現,16.7000007629,93.18,🔵 穩健標的,40.00%,60.00%,0.90%,-2.38%,5,16.3,0.6,0.009
6227.TWO,茂綸,🔥 訊號出現,101.0,63.76,🔵 穩健標的,40.00%,60.00%,0.92%,-1.89%,5,99.09,0.6,0.0092
3317.TWO,尼克森,🔥 訊號出現,66.9000015259,78.01,🟡 妖股/高波動,44.44%,44.44%,3.15%,-3.84%,9,64.33,0.4444,0.0315
6015.TWO,宏遠證,🔥 訊號出現,16.0499992371,94.12,🟡 妖股/高波動,66.67%,44.44%,4.72%,-2.28%,9,15.68,0.4444,0.0472
6116.TW,彩晶,🔥 訊號出現,9.3999996185,52.42,🟡 妖股/高波動,42.86%,42.86%,4.18%,-1.95%,7,9.22,0.4286,0.0418
6257.TW,矽格,🔥 訊號出現,213.0,73.57,🟡 妖股/高波動,71.43%,42.86%,3.66%,-5.25%,7,201.81,0.4286,0.0366
4540.TW,全球傳動,🔥 訊號出現,75.6999969482,83.14,🟡 妖股/高波動,61.54%,38.46%,4.82%,-3.04%,13,73.4,0.3846,0.0482
3024.TW,憶聲,🔥 訊號出現,14.6000003815,80.43,🟡 妖股/高波動,37.50%,37.50%,3.89%,-1.30%,8,14.41,0.375,0.0389
3532.TW,台勝科,🔥 訊號出現,263.0,76.34,🟡 妖股/高波動,63.64%,36.36%,4.50%,-3.14%,11,254.73,0.3636,0.045
3184.TWO,微邦,🔥 訊號出現,35.1500015259,78.56,🟡 妖股/高波動,57.14%,35.71%,3.35%,-9.02%,14,31.98,0.3571,0.0335
2070.TWO,精湛,🔥 訊號出現,72.5999984741,93.07,🟡 妖股/高波動,33.33%,33.33%,5.97%,-2.38%,6,70.87,0.3333,0.0597
6278.TW,台表科,🔥 訊號出現,183.0,68.35,🟡 妖股/高波動,66.67%,33.33%,14.57%,0.87%,6,184.58,0.3333,0.1457
4980.TWO,佐臻,🔥 訊號出現,41.0499992371,62.24,🟡 妖股/高波動,28.57%,28.57%,8.27%,-8.89%,7,37.4,0.2857,0.0827
00934.TW,中信成長高股息,🔥 訊號出現,25.2299995422,79.55,⚪ 一般監控,60.00%,80.00%,2.45%,-1.05%,5,24.96,0.8,0.0245
00713.TW,元大台灣高息低波,🔥 訊號出現,54.2999992371,59.21,⚪ 一般監控,0.00%,66.67%,1.13%,-0.20%,3,54.19,0.6667,0.0113
00851.TW,台新全球AI,🔥 訊號出現,63.2999992371,71.72,⚪ 一般監控,33.33%,66.67%,1.49%,-0.46%,3,63.01,0.6667,0.0149
6642.TWO,富致,🔥 訊號出現,66.9000015259,75.82,⚪ 一般監控,12.50%,62.50%,2.97%,-1.86%,8,65.65,0.625,0.0297
1605.TW,華新,🔥 訊號出現,35.8499984741,65.31,⚪ 一般監控,28.57%,57.14%,2.57%,-6.00%,7,33.7,0.5714,0.0257
5864.TWO,致和證,🔥 訊號出現,34.2999992371,91.32,⚪ 一般監控,69.23%,53.85%,6.29%,-1.57%,13,33.76,0.5385,0.0629
3709.TWO,鑫聯大投控,🔥 訊號出現,84.5,77.19,⚪ 一般監控,50.00%,50.00%,1.37%,-4.93%,6,80.33,0.5,0.0137
