id,name,price,signal,pnl,count,win_rate,reason
3595.TWO,山太士,2525.0,☁️ 觀望,437.1,7,100.0,[P:0.95/50.0] [📈 穩定] 等待機會
6682.TWO,華旭先進,54.7999992371,🚀 持股,154.43,8,37.5,[🚀 爆發 5D30%] [P:0.91/50.0] [📈 穩定] 趨勢維持
4958.TW,臻鼎-KY,427.0,💎 持股,142.11,5,60.0,[📈 標準 V3] [P:0.94/50.0] [📈 穩定] 趨勢維持
3037.TW,欣興,896.0,🚀 持股,140.57,8,62.5,[🚀 爆發 5D30%] [P:0.85/50.0] [📈 穩定] 趨勢維持
8046.TW,南電,947.0,💎 持股,114.46,8,50.0,[📈 標準 V3] [P:0.98/50.0] [📈 穩定] 趨勢維持
6640.TWO,均華,1390.0,☁️ 觀望,110.44,6,66.67,[P:0.93/5.0] [📉 轉弱] 等待機會
7730.TW,暉盛-創,169.5,☁️ 觀望,104.49,5,80.0,[P:0.99/5.0] [📉 轉弱] 等待機會
3030.TW,德律,417.5,💎 持股,102.2,8,75.0,[📈 標準 V3] [P:0.85/50.0] [📈 穩定] 趨勢維持
1802.TW,台玻,70.8000030518,☁️ 觀望,89.0,9,44.44,[P:0.95/50.0] [🚀 極強] 等待機會
3189.TW,景碩,492.5,❄️ 賣出,84.75,7,57.14,[P:0.85/50.0] [📈 穩定] 今日觸發 Trailing
2467.TW,志聖,554.0,❄️ 賣出,76.21,7,71.43,[P:0.85/50.0] [📈 穩定] 今日觸發 WeakFail
3044.TW,健鼎,500.0,💎 持股,68.79,7,57.14,[📈 標準 V3] [P:0.85/50.0] [🚀 極強] 趨勢維持
6239.TW,力成,230.5,💎 持股,52.78,6,66.67,[📈 標準 V3] [P:0.98/5.0] [📈 穩定] 趨勢維持
8064.TWO,東捷,108.0,❄️ 賣出,33.61,6,33.33,[P:0.96/50.0] [📈 穩定] 今日觸發 Trailing
3149.TW,正達,50.9000015259,💎 持股,32.69,6,50.0,[📈 標準 V3] [P:0.99/50.0] [🚀 極強] 趨勢維持
6405.TW,悅城,61.0999984741,💎 持股,26.63,6,50.0,[📈 標準 V3] [P:0.98/50.0] [📈 穩定] 趨勢維持
3481.TW,群創,29.75,🟡 預警 (🚀 動能初現),25.43,4,50.0,[P:1.0/50.0] [🚀 極強] 帶量突破短高 (漲幅:3.3%)
3583.TW,辛耘,797.0,☁️ 觀望,22.4,6,33.33,[P:0.98/50.0] [🚀 極強] 等待機會
6664.TWO,群翊,455.0,☁️ 觀望,21.96,7,42.86,[P:0.85/50.0] [📈 穩定] 等待機會
1815.TWO,富喬,110.0,☁️ 觀望,10.01,9,33.33,[P:0.94/5.0] [📉 轉弱] 等待機會
8027.TWO,鈦昇,204.0,💎 持股,7.86,6,33.33,[📈 標準 V3] [P:1.01/50.0] [📈 穩定] 趨勢維持
6207.TWO,雷科,69.0,💎 持股,2.96,7,42.86,[📈 標準 V3] [P:0.85/50.0] [📈 穩定] 趨勢維持
3498.TWO,陽程,97.3000030518,💎 持股,-3.88,7,28.57,[📈 標準 V3] [P:0.94/50.0] [📈 穩定] 趨勢維持
3580.TWO,友威科,88.4000015259,💎 持股,-4.52,3,33.33,[📈 標準 V3] [P:1.01/50.0] [📈 穩定] 趨勢維持
5443.TWO,均豪,125.0,☁️ 觀望,-8.39,4,25.0,[P:0.98/50.0] [📈 穩定] 等待機會
2409.TW,友達,18.3500003815,☁️ 觀望,-13.7,3,33.33,[P:1.0/5.0] [🚀 極強] 等待機會
