股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
GMD.VN,未知,🔥 訊號出現,79500.0,77.42,⚪ 一般監控,57.14%,42.86%,0.43%,-3.67%,7,76582.43,0.4286,0.0043
VHM.VN,未知,無,161500.0,69.4,🟢 黃金標的,33.33%,100.00%,8.40%,-5.34%,3,0.0,1.0,0.084
BID.VN,未知,無,40850.0,54.37,🟢 黃金標的,66.67%,66.67%,10.14%,-1.70%,6,0.0,0.6667,0.1014
BCM.VN,未知,無,53400.0,38.2,⚪ 一般監控,0.00%,50.00%,1.49%,-4.12%,4,0.0,0.5,0.0149
VCB.VN,未知,無,60300.0,54.39,⚪ 一般監控,66.67%,50.00%,6.49%,-1.18%,6,0.0,0.5,0.0649
FPT.VN,未知,無,73000.0,38.73,⚪ 一般監控,50.00%,50.00%,0.56%,-2.70%,2,0.0,0.5,0.0056
HPG.VN,未知,無,27750.0,37.1,⚪ 一般監控,50.00%,50.00%,0.09%,-2.03%,2,0.0,0.5,0.0009
MBB.VN,未知,無,26100.0,33.33,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
FUEVFVND.VN,未知,無,37250.0,52.96,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
VJC.VN,未知,無,182000.0,78.79,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
SSI.VN,未知,無,28350.0,45.57,🔴 空頭陷阱,66.67%,66.67%,-1.29%,-5.54%,3,0.0,0.6667,-0.0129
E1VFVN30.VN,未知,無,36690.0,92.62,🔴 空頭陷阱,100.00%,50.00%,-0.31%,-1.07%,4,0.0,0.5,-0.0031
VHC.VN,未知,無,60500.0,46.84,🔴 空頭陷阱,25.00%,25.00%,-2.78%,-3.08%,4,0.0,0.25,-0.0278
MWG.VN,未知,無,86000.0,60.89,🔴 空頭陷阱,33.33%,0.00%,-4.59%,-3.89%,3,0.0,0.0,-0.0459
VNM.VN,未知,無,61500.0,42.86,🔴 空頭陷阱,0.00%,0.00%,-10.24%,-8.02%,1,0.0,0.0,-0.1024
HVN.VN,未知,無,22700.0,55.93,🔴 空頭陷阱,100.00%,0.00%,-4.38%,-4.72%,1,0.0,0.0,-0.0438
