股票代碼         名稱              收盤價       最佳均線        實戰勝率%          區間報酬%     交易次數       外資5日買超 目前狀態                
2338.TW      光罩             50.6          6        68.18          36.27        3          316 📈 持有 → 繼續持有         
2340.TW      台亞             28.6          8        56.25          10.13        3         2855 📈 持有 → 繼續持有         
2342.TW      茂矽             32.5          6         60.0           8.63        2          660 📈 持有 → 繼續持有         
2344.TW      華邦電           117.0          7        52.94           8.89        4       -41090 📈 持有 → 繼續持有         
2345.TW      智邦           1390.0         17        63.16          10.89        1        -2478 📉 建議賣出              
2347.TW      聯強             77.2          3        70.83           25.7        5          484 📈 持有 → 繼續持有         
2348.TW      海悅             79.0         14        33.33           7.82        2          392 📈 持有 → 繼續持有         
2349.TW      錸德             12.8         14         40.0          -0.73        1         -415 📉 建議賣出              
2351.TW      順德             89.4          6        73.68          26.93        2         1831 📈 持有 → 繼續持有         
2352.TW      佳世達           24.35          3        57.14          10.63        7        -5192 📈 持有 → 繼續持有         
2353.TW      宏��           27.15         11        42.11          -7.34        3         7925 📈 持有 → 繼續持有         
2354.TW      鴻準             55.0          5        35.71           -1.6        5         2423 📈 持有 → 繼續持有         
2355.TW      敬鵬             43.5         19        65.22          14.04        1         5134 📈 持有 → 繼續持有         
2356.TW      英業達            43.1          6        57.89           6.77        2         9480 📈 持有 → 繼續持有         
2357.TW      華碩            589.0         19         50.0           8.09        1          472 📈 持有 → 繼續持有         
2359.TW      所羅門           122.0          5         50.0            0.7        5          204 📈 持有 → 繼續持有         
2360.TW      致茂           1450.0          6        59.26          28.94        5         1271 📈 持有 → 繼續持有         
2363.TW      矽統             50.7          6         50.0           14.8        3         2252 📈 持有 → 繼續持有         
2365.TW      昆盈            35.65          5        57.89           7.45        3         1264 📈 持有 → 繼續持有         
2367.TW      燿華             74.0          5        61.29         117.75        3        15601 📈 持有 → 繼續持有         
2368.TW      金像電           909.0          6        60.71           37.5        2         1809 📈 持有 → 繼續持有         
2369.TW      菱生             28.3          6        66.67          15.91        2          344 📈 持有 → 繼續持有         
2371.TW      大同            31.35          5        56.25          19.79        5        -4116 📉 建議賣出              
2374.TW      佳能             71.7         10         60.0           4.69        2          161 📈 持有 → 繼續持有         
2376.TW      技嘉            236.5          4         50.0           5.79        3         5643 📈 持有 → 繼續持有         
2377.TW      微星             94.0          8        52.63           2.37        3        -1522 📉 建議賣出              
2379.TW      瑞昱            480.0         20          0.0          -5.76        2        -1372 📈 持有 → 繼續持有         
2380.TW      虹光              5.2          3        52.94          15.03        7           -9 📉 建議賣出              
2382.TW      廣達            289.0          7         45.0           -3.8        5         1634 📈 持有 → 繼續持有         
2383.TW      台光電          2585.0         20        58.33          44.41        0        -1123 📈 持有 → 繼續持有         
2385.TW      群光            123.5          8        66.67           6.51        3        -3976 📉 建議賣出              
2387.TW      精元             43.9          8        44.44          12.31        3        -1274 📈 持有 → 繼續持有         
2388.TW      威盛             49.5         10        41.67           0.53        1         1185 📈 持有 → 繼續持有         
2392.TW      正崴             37.6          6        44.44          -0.96        4         -304 📈 持有 → 繼續持有         
2393.TW      億光             66.4         13         50.0          12.45        3         4851 📈 持有 → 繼續持有         
2395.TW      研華            340.0          3        66.67          17.85        5         -597 📉 建議賣出              
2397.TW      友通             55.7          5        33.33          -4.93        5          167 📈 持有 → 繼續持有         
2399.TW      映泰            27.15          8        55.56           5.83        4          310 📈 持有 → 繼續持有         
2401.TW      凌陽             20.5          8         45.0           7.57        3         1074 📉 建議賣出              
2404.TW      漢唐            964.0          7        41.67            5.0        4        -1980 📉 建議賣出              
2405.TW      輔信             15.0         18          0.0            0.0        0         -524 📉 建議賣出              
2406.TW      國碩             34.8          3        56.52          24.37        7         5653 📈 持有 → 繼續持有         
2408.TW      南亞科           261.5          6         50.0          18.92        4       -31688 📈 持有 → 繼續持有         
2409.TW      友達             15.7          3         45.0           3.31        9       138213 📉 建議賣出              
2412.TW      中華電           136.5         18         50.0           0.36        2        10360 📈 持有 → 繼續持有         
2413.TW      環科             50.8          3         50.0           18.6        7        -1003 📈 持有 → 繼續持有         
2414.TW      精技             43.9          7        55.56           3.99        4          469 📈 持有 → 繼續持有         
2419.TW      仲琦             29.0          3        47.83           9.61        8          469 📉 建議賣出              
2420.TW      新巨             51.0          8        52.63          -0.42        4          208 📉 建議賣出              
2421.TW      建準            146.0         16         60.0           -6.2        2        -4781 📈 持有 → 繼續持有         
2423.TW      固緯             48.6          6         50.0           0.59        4          -43 📈 持有 → 繼續持有         
2424.TW      隴華             29.5         13         50.0           5.48        1           -4 📉 建議賣出              
2425.TW      承啟            31.05         14        66.67           9.91        0           69 📈 持有 → 繼續持有         
2426.TW      鼎元            34.45          5        68.18          75.28        3         8962 📈 持有 → 繼續持有         
2427.TW      三商電            24.1          6         50.0          -0.94        4         -994 📉 建議賣出              
2428.TW      興勤            160.0          4        56.25            6.2        4         -822 📈 持有 → 繼續持有         
2429.TW      銘旺科            50.6         15          0.0            0.0        0          235 📉 建議賣出              
2431.TW      聯昌             12.8          4        58.33          17.52        5          617 📈 持有 → 繼續持有         
2432.TW      倚天酷��-創        27.7         17         60.0           7.16        1            1 📈 持有 → 繼續持有         
2434.TW      統懋            29.35         16        45.45          -1.33        3           -9 📉 建議賣出              
2436.TW      偉詮電            63.0          7        73.08          36.39        3         1699 📈 持有 → 繼續持有         
2438.TW      翔耀            20.45          9         40.0          -2.43        3           15 📉 建議賣出              
2439.TW      美律             84.1          4        35.71           5.34        4        -1306 📈 持有 → 繼續持有         
2440.TW      太空梭            14.4          3        52.63            7.6        7         -250 📉 建議賣出              
2441.TW      超豐             84.3         10        57.14          -2.63        3        -2228 📉 建議賣出              
2442.TW      新美齊           20.65         11        66.67           4.82        0        -1593 📈 持有 → 繼續持有         
2444.TW      兆勁             12.9          8        38.89           1.19        4          -80 📉 建議賣出              
2449.TW      京元電子          288.0          6        54.55          11.13        4        -6745 📉 建議賣出              
2451.TW      創見            259.5         18         75.0          17.47        1         1838 📈 持有 → 繼續持有         
2453.TW      凌群             55.7          5         40.0           7.47        4         -202 📈 持有 → 繼續持有         
2454.TW      聯發科          1710.0         14        63.16          22.22        1        -5750 📉 建議賣出              
2455.TW      全新            229.0          8        58.33          40.09        3          -60 📈 持有 → 繼續持有         
2457.TW      飛宏            27.45          4        44.44          15.95        5         1374 📉 建議賣出              
2458.TW      義隆            141.0          6        56.52          16.02        3         2979 📈 持有 → 繼續持有         
2460.TW      建通             24.3          8        46.15           15.9        3         -264 📉 建議賣出              
2461.TW      光群雷            15.5          5        38.46          -3.35        3         -212 📈 持有 → 繼續持有         
2464.TW      盟立             77.7         11        54.55          14.72        3         2285 📈 持有 → 繼續持有         
2465.TW      麗臺             57.2         17        66.67            4.0        0         -306 📈 持有 → 繼續持有         
2466.TW      冠西電            42.9         14          0.0            0.0        0           10 📉 建議賣出              
2467.TW      志聖            378.5          6        55.56          35.06        4          164 📈 持有 → 繼續持有         
2468.TW      華經             38.0         19        33.33           6.29        0        -1627 📈 持有 → 繼續持有         
2472.TW      立隆電           119.5          5         62.5          19.33        4          -65 📈 持有 → 繼續持有         
2474.TW      可成            187.5          5        45.45          -0.51        3        -5652 📈 持有 → 繼續持有         
2476.TW      鉅祥             80.3         17          0.0          -2.43        0         -589 📉 建議賣出              
2478.TW      大毅             68.0          5        57.14          17.73        5        -3345 📉 建議賣出              
2480.TW      敦陽科           143.5          9        44.44           1.78        3            0 📈 持有 → 繼續持有         
2481.TW      強茂             99.5          5        54.17           1.52        5        21158 📈 持有 → 繼續持有         
2482.TW      連宇             16.0          5        46.15            5.6        5          -10 📉 建議賣出              
2483.TW      百容            21.05          4        53.85           7.44        6          -11 📉 建議賣出              
2484.TW      希華             26.6          4        52.38          31.27        6          546 📉 建議賣出              
2485.TW      兆赫             68.2          5        67.86         111.43        4        -3004 📈 持有 → 繼續持有         
2486.TW      一詮            148.0          8        68.18          64.27        1         3272 📈 持有 → 繼續持有         
2489.TW      瑞軒             41.9          4        73.33         174.32        3        -5151 📈 持有 → 繼續持有         
2491.TW      吉祥全           16.45          5        53.85           8.73        4         -166 📈 持有 → 繼續持有         
2492.TW      華新科           130.5          5         50.0          26.33        4        -3555 📈 持有 → 繼續持有         
2493.TW      揚博            107.0          5        38.46           0.68        5          147 📈 持有 → 繼續持有         
2495.TW      普安             31.9          6         55.0           8.18        3        -2364 📈 持有 → 繼續持有         
2498.TW      宏達電            42.7         19          0.0            0.0        0        -1802 📉 建議賣出              
2504.TW      國產            37.35          5         50.0            5.1        3        -1871 📉 建議賣出              
2515.TW      中工             15.1         18        52.94           14.9        2       -11056 📉 建議賣出              
2520.TW      冠德            33.15          3        44.44           3.28        7         2771 📈 持有 → 繼續持有         
2535.TW      達欣工            72.8          5        59.26          12.69        4          -10 📈 持有 → 繼續持有         
2542.TW      興富發            36.8         12        57.14           -0.4        1         -110 📈 持有 → 繼續持有         
2543.TW      皇昌             73.6          8        57.14           8.93        3        -1372 📉 建議賣出              
2547.TW      日勝生           11.15         11         50.0           1.85        3        -3858 📈 持有 → 繼續持有         
2548.TW      華固            118.0         12        73.33           9.77        0         1693 📈 持有 → 繼續持有         
2597.TW      潤弘            162.0          4        56.25           2.98        4         -136 📉 建議賣出              
2601.TW      益航             6.13          3        35.29          15.48        9         -995 📉 建議賣出              
2603.TW      長榮            218.5         20        69.23          15.92        0         9591 📈 持有 → 繼續持有         
2605.TW      新興             38.2          6        62.96          38.36        3          993 📈 持有 → 繼續持有         
2606.TW      裕民             60.0         11        70.59           4.43        2        -2902 📉 建議賣出              
2607.TW      榮運             54.2         19          0.0          -4.04        1         -812 📉 建議賣出              
2609.TW      陽明             59.3         12        71.43          11.07        1         9652 📉 建議賣出              
2610.TW      華航             18.7          5        57.89           3.16        4       -56768 📈 持有 → 繼續持有         
2612.TW      中航             58.3         16         50.0           1.48        2        -2171 📉 建議賣出              
2613.TW      中櫃            25.95          5        44.44           0.91        5          -52 📈 持有 → 繼續持有         
2615.TW      萬海             78.9         13        53.33           5.36        2        -2436 📉 建議賣出              
2616.TW      山隆            17.85          3        66.67          60.22        6          -54 📉 建議賣出              
2617.TW      台航            32.05         18        45.45           0.63        1         1877 📈 持有 → 繼續持有         
2618.TW      長榮航            34.8          7         55.0           3.85        3       -22109 📈 持有 → 繼續持有         
2630.TW      亞航             50.0          3        55.56           6.88        7          417 📈 持有 → 繼續持有         
2633.TW      台灣高鐵          26.15          7        36.36          -2.19        3       -15560 📉 建議賣出              
2634.TW      漢翔             50.5          8        53.33            1.1        2        -3727 📉 建議賣出              
2637.TW      慧洋-KY          70.9          3        59.09          -2.43        7         -829 📈 持有 → 繼續持有         
2640.TWO     大車隊           145.0         16        83.33          14.61        1           18 📈 持有 → 繼續持有         
2641.TWO     正德            19.05          3        57.89           1.76        7        -1196 📈 持有 → 繼續持有         
2645.TW      長榮航太          162.0          6        55.56          15.57        3          484 📈 持有 → 繼續持有         
2646.TW      星宇航空          21.65         16          0.0          -0.87        1         -217 📉 建議賣出              
2723.TW      美食-KY          72.7          6        47.37           8.75        3          447 📉 建議賣出              
2724.TWO     藝舍-KY          19.3         13          0.0          -7.78        2            0 📈 持有 → 繼續持有         
2726.TWO     雅茗-KY         10.15          6         50.0          -2.41        2           12 📈 持有 → 繼續持有         
2739.TW      寒舍             34.1          5        41.67          -3.99        4           81 📈 持有 → 繼續持有         
2740.TWO     天蔥            41.45          5        57.14          48.85        3            0 📉 建議賣出              
2743.TWO     山富             72.0          4        44.44          -1.85        5           -9 📉 建議賣出              
2752.TWO     豆府            212.5         19        41.67           0.46        2            3 📈 持有 → 繼續持有         
2755.TWO     揚秦            150.0         19         75.0          29.31        0           72 📈 持有 → 繼續持有         
2801.TW      彰銀             20.6          4         62.5           3.83        4        -5519 📉 建議賣出              
2812.TW      台中銀            20.6          9        53.85           1.98        1         7021 📈 持有 → 繼續持有         
2820.TW      華票            16.85          5         50.0           3.61        4         1215 📉 建議賣出              
2834.TW      臺企銀            15.0          7        66.67           3.24        1       -64882 📉 建議賣出              
2836.TW      高雄銀            12.1          5        61.54           3.67        3        -2185 📉 建議賣出              
2838.TW      聯邦銀           20.15          6         70.0           9.36        2          688 📈 持有 → 繼續持有         
2845.TW      遠東銀            12.4          8        71.43           2.01        1         1101 📈 持有 → 繼續持有         
2851.TW      中再保            29.3          3        54.55           3.72        9         4304 📈 持有 → 繼續持有         
2852.TW      第一保            26.1          5        41.67          -4.71        4        -1611 📉 建議賣出              
2855.TW      統一證           30.75          4        62.96          18.74        4         2695 📈 持有 → 繼續持有         
2867.TW      三商壽            7.73          6        66.67            3.7        3        -2265 📉 建議賣出              
2880.TW      華南金            33.5          3        65.22          11.98        5        -4724 📉 建議賣出              
2881.TW      富邦金            88.8          6        63.64           0.18        3       -17306 📈 持有 → 繼續持有         
2882.TW      國泰金            72.4         11         37.5          -2.99        5       -18037 📉 建議賣出              
2883.TW      凱基金            20.5          8        58.33          12.46        4       -15997 📈 持有 → 繼續持有         
2884.TW      玉山金            32.2          5        58.82           3.92        4       -22147 📉 建議賣出              
2885.TW      元大金            44.6          5         55.0           9.85        4       -19017 📈 持有 → 繼續持有         
2886.TW      兆豐金            39.0          7         60.0           2.81        2       -11253 📉 建議賣出              
2887.TW      台新新光金          24.8          8        73.08           13.4        2       -50097 📈 持有 → 繼續持有         
2887I.TW     未知             9.32          4        33.33          -0.21        6        -1268 📉 建議賣出              
2889.TW      國票金            16.6          3        71.43          10.06        5        -2645 📈 持有 → 繼續持有         
2890.TW      永豐金            31.5         19         70.0           5.48        1         4143 📉 建議賣出              
2891.TW      中信金            51.9          4         50.0           5.39        5       -84285 📈 持有 → 繼續持有         
2892.TW      第一金           28.85          8         40.0           0.18        2         7157 📉 建議賣出              
2897.TW      王道銀行           9.94         17         75.0           8.63        1         5572 📈 持有 → 繼續持有         
2903.TW      遠百             23.2          3        63.64           5.44        5         2800 📈 持有 → 繼續持有         
2905.TW      三商            14.85         10         50.0          -2.18        3         -657 📉 建議賣出              
2915.TW      潤泰全           49.75          3        45.45          -0.01        7        -2060 📉 建議賣出              
2923.TW      鼎固-KY         17.75          4        52.94          22.99        4         -688 📉 建議賣出              
2929.TW      淘帝-KY          6.69         15         40.0          -0.64        1          140 📉 建議賣出              
2939.TW      永邑-KY         26.95          6        46.15          28.07        2           -8 📈 持有 → 繼續持有         
2941.TWO     米斯特           41.85         18          0.0          -7.45        1            0 📈 持有 → 繼續持有         
2948.TWO     寶陞             38.5          3         50.0          -9.42        8           -6 📉 建議賣出              
3002.TW      歐格             20.5          6        41.67          -4.76        5          322 📈 持有 → 繼續持有         
3003.TW      健和興            49.7          3        60.87           6.25        7           56 📉 建議賣出              
3004.TW      豐達科           107.5          3        43.75          -2.35        8          -49 📈 持有 → 繼續持有         
3005.TW      神基            135.5         17        54.55          18.86        0       -11757 📈 持有 → 繼續持有         
3006.TW      晶豪科           177.0          3         60.0          14.92        7          635 📈 持有 → 繼續持有         
3008.TW      大立光          2305.0          5        21.43          -3.39        4          607 📉 建議賣出              
3010.TW      華立            134.0          7         72.0          13.39        4         1958 📈 持有 → 繼續持有         
3011.TW      今皓             12.2         19          0.0            0.0        0          306 📉 建議賣出              
3013.TW      晟銘電            98.0         20          0.0            0.0        0          862 📉 建議賣出              
3014.TW      聯陽            117.5          6        47.06           0.81        4        -1743 📉 建議賣出              
3015.TW      全漢             51.1          9        56.25           5.76        2         -270 📉 建議賣出              
3016.TW      嘉晶             62.4          8        55.56           17.7        3         1097 📈 持有 → 繼續持有         
3017.TW      奇鋐           1830.0         17         64.0          31.21        1          988 📈 持有 → 繼續持有         
3018.TW      隆銘綠能          13.05          3        58.82          12.77        6            0 📈 持有 → 繼續持有         
3019.TW      亞光            134.0          7        55.56          -1.55        4          424 📈 持有 → 繼續持有         
3022.TW      威強電            61.2          5        52.94           4.66        3           35 📈 持有 → 繼續持有         
3023.TW      信邦            240.0          5        63.64          33.11        3         1440 📈 持有 → 繼續持有         
3025.TW      星通             60.5         16        77.78           0.09        1          491 📈 持有 → 繼續持有         
3028.TW      增你強            51.5          3        59.09          24.74        7        -2658 📈 持有 → 繼續持有         
3029.TW      零壹            115.0          7        47.06           3.55        3         -754 📉 建議賣出              
3030.TW      德律            250.0         14        63.33          38.89        0          683 📈 持有 → 繼續持有         
3032.TW      偉訓             64.0         18         20.0          -5.54        3         -126 📉 建議賣出              
3033.TW      威健            31.85          7         50.0           4.45        3         -468 📈 持有 → 繼續持有         
3034.TW      聯詠            378.5          3        60.87           7.24        7         1690 📉 建議賣出              
3035.TW      智原            155.5          8        57.14          -2.95        2          219 📈 持有 → 繼續持有         
3036.TW      文曄            235.0         17         72.0          59.32        0         3066 📈 持有 → 繼續持有         
3037.TW      欣興            549.0          4        67.86         120.47        3        13630 📈 持有 → 繼續持有         
3038.TW      全台            22.95         14        71.43           0.25        1          -29 📈 持有 → 繼續持有         
3040.TW      遠見            48.15          4        53.85          26.98        4          -53 📈 持有 → 繼續持有         
3041.TW      揚智             23.4         15        16.67          -0.19        2          276 📉 建議賣出              
3042.TW      晶技             92.5          8        61.54           11.6        3         2463 📈 持有 → 繼續持有         
3044.TW      健鼎            362.0          3        52.38          12.73        7        -2305 📉 建議賣出              
3045.TW      台灣大           108.0          4        61.54           2.38        5        -4429 📈 持有 → 繼續持有         
3049.TW      精金             12.4          4        57.69         101.38        3          683 📉 建議賣出              
3054.TW      立萬利            79.4         19        71.43         154.08        0           62 📈 持有 → 繼續持有         
3056.TW      富華新           14.85         11         25.0          -1.17        1        -1764 📉 建議賣出              
3057.TW      喬鼎             14.8         17          0.0          -5.26        1          -45 📉 建議賣出              
3059.TW      華晶科           38.45          5         50.0           9.51        3          495 📈 持有 → 繼續持有         
3060.TW      銘異             28.1          8        45.45          -9.03        3        -1190 📉 建議賣出              
3062.TW      建漢             23.9          5        57.89           4.42        3        -1308 📈 持有 → 繼續持有         
3064.TWO     泰偉            34.35          7        30.77          -2.77        3            0 📉 建議賣出              
3066.TWO     李洲            19.55          6         55.0          31.65        3          206 📈 持有 → 繼續持有         
3067.TWO     全域             18.5          3        57.14          -2.69        6            0 📈 持有 → 繼續持有         
3071.TWO     協禧             25.3          8         55.0           0.31        3          175 📈 持有 → 繼續持有         
3073.TWO     天方能源          29.65          6        35.71          -0.38        3           14 📉 建議賣出              
3078.TWO     僑威             60.4         14         50.0          -3.18        1         -820 📈 持有 → 繼續持有         
3081.TWO     聯亞           1500.0         12        70.97         132.92        0         -980 📈 持有 → 繼續持有         
3083.TWO     網龍            29.05         12         50.0           0.14        1           40 📉 建議賣出              
3085.TWO     新零售            11.9         20          0.0            0.0        0            0 📉 建議賣出              
3086.TWO     華義            244.0         19         60.0          -3.04        3          -95 📈 持有 → 繼續持有         
3088.TWO     艾訊             83.9          4        47.83           0.36        7          472 📈 持有 → 繼續持有         
3090.TW      日電貿            94.2          9         50.0           1.11        2         1432 📈 持有 → 繼續持有         
3092.TW      鴻碩             35.3          3        56.52          40.61        7           28 📈 持有 → 繼續持有         
3093.TWO     港建*            44.6         14        65.22           74.9        0          123 📈 持有 → 繼續持有         
3094.TW      聯傑             23.6         10         60.0           2.58        2          -16 📈 持有 → 繼續持有         
3105.TWO     穩懋            303.5          3        57.69          41.08        7         -403 📉 建議賣出              
3131.TWO     弘塑           2160.0         10        70.59          25.21        2          638 📈 持有 → 繼續持有         
3135.TW      凌航            110.0          5        47.37          23.04        4         -480 📉 建議賣出              
3138.TW      耀登            187.0          4        66.67           81.2        3         -418 📈 持有 → 繼續持有         
3141.TWO     晶宏             44.5          4        35.29          -5.84        6           69 📉 建議賣出              
3147.TWO     大綜            175.5          3         60.0          -2.47        8          -33 📉 建議賣出              
3149.TW      正達             47.0          9         50.0          11.62        3         1369 📉 建議賣出              
3152.TWO     璟德            141.0          3        57.14           3.65        6          328 📈 持有 → 繼續持有         
3158.TWO     嘉實             91.1         20         20.0          -2.84        2            1 📈 持有 → 繼續持有         
3162.TWO     精確             58.9         20          0.0          -8.15        2        -1140 📈 持有 → 繼續持有         
3163.TWO     波若威           960.0         17        70.37          148.7        0         -322 📈 持有 → 繼續持有         
3167.TW      大量            367.0          4        61.54          70.16        4        -1285 📈 持有 → 繼續持有         
3168.TW      眾福科            41.0          6        52.94           1.92        4           -3 📈 持有 → 繼續持有         
3169.TWO     亞信             96.2          3        47.37          -6.56        7           35 📉 建議賣出              
3171.TWO     炎洲流通           59.7         18        77.78          23.73        1          -11 📈 持有 → 繼續持有         
3176.TWO     基亞             29.4         17         25.0          -1.99        1            8 📉 建議賣出              
3178.TWO     公準             53.8          8         20.0         -11.02        6           11 📉 建議賣出              
3189.TW      景碩            337.0          6        58.62          89.85        4        -2345 📈 持有 → 繼續持有         
3191.TWO     雲嘉南            14.3         12          0.0            0.0        0            0 📉 建議賣出              
3205.TWO     佰研             50.7          4        47.06           4.77        6           52 📉 建議賣出              
3206.TWO     志豐             39.1          4        55.56           24.5        6           42 📈 持有 → 繼續持有         
3207.TWO     耀勝             68.4          5         50.0          19.85        3         -200 📉 建議賣出              
3209.TW      全科             41.9          4        73.68          32.12        4         4618 📈 持有 → 繼續持有         
3211.TWO     順達            304.5          6        43.75          -7.03        4        -3711 📉 建議賣出              
3213.TWO     茂訊            102.5         17         60.0           -5.0        2          136 📈 持有 → 繼續持有         
3217.TWO     優群            155.5          3         50.0          -2.13        8          -30 📉 建議賣出              
3218.TWO     大學光           144.0         14         60.0           2.84        1           86 📈 持有 → 繼續持有         
3219.TWO     倚強科            65.1          6        46.67           7.54        4          -68 📈 持有 → 繼續持有         
3221.TWO     台嘉碩            27.7          3         50.0          14.87        7          430 📉 建議賣出              
3226.TWO     龍鋒             49.4          7        82.35          28.88        2           -1 📉 建議賣出              
3227.TWO     原相            198.0         20        33.33          -3.41        1          733 📈 持有 → 繼續持有         
3229.TW      晟鈦             18.8         18          0.0            0.0        0         -330 📉 建議賣出              
3230.TWO     錦明             40.5          6        52.94           28.9        4         -616 📈 持有 → 繼續持有         
3231.TW      緯創            135.0          6        46.15           3.91        3        11624 📈 持有 → 繼續持有         
3234.TWO     光環             85.5          3        65.22          86.46        6        -1691 📉 建議賣出              
3236.TWO     千如             27.9          4         62.5          21.72        5          175 📈 持有 → 繼續持有         
3252.TWO     海灣             20.1         19        45.45           6.88        1           -4 📈 持有 → 繼續持有         
3257.TW      虹冠電            56.2          8        54.55           2.71        2          150 📈 持有 → 繼續持有         
3260.TWO     威剛            395.0          3        70.83          65.32        5        -1209 📈 持有 → 繼續持有         
3264.TWO     欣銓            151.0          5         50.0          12.59        4        -1887 📈 持有 → 繼續持有         
3265.TWO     台星科           134.5          6        52.94           8.54        5          804 📈 持有 → 繼續持有         
3266.TW      昇陽             13.0         16         40.0          -3.91        2          -72 📉 建議賣出              
3268.TWO     海德威            15.3         19          0.0          -3.47        0          -13 📉 建議賣出              
3285.TWO     微端             29.2         17        54.55          -1.36        1            4 📈 持有 → 繼續持有         
3288.TWO     點晶            16.35         17          0.0            0.0        0            0 📈 持有 → 繼續持有         
3289.TWO     宜特            124.5         15        56.25           3.07        3          224 📉 建議賣出              
3290.TWO     東浦             44.5          3         55.0           8.45        8            3 📉 建議賣出              
3293.TWO     鈊象            719.0          4        47.62           5.83        3          877 📉 建議賣出              
3305.TW      昇貿            102.5          4        42.11          -1.75        5          874 📉 建議賣出              
3306.TWO     鼎天             45.7         20          0.0          -3.57        2           80 📉 建議賣出              
3308.TW      聯德             21.9          5        31.25          -8.35        6         -111 📉 建議賣出              
3310.TWO     佳穎             73.0          9         62.5           2.78        2           -5 📉 建議賣出              
3313.TWO     斐成            13.65         10         50.0          -1.97        1         8038 📈 持有 → 繼續持有         
3317.TWO     尼克森            48.0          6        52.38          18.93        2          -99 📈 持有 → 繼續持有         
3322.TWO     建舜電           13.35          8        66.67           5.26        2         -807 📉 建議賣出              
3323.TWO     加百裕            35.3         20        66.67          -3.64        1          389 📉 建議賣出              
3324.TWO     雙鴻           1035.0         10        42.86           6.21        3         -274 📈 持有 → 繼續持有         
3338.TW      泰碩             57.2          3         55.0          15.43        7          434 📉 建議賣出              
3339.TWO     泰谷             32.9          8        38.89          17.76        3           34 📈 持有 → 繼續持有         
3354.TWO     律勝             30.0          6        52.94          28.44        2         -234 📈 持有 → 繼續持有         
3357.TWO     臺慶科           161.0          4        55.56          15.78        4        -1710 📈 持有 → 繼續持有         
3360.TWO     尚立             15.0          8        30.77          -1.09        3            0 📉 建議賣出              
3363.TWO     上詮            630.0         16        61.54          51.44        0         -308 📈 持有 → 繼續持有         
3372.TWO     典範            21.05          9        53.85           4.79        2          -22 📈 持有 → 繼續持有         
3374.TWO     精材            168.5          4         50.0          10.55        7        -1050 📉 建議賣出              
3376.TW      新日興           216.5          9        36.36           0.27        3         -146 📈 持有 → 繼續持有         
3379.TWO     彬台            40.35         15         50.0           -2.3        1           72 📈 持有 → 繼續持有         
3380.TW      明泰            35.15         11        39.13          -6.04        3         -166 📈 持有 → 繼續持有         
3390.TWO     旭軟            21.65          5         37.5           3.84        3         -316 📉 建議賣出              
3406.TW      玉晶光           438.5          5        55.56           5.83        4          841 📈 持有 → 繼續持有         
3413.TW      京鼎            308.0          3        42.86          -4.32        9          750 📈 持有 → 繼續持有         
3416.TW      融程電           150.5          8        38.46            1.1        3          241 📈 持有 → 繼續持有         
3419.TW      譁裕             14.7          6        52.38           3.54        5           43 📉 建議賣出              
3430.TWO     奇鈦科            73.7          4         50.0          16.97        5            2 📈 持有 → 繼續持有         
3432.TW      台端             16.7          3        41.18           9.91        8           26 📈 持有 → 繼續持有         
3437.TW      榮創             21.3         18        57.14          31.92        2         1174 📈 持有 → 繼續持有         
3438.TWO     類比科            47.8         10        42.86          -1.79        2          -13 📈 持有 → 繼續持有         
3441.TWO     聯一光            32.6         20         50.0          -1.51        1            3 📉 建議賣出              
3443.TW      創意           2260.0          9         50.0          -2.54        4          622 📉 建議賣出              
3444.TWO     利機             61.2          4        64.29           4.98        4           -2 📈 持有 → 繼續持有         
3447.TW      展達             42.0         15         40.0          -5.33        1          156 📈 持有 → 繼續持有         
3450.TW      聯鈞            289.5          3         50.0          10.19        8        -3189 📈 持有 → 繼續持有         
3454.TW      晶睿             99.4         19        57.14            0.4        0          -27 📈 持有 → 繼續持有         
3455.TWO     由田            129.0         15        54.55           1.01        2         -935 📈 持有 → 繼續持有         
3465.TWO     進泰電子           42.0         15        66.67          -1.79        1           -1 📉 建議賣出              
3466.TWO     德晉             36.5         14         50.0           0.28        1           99 📈 持有 → 繼續持有         
3481.TW      群創             27.3          4        63.16          39.91        5       109954 📉 建議賣出              
3483.TWO     力致             80.8          5        38.46           -5.6        7         -327 📉 建議賣出              
3489.TWO     森寶             22.8          4         60.0          14.71        4          -75 📈 持有 → 繼續持有         
3490.TWO     單井            24.75          3        52.38          -6.76        8          130 📈 持有 → 繼續持有         
3491.TWO     昇達科          1355.0          8        70.37          96.84        1         -175 📈 持有 → 繼續持有         
3492.TWO     長盛            24.85          4        33.33           3.78        6         -155 📉 建議賣出              
3498.TWO     陽程             75.0          3        52.38          44.52        7         2203 📈 持有 → 繼續持有         
3499.TWO     環天科            17.4          4        33.33          -3.74        6           80 📉 建議賣出              
3501.TW      維熹             48.8          9        42.86           0.64        3          -80 📉 建議賣出              
3504.TW      揚明光            59.5          7        55.56           15.5        3          130 📈 持有 → 繼續持有         
3508.TWO     位速             39.4         20        65.22          63.15        0          480 📈 持有 → 繼續持有         
3515.TW      華擎            210.5          8         37.5          -1.07        3         -673 📉 建議賣出              
3516.TWO     亞帝歐            19.7          6        46.15          -1.49        4          -11 📈 持有 → 繼續持有         
3521.TWO     台鋼建設           14.1          8        46.15            4.4        2           31 📉 建議賣出              
