日期,代碼,名稱,收盤價,漲跌幅%,成交量(張),MJ狀態,J線值,MACD柱狀體
2026-03-30,8042.TWO,金山電,57.6,9.92,1782,🔥 MJ強勢攻擊,49.02,0.37
2026-03-30,6235.TW,華孚,48.5,2.97,1886,🔥 MJ強勢攻擊,36.44,0.61
2026-03-30,6643.TWO,M31,492.5,2.6,1203,🔥 MJ強勢攻擊,38.59,0.79
2026-03-30,2314.TW,台揚,19.35,1.57,545,🔥 MJ強勢攻擊,36.47,0.25
2026-03-30,6409.TW,旭隼,750.0,1.21,1081,🔥 MJ強勢攻擊,43.03,5.91
2026-03-30,8932.TWO,智通*,82.7,0.85,1271,🔥 MJ強勢攻擊,28.44,0.13
2026-03-30,7402.TWO,邑錡,122.5,0.82,665,🔥 MJ強勢攻擊,45.81,1.22
2026-03-30,6239.TW,力成,196.0,0.51,5908,🔥 MJ強勢攻擊,32.85,1.37
2026-03-30,6176.TW,瑞儀,92.0,0.33,1898,🔥 MJ強勢攻擊,25.25,1.34
2026-03-30,1402.TW,遠東新,26.3,0.19,15505,🔥 MJ強勢攻擊,49.6,0.01
2026-03-30,2836.TW,高雄銀,12.1,-0.41,1548,🔥 MJ強勢攻擊,31.77,0.01
2026-03-30,9910.TW,豐泰,80.5,-0.62,1363,🔥 MJ強勢攻擊,41.07,0.56
2026-03-30,2201.TW,裕隆,27.75,-0.72,1394,🔥 MJ強勢攻擊,44.17,0.23
2026-03-30,1522.TW,堤維西,32.0,-1.08,669,🔥 MJ強勢攻擊,13.15,0.29
2026-03-30,8011.TW,台通,20.55,-1.44,3192,🔥 MJ強勢攻擊,49.29,0.1
2026-03-30,1795.TW,美時,211.5,-1.63,1427,🔥 MJ強勢攻擊,23.66,2.6
2026-03-30,1319.TW,東陽,82.0,-1.68,2522,🔥 MJ強勢攻擊,39.8,0.98
2026-03-30,3056.TW,富華新,14.55,-1.69,1925,🔥 MJ強勢攻擊,38.61,0.1
