Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority,Is_New
00642U.TW,期元大S&P石油,2026-03-27,看漲 FVG,27.19,24.88,24.18,⏳ 待回測,監控中,0,43.2,-,3,False
1303.TW,南亞,2026-03-23,看跌 FVG,76.0,78.49,85.5,💰 已達標,回補獲利 (⚡結構突破),0,40.48,-,3,False
1310.TW,台苯,2026-03-27,看漲 FVG,11.6,11.24,11.25,⏳ 待回測,監控中,0,46.87,-,3,False
1313.TW,聯成,2026-03-26,看漲 FVG,12.75,12.59,12.65,💰 已達標,建議分批獲利,0,42.11,-,3,False
1326.TW,台化,2026-03-23,看跌 FVG,44.4,45.38,44.05,💰 已達標,回補獲利,0,41.24,-,3,False
5243.TW,乙盛-KY,2026-03-25,看漲 FVG,71.6,71.14,70.6,💰 已達標,建議分批獲利,0,47.31,-,3,False
5314.TWO,世紀*,2026-03-25,看漲 FVG,75.2,73.33,74.9,💰 已達標,建議分批獲利,0,43.93,2026-03-27,3,False
00715L.TW,期街口S&P布蘭特油正2,2026-03-27,看漲 FVG,61.75,52.69,50.15,⏳ 待回測,監控中 (⚠️過熱),0,45.87,-,4,False
1304.TW,台聚,2026-03-27,看漲 FVG,17.45,15.77,15.4,⏳ 待回測,監控中 (⚠️過熱),1,62.12,-,4,False
1305.TW,華夏,2026-03-27,看漲 FVG,18.0,17.56,17.4,⏳ 待回測,監控中 (⚠️過熱),0,61.64,-,4,False
1308.TW,亞聚,2026-03-27,看漲 FVG,18.95,17.96,14.5,⏳ 待回測,監控中 (⚠️過熱),0,58.82,-,4,False
1905.TW,華紙,2026-03-27,看漲 FVG,16.0,13.93,11.7,⏳ 待回測,監控中 (⚡結構突破) (⚠️過熱),1,85.29,-,4,False
3062.TW,建漢,2026-03-27,看漲 FVG,28.5,26.96,23.65,⏳ 待回測,監控中 (⚡結構突破) (⚠️過熱),1,73.71,-,4,False
4971.TWO,IET-KY,2026-03-27,看漲 FVG,580.0,523.37,455.0,⏳ 待回測,監控中 (⚡結構突破) (⚠️過熱),1,71.47,-,4,False
6588.TWO,東典光電,2026-03-20,看漲 FVG,105.0,99.3,72.9,❌ 已失效,實體破中線 (⚡結構突破) (⚠️過熱),0,46.91,-,4,False
8027.TWO,鈦昇,2026-03-25,看漲 FVG,121.5,118.41,89.9,💰 已達標,建議分批獲利 (⚡結構突破) (⚠️過熱),1,73.47,-,4,False
