Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority
2368.TW,金像電,2026-03-27,看跌 FVG,911.0,922.59,865.45,⏳ 待回測,監控中,0,67.83,-,3
2369.TW,菱生,2026-03-27,看跌 FVG,30.5,31.05,28.97,⏳ 待回測,監控中,0,65.51,-,3
2371.TW,大同,2026-03-18,看跌 FVG,31.25,31.66,29.69,❌ 已失效,實體過中線,0,26.98,2026-03-20,3
2374.TW,佳能,2026-03-27,看跌 FVG,70.9,71.46,67.36,⏳ 待回測,監控中,0,63.33,-,3
2375.TW,凱美,2026-03-26,看跌 FVG,77.2,78.29,73.34,❌ 已失效,實體過中線,0,34.1,-,3
2376.TW,技嘉,2026-03-23,看跌 FVG,240.5,244.72,228.47,💰 已達標,獲利點,0,52.05,2026-03-25,3
2380.TW,虹光,2026-03-26,看跌 FVG,6.02,6.26,5.72,❌ 已失效,實體過中線,0,49.64,-,3
2382.TW,廣達,2026-03-20,看跌 FVG,282.5,287.43,268.38,❌ 已失效,實體過中線,0,34.78,2026-03-24,3
2387.TW,精元,2026-03-27,看跌 FVG,40.1,40.71,38.09,⏳ 待回測,監控中,0,49.74,-,3
2390.TW,云辰,2026-03-20,看跌 FVG,10.95,11.21,10.4,💰 已達標,獲利點,0,57.98,-,3
2392.TW,正崴,2026-03-27,看跌 FVG,36.0,36.38,34.2,⏳ 待回測,監控中,0,54.23,-,3
2397.TW,友通,2026-03-27,看跌 FVG,54.5,55.27,51.77,⏳ 待回測,監控中,0,52.94,-,3
2401.TW,凌陽,2026-03-11,看漲 FVG,21.05,20.75,22.1,❌ 已失效,實體破中線,0,52.34,-,3
2402.TW,毅嘉,2026-03-24,看漲 FVG,50.8,50.25,53.34,✅ 已站穩,🟢 買進,0,52.94,2026-03-27,3
2413.TW,環科,2026-03-27,看跌 FVG,54.5,55.07,51.77,⏳ 待回測,監控中,0,69.33,-,3
2414.TW,精技,2026-03-23,看跌 FVG,43.55,44.02,41.37,⚠️ 壓力確認,🔴 放空,0,56.98,2026-03-25,3
2415.TW,錩新,2026-03-23,看漲 FVG,30.0,29.7,31.5,❌ 已失效,實體破中線,0,68.93,-,3
2419.TW,仲琦,2026-03-26,看漲 FVG,32.05,30.35,33.65,💰 已達標,獲利點,1,62.68,-,3
2421.TW,建準,2026-03-27,看跌 FVG,133.0,136.68,126.35,⏳ 待回測,監控中,0,53.33,-,3
2423.TW,固緯,2026-03-27,看跌 FVG,47.8,48.74,45.41,⏳ 待回測,監控中,0,60.39,-,3
2427.TW,三商電,2026-03-27,看跌 FVG,23.1,23.67,21.95,⏳ 待回測,監控中,0,24.19,-,3
2431.TW,聯昌,2026-03-27,看跌 FVG,12.1,12.26,11.49,⏳ 待回測,監控中,0,49.18,-,3
2432.TW,倚天酷��-創,2026-03-26,看跌 FVG,27.2,27.39,25.84,⚠️ 壓力確認,🔴 放空,0,58.33,2026-03-30,3
2438.TW,翔耀,2026-03-23,看跌 FVG,22.6,23.11,21.47,💰 已達標,獲利點,0,50.93,2026-03-25,3
2439.TW,美律,2026-03-24,看漲 FVG,84.5,83.78,88.73,✅ 已站穩,🟢 買進,0,54.55,2026-03-27,3
2440.TW,太空梭,2026-03-20,看跌 FVG,14.6,14.82,13.87,❌ 已失效,實體過中線,0,29.89,2026-03-24,3
2441.TW,超豐,2026-03-11,看漲 FVG,85.4,84.08,89.67,❌ 已失效,實體破中線,0,47.76,2026-03-13,3
2444.TW,兆勁,2026-03-26,看跌 FVG,13.15,13.32,12.49,⏳ 待回測,監控中,0,41.3,-,3
2449.TW,京元電子,2026-03-27,看跌 FVG,273.0,289.44,259.35,⏳ 待回測,監控中,0,52.15,-,3
2464.TW,盟立,2026-03-27,看跌 FVG,71.4,72.06,67.83,⏳ 待回測,監控中,0,63.91,-,3
2465.TW,麗臺,2026-03-27,看跌 FVG,54.0,54.47,51.3,⏳ 待回測,監控中,0,57.73,-,3
2466.TW,冠西電,2026-03-27,看跌 FVG,49.25,49.6,46.79,⏳ 待回測,監控中 🧹,0,55.28,-,3
2472.TW,立隆電,2026-03-24,看漲 FVG,127.0,125.87,133.35,❌ 已失效,實體破中線,0,64.42,-,3
2474.TW,可成,2026-03-24,看漲 FVG,186.5,184.07,195.83,⏳ 待回測,監控中 🧹,0,54.84,-,3
2476.TW,鉅祥,2026-03-24,看漲 FVG,84.3,83.18,88.52,✅ 已站穩,🟢 買進,0,61.16,2026-03-26,3
2480.TW,敦陽科,2026-03-27,看跌 FVG,140.0,141.2,133.0,⏳ 待回測,監控中,0,54.55,-,3
2481.TW,強茂,2026-03-27,看跌 FVG,95.3,100.2,90.53,⏳ 待回測,監控中,0,67.66,-,3
2483.TW,百容,2026-03-20,看跌 FVG,20.9,21.31,19.85,⚠️ 壓力確認,🔴 放空,0,30.23,2026-03-24,3
2486.TW,一詮,2026-03-27,看跌 FVG,146.5,148.24,139.17,⏳ 待回測,監控中,0,64.52,-,3
2491.TW,吉祥全,2026-03-27,看跌 FVG,15.95,16.13,15.15,⏳ 待回測,監控中,0,51.11,-,3
2492.TW,華新科,2026-03-27,看跌 FVG,125.0,126.63,118.75,⏳ 待回測,監控中,0,54.1,-,3
2493.TW,揚博,2026-03-23,看跌 FVG,113.5,115.57,107.82,💰 已達標,獲利點,0,52.16,-,3
2495.TW,普安,2026-03-26,看跌 FVG,35.15,36.38,33.39,💰 已達標,獲利點,0,60.35,-,3
2497.TW,怡利電,2026-03-10,看漲 FVG,42.3,41.74,44.41,❌ 已失效,實體破中線,0,26.77,-,3
2498.TW,宏達電,2026-03-19,看跌 FVG,42.35,42.66,40.23,💰 已達標,獲利點,0,38.83,-,3
2501.TW,國建,2026-03-24,看漲 FVG,23.7,23.38,24.89,❌ 已失效,實體破中線,0,61.29,2026-03-27,3
2504.TW,國產,2026-03-27,看跌 FVG,37.4,37.94,35.53,⏳ 待回測,監控中 🧹,0,53.06,-,3
2516.TW,新建,2026-03-27,看跌 FVG,13.9,14.07,13.21,⏳ 待回測,監控中,0,45.16,-,3
2520.TW,冠德,2026-03-18,看跌 FVG,32.2,32.81,30.59,❌ 已失效,實體過中線,0,54.6,-,3
2540.TW,愛山林,2026-03-24,看漲 FVG,47.0,46.62,49.35,✅ 已站穩,🟢 買進,0,51.64,2026-03-30,3
2543.TW,皇昌,2026-03-27,看跌 FVG,61.8,62.91,58.71,⏳ 待回測,監控中,0,29.91,-,3
2547.TW,日勝生,2026-03-27,看跌 FVG,10.75,10.85,10.21,⏳ 待回測,監控中,0,39.47,-,3
2597.TW,潤弘,2026-03-27,看跌 FVG,151.5,152.76,143.92,⏳ 待回測,監控中,0,36.25,-,3
2603.TW,長榮,2026-03-23,看跌 FVG,206.0,213.56,195.7,⚠️ 壓力確認,🔴 放空,0,37.86,2026-03-25,3
2610.TW,華航,2026-03-27,看跌 FVG,18.55,18.84,17.62,⏳ 待回測,監控中,0,56.25,-,3
2616.TW,山隆,2026-03-26,看漲 FVG,17.3,17.11,18.17,💰 已達標,獲利點,0,37.67,-,3
2617.TW,台航,2026-03-27,看跌 FVG,30.2,30.55,28.69,⏳ 待回測,監控中,0,46.62,-,3
2618.TW,長榮航,2026-03-24,看漲 FVG,35.15,34.92,36.91,❌ 已失效,實體破中線,0,59.35,2026-03-26,3
2630.TW,亞航,2026-03-26,看跌 FVG,48.65,49.4,46.22,❌ 已失效,實體過中線,0,40.87,-,3
2634.TW,漢翔,2026-03-27,看跌 FVG,49.4,50.15,46.93,⏳ 待回測,監控中,0,38.83,-,3
2637.TW,慧洋-KY,2026-03-24,看漲 FVG,69.4,68.75,72.87,❌ 已失效,實體破中線,0,43.75,-,3
2641.TWO,正德,2026-03-26,看跌 FVG,18.1,18.29,17.2,⚠️ 壓力確認,🔴 放空,0,29.85,2026-03-30,3
2646.TW,星宇航空,2026-03-27,看跌 FVG,21.15,21.61,20.09,⏳ 待回測,監控中,0,53.03,-,3
2723.TW,美食-KY,2026-03-27,看跌 FVG,69.0,69.45,65.55,⏳ 待回測,監控中,0,51.09,-,3
2726.TWO,雅茗-KY,2026-03-18,看漲 FVG,10.3,10.15,10.82,❌ 已失效,實體破中線,1,29.96,2026-03-20,3
2739.TW,寒舍,2026-03-27,看跌 FVG,33.8,34.07,32.11,⏳ 待回測,監控中,0,67.37,-,3
2740.TWO,天蔥,2026-03-27,看跌 FVG,38.55,39.4,36.62,⏳ 待回測,監控中,1,47.6,-,3
2752.TWO,豆府,2026-03-27,看跌 FVG,209.0,210.55,198.55,⏳ 待回測,監控中,0,51.81,-,3
2755.TWO,揚秦,2026-03-19,看跌 FVG,143.5,146.23,136.32,⚠️ 壓力確認,🔴 放空,0,60.61,2026-03-25,3
2801.TW,彰銀,2026-03-27,看跌 FVG,20.5,20.7,19.47,⏳ 待回測,監控中,0,57.14,-,3
2820.TW,華票,2026-03-20,看跌 FVG,16.75,16.88,15.91,❌ 已失效,實體過中線,0,36.11,2026-03-24,3
2834.TW,臺企銀,2026-03-24,看漲 FVG,15.0,14.88,15.75,✅ 已站穩,🟢 買進,0,40.0,2026-03-27,3
2836.TW,高雄銀,2026-03-12,看跌 FVG,12.2,12.31,11.59,⚠️ 壓力確認,🔴 放空,0,48.78,2026-03-18,3
2845.TW,遠東銀,2026-03-25,看漲 FVG,12.4,12.29,13.02,✅ 已站穩,🟢 買進,0,55.0,2026-03-27,3
2851.TW,中再保,2026-03-24,看漲 FVG,30.8,30.45,32.34,❌ 已失效,實體破中線,0,80.65,-,3
2852.TW,第一保,2026-03-24,看漲 FVG,25.75,25.47,27.04,✅ 已站穩,🟢 買進,0,42.86,2026-03-26,3
2855.TW,統一證,2026-03-25,看漲 FVG,32.2,31.64,33.81,❌ 已失效,實體破中線,0,59.13,2026-03-27,3
2867.TW,三商壽,2026-03-25,看漲 FVG,7.66,7.53,8.04,✅ 已站穩,🟢 買進,0,30.39,2026-03-27,3
2880.TW,華南金,2026-03-25,看漲 FVG,33.6,33.33,35.28,❌ 已失效,實體破中線,0,36.56,-,3
2881.TW,富邦金,2026-03-27,看跌 FVG,87.4,88.44,83.03,⏳ 待回測,監控中,0,52.07,-,3
2882.TW,國泰金,2026-03-26,看跌 FVG,70.7,71.25,67.17,⚠️ 壓力確認,🔴 放空,0,41.27,2026-03-30,3
2883.TW,凱基金,2026-03-27,看跌 FVG,19.65,19.9,18.67,⏳ 待回測,監控中,0,54.05,-,3
2884.TW,玉山金,2026-03-25,看漲 FVG,32.0,31.49,33.6,✅ 已站穩,🟢 買進,0,27.06,2026-03-27,3
2885.TW,元大金,2026-03-27,看跌 FVG,45.1,45.98,42.84,⏳ 待回測,監控中 🧹,0,59.2,-,3
2886.TW,兆豐金,2026-03-24,看漲 FVG,38.75,38.36,40.69,✅ 已站穩,🟢 買進,0,49.3,2026-03-27,3
2887.TW,台新新光金,2026-03-27,看跌 FVG,23.8,24.12,22.61,⏳ 待回測,監控中,0,51.39,-,3
2887I.TW,台新新光辛特,2026-03-10,看漲 FVG,9.3,9.23,9.77,⏳ 待回測,監控中,0,64.29,-,3
2890.TW,永豐金,2026-03-27,看跌 FVG,31.1,31.71,29.55,⏳ 待回測,監控中,0,55.06,-,3
2891.TW,中信金,2026-03-27,看跌 FVG,52.5,52.86,49.88,⏳ 待回測,監控中,0,65.15,-,3
2901.TW,欣欣,2026-03-02,看跌 FVG,23.9,24.07,22.7,❌ 已失效,實體過中線,0,45.0,2026-03-06,3
2903.TW,遠百,2026-03-20,看跌 FVG,23.05,23.27,21.9,⚠️ 壓力確認,🔴 放空,0,58.0,2026-03-24,3
2905.TW,三商,2026-03-25,看漲 FVG,14.3,13.98,15.02,✅ 已站穩,🟢 買進,0,32.89,2026-03-30,3
2924.TWO,宏太-KY,2026-03-27,看跌 FVG,17.15,18.99,16.29,⏳ 待回測,監控中,0,48.72,-,3
2929.TW,淘帝-KY,2026-03-27,看跌 FVG,6.11,6.23,5.8,⏳ 待回測,監控中,1,4.04,-,3
2941.TWO,米斯特,2026-03-26,看跌 FVG,38.8,39.91,36.86,⏳ 待回測,監控中,1,58.87,-,3
3002.TW,歐格,2026-03-27,看跌 FVG,19.1,19.25,18.14,⏳ 待回測,監控中,0,42.99,-,3
3003.TW,健和興,2026-03-27,看跌 FVG,49.65,50.75,47.17,⏳ 待回測,監控中,0,61.07,-,3
3004.TW,豐達科,2026-03-26,看跌 FVG,101.0,103.01,95.95,⚠️ 壓力確認,🔴 放空,0,35.85,2026-03-30,3
3006.TW,晶豪科,2026-03-23,看跌 FVG,181.5,196.48,172.42,💰 已達標,獲利點,0,58.17,-,3
3008.TW,大立光,2026-03-27,看跌 FVG,2205.0,2221.05,2094.75,⏳ 待回測,監控中,0,48.61,-,3
3010.TW,華立,2026-03-27,看跌 FVG,121.5,124.62,115.42,⏳ 待回測,監控中,0,52.69,-,3
3014.TW,聯陽,2026-03-10,看漲 FVG,118.0,114.92,123.9,❌ 已失效,實體破中線,0,54.1,2026-03-12,3
3015.TW,全漢,2026-03-27,看跌 FVG,50.9,51.36,48.35,⏳ 待回測,監控中,0,52.73,-,3
3022.TW,威強電,2026-03-27,看跌 FVG,61.9,62.91,58.8,⏳ 待回測,監控中,0,59.7,-,3
3023.TW,信邦,2026-03-24,看跌 FVG,260.0,267.83,247.0,💰 已達標,獲利點,0,61.33,-,3
3028.TW,增你強,2026-03-27,看跌 FVG,52.5,53.87,49.88,⏳ 待回測,監控中,0,53.2,-,3
3031.TW,佰鴻,2026-03-24,看漲 FVG,22.55,22.14,23.68,💰 已達標,獲利點,0,68.84,-,3
3032.TW,偉訓,2026-03-11,看跌 FVG,63.2,63.72,60.04,❌ 已失效,實體過中線,0,31.89,-,3
3035.TW,智原,2026-03-27,看跌 FVG,148.0,151.75,140.6,⏳ 待回測,監控中,0,57.14,-,3
3036.TW,文曄,2026-03-26,看跌 FVG,229.0,237.18,217.55,⚠️ 壓力確認,🔴 放空,0,56.42,2026-03-30,3
3037.TW,欣興,2026-03-27,看跌 FVG,496.0,502.5,471.2,⏳ 待回測,監控中,0,65.34,-,3
3038.TW,全台,2026-03-27,看跌 FVG,20.55,21.0,19.52,⏳ 待回測,監控中,0,50.23,-,3
3041.TW,揚智,2026-03-27,看跌 FVG,22.65,23.11,21.52,⏳ 待回測,監控中,0,55.17,-,3
3044.TW,健鼎,2026-03-27,看跌 FVG,351.0,357.78,333.45,⏳ 待回測,監控中,0,50.67,-,3
3049.TW,精金,2026-03-25,看跌 FVG,14.4,14.67,13.68,💰 已達標,獲利點,0,48.83,-,3
3050.TW,鈺德,2026-03-27,看跌 FVG,13.75,13.92,13.06,⏳ 待回測,監控中,0,71.21,-,3
3054.TW,立萬利,2026-03-26,看跌 FVG,63.3,63.72,60.13,❌ 已失效,實體過中線,0,63.85,-,3
3056.TW,富華新,2026-03-27,看跌 FVG,14.7,14.87,13.96,⏳ 待回測,監控中,0,29.87,-,3
3057.TW,喬鼎,2026-03-27,看跌 FVG,16.2,16.48,15.39,⏳ 待回測,監控中,0,57.84,-,3
3059.TW,華晶科,2026-03-27,看跌 FVG,36.65,36.93,34.82,⏳ 待回測,監控中,0,54.35,-,3
3060.TW,銘異,2026-03-27,看跌 FVG,30.7,32.06,29.16,⏳ 待回測,監控中,0,59.27,-,3
3073.TWO,天方能源,2026-03-27,看跌 FVG,28.4,28.69,26.98,⏳ 待回測,監控中 🧹,0,41.86,-,3
3078.TWO,僑威,2026-03-27,看跌 FVG,56.8,57.39,53.96,⏳ 待回測,監控中,0,40.0,-,3
3083.TWO,網龍,2026-03-27,看跌 FVG,27.45,27.79,26.08,⏳ 待回測,監控中,0,42.27,-,3
3085.TWO,新零售,2026-03-27,看跌 FVG,13.4,13.62,12.73,⏳ 待回測,監控中 🧹,1,65.22,-,3
3090.TW,日電貿,2026-03-20,看跌 FVG,94.2,98.79,89.49,❌ 已失效,實體過中線,0,48.16,2026-03-24,3
3092.TW,鴻碩,2026-03-27,看跌 FVG,30.05,30.25,28.55,⏳ 待回測,監控中,0,49.03,-,3
3094.TW,聯傑,2026-03-27,看跌 FVG,22.9,23.27,21.75,⏳ 待回測,監控中,0,58.43,-,3
3105.TWO,穩懋,2026-03-25,看漲 FVG,348.5,332.83,365.93,💰 已達標,獲利點,0,59.78,2026-03-27,3
3135.TW,凌航,2026-03-27,看跌 FVG,113.0,114.07,107.35,⏳ 待回測,監控中,0,48.13,-,3
3141.TWO,晶宏,2026-03-26,看跌 FVG,42.9,43.42,40.75,⚠️ 壓力確認,🔴 放空,0,42.12,2026-03-30,3
3149.TW,正達,2026-03-26,看漲 FVG,45.8,44.38,48.09,✅ 已站穩,🟢 買進,1,34.97,2026-03-30,3
3152.TWO,璟德,2026-03-20,看跌 FVG,141.0,142.21,133.95,❌ 已失效,實體過中線,0,36.94,2026-03-25,3
3163.TWO,波若威,2026-03-26,看跌 FVG,854.0,889.42,811.3,❌ 已失效,實體過中線,0,55.66,-,3
3168.TW,眾福科,2026-03-25,看漲 FVG,41.2,40.94,43.26,❌ 已失效,實體破中線,1,47.3,-,3
3169.TWO,亞信,2026-03-26,看跌 FVG,97.2,98.29,92.34,⚠️ 壓力確認,🔴 放空,0,49.02,2026-03-30,3
3189.TW,景碩,2026-03-27,看跌 FVG,348.5,353.26,331.07,⏳ 待回測,監控中,0,70.21,-,3
3191.TWO,雲嘉南,2026-03-10,看跌 FVG,14.65,14.87,13.92,💰 已達標,獲利點,0,32.53,2026-03-17,3
3206.TWO,志豐,2026-03-25,看漲 FVG,38.6,37.01,40.53,✅ 已站穩,🟢 買進,0,55.06,2026-03-27,3
3213.TWO,茂訊,2026-03-20,看跌 FVG,102.0,103.01,96.9,⚠️ 壓力確認,🔴 放空,0,51.05,2026-03-24,3
3217.TWO,優群,2026-03-23,看跌 FVG,157.0,159.29,149.15,⚠️ 壓力確認,🔴 放空,0,51.25,2026-03-25,3
3218.TWO,大學光,2026-03-19,看跌 FVG,133.58,135.67,126.9,⚠️ 壓力確認,🔴 放空,0,55.22,2026-03-25,3
3219.TWO,倚強科,2026-03-26,看跌 FVG,66.8,67.84,63.46,⚠️ 壓力確認,🔴 放空,0,57.75,2026-03-30,3
3227.TWO,原相,2026-03-27,看跌 FVG,188.0,190.45,178.6,⏳ 待回測,監控中,0,56.25,-,3
3228.TWO,金麗科,2026-03-20,看跌 FVG,124.0,125.12,117.8,❌ 已失效,實體過中線,0,27.63,2026-03-24,3
3230.TWO,錦明,2026-03-16,看漲 FVG,40.55,40.2,42.58,💰 已達標,獲利點,0,46.33,2026-03-18,3
3231.TW,緯創,2026-03-18,看跌 FVG,130.0,133.16,123.5,⚠️ 壓力確認,🔴 放空,0,39.13,2026-03-20,3
3234.TWO,光環,2026-03-27,看跌 FVG,91.8,94.47,87.21,⏳ 待回測,監控中,0,68.39,-,3
3236.TWO,千如,2026-03-27,看跌 FVG,29.45,29.85,27.98,⏳ 待回測,監控中,0,61.54,-,3
3259.TWO,鑫創,2026-03-27,看跌 FVG,17.15,18.24,16.29,⏳ 待回測,監控中,0,55.56,-,3
3264.TWO,欣銓,2026-03-24,看漲 FVG,150.0,146.26,157.5,💰 已達標,獲利點,0,55.75,2026-03-26,3
3266.TW,昇陽,2026-03-27,看跌 FVG,13.2,13.52,12.54,⏳ 待回測,監控中 🧹,0,53.33,-,3
3268.TWO,海德威,2026-03-26,看跌 FVG,15.65,15.83,14.87,⏳ 待回測,監控中 🧹,0,51.28,-,3
3288.TWO,點晶,2026-03-23,看跌 FVG,15.0,15.13,14.25,💰 已達標,獲利點,0,45.13,2026-03-25,3
3289.TWO,宜特,2026-03-27,看跌 FVG,135.0,136.68,128.25,⏳ 待回測,監控中,0,62.94,-,3
3297.TWO,杭特,2026-03-23,看跌 FVG,35.45,36.48,33.68,⚠️ 壓力確認,🔴 放空,0,43.08,2026-03-25,3
3305.TW,昇貿,2026-03-23,看跌 FVG,103.0,104.52,97.85,❌ 已失效,實體過中線,0,37.02,2026-03-25,3
3308.TW,聯德,2026-03-27,看跌 FVG,20.9,21.1,19.85,⏳ 待回測,監控中,0,38.26,-,3
3310.TWO,佳穎,2026-03-27,看跌 FVG,75.8,77.08,72.01,⏳ 待回測,監控中 🧹,1,49.35,-,3
3321.TW,同泰,2026-03-27,看跌 FVG,16.0,16.23,15.2,⏳ 待回測,監控中,0,53.7,-,3
3322.TWO,建舜電,2026-03-27,看跌 FVG,12.75,12.96,12.11,⏳ 待回測,監控中,0,36.13,-,3
3324.TWO,雙鴻,2026-03-27,看跌 FVG,974.0,989.92,925.3,⏳ 待回測,監控中,0,62.1,-,3
3349.TWO,寶德,2026-03-23,看跌 FVG,25.7,26.13,24.41,❌ 已失效,實體過中線,0,14.58,2026-03-26,3
3357.TWO,臺慶科,2026-03-27,看跌 FVG,149.0,154.27,141.55,⏳ 待回測,監控中,0,56.25,-,3
3360.TWO,尚立,2026-03-27,看跌 FVG,14.85,15.43,14.11,⏳ 待回測,監控中 🧹,0,50.0,-,3
3363.TWO,上詮,2026-03-27,看跌 FVG,615.0,642.19,584.25,⏳ 待回測,監控中,0,63.07,-,3
3379.TWO,彬台,2026-03-27,看跌 FVG,38.05,38.54,36.15,⏳ 待回測,監控中,0,53.04,-,3
3380.TW,明泰,2026-03-25,看漲 FVG,36.25,35.32,38.06,✅ 已站穩,🟢 買進,0,53.49,2026-03-27,3
3390.TWO,旭軟,2026-03-27,看跌 FVG,21.6,22.11,20.52,⏳ 待回測,監控中,0,39.34,-,3
3406.TW,玉晶光,2026-03-27,看跌 FVG,442.5,454.26,420.38,⏳ 待回測,監控中 🧹,0,70.61,-,3
3413.TW,京鼎,2026-03-24,看漲 FVG,306.5,301.98,321.82,💰 已達標,獲利點,0,56.1,-,3
3416.TW,融程電,2026-03-16,看漲 FVG,151.5,147.76,159.08,❌ 已失效,實體破中線,1,57.97,2026-03-18,3
3438.TWO,類比科,2026-03-23,看跌 FVG,46.05,46.63,43.75,⚠️ 壓力確認,🔴 放空,0,42.9,2026-03-26,3
3443.TW,創意,2026-03-27,看跌 FVG,2390.0,2467.27,2270.5,⏳ 待回測,監控中,0,63.5,-,3
3450.TW,聯鈞,2026-03-27,看跌 FVG,266.0,279.39,252.7,⏳ 待回測,監控中,0,56.85,-,3
3454.TW,未知,2026-02-11,看漲 FVG,99.3,98.7,104.27,✅ 已站穩,🟢 買進,0,66.67,2026-02-25,3
3465.TWO,進泰電子,2026-03-26,看跌 FVG,40.3,41.1,38.28,💰 已達標,獲利點,0,34.78,2026-03-30,3
3466.TWO,德晉,2026-03-10,看漲 FVG,35.95,35.57,37.75,❌ 已失效,實體破中線,0,41.85,-,3
3483.TWO,力致,2026-03-27,看跌 FVG,79.1,80.4,75.14,⏳ 待回測,監控中,0,38.98,-,3
3489.TWO,森寶,2026-03-23,看跌 FVG,23.05,23.22,21.9,⚠️ 壓力確認,🔴 放空,0,75.65,2026-03-26,3
3492.TWO,長盛,2026-03-27,看跌 FVG,23.45,23.87,22.28,⏳ 待回測,監控中,0,57.23,-,3
3498.TWO,陽程,2026-03-27,看跌 FVG,74.4,75.17,70.68,⏳ 待回測,監控中,0,75.13,-,3
3501.TW,維熹,2026-03-27,看跌 FVG,47.55,48.29,45.17,⏳ 待回測,監控中,0,44.17,-,3
3504.TW,揚明光,2026-03-27,看跌 FVG,54.6,55.68,51.87,⏳ 待回測,監控中,0,47.13,-,3
3508.TWO,位速,2026-03-27,看跌 FVG,42.9,45.22,40.75,⏳ 待回測,監控中,0,62.07,-,3
3523.TWO,迎輝,2026-03-26,看跌 FVG,14.5,14.62,13.77,⏳ 待回測,監控中,0,44.04,-,3
3526.TWO,凡甲,2026-03-27,看跌 FVG,280.5,287.43,266.47,⏳ 待回測,監控中,0,63.22,-,3
3528.TW,安馳,2026-03-26,看漲 FVG,63.2,62.49,66.36,⏳ 待回測,監控中,0,39.87,-,3
3530.TW,晶相光,2026-03-23,看跌 FVG,59.3,60.8,56.33,⚠️ 壓力確認,🔴 放空,0,43.06,2026-03-26,3
3531.TWO,先益,2026-03-26,看跌 FVG,20.9,21.61,19.85,❌ 已失效,實體過中線,0,45.45,-,3
3535.TW,晶彩科,2026-03-27,看跌 FVG,114.5,117.08,108.77,⏳ 待回測,監控中,0,19.19,-,3
3541.TWO,西柏,2026-03-17,看漲 FVG,23.9,23.43,25.09,✅ 已站穩,🟢 買進,0,30.43,2026-03-19,3
3545.TW,敦泰,2026-03-20,看跌 FVG,43.25,43.77,41.09,❌ 已失效,實體過中線,0,22.59,2026-03-24,3
3546.TWO,宇峻,2026-03-20,看跌 FVG,70.8,71.86,67.26,❌ 已失效,實體過中線,0,65.94,2026-03-24,3
3548.TWO,兆利,2026-03-27,看跌 FVG,81.2,81.91,77.14,⏳ 待回測,監控中,0,56.6,-,3
3550.TW,聯穎,2026-03-27,看漲 FVG,18.5,18.16,19.43,⏳ 待回測,監控中 🧹,1,70.39,-,3
3552.TWO,同致,2026-03-19,看跌 FVG,46.3,47.64,43.98,❌ 已失效,實體過中線,0,32.92,2026-03-24,3
3564.TWO,其陽,2026-03-26,看跌 FVG,41.75,42.51,39.66,❌ 已失效,實體過中線,0,37.55,-,3
3576.TW,聯合再生,2026-03-27,看跌 FVG,22.75,24.27,21.61,⏳ 待回測,監控中,1,57.58,-,3
3580.TWO,友威科,2026-03-27,看跌 FVG,72.2,73.87,68.59,⏳ 待回測,監控中,0,64.97,-,3
3581.TWO,博磊,2026-03-27,看跌 FVG,71.2,75.37,67.64,⏳ 待回測,監控中,0,65.1,-,3
3587.TWO,閎康,2026-03-26,看跌 FVG,230.0,240.19,218.5,❌ 已失效,實體過中線,0,56.56,-,3
3588.TW,通嘉,2026-03-16,看漲 FVG,50.5,49.85,53.03,❌ 已失效,實體破中線,0,44.72,2026-03-18,3
3591.TW,艾笛森,2026-03-24,看漲 FVG,20.95,20.75,22.0,💰 已達標,獲利點,0,69.61,2026-03-26,3
3594.TWO,磐儀,2026-03-27,看跌 FVG,39.35,39.7,37.38,⏳ 待回測,監控中,0,47.53,-,3
3597.TWO,映興,2026-03-23,看跌 FVG,23.0,23.37,21.85,❌ 已失效,實體過中線,1,38.26,2026-03-25,3
3611.TWO,鼎翰,2026-03-27,看跌 FVG,187.0,188.44,177.65,⏳ 待回測,監控中 🧹,0,36.84,-,3
3617.TW,碩天,2026-03-26,看跌 FVG,173.0,174.37,164.35,❌ 已失效,實體過中線,0,30.0,-,3
3631.TWO,晟楠,2026-03-27,看跌 FVG,27.8,28.64,26.41,⏳ 待回測,監控中,0,51.74,-,3
3632.TWO,研勤,2026-03-27,看漲 FVG,9.88,9.23,10.37,⏳ 待回測,監控中,0,38.89,-,3
3652.TW,精聯,2026-03-27,看跌 FVG,27.0,27.19,25.65,⏳ 待回測,監控中,0,60.0,-,3
3664.TWO,安瑞-KY,2026-03-27,看跌 FVG,11.2,12.21,10.64,⏳ 待回測,監控中,0,20.25,-,3
3672.TWO,康聯訊,2026-03-27,看跌 FVG,10.9,11.11,10.36,⏳ 待回測,監控中,0,24.24,-,3
3680.TWO,家登,2026-03-27,看跌 FVG,401.0,406.02,380.95,⏳ 待回測,監控中 🧹,0,65.53,-,3
3685.TWO,元創精密,2026-03-20,看跌 FVG,31.5,32.26,29.92,💰 已達標,獲利點,0,33.2,2026-03-24,3
3687.TWO,歐買尬,2026-03-27,看跌 FVG,67.8,68.44,64.41,⏳ 待回測,監控中,0,52.04,-,3
3689.TWO,湧德,2026-03-20,看跌 FVG,116.5,122.11,110.67,💰 已達標,獲利點,0,51.56,2026-03-24,3
3691.TWO,碩禾,2026-03-27,看跌 FVG,110.0,111.55,104.5,⏳ 待回測,監控中,0,47.56,-,3
