股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,建議買進價,歷史次數,raw_wr5,raw_pnl
3714.TW,富采,無,47.75,72.93,🟢 黃金標的,20.00%,60.00%,5.66%,-4.47%,0.0,5,0.6,0.0566
2312.TW,金寶,無,22.2999992371,42.67,🟢 黃金標的,60.00%,60.00%,12.61%,-2.06%,0.0,5,0.6,0.1261
8046.TW,南電,無,580.0,70.65,🟢 黃金標的,70.00%,60.00%,9.35%,-3.80%,0.0,10,0.6,0.0935
4526.TW,東台,無,33.1500015259,62.96,🟢 黃金標的,60.00%,60.00%,3.64%,-2.89%,0.0,5,0.6,0.0364
4533.TWO,協易機,無,31.1499996185,46.25,🟢 黃金標的,20.00%,60.00%,6.16%,-8.85%,0.0,5,0.6,0.0616
1582.TW,信錦,無,102.0,65.88,🟢 黃金標的,80.00%,60.00%,8.03%,-3.66%,0.0,5,0.6,0.0803
3508.TWO,位速,無,42.0499992371,58.27,🟢 黃金標的,50.00%,60.00%,6.80%,-4.75%,0.0,10,0.6,0.068
6451.TW,訊芯-KY,無,328.5,82.1,🟢 黃金標的,40.00%,60.00%,4.60%,-7.35%,0.0,5,0.6,0.046
5328.TWO,華容,無,24.1000003815,41.15,🟢 黃金標的,60.00%,60.00%,7.80%,-0.50%,0.0,5,0.6,0.078
2337.TW,旺宏,無,128.0,65.58,🟢 黃金標的,80.00%,60.00%,9.66%,-2.16%,0.0,5,0.6,0.0966
3036.TW,文曄,無,225.0,51.69,🟢 黃金標的,60.00%,60.00%,4.13%,-4.36%,0.0,5,0.6,0.0413
3631.TWO,晟楠,無,27.75,52.68,🟢 黃金標的,40.00%,60.00%,4.47%,-3.01%,0.0,5,0.6,0.0447
7781.TWO,昕力資*,無,27.3999996185,67.86,🟢 黃金標的,60.00%,60.00%,7.96%,-16.52%,0.0,5,0.6,0.0796
6727.TWO,亞泰金屬,無,328.0,78.27,🟢 黃金標的,20.00%,60.00%,5.21%,-3.13%,0.0,5,0.6,0.0521
6197.TW,佳必琪,無,162.5,53.37,🟢 黃金標的,80.00%,60.00%,5.08%,-3.27%,0.0,5,0.6,0.0508
2489.TW,瑞軒,無,32.7000007629,45.78,🟢 黃金標的,71.43%,57.14%,3.42%,-2.76%,0.0,7,0.5714,0.0342
5351.TWO,鈺創,無,71.0,63.77,🟢 黃金標的,71.43%,57.14%,8.32%,-3.83%,0.0,7,0.5714,0.0832
1711.TW,永光,無,38.0999984741,72.27,🟢 黃金標的,55.56%,55.56%,6.88%,-5.70%,0.0,9,0.5556,0.0688
5291.TWO,邑昇,無,77.6999969482,82.46,🟢 黃金標的,55.56%,55.56%,6.14%,-1.92%,0.0,9,0.5556,0.0614
00749B.TWO,凱基新興債10+,無,31.4799995422,26.21,🔵 穩健標的,100.00%,100.00%,0.12%,-0.31%,0.0,1,1.0,0.0012
8074.TWO,鉅橡,無,55.5999984741,43.62,🔵 穩健標的,0.00%,100.00%,0.53%,-4.97%,0.0,1,1.0,0.0053
2393.TW,億光,無,67.3000030518,70.62,🔵 穩健標的,50.00%,100.00%,0.60%,-2.62%,0.0,2,1.0,0.006
00795B.TWO,中信美國公債20年,無,27.4099998474,33.96,🔵 穩健標的,100.00%,100.00%,0.83%,-0.22%,0.0,1,1.0,0.0083
00865B.TW,國泰US短期公債,無,48.3400001526,58.99,🔵 穩健標的,0.00%,100.00%,0.63%,-0.19%,0.0,1,1.0,0.0063
00719B.TWO,元大美債1-3,無,31.4500007629,56.52,🔵 穩健標的,0.00%,100.00%,0.45%,-0.03%,0.0,1,1.0,0.0045
00669R.TW,國泰美國道瓊反1,無,6.0999999046,66.67,🔵 穩健標的,0.00%,100.00%,0.16%,-2.96%,0.0,1,1.0,0.0016
4142.TW,國光生,無,18.5,61.22,🔵 穩健標的,0.00%,100.00%,0.82%,-1.36%,0.0,1,1.0,0.0082
1460.TW,宏遠,無,7.1799998283,64.0,🔵 穩健標的,50.00%,100.00%,0.88%,-2.13%,0.0,2,1.0,0.0088
00864B.TWO,中信美國公債0-1,無,46.7299995422,59.77,🔵 穩健標的,0.00%,100.00%,0.60%,-0.56%,0.0,1,1.0,0.006
0052.TW,富邦科技,無,43.6599998474,45.12,🔵 穩健標的,0.00%,100.00%,0.34%,-2.63%,0.0,1,1.0,0.0034
00893.TW,國泰智能電動車,無,32.5299987793,43.26,🔵 穩健標的,100.00%,100.00%,0.64%,-0.38%,0.0,1,1.0,0.0064
3058.TW,立德,無,9.6499996185,52.62,🔵 穩健標的,0.00%,100.00%,0.99%,-5.71%,0.0,1,1.0,0.0099
00875.TW,國泰網路資安,無,37.0299987793,35.11,🔵 穩健標的,0.00%,100.00%,0.34%,-2.50%,0.0,1,1.0,0.0034
00752.TW,中信中國50,無,23.5300006866,33.84,🔵 穩健標的,0.00%,100.00%,0.95%,-2.64%,0.0,1,1.0,0.0095
6642.TWO,富致,無,53.9000015259,38.89,🔵 穩健標的,25.00%,75.00%,0.47%,-1.88%,0.0,4,0.75,0.0047
6026.TWO,福邦證,無,14.5,62.69,🔵 穩健標的,50.00%,75.00%,0.90%,-2.38%,0.0,4,0.75,0.009
1402.TW,遠東新,無,26.2999992371,18.92,🔵 穩健標的,75.00%,75.00%,0.53%,-1.45%,0.0,4,0.75,0.0053
00939.TW,統一台灣高息動能,無,15.3199996948,47.8,🔵 穩健標的,85.71%,71.43%,0.93%,-0.27%,0.0,7,0.7143,0.0093
2025.TW,千興,無,11.8000001907,59.18,🔵 穩健標的,0.00%,66.67%,0.13%,-11.09%,0.0,3,0.6667,0.0013
4991.TWO,環宇-KY,無,430.0,69.71,🔵 穩健標的,33.33%,66.67%,0.44%,-9.64%,0.0,3,0.6667,0.0044
6415.TW,矽力*-KY,無,285.5,64.24,🔵 穩健標的,0.00%,66.67%,0.39%,-5.16%,0.0,3,0.6667,0.0039
5013.TWO,強新,無,29.25,48.94,🔵 穩健標的,33.33%,66.67%,0.72%,-0.85%,0.0,6,0.6667,0.0072
2618.TW,長榮航,無,34.6500015259,64.54,🔵 穩健標的,66.67%,66.67%,0.67%,-1.25%,0.0,6,0.6667,0.0067
1513.TW,中興電,無,149.0,46.97,🔵 穩健標的,66.67%,66.67%,0.51%,-1.64%,0.0,3,0.6667,0.0051
6859.TWO,伯特光,無,116.5,34.48,🔵 穩健標的,33.33%,66.67%,0.72%,-4.80%,0.0,6,0.6667,0.0072
4770.TW,上品,無,222.5,40.21,🔵 穩健標的,66.67%,66.67%,0.45%,-5.93%,0.0,3,0.6667,0.0045
5443.TWO,均豪,無,101.0,60.06,🔵 穩健標的,33.33%,66.67%,0.65%,-4.01%,0.0,3,0.6667,0.0065
3004.TW,豐達科,無,101.0,32.61,🔵 穩健標的,33.33%,66.67%,0.19%,-3.34%,0.0,3,0.6667,0.0019
2605.TW,新興,無,42.0,72.75,🔵 穩健標的,66.67%,66.67%,0.73%,-3.91%,0.0,3,0.6667,0.0073
5607.TW,遠雄港,無,45.7000007629,21.95,🔵 穩健標的,33.33%,66.67%,0.07%,-2.09%,0.0,3,0.6667,0.0007
2436.TW,偉詮電,無,61.5,63.46,🔵 穩健標的,50.00%,66.67%,0.60%,-4.37%,0.0,6,0.6667,0.006
6432.TWO,今展科,無,33.5999984741,53.44,🔵 穩健標的,66.67%,66.67%,0.89%,-2.96%,0.0,3,0.6667,0.0089
2535.TW,達欣工,無,71.1999969482,49.48,🔵 穩健標的,20.00%,60.00%,0.98%,-1.92%,0.0,5,0.6,0.0098
00929.TW,復華台灣科技優息,無,19.0699996948,50.94,🔵 穩健標的,60.00%,60.00%,0.99%,-1.75%,0.0,5,0.6,0.0099
0056.TW,元大高股息,無,37.8499984741,49.67,🔵 穩健標的,80.00%,60.00%,0.48%,-0.26%,0.0,5,0.6,0.0048
00882.TW,中信中國高股息,無,15.4600000381,35.87,🔵 穩健標的,40.00%,60.00%,0.34%,-1.72%,0.0,5,0.6,0.0034
2548.TW,華固,無,122.5,71.11,🔵 穩健標的,20.00%,60.00%,0.32%,-3.62%,0.0,5,0.6,0.0032
3645.TW,達邁,無,74.9000015259,48.97,🔵 穩健標的,42.86%,57.14%,0.77%,-3.67%,0.0,7,0.5714,0.0077
2419.TW,仲琦,無,34.7000007629,69.28,🟡 妖股/高波動,57.14%,42.86%,6.01%,-3.43%,0.0,7,0.4286,0.0601
4540.TW,全球傳動,無,42.2000007629,39.86,🟡 妖股/高波動,57.14%,42.86%,4.72%,-2.71%,0.0,7,0.4286,0.0472
2305.TW,全友,無,16.8500003815,74.83,🟡 妖股/高波動,42.86%,42.86%,3.12%,-3.89%,0.0,7,0.4286,0.0312
3081.TWO,聯亞,無,1710.0,58.96,🟡 妖股/高波動,80.00%,40.00%,13.73%,-0.88%,0.0,5,0.4,0.1373
6141.TW,柏承,無,21.7999992371,59.01,🟡 妖股/高波動,60.00%,40.00%,11.91%,0.79%,0.0,5,0.4,0.1191
2484.TW,希華,無,28.1499996185,55.96,🟡 妖股/高波動,60.00%,40.00%,3.42%,-1.69%,0.0,5,0.4,0.0342
3437.TW,榮創,無,21.3999996185,69.54,🟡 妖股/高波動,40.00%,40.00%,9.93%,-1.97%,0.0,5,0.4,0.0993
8064.TWO,東捷,無,66.6999969482,64.89,🟡 妖股/高波動,37.50%,37.50%,5.51%,-3.65%,0.0,8,0.375,0.0551
8027.TWO,鈦昇,無,144.0,85.13,🟡 妖股/高波動,33.33%,33.33%,23.08%,-3.63%,0.0,3,0.3333,0.2308
2640.TWO,大車隊,無,194.0,93.06,🟡 妖股/高波動,60.00%,20.00%,5.52%,-1.25%,0.0,5,0.2,0.0552
00881.TW,國泰台灣科技龍頭,無,36.2799987793,54.99,⚪ 一般監控,66.67%,100.00%,2.79%,-0.29%,0.0,6,1.0,0.0279
00927.TW,群益半導體收益,無,24.1000003815,52.03,⚪ 一般監控,50.00%,100.00%,2.94%,-1.79%,0.0,2,1.0,0.0294
6245.TWO,立端,無,69.4000015259,76.51,⚪ 一般監控,0.00%,100.00%,1.61%,-2.20%,0.0,1,1.0,0.0161
3706.TW,神達,無,77.0999984741,42.47,⚪ 一般監控,0.00%,100.00%,1.97%,-7.13%,0.0,1,1.0,0.0197
6925.TWO,意藍,無,75.0,60.93,⚪ 一般監控,0.00%,100.00%,1.44%,-3.26%,0.0,1,1.0,0.0144
00980A.TW,主動野村臺灣優選,無,17.3700008392,62.61,⚪ 一般監控,0.00%,100.00%,2.46%,-4.68%,0.0,1,1.0,0.0246
3285.TWO,微端,無,27.3999996185,41.22,⚪ 一般監控,100.00%,100.00%,1.19%,-1.02%,0.0,1,1.0,0.0119
3665.TW,貿聯-KY,無,1880.0,71.43,⚪ 一般監控,0.00%,100.00%,1.92%,-6.85%,0.0,1,1.0,0.0192
4532.TW,瑞智,無,26.3999996185,59.22,⚪ 一般監控,50.00%,100.00%,1.60%,-1.25%,0.0,4,1.0,0.016
00693U.TW,期街口S&P黃豆,無,21.9699993134,44.04,⚪ 一般監控,100.00%,100.00%,2.28%,-0.10%,0.0,1,1.0,0.0228
6028.TWO,公勝保經,無,89.0,18.46,⚪ 一般監控,0.00%,100.00%,2.15%,-5.15%,0.0,1,1.0,0.0215
00713.TW,元大台灣高息低波,無,51.0999984741,51.83,⚪ 一般監控,0.00%,100.00%,1.13%,-0.20%,0.0,2,1.0,0.0113
TXF.TW,未知,無,32468.0,48.51,⚪ 一般監控,100.00%,100.00%,1.39%,-0.75%,0.0,2,1.0,0.0139
5701.TWO,劍湖山,無,3.4500000477,17.24,⚪ 一般監控,100.00%,100.00%,2.01%,0.25%,0.0,1,1.0,0.0201
00753L.TW,中信中國50正2,無,9.9399995804,32.37,⚪ 一般監控,0.00%,100.00%,1.42%,-4.27%,0.0,1,1.0,0.0142
5205.TWO,中茂,無,29.0,50.0,⚪ 一般監控,0.00%,100.00%,1.56%,0.00%,0.0,1,1.0,0.0156
1611.TW,中電,無,12.25,54.37,⚪ 一般監控,0.00%,100.00%,1.48%,-3.70%,0.0,1,1.0,0.0148
2492.TW,華新科,無,124.5,47.93,⚪ 一般監控,33.33%,100.00%,2.33%,-6.31%,0.0,3,1.0,0.0233
6508.TWO,惠光,無,28.0499992371,58.86,⚪ 一般監控,50.00%,100.00%,2.04%,-6.17%,0.0,2,1.0,0.0204
00900.TW,富邦特選高股息30,無,13.8699998856,47.52,⚪ 一般監控,66.67%,100.00%,1.66%,-0.25%,0.0,3,1.0,0.0166
00985A.TW,主動野村台灣50,無,16.0699996948,57.74,⚪ 一般監控,100.00%,100.00%,2.80%,0.66%,0.0,2,1.0,0.028
4541.TWO,晟田,無,42.0,62.18,⚪ 一般監控,66.67%,100.00%,1.77%,-1.98%,0.0,3,1.0,0.0177
6922.TWO,宸曜,無,157.5,57.73,⚪ 一般監控,100.00%,100.00%,1.22%,0.30%,0.0,1,1.0,0.0122
8255.TWO,朋程,無,123.0,54.76,⚪ 一般監控,100.00%,100.00%,1.54%,-0.76%,0.0,2,1.0,0.0154
1101.TW,台泥,無,22.5499992371,31.11,⚪ 一般監控,0.00%,100.00%,2.60%,-2.41%,0.0,2,1.0,0.026
1597.TW,直得,無,87.3000030518,75.59,⚪ 一般監控,33.33%,100.00%,1.89%,-1.12%,0.0,3,1.0,0.0189
4915.TW,致伸,無,71.6999969482,55.45,⚪ 一般監控,0.00%,100.00%,2.55%,-1.64%,0.0,2,1.0,0.0255
2634.TW,漢翔,無,48.7000007629,41.18,⚪ 一般監控,0.00%,100.00%,2.00%,-5.28%,0.0,1,1.0,0.02
3168.TW,眾福科,無,40.9500007629,53.45,⚪ 一般監控,0.00%,100.00%,2.55%,-3.04%,0.0,1,1.0,0.0255
3653.TW,健策,無,3890.0,63.39,⚪ 一般監控,0.00%,100.00%,2.62%,-3.85%,0.0,2,1.0,0.0262
2360.TW,致茂,無,1625.0,68.79,⚪ 一般監控,50.00%,87.50%,2.31%,-3.87%,0.0,8,0.875,0.0231
00935.TW,野村臺灣新科技50,無,37.0299987793,56.96,⚪ 一般監控,87.50%,87.50%,2.45%,0.02%,0.0,8,0.875,0.0245
00904.TW,新光臺灣半導體30,無,28.0,52.98,⚪ 一般監控,83.33%,83.33%,1.99%,-0.72%,0.0,6,0.8333,0.0199
4538.TWO,大詠城,無,19.1000003815,68.42,⚪ 一般監控,60.00%,80.00%,1.21%,-0.80%,0.0,5,0.8,0.0121
2897.TW,王道銀行,無,10.0,67.5,⚪ 一般監控,50.00%,75.00%,1.78%,-1.03%,0.0,4,0.75,0.0178
3481.TW,群創,無,24.6000003815,41.5,⚪ 一般監控,75.00%,75.00%,1.89%,-5.96%,0.0,4,0.75,0.0189
7744.TWO,崴寶,無,437.0,47.22,⚪ 一般監控,100.00%,75.00%,1.78%,-1.81%,0.0,4,0.75,0.0178
6834.TW,天二科技,無,30.3999996185,60.85,⚪ 一般監控,50.00%,75.00%,1.57%,-4.91%,0.0,4,0.75,0.0157
2330.TW,台積電,無,1780.0,42.82,⚪ 一般監控,75.00%,75.00%,2.14%,-0.69%,0.0,4,0.75,0.0214
2302.TW,麗正,無,17.7999992371,55.77,⚪ 一般監控,14.29%,71.43%,2.26%,-3.81%,0.0,7,0.7143,0.0226
1712.TW,興農,無,44.9000015259,52.46,⚪ 一般監控,100.00%,66.67%,1.09%,-0.59%,0.0,3,0.6667,0.0109
3707.TWO,漢磊,無,51.7000007629,47.79,⚪ 一般監控,33.33%,66.67%,1.03%,-3.13%,0.0,3,0.6667,0.0103
4513.TWO,福裕,無,17.3500003815,60.0,⚪ 一般監控,66.67%,66.67%,2.01%,-3.06%,0.0,3,0.6667,0.0201
4561.TWO,健椿,無,32.5,38.51,⚪ 一般監控,33.33%,66.67%,1.32%,-2.42%,0.0,3,0.6667,0.0132
6291.TWO,沛亨,無,367.0,72.08,⚪ 一般監控,33.33%,66.67%,1.90%,-7.45%,0.0,3,0.6667,0.019
00951.TW,台新日本半導體,無,12.7600002289,37.71,⚪ 一般監控,0.00%,66.67%,1.49%,-2.01%,0.0,3,0.6667,0.0149
3088.TWO,艾訊,無,81.9000015259,56.35,⚪ 一般監控,66.67%,66.67%,1.91%,-1.48%,0.0,3,0.6667,0.0191
4772.TWO,台特化,無,281.5,34.86,⚪ 一般監控,100.00%,66.67%,1.80%,-1.27%,0.0,3,0.6667,0.018
2010.TW,春源,無,25.0,70.25,⚪ 一般監控,50.00%,66.67%,1.50%,-1.15%,0.0,6,0.6667,0.015
4916.TW,事欣科,無,58.7999992371,52.81,⚪ 一般監控,0.00%,66.67%,2.58%,-3.22%,0.0,3,0.6667,0.0258
2329.TW,華泰,無,51.5999984741,52.94,⚪ 一般監控,33.33%,66.67%,1.34%,-5.36%,0.0,3,0.6667,0.0134
5519.TW,隆大,無,33.0999984741,55.86,⚪ 一般監控,33.33%,66.67%,1.83%,-4.06%,0.0,3,0.6667,0.0183
1528.TW,恩德,無,24.5,64.45,⚪ 一般監控,100.00%,66.67%,1.09%,0.84%,0.0,3,0.6667,0.0109
00936.TW,台新永續高息中小,無,17.4699993134,59.57,⚪ 一般監控,66.67%,66.67%,1.10%,-0.69%,0.0,6,0.6667,0.011
1225.TW,福懋油,無,31.8500003815,48.65,⚪ 一般監控,33.33%,66.67%,2.39%,-3.67%,0.0,3,0.6667,0.0239
6530.TWO,創威,無,89.1999969482,63.84,⚪ 一般監控,63.64%,63.64%,2.79%,-4.41%,0.0,11,0.6364,0.0279
6988.TW,威力暘-創,無,13.6499996185,41.58,⚪ 一般監控,60.00%,60.00%,1.79%,-4.88%,0.0,5,0.6,0.0179
6531.TW,愛普*,無,485.0,60.36,⚪ 一般監控,40.00%,60.00%,1.45%,-3.78%,0.0,5,0.6,0.0145
2049.TW,上銀,無,247.0,60.87,⚪ 一般監控,80.00%,60.00%,1.36%,-1.69%,0.0,5,0.6,0.0136
2603.TW,長榮,無,203.5,47.87,⚪ 一般監控,40.00%,60.00%,1.92%,-1.30%,0.0,5,0.6,0.0192
2883.TW,凱基金,無,19.3999996185,43.42,⚪ 一般監控,57.14%,57.14%,1.78%,-1.86%,0.0,7,0.5714,0.0178
2347.TW,聯強,無,76.9000015259,67.1,⚪ 一般監控,85.71%,57.14%,2.43%,-1.79%,0.0,7,0.5714,0.0243
6456.TW,GIS-KY,無,56.5999984741,48.39,⚪ 一般監控,42.86%,57.14%,1.47%,-7.21%,0.0,7,0.5714,0.0147
00891.TW,中信關鍵半導體,無,23.75,53.67,⚪ 一般監控,85.71%,57.14%,1.15%,-0.91%,0.0,7,0.5714,0.0115
00876.TW,元大全球5G,無,61.0,48.69,⚪ 一般監控,100.00%,50.00%,0.30%,-0.54%,0.0,4,0.5,0.003
6525.TW,捷敏-KY,無,80.9000015259,51.43,⚪ 一般監控,100.00%,50.00%,0.31%,-1.37%,0.0,2,0.5,0.0031
6877.TWO,鏵友益,無,120.0,66.17,⚪ 一般監控,50.00%,50.00%,1.24%,-1.37%,0.0,4,0.5,0.0124
1802.TW,台玻,無,54.4000015259,53.53,⚪ 一般監控,50.00%,50.00%,1.30%,-5.80%,0.0,6,0.5,0.013
3086.TWO,華義,無,293.0,84.09,⚪ 一般監控,50.00%,50.00%,2.37%,-5.18%,0.0,4,0.5,0.0237
4556.TWO,旭然,無,27.0,50.0,⚪ 一般監控,50.00%,50.00%,0.68%,-1.02%,0.0,2,0.5,0.0068
2303.TW,聯電,無,57.0,38.96,⚪ 一般監控,50.00%,50.00%,0.72%,-8.12%,0.0,4,0.5,0.0072
2351.TW,順德,無,97.0999984741,66.18,⚪ 一般監控,25.00%,50.00%,1.31%,-7.59%,0.0,4,0.5,0.0131
911622.TW,泰聚亨-DR,無,4.0300002098,52.17,⚪ 一般監控,100.00%,50.00%,1.11%,-2.49%,0.0,2,0.5,0.0111
6735.TWO,美達科技,無,56.9000015259,69.61,⚪ 一般監控,50.00%,50.00%,4.81%,-2.88%,0.0,4,0.5,0.0481
8472.TWO,夠麻吉,無,77.8000030518,78.32,⚪ 一般監控,25.00%,50.00%,0.72%,-6.25%,0.0,4,0.5,0.0072
5475.TWO,德宏,無,218.0,62.77,⚪ 一般監控,50.00%,50.00%,14.94%,-5.95%,0.0,6,0.5,0.1494
5289.TWO,宜鼎,無,941.0,51.77,⚪ 一般監控,0.00%,50.00%,1.48%,-3.50%,0.0,2,0.5,0.0148
3317.TWO,尼克森,無,51.0,67.05,⚪ 一般監控,50.00%,50.00%,2.32%,-4.08%,0.0,4,0.5,0.0232
8112.TW,至上,無,77.8000030518,50.11,⚪ 一般監控,50.00%,50.00%,0.76%,-6.59%,0.0,4,0.5,0.0076
8105.TW,凌巨,無,12.6000003815,52.56,⚪ 一般監控,50.00%,50.00%,1.40%,-2.64%,0.0,6,0.5,0.014
6187.TWO,萬潤,無,900.0,78.81,⚪ 一般監控,83.33%,50.00%,9.08%,-1.70%,0.0,6,0.5,0.0908
8249.TW,菱光,無,48.5,37.36,⚪ 一般監控,50.00%,50.00%,3.17%,-3.90%,0.0,4,0.5,0.0317
2252.TWO,為昇科,無,23.1000003815,78.55,⚪ 一般監控,0.00%,50.00%,1.27%,-8.14%,0.0,4,0.5,0.0127
5228.TWO,鈺鎧,無,23.4500007629,59.32,⚪ 一般監控,75.00%,50.00%,1.72%,-4.72%,0.0,4,0.5,0.0172
4906.TW,正文,無,35.0,69.67,⚪ 一般監控,25.00%,50.00%,1.87%,-11.13%,0.0,4,0.5,0.0187
4806.TWO,桂田文創,無,10.5500001907,40.96,⚪ 一般監控,75.00%,50.00%,0.22%,-3.93%,0.0,4,0.5,0.0022
6996.TWO,力領科技,無,165.5,31.82,⚪ 一般監控,50.00%,50.00%,1.04%,-2.89%,0.0,4,0.5,0.0104
6122.TWO,擎邦,無,49.7999992371,37.86,⚪ 一般監控,50.00%,50.00%,0.51%,-4.51%,0.0,4,0.5,0.0051
2543.TW,皇昌,無,60.0,15.58,⚪ 一般監控,50.00%,50.00%,0.58%,-5.03%,0.0,2,0.5,0.0058
1762.TW,中化生,無,28.7999992371,44.35,⚪ 一般監控,50.00%,50.00%,0.79%,-2.68%,0.0,4,0.5,0.0079
2392.TW,正崴,無,35.6500015259,44.44,⚪ 一般監控,50.00%,50.00%,2.15%,-2.49%,0.0,2,0.5,0.0215
2024.TW,志聯,無,14.75,48.57,⚪ 一般監控,50.00%,50.00%,0.32%,-1.66%,0.0,2,0.5,0.0032
9917.TW,中保科,無,113.0,69.77,⚪ 一般監控,50.00%,50.00%,1.12%,-0.23%,0.0,2,0.5,0.0112
1309.TW,台達化,無,24.3500003815,83.28,⚪ 一般監控,33.33%,50.00%,4.35%,-5.04%,0.0,6,0.5,0.0435
4563.TWO,百德,無,42.4000015259,35.08,⚪ 一般監控,50.00%,50.00%,0.20%,-5.24%,0.0,4,0.5,0.002
3498.TWO,陽程,無,74.4000015259,70.52,⚪ 一般監控,0.00%,50.00%,1.03%,-9.99%,0.0,2,0.5,0.0103
5292.TW,華懋,無,252.0,89.12,⚪ 一般監控,66.67%,50.00%,7.19%,-1.68%,0.0,6,0.5,0.0719
2723.TW,美食-KY,無,68.5999984741,34.48,⚪ 一般監控,0.00%,50.00%,0.34%,-3.56%,0.0,2,0.5,0.0034
4949.TW,有成精密,無,66.5,64.42,⚪ 一般監控,50.00%,50.00%,6.89%,-2.45%,0.0,4,0.5,0.0689
5515.TW,建國,無,36.5,72.04,⚪ 一般監控,0.00%,50.00%,1.22%,-2.77%,0.0,2,0.5,0.0122
6509.TWO,聚和,無,45.5999984741,65.52,⚪ 一般監控,50.00%,50.00%,0.13%,-4.36%,0.0,8,0.5,0.0013
2838.TW,聯邦銀,無,20.6499996185,65.45,⚪ 一般監控,50.00%,50.00%,0.93%,-0.96%,0.0,2,0.5,0.0093
3432.TW,台端,無,16.9500007629,53.85,⚪ 一般監控,75.00%,50.00%,1.69%,-1.68%,0.0,4,0.5,0.0169
6405.TW,悅城,無,31.5499992371,58.89,⚪ 一般監控,50.00%,50.00%,0.57%,-2.82%,0.0,2,0.5,0.0057
6024.TW,群益期,無,55.2000007629,58.18,⚪ 一般監控,100.00%,50.00%,0.72%,-1.25%,0.0,2,0.5,0.0072
8996.TW,高力,無,895.0,62.1,⚪ 一般監控,50.00%,50.00%,1.63%,-0.83%,0.0,2,0.5,0.0163
3708.TW,上緯投控,無,126.5,53.75,⚪ 一般監控,50.00%,50.00%,0.53%,-3.22%,0.0,4,0.5,0.0053
6861.TW,睿生光電,無,134.5,42.93,⚪ 一般監控,50.00%,50.00%,15.81%,-3.62%,0.0,4,0.5,0.1581
2103.TW,台橡,無,19.9500007629,46.11,⚪ 一般監控,50.00%,50.00%,0.14%,-1.97%,0.0,2,0.5,0.0014
6980.TWO,鐳洋科技,無,147.5,61.85,⚪ 一般監控,25.00%,50.00%,9.21%,-13.99%,0.0,4,0.5,0.0921
6953.TWO,家碩,無,212.0,49.32,⚪ 一般監控,50.00%,50.00%,4.88%,-0.48%,0.0,4,0.5,0.0488
4137.TW,麗豐-KY,無,106.5,40.0,⚪ 一般監控,66.67%,50.00%,0.89%,-1.48%,0.0,6,0.5,0.0089
2455.TW,全新,無,273.5,76.47,⚪ 一般監控,0.00%,50.00%,6.65%,-6.51%,0.0,4,0.5,0.0665
3189.TW,景碩,無,346.5,67.06,⚪ 一般監控,37.50%,50.00%,0.65%,-8.01%,0.0,8,0.5,0.0065
6163.TWO,華電網,無,59.0999984741,60.23,⚪ 一般監控,75.00%,50.00%,7.49%,-4.59%,0.0,4,0.5,0.0749
4946.TWO,辣椒,無,112.5,12.17,⚪ 一般監控,50.00%,50.00%,1.63%,-5.75%,0.0,6,0.5,0.0163
3209.TW,全科,無,41.9000015259,71.0,⚪ 一般監控,50.00%,50.00%,1.58%,-0.82%,0.0,2,0.5,0.0158
3532.TW,台勝科,無,140.5,64.67,⚪ 一般監控,50.00%,50.00%,4.69%,-5.45%,0.0,4,0.5,0.0469
2006.TW,東和鋼鐵,無,68.9000015259,26.59,⚪ 一般監控,66.67%,50.00%,0.02%,-3.22%,0.0,6,0.5,0.0002
4527.TWO,方土霖,無,42.9500007629,67.12,⚪ 一般監控,0.00%,50.00%,0.80%,-1.53%,0.0,2,0.5,0.008
5302.TWO,太欣,無,11.0,47.06,⚪ 一般監控,50.00%,50.00%,10.60%,-2.51%,0.0,4,0.5,0.106
6168.TW,宏齊,無,23.1000003815,65.45,⚪ 一般監控,37.50%,50.00%,0.96%,-5.95%,0.0,8,0.5,0.0096
2014.TW,中鴻,無,18.3999996185,58.54,⚪ 一般監控,25.00%,50.00%,2.30%,-4.18%,0.0,4,0.5,0.023
3680.TWO,家登,無,396.0,56.71,⚪ 一般監控,50.00%,50.00%,1.08%,-3.70%,0.0,4,0.5,0.0108
6488.TWO,環球晶,無,437.0,48.6,⚪ 一般監控,25.00%,50.00%,2.28%,-7.19%,0.0,4,0.5,0.0228
4168.TWO,醣聯,無,23.8500003815,45.98,⚪ 一般監控,50.00%,50.00%,0.41%,-1.45%,0.0,2,0.5,0.0041
2371.TW,大同,無,31.6499996185,40.17,⚪ 一般監控,75.00%,50.00%,0.21%,-2.89%,0.0,4,0.5,0.0021
3555.TWO,博士旺,無,152.5,57.89,⚪ 一般監控,83.33%,50.00%,2.39%,-4.47%,0.0,6,0.5,0.0239
3207.TWO,耀勝,無,65.9000015259,22.17,⚪ 一般監控,50.00%,50.00%,2.52%,-6.47%,0.0,2,0.5,0.0252
6470.TWO,宇智,無,48.2000007629,12.84,⚪ 一般監控,50.00%,50.00%,8.53%,0.80%,0.0,2,0.5,0.0853
6202.TW,盛群,無,49.25,43.73,⚪ 一般監控,50.00%,50.00%,4.31%,-4.21%,0.0,8,0.5,0.0431
