est_price,eps,advice,pe,om,price,date,gm,status,eps_yoy,prev_rev_yoy,prev_eps_yoy,name,prev_eps,expansion,rev_yoy,symbol,prev_year
120.6,3.7,💎 強力關注,9.502487751977613,N/A,76.4000015259,2025-12,N/A,🚀 利潤擴張,26.76,6.38,5.14,來頡,2.29,20.200000000000003,6.56,6799.TW,2025
-48.449999999999996,-0.73,⚪ 數據不足,0.0,7.93%,111.5,2025-12,23.60%,🚀 利潤擴張,32.41,23.84,35.66,達航科技,-0.92,20.159999999999997,12.25,4577.TWO,2025
204.3,7.08,✅ 穩健價值,13.509544787077825,N/A,184.0,2025-12,N/A,🚀 利潤擴張,40.48,20.49,64.04,騰雲,4.38,20.15,20.33,6870.TWO,2025
270.15,7.37,⚪ 中性觀察,18.96168795113826,N/A,341.5,2025-12,N/A,🚀 利潤擴張,32.55,12.88,39.9,達興材料,5.33,20.119999999999997,12.43,5234.TW,2025
18.6,2.11,⚠️ 追價風險,53.579262764193544,N/A,66.4382858276,2025-12,N/A,🔄 轉虧為盈,16.48,-2.98,-108.72,廣穎,-0.17,19.67,-3.19,4973.TWO,2025
25.2,0.7,💎 強力關注,10.505952153869048,N/A,17.6499996185,2025-12,N/A,🚀 利潤擴張,38.78,22.11,15.38,百徽,0.45,19.37,19.41,6259.TWO,2025
37.199999999999996,1.23,💎 強力關注,5.604838555846776,4.30%,13.8999996185,2025-12,6.67%,🚀 利潤擴張,26.8,12.18,-5.0,新建,0.57,19.35,7.45,2516.TW,2025
70.19999999999999,2.45,✅ 穩健價值,12.735042408995726,0.36%,59.5999984741,2025-12,23.02%,🚀 利潤擴張,19.51,-0.82,-53.6,安心,1.03,19.240000000000002,0.27,1259.TWO,2025
-25.200000000000003,-0.59,⚪ 數據不足,0.0,N/A,15.0500001907,2025-12,N/A,🧐 疑業外收益,16.9,2.3,110.53,志旭,0.02,19.07,-2.17,8067.TWO,2025
-74.85,-2.07,⚪ 數據不足,0.0,N/A,25.0,2025-12,N/A,🧐 疑業外收益,17.15,2.36,11.69,光麗-KY,-1.44,18.27,-1.12,6431.TW,2025
-315.75,-10.06,⚪ 數據不足,0.0,N/A,8.8000001907,2025-12,N/A,🌑 雙重衰退,-15.31,-31.52,-22.62,綠河-KY,-5.84,17.939999999999998,-33.25,8444.TWO,2025
205.5,5.01,⚪ 中性觀察,18.795620437956206,15.62%,257.5,2025-12,26.67%,🚀 利潤擴張,31.15,26.94,91.21,聯鈞,3.48,17.71,13.44,3450.TW,2025
-20.55,-0.61,⚪ 數據不足,0.0,-58.34%,53.7999992371,2025-12,28.91%,🚀 利潤擴張,17.57,-0.63,-20.0,中裕,-0.36,17.38,0.19,4147.TWO,2025
87.30000000000001,2.31,💎 強力關注,5.326460481099656,8.37%,31.0,2025-12,20.63%,🧐 疑業外收益,14.36,0.76,28.36,大甲,1.72,17.34,-2.98,2221.TWO,2025
276.3,7.94,💎 強力關注,7.111834961997828,16.47%,131.0,2025-12,32.82%,🚀 利潤擴張,45.05,27.79,45.85,建準,5.65,17.33,27.72,2421.TW,2025
583.0500000000001,15.46,⚠️ 追價風險,23.154103421661947,N/A,900.0,2025-12,N/A,🧐 疑業外收益,13.93,13.75,29.69,萬潤,12.1,16.97,-3.04,6187.TWO,2025
93.14999999999999,2.65,✅ 穩健價值,13.365539452495977,N/A,83.0,2025-12,N/A,🚀 利潤擴張,22.61,11.11,41.18,碩網,2.13,16.95,5.66,7547.TWO,2025
277.35,8.73,💎 強力關注,7.13899405083829,21.55%,132.0,2025-12,32.60%,🚀 利潤擴張,24.54,8.92,4.85,立隆電,5.19,16.86,7.68,2472.TW,2025
45.15,1.42,💎 強力關注,7.757475209800665,N/A,23.3500003815,2025-12,N/A,🚀 利潤擴張,31.78,71.04,208.57,榮群,1.09,16.630000000000003,15.15,8034.TWO,2025
128.25,4.48,💎 強力關注,4.269005847953216,N/A,36.5,2025-12,N/A,🚀 利潤擴張,32.54,28.4,20.75,建國,2.91,16.619999999999997,15.92,5515.TW,2025
111.75,3.66,💎 強力關注,4.120805471530201,21.14%,30.7000007629,2025-12,24.99%,🚀 利潤擴張,16.56,-7.87,-23.95,中再保,2.0,16.509999999999998,0.05,2851.TW,2025
-66.3,-1.4,⚪ 數據不足,0.0,-22.91%,13.0,2025-12,-4.13%,🚀 利潤擴張,41.55,43.83,7.69,力銘,-1.8,16.49,25.06,3593.TW,2025
288.0,8.68,💎 強力關注,6.614583333333334,N/A,127.0,2025-12,N/A,🧐 疑業外收益,12.64,-3.22,16.0,大江,5.89,16.11,-3.47,8436.TWO,2025
2283.9,59.99,💎 強力關注,3.6910547747274394,4.63%,562.0,2025-12,15.94%,🚀 利潤擴張,41.92,23.74,11.41,華碩,44.63,16.060000000000002,25.86,2357.TW,2025
193.04999999999998,5.43,⚠️ 追價風險,29.44832944832945,N/A,379.0,2025-12,N/A,🚀 利潤擴張,43.01,34.44,37.64,華星光,3.73,15.95,27.06,4979.TWO,2025
71.25,2.18,💎 強力關注,7.168420892021054,10.89%,34.0499992371,2025-12,31.32%,🚀 利潤擴張,28.24,12.07,26.73,祺驊,1.28,15.929999999999998,12.31,1593.TWO,2025
-8.85,-0.12,⚪ 數據不足,0.0,N/A,11.0,2025-12,N/A,🚀 利潤擴張,55.56,22.1,0.0,太欣,-0.2,15.870000000000005,39.69,5302.TWO,2025
-8.85,-0.09,⚪ 數據不足,0.0,N/A,28.1499996185,2025-12,N/A,🚀 利潤擴張,95.65,95.06,87.3,成信實業*-創,-0.24,15.790000000000006,79.86,6969.TW,2025
-41.099999999999994,-1.4,⚪ 數據不足,0.0,-32.45%,89.5999984741,2025-12,8.38%,🚀 利潤擴張,34.88,19.64,45.03,光環,-0.94,15.790000000000003,19.09,3234.TWO,2025
308.85,9.37,⚪ 中性觀察,17.168528411850414,9.94%,353.5,2025-12,19.52%,🚀 利潤擴張,24.18,7.92,11.64,日月光投控,5.99,15.79,8.39,3711.TW,2025
0.0,-0.59,⚪ 數據不足,0.0,-18.36%,0.0,2025-12,41.11%,🚀 利潤擴張,26.25,12.53,44.44,易威,-0.35,15.71,10.54,1799.TWO,2025
-49.95,-0.99,⚪ 數據不足,0.0,N/A,30.0,2025-12,N/A,🚀 利潤擴張,16.81,12.2,-22.86,業強,-0.86,15.649999999999999,1.16,6124.TWO,2025
653.4000000000001,21.72,⚪ 中性觀察,21.60238751147842,N/A,941.0,2025-12,N/A,🚀 利潤擴張,75.21,41.37,33.7,宜鼎,12.46,15.249999999999993,59.96,5289.TWO,2025
101.85,2.92,💎 強力關注,7.002945395743741,18.42%,47.5499992371,2025-12,51.76%,🏰 高護城河,20.66,4.13,26.58,固緯,2.0,15.120000000000001,5.54,2423.TW,2025
-15.449999999999998,-0.4,⚪ 數據不足,0.0,N/A,20.6000003815,2025-12,N/A,🧐 疑業外收益,14.63,12.72,16.13,立軒,-0.31,15.030000000000001,-0.4,6222.TWO,2025
2344.0499999999997,66.26,💎 強力關注,11.390542010622642,54.00%,1780.0,2025-12,62.33%,🏰 高護城河,46.42,36.39,51.8,台積電,46.75,14.810000000000002,31.61,2330.TW,2025
111.75000000000001,2.87,💎 強力關注,6.120805164308724,N/A,45.5999984741,2025-12,N/A,🚀 利潤擴張,17.48,4.39,9.22,聚和,2.35,14.71,2.77,6509.TWO,2025
0.0,2.9,⚪ 數據不足,0.0,N/A,39.0,2025-12,N/A,🧐 疑業外收益,11.54,-0.96,-11.4,輝創,2.02,14.329999999999998,-2.79,6722.TW,2025
58.8,1.62,💎 強力關注,8.12500009732143,5.38%,31.8500003815,2025-12,10.74%,🧐 疑業外收益,8.0,-5.83,-6.67,福懋油,1.12,14.25,-6.25,1225.TW,2025
0.0,2.08,⚪ 數據不足,0.0,N/A,0.0,2025-12,N/A,🧐 疑業外收益,11.76,15.97,163.64,資拓宏宇,0.87,14.129999999999999,-2.37,6614.TW,2025
0.0,14.61,⚪ 數據不足,0.0,N/A,181.0,2025-12,N/A,🚀 利潤擴張,44.26,32.44,75.19,東聯互動,11.58,14.11,30.15,7738.TWO,2025
315.59999999999997,9.28,⚪ 中性觀察,21.340304182509506,15.49%,449.0,2025-12,34.18%,🚀 利潤擴張,30.18,15.28,9.71,中砂,6.02,14.079999999999998,16.1,1560.TW,2025
31.95,2.56,💎 強力關注,11.220657097887324,N/A,23.8999996185,2025-12,N/A,🚀 利潤擴張,56.1,-34.55,-53.39,致和證,1.17,13.940000000000005,42.16,5864.TWO,2025
86.25,2.67,💎 強力關注,9.373913308852174,N/A,53.9000015259,2025-12,N/A,🧐 疑業外收益,13.14,-5.79,5.03,德勝,1.67,13.9,-0.76,8048.TWO,2025
47.55,1.8,💎 強力關注,7.097791798107256,7.24%,22.5,2025-12,13.84%,🚀 利潤擴張,25.87,-3.98,-42.14,欣陸,0.92,13.89,11.98,3703.TW,2025
-7.199999999999999,-0.06,⚪ 數據不足,0.0,N/A,19.2999992371,2025-12,N/A,🚀 利潤擴張,14.29,-19.16,-375.0,天瀚,-0.19,13.87,0.42,6225.TW,2025
88.20000000000002,2.77,💎 強力關注,5.926870488792516,N/A,34.8499984741,2025-12,N/A,🚀 利潤擴張,21.15,11.53,-11.11,宣德,1.54,13.79,7.36,5457.TWO,2025
24.45,0.68,💎 強力關注,7.423313117484662,32.37%,12.1000003815,2025-12,89.95%,🏰 高護城河,28.3,13.69,28.21,高雄銀,0.49,13.780000000000001,14.52,2836.TW,2025
-76.95,-2.24,⚪ 數據不足,0.0,-33.95%,8.1999998093,2025-12,-29.22%,🌑 雙重衰退,-9.8,-17.76,0.0,燁興,-1.54,13.629999999999999,-23.43,2007.TW,2025
215.39999999999998,6.8,⚠️ 追價風險,22.841225626740947,N/A,328.0,2025-12,N/A,🚀 利潤擴張,22.08,-2.39,-7.17,亞泰金屬,4.14,13.499999999999998,8.58,6727.TWO,2025
47.25000000000001,1.56,💎 強力關注,10.523810008222222,1.57%,33.1500015259,2025-12,30.58%,🧐 疑業外收益,10.87,6.34,633.33,合勤控,1.13,13.469999999999999,-2.6,3704.TW,2025
0.0,3.43,⚪ 數據不足,0.0,N/A,0.0,2025-12,N/A,🚀 利潤擴張,44.34,41.28,137.1,驊陞,2.94,13.460000000000004,30.88,6272.TW,2025
-262.95000000000005,-8.65,⚪ 數據不足,0.0,-27.74%,41.9000015259,2025-12,-13.35%,🧐 疑業外收益,6.63,-4.71,31.27,泰鼎-KY,-4.9,13.46,-6.83,4927.TW,2025
846.5999999999999,23.26,💎 強力關注,4.766123316796598,N/A,269.0,2025-12,N/A,🧐 疑業外收益,10.59,-3.72,28.02,樺漢,17.04,13.39,-2.8,6414.TW,2025
200.25000000000003,5.73,💎 強力關注,7.438202475790262,N/A,99.3000030518,2025-12,N/A,🚀 利潤擴張,19.71,10.95,26.73,富鼎,4.05,13.34,6.37,8261.TW,2025
0.0,6.25,⚪ 數據不足,0.0,N/A,273.0,2025-12,N/A,🚀 利潤擴張,47.62,23.91,56.59,捷創科技,3.21,13.059999999999995,34.56,7810.TWO,2025
13.05,0.61,⚠️ 追價風險,24.8275866454023,N/A,21.6000003815,2025-12,N/A,🚀 利潤擴張,25.0,9.61,-35.71,富強鑫,0.27,12.78,12.22,6603.TWO,2025
288.0,9.13,💎 強力關注,3.6473393440260415,N/A,70.0289154053,2025-12,N/A,🚀 利潤擴張,51.64,33.28,68.94,必應,6.5,12.649999999999999,38.99,6625.TW,2025
124.20000000000002,3.92,💎 強力關注,9.806762916449273,N/A,81.1999969482,2025-12,N/A,🚀 利潤擴張,17.71,4.44,2.54,瀚荃,2.47,12.46,5.25,8103.TW,2025
180.29999999999998,5.51,⚪ 中性觀察,21.880199667221298,10.97%,263.0,2025-12,18.70%,🚀 利潤擴張,17.23,4.46,9.06,華通,3.61,12.36,4.87,2313.TW,2025
449.54999999999995,13.46,💎 強力關注,5.672339005672339,N/A,170.0,2025-12,N/A,🚀 利潤擴張,22.25,13.82,24.85,實威,8.34,12.29,9.96,8416.TWO,2025
87.44999999999999,2.42,💎 強力關注,7.101200947838766,1.48%,41.4000015259,2025-12,5.21%,🚀 利潤擴張,19.21,15.92,35.04,英業達,1.85,12.260000000000002,6.95,2356.TW,2025
44.25,2.12,✅ 穩健價值,12.711864406779661,7.02%,37.5,2025-12,13.52%,🚀 利潤擴張,94.5,71.69,100.0,彬台,0.5,12.180000000000007,82.32,3379.TWO,2025
3595.8,103.92,⚠️ 追價風險,46.80460537293509,N/A,11220.0,2025-12,N/A,🚀 利潤擴張,52.82,52.48,67.72,信驊,72.23,12.18,40.64,5274.TWO,2025
186.0,3.44,💎 強力關注,2.294354900233871,N/A,28.4500007629,2025-12,N/A,🚀 利潤擴張,66.99,56.94,61.14,坤悅,3.69,11.849999999999994,55.14,5206.TWO,2025
111.9,3.19,💎 強力關注,5.958445142479892,2.40%,44.4500007629,2025-12,4.40%,🚀 利潤擴張,18.15,10.09,13.5,中鋼構,2.27,11.79,6.36,2013.TW,2025
-48.6,-0.57,⚪ 數據不足,0.0,23.11%,18.5,2025-12,49.56%,🧐 疑業外收益,1.75,-35.17,-137.78,國光生,-1.09,11.74,-9.99,4142.TW,2025
374.69999999999993,9.01,💎 強力關注,10.88871096877502,28.21%,272.0,2025-12,37.66%,🚀 利潤擴張,41.67,27.65,52.55,京元電子,7.17,11.590000000000003,30.08,2449.TW,2025
29.849999999999998,1.98,💎 強力關注,8.341708734422111,N/A,16.6000003815,2025-12,N/A,🚀 利潤擴張,13.14,-12.49,-23.97,康和證,1.11,11.55,1.59,6016.TWO,2025
-99.60000000000001,-2.68,⚪ 數據不足,0.0,-125.48%,56.9000015259,2025-12,16.83%,🌑 雙重衰退,-20.55,-39.2,-19.72,蔚華科,-1.73,11.239999999999998,-31.79,3055.TW,2025
610.05,17.36,💎 強力關注,8.974674207032212,N/A,365.0,2025-12,N/A,🚀 利潤擴張,31.09,19.97,34.48,華景電,12.09,11.120000000000001,19.97,6788.TWO,2025
41.1,1.35,⚪ 中性觀察,20.291970246021897,N/A,55.5999984741,2025-12,N/A,🚀 利潤擴張,15.38,4.12,-10.99,鉅橡,0.81,10.98,4.4,8074.TWO,2025
656.4,19.47,⚪ 中性觀察,20.521023765996343,24.30%,898.0,2025-12,33.66%,🚀 利潤擴張,64.8,49.83,50.06,金像電,13.61,10.75,54.05,2368.TW,2025
717.1500000000001,19.45,💎 強力關注,7.278811964024262,17.08%,348.0,2025-12,25.47%,🚀 利潤擴張,21.94,11.61,25.96,健鼎,14.75,10.400000000000002,11.54,3044.TW,2025
41.85,1.25,✅ 穩健價值,12.544802867383513,4.34%,35.0,2025-12,11.41%,🚀 利潤擴張,30.21,25.51,32.76,華經,0.77,10.27,19.94,2468.TW,2025
1.1999999999999993,0.93,⚠️ 追價風險,367.4999952312502,12.48%,29.3999996185,2025-12,61.03%,🏰 高護城河,-80.68,-70.82,-55.04,宏璟,0.6,10.25,-90.93,2527.TW,2025
0.0,1.59,⚪ 數據不足,0.0,2.59%,0.0,2025-12,16.49%,🧐 疑業外收益,4.73,-6.62,-16.8,泰山,1.07,10.05,-5.32,1218.TW,2025
402.59999999999997,11.61,💎 強力關注,8.383010432190762,1.75%,225.0,2025-12,3.74%,🚀 利潤擴張,32.83,19.83,41.71,文曄,8.11,10.049999999999997,22.78,3036.TW,2025
384.15,10.26,✅ 穩健價值,5.759468957438501,14.20%,147.5,2025-12,28.44%,🚀 利潤擴張,30.29,20.14,58.06,臺慶科,7.84,9.989999999999998,20.3,3357.TWO,2025
123.75,3.42,✅ 穩健價值,6.521212028739394,18.06%,53.7999992371,2025-12,45.11%,🚀 利潤擴張,39.18,22.45,26.19,虹冠電,2.65,9.86,29.32,3257.TW,2025
79.95,2.12,✅ 穩健價值,6.0037523452157595,40.48%,32.0,2025-12,91.14%,🏰 高護城河,30.06,15.61,23.66,玉山金,1.62,9.619999999999997,20.44,2884.TW,2025
3.3,0.03,⚠️ 追價風險,56.81818181818182,-72.91%,12.5,2025-12,5.75%,🔄 轉虧為盈,-25.0,-27.03,-117.24,首利,-0.05,9.369999999999997,-34.37,1471.TW,2025
232.95,6.47,✅ 穩健價值,4.436574470437862,10.83%,68.9000015259,2025-12,15.94%,🧐 疑業外收益,5.37,-2.5,-0.44,東和鋼鐵,4.55,9.21,-3.84,2006.TW,2025
453.15000000000003,13.04,✅ 穩健價值,7.116848725587554,N/A,215.0,2025-12,N/A,🚀 利潤擴張,31.94,21.32,24.31,茂達,9.27,9.05,22.89,6138.TWO,2025
68.39999999999999,1.9,✅ 穩健價值,7.258771595197368,45.93%,33.0999984741,2025-12,97.25%,🏰 高護城河,13.1,1.87,10.0,華南金,1.43,9.04,4.06,2880.TW,2025
-7.05,-0.73,⚪ 數據不足,0.0,N/A,47.0,2025-12,N/A,🧐 疑業外收益,6.41,5.88,79.17,攸泰科技,-0.1,8.95,-2.54,6928.TW,2025
32.55,0.72,✅ 穩健價值,12.198427965023042,N/A,26.4705886841,2025-12,N/A,🧐 疑業外收益,2.44,-6.16,12.28,合正,0.65,8.32,-5.88,5381.TWO,2025
383.4,9.97,✅ 穩健價值,3.208137715179969,N/A,82.0,2025-12,N/A,🚀 利潤擴張,10.9,3.98,17.13,力泰,7.92,8.3,2.6,5520.TWO,2025
-39.300000000000004,-1.54,⚪ 數據不足,0.0,-65.06%,6.1100001335,2025-12,-7.81%,🚀 利潤擴張,15.65,8.04,55.65,大略-KY,-0.65,8.24,7.41,4804.TWO,2025
118.8,3.87,✅ 穩健價值,6.085858682184343,N/A,48.2000007629,2025-12,N/A,🧐 疑業外收益,7.5,12.82,14.07,宇智,2.27,8.06,-0.56,6470.TWO,2025
290.85,7.93,✅ 穩健價值,5.146983138308406,N/A,99.8000030518,2025-12,N/A,🧐 疑業外收益,4.25,-8.2,-5.4,智冠,5.84,8.03,-3.78,5478.TWO,2025
74.1,2.45,✅ 穩健價值,10.445343820668016,8.19%,51.5999984741,2025-12,15.35%,🚀 利潤擴張,28.92,19.58,-2.16,華泰,1.41,8.0,20.92,2329.TW,2025
1360.5,36.75,⚠️ 追價風險,42.88864388092613,31.26%,3890.0,2025-12,41.25%,🚀 利潤擴張,49.96,52.19,62.75,健策,26.92,7.960000000000001,42.0,3653.TW,2025
690.6,19.63,✅ 穩健價值,4.039965247610773,8.38%,186.0,2025-12,32.53%,🚀 利潤擴張,38.68,40.71,23.16,鼎翰,13.9,7.640000000000001,31.04,3611.TWO,2025
121.2,4.74,✅ 穩健價值,6.185223324467821,N/A,49.9766044617,2025-12,N/A,🚀 利潤擴張,23.44,17.89,-1.4,凌網,2.82,7.530000000000001,15.91,5212.TWO,2025
59.1,2.02,✅ 穩健價值,10.786802030456853,14.85%,42.5,2025-12,30.40%,🚀 利潤擴張,25.64,15.97,-0.64,東浦,1.22,7.41,18.23,3290.TWO,2025
-45.89999999999999,-1.18,⚪ 數據不足,0.0,-5.62%,18.75,2025-12,15.28%,🧐 疑業外收益,6.35,1.3,11.5,矽瑪,-1.0,7.279999999999999,-0.93,3511.TWO,2025
25.95,0.75,⚪ 中性觀察,17.658959096589594,-1.88%,30.5499992371,2025-12,4.90%,🧐 疑業外收益,4.35,-0.21,-41.67,華新,0.52,7.18,-2.83,1605.TW,2025
1659.9,48.08,✅ 穩健價值,7.5546719681908545,13.88%,836.0,2025-12,17.19%,🚀 利潤擴張,46.52,30.93,52.4,漢唐,34.07,7.150000000000006,39.37,2404.TW,2025
241.20000000000002,6.58,✅ 穩健價值,9.141791044776118,5.81%,147.0,2025-12,17.62%,🚀 利潤擴張,12.1,5.39,5.79,禾伸堂,4.75,7.09,5.01,3026.TW,2025
395.85,10.02,✅ 穩健價值,4.1871921182266005,N/A,110.5,2025-12,N/A,🚀 利潤擴張,13.09,7.66,28.46,生展,8.62,6.99,6.1,8279.TWO,2025
239.70000000000002,6.64,✅ 穩健價值,9.355444305381727,10.49%,149.5,2025-12,21.72%,🚀 利潤擴張,28.09,23.16,28.23,光寶科,4.94,6.98,21.11,2301.TW,2025
52.5,1.66,✅ 穩健價值,8.342857360828571,N/A,29.2000007629,2025-12,N/A,🌑 雙重衰退,-3.49,-7.37,3.13,樂斯科,0.99,6.709999999999999,-10.2,6662.TWO,2025
45.3,1.34,✅ 穩健價值,8.907284641887417,2.52%,26.8999996185,2025-12,32.08%,🚀 利潤擴張,7.2,0.48,10.59,精聯,0.94,6.61,0.59,3652.TW,2025
122.85000000000002,3.06,✅ 穩健價值,4.761904761904761,N/A,39.0,2025-12,N/A,🚀 利潤擴張,10.11,3.26,17.51,上海商銀,2.56,6.409999999999999,3.7,5876.TW,2025
-168.45000000000002,-3.92,⚪ 數據不足,0.0,N/A,122.5,2025-12,N/A,🧐 疑業外收益,2.97,38.55,7.98,惠特,-3.69,6.380000000000001,-3.41,6706.TW,2025
355.8,9.14,✅ 穩健價值,5.923271500843169,N/A,140.5,2025-12,N/A,🚀 利潤擴張,18.59,29.4,75.65,元太,8.17,6.300000000000001,12.29,8069.TWO,2025
327.6,9.9,✅ 穩健價值,5.151098901098901,N/A,112.5,2025-12,N/A,🌑 雙重衰退,-2.0,-15.54,-23.43,軒郁,5.77,6.289999999999999,-8.29,6703.TWO,2025
81.89999999999999,2.05,✅ 穩健價值,4.555675660293041,6.80%,24.8739891052,2025-12,17.17%,🧐 疑業外收益,0.5,-0.93,2.8,瑞智,1.5,6.26,-5.76,4532.TW,2025
213.00000000000003,6.4,⚪ 中性觀察,20.1056338028169,N/A,285.5,2025-12,N/A,🚀 利潤擴張,8.14,0.55,19.44,矽力*-KY,4.31,6.200000000000001,1.94,6415.TW,2025
151.04999999999998,6.0,✅ 穩健價值,7.795431976166833,N/A,78.5,2025-12,N/A,🌑 雙重衰退,-23.57,-38.06,-17.65,長虹,2.24,6.09,-29.66,5534.TW,2025
315.15000000000003,8.43,✅ 穩健價值,4.75963826749167,14.37%,100.0,2025-12,31.02%,🚀 利潤擴張,16.67,9.96,15.04,神基,6.36,6.070000000000002,10.6,3005.TW,2025
15.75,0.42,⚠️ 追價風險,34.4761912027619,N/A,36.2000007629,2025-12,N/A,🚀 利潤擴張,7.69,1.76,0.0,台聯櫃,0.32,5.880000000000001,1.81,5601.TWO,2025
-62.85000000000001,-1.74,⚪ 數據不足,0.0,-65.33%,6.4299998283,2025-12,-19.71%,🌑 雙重衰退,-12.99,-18.71,-18.1,再生-KY,-1.24,5.83,-18.82,1337.TW,2025
104.69999999999999,2.6,✅ 穩健價值,6.432664975057308,5.88%,44.9000015259,2025-12,29.22%,🧐 疑業外收益,4.0,-2.3,6.7,興農,2.07,5.68,-1.68,1712.TW,2025
173.55,4.78,✅ 穩健價值,4.304235024814175,N/A,49.7999992371,2025-12,N/A,🚀 利潤擴張,7.03,-2.12,-0.87,擎邦,3.44,5.67,1.36,6122.TWO,2025
70.80000000000001,2.31,✅ 穩健價值,4.1525424537076265,13.35%,19.6000003815,2025-12,25.16%,🌑 雙重衰退,-12.16,-29.91,-53.6,太普高,1.21,5.66,-17.82,3284.TWO,2025
106.95,3.18,✅ 穩健價值,4.2215989314866755,41.07%,30.1000003815,2025-12,46.23%,🧐 疑業外收益,3.25,-5.48,0.43,台航,2.36,5.529999999999999,-2.28,2617.TW,2025
275.55,7.34,✅ 穩健價值,8.873162765378334,N/A,163.0,2025-12,N/A,🧐 疑業外收益,2.89,2.55,1.73,穩得,5.51,5.21,-2.32,6761.TWO,2025
87.6,2.64,✅ 穩健價值,4.743150815565069,N/A,27.7000007629,2025-12,N/A,🚀 利潤擴張,17.33,6.33,5.65,群益證,1.87,5.189999999999998,12.14,6005.TW,2025
57.900000000000006,1.51,✅ 穩健價值,5.272020824222797,38.59%,20.3500003815,2025-12,88.90%,🏰 高護城河,13.53,7.51,20.0,彰銀,1.2,5.18,8.35,2801.TW,2025
91.95000000000002,2.45,✅ 穩健價值,6.321370309951059,N/A,38.75,2025-12,N/A,🌑 雙重衰退,-14.34,-27.73,-6.06,欣高,1.86,5.170000000000002,-19.51,9931.TW,2025
798.15,18.5,✅ 穩健價值,3.2042849088517196,N/A,170.5,2025-12,N/A,🚀 利潤擴張,35.66,69.45,86.67,振樺電,15.84,4.989999999999995,30.67,8114.TW,2025
85.8,2.36,✅ 穩健價值,9.860140126905595,N/A,56.4000015259,2025-12,N/A,🌑 雙重衰退,-1.26,-6.0,-1.14,全國,1.74,4.94,-6.2,9937.TW,2025
498.75,13.61,✅ 穩健價值,5.834586466165414,3.28%,194.0,2025-12,5.88%,🚀 利潤擴張,23.02,16.23,34.73,鴻海,10.38,4.890000000000001,18.13,2317.TW,2025
176.54999999999998,4.77,✅ 穩健價值,9.260832625318606,10.58%,109.0,2025-12,19.71%,🧐 疑業外收益,4.58,-0.87,1.8,台灣大,3.49,4.89,-0.31,3045.TW,2025
316.65,8.73,✅ 穩健價值,9.75840833728091,N/A,206.0,2025-12,N/A,🚀 利潤擴張,31.08,28.79,42.86,良維,6.2,4.739999999999998,26.34,6290.TWO,2025
1807.6499999999999,46.93,⚠️ 追價風險,63.68766077503942,N/A,7675.0,2025-12,N/A,🚀 利潤擴張,40.24,32.04,39.53,穎崴,33.4,4.730000000000004,35.51,6515.TW,2025
-31.050000000000004,-1.59,⚪ 數據不足,0.0,-58.77%,13.1999998093,2025-12,32.24%,🚀 利潤擴張,6.47,22.91,64.0,正峰,-0.36,4.57,1.9,1538.TW,2025
74.55,1.77,✅ 穩健價值,4.718310012655936,-0.96%,23.4500007629,2025-12,27.24%,🚀 利潤擴張,9.26,7.91,26.36,長盛,1.63,4.569999999999999,4.69,3492.TWO,2025
151.05,4.3,✅ 穩健價值,6.653426017874875,7.94%,67.0,2025-12,25.09%,🚀 利潤擴張,36.94,23.81,36.4,炎洲流通,3.11,4.509999999999998,32.43,3171.TWO,2025
188.55,6.88,⚪ 中性觀察,21.002386634844868,N/A,264.0,2025-12,N/A,🚀 利潤擴張,41.38,35.15,1.87,博智,3.35,4.480000000000004,36.9,8155.TWO,2025
411.90000000000003,11.33,⚠️ 追價風險,29.86161689730517,23.34%,820.0,2025-12,44.02%,🚀 利潤擴張,32.78,32.03,32.29,新應材,8.49,4.48,28.3,4749.TWO,2025
44.85,1.29,✅ 穩健價值,6.906354387458194,35.36%,20.6499996185,2025-12,94.34%,🏰 高護城河,8.94,-0.7,-1.98,聯邦銀,0.91,4.4399999999999995,4.5,2838.TW,2025
132.89999999999998,3.03,✅ 穩健價值,2.9345372460496617,34.02%,26.0,2025-12,49.04%,🌑 雙重衰退,-57.74,-63.75,-57.58,名軒,2.49,4.43,-62.17,1442.TW,2025
370.65,9.61,✅ 穩健價值,6.252529340348038,18.52%,154.5,2025-12,33.35%,🚀 利潤擴張,4.45,4.55,7.67,鈞興-KY,7.33,4.3500000000000005,0.1,4571.TW,2025
114.89999999999999,4.38,⚠️ 追價風險,64.42558746736293,6.82%,493.5,2025-12,15.77%,🚀 利潤擴張,18.07,12.28,-37.88,欣興,2.06,4.32,13.75,3037.TW,2025
8.700000000000001,0.81,⚠️ 追價風險,57.068962886379296,N/A,33.0999984741,2025-12,N/A,🌑 雙重衰退,-12.9,-20.23,-25.0,岳豐,0.45,4.299999999999999,-17.2,6220.TWO,2025
0.0,4.33,⚪ 數據不足,0.0,5.11%,0.0,2025-12,15.43%,🧐 疑業外收益,2.79,-1.43,-9.42,大成,2.67,4.28,-1.49,1210.TW,2025
150.60000000000002,4.15,✅ 穩健價值,6.394422006792827,6.27%,64.1999969482,2025-12,17.90%,🧐 疑業外收益,1.47,-2.28,2.0,崇越電,3.06,4.16,-2.69,3388.TWO,2025
309.75000000000006,8.84,✅ 穩健價值,5.835351089588377,5.39%,120.5,2025-12,8.77%,🧐 疑業外收益,1.84,-2.77,-5.56,華立,6.28,4.14,-2.3,3010.TW,2025
