est_price,eps,advice,pe,om,price,date,gm,status,eps_yoy,prev_rev_yoy,prev_eps_yoy,name,prev_eps,expansion,rev_yoy,symbol,prev_year
301.79999999999995,8.67,⚪ 中性觀察,8.076540755467198,N/A,162.5,2025-12,N/A,📉 獲利侵蝕,-0.23,12.17,-9.9,佳必琪,6.1,-12.26,12.03,6197.TW,2025
0.0,2.05,⚪ 數據不足,0.0,N/A,34.7000007629,2025-12,N/A,📉 獲利侵蝕,-10.78,-4.43,-5.33,海柏特,1.42,-12.33,1.55,6884.TWO,2025
79.80000000000001,2.16,⚪ 中性觀察,7.67857114174812,N/A,40.8499984741,2025-12,N/A,⚠️ 獲利稀釋,14.97,44.68,29.41,欣雄,1.54,-12.4,27.37,8908.TWO,2025
85.19999999999999,2.4,⚪ 中性觀察,5.246478738926057,N/A,29.7999992371,2025-12,N/A,🌑 雙重衰退,-20.27,-5.22,-25.56,青鋼,1.66,-12.46,-7.81,8930.TWO,2025
536.5500000000001,15.06,⚪ 中性觀察,8.40089460441711,N/A,300.5,2025-12,N/A,📉 獲利侵蝕,-9.46,-0.08,-5.97,群翊,10.74,-12.530000000000001,3.07,6664.TWO,2025
-68.1,-1.58,⚪ 數據不足,0.0,-10.28%,18.3999996185,2025-12,0.65%,🌑 雙重衰退,-29.51,-13.55,-123.33,華夏,-1.34,-12.680000000000003,-16.83,1305.TW,2025
114.60000000000001,3.28,⚪ 中性觀察,5.582460932709424,19.41%,42.6500015259,2025-12,33.86%,🌑 雙重衰退,-16.11,-3.31,-29.94,東鹼,2.2,-12.82,-3.29,1708.TW,2025
53.25,1.5,⚪ 中性觀察,8.619718417323943,N/A,30.6000003815,2025-12,N/A,📉 獲利侵蝕,-12.28,2.31,-25.38,松和,0.97,-12.85,0.57,5016.TWO,2025
3430.95,103.23,❌ 暫避觀望,15.127005639837364,69.19%,3460.0,2025-12,76.10%,🏰 高護城河,59.82,78.51,58.13,川湖,66.35,-12.949999999999996,72.77,2059.TW,2025
12.300000000000004,0.81,⚪ 中性觀察,14.207316607926826,6.56%,11.6499996185,2025-12,15.20%,⚠️ 獲利稀釋,18.33,43.56,8.16,聯發,0.6,-12.950000000000003,31.28,1459.TW,2025
179.10000000000002,5.68,⚪ 中性觀察,6.700167504187604,N/A,80.0,2025-12,N/A,🌑 雙重衰退,-16.96,-1.99,-47.48,榮惠-KY創,3.23,-13.040000000000001,-3.92,6924.TW,2025
-86.25,-2.36,⚪ 數據不足,0.0,-45.05%,16.6499996185,2025-12,15.22%,⚠️ 獲利稀釋,4.84,4.82,30.2,鑫創,-1.71,-13.05,17.89,3259.TWO,2025
-117.89999999999999,-2.92,⚪ 數據不足,0.0,N/A,41.9500007629,2025-12,N/A,🌑 雙重衰退,-14.12,-5.71,8.02,華安,-2.19,-13.149999999999999,-0.97,6657.TW,2025
99.00000000000003,2.68,⚪ 中性觀察,7.553030071833331,N/A,49.8499984741,2025-12,N/A,🌑 雙重衰退,-14.74,-1.77,-18.83,立敦,1.96,-13.36,-1.38,6175.TWO,2025
61.95000000000001,1.86,⚪ 中性觀察,11.476997948159804,7.20%,47.4000015259,2025-12,23.30%,📉 獲利侵蝕,-9.71,1.22,-27.11,光頡,1.21,-13.360000000000001,3.65,3624.TWO,2025
64.64999999999999,1.81,⚪ 中性觀察,9.153132427587007,14.34%,39.4500007629,2025-12,33.56%,🌑 雙重衰退,-23.5,-4.13,-19.23,味王,1.28,-13.44,-10.06,1203.TW,2025
2584.0499999999997,66.16,⚪ 中性觀察,8.76531026876415,14.55%,1510.0,2025-12,46.13%,📉 獲利侵蝕,-1.14,13.56,-0.39,聯發科,51.76,-13.46,12.32,2454.TW,2025
295.94999999999993,7.4,⚪ 中性觀察,5.0532182943841875,7.00%,99.6999969482,2025-12,25.33%,📉 獲利侵蝕,-12.32,6.38,-9.93,茂訊,6.08,-13.51,1.19,3213.TWO,2025
891.8999999999999,28.26,❌ 暫避觀望,16.078035654221328,14.07%,956.0,2025-12,26.37%,⚠️ 獲利稀釋,33.98,34.54,13.67,雙鴻,18.13,-13.540000000000006,47.52,3324.TWO,2025
403.95,10.77,⚪ 中性觀察,7.240995172669885,N/A,195.0,2025-12,N/A,🌑 雙重衰退,-14.93,-2.12,-18.85,耕興,7.92,-13.59,-1.34,6146.TWO,2025
298.05,7.95,⚪ 中性觀察,6.215400100654253,9.93%,123.5,2025-12,18.72%,🌑 雙重衰退,-32.28,-17.19,-37.53,廣隆,5.76,-13.780000000000001,-18.5,1537.TW,2025
251.09999999999997,4.51,⚪ 中性觀察,5.2270011947431305,N/A,87.5,2025-12,N/A,📉 獲利侵蝕,-2.59,9.59,-8.09,正瀚-創,4.09,-13.8,11.21,6534.TW,2025
224.4,5.37,⚪ 中性觀察,3.355615024258021,N/A,50.2000007629,2025-12,N/A,📉 獲利侵蝕,-10.95,-0.39,-22.46,台灣虎航,4.28,-13.85,2.9,6757.TW,2025
134.10000000000002,3.63,⚪ 中性觀察,6.711409395973154,2.34%,60.0,2025-12,11.53%,⚠️ 獲利稀釋,6.89,22.59,14.74,欣新網,2.21,-14.18,21.07,2949.TWO,2025
49.650000000000006,1.36,⚪ 中性觀察,6.797583081570996,17.09%,22.5,2025-12,34.44%,📉 獲利侵蝕,-13.92,-1.99,-33.33,倉佑,0.88,-14.22,0.3,1568.TW,2025
117.6,3.34,⚪ 中性觀察,7.270408163265306,19.78%,57.0,2025-12,30.67%,📉 獲利侵蝕,-11.97,2.23,-18.45,聯電,2.54,-14.23,2.26,2303.TW,2025
235.35,6.66,❌ 暫避觀望,16.921606118546844,N/A,265.5,2025-12,N/A,📉 獲利侵蝕,-9.63,4.28,-14.37,系微,4.59,-14.27,4.64,6231.TWO,2025
84.74999999999999,2.19,⚪ 中性觀察,9.433628183557524,N/A,53.2999992371,2025-12,N/A,📉 獲利侵蝕,-8.22,8.02,-11.9,萬泰科,1.64,-14.3,6.08,6190.TWO,2025
792.1500000000001,20.87,⚪ 中性觀察,5.302026131414505,N/A,280.0,2025-12,N/A,📉 獲利侵蝕,-11.08,1.72,-15.63,晶碩,15.38,-14.34,3.26,6491.TW,2025
77.10000000000001,1.07,⚪ 中性觀察,2.830739336712062,-1.56%,14.5500001907,2025-12,21.31%,🌑 雙重衰退,-82.6,1491.72,417.65,富華新,1.08,-14.39,-68.21,3056.TW,2025
263.85,7.39,⚪ 中性觀察,8.300170551449687,18.05%,146.0,2025-12,38.51%,⚠️ 獲利稀釋,4.56,18.44,-2.6,融程電,5.3,-14.510000000000002,19.07,3416.TW,2025
182.24999999999997,5.39,⚪ 中性觀察,6.46913567688066,1.39%,78.5999984741,2025-12,4.09%,🌑 雙重衰退,-15.3,-0.09,-30.83,和碩,3.42,-14.57,-0.73,4938.TW,2025
553.65,15.04,⚪ 中性觀察,5.301843403931184,11.29%,195.6910400391,2025-12,52.30%,🏰 高護城河,-3.09,12.18,1.18,豆府,11.18,-14.67,11.58,2752.TWO,2025
34.95,0.93,⚪ 中性觀察,5.364806866952789,38.22%,12.5,2025-12,102.49%,🏰 高護城河,-14.85,-3.1,-24.1,遠東銀,0.7,-14.91,0.06,2845.TW,2025
184.2,5.15,⚪ 中性觀察,6.278501504405538,3.96%,77.0999984741,2025-12,10.03%,⚠️ 獲利稀釋,57.01,97.96,50.82,神達,3.68,-15.050000000000004,72.06,3706.TW,2025
106.65,3.0,⚪ 中性觀察,4.943741424177215,10.05%,35.1500015259,2025-12,14.02%,🌑 雙重衰退,-22.04,-4.13,-10.94,亞泥,2.42,-15.149999999999999,-6.89,1102.TW,2025
0.0,1.53,⚪ 數據不足,0.0,0.97%,0.0,2025-12,4.14%,🌑 雙重衰退,-19.9,2.13,-17.96,元禎,1.37,-15.219999999999999,-4.68,1725.TW,2025
265.35,7.85,⚪ 中性觀察,6.218202374222725,N/A,110.0,2025-12,N/A,📉 獲利侵蝕,-14.67,4.61,-29.26,數泓科,4.81,-15.37,0.7,6855.TWO,2025
-222.15,-5.06,⚪ 數據不足,0.0,-5.22%,6.8400001526,2025-09,7.87%,⚠️ 獲利稀釋,1.36,18.73,65.91,永冠-KY,-2.71,-15.41,16.77,1589.TW,2025
12.9,0.45,❌ 暫避觀望,16.511627685232558,1.10%,14.1999998093,2025-12,9.65%,📉 獲利侵蝕,-15.09,0.36,-30.56,福壽,0.25,-15.45,0.36,1219.TW,2025
190.95000000000002,6.56,⚪ 中性觀察,8.87666928515318,N/A,113.0,2025-12,N/A,⚠️ 獲利稀釋,13.97,2.0,-16.19,聚賢研發-創,3.07,-15.609999999999998,29.58,7631.TW,2025
355.34999999999997,9.39,⚪ 中性觀察,3.997467156952301,N/A,94.6999969482,2025-12,N/A,📉 獲利侵蝕,-5.53,13.01,-8.37,台表科,6.9,-15.66,10.13,6278.TW,2025
-237.15000000000003,-7.23,⚪ 數據不足,0.0,N/A,570.0,2025-12,N/A,⚠️ 獲利稀釋,44.38,69.11,7.24,沛爾生醫-創,-4.65,-15.689999999999998,60.07,6949.TW,2025
56.25,1.55,⚪ 中性觀察,7.013333129893334,6.69%,26.2999992371,2025-12,19.14%,🌑 雙重衰退,-21.93,-7.44,-22.9,遠東新,1.08,-15.69,-6.24,1402.TW,2025
-69.6,-1.96,⚪ 數據不足,0.0,N/A,23.2999992371,2025-12,N/A,⚠️ 獲利稀釋,22.83,38.99,28.11,ABC-KY,-1.33,-15.690000000000005,38.52,6598.TW,2025
168.29999999999998,4.1,⚪ 中性觀察,4.1711229266577545,N/A,46.7999992371,2025-12,N/A,📉 獲利侵蝕,-13.68,3.55,-11.78,百和,3.37,-15.73,2.05,9938.TW,2025
106.35,3.41,⚪ 中性觀察,6.297602471918195,N/A,44.6500015259,2025-12,N/A,📉 獲利侵蝕,-2.59,16.5,-22.31,千附,1.89,-15.76,13.17,8383.TWO,2025
101.85,3.41,⚪ 中性觀察,6.524300329469809,N/A,44.2999992371,2025-12,N/A,🌑 雙重衰退,-46.72,-30.5,-54.2,匯僑設計,2.29,-15.849999999999998,-30.87,6754.TW,2025
209.09999999999997,5.97,⚪ 中性觀察,6.312769010043042,N/A,88.0,2025-12,N/A,🌑 雙重衰退,-21.86,-2.74,-24.29,益張,4.02,-15.969999999999999,-5.89,8342.TWO,2025
199.65,5.48,⚪ 中性觀察,4.147257758294515,N/A,55.2000007629,2025-12,N/A,📉 獲利侵蝕,-6.01,14.8,-15.38,群益期,4.0,-15.99,9.98,6024.TW,2025
113.39999999999999,2.9,⚪ 中性觀察,6.415343915343915,N/A,48.5,2025-12,N/A,📉 獲利侵蝕,-2.36,5.83,-13.92,華孚,2.35,-16.07,13.71,6235.TW,2025
140.54999999999998,4.01,❌ 暫避觀望,35.05869797225187,N/A,328.5,2025-12,N/A,🌑 雙重衰退,-27.01,-9.08,-25.2,采鈺,2.8,-16.37,-10.64,6789.TW,2025
197.24999999999997,6.81,❌ 暫避觀望,18.479087452471486,N/A,243.0,2025-12,N/A,🌑 雙重衰退,-23.41,-6.83,-43.52,鈺太,3.84,-16.4,-7.01,6679.TWO,2025
-96.6,-2.6,⚪ 數據不足,0.0,-4.30%,17.7999992371,2025-12,5.34%,🌑 雙重衰退,-29.83,-10.84,-51.82,台聚,-1.85,-16.419999999999998,-13.41,1304.TW,2025
447.8999999999999,12.0,❌ 暫避觀望,21.7012726054923,30.40%,648.0,2025-12,51.18%,🏰 高護城河,-15.13,0.39,-26.19,台灣精銳,8.37,-16.45,1.32,4583.TW,2025
624.6,16.97,⚪ 中性觀察,6.3018718210134494,32.41%,262.409942627,2025-12,48.09%,⚠️ 獲利稀釋,5.64,24.44,9.74,凡甲,12.33,-16.689999999999998,22.33,3526.TWO,2025
75.14999999999999,1.98,❌ 暫避觀望,20.95808383233533,17.75%,105.0,2025-12,46.40%,🌑 雙重衰退,-29.79,-4.58,-22.03,前鼎,1.39,-16.81,-12.98,4908.TWO,2025
157.20000000000002,4.04,⚪ 中性觀察,11.354961832061068,N/A,119.0,2025-12,N/A,📉 獲利侵蝕,-7.18,12.71,-10.23,昕奇雲端,3.01,-16.88,9.7,7747.TWO,2025
319.65000000000003,9.52,⚪ 中性觀察,3.782261777292351,7.58%,80.5999984741,2025-12,9.56%,⚠️ 獲利稀釋,34.08,58.45,67.26,根基,6.59,-16.93,51.01,2546.TW,2025
49.35,2.1,⚪ 中性觀察,10.75987888325228,27.38%,35.4000015259,2025-12,33.40%,🌑 雙重衰退,-32.89,-41.9,-37.41,興富發,0.95,-16.990000000000002,-15.9,2542.TW,2025
-35.099999999999994,-0.84,⚪ 數據不足,0.0,-17.20%,17.7000007629,2025-12,28.85%,⚠️ 獲利稀釋,16.83,16.84,-38.98,全域,-0.82,-17.020000000000003,33.85,3067.TWO,2025
268.79999999999995,7.83,❌ 暫避觀望,88.16964285714286,27.57%,1580.0,2025-12,58.57%,🏰 高護城河,-12.03,-6.01,-25.66,昇達科,4.6,-17.049999999999997,5.02,3491.TWO,2025
-28.5,-0.48,⚪ 數據不足,0.0,0.87%,14.3500003815,2025-12,3.88%,📉 獲利侵蝕,0.0,7.82,-58.54,尚立,-0.65,-17.25,17.25,3360.TWO,2025
84.74999999999999,2.23,⚪ 中性觀察,9.734513274336283,N/A,55.0,2025-12,N/A,📉 獲利侵蝕,-5.51,16.23,-11.4,欣泰,1.71,-17.27,11.76,8917.TWO,2025
423.29999999999995,11.77,⚪ 中性觀察,13.46562721474132,N/A,380.0,2025-12,N/A,⚠️ 獲利稀釋,67.87,106.86,113.1,意騰-KY,9.12,-17.349999999999994,85.22,7749.TW,2025
-3.5999999999999996,-0.09,⚪ 數據不足,0.0,N/A,29.2999992371,2025-12,N/A,🌑 雙重衰退,-116.36,-99.19,-115.09,豐謙,-0.08,-17.379999999999995,-98.98,5523.TWO,2025
0.0,7.27,⚪ 數據不足,0.0,24.73%,93.5,2025-12,63.24%,🏰 高護城河,-10.36,10.44,-5.06,嘉實,4.7,-17.43,7.07,3158.TWO,2025
125.69999999999999,4.31,⚪ 中性觀察,6.837708739510741,30.49%,57.2999992371,2025-12,35.36%,🌑 雙重衰退,-22.2,-9.08,-37.98,裕民,2.76,-17.45,-4.75,2606.TW,2025
685.8,18.14,⚪ 中性觀察,4.625984251968504,23.84%,211.5,2025-12,55.31%,🏰 高護城河,-7.14,0.51,-8.92,美時,13.82,-17.5,10.36,1795.TW,2025
1066.8000000000002,26.87,⚪ 中性觀察,5.497750281214848,16.92%,391.0,2025-12,38.19%,🌑 雙重衰退,-19.62,0.41,-18.56,聯詠,20.8,-17.55,-2.07,3034.TW,2025
149.1,4.08,⚪ 中性觀察,5.221328121317908,31.38%,51.9000015259,2025-12,70.98%,🏰 高護城河,11.73,23.13,3.78,中信金,3.06,-17.56,29.29,2891.TW,2025
0.0,2.14,⚪ 數據不足,0.0,N/A,36.2999992371,2025-12,N/A,📉 獲利侵蝕,-10.33,4.58,0.61,常廣,1.66,-17.66,7.33,6730.TWO,2025
88.35000000000001,1.87,⚪ 中性觀察,7.589134255161289,N/A,44.7000007629,2025-12,N/A,🌑 雙重衰退,-19.4,2.2,8.24,大汽電,1.84,-17.66,-1.74,8931.TWO,2025
117.75,5.27,⚪ 中性觀察,8.738853308802549,36.66%,68.5999984741,2025-12,37.77%,🌑 雙重衰退,-34.78,-24.86,-61.76,慧洋-KY,2.44,-17.720000000000002,-17.06,2637.TW,2025
66.60000000000001,2.1,❌ 暫避觀望,15.720721408063064,N/A,69.8000030518,2025-12,N/A,📉 獲利侵蝕,-4.98,10.16,-31.64,昶昕,1.21,-17.77,12.79,8438.TW,2025
-36.6,-1.12,⚪ 數據不足,0.0,N/A,6.8200001717,2025-12,N/A,🌑 雙重衰退,-21.74,-9.55,-28.12,佳總,-0.82,-17.79,-3.95,5355.TWO,2025
157.95,4.2,⚪ 中性觀察,5.707502229259259,7.82%,60.0999984741,2025-12,39.87%,⚠️ 獲利稀釋,2.69,25.9,-4.85,倫飛,3.14,-17.81,20.5,2364.TW,2025
242.7,7.05,⚪ 中性觀察,12.31942194501236,15.04%,199.3282470703,2025-12,22.01%,⚠️ 獲利稀釋,9.84,24.72,11.3,勤凱,4.61,-17.95,27.79,4760.TWO,2025
81.3,2.53,⚪ 中性觀察,10.90405875905904,N/A,59.0999984741,2025-12,N/A,⚠️ 獲利稀釋,9.52,24.12,0.66,大世科,1.52,-17.97,27.49,8099.TWO,2025
78.0,2.37,⚪ 中性觀察,9.326923076923077,10.08%,48.5,2025-12,25.76%,🌑 雙重衰退,-21.36,0.55,-29.38,怡利電,1.49,-17.98,-3.38,2497.TW,2025
604.9499999999999,14.92,⚪ 中性觀察,3.669724770642202,10.54%,148.0,2025-12,32.65%,🌑 雙重衰退,-20.89,7.51,-0.58,拓凱,12.08,-17.98,-2.91,4536.TW,2025
73.2,1.58,⚪ 中性觀察,4.456967213114754,6.19%,21.75,2025-12,18.21%,🌑 雙重衰退,-22.93,-3.67,-1.99,六暉-KY,1.48,-18.21,-4.72,2115.TW,2025
245.39999999999998,6.57,⚪ 中性觀察,7.243276283618582,N/A,118.5,2025-12,N/A,📉 獲利侵蝕,-2.48,20.49,-23.95,世紀鋼,4.78,-18.419999999999998,15.94,9958.TW,2025
62.55,2.07,❌ 暫避觀望,26.73860911270983,N/A,111.5,2025-12,N/A,📉 獲利侵蝕,-11.69,2.03,-41.96,台虹,1.33,-18.439999999999998,6.75,8039.TW,2025
181.05,5.32,⚪ 中性觀察,4.051367152104391,17.40%,48.9000015259,2025-12,31.94%,🌑 雙重衰退,-19.0,-4.67,-30.34,華勝-KY,3.36,-18.52,-0.48,2248.TW,2025
106.2,3.08,⚪ 中性觀察,6.412429594053672,N/A,45.4000015259,2025-12,N/A,🌑 雙重衰退,-26.71,-7.04,-30.54,福興,2.14,-18.560000000000002,-8.15,9924.TW,2025
78.30000000000001,2.2,⚪ 中性觀察,8.888889181206896,N/A,46.4000015259,2025-12,N/A,📉 獲利侵蝕,-7.56,6.64,-1.94,進典,1.52,-18.599999999999998,11.04,6843.TWO,2025
163.8,3.89,❌ 暫避觀望,15.659340659340659,N/A,171.0,2025-12,N/A,🌑 雙重衰退,-33.16,-10.54,-37.15,久昌,2.98,-18.679999999999996,-14.48,6720.TWO,2025
-73.35000000000001,-1.86,⚪ 數據不足,0.0,N/A,58.0999984741,2025-12,N/A,📉 獲利侵蝕,-14.2,1.91,-33.86,力積電,-1.71,-18.68,4.48,6770.TW,2025
0.0,8.72,⚪ 數據不足,0.0,N/A,315.0,2025-12,N/A,⚠️ 獲利稀釋,11.79,37.75,14.64,安葆,6.03,-18.7,30.49,7792.TWO,2025
0.0,16.28,⚪ 數據不足,0.0,N/A,437.0,2025-12,N/A,⚠️ 獲利稀釋,41.2,75.55,74.46,崴寶,12.91,-18.739999999999995,59.94,7744.TWO,2025
244.04999999999998,6.18,⚪ 中性觀察,3.8045483420958823,N/A,61.9000015259,2025-12,N/A,📉 獲利侵蝕,-10.24,9.03,-26.95,明安,3.56,-18.79,8.55,8938.TWO,2025
0.0,-3.92,⚪ 數據不足,0.0,N/A,0.0,2025-12,N/A,🌑 雙重衰退,-48.08,-51.26,-37.5,心誠鎂,-4.17,-18.86,-29.22,6934.TW,2025
4.050000000000001,0.2,❌ 暫避觀望,28.444443808518514,0.03%,7.6799998283,2025-12,3.78%,🌑 雙重衰退,-47.37,-43.41,-68.0,三商壽,0.16,-18.939999999999998,-28.43,2867.TW,2025
864.6000000000001,24.76,⚪ 中性觀察,10.045107564191532,N/A,579.0,2025-12,N/A,⚠️ 獲利稀釋,28.04,54.5,27.98,洋基工程,16.64,-19.090000000000003,47.13,6691.TW,2025
120.6,3.3,⚪ 中性觀察,4.577114332972638,22.79%,36.7999992371,2025-12,27.76%,📉 獲利侵蝕,-15.42,4.82,-20.71,國產,2.45,-19.17,3.75,2504.TW,2025
157.95,4.16,⚪ 中性觀察,9.033592926923077,N/A,95.1237335205,2025-12,N/A,📉 獲利侵蝕,0.0,19.53,-2.88,虎門科技,3.37,-19.26,19.26,6791.TWO,2025
-63.3,-2.43,⚪ 數據不足,0.0,N/A,15.6000003815,2025-12,N/A,🌑 雙重衰退,-28.57,-8.87,-0.68,康那香,-1.49,-19.33,-9.24,9919.TW,2025
109.50000000000001,3.77,⚪ 中性觀察,9.657534246575342,N/A,70.5,2025-12,N/A,📉 獲利侵蝕,-7.65,11.06,-26.01,迎廣,2.21,-19.43,11.78,6117.TW,2025
179.4,5.11,⚪ 中性觀察,6.814381270903009,N/A,81.5,2025-12,N/A,📉 獲利侵蝕,-8.26,7.39,-38.85,博弘,3.18,-19.490000000000002,11.23,6997.TWO,2025
1148.25,41.98,❌ 暫避觀望,20.966688438928806,N/A,1605.0,2025-12,N/A,⚠️ 獲利稀釋,3.78,7.55,-27.04,群聯,19.9,-19.509999999999998,23.29,8299.TWO,2025
67.5,2.3,⚪ 中性觀察,8.420495775,17.87%,37.8922309875,2025-12,45.13%,🌑 雙重衰退,-22.56,-10.95,-44.93,精湛,1.25,-19.59,-2.97,2070.TWO,2025
364.35,10.75,⚪ 中性觀察,6.195965417867434,15.81%,150.5,2025-12,18.77%,⚠️ 獲利稀釋,0.37,16.0,7.57,潤弘,7.25,-19.619999999999997,19.99,2597.TW,2025
221.4,6.18,⚪ 中性觀察,7.1138211382113825,N/A,105.0,2025-12,N/A,📉 獲利侵蝕,-4.63,9.06,-14.37,博大,4.41,-19.669999999999998,15.04,8109.TWO,2025
111.75000000000001,3.18,⚪ 中性觀察,10.013422613973153,N/A,74.5999984741,2025-12,N/A,🌑 雙重衰退,-30.29,-9.94,-25.46,晶焱,2.46,-19.78,-10.51,6411.TWO,2025
129.75,3.59,⚪ 中性觀察,5.895953757225433,N/A,51.0,2025-12,N/A,⚠️ 獲利稀釋,7.23,24.69,6.94,創為精密,2.65,-19.82,27.05,6899.TWO,2025
151.5,4.1,⚪ 中性觀察,2.8267325977326734,N/A,28.5499992371,2025-12,N/A,🌑 雙重衰退,-24.63,-3.47,-35.26,寶成,3.03,-19.919999999999998,-4.71,9904.TW,2025
494.40000000000003,13.02,⚪ 中性觀察,4.793689320388349,N/A,158.0,2025-12,N/A,📉 獲利侵蝕,-14.96,8.16,-12.51,來億-KY,9.16,-20.01,5.05,6890.TW,2025
732.9,20.1,⚪ 中性觀察,6.83585755218993,19.16%,334.0,2025-12,30.19%,📉 獲利侵蝕,-16.94,5.39,-20.3,儒鴻,14.33,-20.09,3.15,1476.TW,2025
48.900000000000006,1.54,❌ 暫避觀望,22.97546059076687,12.18%,74.9000015259,2025-12,31.33%,📉 獲利侵蝕,-14.53,8.42,-42.24,達邁,0.94,-20.169999999999998,5.64,3645.TW,2025
381.90000000000003,11.21,⚪ 中性觀察,3.071484561987431,18.94%,78.1999969482,2025-12,23.92%,🌑 雙重衰退,-33.63,-11.06,-38.09,萬海,7.64,-20.380000000000003,-13.25,2615.TW,2025
306.45000000000005,7.78,⚪ 中性觀察,5.702398433675966,N/A,116.5,2025-12,N/A,🌑 雙重衰退,-26.4,-0.64,-21.61,達爾膚,5.84,-20.479999999999997,-5.92,6523.TWO,2025
86.85,2.15,⚪ 中性觀察,10.880829015544041,4.42%,63.0,2025-12,18.10%,📉 獲利侵蝕,-10.04,10.26,3.14,利機,1.64,-20.58,10.54,3444.TWO,2025
278.85,10.18,⚪ 中性觀察,8.391608391608392,N/A,156.0,2025-12,N/A,🌑 雙重衰退,-25.35,-6.88,-29.25,裕慶-KY,5.41,-20.61,-4.74,6957.TW,2025
43.949999999999996,1.18,❌ 暫避觀望,20.68259333587031,N/A,60.5999984741,2025-12,N/A,📉 獲利侵蝕,-20.27,3.67,-8.41,艾華,0.98,-20.63,0.36,6204.TWO,2025
-59.7,-1.51,⚪ 數據不足,0.0,-34.06%,42.0499992371,2025-12,1.54%,⚠️ 獲利稀釋,6.88,42.64,18.25,位速,-1.14,-20.650000000000002,27.53,3508.TWO,2025
253.49999999999997,7.48,⚪ 中性觀察,11.597633136094675,N/A,196.0,2025-12,N/A,📉 獲利侵蝕,-18.46,-4.79,-30.26,力成,4.96,-20.66,2.2,6239.TW,2025
-81.14999999999999,-2.16,⚪ 數據不足,0.0,-73.69%,11.75,2025-12,-18.95%,🌑 雙重衰退,-66.41,-36.93,-161.36,隆銘綠能,-2.36,-20.75,-45.66,3018.TW,2025
5591.4,159.41,⚪ 中性觀察,5.848266981435777,36.75%,2180.0,2025-12,47.97%,📉 獲利侵蝕,-17.91,6.5,-15.56,大立光,109.06,-20.75,2.84,3008.TW,2025
199.5,5.77,⚪ 中性觀察,4.323308270676692,12.48%,57.5,2025-12,28.71%,📉 獲利侵蝕,-18.35,11.19,-26.64,友輝,3.81,-20.76,2.41,4933.TWO,2025
449.85,12.25,⚪ 中性觀察,4.634878292764254,N/A,139.0,2025-12,N/A,🌑 雙重衰退,-27.39,-7.59,-18.99,豐祥-KY,8.74,-20.82,-6.57,5288.TW,2025
214.04999999999998,6.33,⚪ 中性觀察,9.320252277505256,N/A,133.0,2025-12,N/A,⚠️ 獲利稀釋,24.26,55.99,60.59,創泓科技,4.34,-20.84,45.1,7714.TWO,2025
2596.8,72.7,⚪ 中性觀察,6.41173752310536,N/A,1110.0,2025-12,N/A,⚠️ 獲利稀釋,45.15,60.07,40.25,祥碩,52.62,-20.85,66.0,5269.TW,2025
150.3,3.81,⚪ 中性觀察,6.077844463662674,12.42%,60.9000015259,2025-12,44.64%,🌑 雙重衰退,-32.69,-12.22,-27.93,曜亞,2.89,-20.869999999999997,-11.82,4138.TWO,2025
196.05,5.28,⚪ 中性觀察,6.908952031507269,14.07%,90.3000030518,2025-12,32.18%,📉 獲利侵蝕,-15.57,7.28,-13.57,晶技,3.95,-20.91,5.34,3042.TW,2025
12.15,0.7,❌ 暫避觀望,33.82716002283951,8.69%,27.3999996185,2025-12,28.61%,🌑 雙重衰退,-40.68,-24.68,-56.16,微端,0.32,-21.02,-19.66,3285.TWO,2025
215.10000000000002,6.71,⚪ 中性觀察,7.775453277545327,N/A,111.5,2025-12,N/A,🌑 雙重衰退,-23.02,-1.72,18.54,中美晶,4.07,-21.13,-1.89,5483.TWO,2025
88.64999999999999,2.27,⚪ 中性觀察,5.541455160744501,N/A,32.75,2025-12,N/A,📉 獲利侵蝕,-17.45,1.46,-8.29,志超,1.77,-21.18,3.73,8213.TW,2025
162.6,4.99,⚪ 中性觀察,14.529520295202952,27.31%,157.5,2025-12,32.82%,📉 獲利侵蝕,-18.86,-1.5,-30.87,精材,3.09,-21.39,2.53,3374.TWO,2025
366.00000000000006,9.05,⚪ 中性觀察,5.0,6.72%,122.0,2025-12,16.76%,🌑 雙重衰退,-27.23,-3.53,-12.04,群光,8.01,-21.5,-5.73,2385.TW,2025
154.04999999999998,4.18,⚪ 中性觀察,7.740993184031159,N/A,79.5,2025-12,N/A,📉 獲利侵蝕,-0.48,22.78,3.3,三聯,3.44,-21.51,21.03,5493.TWO,2025
81.75,2.13,⚪ 中性觀察,4.097014260954128,12.02%,22.3287277222,2025-12,19.71%,🌑 雙重衰退,-31.07,-8.33,-41.75,美亞,1.66,-21.560000000000002,-9.51,2020.TW,2025
94.64999999999999,2.52,⚪ 中性觀察,7.527733755942948,N/A,47.5,2025-12,N/A,🌑 雙重衰退,-26.32,-6.36,-28.8,日揚,1.78,-21.73,-4.59,6208.TWO,2025
61.2,1.56,⚪ 中性觀察,10.894608030122548,4.05%,44.4500007629,2025-12,12.48%,🌑 雙重衰退,-22.0,4.37,-13.48,廣宇,1.22,-21.77,-0.23,2328.TW,2025
91.95,2.73,⚪ 中性觀察,10.864600077340947,N/A,66.5999984741,2025-12,N/A,🌑 雙重衰退,-23.53,-1.49,-32.02,正基,1.72,-21.8,-1.73,6546.TWO,2025
