status,advice,gm,eps_yoy,rev_yoy,om,prev_rev_yoy,name,eps,pe,date,symbol,price,expansion,prev_year,prev_eps,est_price,prev_eps_yoy
📉 獲利侵蝕,⚪ 中性觀察,N/A,-70.27,64.29,N/A,-7.04,台南-KY,0.11,13.939929598197878,2026-03,5906.TW,39.4500007629,-134.56,2025,0.98,42.45,-41.32
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,166.67,301.75,N/A,-35.35,大城地產,0.08,2.2011385923055027,2026-03,6171.TWO,23.2000007629,-135.08,2025,3.82,158.10000000000002,-33.33
⚠️ 獲利稀釋,❌ 暫避觀望,41.30%,90.48,226.98,7.58%,2.05,耀登,-0.02,99.01960784313725,2026-03,3138.TW,101.0,-136.5,2025,1.5,15.3,-51.49
📉 獲利侵蝕,⚪ 中性觀察,N/A,-21.62,115.09,N/A,18.28,尚凡*,0.29,9.247104541660232,2026-03,5278.TWO,23.9500007629,-136.71,2025,1.05,38.849999999999994,56.72
📉 獲利侵蝕,⚪ 中性觀察,N/A,-11.9,124.86,N/A,3.61,富致,0.74,12.238325281803542,2026-03,6642.TWO,76.0,-136.76,2025,2.6,93.15,-27.37
⚠️ 獲利稀釋,⚪ 中性觀察,24.70%,45.45,182.43,-7.54%,-9.62,加捷生醫,0.15,12.80898833539326,2026-03,4109.TWO,11.3999996185,-136.98000000000002,2025,0.43,13.35,-80.37
🔄 轉虧為盈,⚪ 數據不足,N/A,100.0,237.41,N/A,-15.41,鑫創電子,0.08,0.0,2026-03,6680.TWO,0.0,-137.41,2025,-0.29,0.0,-106.78
📉 獲利侵蝕,⚪ 數據不足,33.68%,-34.68,102.78,18.07%,-1.96,東陽,1.62,0.0,2026-03,1319.TW,0.0,-137.46,2025,6.43,0.0,-13.11
📉 獲利侵蝕,❌ 暫避觀望,N/A,-35.0,102.54,N/A,-1.73,保勝光學,0.52,22.516556291390728,2026-03,6517.TWO,68.0,-137.54000000000002,2025,1.63,45.3,-55.59
📉 獲利侵蝕,⚪ 數據不足,40.70%,0.0,137.61,-7.01%,9.13,農林,-0.04,0.0,2026-03,2913.TW,11.1499996185,-137.61,2025,-0.15,-5.7,31.82
📉 獲利侵蝕,⚪ 中性觀察,N/A,-94.21,43.67,N/A,-7.53,可寧衛*,0.21,1.3144717075613421,2026-03,8422.TW,26.25,-137.88,2025,1.29,299.54999999999995,-87.79
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,10.57,148.7,N/A,9.26,飛捷,2.51,7.023230686115612,2026-03,6206.TW,130.0,-138.13,2025,6.9,277.65000000000003,-0.43
📉 獲利侵蝕,⚪ 中性觀察,N/A,-34.88,103.42,N/A,-6.21,瑞耘,0.84,6.018835877722603,2026-03,6532.TWO,70.3000030518,-138.3,2025,7.31,175.2,81.39
⚠️ 獲利稀釋,⚪ 數據不足,N/A,35.71,174.21,N/A,34.16,蒙恬,-0.18,0.0,2026-03,5211.TWO,19.1499996185,-138.5,2025,-0.77,-33.3,34.19
⚠️ 獲利稀釋,⚪ 中性觀察,25.80%,173.33,312.01,1.28%,10.49,鼎天,0.11,8.043087834308798,2026-03,3306.TWO,44.7999992371,-138.67999999999998,2025,1.95,83.55000000000001,-33.45
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,10.06,148.79,N/A,15.04,博大,1.75,8.545576407506703,2026-03,8109.TWO,127.5,-138.73,2025,6.18,223.8,-4.63
⚠️ 獲利稀釋,❌ 暫避觀望,15.75%,400.0,539.09,-3.56%,-10.66,東和,0.06,45.51282051282051,2026-03,1414.TW,17.75,-139.09000000000003,2025,0.19,5.8500000000000005,-19.23
📉 獲利侵蝕,⚪ 中性觀察,N/A,-87.95,51.4,N/A,12.79,君曜,0.1,7.778846300557691,2026-03,7770.TWO,40.4500007629,-139.35,2025,3.0,78.0,-47.4
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,2.74,142.19,N/A,3.64,中華資安,3.38,7.692307692307692,2026-03,7765.TW,226.0,-139.45,2025,11.47,440.70000000000005,2.97
📉 獲利侵蝕,⚪ 中性觀察,49.97%,-69.05,70.64,11.73%,4.97,生合,0.39,3.7664347071075017,2026-03,1295.TWO,48.7000007629,-139.69,2025,5.29,193.95,-6.08
📉 獲利侵蝕,⚪ 數據不足,N/A,-109.68,30.39,N/A,-12.93,迅杰,-0.03,0.0,2026-03,6243.TW,47.5,-140.07,2025,-0.52,-18.6,-147.27
📉 獲利侵蝕,⚪ 中性觀察,34.23%,-31.58,108.67,12.30%,-1.51,君帆,0.91,4.508928741729911,2026-03,4584.TWO,40.4000015259,-140.25,2025,3.43,134.39999999999998,-4.72
📉 獲利侵蝕,⚪ 中性觀察,N/A,-36.22,104.46,N/A,0.46,瓦城,1.64,8.200103145951521,2026-03,2729.TWO,159.0,-140.68,2025,6.76,290.85,-24.75
📉 獲利侵蝕,❌ 暫避觀望,42.16%,-69.92,71.65,2.86%,62.61,智原,0.4,29.022556390977446,2026-03,3035.TW,193.0,-141.57,2025,2.81,99.74999999999999,-29.75
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,102.78,244.55,N/A,-3.28,迅德,0.73,14.362606448413596,2026-03,6292.TWO,50.7000007629,-141.77,2025,2.0,52.95,-48.05
📉 獲利侵蝕,⚪ 中性觀察,N/A,-4.18,137.6,N/A,5.0,致新,4.62,5.71233500227583,2026-03,8081.TW,251.0,-141.78,2025,17.76,659.1,-0.84
📉 獲利侵蝕,⚪ 中性觀察,N/A,-8.28,133.59,N/A,9.33,明達醫,1.33,4.770514497503478,2026-03,6527.TWO,68.5999984741,-141.87,2025,5.8,215.7,15.63
⚠️ 獲利稀釋,⚪ 數據不足,N/A,1.56,143.49,N/A,170.31,益得,-0.63,0.0,2026-03,6461.TWO,15.8999996185,-141.93,2025,-2.57,-88.05,18.35
📉 獲利侵蝕,⚪ 中性觀察,N/A,-52.24,89.96,N/A,-27.76,裕山,0.64,3.783783873431257,2026-03,7715.TWO,32.2000007629,-142.2,2025,3.09,127.64999999999999,-39.84
⚠️ 獲利稀釋,⚪ 中性觀察,47.51%,37.91,180.17,31.25%,11.97,亞德客-KY,13.35,13.308705124561902,2026-03,1590.TW,1405.0,-142.26,2025,42.0,1583.5500000000002,10.18
📉 獲利侵蝕,⚪ 數據不足,32.24%,-91.38,51.34,-58.77%,1.9,正峰,-1.11,0.0,2026-03,1538.TW,9.3699998856,-142.72,2025,-1.59,-39.0,6.47
🔄 轉虧為盈,⚪ 數據不足,N/A,300.0,443.05,N/A,36.88,凱鈺,0.12,0.0,2026-03,5468.TWO,24.7999992371,-143.05,2025,-0.65,-13.65,-246.15
📉 獲利侵蝕,⚪ 中性觀察,38.19%,-28.44,114.65,16.92%,-2.07,聯詠,6.19,7.325953976114186,2026-03,3034.TW,503.0,-143.09,2025,26.87,1029.8999999999999,-19.62
⚠️ 獲利稀釋,❌ 暫避觀望,N/A,41.67,185.98,N/A,14.37,雷虎,0.34,81.06382978723406,2026-03,8033.TW,190.5,-144.31,2025,0.58,35.24999999999999,14.0
📉 獲利侵蝕,⚪ 中性觀察,N/A,-19.19,125.8,N/A,1.76,譜瑞-KY,6.77,7.097297924156327,2026-03,4966.TWO,612.0,-144.99,2025,34.51,1293.4499999999998,6.64
⚠️ 獲利稀釋,❌ 暫避觀望,N/A,61.74,206.98,N/A,116.34,鴻勁,25.7,34.739387426114995,2026-03,7769.TW,6465.0,-145.23999999999998,2025,75.71,2791.5,110.03
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,92.31,237.89,N/A,-7.32,晶達,1.01,10.41407851699793,2026-03,4995.TWO,50.2999992371,-145.57999999999998,2025,2.25,72.45,-50.22
⚠️ 獲利稀釋,❌ 暫避觀望,N/A,123.53,269.52,N/A,-6.81,訊映,0.39,20.194805442467537,2026-03,4155.TW,15.5500001907,-145.98999999999998,2025,0.58,11.549999999999999,-10.94
📉 獲利侵蝕,⚪ 中性觀察,33.56%,-15.52,130.66,14.34%,-10.06,味王,0.49,11.18483430400474,2026-03,1203.TW,47.2000007629,-146.18,2025,1.81,63.3,-23.5
📉 獲利侵蝕,⚪ 中性觀察,N/A,-66.89,79.57,N/A,-15.67,昶瑞機電,0.5,9.298044079608745,2026-03,7642.TWO,80.8000030518,-146.45999999999998,2025,3.29,130.35000000000002,-50.94
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,30.71,177.74,N/A,34.56,捷創科技,1.83,14.614243323442137,2026-03,7810.TWO,197.0,-147.03,2025,6.25,202.2,47.62
📉 獲利侵蝕,❌ 暫避觀望,N/A,-39.77,107.87,N/A,51.84,智通*,0.53,16.176470588235293,2026-03,8932.TWO,115.5,-147.64000000000001,2025,1.85,107.1,-7.07
⚠️ 獲利稀釋,❌ 暫避觀望,N/A,3.33,151.01,N/A,2.84,聯寶,0.32,15.863308803633094,2026-03,6821.TWO,44.0999984741,-147.67999999999998,2025,1.13,41.699999999999996,-5.93
⚠️ 獲利稀釋,❌ 暫避觀望,N/A,17.55,165.36,N/A,12.43,達興材料,2.21,18.5659760087241,2026-03,5234.TW,340.5,-147.81,2025,7.37,275.1,32.55
📉 獲利侵蝕,⚪ 中性觀察,N/A,-29.73,118.45,N/A,-2.1,三能-KY,0.26,4.512670490935673,2026-03,6671.TW,23.1499996185,-148.18,2025,2.37,76.94999999999999,-25.47
📉 獲利侵蝕,⚪ 中性觀察,N/A,-62.5,86.03,N/A,2.69,時報,0.18,8.333333333333334,2026-03,8923.TWO,19.0,-148.53,2025,0.96,34.199999999999996,3.23
📉 獲利侵蝕,❌ 暫避觀望,N/A,-29.77,119.1,N/A,-23.02,駐龍,0.92,20.15449438202247,2026-03,4572.TW,143.5,-148.87,2025,3.0,106.8,-58.85
📉 獲利侵蝕,❌ 暫避觀望,41.25%,-0.63,148.55,31.26%,42.0,健策,9.53,40.93115622241836,2026-03,3653.TW,3710.0,-149.18,2025,36.75,1359.6,49.96
🔄 轉虧為盈,⚪ 數據不足,23.65%,-42.86,106.56,-15.73%,-21.77,為升,0.4,0.0,2026-03,2231.TW,96.0999984741,-149.42000000000002,2025,-1.63,-24.3,-148.96
⚠️ 獲利稀釋,⚪ 數據不足,N/A,16.0,166.01,N/A,-42.69,安克,-0.21,0.0,2026-03,4188.TWO,9.9799995422,-150.01,2025,-0.88,-33.75,-10.0
🔄 轉虧為盈,⚪ 數據不足,N/A,111.11,261.16,N/A,-3.71,光鼎,0.01,0.0,2026-03,6226.TW,18.0,-150.05,2025,-0.28,-9.9,38.64
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,9.09,159.56,N/A,9.51,星亞,1.08,3.8746438021937326,2026-03,7753.TWO,40.7999992371,-150.47,2025,4.22,157.95,10.39
⚠️ 獲利稀釋,⚪ 數據不足,49.56%,17.31,167.87,23.11%,-9.99,國光生,-0.44,0.0,2026-03,4142.TW,17.0499992371,-150.56,2025,-0.57,-47.25000000000001,1.75
⚠️ 獲利稀釋,❌ 暫避觀望,N/A,41.89,192.82,N/A,23.89,力智,2.1,15.68825910931174,2026-03,6719.TW,232.5,-150.93,2025,6.58,222.3,198.64
⚠️ 獲利稀釋,❌ 暫避觀望,N/A,64.88,216.06,N/A,23.03,雍智科技,6.23,33.65122615803815,2026-03,6683.TWO,1235.0,-151.18,2025,15.42,550.4999999999999,-12.9
📉 獲利侵蝕,⚪ 數據不足,44.07%,-104.55,47.85,-19.63%,5.99,華義*,-0.01,0.0,2026-03,3086.TWO,29.5499992371,-152.4,2025,-0.62,-25.5,-192.54
⚠️ 獲利稀釋,❌ 暫避觀望,N/A,13.4,166.0,N/A,35.51,穎崴,19.54,53.809833930315854,2026-03,6515.TW,6610.0,-152.6,2025,46.93,1842.6000000000001,40.24
📉 獲利侵蝕,⚪ 中性觀察,N/A,-82.61,69.99,N/A,786.25,辣椒,0.41,8.467909218612837,2026-03,4946.TWO,81.8000030518,-152.6,2025,3.14,144.9,131.69
📉 獲利侵蝕,⚪ 中性觀察,N/A,-69.68,83.05,N/A,-15.03,奕力-KY,0.58,4.098258801355721,2026-03,6962.TW,32.9500007629,-152.73000000000002,2025,2.87,120.60000000000001,-39.39
📉 獲利侵蝕,⚪ 中性觀察,49.60%,-3.85,148.91,5.94%,69.66,聯發國際,0.51,7.069377807906699,2026-03,2756.TWO,59.0999984741,-152.76,2025,3.93,125.39999999999999,61.83
📉 獲利侵蝕,❌ 暫避觀望,38.12%,-27.27,125.85,-0.86%,4.92,類比科,0.24,29.79487101235897,2026-03,3438.TWO,58.0999984741,-153.12,2025,1.0,29.250000000000004,-33.77
📉 獲利侵蝕,⚪ 中性觀察,N/A,-28.46,124.98,N/A,-13.21,鼎基,1.86,9.178571428571429,2026-03,6585.TW,128.5,-153.44,2025,5.64,210.0,-45.5
📉 獲利侵蝕,❌ 暫避觀望,23.48%,-98.28,55.25,-362.94%,-88.36,聯德,0.01,37.92452902169811,2026-03,3308.TW,20.1000003815,-153.53,2025,0.68,7.95,-32.0
📉 獲利侵蝕,⚪ 中性觀察,34.04%,-93.37,60.26,22.47%,-27.63,海悅,0.16,5.70605165332853,2026-03,2348.TW,79.1999969482,-153.63,2025,6.85,208.2,-51.27
📉 獲利侵蝕,⚪ 中性觀察,N/A,-45.92,108.08,N/A,-12.78,耿鼎,0.53,5.764192056441048,2026-03,1524.TW,26.3999996185,-154.0,2025,1.95,68.7,-45.98
⚠️ 獲利稀釋,⚪ 數據不足,46.23%,22.41,177.0,41.07%,-2.28,台航,0.71,0.0,2026-03,2617.TW,0.0,-154.59,2025,3.18,0.0,3.25
⚠️ 獲利稀釋,⚪ 數據不足,34.82%,45.28,199.88,-12.95%,-11.1,笙泉,-0.29,0.0,2026-03,3122.TWO,25.7999992371,-154.6,2025,-1.75,-67.95,-22.38
⚠️ 獲利稀釋,⚪ 數據不足,N/A,4.29,159.07,N/A,10.49,芯鼎,-0.68,0.0,2026-03,6695.TW,53.0,-154.78,2025,-1.83,-87.9,-355.0
🏰 高護城河,❌ 暫避觀望,58.57%,70.37,225.35,27.57%,5.02,昇達科,3.68,67.07946336429309,2026-03,3491.TWO,1300.0,-154.98,2025,7.83,290.7,-12.03
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,45.61,200.61,N/A,12.38,捷波,0.83,7.811094224002998,2026-03,6161.TWO,52.0999984741,-155.0,2025,2.72,100.05,-20.23
📉 獲利侵蝕,⚪ 中性觀察,N/A,-23.31,132.18,N/A,1.22,鐿鈦,1.29,10.418410041841003,2026-03,4163.TWO,124.5,-155.49,2025,5.13,179.25000000000003,-5.16
📉 獲利侵蝕,⚪ 中性觀察,N/A,-14.89,140.64,N/A,-2.32,穩得,1.6,8.774373259052926,2026-03,6761.TWO,157.5,-155.52999999999997,2025,7.34,269.25,2.89
📉 獲利侵蝕,❌ 暫避觀望,40.97%,-81.4,74.54,11.18%,38.76,港建*,0.08,16.48829405923077,2026-03,3093.TWO,49.2999992371,-155.94,2025,1.22,44.849999999999994,15.09
📉 獲利侵蝕,⚪ 中性觀察,N/A,-41.18,115.66,N/A,22.92,聰泰,0.6,12.075928917609048,2026-03,5474.TWO,149.5,-156.84,2025,5.49,185.7,-22.13
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,16.67,173.58,N/A,19.77,久禾光,1.75,5.283757338551858,2026-03,6498.TWO,81.0,-156.91000000000003,2025,6.51,229.95000000000002,11.33
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,16.98,174.38,N/A,2.96,欣天然,0.63,9.977064220183486,2026-03,9918.TW,43.5,-157.4,2025,1.61,65.4,-28.18
📉 獲利侵蝕,⚪ 數據不足,N/A,-100.0,57.79,N/A,-2.17,志旭,-0.62,0.0,2026-03,8067.TWO,13.0,-157.79,2025,-0.59,-29.85,16.9
📉 獲利侵蝕,⚪ 數據不足,N/A,-90.0,68.27,N/A,2.86,笙科,-0.57,0.0,2026-03,5272.TWO,19.0499992371,-158.26999999999998,2025,-1.33,-50.4,-1377.78
📉 獲利侵蝕,⚪ 中性觀察,24.73%,-90.0,68.51,-2.71%,-31.39,憶聲,0.02,14.402173913043477,2026-03,3024.TW,13.25,-158.51,2025,0.28,13.800000000000002,-57.58
📉 獲利侵蝕,❌ 暫避觀望,N/A,-81.82,76.73,N/A,22.38,泰霖,0.02,48.250001271500004,2026-03,8080.TWO,28.9500007629,-158.55,2025,0.12,9.0,139.29
📉 獲利侵蝕,⚪ 中性觀察,N/A,-68.65,90.37,N/A,2.98,三集瑞-KY,1.0,8.022690437601298,2026-03,6862.TW,148.5,-159.02,2025,8.29,277.65,-19.59
⚠️ 獲利稀釋,⚪ 數據不足,42.56%,26.19,185.58,-18.87%,9.94,中天,-0.31,0.0,2026-03,4128.TWO,15.1999998093,-159.39000000000001,2025,-1.29,-58.650000000000006,31.02
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,36.13,195.54,N/A,-9.4,力領科技,3.27,6.359414076455876,2026-03,6996.TWO,178.0,-159.41,2025,12.15,419.85,-14.17
📉 獲利侵蝕,⚪ 中性觀察,34.44%,-3.77,155.84,17.09%,0.3,倉佑,0.51,8.875380171094225,2026-03,1568.TW,29.2000007629,-159.61,2025,1.36,49.35,-13.92
⚠️ 獲利稀釋,⚪ 數據不足,N/A,52.94,214.29,N/A,11.69,驊訊,-0.24,0.0,2026-03,6237.TWO,35.0,-161.35,2025,-1.52,-67.2,-462.96
📉 獲利侵蝕,⚪ 中性觀察,N/A,-61.9,100.37,N/A,-23.31,傑霖科技,0.4,14.26415065549057,2026-03,8102.TWO,75.5999984741,-162.27,2025,2.25,79.49999999999999,-62.55
📉 獲利侵蝕,⚪ 中性觀察,N/A,-25.14,137.15,N/A,37.15,海韻電,1.37,6.0782532349226575,2026-03,6203.TWO,66.8000030518,-162.29000000000002,2025,5.51,164.85,57.43
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,22.89,186.39,N/A,3.91,全宇昕,2.47,8.012820512820513,2026-03,6651.TWO,125.0,-163.5,2025,6.32,234.00000000000003,-22.95
📉 獲利侵蝕,⚪ 中性觀察,25.33%,-8.48,155.73,7.00%,1.19,茂訊,2.59,6.670087224217546,2026-03,3213.TWO,130.0,-164.20999999999998,2025,7.4,292.35,-12.32
📉 獲利侵蝕,⚪ 數據不足,27.86%,-114.81,50.4,-40.94%,34.04,隴華,-0.58,0.0,2026-03,2424.TW,8.5500001907,-165.21,2025,-1.34,-58.8,59.69
📉 獲利侵蝕,⚪ 中性觀察,44.64%,-26.32,139.24,12.42%,-11.82,曜亞,0.84,5.246913580246913,2026-03,4138.TWO,51.0,-165.56,2025,3.81,145.8,-32.69
⚠️ 獲利稀釋,⚪ 中性觀察,35.36%,333.33,499.13,30.49%,-4.75,裕民,1.17,6.81034490979526,2026-03,2606.TW,63.2000007629,-165.8,2025,4.31,139.19999999999996,-22.2
⚠️ 獲利稀釋,❌ 暫避觀望,43.11%,12.5,179.42,22.84%,-3.71,海灣,0.09,100.88235069705884,2026-03,3252.TWO,17.1499996185,-166.92,2025,0.13,2.55,141.94
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,197.5,364.73,N/A,-0.48,有成精密,1.19,13.295880149812735,2026-03,4949.TW,71.0,-167.23000000000002,2025,1.91,80.1,240.74
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,96.93,264.19,N/A,12.03,佳必琪,3.21,14.539170506912445,2026-03,6197.TW,315.5,-167.26,2025,8.67,325.49999999999994,-0.23
⚠️ 獲利稀釋,⚪ 數據不足,N/A,25.58,192.98,N/A,-62.05,北極星藥業-KY,-0.64,0.0,2026-03,6550.TW,12.1000003815,-167.39999999999998,2025,-5.1,-160.04999999999998,-40.62
📉 獲利侵蝕,⚪ 數據不足,35.81%,-4.55,162.93,-38.32%,-16.89,連宇,-0.23,0.0,2026-03,2482.TW,17.7999992371,-167.48000000000002,2025,-1.09,-45.3,-234.57
📉 獲利侵蝕,⚪ 數據不足,N/A,-11.11,157.19,N/A,-31.28,大地-KY,-0.4,0.0,2026-03,8437.TWO,9.8800001144,-168.3,2025,-1.29,-46.050000000000004,-516.13
⚠️ 獲利稀釋,❌ 暫避觀望,39.78%,21.52,190.06,15.69%,18.56,研華,3.85,19.84126984126984,2026-03,2395.TW,600.0,-168.54,2025,12.25,453.6,17.26
⚠️ 獲利稀釋,❌ 暫避觀望,N/A,46.51,215.08,N/A,-2.5,聚鼎,0.64,18.65814745236422,2026-03,6224.TW,58.4000015259,-168.57000000000002,2025,0.67,46.949999999999996,-69.96
⚠️ 獲利稀釋,❌ 暫避觀望,44.02%,63.39,232.49,23.34%,28.3,新應材,3.66,28.05131761442441,2026-03,4749.TWO,809.0,-169.10000000000002,2025,11.33,432.6,32.78
⚠️ 獲利稀釋,❌ 暫避觀望,N/A,31.51,201.37,N/A,-13.26,天虹,0.96,42.173913043478265,2026-03,6937.TW,291.0,-169.86,2025,3.01,103.49999999999999,-50.25
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,21.39,191.57,N/A,13.3,安�硌穈T,2.27,6.895110739657333,2026-03,6690.TWO,165.0,-170.18,2025,10.22,358.95000000000005,36.27
📉 獲利侵蝕,❌ 暫避觀望,N/A,-100.0,70.28,N/A,16.84,點序,0.0,92.00000217985715,2026-03,6485.TWO,64.4000015259,-170.28,2025,0.71,10.5,152.21
⚠️ 獲利稀釋,⚪ 數據不足,N/A,25.0,195.61,N/A,-1.45,佑全,-0.21,0.0,2026-03,6929.TWO,22.6000003815,-170.61,2025,-1.63,-49.05,-54.29
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,18.71,189.52,N/A,-12.32,杰力,1.65,8.755803440278552,2026-03,5299.TWO,94.3000030518,-170.81,2025,4.58,161.55,-22.77
⚠️ 獲利稀釋,❌ 暫避觀望,15.09%,620.0,792.05,1.25%,-23.91,永裕,0.36,29.338236416029414,2026-03,1323.TW,19.9500007629,-172.04999999999995,2025,0.26,10.2,-89.88
📉 獲利侵蝕,⚪ 中性觀察,45.13%,-43.18,129.05,17.87%,-2.97,精湛,0.28,12.211981566820278,2026-03,2070.TWO,53.0,-172.23000000000002,2025,2.3,65.1,-22.56
📉 獲利侵蝕,⚪ 中性觀察,N/A,-55.88,116.4,N/A,38.81,動力-KY,0.75,3.2452276624743024,2026-03,6591.TW,44.2000007629,-172.28,2025,5.37,204.29999999999998,60.88
⚠️ 獲利稀釋,❌ 暫避觀望,40.82%,6.25,178.72,-1.48%,1.84,誠品生活,0.17,25.078123807890623,2026-03,2926.TWO,32.0999984741,-172.47,2025,0.54,19.2,100.0
⚠️ 獲利稀釋,❌ 暫避觀望,30.70%,28.57,201.59,-18.51%,20.59,杭特,-0.05,24.105690746747968,2026-03,3297.TWO,29.6499996185,-173.02,2025,0.47,18.45,461.54
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,42.86,216.12,N/A,-11.73,明遠精密,0.7,10.83673438246939,2026-03,7704.TWO,53.0999984741,-173.26,2025,2.07,73.49999999999999,-22.56
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,18.94,192.24,N/A,1.36,諾貝兒,1.57,9.627906740170543,2026-03,6844.TWO,62.0999984741,-173.3,2025,2.35,96.74999999999999,-21.14
⚠️ 獲利稀釋,❌ 暫避觀望,N/A,218.52,392.93,N/A,10.19,均華,5.19,29.842931937172768,2026-03,6640.TWO,969.0,-174.41,2025,12.75,487.05000000000007,-14.04
⚠️ 獲利稀釋,⚪ 中性觀察,33.63%,3.17,177.66,17.33%,2.67,中華電,1.3,10.909090909090908,2026-03,2412.TW,138.0,-174.49,2025,4.99,189.75,3.96
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,29.27,203.95,N/A,-3.52,邁達康,0.53,8.743386041560846,2026-03,9960.TWO,33.0499992371,-174.67999999999998,2025,1.75,56.7,-13.79
⚠️ 獲利稀釋,❌ 暫避觀望,N/A,416.67,592.65,N/A,-3.87,鴻名,0.19,21.960783939705884,2026-03,3021.TW,22.3999996185,-175.97999999999996,2025,0.33,15.3,-43.1
⚠️ 獲利稀釋,❌ 暫避觀望,36.51%,11.85,188.41,9.03%,-9.88,德微,1.51,42.5686591276252,2026-03,3675.TWO,263.5,-176.56,2025,2.67,92.85,-66.46
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,84.31,261.06,N/A,20.03,研揚,3.81,12.423832092078538,2026-03,6579.TW,183.5,-176.75,2025,5.62,221.54999999999998,-27.15
📉 獲利侵蝕,❌ 暫避觀望,21.75%,-30.0,147.2,10.56%,-54.43,寶徠,0.14,18.796295589814815,2026-03,1805.TW,10.1499996185,-177.2,2025,0.2,8.100000000000001,-93.38
⚠️ 獲利稀釋,❌ 暫避觀望,31.63%,42.31,219.88,-1.96%,-7.24,通嘉,0.37,36.01307089810457,2026-03,3588.TW,55.0999984741,-177.57,2025,0.5,22.95,-73.51
⚠️ 獲利稀釋,❌ 暫避觀望,30.02%,196.0,373.81,10.45%,8.51,閎康,2.24,17.469470827679782,2026-03,3587.TWO,257.5,-177.81,2025,6.1,221.1,-40.84
⚠️ 獲利稀釋,❌ 暫避觀望,37.27%,24.71,202.94,21.78%,4.29,全新,1.06,49.285714285714285,2026-03,2455.TW,345.0,-178.23,2025,2.97,105.0,-18.46
📉 獲利侵蝕,⚪ 中性觀察,25.16%,-10.71,167.71,13.35%,-17.82,太普高,0.5,4.699570733583692,2026-03,3284.TWO,21.8999996185,-178.42000000000002,2025,2.31,69.89999999999999,-12.16
📉 獲利侵蝕,⚪ 中性觀察,N/A,-9.84,168.81,N/A,8.73,綠界科技*,0.55,4.348718105220513,2026-03,6763.TWO,42.4000015259,-178.65,2025,4.21,146.25,117.01
📉 獲利侵蝕,⚪ 數據不足,N/A,-16.67,162.23,N/A,10.32,天鉞電,0.1,0.0,2026-03,5251.TWO,27.7999992371,-178.89999999999998,2025,0.03,-4.35,-50.0
📉 獲利侵蝕,⚪ 中性觀察,N/A,-26.34,152.96,N/A,7.88,中菲,1.42,4.794520547945205,2026-03,5403.TWO,94.5,-179.3,2025,8.57,295.65000000000003,-0.37
📉 獲利侵蝕,❌ 暫避觀望,N/A,-81.89,97.83,N/A,-24.49,嘉威,0.48,18.785713740785717,2026-03,3557.TW,26.2999992371,-179.72,2025,0.01,21.0,-99.85
📉 獲利侵蝕,❌ 暫避觀望,26.67%,-70.51,109.26,15.62%,13.44,聯鈞,0.69,39.336099585062236,2026-03,3450.TW,474.0,-179.77,2025,5.01,180.75,31.15
📉 獲利侵蝕,⚪ 中性觀察,N/A,-23.33,156.53,N/A,0.49,岱稜,0.92,4.771480874122486,2026-03,3303.TWO,52.2000007629,-179.86,2025,4.57,164.1,16.97
⚠️ 獲利稀釋,❌ 暫避觀望,37.93%,8.33,188.41,11.05%,-8.17,中電,0.13,50.83333253874999,2026-03,1611.TW,12.1999998093,-180.07999999999998,2025,0.03,3.6,-94.0
📉 獲利侵蝕,⚪ 中性觀察,N/A,-48.65,131.75,N/A,-4.28,森田,0.57,5.98298669536862,2026-03,8410.TWO,31.6499996185,-180.4,2025,3.27,79.35,-56.63
📉 獲利侵蝕,⚪ 中性觀察,N/A,-24.52,156.16,N/A,22.39,虎山,1.18,6.119791666666667,2026-03,7736.TW,70.5,-180.68,2025,5.04,172.79999999999998,-31.43
📉 獲利侵蝕,⚪ 中性觀察,N/A,-67.69,113.25,N/A,-1.52,波力-KY,0.83,3.846153846153846,2026-03,8467.TW,102.0,-180.94,2025,10.03,397.80000000000007,-10.98
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,152.58,334.61,N/A,55.14,坤悅,2.45,1.473342994445245,2026-03,5206.TWO,20.4500007629,-182.03,2025,3.44,208.2,66.99
