status,advice,gm,eps_yoy,rev_yoy,om,prev_rev_yoy,name,eps,pe,date,symbol,price,expansion,prev_year,prev_eps,est_price,prev_eps_yoy
📉 獲利侵蝕,⚪ 數據不足,N/A,-191.43,86.45,N/A,-36.53,鋐寶科技,-1.04,0.0,2026-03,6674.TW,16.0499992371,-277.88,2025,-1.13,-59.1,54.88
📉 獲利侵蝕,⚪ 中性觀察,N/A,-7.58,271.13,N/A,-7.81,青鋼,0.62,5.549645254804965,2026-03,8930.TWO,31.2999992371,-278.71,2025,2.4,84.6,-20.27
🔄 轉虧為盈,⚪ 數據不足,N/A,166.67,445.75,N/A,-8.43,達邦蛋白,0.08,0.0,2026-03,6578.TWO,16.1499996185,-279.08000000000004,2025,-0.96,-21.15,-700.0
📉 獲利侵蝕,⚪ 中性觀察,N/A,-1.9,277.44,N/A,12.97,浪凡,1.09,4.775609830526829,2026-03,6165.TW,48.9500007629,-279.34,2025,4.02,153.75,288.24
⚠️ 獲利稀釋,❌ 暫避觀望,N/A,55.56,334.94,N/A,10.3,今展科,0.72,77.84946400634408,2026-03,6432.TWO,72.4000015259,-279.38,2025,0.48,13.950000000000001,-71.34
📉 獲利侵蝕,❌ 暫避觀望,27.46%,-74.58,205.16,-3.44%,29.09,曜越,0.15,15.543478813695653,2026-03,3540.TWO,21.4500007629,-279.74,2025,0.74,20.7,155.22
⚠️ 獲利稀釋,⚪ 數據不足,17.05%,240.0,521.37,3.38%,3.52,環科,0.51,0.0,2026-03,2413.TW,41.8499984741,-281.37,2025,0.41,-4.2,193.18
⚠️ 獲利稀釋,⚪ 中性觀察,32.82%,30.64,312.22,16.47%,27.72,建準,2.36,7.0078740157480315,2026-03,2421.TW,133.5,-281.58000000000004,2025,7.94,285.75,45.05
📉 獲利侵蝕,⚪ 中性觀察,N/A,-9.38,272.22,N/A,-5.89,益張,1.45,6.606236292538072,2026-03,8342.TWO,91.0999984741,-281.6,2025,5.97,206.85,-21.86
📉 獲利侵蝕,⚪ 中性觀察,N/A,-32.26,249.4,N/A,-4.53,同欣電,1.89,11.07419712070875,2026-03,6271.TW,200.0,-281.66,2025,7.64,270.9,-6.83
⚠️ 獲利稀釋,⚪ 中性觀察,19.14%,31.82,313.98,6.69%,-6.24,遠東新,0.61,6.974359169974359,2026-03,1402.TW,27.2000007629,-282.16,2025,1.55,58.50000000000001,-21.93
📉 獲利侵蝕,⚪ 數據不足,N/A,0.0,283.09,N/A,-43.95,富裔,-0.22,0.0,2026-03,6264.TWO,6.0100002289,-283.09,2025,-0.5,-26.999999999999996,-1080.0
⚠️ 獲利稀釋,❌ 暫避觀望,N/A,16.43,299.83,N/A,19.87,千附精密,1.63,20.040691759918616,2026-03,6829.TWO,197.0,-283.4,2025,3.95,147.45,-30.21
📉 獲利侵蝕,❌ 暫避觀望,N/A,-56.82,226.98,N/A,5.3,均豪,0.19,16.003184713375795,2026-03,5443.TWO,100.5,-283.8,2025,2.59,94.2,40.56
📉 獲利侵蝕,⚪ 中性觀察,N/A,-58.82,225.33,N/A,19.79,驊宏資,0.07,11.230769524192306,2026-03,6148.TWO,29.2000007629,-284.15000000000003,2025,1.36,39.00000000000001,-11.69
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,72.41,356.69,N/A,40.66,衛司特,4.5,11.467086834733893,2026-03,6894.TWO,327.5,-284.28,2025,10.99,428.40000000000003,29.29
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,40.0,324.54,N/A,-23.26,藍天,0.61,10.29342687185446,2026-03,2362.TW,43.8499984741,-284.54,2025,2.05,63.9,-31.43
📉 獲利侵蝕,⚪ 中性觀察,N/A,-62.69,222.27,N/A,-13.29,泓德能源,0.25,12.693452835089285,2026-03,6873.TW,85.3000030518,-284.96000000000004,2025,3.59,100.80000000000001,-65.19
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,6.25,291.37,N/A,5.91,新海,0.68,6.962025316455696,2026-03,9926.TW,49.5,-285.12,2025,2.68,106.65,1.52
📉 獲利侵蝕,⚪ 中性觀察,N/A,-102.86,182.49,N/A,-50.97,皇翔,-0.01,4.296674996687979,2026-03,2545.TW,33.5999984741,-285.35,2025,1.92,117.30000000000001,-80.22
🔄 轉虧為盈,❌ 暫避觀望,N/A,79.17,364.8,N/A,23.94,羅昇,0.43,74.62264006990567,2026-03,8374.TW,79.0999984741,-285.63,2025,-0.55,15.899999999999997,-191.67
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,86.52,372.28,N/A,15.94,世紀鋼,2.63,6.257110352673492,2026-03,9958.TW,110.0,-285.76,2025,6.57,263.70000000000005,-2.48
⚠️ 獲利稀釋,⚪ 中性觀察,27.00%,8.57,295.87,17.59%,7.18,中興電,1.94,8.130081300813009,2026-03,1513.TW,160.0,-287.3,2025,8.07,295.2,10.14
⚠️ 獲利稀釋,⚪ 中性觀察,29.13%,13.51,301.45,15.60%,9.65,尼克森,0.84,13.91534418446208,2026-03,3317.TWO,78.9000015259,-287.94,2025,1.66,85.05,-33.33
⚠️ 獲利稀釋,❌ 暫避觀望,31.93%,37.66,326.04,18.37%,31.74,貿聯-KY,11.66,20.8352329716422,2026-03,3665.TW,2285.0,-288.38,2025,46.57,1645.05,98.71
📉 獲利侵蝕,⚪ 中性觀察,28.39%,-60.0,228.62,9.28%,19.95,全宇生技-KY,0.08,6.352459016393444,2026-03,4148.TW,31.0,-288.62,2025,2.28,73.19999999999999,13.43
⚠️ 獲利稀釋,❌ 暫避觀望,30.30%,34.78,324.71,18.03%,1.99,大統新創,0.31,15.2027027027027,2026-03,1470.TW,22.5,-289.92999999999995,2025,0.78,22.200000000000003,-30.97
⚠️ 獲利稀釋,❌ 暫避觀望,N/A,11.56,301.8,N/A,7.87,松川精密,2.22,26.497695852534562,2026-03,7788.TW,230.0,-290.24,2025,3.63,130.2,-51.37
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,16.2,308.39,N/A,13.91,八貫,2.08,7.852675469075748,2026-03,1342.TW,113.0,-292.19,2025,5.62,215.85,-8.97
📉 獲利侵蝕,⚪ 中性觀察,27.73%,-26.58,265.83,10.88%,29.61,竣邦-KY,1.17,4.215246750814648,2026-03,4442.TWO,56.4000015259,-292.40999999999997,2025,5.23,200.70000000000002,52.37
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,18.09,310.78,N/A,11.55,安勤,2.22,9.142346634901727,2026-03,3479.TWO,153.5,-292.69,2025,6.45,251.85,-5.85
📉 獲利侵蝕,⚪ 數據不足,27.13%,-23.53,269.43,-30.10%,-9.87,夏都,-0.21,0.0,2026-03,2722.TW,22.0,-292.96000000000004,2025,-0.49,-19.5,-2550.0
📉 獲利侵蝕,⚪ 中性觀察,N/A,-7.55,285.87,N/A,-1.77,台林,0.5,8.284023668639053,2026-03,5353.TWO,28.0,-293.42,2025,1.38,50.699999999999996,-36.28
📉 獲利侵蝕,⚪ 數據不足,N/A,-22.86,270.61,N/A,-1.12,松崗,-0.43,0.0,2026-03,6240.TWO,18.2000007629,-293.47,2025,-1.15,-60.44999999999999,-428.57
📉 獲利侵蝕,⚪ 中性觀察,N/A,-14.47,280.23,N/A,-5.35,關中,1.36,12.682215743440233,2026-03,8941.TWO,43.5,-294.70000000000005,2025,1.16,51.45,-77.08
📉 獲利侵蝕,⚪ 中性觀察,N/A,-52.56,242.32,N/A,373.32,世紀*,0.37,5.599214145383105,2026-03,5314.TWO,57.0,-294.88,2025,5.56,152.7,-69.48
⚠️ 獲利稀釋,❌ 暫避觀望,N/A,19.35,314.37,N/A,16.61,寶一,0.37,35.275230057706416,2026-03,8222.TW,38.4500007629,-295.02,2025,0.55,16.35,-63.09
📉 獲利侵蝕,⚪ 中性觀察,N/A,-70.52,224.56,N/A,3.44,佳邦,0.51,8.658147289861555,2026-03,6284.TWO,81.3000030518,-295.08,2025,4.36,140.85000000000002,-34.8
📉 獲利侵蝕,⚪ 數據不足,N/A,-175.0,120.26,N/A,-32.24,立凱-KY,-1.43,0.0,2026-03,5227.TWO,40.4000015259,-295.26,2025,0.17,-4.199999999999994,104.91
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,27.64,323.3,N/A,3.01,合機,1.57,3.4100974313551817,2026-03,1618.TW,38.5,-295.66,2025,4.21,169.35,13.48
⚠️ 獲利稀釋,❌ 暫避觀望,18.05%,300.0,596.06,2.96%,23.11,吉茂,0.04,34.51388941875,2026-03,1587.TW,24.8500003815,-296.05999999999995,2025,0.37,10.799999999999999,188.1
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,40.18,336.78,N/A,21.66,鴻呈,1.58,11.31484794275492,2026-03,6913.TWO,126.5,-296.59999999999997,2025,4.34,167.7,-2.92
⚠️ 獲利稀釋,⚪ 中性觀察,19.83%,9.52,307.38,7.42%,-9.29,漢平,0.92,4.555453782117323,2026-03,2488.TW,49.7000007629,-297.86,2025,4.56,163.65,-12.98
📉 獲利侵蝕,⚪ 中性觀察,N/A,-136.07,163.62,N/A,-11.79,立誠,-0.45,14.764267990074444,2026-03,6597.TWO,59.5,-299.69,2025,2.51,60.44999999999999,-48.7
⚠️ 獲利稀釋,⚪ 中性觀察,23.43%,29.6,329.53,12.74%,-7.95,富林-KY,1.62,6.3616559396405234,2026-03,1341.TW,58.4000015259,-299.92999999999995,2025,3.71,137.7,-30.65
📉 獲利侵蝕,⚪ 中性觀察,N/A,-34.37,265.7,N/A,6.42,崧騰,0.63,4.546331899044402,2026-03,3484.TWO,47.0999984741,-300.07,2025,4.27,155.39999999999998,3.41
📉 獲利侵蝕,❌ 暫避觀望,N/A,-22.22,277.89,N/A,-8.96,南良,0.07,59.629631042592585,2026-03,5450.TWO,16.1000003815,-300.11,2025,0.22,4.050000000000001,-80.53
📉 獲利侵蝕,⚪ 中性觀察,N/A,-49.06,251.13,N/A,-8.15,福興,0.54,6.021341463414634,2026-03,9924.TW,39.5,-300.19,2025,3.08,98.39999999999999,-26.71
📉 獲利侵蝕,⚪ 中性觀察,N/A,-14.81,285.59,N/A,2.91,德記,0.46,6.010544949543057,2026-03,5902.TWO,34.2000007629,-300.4,2025,2.24,85.35000000000001,6.16
📉 獲利侵蝕,⚪ 數據不足,23.89%,-59.38,241.39,-8.96%,-18.27,環天科,-0.51,0.0,2026-03,3499.TWO,13.75,-300.77,2025,-1.3,-57.15,-6600.0
⚠️ 獲利稀釋,⚪ 中性觀察,14.11%,73.15,374.3,9.96%,11.63,長榮航太,2.58,13.740458015267176,2026-03,2645.TW,198.0,-301.15,2025,5.46,216.15,11.43
📉 獲利侵蝕,⚪ 數據不足,N/A,-9.76,291.48,N/A,-81.41,全坤建,-0.45,0.0,2026-03,2509.TW,13.0500001907,-301.24,2025,-0.8,-36.75,-480.95
📉 獲利侵蝕,⚪ 中性觀察,N/A,-31.4,269.93,N/A,9.39,大樹,0.83,7.645914248453308,2026-03,6469.TWO,78.5999984741,-301.33,2025,4.01,154.2,-22.33
⚠️ 獲利稀釋,❌ 暫避觀望,N/A,68.75,370.94,N/A,6.1,新門,0.27,29.24757281553398,2026-03,5432.TWO,120.5,-302.19,2025,2.3,61.800000000000004,69.12
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,41.75,344.68,N/A,59.94,崴寶,5.66,10.054670786783932,2026-03,7744.TWO,423.0,-302.93,2025,16.28,631.05,41.2
📉 獲利侵蝕,⚪ 數據不足,N/A,-195.24,108.1,N/A,2.56,邑錡,-0.4,0.0,2026-03,7402.TWO,110.0,-303.34000000000003,2025,0.1,-6.15,-93.2
📉 獲利侵蝕,⚪ 中性觀察,N/A,-20.46,283.01,N/A,5.01,復盛應用,6.96,4.797383245502453,2026-03,6670.TW,264.0,-303.46999999999997,2025,22.45,825.45,-18.94
⚠️ 獲利稀釋,❌ 暫避觀望,32.82%,12.7,316.58,27.31%,2.53,精材,1.42,36.63636363636363,2026-03,3374.TWO,403.0,-303.88,2025,4.99,165.0,-18.86
⚠️ 獲利稀釋,❌ 暫避觀望,23.30%,38.89,342.78,7.20%,3.65,光頡,0.75,21.58986104797235,2026-03,3624.TWO,93.6999969482,-303.89,2025,1.86,65.1,-9.71
📉 獲利侵蝕,⚪ 數據不足,N/A,-150.0,153.95,N/A,-10.48,威力暘-創,-0.05,0.0,2026-03,6988.TW,12.8999996185,-303.95,2025,-1.13,-24.15,-337.5
📉 獲利侵蝕,⚪ 中性觀察,18.31%,-61.07,243.32,3.31%,-6.64,巧新,0.6,12.788259958071277,2026-03,1563.TW,61.0,-304.39,2025,1.42,71.55000000000001,-56.6
🔄 轉虧為盈,⚪ 數據不足,20.78%,-97.44,207.42,-7.17%,-17.79,敦泰,0.02,0.0,2026-03,3545.TW,49.4000015259,-304.86,2025,-4.64,-28.650000000000006,-270.99
📉 獲利侵蝕,⚪ 數據不足,N/A,-141.61,163.56,N/A,-12.03,寶綠特-KY,-0.62,0.0,2026-03,6887.TW,0.0,-305.17,2025,4.58,0.0,-40.21
⚠️ 獲利稀釋,⚪ 中性觀察,25.97%,14.29,319.74,19.26%,11.55,台星科,1.76,12.376613515565678,2026-03,3265.TWO,163.0,-305.45,2025,5.48,197.55,-12.04
📉 獲利侵蝕,⚪ 數據不足,22.41%,-53.33,253.31,9.68%,12.09,興采,0.14,0.0,2026-03,4433.TWO,19.6499996185,-306.64,2025,1.06,-13.649999999999997,46.48
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,3.33,310.34,N/A,2.6,力泰,2.48,3.221528801641966,2026-03,5520.TWO,82.5999984741,-307.01,2025,9.97,384.6,10.9
📉 獲利侵蝕,❌ 暫避觀望,37.30%,-63.79,244.27,24.28%,9.26,國巨*,3.9,15.768010874490258,2026-03,2327.TW,696.0,-308.06,2025,11.51,662.1,-69.45
📉 獲利侵蝕,⚪ 中性觀察,23.91%,0.0,308.22,2.92%,20.59,華晶科,0.26,13.155340299644013,2026-03,3059.TW,40.6500015259,-308.22,2025,1.24,46.349999999999994,18.27
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,164.0,473.15,N/A,12.89,精誠,2.64,7.301916105644743,2026-03,6214.TW,141.0,-309.15,2025,7.91,289.65000000000003,9.74
⚠️ 獲利稀釋,⚪ 中性觀察,25.14%,7.14,317.56,8.89%,0.46,眾福科,0.6,6.862123492408875,2026-03,3168.TW,43.2999992371,-310.42,2025,2.61,94.65,-6.99
📉 獲利侵蝕,⚪ 中性觀察,N/A,-55.13,255.86,N/A,2.45,晉泰,0.35,3.4894992538772214,2026-03,6221.TWO,21.6000003815,-310.99,2025,2.35,92.85,-33.33
⚠️ 獲利稀釋,⚪ 中性觀察,23.19%,33.33,345.16,4.10%,-3.8,佳格,0.52,8.700906113927493,2026-03,1227.TW,28.7999992371,-311.83000000000004,2025,1.33,49.65,-30.16
⚠️ 獲利稀釋,❌ 暫避觀望,N/A,70.0,381.92,N/A,8.9,信昌電,1.19,24.36750998668442,2026-03,6173.TWO,183.0,-311.92,2025,3.26,112.64999999999999,11.72
📉 獲利侵蝕,❌ 暫避觀望,N/A,-211.63,101.24,N/A,-1.9,弘凱,-0.48,36.011235097865175,2026-03,5244.TW,32.0499992371,-312.87,2025,0.51,13.35,-79.59
⚠️ 獲利稀釋,⚪ 數據不足,30.65%,41.38,356.44,-1.86%,195.34,上曜,-0.19,0.0,2026-03,1316.TW,10.1999998093,-315.06,2025,-0.52,-30.449999999999996,35.21
⚠️ 獲利稀釋,⚪ 中性觀察,15.14%,29.03,344.16,0.74%,25.19,六方科-KY,3.22,13.925729442970821,2026-03,4569.TW,157.5,-315.13,2025,4.13,169.65,-47.66
📉 獲利侵蝕,❌ 暫避觀望,N/A,-12.2,303.58,N/A,-4.08,惠光,0.36,26.650486177572816,2026-03,6508.TWO,27.4500007629,-315.78,2025,0.27,15.450000000000001,-74.77
⚠️ 獲利稀釋,⚪ 中性觀察,22.84%,26.67,343.04,6.75%,-5.68,正新,0.57,7.74193567317618,2026-03,2105.TW,31.2000007629,-316.37,2025,1.5,60.44999999999999,-39.27
🔄 轉虧為盈,⚪ 數據不足,21.48%,22.22,338.66,-2.51%,-9.81,艾笛森,0.12,0.0,2026-03,3591.TW,0.0,-316.44000000000005,2025,-0.34,0.0,-132.32
📉 獲利侵蝕,⚪ 中性觀察,N/A,-24.19,293.89,N/A,-10.14,榮剛,0.5,6.81999969482,2026-03,5009.TWO,34.0999984741,-318.08,2025,2.2,75.0,-50.0
📉 獲利侵蝕,⚪ 中性觀察,N/A,-75.79,242.64,N/A,-14.3,永道-KY,0.61,12.658959537572255,2026-03,6863.TW,109.5,-318.43,2025,3.0,129.75,-73.47
📉 獲利侵蝕,⚪ 數據不足,N/A,-5.26,313.28,N/A,-1.12,光麗-KY,-0.4,0.0,2026-03,6431.TW,17.3500003815,-318.53999999999996,2025,-2.07,-73.94999999999999,17.15
📉 獲利侵蝕,⚪ 數據不足,N/A,-150.0,168.9,N/A,79.86,成信實業*-創,-0.05,0.0,2026-03,6969.TW,35.0499992371,-318.9,2025,-0.09,-9.3,95.65
📉 獲利侵蝕,⚪ 數據不足,N/A,-244.44,74.47,N/A,13.75,共信-KY,-0.32,0.0,2026-03,6617.TWO,89.6999969482,-318.90999999999997,2025,-0.92,-30.450000000000003,-38.46
⚠️ 獲利稀釋,⚪ 數據不足,N/A,44.9,364.7,N/A,-14.66,雷笛克光學,-0.28,0.0,2026-03,5230.TWO,18.3500003815,-319.8,2025,-1.35,-60.6,-338.6
📉 獲利侵蝕,⚪ 數據不足,N/A,-48.98,271.71,N/A,-4.99,華祺,0.25,0.0,2026-03,5015.TWO,21.4500007629,-320.69,2025,0.06,-13.799999999999999,-97.61
📉 獲利侵蝕,⚪ 中性觀察,23.64%,-6.49,314.69,9.15%,-6.24,信邦,3.6,9.038290293855745,2026-03,3023.TW,304.5,-321.18,2025,13.02,505.34999999999997,-11.43
⚠️ 獲利稀釋,⚪ 中性觀察,28.44%,13.18,334.59,14.20%,20.3,臺慶科,2.51,8.256172839506174,2026-03,3357.TWO,214.0,-321.40999999999997,2025,10.26,388.79999999999995,30.29
⚠️ 獲利稀釋,❌ 暫避觀望,33.66%,89.33,411.46,24.30%,54.05,金像電,6.87,20.00850520944078,2026-03,2368.TW,941.0,-322.13,2025,19.47,705.45,64.8
📉 獲利侵蝕,⚪ 中性觀察,20.87%,-30.61,292.45,0.16%,-16.5,全台,0.37,8.035019306809337,2026-03,3038.TW,20.6499996185,-323.06,2025,1.1,38.550000000000004,-50.0
📉 獲利侵蝕,❌ 暫避觀望,19.95%,-7.41,316.3,4.03%,-22.51,健椿,0.25,28.091602471068704,2026-03,4561.TWO,36.7999992371,-323.71000000000004,2025,0.66,19.650000000000002,-79.88
📉 獲利侵蝕,⚪ 中性觀察,21.08%,-66.67,257.7,5.11%,-7.71,信錦,0.35,8.085351611776241,2026-03,1582.TW,70.0999984741,-324.37,2025,3.45,130.05,-51.27
⚠️ 獲利稀釋,⚪ 中性觀察,25.38%,41.67,366.19,12.75%,3.4,錩新,0.35,8.125000179929245,2026-03,2415.TW,34.4500007629,-324.52,2025,1.81,63.6,58.77
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,18.52,345.97,N/A,1.69,大台北,0.33,6.7633409787703025,2026-03,9908.TW,29.1499996185,-327.45000000000005,2025,1.72,64.64999999999999,0.6
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,5.8,333.31,N/A,-7.67,昇佳電子,2.19,11.121437422552663,2026-03,6732.TWO,179.5,-327.51,2025,6.22,242.10000000000002,-43.71
📉 獲利侵蝕,⚪ 中性觀察,25.36%,-18.28,310.12,-1.87%,14.61,友通,0.76,7.947019867549668,2026-03,2397.TW,60.0,-328.4,2025,2.49,113.25000000000001,-28.03
⚠️ 獲利稀釋,⚪ 中性觀察,25.76%,2.67,331.39,10.08%,-3.38,怡利電,0.8,10.057142711828572,2026-03,2497.TW,52.7999992371,-328.71999999999997,2025,2.37,78.75,-21.36
⚠️ 獲利稀釋,⚪ 中性觀察,24.39%,1.12,330.21,4.56%,7.21,凌群,0.9,6.7662335680649335,2026-03,2453.TW,52.0999984741,-329.09,2025,3.12,115.50000000000001,1.96
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,66.67,397.14,N/A,5.45,汎瑋材料,1.07,8.040468583599573,2026-03,6967.TWO,75.5,-330.46999999999997,2025,4.02,140.85000000000002,26.43
⚠️ 獲利稀釋,❌ 暫避觀望,14.91%,747.83,1078.36,8.56%,51.17,康普,1.51,24.693876661282797,2026-03,4739.TW,84.6999969482,-330.52999999999986,2025,1.56,51.45,9.15
⚠️ 獲利稀釋,❌ 暫避觀望,N/A,116.67,447.51,N/A,4.4,鉅橡,0.52,18.94039760360927,2026-03,8074.TWO,57.2000007629,-330.84,2025,1.35,45.3,15.38
⚠️ 獲利稀釋,❌ 暫避觀望,31.94%,175.0,506.19,14.09%,6.6,晶相光,0.44,24.556962347215187,2026-03,3530.TW,58.2000007629,-331.19,2025,1.74,35.550000000000004,230.83
📉 獲利侵蝕,⚪ 數據不足,N/A,-206.25,125.31,N/A,-71.56,尚茂,-0.49,0.0,2026-03,8291.TWO,43.9000015259,-331.56,2025,-1.95,-75.75,-78.9
📉 獲利侵蝕,⚪ 中性觀察,N/A,-7.53,324.12,N/A,5.64,久元,0.85,9.350935093509351,2026-03,6261.TWO,85.0,-331.65,2025,4.23,136.35,4.19
⚠️ 獲利稀釋,❌ 暫避觀望,26.27%,7.25,339.67,15.45%,22.86,新盛力,1.48,30.28571428571429,2026-03,4931.TWO,212.0,-332.42,2025,3.13,104.99999999999999,26.02
⚠️ 獲利稀釋,⚪ 中性觀察,22.79%,56.0,389.13,8.66%,-14.65,新纖,0.39,8.71794843849817,2026-03,1409.TW,23.7999992371,-333.13,2025,1.19,40.95,13.33
📉 獲利侵蝕,❌ 暫避觀望,34.00%,-200.0,133.35,-5.47%,-3.61,健亞,-0.09,89.000002543,2026-03,4130.TWO,26.7000007629,-333.35,2025,0.1,4.500000000000001,-56.52
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,85.11,418.94,N/A,-4.56,科嘉-KY,0.87,9.28400991071599,2026-03,5215.TW,38.9000015259,-333.83,2025,2.04,62.85000000000001,-45.45
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,56.17,390.31,N/A,25.24,大中,3.67,12.839614373356705,2026-03,6435.TWO,293.0,-334.14,2025,9.52,342.3,56.88
🔄 轉虧為盈,⚪ 數據不足,N/A,123.61,458.27,N/A,-16.91,易發,0.17,0.0,2026-03,6425.TWO,59.5999984741,-334.65999999999997,2025,-1.61,-90.45,-348.39
📉 獲利侵蝕,⚪ 數據不足,22.74%,-15.38,320.5,4.80%,-18.09,先益,0.33,0.0,2026-03,3531.TWO,22.7999992371,-335.88,2025,0.3,-10.5,-77.78
📉 獲利侵蝕,⚪ 中性觀察,N/A,-14.75,321.35,N/A,7.48,嘉彰,0.52,5.883758083264332,2026-03,4942.TW,36.9500007629,-336.1,2025,3.06,94.19999999999999,-26.62
📉 獲利侵蝕,❌ 暫避觀望,N/A,-177.19,158.96,N/A,5.19,新漢,-0.44,95.14705433558824,2026-03,8234.TWO,64.6999969482,-336.15,2025,0.39,10.2,-35.0
⚠️ 獲利稀釋,⚪ 數據不足,N/A,42.5,378.91,N/A,-3.8,正能量智能,-0.23,0.0,2026-03,5348.TWO,16.5499992371,-336.41,2025,-1.49,-53.4,-109.86
📉 獲利侵蝕,⚪ 中性觀察,N/A,-17.96,319.83,N/A,-3.48,弘帆,1.37,13.730964079720811,2026-03,8433.TWO,54.0999984741,-337.78999999999996,2025,3.17,59.1,-67.55
⚠️ 獲利稀釋,❌ 暫避觀望,N/A,105.83,443.87,N/A,15.29,睿生光電,2.12,20.81712062256809,2026-03,6861.TW,214.0,-338.04,2025,3.84,154.20000000000002,4.08
🔄 轉虧為盈,⚪ 數據不足,19.66%,102.44,440.91,-2.95%,-12.11,程泰,0.18,0.0,2026-03,1583.TW,48.7999992371,-338.47,2025,-4.83,-285.45000000000005,-142.57
🔄 轉虧為盈,⚪ 數據不足,N/A,85.0,423.64,N/A,123.75,欣普羅,0.37,0.0,2026-03,6560.TWO,33.3499984741,-338.64,2025,-0.16,-28.5,50.0
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,14.08,353.67,N/A,14.03,捷敏-KY,1.62,10.340041637751563,2026-03,6525.TW,149.0,-339.59000000000003,2025,5.88,216.14999999999998,14.17
📉 獲利侵蝕,⚪ 中性觀察,23.29%,-7.41,332.58,6.47%,6.99,東元,0.51,10.960912549153095,2026-03,1504.TW,67.3000030518,-339.99,2025,2.42,92.10000000000001,-18.15
📉 獲利侵蝕,⚪ 中性觀察,N/A,-35.29,305.41,N/A,-5.34,美隆電,0.11,4.8963133640553,2026-03,2477.TW,21.25,-340.70000000000005,2025,1.68,65.1,12.0
⚠️ 獲利稀釋,⚪ 數據不足,1.76%,9.68,350.73,-18.26%,8.23,永昕,-0.56,0.0,2026-03,4726.TWO,24.7000007629,-341.05,2025,-2.17,-88.94999999999999,4.42
📉 獲利侵蝕,❌ 暫避觀望,N/A,-28.57,312.59,N/A,17.58,力麒,0.05,25.41935520774193,2026-03,5512.TWO,7.8800001144,-341.15999999999997,2025,0.16,4.65,-11.76
📉 獲利侵蝕,⚪ 中性觀察,N/A,-37.7,304.12,N/A,-4.71,寶成,0.76,2.515560165975104,2026-03,9904.TW,24.25,-341.82,2025,4.1,144.6,-24.63
🌑 雙重衰退,⚪ 數據不足,N/A,-351.06,-9.15,N/A,20.34,M31,-1.18,0.0,2026-03,6643.TWO,420.0,-341.91,2025,1.69,-10.35,-44.41
⚠️ 獲利稀釋,⚪ 中性觀察,22.90%,39.09,381.09,16.53%,-0.31,長榮航,1.53,3.3649092647528827,2026-03,2618.TW,40.8499984741,-342.0,2025,4.84,182.10000000000002,-9.87
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,1.37,343.52,N/A,-1.38,立敦,0.74,13.192132669924357,2026-03,6175.TWO,87.1999969482,-342.15,2025,2.68,99.14999999999999,-14.74
⚠️ 獲利稀釋,⚪ 數據不足,32.99%,7.55,349.82,19.39%,12.66,鉅祥,1.14,0.0,2026-03,2476.TW,0.0,-342.27,2025,4.36,0.0,-15.98
⚠️ 獲利稀釋,⚪ 中性觀察,23.42%,59.41,402.3,-5.65%,-3.39,中環,-0.41,9.814815168055555,2026-03,2323.TW,10.6000003815,-342.89,2025,1.58,16.200000000000003,685.19
🔄 轉虧為盈,⚪ 數據不足,17.63%,28.57,372.19,-5.18%,-7.34,永光,0.09,0.0,2026-03,1711.TW,37.6500015259,-343.62,2025,-0.21,-5.3999999999999995,-147.73
📉 獲利侵蝕,⚪ 中性觀察,N/A,-3.43,340.36,N/A,1.65,宏全,2.25,5.508474576271186,2026-03,9939.TW,130.0,-343.79,2025,9.1,354.0,-5.01
📉 獲利侵蝕,⚪ 中性觀察,30.92%,-7.69,337.45,12.50%,20.51,湧德,2.04,5.795574288724974,2026-03,3689.TWO,110.0,-345.14,2025,7.55,284.7,19.61
⚠️ 獲利稀釋,⚪ 數據不足,N/A,63.83,409.09,N/A,-2.06,普誠,-0.17,0.0,2026-03,6129.TWO,15.1499996185,-345.26,2025,-1.09,-44.85,-9.0
📉 獲利侵蝕,⚪ 中性觀察,22.24%,-8.18,338.45,10.72%,-9.17,三福化,1.01,14.578454332552695,2026-03,4755.TW,124.5,-346.63,2025,3.7,128.1,-9.76
📉 獲利侵蝕,❌ 暫避觀望,N/A,-53.16,293.55,N/A,-31.16,榮田,0.37,17.40476154145238,2026-03,7709.TWO,73.0999984741,-346.71000000000004,2025,2.48,63.0,-52.99
