
📅 投資日報表: 2026-07-23
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 249.00   | 259.00   | 248.00   | 251.50   | 66,051,511   | 241.21      | 2000     | ▲20,580   |   +4.27%
4142     | 國光生        | 17.05    | 17.15    | 17.05    | 17.05    | 761,000      | 25.32       | 1000     | ▼8,270    |  -32.66%
0050     | 元大台灣50     | 100.00   | 102.50   | 99.85    | 102.50   | 91,004,977   | 46.60       | 16000    | ▲894,400  | +119.96%
0056     | 元大高股息      | 49.41    | 49.70    | 48.71    | 49.55    | 56,449,836   | 36.43       | 4000     | ▲52,480   |  +36.01%
00635U   | 期元大S&P黃金   | 41.88    | 42.26    | 41.85    | 42.26    | 1,440,004    | 55.25       | 3000     | ▼38,970   |  -23.51%
00738U   | 期元大道瓊白銀    | 45.84    | 46.69    | 45.71    | 46.69    | 2,258,625    | 66.26       | 1000     | ▼19,570   |  -29.54%
00929    | 復華台灣科技優息   | 27.87    | 28.28    | 27.86    | 28.27    | 22,416,876   | 19.73       | 8000     | ▲68,320   |  +43.28%
009816   | 凱基台灣TOP50  | 14.33    | 14.76    | 14.33    | 14.76    | 126,274,389  | 11.01       | 63000    | ▲236,250  |  +34.06%
00990A   | 主動元大AI新經濟  | 15.91    | 16.43    | 15.88    | 16.43    | 25,913,820   | 11.48       | 5000     | ▲24,750   |  +43.12%
2009     | 第一銅        | 37.80    | 38.55    | 37.75    | 37.85    | 1,293,021    | 50.56       | 4000     | ▼50,840   |  -25.14%
2337     | 旺宏         | 129.50   | 135.00   | 129.50   | 135.00   | 54,359,175   | 95.28       | 2000     | ▲79,440   |  +41.69%
2409     | 友達         | 26.15    | 26.80    | 25.80    | 25.80    | 171,975,984  | 16.21       | 2000     | ▲19,180   |  +59.16%
3481     | 群創         | 51.50    | 54.10    | 51.50    | 52.50    | 287,579,960  | 25.10       | 4000     | ▲109,600  | +109.16%
3105     | 穩懋         | 360.00   | 373.00   | 356.00   | 359.00   | 15,154,758   | 556.47      | 300      | ▼59,241   |  -35.49%
4966     | 譜瑞-KY      | 593.00   | 618.00   | 593.00   | 612.00   | 621,253      | 1921.64     | 1000     | ▼1,309,640 |  -68.15%
2327     | 國巨*        | 713.00   | 730.00   | 676.00   | 703.00   | 66,797,739   | 1030.00     | 1        | ▼327      |  -31.75%
00403A   | 主動統一升級50   | 9.41     | 9.76     | 9.41     | 9.75     | 222,361,743  | 10.68       | 26000    | ▼24,180   |   -8.71%
00981A   | 主動統一台股增長   | 26.32    | 27.72    | 26.32    | 27.72    | 198,267,347  | 27.48       | 2000     | ▲480      |   +0.87%
2330     | 台積電        | 2440.00  | 2445.00  | 2385.00  | 2400.00  | 28,887,275   | 225.55      | 10       | ▲21,744   | +964.07%
6789     | 采鈺         | 498.00   | 504.00   | 488.50   | 492.00   | 1,576,868    | 593.50      | 400      | ▼40,600   |  -17.10%
6849     | 奇鼎科技       | 156.50   | 163.50   | 153.00   | 153.50   | 137,922      | 266.40      | 280      | ▼31,612   |  -42.38%
7853     | 政美應用       | 325.00   | 351.50   | 324.50   | 341.00   | 331,832      | 409.29      | 280      | ▼19,121   |  -16.68%
3576     | 聯合再生       | 19.55    | 20.80    | 19.30    | 19.45    | 68,442,356   | 18.15       | 5000     | ▲6,500    |   +7.16%
1721     | 三晃         | 21.15    | 21.55    | 20.90    | 21.05    | 703,002      | 27.88       | 3000     | ▼20,500   |  -24.51%
8215     | 明基材        | 24.85    | 25.45    | 24.85    | 25.10    | 455,407      | 31.60       | 200      | ▼1,300    |  -20.57%
00405A   | 主動富邦台灣龍耀   | 7.69     | 8.02     | 7.68     | 8.00     | 71,299,488   | 9.34        | 11000    | ▼14,740   |  -14.35%
5498     | 凱崴         | 48.70    | 50.50    | 48.00    | 49.65    | 1,956,300    | 69.61       | 188      | ▼3,752    |  -28.67%
1301     | 台塑         | 63.10    | 66.50    | 63.10    | 63.50    | 61,149,326   | 50.50       | 100      | ▲1,300    |  +25.74%
6498     | 久禾光        | 81.00    | 82.50    | 80.50    | 81.90    | 43,000       | 67.30       | 12       | ▲175      |  +21.69%
009821   | 野村稀土關鍵資源   | 12.58    | 12.65    | 12.46    | 12.61    | 7,339,312    | 17.30       | 12000    | ▼56,280   |  -27.11%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,426,664    📊 未實現損益:        -163,744 (  -2.55%)
