     Stock       Name  Score    Close                                   BuyReason
   2467.TW         志聖    8.0   353.00 外資買1834張 | ADX轉強 | 【EPS連2成長 | 營收爆發(124.1%)】
   2353.TW        宏��    8.0    27.10 外資買2951張 | ADX轉強 | 【EPS連2成長 | 營收爆發(39.83%)】
   2455.TW         全新    8.0   239.00 外資買3602張 | ADX轉強 | 【EPS連2成長 | 營收爆發(30.26%)】
   3036.TW         文曄    7.5   185.00   外資買3027張 | ADX轉強 | 【營收爆發(151.67%) | 董監加碼】
   2451.TW         創見    7.0   218.50 外資買1384張 | 【EPS連2成長 | 營收爆發(440.61%) | 董監加碼】
   2897.TW       王道銀行    6.5     9.84           外資買1360張 | ADX轉強 | 【營收爆發(55.65%)】
   2406.TW         國碩    6.5    36.35          外資買2674張 | ADX轉強 | 【營收爆發(188.65%)】
   9945.TW        潤泰新    6.5    29.85           外資買3394張 | ADX轉強 | 【營收爆發(58.08%)】
   3535.TW        晶彩科    6.5   140.00         外資買1388張 | ADX轉強 | 【營收爆發(9477.22%)】
  6274.TWO         台燿    6.5   540.00           外資買3118張 | ADX轉強 | 【營收爆發(74.82%)】
   2382.TW         廣達    6.5   301.00          外資買27139張 | ADX轉強 | 【營收爆發(61.92%)】
  6217.TWO        中探針    6.5   103.00           外資買3650張 | ADX轉強 | 【營收爆發(55.74%)】
   3006.TW        晶豪科    6.0   170.00        外資買8006張 | 【EPS連2成長 | 營收爆發(129.42%)】
   2317.TW         鴻海    6.0   239.00        外資買12905張 | 【EPS連2成長 | 營收爆發(35.53%)】
   8028.TW      昇陽半導體    6.0   183.00                外資買2344張 | ADX轉強 | 【EPS連2成長】
  5289.TWO         宜鼎    6.0   856.00        外資買1662張 | 【EPS連2成長 | 營收爆發(307.11%)】
  5498.TWO         凱崴    6.0    64.90         外資買1838張 | 【EPS連2成長 | 營收爆發(54.92%)】
   2344.TW        華邦電    6.0   124.50        外資買22448張 | 【EPS連2成長 | 營收爆發(94.16%)】
  4806.TWO       桂田文創    5.5    12.10           ADX轉強 | 【EPS連2成長 | 營收爆發(203.86%)】
   2542.TW        興富發    5.5    37.55          ADX轉強 | 【EPS連2成長 | 營收爆發(2480.63%)】
   2548.TW         華固    5.5   114.50         外資買1442張 | 【營收爆發(34609.57%) | 董監加碼】
   2855.TW        統一證    5.5    30.95           ADX轉強 | 【EPS連2成長 | 營收爆發(373.49%)】
   6005.TW        群益證    5.5    30.70           ADX轉強 | 【EPS連2成長 | 營收爆發(129.99%)】
