日期,代碼,名稱,收盤價,漲跌幅%,成交量(張),MJ狀態,J線值,MACD柱狀體
2026-04-01,2009.TW,第一銅,40.85,2.9,1363,🔥 MJ強勢攻擊,31.94,0.15
2026-04-01,2317.TW,鴻海,197.0,5.07,45046,🚀 MJ低檔反彈,36.14,-0.32
2026-04-01,3481.TW,群創,25.05,5.03,328220,🚀 MJ低檔反彈,22.44,-0.49
2026-04-01,2337.TW,旺宏,127.0,9.96,15660,💧 築底觀察,-2.46,-6.32
2026-04-01,2327.TW,國巨*,251.5,3.29,11937,💧 築底觀察,7.25,-2.42
2026-04-01,2352.TW,佳世達,23.3,2.42,3558,💧 築底觀察,8.62,-0.11
2026-04-01,3702.TW,大聯大,89.9,2.16,15912,💧 築底觀察,3.64,-1.99
2026-04-01,00929.TW,復華台灣科技優息,19.0,2.1,19959,💧 築底觀察,6.74,-0.17
2026-04-01,6188.TWO,廣明,88.4,2.08,575,💧 築底觀察,4.35,-0.87
2026-04-01,4966.TWO,譜瑞-KY,482.0,1.26,741,💧 築底觀察,3.71,-3.23
