prev_eps_yoy,gm,om,prev_rev_yoy,expansion,name,prev_year,est_price,eps,prev_eps,eps_yoy,advice,date,status,pe,price,symbol,rev_yoy
34.17,21.56%,5.55%,84.93,-107.1,佳穎,2025,136.35,0.34,3.39,-84.96,⚪ 中性觀察,2026-03,📉 獲利侵蝕,7.392738938195819,67.1999969482,3310.TWO,22.14
24.77,N/A,N/A,30.53,-107.41000000000003,聯策,2025,55.04999999999999,1.63,1.38,328.95,❌ 暫避觀望,2026-03,⚠️ 獲利稀釋,38.96457765667576,143.0,6658.TW,436.36
-47.64,N/A,N/A,-0.53,-107.52,喬福,2025,31.5,0.32,1.11,-36.0,⚪ 中性觀察,2026-03,📉 獲利侵蝕,9.428571065285714,19.7999992371,1540.TW,71.52
-35.61,75.32%,19.86%,0.37,-107.71000000000001,科妍,2025,67.2,0.29,2.24,-63.29,⚪ 中性觀察,2026-03,🏰 高護城河,11.049107142857142,49.5,1786.TW,44.42
12.8,49.95%,28.69%,19.44,-109.0,優群,2025,453.6,2.82,12.69,-4.73,⚪ 中性觀察,2026-03,📉 獲利侵蝕,4.662698412698412,141.0,3217.TWO,104.27
-26.31,N/A,N/A,27.91,-109.34,印能科技,2025,1336.05,14.68,33.5,43.77,❌ 暫避觀望,2026-03,⚠️ 獲利稀釋,41.42809026608286,3690.0,7734.TWO,153.11
0.0,N/A,N/A,19.26,-109.71,虎門科技,2025,168.75,1.64,4.16,78.26,⚪ 中性觀察,2026-03,⚠️ 獲利稀釋,9.022222222222222,101.5,6791.TWO,187.97
-14.62,30.43%,-23.61%,-15.0,-109.91999999999999,欣大健康,2025,-74.55000000000001,-0.39,-1.96,-14.71,⚪ 數據不足,2026-03,📉 獲利侵蝕,0.0,40.3499984741,4198.TWO,95.21
0.9,51.63%,21.47%,4.37,-110.06,大車隊,2025,333.29999999999995,2.36,9.01,9.77,⚪ 中性觀察,2026-03,🏰 高護城河,6.615661566156616,147.0,2640.TWO,119.83
51.69,44.03%,18.21%,-15.61,-110.48,璟德,2025,391.95000000000005,1.39,9.42,-4.79,⚪ 中性觀察,2026-03,📉 獲利侵蝕,8.70646766169154,227.5,3152.TWO,105.69
-8.36,N/A,N/A,35.45,-110.68,伯特光,2025,100.35000000000001,1.01,2.86,-46.56,⚪ 中性觀察,2026-03,📉 獲利侵蝕,14.828101188071747,99.1999969482,6859.TWO,64.12
-4.02,48.08%,8.88%,8.21,-111.19,瑞昱,2025,1165.6499999999999,8.44,28.77,-9.48,⚪ 中性觀察,2026-03,📉 獲利侵蝕,9.059323124437011,704.0,2379.TW,101.71
1.74,43.22%,38.82%,2.75,-111.27,台灣高鐵,2025,45.75000000000001,0.37,1.17,12.12,⚪ 中性觀察,2026-03,⚠️ 獲利稀釋,8.491803153606558,25.8999996185,2633.TW,123.39
-49.5,33.67%,15.38%,-0.63,-111.60000000000001,力特,2025,34.5,0.45,1.01,2.33,⚪ 中性觀察,2026-03,⚠️ 獲利稀釋,9.347826086956523,21.5,3051.TW,113.93
-80.85,N/A,N/A,-74.75,-112.39,永信建,2025,119.39999999999999,0.87,3.07,-35.56,⚪ 中性觀察,2026-03,📉 獲利侵蝕,6.36934682951005,50.7000007629,5508.TWO,76.83
-15.13,51.18%,30.40%,1.32,-112.84,台灣精銳,2025,438.9,3.56,12.0,-14.42,❌ 暫避觀望,2026-03,🏰 高護城河,16.67805878332194,488.0,4583.TW,98.42
23.44,N/A,N/A,15.91,-112.86,凌網,2025,122.09999999999998,0.54,4.74,12.5,⚪ 中性觀察,2026-03,⚠️ 獲利稀釋,5.737100830823096,46.7000007629,5212.TWO,125.36
-116.36,N/A,N/A,-98.98,-113.7,豐謙,2025,-3.9000000000000004,-0.04,-0.09,-100.0,⚪ 數據不足,2026-03,📉 獲利侵蝕,0.0,30.3999996185,5523.TWO,13.7
5.64,48.09%,32.41%,22.33,-113.8,凡甲,2025,633.6,4.7,16.97,14.99,⚪ 中性觀察,2026-03,⚠️ 獲利稀釋,7.196969696969696,304.0,3526.TWO,128.79
24.55,N/A,N/A,1.91,-113.94999999999999,雅特力-KY,2025,0.0,1.16,2.08,289.29,⚪ 數據不足,2026-03,⚠️ 獲利稀釋,0.0,176.0,6907.TWO,403.24
44.26,N/A,N/A,30.15,-114.82000000000001,東聯互動,2025,545.5500000000001,2.8,14.61,2.94,⚪ 中性觀察,2026-03,⚠️ 獲利稀釋,4.564201264778663,166.0,7738.TWO,117.76
-48.04,N/A,N/A,-3.05,-114.91999999999999,伯鑫,2025,183.6,1.83,5.44,50.0,⚪ 中性觀察,2026-03,⚠️ 獲利稀釋,9.681372549019608,118.5,6904.TWO,164.92
-207.69,38.23%,-18.85%,10.12,-115.12,李洲,2025,-67.35000000000001,0.52,-1.4,154.74,⚪ 數據不足,2026-03,🔄 轉虧為盈,0.0,20.25,3066.TWO,269.86
-28.5,58.30%,5.98%,-16.33,-115.60000000000001,潤泰全,2025,339.15,2.59,9.29,-18.06,⚪ 中性觀察,2026-03,🏰 高護城河,2.321981424148607,52.5,2915.TW,97.54
0.0,N/A,N/A,4.11,-116.14000000000001,景岳,2025,17.700000000000003,0.05,0.66,-73.68,⚪ 中性觀察,2026-03,📉 獲利侵蝕,13.771186440677964,16.25,3164.TW,42.46
2.75,47.07%,7.36%,5.21,-117.19999999999999,王品,2025,614.25,5.04,16.02,14.09,⚪ 中性觀察,2026-03,⚠️ 獲利稀釋,5.5677655677655675,228.0,2727.TW,131.29
-38.61,56.51%,-0.97%,1.19,-117.75,訊聯,2025,37.8,0.25,1.02,-17.86,❌ 暫避觀望,2026-03,🏰 高護城河,22.936507633769843,57.7999992371,1784.TWO,99.89
-11.08,N/A,N/A,3.26,-118.16000000000001,晶碩,2025,789.0,6.06,20.87,-3.51,⚪ 中性觀察,2026-03,📉 獲利侵蝕,6.768060836501901,356.0,6491.TW,114.65
20.95,N/A,N/A,16.33,-119.32,叡揚,2025,262.2,1.39,7.41,0.0,⚪ 中性觀察,2026-03,📉 獲利侵蝕,5.491990846681922,96.0,6752.TWO,119.32
-1.14,46.13%,14.55%,12.32,-119.82,聯發科,2025,2535.1499999999996,15.17,66.16,-17.75,❌ 暫避觀望,2026-03,📉 獲利侵蝕,23.134725755872434,3910.0,2454.TW,102.07
66.87,N/A,N/A,27.6,-119.94,創惟,2025,230.1,1.34,5.62,-42.98,⚪ 中性觀察,2026-03,📉 獲利侵蝕,6.023468156838331,92.4000015259,6104.TWO,76.96
58.93,N/A,N/A,30.1,-120.44,德鴻,2025,72.30000000000001,0.27,2.0,-15.62,⚪ 中性觀察,2026-03,📉 獲利侵蝕,5.062240584751037,24.3999996185,6910.TWO,104.82
35.27,41.62%,-45.63%,-45.74,-120.76,華軒,2025,-137.1,-1.32,-3.19,-120.75,⚪ 數據不足,2026-03,📉 獲利侵蝕,0.0,33.6500015259,2740.TWO,0.01
18.9,N/A,N/A,16.68,-121.67,創威,2025,72.30000000000001,0.65,1.95,41.3,⚪ 中性觀察,2026-03,⚠️ 獲利稀釋,14.502075005373442,69.9000015259,6530.TWO,162.97
-55.26,N/A,N/A,28.45,-121.88,嘉雨思-創,2025,7.649999999999999,-0.27,0.35,-175.0,❌ 暫避觀望,2026-03,🌑 雙重衰退,119.01960933901962,60.7000007629,6921.TW,-53.12
60.48,N/A,N/A,62.42,-121.99000000000001,竑騰,2025,748.35,7.0,20.5,74.56,❌ 暫避觀望,2026-03,⚠️ 獲利稀釋,24.954900781719783,1245.0,7751.TWO,196.55
-87.49,N/A,N/A,-34.5,-122.89,倉和,2025,74.55,0.9,1.15,-12.87,❌ 暫避觀望,2026-03,📉 獲利侵蝕,27.16297786720322,135.0,6538.TWO,110.02
-12.45,N/A,N/A,-4.66,-123.75,裕融,2025,288.15000000000003,1.82,7.68,-7.91,⚪ 中性觀察,2026-03,📉 獲利侵蝕,4.263404556267568,81.9000015259,9941.TW,115.84
-23.57,N/A,N/A,-29.66,-124.1,長虹,2025,140.85000000000002,0.19,6.0,-79.31,⚪ 中性觀察,2026-03,📉 獲利侵蝕,8.264110593620874,77.5999984741,5534.TW,44.79
-10.33,N/A,N/A,7.33,-124.7,常廣,2025,78.89999999999999,0.44,2.14,-18.52,⚪ 中性觀察,2026-03,📉 獲利侵蝕,6.7300383129087455,35.4000015259,6730.TWO,106.18
-10.32,49.30%,35.64%,-2.6,-124.86,新巨,2025,141.3,1.05,3.91,2.97,⚪ 中性觀察,2026-03,⚠️ 獲利稀釋,5.774947083428875,54.4000015259,2420.TW,127.83
46.94,56.72%,-48.58%,15.28,-124.99,基亞,2025,-9.600000000000001,-0.38,-0.78,-151.35,⚪ 數據不足,2026-03,🏰 高護城河,0.0,31.6499996185,3176.TWO,-26.36
84.62,18.47%,4.68%,19.6,-125.00999999999999,日成-KY,2025,-3.4499999999999997,1.7,-0.24,644.0,⚪ 數據不足,2026-03,🔄 轉虧為盈,0.0,39.0,4807.TW,769.01
-18.72,N/A,N/A,3.86,-127.46000000000001,科定,2025,135.6,0.95,3.92,20.78,⚪ 中性觀察,2026-03,⚠️ 獲利稀釋,13.053097345132745,118.0,6655.TW,148.24
41.67,73.88%,-74.64%,5.58,-127.63,新零售,2025,-23.400000000000002,-0.24,-0.56,-41.18,⚪ 數據不足,2026-03,🏰 高護城河,0.0,12.3999996185,3085.TWO,86.45
-42.92,31.57%,12.43%,-5.55,-127.81999999999996,捷流閥業,2025,195.6,1.76,5.03,170.77,⚪ 中性觀察,2026-03,⚠️ 獲利稀釋,6.1733128834355835,80.5,4580.TWO,298.59
-29.79,46.40%,17.75%,-12.98,-127.85000000000001,前鼎,2025,75.3,0.76,1.98,1.33,❌ 暫避觀望,2026-03,⚠️ 獲利稀釋,28.08764940239044,141.0,4908.TWO,129.18
-15.21,51.54%,29.92%,12.28,-128.04,嘉澤,2025,2491.8,21.37,70.17,5.34,⚪ 中性觀察,2026-03,🏰 高護城河,12.069588249458223,2005.0,3533.TW,133.38
-14.93,N/A,N/A,-1.34,-128.85,耕興,2025,405.75,2.97,10.77,4.21,⚪ 中性觀察,2026-03,⚠️ 獲利稀釋,7.060998151571164,191.0,6146.TWO,133.06
10.48,N/A,N/A,7.16,-129.17000000000002,寶雅,2025,1085.5500000000002,9.3,29.54,24.33,⚪ 中性觀察,2026-03,⚠️ 獲利稀釋,0.9948873842752521,72.0,5904.TWO,153.5
7.23,N/A,N/A,27.05,-129.32000000000002,創為精密,2025,130.65,1.08,3.59,3.92,⚪ 中性觀察,2026-03,⚠️ 獲利稀釋,5.74052812858783,50.0,6899.TWO,133.24
79.17,60.10%,23.50%,14.52,-130.9,友霖,2025,28.35,0.16,0.9,-30.43,⚪ 中性觀察,2026-03,🏰 高護城河,13.253967850317458,25.0499992371,4166.TWO,100.47
51.69,N/A,N/A,29.17,-131.37,新代,2025,1357.5,15.38,35.12,103.4,❌ 暫避觀望,2026-03,⚠️ 獲利稀釋,24.696132596685082,2235.0,7750.TW,234.77
-25.66,N/A,N/A,-3.02,-132.45,詮欣,2025,71.55,0.38,2.0,-45.71,⚪ 中性觀察,2026-03,📉 獲利侵蝕,12.012578456415095,57.2999992371,6205.TW,86.74
56.47,N/A,N/A,2.24,-132.72000000000003,立積,2025,68.55000000000001,0.58,2.66,107.14,❌ 暫避觀望,2026-03,⚠️ 獲利稀釋,20.984683047242886,95.9000015259,4968.TW,239.86
382.35,N/A,N/A,12.01,-133.04999999999998,同亨,2025,67.64999999999999,0.7,1.69,-5.56,⚪ 中性觀察,2026-03,📉 獲利侵蝕,7.849224285121952,35.4000015259,5490.TWO,127.49
-22.51,43.28%,17.47%,12.26,-133.55,家登,2025,282.3,2.55,9.43,15.91,❌ 暫避觀望,2026-03,⚠️ 獲利稀釋,22.29011689691817,419.5,3680.TWO,149.46
-2.28,48.05%,9.02%,1.84,-133.64,寶陞,2025,77.25,0.4,2.14,2.56,⚪ 中性觀察,2026-03,⚠️ 獲利稀釋,7.3009705774951446,37.5999984741,2948.TWO,136.2
56.98,42.10%,29.56%,59.93,-134.24,弘塑,2025,1553.55,16.11,45.48,81.01,❌ 暫避觀望,2026-03,⚠️ 獲利稀釋,23.365839528821088,2420.0,3131.TWO,215.25
-41.32,N/A,N/A,-7.04,-134.56,台南-KY,2025,42.45,0.11,0.98,-70.27,⚪ 中性觀察,2026-03,📉 獲利侵蝕,14.487632508833922,41.0,5906.TW,64.29
-33.33,N/A,N/A,-35.35,-135.08,大城地產,2025,158.10000000000002,0.08,3.82,166.67,⚪ 中性觀察,2026-03,⚠️ 獲利稀釋,2.2485769224762806,23.7000007629,6171.TWO,301.75
-51.49,41.30%,7.58%,2.05,-136.5,耀登,2025,15.3,-0.02,1.5,90.48,❌ 暫避觀望,2026-03,⚠️ 獲利稀釋,88.43136955705882,90.1999969482,3138.TW,226.98
56.72,N/A,N/A,18.28,-136.71,尚凡*,2025,38.849999999999994,0.29,1.05,-21.62,⚪ 中性觀察,2026-03,📉 獲利侵蝕,9.362934362934363,24.25,5278.TWO,115.09
-27.37,N/A,N/A,3.61,-136.76,富致,2025,93.15,0.74,2.6,-11.9,⚪ 中性觀察,2026-03,📉 獲利侵蝕,12.125604356167473,75.3000030518,6642.TWO,124.86
-80.37,24.70%,-7.54%,-9.62,-136.98000000000002,加捷生醫,2025,13.35,0.15,0.43,45.45,⚪ 中性觀察,2026-03,⚠️ 獲利稀釋,12.696629427752809,11.3000001907,4109.TWO,182.43
-106.78,N/A,N/A,-15.41,-137.41,鑫創電子,2025,-35.849999999999994,0.08,-0.29,100.0,⚪ 數據不足,2026-03,🔄 轉虧為盈,0.0,53.0999984741,6680.TWO,237.41
-13.11,33.68%,18.07%,-1.96,-137.46,東陽,2025,0.0,1.62,6.43,-34.68,⚪ 數據不足,2026-03,📉 獲利侵蝕,0.0,0.0,1319.TW,102.78
-55.59,N/A,N/A,-1.73,-137.54000000000002,保勝光學,2025,45.3,0.52,1.63,-35.0,❌ 暫避觀望,2026-03,📉 獲利侵蝕,20.695364238410598,62.5,6517.TWO,102.54
31.82,40.70%,-7.01%,9.13,-137.61,農林,2025,-5.7,-0.04,-0.15,0.0,⚪ 數據不足,2026-03,📉 獲利侵蝕,0.0,10.8000001907,2913.TW,137.61
-87.79,N/A,N/A,-7.53,-137.88,可寧衛*,2025,299.54999999999995,0.21,1.29,-94.21,⚪ 中性觀察,2026-03,📉 獲利侵蝕,1.3420129813269905,26.7999992371,8422.TW,43.67
-0.43,N/A,N/A,9.26,-138.13,飛捷,2025,277.65000000000003,2.51,6.9,10.57,⚪ 中性觀察,2026-03,⚠️ 獲利稀釋,7.212317666126418,133.5,6206.TW,148.7
81.39,N/A,N/A,-6.21,-138.3,瑞耘,2025,175.2,0.84,7.31,-34.88,⚪ 中性觀察,2026-03,📉 獲利侵蝕,5.976027658544521,69.8000030518,6532.TWO,103.42
34.19,N/A,N/A,34.16,-138.5,蒙恬,2025,-33.3,-0.18,-0.77,35.71,⚪ 數據不足,2026-03,⚠️ 獲利稀釋,0.0,19.2999992371,5211.TWO,174.21
-33.45,25.80%,1.28%,10.49,-138.67999999999998,鼎天,2025,83.55000000000001,0.11,1.95,173.33,⚪ 中性觀察,2026-03,⚠️ 獲利稀釋,7.737881234129263,43.0999984741,3306.TWO,312.01
-4.63,N/A,N/A,15.04,-138.73,博大,2025,223.8,1.75,6.18,10.06,⚪ 中性觀察,2026-03,⚠️ 獲利稀釋,8.210455764075068,122.5,8109.TWO,148.79
-19.23,15.75%,-3.56%,-10.66,-139.09000000000003,東和,2025,5.8500000000000005,0.06,0.19,400.0,❌ 暫避觀望,2026-03,⚠️ 獲利稀釋,48.46153748333333,18.8999996185,1414.TW,539.09
-47.4,N/A,N/A,12.79,-139.35,君曜,2025,78.0,0.1,3.0,-87.95,⚪ 中性觀察,2026-03,📉 獲利侵蝕,7.653846007134616,39.7999992371,7770.TWO,51.4
2.97,N/A,N/A,3.64,-139.45,中華資安,2025,440.70000000000005,3.38,11.47,2.74,⚪ 中性觀察,2026-03,⚠️ 獲利稀釋,7.573179033356024,222.5,7765.TW,142.19
-6.08,49.97%,11.73%,4.97,-139.69,生合,2025,193.95,0.39,5.29,-69.05,⚪ 中性觀察,2026-03,📉 獲利侵蝕,3.5730859058700695,46.2000007629,1295.TWO,70.64
-147.27,N/A,N/A,-12.93,-140.07,迅杰,2025,-18.6,-0.03,-0.52,-109.68,⚪ 數據不足,2026-03,📉 獲利侵蝕,0.0,48.0999984741,6243.TW,30.39
-4.72,34.23%,12.30%,-1.51,-140.25,君帆,2025,134.39999999999998,0.91,3.43,-31.58,⚪ 中性觀察,2026-03,📉 獲利侵蝕,4.241071428571429,38.0,4584.TWO,108.67
-24.75,N/A,N/A,0.46,-140.68,瓦城,2025,290.85,1.64,6.76,-36.22,⚪ 中性觀察,2026-03,📉 獲利侵蝕,8.354822073233626,162.0,2729.TWO,104.46
-29.75,42.16%,2.86%,62.61,-141.57,智原,2025,99.74999999999999,0.4,2.81,-69.92,❌ 暫避觀望,2026-03,📉 獲利侵蝕,24.060150375939852,160.0,3035.TW,71.65
-48.05,N/A,N/A,-3.28,-141.77,迅德,2025,52.95,0.73,2.0,102.78,❌ 暫避觀望,2026-03,⚠️ 獲利稀釋,15.83569448325779,55.9000015259,6292.TWO,244.55
-0.84,N/A,N/A,5.0,-141.78,致新,2025,659.1,4.62,17.76,-4.18,⚪ 中性觀察,2026-03,📉 獲利侵蝕,5.689576695493854,250.0,8081.TW,137.6
15.63,N/A,N/A,9.33,-141.87,明達醫,2025,215.7,1.33,5.8,-8.28,⚪ 中性觀察,2026-03,📉 獲利侵蝕,4.833101529902643,69.5,6527.TWO,133.59
18.35,N/A,N/A,170.31,-141.93,益得,2025,-88.05,-0.63,-2.57,1.56,⚪ 數據不足,2026-03,⚠️ 獲利稀釋,0.0,15.6499996185,6461.TWO,143.49
-39.84,N/A,N/A,-27.76,-142.2,裕山,2025,127.64999999999999,0.64,3.09,-52.24,⚪ 中性觀察,2026-03,📉 獲利侵蝕,4.048178703043478,34.4500007629,7715.TWO,89.96
10.18,47.51%,31.25%,11.97,-142.26,亞德客-KY,2025,1583.5500000000002,13.35,42.0,37.91,⚪ 中性觀察,2026-03,⚠️ 獲利稀釋,13.403429004452022,1415.0,1590.TW,180.17
6.47,32.24%,-58.77%,1.9,-142.72,正峰,2025,-39.0,-1.11,-1.59,-91.38,⚪ 數據不足,2026-03,📉 獲利侵蝕,0.0,10.1999998093,1538.TW,51.34
-246.15,N/A,N/A,36.88,-143.05,凱鈺,2025,-13.65,0.12,-0.65,300.0,⚪ 數據不足,2026-03,🔄 轉虧為盈,0.0,24.0,5468.TWO,443.05
-19.62,38.19%,16.92%,-2.07,-143.09,聯詠,2025,1029.8999999999999,6.19,26.87,-28.44,⚪ 中性觀察,2026-03,📉 獲利侵蝕,7.558986309350423,519.0,3034.TW,114.65
14.0,N/A,N/A,14.37,-144.31,雷虎,2025,35.24999999999999,0.34,0.58,41.67,❌ 暫避觀望,2026-03,⚠️ 獲利稀釋,73.40425531914894,172.5,8033.TW,185.98
6.64,N/A,N/A,1.76,-144.99,譜瑞-KY,2025,1293.4499999999998,6.77,34.51,-19.19,⚪ 中性觀察,2026-03,📉 獲利侵蝕,6.679809810970661,576.0,4966.TWO,125.8
110.03,N/A,N/A,116.34,-145.23999999999998,鴻勁,2025,2791.5,25.7,75.71,61.74,❌ 暫避觀望,2026-03,⚠️ 獲利稀釋,34.52444922084901,6425.0,7769.TW,206.98
-50.22,N/A,N/A,-7.32,-145.57999999999998,晶達,2025,72.45,1.01,2.25,92.31,⚪ 中性觀察,2026-03,⚠️ 獲利稀釋,9.720497052360248,46.9500007629,4995.TWO,237.89
-10.94,N/A,N/A,-6.81,-145.98999999999998,訊映,2025,11.549999999999999,0.39,0.58,123.53,❌ 暫避觀望,2026-03,⚠️ 獲利稀釋,18.70129820584416,14.3999996185,4155.TW,269.52
-23.5,33.56%,14.34%,-10.06,-146.18,味王,2025,63.3,0.49,1.81,-15.52,⚪ 中性觀察,2026-03,📉 獲利侵蝕,11.457345609976304,48.3499984741,1203.TW,130.66
-50.94,N/A,N/A,-15.67,-146.45999999999998,昶瑞機電,2025,130.35000000000002,0.5,3.29,-66.89,⚪ 中性觀察,2026-03,📉 獲利侵蝕,8.803222094361333,76.5,7642.TWO,79.57
47.62,N/A,N/A,34.56,-147.03,捷創科技,2025,202.2,1.83,6.25,30.71,⚪ 中性觀察,2026-03,⚠️ 獲利稀釋,13.390207715133533,180.5,7810.TWO,177.74
-7.07,N/A,N/A,51.84,-147.64000000000001,智通*,2025,107.1,0.53,1.85,-39.77,⚪ 中性觀察,2026-03,📉 獲利侵蝕,13.109243483767509,93.5999984741,8932.TWO,107.87
-5.93,N/A,N/A,2.84,-147.67999999999998,聯寶,2025,41.699999999999996,0.32,1.13,3.33,⚪ 中性觀察,2026-03,⚠️ 獲利稀釋,14.622302707158275,40.6500015259,6821.TWO,151.01
32.55,N/A,N/A,12.43,-147.81,達興材料,2025,275.1,2.21,7.37,17.55,❌ 暫避觀望,2026-03,⚠️ 獲利稀釋,17.72082878953108,325.0,5234.TW,165.36
-25.47,N/A,N/A,-2.1,-148.18,三能-KY,2025,76.94999999999999,0.26,2.37,-29.73,⚪ 中性觀察,2026-03,📉 獲利侵蝕,4.49317723920078,23.0499992371,6671.TW,118.45
3.23,N/A,N/A,2.69,-148.53,時報,2025,34.199999999999996,0.18,0.96,-62.5,⚪ 中性觀察,2026-03,📉 獲利侵蝕,8.399122639692983,19.1499996185,8923.TWO,86.03
-58.85,N/A,N/A,-23.02,-148.87,駐龍,2025,106.8,0.92,3.0,-29.77,❌ 暫避觀望,2026-03,📉 獲利侵蝕,19.662921348314608,140.0,4572.TW,119.1
49.96,41.25%,31.26%,42.0,-149.18,健策,2025,1359.6,9.53,36.75,-0.63,❌ 暫避觀望,2026-03,📉 獲利侵蝕,41.59311562224183,3770.0,3653.TW,148.55
-148.96,23.65%,-15.73%,-21.77,-149.42000000000002,為升,2025,-24.3,0.4,-1.63,-42.86,⚪ 數據不足,2026-03,🔄 轉虧為盈,0.0,96.4000015259,2231.TW,106.56
-10.0,N/A,N/A,-42.69,-150.01,安克,2025,-33.75,-0.21,-0.88,16.0,⚪ 數據不足,2026-03,⚠️ 獲利稀釋,0.0,9.8000001907,4188.TWO,166.01
38.64,N/A,N/A,-3.71,-150.05,光鼎,2025,-9.9,0.01,-0.28,111.11,⚪ 數據不足,2026-03,🔄 轉虧為盈,0.0,21.5499992371,6226.TW,261.16
10.39,N/A,N/A,9.51,-150.47,星亞,2025,157.95,1.08,4.22,9.09,⚪ 中性觀察,2026-03,⚠️ 獲利稀釋,3.6514720572554604,38.4500007629,7753.TWO,159.56
1.75,49.56%,23.11%,-9.99,-150.56,國光生,2025,-47.25000000000001,-0.44,-0.57,17.31,⚪ 數據不足,2026-03,⚠️ 獲利稀釋,0.0,16.7999992371,4142.TW,167.87
198.64,N/A,N/A,23.89,-150.93,力智,2025,222.3,2.1,6.58,41.89,⚪ 中性觀察,2026-03,⚠️ 獲利稀釋,13.96761133603239,207.0,6719.TW,192.82
-12.9,N/A,N/A,23.03,-151.18,雍智科技,2025,550.4999999999999,6.23,15.42,64.88,❌ 暫避觀望,2026-03,⚠️ 獲利稀釋,27.656675749318804,1015.0,6683.TWO,216.06
-192.54,44.07%,-19.63%,5.99,-152.4,華義*,2025,-25.5,-0.01,-0.62,-104.55,⚪ 數據不足,2026-03,📉 獲利侵蝕,0.0,27.8500003815,3086.TWO,47.85
40.24,N/A,N/A,35.51,-152.6,穎崴,2025,1842.6000000000001,19.54,46.93,13.4,❌ 暫避觀望,2026-03,⚠️ 獲利稀釋,50.879192445457505,6250.0,6515.TW,166.0
131.69,N/A,N/A,786.25,-152.6,辣椒,2025,144.9,0.41,3.14,-82.61,⚪ 中性觀察,2026-03,📉 獲利侵蝕,7.256728620507247,70.0999984741,4946.TWO,69.99
-39.39,N/A,N/A,-15.03,-152.73000000000002,奕力-KY,2025,120.60000000000001,0.58,2.87,-69.68,⚪ 中性觀察,2026-03,📉 獲利侵蝕,3.8868159203980097,31.25,6962.TW,83.05
61.83,49.60%,5.94%,69.66,-152.76,聯發國際,2025,125.39999999999999,0.51,3.93,-3.85,⚪ 中性觀察,2026-03,📉 獲利侵蝕,6.818181818181818,57.0,2756.TWO,148.91
-33.77,38.12%,-0.86%,4.92,-153.12,類比科,2025,29.250000000000004,0.24,1.0,-27.27,❌ 暫避觀望,2026-03,📉 獲利侵蝕,29.282050499538457,57.0999984741,3438.TWO,125.85
-45.5,N/A,N/A,-13.21,-153.44,鼎基,2025,210.0,1.86,5.64,-28.46,⚪ 中性觀察,2026-03,📉 獲利侵蝕,8.0,112.0,6585.TW,124.98
-32.0,23.48%,-362.94%,-88.36,-153.53,聯德,2025,7.95,0.01,0.68,-98.28,❌ 暫避觀望,2026-03,📉 獲利侵蝕,37.45283090849056,19.8500003815,3308.TW,55.25
-51.27,34.04%,22.47%,-27.63,-153.63,海悅,2025,208.2,0.16,6.85,-93.37,⚪ 中性觀察,2026-03,📉 獲利侵蝕,5.360230657485591,74.4000015259,2348.TW,60.26
-45.98,N/A,N/A,-12.78,-154.0,耿鼎,2025,68.7,0.53,1.95,-45.92,⚪ 中性觀察,2026-03,📉 獲利侵蝕,5.764192056441048,26.3999996185,1524.TW,108.08
3.25,46.23%,41.07%,-2.28,-154.59,台航,2025,0.0,0.71,3.18,22.41,⚪ 數據不足,2026-03,⚠️ 獲利稀釋,0.0,0.0,2617.TW,177.0
-22.38,34.82%,-12.95%,-11.1,-154.6,笙泉,2025,-67.95,-0.29,-1.75,45.28,⚪ 數據不足,2026-03,⚠️ 獲利稀釋,0.0,24.5499992371,3122.TWO,199.88
-355.0,N/A,N/A,10.49,-154.78,芯鼎,2025,-87.9,-0.68,-1.83,4.29,⚪ 數據不足,2026-03,⚠️ 獲利稀釋,0.0,51.0,6695.TW,159.07
-12.03,58.57%,27.57%,5.02,-154.98,昇達科,2025,290.7,3.68,7.83,70.37,❌ 暫避觀望,2026-03,🏰 高護城河,54.95356037151703,1065.0,3491.TWO,225.35
-20.23,N/A,N/A,12.38,-155.0,捷波,2025,100.05,0.83,2.72,45.61,⚪ 中性觀察,2026-03,⚠️ 獲利稀釋,7.19640179910045,48.0,6161.TWO,200.61
-5.16,N/A,N/A,1.22,-155.49,鐿鈦,2025,179.25000000000003,1.29,5.13,-23.31,⚪ 中性觀察,2026-03,📉 獲利侵蝕,10.585774058577405,126.5,4163.TWO,132.18
2.89,N/A,N/A,-2.32,-155.52999999999997,穩得,2025,269.25,1.6,7.34,-14.89,⚪ 中性觀察,2026-03,📉 獲利侵蝕,7.855153203342619,141.0,6761.TWO,140.64
15.09,40.97%,11.18%,38.76,-155.94,港建*,2025,44.849999999999994,0.08,1.22,-81.4,⚪ 中性觀察,2026-03,📉 獲利侵蝕,14.632107023411372,43.75,3093.TWO,74.54
-22.13,N/A,N/A,22.92,-156.84,聰泰,2025,185.7,0.6,5.49,-41.18,⚪ 中性觀察,2026-03,📉 獲利侵蝕,11.389337641357029,141.0,5474.TWO,115.66
11.33,N/A,N/A,19.77,-156.91000000000003,久禾光,2025,229.95000000000002,1.75,6.51,16.67,⚪ 中性觀察,2026-03,⚠️ 獲利稀釋,4.70971930516634,72.1999969482,6498.TWO,173.58
-28.18,N/A,N/A,2.96,-157.4,欣天然,2025,65.4,0.63,1.61,16.98,⚪ 中性觀察,2026-03,⚠️ 獲利稀釋,9.850917606169723,42.9500007629,9918.TW,174.38
16.9,N/A,N/A,-2.17,-157.79,志旭,2025,-29.85,-0.62,-0.59,-100.0,⚪ 數據不足,2026-03,📉 獲利侵蝕,0.0,13.5,8067.TWO,57.79
