
📅 投資日報表: 2026-09-11
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 250.50   | 252.00   | 247.50   | 251.00   | 38,203,448   | 241.21      | 2000     | ▲19,580   |   +4.06%
4142     | 國光生        | 17.65    | 17.70    | 17.45    | 17.50    | 494,001      | 25.32       | 1000     | ▼7,820    |  -30.88%
0050     | 元大台灣50     | 110.00   | 110.75   | 109.55   | 109.65   | 70,633,942   | 46.60       | 16000    | ▲1,008,800 | +135.30%
0056     | 元大高股息      | 55.95    | 55.95    | 55.50    | 55.75    | 16,402,621   | 36.43       | 4000     | ▲77,280   |  +53.03%
00635U   | 期元大S&P黃金   | 45.69    | 45.89    | 45.62    | 45.69    | 2,057,696    | 55.25       | 3000     | ▼28,680   |  -17.30%
00738U   | 期元大道瓊白銀    | 52.90    | 53.20    | 52.65    | 52.80    | 1,730,359    | 66.26       | 1000     | ▼13,460   |  -20.31%
00929    | 復華台灣科技優息   | 29.40    | 29.40    | 28.84    | 28.89    | 75,465,084   | 19.73       | 8000     | ▲73,280   |  +46.43%
009816   | 凱基台灣TOP50  | 16.18    | 16.24    | 16.10    | 16.12    | 95,931,698   | 11.01       | 63000    | ▲321,930  |  +46.41%
00990A   | 主動元大AI新經濟  | 15.16    | 15.24    | 15.09    | 15.12    | 10,391,558   | 11.48       | 5000     | ▲18,200   |  +31.71%
2009     | 第一銅        | 41.10    | 41.85    | 40.10    | 40.25    | 3,941,691    | 50.56       | 4000     | ▼41,240   |  -20.39%
2337     | 旺宏         | 124.50   | 126.50   | 122.00   | 122.50   | 24,923,516   | 95.28       | 2000     | ▲54,440   |  +28.57%
2409     | 友達         | 30.20    | 31.50    | 29.20    | 31.20    | 495,735,609  | 16.21       | 2000     | ▲29,980   |  +92.47%
3481     | 群創         | 49.90    | 49.90    | 48.80    | 49.35    | 144,575,784  | 25.10       | 4000     | ▲97,000   |  +96.61%
3105     | 穩懋         | 462.50   | 465.00   | 452.00   | 461.50   | 14,965,485   | 556.47      | 300      | ▼28,491   |  -17.07%
4966     | 譜瑞-KY      | 551.00   | 552.00   | 539.00   | 540.00   | 339,368      | 1921.64     | 1000     | ▼1,381,640 |  -71.90%
2327     | 國巨*        | 558.00   | 582.00   | 543.00   | 572.00   | 36,614,869   | 1030.00     | 1        | ▼458      |  -44.47%
00403A   | 主動統一升級50   | 10.42    | 10.43    | 10.21    | 10.24    | 111,510,332  | 10.68       | 26000    | ▼11,440   |   -4.12%
00981A   | 主動統一台股增長   | 30.20    | 30.27    | 29.52    | 29.73    | 140,109,140  | 27.48       | 2000     | ▲4,500    |   +8.19%
2330     | 台積電        | 2445.00  | 2455.00  | 2435.00  | 2450.00  | 17,578,157   | 225.55      | 10       | ▲22,244   | +986.23%
6789     | 采鈺         | 471.00   | 477.00   | 467.00   | 469.50   | 693,494      | 593.50      | 400      | ▼49,600   |  -20.89%
6849     | 奇鼎科技       | 194.00   | 216.00   | 188.50   | 190.50   | 1,634,424    | 266.40      | 280      | ▼21,252   |  -28.49%
7853     | 政美應用       | 324.00   | 324.00   | 315.00   | 319.00   | 238,963      | 409.29      | 280      | ▼25,281   |  -22.06%
3576     | 聯合再生       | 16.95    | 16.95    | 16.65    | 16.65    | 4,739,360    | 18.15       | 5000     | ▼7,500    |   -8.26%
1721     | 三晃         | 23.10    | 23.75    | 22.15    | 23.35    | 1,577,285    | 27.88       | 3000     | ▼13,600   |  -16.26%
8215     | 明基材        | 25.20    | 25.20    | 24.80    | 25.05    | 629,545      | 31.60       | 200      | ▼1,310    |  -20.73%
00405A   | 主動富邦台灣龍耀   | 8.85     | 8.88     | 8.67     | 8.71     | 45,560,495   | 9.34        | 11000    | ▼6,930    |   -6.75%
5498     | 凱崴         | 53.40    | 53.40    | 52.30    | 52.60    | 862,862      | 69.61       | 188      | ▼3,198    |  -24.44%
1301     | 台塑         | 66.30    | 66.50    | 64.70    | 65.60    | 21,846,189   | 50.50       | 100      | ▲1,510    |  +29.90%
6498     | 久禾光        | 70.90    | 71.40    | 69.10    | 70.20    | 155,000      | 67.30       | 12       | ▲35       |   +4.31%
009821   | 野村稀土關鍵資源   | 15.02    | 15.05    | 14.98    | 15.02    | 3,500,326    | 17.30       | 12000    | ▼27,360   |  -13.18%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,426,664    📊 未實現損益:         +59,519 (  +0.93%)
