name,gm,prev_eps_yoy,advice,om,status,expansion,eps_yoy,prev_year,est_price,price,pe,prev_rev_yoy,prev_eps,eps,rev_yoy,date,symbol
億泰,13.02%,-24.5,⚪ 中性觀察,9.95%,📉 獲利侵蝕,-621.5,-52.54,2025,85.50000000000001,18.7999992371,3.298245480192982,13.38,1.55,0.28,568.96,2026-03,1616.TW
九豪,N/A,173.44,❌ 暫避觀望,N/A,📉 獲利侵蝕,-623.02,-221.43,2025,16.05,47.2999992371,44.20560676364486,-1.13,0.47,-0.51,401.59,2026-03,6127.TWO
福懋,10.73%,-42.05,❌ 暫避觀望,1.58%,⚠️ 獲利稀釋,-624.5999999999999,81.82,2025,16.35,17.7999992371,16.33027452944954,-4.08,0.51,0.2,706.42,2026-03,1434.TW
能率,N/A,-244.44,⚪ 數據不足,N/A,📉 獲利侵蝕,-625.61,-36.36,2025,-22.8,40.2000007629,0.0,-7.8,-0.26,-0.3,589.25,2026-03,5392.TWO
遠雄來,2.82%,73.24,⚪ 數據不足,-30.62%,⚠️ 獲利稀釋,-627.26,26.32,2025,-14.399999999999999,14.25,0.0,47.9,-0.38,-0.14,653.58,2026-03,2712.TW
大同,16.12%,-183.36,⚪ 數據不足,2.89%,📉 獲利侵蝕,-629.26,-138.46,2025,-63.59999999999999,27.4500007629,0.0,6.12,-5.2,-0.05,490.8,2026-03,2371.TW
陞泰,N/A,-11.2,⚪ 中性觀察,N/A,📉 獲利侵蝕,-631.16,-23.68,2025,31.8,26.1000003815,12.31132093466981,36.78,1.11,0.29,607.48,2026-03,8072.TW
久威,N/A,5.56,⚪ 中性觀察,N/A,📉 獲利侵蝕,-631.84,-70.09,2025,85.05,23.2999992371,4.109347308130512,-4.58,2.66,0.97,561.75,2026-03,6114.TWO
江興鍛,16.30%,-3200.0,⚪ 數據不足,2.02%,📉 獲利侵蝕,-633.24,-60.0,2025,-16.200000000000003,14.8999996185,0.0,-7.73,-0.31,-0.16,573.24,2026-03,4528.TWO
銘異,13.72%,-186.67,⚪ 數據不足,3.00%,🔄 轉虧為盈,-633.51,50.0,2025,-13.5,26.6000003815,0.0,8.85,-0.39,0.33,683.51,2026-03,3060.TW
華新,4.90%,4.35,❌ 暫避觀望,-1.88%,⚠️ 獲利稀釋,-633.89,376.47,2025,35.550000000000004,37.4000015259,15.78059136113924,-2.83,0.75,0.81,1010.36,2026-03,1605.TW
健信,N/A,-814.29,⚪ 數據不足,N/A,🔄 轉虧為盈,-635.47,57.14,2025,-46.5,15.75,0.0,-32.92,-1.51,0.11,692.61,2026-03,4502.TWO
毅嘉,19.80%,6.06,⚪ 中性觀察,8.98%,📉 獲利侵蝕,-637.61,-87.72,2025,84.9,54.0,9.540636042402827,13.83,2.47,0.07,549.89,2026-03,2402.TW
艾美特-KY,20.74%,18.87,⚪ 數據不足,-2.32%,📉 獲利侵蝕,-637.67,-158.14,2025,-26.4,9.6499996185,0.0,-4.14,-0.86,-1.11,479.53,2026-03,1626.TW
陸海,N/A,-67.74,❌ 暫避觀望,N/A,📉 獲利侵蝕,-642.47,-50.0,2025,10.2,13.6000003815,20.000000561029413,-25.37,0.4,0.07,592.47,2026-03,5603.TWO
瀚宇博,N/A,-3.06,⚪ 中性觀察,N/A,📉 獲利侵蝕,-642.88,-18.54,2025,223.2,72.3000030518,4.8588711728360225,37.46,6.05,1.23,624.34,2026-03,5469.TW
金益鼎,N/A,36.36,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-643.52,135.25,2025,259.8,91.1999969482,5.26558873834873,-6.1,6.6,2.87,778.77,2026-03,8390.TWO
永崴投控,-39.75%,-601.1,⚪ 數據不足,-47.71%,📉 獲利侵蝕,-646.11,-308.6,2025,-779.1,20.7000007629,0.0,21.99,-22.85,-1.94,337.51,2026-03,3712.TW
再生-KY,-19.71%,-12.99,⚪ 數據不足,-65.33%,📉 獲利侵蝕,-646.43,-4.88,2025,-63.15,4.4899997711,0.0,-18.82,-1.74,-0.43,641.55,2026-03,1337.TW
通泰,N/A,-381.82,⚪ 數據不足,N/A,📉 獲利侵蝕,-646.56,-500.0,2025,-25.95,29.5,0.0,-15.49,-0.53,-0.06,146.56,2026-03,5487.TWO
智邦,17.90%,119.5,❌ 暫避觀望,12.65%,⚠️ 獲利稀釋,-648.3,62.58,2025,1686.1499999999999,1885.0,16.76897073214127,124.88,47.13,14.92,710.88,2026-03,2345.TW
中櫃,16.43%,35.9,⚪ 中性觀察,9.95%,📉 獲利侵蝕,-649.61,-27.27,2025,39.900000000000006,22.25,8.364661654135338,2.49,1.14,0.18,622.34,2026-03,2613.TW
力成,N/A,-18.46,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-650.26,56.77,2025,267.3,273.0,15.31986531986532,2.2,7.48,2.5,707.03,2026-03,6239.TW
台勝科,11.65%,-52.84,❌ 暫避觀望,9.15%,📉 獲利侵蝕,-653.4399999999999,-129.51,2025,36.60000000000001,423.0,173.3606557377049,-0.7,1.58,-0.18,523.93,2026-03,3532.TW
立軒,N/A,14.63,⚪ 數據不足,N/A,⚠️ 獲利稀釋,-654.71,54.55,2025,-14.399999999999999,19.1000003815,0.0,-0.4,-0.4,-0.06,709.26,2026-03,6222.TWO
大田,N/A,-0.53,⚪ 中性觀察,N/A,📉 獲利侵蝕,-655.24,-92.65,2025,180.0,50.0999984741,4.174999872841666,-0.11,5.63,0.05,562.59,2026-03,8924.TWO
志聯,8.85%,-137.5,⚪ 數據不足,2.74%,🔄 轉虧為盈,-655.4100000000001,433.33,2025,0.0,0.0,0.0,-9.83,-0.06,0.16,1088.74,2026-03,2024.TW
中傑-KY,N/A,-71.93,⚪ 中性觀察,N/A,📉 獲利侵蝕,-655.55,-154.24,2025,126.0,69.8000030518,8.309524172833333,-19.7,3.5,-0.64,501.31,2026-03,6965.TW
全國,N/A,-1.26,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-655.78,24.53,2025,87.75,55.0,9.401709401709402,-6.2,2.36,0.66,680.31,2026-03,9937.TW
和勤,14.13%,-178.05,⚪ 數據不足,-0.10%,🔄 轉虧為盈,-656.32,157.14,2025,-16.05,18.0,0.0,-10.57,-0.35,0.17,813.46,2026-03,1586.TWO
皇昌,16.97%,-44.58,⚪ 中性觀察,14.03%,📉 獲利侵蝕,-656.43,-44.78,2025,96.3,37.9000015259,5.903427028956386,-4.77,2.69,0.37,611.65,2026-03,2543.TW
夆典,N/A,12.94,⚪ 中性觀察,N/A,📉 獲利侵蝕,-657.2700000000001,-43.33,2025,43.650000000000006,10.3999996185,3.573883030412371,28.59,1.1,0.19,613.94,2026-03,3052.TW
麗升能源,N/A,-328.07,⚪ 數據不足,N/A,🔄 轉虧為盈,-657.7399999999999,673.33,2025,-35.699999999999996,24.2000007629,0.0,-67.66,-1.32,0.86,1331.07,2026-03,8087.TWO
力山,N/A,-44.89,❌ 暫避觀望,N/A,📉 獲利侵蝕,-658.28,0.0,2025,8.4,30.8999996185,55.17857074732142,-11.15,0.97,0.07,658.28,2026-03,1515.TW
彬台,13.52%,94.5,⚪ 中性觀察,7.02%,📉 獲利侵蝕,-661.22,-343.75,2025,36.0,26.7999992371,11.166666348791667,82.32,2.12,-0.39,317.47,2026-03,3379.TWO
特昇-KY,N/A,55.88,⚪ 數據不足,N/A,📉 獲利侵蝕,-661.76,-282.14,2025,-23.849999999999998,8.3999996185,0.0,-11.73,-0.61,-0.52,379.62,2026-03,6616.TWO
網家,N/A,-12.0,⚪ 數據不足,N/A,⚠️ 獲利稀釋,-663.27,45.83,2025,-141.75,23.1000003815,0.0,-1.88,-4.62,-0.39,709.1,2026-03,8044.TWO
元翎,-20.30%,-4.02,⚪ 數據不足,-35.14%,⚠️ 獲利稀釋,-663.83,14.29,2025,-71.7,15.6999998093,0.0,-3.72,-1.86,-0.3,678.12,2026-03,4564.TW
東捷資訊,N/A,16.48,⚪ 中性觀察,N/A,📉 獲利侵蝕,-663.86,-8.14,2025,123.15,40.5499992371,4.939098567247259,13.17,3.04,0.79,655.72,2026-03,6697.TWO
三顧,15.11%,-51.49,⚪ 數據不足,-12.99%,🔄 轉虧為盈,-668.17,115.0,2025,-50.55,32.4000015259,0.0,7.24,-1.53,0.03,783.17,2026-03,3224.TWO
康全電訊,N/A,-137.27,⚪ 數據不足,N/A,🌑 雙重衰退,-671.02,-700.0,2025,-111.45,18.0,0.0,-79.25,-3.09,-0.96,-28.98,2026-03,8089.TWO
中磊,N/A,-47.82,⚪ 中性觀察,N/A,📉 獲利侵蝕,-672.1500000000001,-2.94,2025,155.25,71.6999969482,6.927535937024154,-4.91,4.04,1.01,669.21,2026-03,5388.TW
統新,N/A,78.21,⚪ 數據不足,N/A,🔄 轉虧為盈,-672.54,232.14,2025,-43.50000000000001,302.0,0.0,47.74,-0.78,0.74,904.68,2026-03,6426.TW
巨有科技,N/A,29.56,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-674.13,236.84,2025,63.449999999999996,239.0,56.50118203309693,97.77,2.06,0.64,910.97,2026-03,8227.TWO
達欣工,12.33%,24.8,⚪ 中性觀察,8.34%,⚠️ 獲利稀釋,-675.07,177.0,2025,245.39999999999998,89.8000030518,5.488997741552568,50.25,6.5,2.88,852.07,2026-03,2535.TW
立德,2.21%,25.52,⚪ 數據不足,-20.80%,⚠️ 獲利稀釋,-676.72,42.42,2025,-30.299999999999994,8.029999733,0.0,0.46,-1.44,-0.19,719.14,2026-03,3058.TW
天品,N/A,-48.33,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-676.8800000000001,777.78,2025,24.45,98.4000015259,60.368099095644176,178.46,0.31,1.22,1454.66,2026-03,6199.TWO
宜進,6.94%,29.85,⚪ 中性觀察,33.56%,📉 獲利侵蝕,-677.79,-57.14,2025,33.15,14.5,6.5610859728506785,-12.15,1.18,0.2,620.65,2026-03,1457.TW
泰福-KY,N/A,32.78,⚪ 數據不足,N/A,⚠️ 獲利稀釋,-678.29,24.62,2025,-234.45,30.7999992371,0.0,1056.27,-6.13,-1.47,702.91,2026-03,6541.TW
亞元,N/A,43.03,⚪ 數據不足,N/A,⚠️ 獲利稀釋,-679.3100000000001,41.03,2025,-44.85,10.6499996185,0.0,8.46,-0.94,-0.24,720.34,2026-03,6109.TWO
高技,N/A,291.45,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-679.6700000000001,80.93,2025,458.7,249.5,8.15892740353172,130.83,13.74,3.51,760.6,2026-03,5439.TWO
高力,N/A,38.43,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-679.8199999999999,344.52,2025,360.3,1330.0,55.37052456286428,64.37,9.07,6.54,1024.34,2026-03,8996.TW
新晶投控,0.24%,-96.23,⚪ 數據不足,-22.36%,📉 獲利侵蝕,-680.59,-269.23,2025,-33.15,14.3999996185,0.0,-8.18,-1.13,-0.22,411.36,2026-03,3713.TWO
典範,-2.87%,-15.09,⚪ 數據不足,-10.81%,⚠️ 獲利稀釋,-681.1400000000001,91.43,2025,-46.650000000000006,14.3000001907,0.0,21.56,-1.22,-0.03,772.57,2026-03,3372.TWO
台表科,N/A,-5.53,⚪ 中性觀察,N/A,📉 獲利侵蝕,-682.48,-25.35,2025,344.7,186.5,8.115752828546562,10.13,9.39,2.17,657.13,2026-03,6278.TW
臺龍,N/A,186.36,❌ 暫避觀望,N/A,📉 獲利侵蝕,-683.0400000000001,-78.95,2025,6.749999999999997,12.75,28.333333333333343,6.56,1.14,-0.68,604.09,2026-03,6246.TWO
豐興,N/A,-8.92,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-684.76,12.35,2025,145.35000000000002,64.4000015259,6.646026989256964,-15.54,3.88,0.91,697.11,2026-03,2015.TW
慶生,N/A,15.99,⚪ 數據不足,N/A,⚠️ 獲利稀釋,-685.3199999999999,48.1,2025,-123.00000000000001,17.8500003815,0.0,19.24,-3.1,-0.41,733.42,2026-03,6210.TWO
兆利,10.77%,-74.46,❌ 暫避觀望,1.84%,📉 獲利侵蝕,-689.1800000000001,-258.82,2025,25.049999999999997,79.4000015259,47.54491109335329,-1.8,2.23,-1.35,430.36,2026-03,3548.TWO
亞帝歐,13.94%,-15.15,❌ 暫避觀望,-0.53%,⚠️ 獲利稀釋,-689.51,33.33,2025,6.0,25.5,63.75,-14.0,0.27,0.08,722.84,2026-03,3516.TWO
大立,13.88%,-188.3,⚪ 數據不足,-9.40%,🔄 轉虧為盈,-690.11,147.22,2025,-43.199999999999996,16.8500003815,0.0,-7.94,-0.87,0.17,837.33,2026-03,4716.TWO
永固-KY,N/A,-1352.94,⚪ 數據不足,N/A,⚠️ 獲利稀釋,-697.3399999999999,69.57,2025,-67.35000000000001,14.5500001907,0.0,-30.78,-2.13,-0.28,766.91,2026-03,5546.TW
順達,20.14%,-48.92,❌ 暫避觀望,13.68%,⚠️ 獲利稀釋,-699.9399999999999,89.72,2025,338.85,362.0,16.02478972996901,-4.98,9.05,2.05,789.66,2026-03,3211.TWO
先進光,18.28%,-140.6,⚪ 數據不足,-0.95%,📉 獲利侵蝕,-700.27,-285.19,2025,-59.85,179.5,0.0,0.9,-1.08,-0.5,415.08,2026-03,3362.TWO
廣宇,12.48%,-22.0,⚪ 中性觀察,4.05%,📉 獲利侵蝕,-701.1,-138.1,2025,52.5,46.0,13.142857142857142,-0.23,1.56,-0.16,563.0,2026-03,2328.TW
海華,15.30%,45.42,⚪ 中性觀察,3.72%,⚠️ 獲利稀釋,-704.92,29.87,2025,152.4,49.7000007629,4.891732358553149,23.39,4.03,1.02,734.79,2026-03,3694.TW
微星,11.11%,-15.42,⚪ 中性觀察,2.63%,⚠️ 獲利稀釋,-705.43,218.11,2025,278.55,149.0,8.023694130317716,16.34,6.8,4.04,923.54,2026-03,2377.TW
運錩,10.04%,20.0,⚪ 中性觀察,4.08%,⚠️ 獲利稀釋,-705.89,52.38,2025,61.2,24.6499996185,6.0416665731617645,-5.8,1.62,0.64,758.27,2026-03,2069.TW
洋基工程,N/A,28.04,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-708.18,26.37,2025,886.95,609.0,10.299340436326737,47.13,24.76,7.19,734.55,2026-03,6691.TW
德昌,N/A,41.49,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-710.79,120.87,2025,341.25,69.3000030518,3.0461539802989015,17.97,10.64,2.54,831.66,2026-03,5511.TWO
強新,N/A,-12.65,⚪ 中性觀察,N/A,📉 獲利侵蝕,-712.44,-7.32,2025,52.5,29.7999992371,8.514285496314285,-2.6,1.45,0.38,705.12,2026-03,5013.TWO
中華,10.06%,-25.55,⚪ 中性觀察,2.43%,⚠️ 獲利稀釋,-713.19,1.75,2025,194.84999999999997,52.7999992371,4.064665068290994,-18.22,5.47,1.18,714.94,2026-03,2204.TW
展達,6.63%,32.5,⚪ 中性觀察,-0.90%,📉 獲利侵蝕,-716.22,-50.0,2025,46.349999999999994,26.8500003815,8.689320511812298,42.87,1.6,0.17,666.22,2026-03,3447.TW
啟發電,N/A,17.02,⚪ 數據不足,N/A,📉 獲利侵蝕,-716.53,-600.0,2025,-26.55,20.3500003815,0.0,-8.12,-0.78,-0.28,116.53,2026-03,6512.TWO
安葆,N/A,11.79,⚪ 數據不足,N/A,📉 獲利侵蝕,-716.5799999999999,-14.8,2025,0.0,305.5,0.0,30.49,8.72,1.71,701.78,2026-03,7792.TWO
濾能,N/A,-3.84,⚪ 數據不足,N/A,📉 獲利侵蝕,-717.25,-71.33,2025,-220.04999999999998,59.5,0.0,42.15,-7.92,-2.46,645.92,2026-03,6823.TWO
東明-KY,N/A,5.59,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-717.65,60.0,2025,117.30000000000001,35.7000007629,4.565217488861892,1.51,3.02,1.12,777.65,2026-03,5538.TW
春雨,13.55%,-81.05,❌ 暫避觀望,2.02%,📉 獲利侵蝕,-718.33,-222.22,2025,6.9,14.1000003815,30.652174742391303,-9.36,0.2,-0.12,496.11,2026-03,2012.TW
啟��,N/A,-11.22,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-719.0600000000001,23.16,2025,241.05,222.5,13.845675171126322,0.03,6.41,2.36,742.22,2026-03,6285.TW
正文,14.16%,-116.56,⚪ 數據不足,-1.55%,📉 獲利侵蝕,-720.11,-321.43,2025,-27.599999999999998,35.9000015259,0.0,-35.66,-0.25,-0.32,398.68,2026-03,4906.TW
敬鵬,13.97%,-43.86,⚪ 中性觀察,5.11%,⚠️ 獲利稀釋,-720.39,19.23,2025,59.25,41.5,10.50632911392405,-3.51,1.6,0.62,739.62,2026-03,2355.TW
勝德,19.21%,22.0,❌ 暫避觀望,1.75%,📉 獲利侵蝕,-723.98,-436.36,2025,24.15,26.0,16.149068322981368,-1.66,0.61,-0.37,287.62,2026-03,3296.TW
聯穎,15.39%,51.74,⚪ 數據不足,-3.96%,🔄 轉虧為盈,-725.34,165.63,2025,-32.55,21.9500007629,0.0,3.23,-1.18,0.21,890.97,2026-03,3550.TW
慶騰,15.20%,-91.3,⚪ 數據不足,-3.10%,⚠️ 獲利稀釋,-726.94,112.5,2025,-15.600000000000001,27.7999992371,0.0,-2.4,0.01,0.02,839.44,2026-03,4534.TWO
定穎投控,17.76%,-30.16,❌ 暫避觀望,3.42%,📉 獲利侵蝕,-728.09,-177.08,2025,93.75,123.0,19.68,9.37,2.7,-0.74,551.01,2026-03,3715.TW
譁裕,12.27%,-47.93,⚪ 數據不足,-16.22%,⚠️ 獲利稀釋,-729.7800000000001,23.81,2025,-68.39999999999999,11.0,0.0,18.86,-1.79,-0.32,753.59,2026-03,3419.TW
華冠,N/A,63.58,⚪ 數據不足,N/A,⚠️ 獲利稀釋,-730.0799999999999,41.45,2025,-124.94999999999997,12.1499996185,0.0,166.89,-3.15,-0.95,771.53,2026-03,8101.TW
福裕,8.95%,-265.31,⚪ 數據不足,-32.66%,🔄 轉虧為盈,-732.2700000000001,109.8,2025,-58.949999999999996,15.3999996185,0.0,-15.54,-1.79,0.05,842.07,2026-03,4513.TWO
台橡,10.06%,-48.08,❌ 暫避觀望,3.76%,⚠️ 獲利稀釋,-734.68,32.5,2025,24.150000000000002,25.75,15.993788819875775,-1.98,0.54,0.53,767.18,2026-03,2103.TW
永彰,-8.90%,1562.0,⚪ 中性觀察,-91.14%,⚠️ 獲利稀釋,-735.33,92.15,2025,600.6000000000001,24.1000003815,0.6018981114260739,-7.15,22.26,-0.15,827.48,2026-03,4523.TWO
久舜,N/A,42.99,⚪ 數據不足,N/A,📉 獲利侵蝕,-738.5500000000001,-53.95,2025,0.0,19.9500007629,0.0,-0.03,3.06,0.37,684.6,2026-03,5547.TWO
匯鑽科,N/A,-404.84,⚪ 數據不足,N/A,📉 獲利侵蝕,-740.03,-158.97,2025,-120.89999999999998,56.9000015259,0.0,2.63,-3.88,-1.04,581.06,2026-03,8431.TWO
崇越,N/A,13.53,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-740.52,39.1,2025,807.15,527.0,9.793718639658056,18.57,21.81,6.86,779.62,2026-03,5434.TW
恩德,31.45%,56.79,⚪ 數據不足,0.98%,📉 獲利侵蝕,-742.45,-400.0,2025,-24.6,21.2000007629,0.0,-23.83,-0.35,-0.15,342.45,2026-03,1528.TW
大洋,N/A,-265.75,⚪ 數據不足,N/A,🔄 轉虧為盈,-743.43,175.0,2025,-36.45,32.0,0.0,-23.24,-1.25,0.16,918.43,2026-03,1321.TW
歐格,17.03%,620.0,❌ 暫避觀望,-11.28%,📉 獲利侵蝕,-743.86,-200.0,2025,16.799999999999997,17.0499992371,15.223213604553573,16.76,0.36,-0.01,543.86,2026-03,3002.TW
訊達,N/A,-287.38,⚪ 數據不足,N/A,🔄 轉虧為盈,-745.92,5.71,2025,-54.15,16.6000003815,0.0,26.96,-1.93,0.37,751.63,2026-03,6140.TWO
良得電,N/A,-81.88,⚪ 數據不足,N/A,📉 獲利侵蝕,-747.45,-95.24,2025,-3.3,19.25,0.0,-0.31,0.27,0.01,652.21,2026-03,2462.TW
華擎,12.78%,46.5,⚪ 中性觀察,5.61%,⚠️ 獲利稀釋,-749.04,15.64,2025,563.4,207.0,5.5111821086261985,86.48,15.28,4.14,764.68,2026-03,3515.TW
聯茂,N/A,82.74,❌ 暫避觀望,N/A,📉 獲利侵蝕,-754.41,-7.53,2025,151.5,509.0,50.396039603960396,12.66,4.16,0.87,746.88,2026-03,6213.TW
佶優,N/A,-17.5,❌ 暫避觀望,N/A,📉 獲利侵蝕,-754.65,-88.89,2025,12.15,26.0499992371,32.16049288530864,-13.95,0.33,0.01,665.76,2026-03,5452.TWO
華榮,9.17%,254.81,⚪ 中性觀察,6.96%,📉 獲利侵蝕,-755.81,0.0,2025,174.45000000000002,36.2000007629,3.112639790447119,0.02,5.5,0.37,755.81,2026-03,1608.TW
易華電,N/A,-9068.75,⚪ 數據不足,N/A,⚠️ 獲利稀釋,-756.0400000000001,5.8,2025,-309.9,23.2999992371,0.0,-26.56,-14.35,-0.65,761.84,2026-03,6552.TW
興能高,N/A,-1120.0,⚪ 數據不足,N/A,📉 獲利侵蝕,-757.51,-400.0,2025,-35.699999999999996,24.0,0.0,-7.46,-1.02,-0.35,357.51,2026-03,6558.TW
光環,8.38%,34.88,⚪ 數據不足,-32.45%,📉 獲利侵蝕,-757.51,-557.14,2025,-46.949999999999996,187.5,0.0,19.09,-1.4,-0.32,200.37,2026-03,3234.TWO
華泰,15.35%,28.92,⚪ 中性觀察,8.19%,⚠️ 獲利稀釋,-758.5,44.0,2025,75.0,41.5999984741,8.31999969482,20.92,2.45,0.33,802.5,2026-03,2329.TW
律勝,18.97%,-147.06,⚪ 數據不足,-79.87%,📉 獲利侵蝕,-759.4100000000001,-13.33,2025,-36.0,29.8500003815,0.0,-22.74,-0.84,-0.17,746.08,2026-03,3354.TWO
千興,-19.82%,87.32,⚪ 數據不足,14.50%,🔄 轉虧為盈,-761.23,261.54,2025,-12.6,12.3000001907,0.0,-22.64,-0.18,0.47,1022.77,2026-03,2025.TW
燦星旅,7.41%,-111.9,⚪ 數據不足,2.54%,🔄 轉虧為盈,-762.06,368.75,2025,-2.2500000000000004,19.3999996185,0.0,-14.15,-0.15,0.75,1130.81,2026-03,2719.TWO
裕國,N/A,-54.96,⚪ 數據不足,N/A,📉 獲利侵蝕,-768.58,-22.22,2025,0.0,0.0,0.0,2.49,0.61,0.15,746.36,2026-03,8905.TWO
三商,15.31%,-49.63,❌ 暫避觀望,0.88%,📉 獲利侵蝕,-769.0600000000001,-72.73,2025,18.15,18.5,15.289256198347108,-20.78,0.71,0.03,696.33,2026-03,2905.TW
華碩,15.94%,41.92,⚪ 中性觀察,4.63%,📉 獲利侵蝕,-770.3199999999999,-23.4,2025,2223.4500000000003,924.0,6.233555960331916,25.86,59.99,13.19,746.92,2026-03,2357.TW
光洋科,16.83%,-1.88,⚪ 中性觀察,11.95%,⚠️ 獲利稀釋,-770.9100000000001,323.33,2025,105.74999999999999,95.9000015259,13.602837095872342,32.39,3.14,2.54,1094.24,2026-03,1785.TWO
隆銘綠能,-18.95%,-66.41,⚪ 數據不足,-73.69%,📉 獲利侵蝕,-783.72,-415.38,2025,-89.24999999999999,11.0500001907,0.0,-45.66,-2.16,-0.67,368.34,2026-03,3018.TW
兆勁,6.18%,-691.67,⚪ 數據不足,-17.38%,📉 獲利侵蝕,-784.83,-183.33,2025,-75.45,12.1999998093,0.0,-18.44,-1.9,-0.51,601.5,2026-03,2444.TW
精確,11.59%,209.26,❌ 暫避觀望,1.68%,📉 獲利侵蝕,-785.5,-96.0,2025,59.849999999999994,70.5999984741,17.694235206541357,65.48,1.7,0.02,689.5,2026-03,3162.TWO
廣越,8.43%,-27.51,⚪ 中性觀察,-1.90%,⚠️ 獲利稀釋,-791.15,96.83,2025,72.45,58.0,12.008281573498964,17.91,3.04,-0.04,887.98,2026-03,4438.TW
南六,N/A,-178.42,⚪ 數據不足,N/A,🔄 轉虧為盈,-792.54,-83.05,2025,-86.7,36.7000007629,0.0,-1.5,-1.09,0.1,709.49,2026-03,6504.TW
精成科,N/A,5.17,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-792.95,1.92,2025,243.15,82.3000030518,5.077113081542258,55.5,6.55,1.59,794.87,2026-03,6191.TW
正崴,-1.63%,-281.76,⚪ 數據不足,-10.82%,📉 獲利侵蝕,-793.36,-264.0,2025,-205.8,42.2999992371,0.0,-3.44,-6.62,-0.46,529.36,2026-03,2392.TW
伊雲谷,N/A,1.77,⚪ 中性觀察,N/A,📉 獲利侵蝕,-794.03,-7.02,2025,72.3,64.0999984741,13.298754870145231,-1.67,2.31,0.53,787.01,2026-03,6689.TW
昶昕,N/A,-4.98,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-795.52,108.16,2025,74.55,67.0,13.480885311871228,12.79,2.1,1.02,903.68,2026-03,8438.TW
中宇,12.18%,-1.48,⚪ 中性觀察,5.96%,📉 獲利侵蝕,-799.71,-12.5,2025,141.45,45.0499992371,4.777306387815483,4.67,4.0,0.77,787.21,2026-03,1535.TW
虹揚-KY,N/A,163.4,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-801.14,16.67,2025,21.9,15.8999996185,10.890410697602741,-13.43,1.23,-0.4,817.81,2026-03,6573.TW
東碩,2.51%,-139.68,⚪ 數據不足,-26.32%,📉 獲利侵蝕,-802.6700000000001,-334.92,2025,-260.85,13.9499998093,0.0,5.44,-7.65,-2.8,467.75,2026-03,3272.TWO
加百裕,11.17%,-76.19,⚪ 數據不足,-4.33%,📉 獲利侵蝕,-803.4100000000001,-19.57,2025,-80.85000000000001,26.75,0.0,-9.18,-1.92,-0.56,783.84,2026-03,3323.TWO
五福,N/A,10.36,⚪ 中性觀察,N/A,📉 獲利侵蝕,-803.54,-19.81,2025,404.54999999999995,85.4000015259,3.1664813320689653,14.38,10.01,3.44,783.73,2026-03,2745.TWO
正達,-12.37%,-106.98,⚪ 數據不足,-29.19%,⚠️ 獲利稀釋,-807.22,52.56,2025,-105.75000000000001,62.2999992371,0.0,5.53,-2.86,-0.37,859.78,2026-03,3149.TW
東台,7.66%,150.56,⚪ 中性觀察,-21.47%,📉 獲利侵蝕,-810.37,-557.14,2025,94.95,30.2999992371,4.786729737298578,-6.62,1.81,-0.65,253.23,2026-03,4526.TW
汎銓,N/A,-156.8,⚪ 數據不足,N/A,⚠️ 獲利稀釋,-810.6500000000001,36.17,2025,-47.85,551.0,0.0,10.78,-0.71,-0.61,846.82,2026-03,6830.TW
花王,N/A,-252.38,⚪ 數據不足,N/A,📉 獲利侵蝕,-820.27,-8.0,2025,-29.85,28.2999992371,0.0,-13.36,-0.78,-0.28,812.27,2026-03,8906.TWO
聯上發,N/A,-85.71,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-820.85,73.91,2025,12.0,11.3000001907,14.125000238375,-43.28,0.15,0.4,894.76,2026-03,2537.TW
友達,10.73%,327.5,❌ 暫避觀望,-2.70%,📉 獲利侵蝕,-821.25,-134.88,2025,29.4,30.2000007629,15.408163654540816,0.41,0.9,-0.15,686.37,2026-03,2409.TW
三聯,N/A,-0.48,⚪ 中性觀察,N/A,📉 獲利侵蝕,-822.1999999999999,-4.55,2025,153.14999999999998,83.0999984741,8.13907918453477,21.03,4.18,1.26,817.65,2026-03,5493.TWO
信立,19.64%,7.63,⚪ 中性觀察,-12.85%,📉 獲利侵蝕,-824.03,-105.3,2025,440.4,36.8499984741,1.2551089398535422,164.26,11.15,-0.48,718.73,2026-03,4303.TWO
唐榮,-14.72%,-114.55,⚪ 數據不足,-18.44%,🔄 轉虧為盈,-829.4200000000001,127.05,2025,-157.95000000000002,27.0499992371,0.0,-21.22,-4.72,0.33,956.47,2026-03,2035.TWO
