name,gm,prev_eps_yoy,advice,om,status,expansion,eps_yoy,prev_year,est_price,price,pe,prev_rev_yoy,prev_eps,eps,rev_yoy,date,symbol
星亞,N/A,10.39,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-150.47,9.09,2025,157.95,36.2000007629,3.4377968435802466,9.51,4.22,1.08,159.56,2026-03,7753.TWO
國光生,49.56%,1.75,⚪ 數據不足,23.11%,⚠️ 獲利稀釋,-150.56,17.31,2025,-47.25000000000001,17.2000007629,0.0,-9.99,-0.57,-0.44,167.87,2026-03,4142.TW
力智,N/A,198.64,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-150.93,41.89,2025,222.3,180.0,12.145748987854251,23.89,6.58,2.1,192.82,2026-03,6719.TW
雍智科技,N/A,-12.9,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-151.18,64.88,2025,550.4999999999999,1290.0,35.14986376021799,23.03,15.42,6.23,216.06,2026-03,6683.TWO
華義*,44.07%,-192.54,⚪ 數據不足,-19.63%,📉 獲利侵蝕,-152.4,-104.55,2025,-25.5,29.0,0.0,5.99,-0.62,-0.01,47.85,2026-03,3086.TWO
穎崴,N/A,40.24,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-152.6,13.4,2025,1842.6000000000001,6890.0,56.08922175187235,35.51,46.93,19.54,166.0,2026-03,6515.TW
辣椒,N/A,131.69,⚪ 中性觀察,N/A,📉 獲利侵蝕,-152.6,-82.61,2025,144.9,92.9000015259,9.61697738363354,786.25,3.14,0.41,69.99,2026-03,4946.TWO
奕力-KY,N/A,-39.39,⚪ 中性觀察,N/A,📉 獲利侵蝕,-152.73000000000002,-69.68,2025,120.60000000000001,30.3999996185,3.781094479912935,-15.03,2.87,0.58,83.05,2026-03,6962.TW
聯發國際,49.60%,61.83,⚪ 中性觀察,5.94%,📉 獲利侵蝕,-152.76,-3.85,2025,125.39999999999999,62.0,7.416267942583732,69.66,3.93,0.51,148.91,2026-03,2756.TWO
類比科,38.12%,-33.77,❌ 暫避觀望,-0.86%,📉 獲利侵蝕,-153.12,-27.27,2025,29.250000000000004,61.9000015259,31.74359052610256,4.92,1.0,0.24,125.85,2026-03,3438.TWO
鼎基,N/A,-45.5,⚪ 中性觀察,N/A,📉 獲利侵蝕,-153.44,-28.46,2025,210.0,103.0,7.357142857142857,-13.21,5.64,1.86,124.98,2026-03,6585.TW
聯德,23.48%,-32.0,❌ 暫避觀望,-362.94%,📉 獲利侵蝕,-153.53,-98.28,2025,7.95,21.5,40.56603773584906,-88.36,0.68,0.01,55.25,2026-03,3308.TW
海悅,34.04%,-51.27,⚪ 中性觀察,22.47%,📉 獲利侵蝕,-153.63,-93.37,2025,208.2,70.3000030518,5.0648417184293955,-27.63,6.85,0.16,60.26,2026-03,2348.TW
耿鼎,N/A,-45.98,⚪ 中性觀察,N/A,📉 獲利侵蝕,-154.0,-45.92,2025,68.7,26.0499992371,5.687772759192139,-12.78,1.95,0.53,108.08,2026-03,1524.TW
台航,46.23%,3.25,⚪ 數據不足,41.07%,⚠️ 獲利稀釋,-154.59,22.41,2025,0.0,0.0,0.0,-2.28,3.18,0.71,177.0,2026-03,2617.TW
笙泉,34.82%,-22.38,⚪ 數據不足,-12.95%,⚠️ 獲利稀釋,-154.6,45.28,2025,-67.95,24.0499992371,0.0,-11.1,-1.75,-0.29,199.88,2026-03,3122.TWO
芯鼎,N/A,-355.0,⚪ 數據不足,N/A,⚠️ 獲利稀釋,-154.78,4.29,2025,-87.9,46.5,0.0,10.49,-1.83,-0.68,159.07,2026-03,6695.TW
昇達科,58.57%,-12.03,❌ 暫避觀望,27.57%,🏰 高護城河,-154.98,70.37,2025,290.7,1415.0,73.01341589267287,5.02,7.83,3.68,225.35,2026-03,3491.TWO
捷波,N/A,-20.23,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-155.0,45.61,2025,100.05,47.5999984741,7.136431555337331,12.38,2.72,0.83,200.61,2026-03,6161.TWO
鐿鈦,N/A,-5.16,⚪ 中性觀察,N/A,📉 獲利侵蝕,-155.49,-23.31,2025,179.25000000000003,128.5,10.753138075313807,1.22,5.13,1.29,132.18,2026-03,4163.TWO
穩得,N/A,2.89,⚪ 中性觀察,N/A,📉 獲利侵蝕,-155.52999999999997,-14.89,2025,269.25,162.0,9.025069637883009,-2.32,7.34,1.6,140.64,2026-03,6761.TWO
港建*,40.97%,15.09,⚪ 中性觀察,11.18%,📉 獲利侵蝕,-155.94,-81.4,2025,44.849999999999994,43.5499992371,14.565217136153848,38.76,1.22,0.08,74.54,2026-03,3093.TWO
聰泰,N/A,-22.13,⚪ 中性觀察,N/A,📉 獲利侵蝕,-156.84,-41.18,2025,185.7,150.0,12.11631663974152,22.92,5.49,0.6,115.66,2026-03,5474.TWO
久禾光,N/A,11.33,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-156.91000000000003,16.67,2025,229.95000000000002,65.5,4.272667971298108,19.77,6.51,1.75,173.58,2026-03,6498.TWO
欣天然,N/A,-28.18,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-157.4,16.98,2025,65.4,43.2000007629,9.908257055711008,2.96,1.61,0.63,174.38,2026-03,9918.TW
志旭,N/A,16.9,⚪ 數據不足,N/A,📉 獲利侵蝕,-157.79,-100.0,2025,-29.85,12.25,0.0,-2.17,-0.59,-0.62,57.79,2026-03,8067.TWO
笙科,N/A,-1377.78,⚪ 數據不足,N/A,📉 獲利侵蝕,-158.26999999999998,-90.0,2025,-50.4,16.9500007629,0.0,2.86,-1.33,-0.57,68.27,2026-03,5272.TWO
憶聲,24.73%,-57.58,❌ 暫避觀望,-2.71%,📉 獲利侵蝕,-158.51,-90.0,2025,13.800000000000002,14.3999996185,15.652173498369564,-31.39,0.28,0.02,68.51,2026-03,3024.TW
泰霖,N/A,139.29,❌ 暫避觀望,N/A,📉 獲利侵蝕,-158.55,-81.82,2025,9.0,29.5,49.16666666666667,22.38,0.12,0.02,76.73,2026-03,8080.TWO
三集瑞-KY,N/A,-19.59,⚪ 中性觀察,N/A,📉 獲利侵蝕,-159.02,-68.65,2025,277.65,133.0,7.18530524041059,2.98,8.29,1.0,90.37,2026-03,6862.TW
中天,42.56%,31.02,⚪ 數據不足,-18.87%,⚠️ 獲利稀釋,-159.39000000000001,26.19,2025,-58.650000000000006,14.5,0.0,9.94,-1.29,-0.31,185.58,2026-03,4128.TWO
力領科技,N/A,-14.17,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-159.41,36.13,2025,419.85,165.0,5.894962486602358,-9.4,12.15,3.27,195.54,2026-03,6996.TWO
倉佑,34.44%,-13.92,⚪ 中性觀察,17.09%,📉 獲利侵蝕,-159.61,-3.77,2025,49.35,28.2000007629,8.57142880331307,0.3,1.36,0.51,155.84,2026-03,1568.TW
驊訊,N/A,-462.96,⚪ 數據不足,N/A,⚠️ 獲利稀釋,-161.35,52.94,2025,-67.2,33.1500015259,0.0,11.69,-1.52,-0.24,214.29,2026-03,6237.TWO
傑霖科技,N/A,-62.55,⚪ 中性觀察,N/A,📉 獲利侵蝕,-162.27,-61.9,2025,79.49999999999999,63.0,11.886792452830191,-23.31,2.25,0.4,100.37,2026-03,8102.TWO
海韻電,N/A,57.43,⚪ 中性觀察,N/A,📉 獲利侵蝕,-162.29000000000002,-25.14,2025,164.85,59.9000015259,5.450409601992721,37.15,5.51,1.37,137.15,2026-03,6203.TWO
全宇昕,N/A,-22.95,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-163.5,22.89,2025,234.00000000000003,136.5,8.75,3.91,6.32,2.47,186.39,2026-03,6651.TWO
茂訊,25.33%,-12.32,⚪ 中性觀察,7.00%,📉 獲利侵蝕,-164.20999999999998,-8.48,2025,292.35,121.0,6.208311954848639,1.19,7.4,2.59,155.73,2026-03,3213.TWO
隴華,27.86%,59.69,⚪ 數據不足,-40.94%,📉 獲利侵蝕,-165.21,-114.81,2025,-58.8,8.0100002289,0.0,34.04,-1.34,-0.58,50.4,2026-03,2424.TW
曜亞,44.64%,-32.69,⚪ 中性觀察,12.42%,📉 獲利侵蝕,-165.56,-26.32,2025,145.8,53.5999984741,5.514403135195472,-11.82,3.81,0.84,139.24,2026-03,4138.TWO
裕民,35.36%,-22.2,⚪ 中性觀察,30.49%,⚠️ 獲利稀釋,-165.8,333.33,2025,139.19999999999996,76.5,8.243534482758623,-4.75,4.31,1.17,499.13,2026-03,2606.TW
海灣,43.11%,141.94,❌ 暫避觀望,22.84%,⚠️ 獲利稀釋,-166.92,12.5,2025,2.55,15.3000001907,90.00000112176471,-3.71,0.13,0.09,179.42,2026-03,3252.TWO
有成精密,N/A,240.74,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-167.23000000000002,197.5,2025,80.1,76.5,14.325842696629215,-0.48,1.91,1.19,364.73,2026-03,4949.TW
佳必琪,N/A,-0.23,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-167.26,96.93,2025,325.49999999999994,300.0,13.824884792626731,12.03,8.67,3.21,264.19,2026-03,6197.TW
北極星藥業-KY,N/A,-40.62,⚪ 數據不足,N/A,⚠️ 獲利稀釋,-167.39999999999998,25.58,2025,-160.04999999999998,9.970000267,0.0,-62.05,-5.1,-0.64,192.98,2026-03,6550.TW
連宇,35.81%,-234.57,⚪ 數據不足,-38.32%,📉 獲利侵蝕,-167.48000000000002,-4.55,2025,-45.3,15.75,0.0,-16.89,-1.09,-0.23,162.93,2026-03,2482.TW
大地-KY,N/A,-516.13,⚪ 數據不足,N/A,📉 獲利侵蝕,-168.3,-11.11,2025,-46.050000000000004,9.0799999237,0.0,-31.28,-1.29,-0.4,157.19,2026-03,8437.TWO
研華,39.78%,17.26,❌ 暫避觀望,15.69%,⚠️ 獲利稀釋,-168.54,21.52,2025,453.6,674.0,22.288359788359788,18.56,12.25,3.85,190.06,2026-03,2395.TW
聚鼎,N/A,-69.96,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-168.57000000000002,46.51,2025,46.949999999999996,87.5,27.95527156549521,-2.5,0.67,0.64,215.08,2026-03,6224.TW
新應材,44.02%,32.78,❌ 暫避觀望,23.34%,⚠️ 獲利稀釋,-169.10000000000002,63.39,2025,432.6,721.0,25.0,28.3,11.33,3.66,232.49,2026-03,4749.TWO
天虹,N/A,-50.25,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-169.86,31.51,2025,103.49999999999999,288.5,41.811594202898554,-13.26,3.01,0.96,201.37,2026-03,6937.TW
安�硌穈T,N/A,36.27,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-170.18,21.39,2025,358.95000000000005,171.0,7.145842039281236,13.3,10.22,2.27,191.57,2026-03,6690.TWO
點序,N/A,152.21,❌ 暫避觀望,N/A,📉 獲利侵蝕,-170.28,-100.0,2025,10.5,59.7000007629,85.28571537557143,16.84,0.71,0.0,70.28,2026-03,6485.TWO
佑全,N/A,-54.29,⚪ 數據不足,N/A,⚠️ 獲利稀釋,-170.61,25.0,2025,-49.05,21.75,0.0,-1.45,-1.63,-0.21,195.61,2026-03,6929.TWO
杰力,N/A,-22.77,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-170.81,18.71,2025,161.55,91.8000030518,8.52367716358403,-12.32,4.58,1.65,189.52,2026-03,5299.TWO
永裕,15.09%,-89.88,❌ 暫避觀望,1.25%,⚠️ 獲利稀釋,-172.04999999999995,620.0,2025,10.2,21.6499996185,31.83823473308824,-23.91,0.26,0.36,792.05,2026-03,1323.TW
精湛,45.13%,-22.56,⚪ 中性觀察,17.87%,📉 獲利侵蝕,-172.23000000000002,-43.18,2025,65.1,60.0,13.824884792626728,-2.97,2.3,0.28,129.05,2026-03,2070.TWO
動力-KY,N/A,60.88,⚪ 中性觀察,N/A,📉 獲利侵蝕,-172.28,-55.88,2025,204.29999999999998,41.9000015259,3.076358408656388,38.81,5.37,0.75,116.4,2026-03,6591.TW
誠品生活,40.82%,100.0,❌ 暫避觀望,-1.48%,⚠️ 獲利稀釋,-172.47,6.25,2025,19.2,30.1000003815,23.515625298046874,1.84,0.54,0.17,178.72,2026-03,2926.TWO
杭特,30.70%,461.54,❌ 暫避觀望,-18.51%,⚠️ 獲利稀釋,-173.02,28.57,2025,18.45,26.9500007629,21.91056972593496,20.59,0.47,-0.05,201.59,2026-03,3297.TWO
明遠精密,N/A,-22.56,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-173.26,42.86,2025,73.49999999999999,60.5,12.346938775510205,-11.73,2.07,0.7,216.12,2026-03,7704.TWO
諾貝兒,N/A,-21.14,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-173.3,18.94,2025,96.74999999999999,59.5999984741,9.240309840945738,1.36,2.35,1.57,192.24,2026-03,6844.TWO
均華,N/A,-14.04,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-174.41,218.52,2025,487.05000000000007,1170.0,36.03326147212811,10.19,12.75,5.19,392.93,2026-03,6640.TWO
中華電,33.63%,3.96,⚪ 中性觀察,17.33%,⚠️ 獲利稀釋,-174.49,3.17,2025,189.75,140.5,11.106719367588932,2.67,4.99,1.3,177.66,2026-03,2412.TW
邁達康,N/A,-13.79,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-174.67999999999998,29.27,2025,56.7,31.2999992371,8.280423078597883,-3.52,1.75,0.53,203.95,2026-03,9960.TWO
鴻名,N/A,-43.1,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-175.97999999999996,416.67,2025,15.3,23.5,23.03921568627451,-3.87,0.33,0.19,592.65,2026-03,3021.TW
德微,36.51%,-66.46,❌ 暫避觀望,9.03%,⚠️ 獲利稀釋,-176.56,11.85,2025,92.85,259.0,41.841680129240714,-9.88,2.67,1.51,188.41,2026-03,3675.TWO
研揚,N/A,-27.15,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-176.75,84.31,2025,221.54999999999998,148.0,10.02031144211239,20.03,5.62,3.81,261.06,2026-03,6579.TW
寶徠,21.75%,-93.38,❌ 暫避觀望,10.56%,📉 獲利侵蝕,-177.2,-30.0,2025,8.100000000000001,10.1000003815,18.703704410185182,-54.43,0.2,0.14,147.2,2026-03,1805.TW
通嘉,31.63%,-73.51,❌ 暫避觀望,-1.96%,⚠️ 獲利稀釋,-177.57,42.31,2025,22.95,51.5999984741,33.72548919875817,-7.24,0.5,0.37,219.88,2026-03,3588.TW
閎康,30.02%,-40.84,❌ 暫避觀望,10.45%,⚠️ 獲利稀釋,-177.81,196.0,2025,221.1,236.0,16.010854816824967,8.51,6.1,2.24,373.81,2026-03,3587.TWO
全新,37.27%,-18.46,❌ 暫避觀望,21.78%,⚠️ 獲利稀釋,-178.23,24.71,2025,105.0,515.0,73.57142857142857,4.29,2.97,1.06,202.94,2026-03,2455.TW
太普高,25.16%,-12.16,⚪ 中性觀察,13.35%,📉 獲利侵蝕,-178.42000000000002,-10.71,2025,69.89999999999999,19.2999992371,4.141630737575108,-17.82,2.31,0.5,167.71,2026-03,3284.TWO
綠界科技*,N/A,117.01,⚪ 中性觀察,N/A,📉 獲利侵蝕,-178.65,-9.84,2025,146.25,40.5499992371,4.158974280728206,8.73,4.21,0.55,168.81,2026-03,6763.TWO
天鉞電,N/A,-50.0,⚪ 數據不足,N/A,📉 獲利侵蝕,-178.89999999999998,-16.67,2025,-4.35,25.7999992371,0.0,10.32,0.03,0.1,162.23,2026-03,5251.TWO
中菲,N/A,-0.37,⚪ 中性觀察,N/A,📉 獲利侵蝕,-179.3,-26.34,2025,295.65000000000003,92.8000030518,4.708270068584475,7.88,8.57,1.42,152.96,2026-03,5403.TWO
嘉威,N/A,-99.85,❌ 暫避觀望,N/A,📉 獲利侵蝕,-179.72,-81.89,2025,21.0,23.2999992371,16.64285659792857,-24.49,0.01,0.48,97.83,2026-03,3557.TW
聯鈞,26.67%,31.15,❌ 暫避觀望,15.62%,📉 獲利侵蝕,-179.77,-70.51,2025,180.75,512.0,42.489626556016596,13.44,5.01,0.69,109.26,2026-03,3450.TW
岱稜,N/A,16.97,⚪ 中性觀察,N/A,📉 獲利侵蝕,-179.86,-23.33,2025,164.1,48.1500015259,4.401279846974406,0.49,4.57,0.92,156.53,2026-03,3303.TWO
中電,37.93%,-94.0,❌ 暫避觀望,11.05%,⚠️ 獲利稀釋,-180.07999999999998,8.33,2025,3.6,11.5500001907,48.12500079458333,-8.17,0.03,0.13,188.41,2026-03,1611.TW
森田,N/A,-56.63,⚪ 中性觀察,N/A,📉 獲利侵蝕,-180.4,-48.65,2025,79.35,29.75,5.623818525519849,-4.28,3.27,0.57,131.75,2026-03,8410.TWO
虎山,N/A,-31.43,⚪ 中性觀察,N/A,📉 獲利侵蝕,-180.68,-24.52,2025,172.79999999999998,69.0999984741,5.9982637564322925,22.39,5.04,1.18,156.16,2026-03,7736.TW
波力-KY,N/A,-10.98,⚪ 中性觀察,N/A,📉 獲利侵蝕,-180.94,-67.69,2025,397.80000000000007,83.5,3.148567119155354,-1.52,10.03,0.83,113.25,2026-03,8467.TW
坤悅,N/A,66.99,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-182.03,152.58,2025,208.2,22.4500007629,1.617435213465418,55.14,3.44,2.45,334.61,2026-03,5206.TWO
宏齊,N/A,66.67,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-182.06,100.0,2025,0.15000000000000013,29.4500007629,2945.000076289997,5.6,0.05,0.02,282.06,2026-03,6168.TW
東訊,29.80%,18.37,⚪ 數據不足,-5.26%,⚠️ 獲利稀釋,-183.29000000000002,45.45,2025,0.0,0.0,0.0,16.01,-0.76,-0.12,228.74,2026-03,2321.TW
倫飛,39.87%,2.69,⚪ 中性觀察,7.82%,📉 獲利侵蝕,-183.38,-42.76,2025,148.65,62.0,6.256306760847629,20.5,4.2,0.83,140.62,2026-03,2364.TW
科懋,N/A,-85.58,⚪ 數據不足,N/A,📉 獲利侵蝕,-183.4,-34.88,2025,0.0,0.0,0.0,4.22,-3.97,-1.18,148.52,2026-03,6496.TWO
宸曜,N/A,-8.99,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-184.0,2.36,2025,275.7,186.0,10.119695321001089,13.67,6.9,2.6,186.36,2026-03,6922.TWO
優盛,33.58%,-5.88,⚪ 數據不足,-3.01%,⚠️ 獲利稀釋,-184.14,8.33,2025,-13.799999999999999,12.6999998093,0.0,-1.34,-0.36,-0.11,192.47,2026-03,4121.TWO
安格,N/A,137.2,⚪ 中性觀察,N/A,📉 獲利侵蝕,-184.59,-99.76,2025,126.74999999999999,44.6500015259,5.2840238492189355,-15.36,1.57,0.01,84.83,2026-03,6684.TWO
艾訊,33.38%,-37.99,⚪ 中性觀察,10.77%,⚠️ 獲利稀釋,-185.04000000000002,92.31,2025,159.45,124.0,11.665098777046097,1.82,4.68,2.25,277.35,2026-03,3088.TWO
生展,N/A,13.09,⚪ 中性觀察,N/A,📉 獲利侵蝕,-185.14999999999998,-45.58,2025,380.4,78.6999969482,3.1033121825,6.1,10.02,1.23,139.57,2026-03,8279.TWO
統一,31.73%,-5.22,⚪ 中性觀察,2.59%,⚠️ 獲利稀釋,-185.4,26.37,2025,141.15,75.0,7.970244420828905,2.32,3.45,1.15,211.77,2026-03,1216.TW
碩網,N/A,22.61,⚪ 中性觀察,N/A,📉 獲利侵蝕,-185.5,-2.33,2025,92.99999999999999,48.5,7.822580645161291,5.66,2.65,0.42,183.17,2026-03,7547.TWO
凌通,N/A,-54.63,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-185.56,19.05,2025,52.2,47.25,13.577586206896552,-13.56,1.03,0.5,204.61,2026-03,4952.TW
宏觀,N/A,4.76,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-185.79,6.4,2025,137.10000000000002,132.5,14.496717724288839,6.74,4.0,1.34,192.19,2026-03,6568.TWO
帝寶,N/A,-26.4,⚪ 中性觀察,N/A,📉 獲利侵蝕,-185.92,-12.5,2025,490.50000000000006,137.5,4.204892966360856,-3.69,13.97,4.41,173.42,2026-03,6605.TW
融程電,38.51%,4.56,⚪ 中性觀察,18.05%,📉 獲利侵蝕,-186.06,-3.23,2025,262.95,160.5,9.155733029092985,19.07,7.39,1.8,182.83,2026-03,3416.TW
嘉基,N/A,-65.38,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-186.09,46.38,2025,76.95,321.5,62.670565302144254,-25.1,1.8,1.02,232.47,2026-03,6715.TW
可成,33.00%,-37.78,⚪ 中性觀察,13.69%,📉 獲利侵蝕,-186.16,-38.46,2025,364.8,204.0,8.388157894736842,3.18,11.33,2.63,147.7,2026-03,2474.TW
富鼎,N/A,19.71,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-186.21,9.03,2025,202.05000000000004,162.0,12.026726057906457,6.37,5.73,1.57,195.24,2026-03,8261.TW
茂達,N/A,31.94,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-186.28,40.71,2025,469.34999999999997,265.0,8.469159475870885,22.89,13.04,3.68,226.99,2026-03,6138.TWO
欣陸,13.84%,25.87,⚪ 中性觀察,7.24%,⚠️ 獲利稀釋,-186.28999999999996,560.0,2025,51.74999999999999,19.7999992371,5.7391302136521745,11.98,1.8,0.33,746.29,2026-03,3703.TW
上亞科技,N/A,-129.33,⚪ 數據不足,N/A,⚠️ 獲利稀釋,-186.60000000000002,18.42,2025,-57.3,23.8999996185,0.0,-20.79,-1.72,-0.31,205.02,2026-03,6130.TWO
聯電,30.67%,-11.97,❌ 暫避觀望,19.78%,⚠️ 獲利稀釋,-187.08999999999997,108.06,2025,127.64999999999999,140.5,16.509988249118685,2.26,3.34,1.29,295.15,2026-03,2303.TW
昶和,18.12%,-77.66,⚪ 數據不足,2.42%,📉 獲利侵蝕,-187.21,-34.62,2025,-0.5999999999999996,13.1499996185,0.0,-23.26,0.21,0.17,152.59,2026-03,1468.TW
德晉,-8.98%,58.98,⚪ 數據不足,-223.66%,⚠️ 獲利稀釋,-187.35000000000002,62.2,2025,-46.50000000000001,24.1499996185,0.0,-72.48,-1.11,-0.31,249.55,2026-03,3466.TWO
磐儀,41.27%,-63.43,⚪ 數據不足,10.21%,⚠️ 獲利稀釋,-187.85000000000002,66.67,2025,-0.5999999999999996,45.9500007629,0.0,29.3,0.49,-0.07,254.52,2026-03,3594.TWO
大銀微系統,38.42%,294.12,❌ 暫避觀望,13.23%,⚠️ 獲利稀釋,-187.90999999999997,118.18,2025,73.35,242.0,49.48875255623722,20.44,2.01,0.96,306.09,2026-03,4576.TW
宜特,25.60%,-34.26,⚪ 中性觀察,4.49%,⚠️ 獲利稀釋,-188.26000000000002,18.82,2025,213.89999999999998,132.0,9.256661991584854,11.44,4.81,2.05,207.08,2026-03,3289.TWO
五鼎,30.15%,27.34,⚪ 中性觀察,7.57%,⚠️ 獲利稀釋,-188.87,30.65,2025,67.19999999999999,30.7999992371,6.8749998297098225,5.0,1.63,0.81,219.52,2026-03,1733.TW
上福,N/A,-431.94,⚪ 數據不足,N/A,🔄 轉虧為盈,-188.97000000000003,-41.67,2025,-268.8,18.7999992371,0.0,-4.71,-9.56,0.28,147.3,2026-03,6128.TW
百和,N/A,-13.68,⚪ 中性觀察,N/A,📉 獲利侵蝕,-189.29,-43.51,2025,158.25,38.1500015259,3.6161138887109003,2.05,4.1,0.87,145.78,2026-03,9938.TW
強信-KY,33.75%,48.04,⚪ 中性觀察,16.61%,📉 獲利侵蝕,-189.35000000000002,-17.39,2025,111.15,29.4500007629,3.97435907731444,6.92,3.02,0.76,171.96,2026-03,4560.TW
營邦,29.12%,-38.69,❌ 暫避觀望,0.48%,📉 獲利侵蝕,-189.51,-81.73,2025,586.35,663.0,16.960859554873366,-11.96,15.5,1.54,107.78,2026-03,3693.TWO
世禾,36.55%,17.2,⚪ 中性觀察,18.42%,⚠️ 獲利稀釋,-189.9,15.17,2025,314.85,169.5,8.075273939971414,16.17,8.36,2.46,205.07,2026-03,3551.TWO
華城,42.20%,-6.3,❌ 暫避觀望,19.22%,⚠️ 獲利稀釋,-190.43,9.67,2025,467.85,712.0,22.82782943251042,20.89,13.99,3.29,200.1,2026-03,1519.TW
普安,43.31%,-49.1,❌ 暫避觀望,9.76%,⚠️ 獲利稀釋,-191.19,3.13,2025,24.15,37.4500007629,23.260870039068323,-10.89,1.13,0.33,194.32,2026-03,2495.TW
友輝,28.71%,-18.35,⚪ 中性觀察,12.48%,📉 獲利侵蝕,-191.64999999999998,-17.11,2025,193.65,51.0999984741,3.9581718415259486,2.41,5.77,1.9,174.54,2026-03,4933.TWO
迎廣,N/A,-7.65,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-192.04999999999998,177.08,2025,122.25,61.2999992371,7.521472299030675,11.78,3.77,1.33,369.13,2026-03,6117.TW
創業家,N/A,53.77,⚪ 數據不足,N/A,⚠️ 獲利稀釋,-192.17000000000002,94.64,2025,-30.450000000000003,15.3000001907,0.0,-52.73,-0.92,-0.03,286.81,2026-03,8477.TWO
幸康,N/A,61.93,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-192.23000000000002,39.39,2025,148.95,60.9000015259,6.132930667260826,19.44,3.53,1.38,231.62,2026-03,3332.TWO
騰輝電子-KY,N/A,-2.81,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-192.51,64.76,2025,184.95,292.0,23.682076236820766,0.88,4.85,1.73,257.27,2026-03,6672.TW
凱衛,N/A,-102.22,⚪ 數據不足,N/A,📉 獲利侵蝕,-192.66,-103.03,2025,-22.8,29.9500007629,0.0,12.63,-0.06,-0.67,89.63,2026-03,5201.TWO
揚智,5.61%,-35.42,⚪ 數據不足,-198.78%,📉 獲利侵蝕,-192.74,-20.0,2025,-106.95,22.5,0.0,-29.93,-3.43,-0.48,172.74,2026-03,3041.TW
世德,19.80%,-77.5,⚪ 中性觀察,-4.97%,📉 獲利侵蝕,-194.24,-3.47,2025,78.60000000000001,51.2999992371,9.79007619028626,-9.64,1.34,1.96,190.77,2026-03,2066.TWO
智崴,N/A,-356.73,⚪ 數據不足,N/A,🔄 轉虧為盈,-194.54999999999998,201.59,2025,-137.10000000000002,93.0,0.0,-3.81,-2.87,0.67,396.14,2026-03,5263.TWO
視陽,N/A,39.41,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-195.34,24.03,2025,510.59999999999997,223.5,6.565804935370153,15.02,14.08,3.82,219.37,2026-03,6782.TW
意德士,N/A,19.42,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-195.95999999999998,22.93,2025,285.45000000000005,243.0,12.769311613242248,19.26,7.1,2.52,218.89,2026-03,7556.TWO
晶采,N/A,-31.2,⚪ 中性觀察,N/A,📉 獲利侵蝕,-196.48999999999998,-4.35,2025,63.0,24.4500007629,5.821428753071428,-0.92,1.72,0.44,192.14,2026-03,8049.TWO
望隼,N/A,10.57,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-196.72,10.24,2025,472.04999999999995,201.5,6.40292341912933,16.17,12.71,3.66,206.96,2026-03,4771.TW
鴻華先進-創,19.82%,-73.98,⚪ 數據不足,-262.93%,📉 獲利侵蝕,-196.74,-70.0,2025,-69.45,30.5499992371,0.0,-51.34,-2.15,-0.51,126.74,2026-03,2258.TW
僑威,23.99%,8.01,⚪ 中性觀察,12.10%,📉 獲利侵蝕,-196.95999999999998,-61.08,2025,228.6,43.9500007629,2.8838583177755903,16.17,6.07,0.72,135.88,2026-03,3078.TWO
南寶,33.74%,-9.03,⚪ 中性觀察,16.17%,⚠️ 獲利稀釋,-197.02,8.26,2025,795.6,337.0,6.35369532428356,0.95,20.25,6.55,205.28,2026-03,4766.TW
