股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,殖利率,狀態,連續大漲,連續大跌,原因,最終狀態
6570,維田,47.60,62,64.28,36.61,---,3.53%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7806,精華生醫,60.00,4,80.50,57.60,---,---,均線糾擺,無,無,MA 乖離率僅 0.75%,均線糾擺
6831,邁科,567.00,660,956.00,157.83,---,0.74%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00696,富邦美債20年,27.52,2042,30.21,27.52,---,0.94%,均線糾擺 -> 離開盤整 (向下),無,無,跌破布林下軌 (27.57),離開盤整 (向下)
6153,嘉聯益,17.30,1667,24.45,13.50,---,---,均線糾擺,無,無,MA 乖離率僅 0.92%,均線糾擺
8261,富鼎,162.00,1673,346.94,83.30,---,4.05%,均線糾擺 -> 離開盤整 (向下),無,無,跌破布林下軌 (163.57),離開盤整 (向下)
6205,詮欣,61.30,272,98.20,37.00,---,3.47%,均線糾擺,無,無,MA 乖離率僅 1.39%,均線糾擺
7595,世基生醫,7.25,35,13.60,6.09,---,---,離開盤整 (向下) -> 均線糾擺,無,無,MA 乖離率僅 0.35%,均線糾擺
3479,安勤,131.00,731,156.50,83.70,---,5.22%,貼軌運行 -> 均線糾擺,無,無,MA 乖離率僅 0.60%,均線糾擺
1789,神隆,18.30,848,28.25,16.75,---,2.02%,均線糾擺 -> 離開盤整 (向下),無,無,跌破布林下軌 (18.49),離開盤整 (向下)
3171,炎洲流通,59.60,23,79.40,45.00,---,7.01%,離開盤整 (向下),無,無,跌破布林下軌 (60.04),離開盤整 (向下)
4721,美琪瑪,72.10,275,101.00,61.20,---,3.35%,均線糾擺,無,無,MA 乖離率僅 0.83%,均線糾擺
911608,明輝-DR,2.72,15,3.51,2.53,---,1.89%,均線糾擺,無,無,MA 乖離率僅 0.05%,均線糾擺
6924,榮惠-KY創,141.50,77,193.50,47.80,---,7.45%,強勢突破 (軌外),連1日大漲,無,股價衝破布林上軌 (133.87)，進入噴發段,強勢突破 (軌外)
3044,健鼎,508.00,2656,573.00,290.00,---,4.08%,均線糾擺,無,無,MA 乖離率僅 1.14%,均線糾擺
3011,今皓,9.70,425,15.90,9.70,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00876,元大全球5G,85.60,449,107.70,39.08,---,---,均線糾擺,無,無,MA 乖離率僅 0.58%,均線糾擺
00676,富邦臺灣加權反1,5.47,7741,11.00,5.32,---,---,均線糾擺,無,無,MA 乖離率僅 0.89%,均線糾擺
4961,天鈺,170.00,691,179.00,135.00,---,5.89%,均線糾擺,無,無,MA 乖離率僅 1.39%,均線糾擺
2012,春雨,14.10,63,17.70,14.10,---,5.31%,均線糾擺 -> 離開盤整 (向下),無,無,跌破布林下軌 (14.17),離開盤整 (向下)
8114,振樺電,177.50,483,267.00,164.00,---,2.62%,離開盤整 (向下) -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6638,沅聖,45.00,79,66.90,24.50,---,---,均線糾擺,無,無,MA 乖離率僅 0.91%,均線糾擺
