代號,名稱,現價,當日外資(張),當日投信(張),當日自營(張),Date,上週估買(張),這週估買(張),淨增進貨(張),增長倍數,5D股價漲跌,狀態
6770.TW,力積電,70.7,28001,-21,2200,20260911,10365,621978,611612,60.0x,3.21%,▲ 順勢追意
3481.TW,群創,47.7,-30148,-55,-1808,20260911,31210,257381,226171,8.2x,-1.65%,★ 壓低偷買
8021.TW,尖點,418.5,-7,-160,112,20260911,-45149,41439,86588,-0.9x,-0.36%,★ 壓低偷買
3167.TW,大量,828.0,-378,-47,44,20260911,2334,66735,64400,28.6x,3.11%,▲ 順勢追意
6919.TW,康霈*,79.5,-627,-21,-23,20260911,-55112,-1627,53485,0.0x,-7.99%,🚨 外資提款
6257.TW,矽格,211.5,5844,-4,288,20260911,-29412,20189,49601,-0.7x,-0.24%,★ 壓低偷買
4958.TW,臻鼎-KY,495.0,-2555,-8,-13,20260911,-16288,25742,42031,-1.6x,6.91%,▲ 順勢追意
6451.TW,訊芯-KY,409.5,-39,0,-18,20260911,-41879,-746,41133,0.0x,-8.80%,🚨 外資提款
6269.TW,台郡,66.1,-3350,-9,-173,20260911,-45318,-5989,39329,0.1x,-2.36%,🚨 外資提款
8039.TW,台虹,272.0,-1544,-354,-47,20260911,-130309,-97766,32543,0.8x,-8.57%,🚨 外資提款
3049.TW,精金,12.1,326,0,10,20260911,-30095,-191,29903,0.0x,-5.47%,🚨 外資提款
6426.TW,統新,302.0,-621,0,8,20260911,6503,32939,26435,5.1x,12.06%,▲ 順勢追意
6116.TW,彩晶,14.1,-3900,0,-310,20260911,-14946,10951,25898,-0.7x,0.36%,★ 壓低偷買
3715.TW,定穎投控,123.0,-2828,0,-233,20260911,-20272,5269,25542,-0.3x,4.24%,▲ 順勢追意
3711.TW,日月光投控,618.0,4770,-20,-412,20260911,-3389,16861,20250,-5.0x,5.10%,▲ 順勢追意
4526.TW,東台,30.3,-5,0,-2,20260911,-21045,-921,20123,0.0x,-5.31%,🚨 外資提款
4967.TW,十銓,280.5,-769,0,-62,20260911,-810,18249,19059,-22.5x,1.63%,▲ 順勢追意
6669.TW,緯穎,2310.0,-487,26,77,20260911,-21279,-2522,18757,0.1x,-9.94%,🚨 外資提款
6672.TW,騰輝電子-KY,292.0,-189,-3,-14,20260911,-2008,15827,17835,-7.9x,1.04%,▲ 順勢追意
6239.TW,力成,273.0,810,-42,97,20260911,-9015,4849,13864,-0.5x,-1.27%,★ 壓低偷買
6531.TW,愛普*,988.0,66,850,25,20260911,-8198,5236,13434,-0.6x,8.45%,▲ 順勢追意
8227.TWO,巨有科技,239.0,309,0,-1,20260911,-60,12797,12858,-211.2x,50.79%,▲ 順勢追意
8105.TW,凌巨,14.65,-880,0,-66,20260911,-11623,381,12005,-0.0x,-2.33%,★ 壓低偷買
8046.TW,南電,1080.0,-852,7,-107,20260911,-6723,5152,11876,-0.8x,2.37%,▲ 順勢追意
3450.TW,聯鈞,512.0,-458,-552,130,20260911,-10797,-527,10269,0.0x,-11.72%,🚨 外資提款
3645.TW,達邁,68.5,-1849,0,-29,20260911,-20797,-11291,9505,0.5x,-4.33%,🚨 外資提款
6197.TW,佳必琪,300.0,122,-5,-41,20260911,-9457,-282,9175,0.0x,-4.76%,🚨 外資提款
6962.TW,奕力-KY,30.4,-53,0,-42,20260911,-9327,-366,8961,0.0x,-4.85%,🚨 外資提款
3149.TW,正達,62.3,-953,0,-35,20260911,-7041,1388,8430,-0.2x,2.81%,▲ 順勢追意
3229.TW,晟鈦,67.5,-436,0,-4,20260911,-895,6699,7594,-7.5x,35.54%,▲ 順勢追意
8096.TWO,擎亞,90.7,1274,0,-164,20260911,-327,7210,7538,-22.0x,-12.77%,★ 壓低偷買
6108.TW,競國,22.15,-250,0,5,20260911,-6470,536,7006,-0.1x,-3.49%,★ 壓低偷買
6505.TW,台塑化,83.6,-6549,6517,171,20260911,-3730,3238,6968,-0.9x,7.04%,▲ 順勢追意
8996.TW,高力,1330.0,-317,-169,-9,20260911,-4918,1311,6229,-0.3x,2.31%,▲ 順勢追意
6706.TW,惠特,137.5,231,0,37,20260911,-5658,498,6157,-0.1x,8.27%,▲ 順勢追意
8040.TWO,九暘,77.2,38,0,8,20260911,-6872,-1239,5633,0.2x,2.93%,🚨 外資提款
4927.TW,泰鼎-KY,41.3,783,0,19,20260911,-5051,441,5493,-0.1x,-1.43%,★ 壓低偷買
3380.TW,明泰,30.75,680,0,94,20260911,-5664,-349,5315,0.1x,2.50%,🚨 外資提款
