
📅 投資日報表: 2026-06-23
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 270.00   | 270.50   | 259.00   | 259.50   | 87,176,477   | 241.21      | 2000     | ▲36,580   |   +7.58%
4142     | 國光生        | 17.35    | 17.40    | 17.10    | 17.15    | 1,350,004    | 25.32       | 1000     | ▼8,170    |  -32.27%
0050     | 元大台灣50     | 112.00   | 112.30   | 110.05   | 110.10   | 120,564,830  | 46.60       | 16000    | ▲1,016,000 | +136.27%
0056     | 元大高股息      | 54.35    | 54.90    | 53.60    | 53.60    | 51,799,601   | 36.43       | 4000     | ▲68,680   |  +47.13%
00635U   | 期元大S&P黃金   | 43.71    | 43.74    | 42.93    | 43.08    | 4,136,958    | 55.25       | 3000     | ▼36,510   |  -22.03%
00738U   | 期元大道瓊白銀    | 52.45    | 52.45    | 50.35    | 50.55    | 8,552,269    | 66.26       | 1000     | ▼15,710   |  -23.71%
00929    | 復華台灣科技優息   | 32.65    | 32.84    | 31.55    | 31.65    | 42,110,568   | 19.73       | 8000     | ▲95,360   |  +60.42%
009816   | 凱基台灣TOP50  | 16.27    | 16.32    | 15.97    | 15.97    | 192,977,170  | 11.01       | 63000    | ▲312,480  |  +45.05%
00990A   | 主動元大AI新經濟  | 21.75    | 21.85    | 21.06    | 21.08    | 56,895,459   | 11.48       | 5000     | ▲48,000   |  +83.62%
2009     | 第一銅        | 39.60    | 39.70    | 38.80    | 39.00    | 2,172,441    | 50.56       | 4000     | ▼46,240   |  -22.86%
2337     | 旺宏         | 188.00   | 192.00   | 168.50   | 172.00   | 204,257,809  | 95.28       | 2000     | ▲153,440  |  +80.52%
2409     | 友達         | 31.10    | 33.00    | 29.00    | 29.05    | 954,650,932  | 16.21       | 2000     | ▲25,680   |  +79.21%
3481     | 群創         | 65.90    | 70.10    | 65.00    | 66.00    | 759,394,666  | 25.10       | 4000     | ▲163,600  | +162.95%
6806     | 森崴能源       | 3.17     | 3.56     | 3.17     | 3.51     | 6,596,870    | 45.39       | 5000     | ▼209,400  |  -92.27%
3105     | 穩懋         | 531.00   | 573.00   | 522.00   | 522.00   | 40,450,354   | 556.47      | 300      | ▼10,341   |   -6.19%
4966     | 譜瑞-KY      | 698.00   | 701.00   | 660.00   | 661.00   | 2,070,244    | 1921.64     | 1000     | ▼1,260,640 |  -65.60%
2327     | 國巨*        | 1060.00  | 1085.00  | 1020.00  | 1020.00  | 44,344,657   | 1030.00     | 1        | ▼10       |   -0.97%
00403A   | 主動統一升級50   | 11.42    | 11.45    | 11.07    | 11.10    | 422,339,285  | 10.68       | 26000    | ▲10,920   |   +3.93%
00981A   | 主動統一台股增長   | 32.43    | 32.50    | 31.50    | 31.60    | 240,218,736  | 27.48       | 2000     | ▲8,240    |  +14.99%
2330     | 台積電        | 2510.00  | 2535.00  | 2490.00  | 2490.00  | 34,264,856   | 225.55      | 10       | ▲22,644   | +1003.97%
6789     | 采鈺         | 554.88   | 580.74   | 545.93   | 548.92   | 4,047,197    | 593.50      | 400      | ▼17,832   |   -7.51%
6849     | 奇鼎科技       | 160.50   | 163.00   | 149.50   | 150.00   | 644,802      | 266.40      | 280      | ▼32,592   |  -43.69%
7853     | 政美應用       | 338.50   | 342.00   | 319.00   | 330.00   | 427,521      | 409.29      | 280      | ▼22,201   |  -19.37%
3576     | 聯合再生       | 18.30    | 18.30    | 17.40    | 17.45    | 20,864,217   | 18.15       | 5000     | ▼3,500    |   -3.86%
1721     | 三晃         | 26.65    | 26.90    | 24.50    | 24.50    | 3,971,532    | 27.88       | 3000     | ▼10,150   |  -12.13%
8215     | 明基材        | 31.80    | 31.80    | 29.95    | 30.00    | 2,785,951    | 31.60       | 200      | ▼320      |   -5.06%
00405A   | 主動富邦台灣龍耀   | 9.81     | 9.85     | 9.51     | 9.51     | 153,738,115  | 9.34        | 11000    | ▲1,870    |   +1.82%
5498     | 凱崴         | 69.00    | 69.00    | 64.70    | 65.00    | 4,873,885    | 69.61       | 188      | ▼867      |   -6.62%
1301     | 台塑         | 52.80    | 53.20    | 49.25    | 49.55    | 35,897,966   | 50.50       | 100      | ▼95       |   -1.88%
6498     | 久禾光        | 106.00   | 107.00   | 101.00   | 101.50   | 262,136      | 67.30       | 12       | ▲410      |  +50.82%
009821   | 野村稀土關鍵資源   | 15.64    | 16.08    | 15.60    | 15.70    | 176,012,048  | 17.30       | 12000    | ▼19,200   |   -9.25%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,653,614    📊 未實現損益:        +270,127 (  +4.06%)
