日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-06-23,2317,鴻海,259.5,241.21,2000,36580,7.58%
2026-06-23,4142,國光生,17.15,25.32,1000,-8170,-32.27%
2026-06-23,0050,元大台灣50,110.1,46.6,16000,1016000,136.27%
2026-06-23,0056,元大高股息,53.6,36.43,4000,68680,47.13%
2026-06-23,00635U,期元大S&P黃金,43.08,55.25,3000,-36510,-22.03%
2026-06-23,00738U,期元大道瓊白銀,50.55,66.26,1000,-15710,-23.71%
2026-06-23,00929,復華台灣科技優息,31.65,19.73,8000,95360,60.42%
2026-06-23,009816,凱基台灣TOP50,15.97,11.01,63000,312480,45.05%
2026-06-23,00990A,主動元大AI新經濟,21.08,11.48,5000,48000,83.62%
2026-06-23,2009,第一銅,39.0,50.56,4000,-46240,-22.86%
2026-06-23,2337,旺宏,172.0,95.28,2000,153440,80.52%
2026-06-23,2409,友達,29.05,16.21,2000,25680,79.21%
2026-06-23,3481,群創,66.0,25.1,4000,163600,162.95%
2026-06-23,6806,森崴能源,3.51,45.39,5000,-209400,-92.27%
2026-06-23,3105,穩懋,522.0,556.47,300,-10341,-6.19%
2026-06-23,4966,譜瑞-KY,661.0,1921.64,1000,-1260640,-65.60%
2026-06-23,2327,國巨*,1020.0,1030.0,1,-10,-0.97%
2026-06-23,00403A,主動統一升級50,11.1,10.68,26000,10920,3.93%
2026-06-23,00981A,主動統一台股增長,31.6,27.48,2000,8240,14.99%
2026-06-23,2330,台積電,2490.0,225.55,10,22644,1003.97%
2026-06-23,6789,采鈺,548.92,593.5,400,-17832,-7.51%
2026-06-23,6849,奇鼎科技,150.0,266.4,280,-32592,-43.69%
2026-06-23,7853,政美應用,330.0,409.29,280,-22201,-19.37%
2026-06-23,3576,聯合再生,17.45,18.15,5000,-3500,-3.86%
2026-06-23,1721,三晃,24.5,27.88,3000,-10150,-12.13%
2026-06-23,8215,明基材,30.0,31.6,200,-320,-5.06%
2026-06-23,00405A,主動富邦台灣龍耀,9.51,9.34,11000,1870,1.82%
2026-06-23,5498,凱崴,65.0,69.61,188,-867,-6.62%
2026-06-23,1301,台塑,49.55,50.5,100,-95,-1.88%
2026-06-23,6498,久禾光,101.5,67.3,12,410,50.82%
2026-06-23,009821,野村稀土關鍵資源,15.7,17.3,12000,-19200,-9.25%
