prev_eps_yoy,est_price,rev_yoy,advice,prev_year,prev_rev_yoy,symbol,price,gm,eps,pe,name,eps_yoy,prev_eps,status,date,om,expansion
-55.59,45.3,102.54,❌ 暫避觀望,2025,-1.73,6517.TWO,75.0999984741,N/A,0.52,24.867549163609272,保勝光學,-35.0,1.63,📉 獲利侵蝕,2026-03,N/A,-137.54000000000002
31.82,-5.7,137.61,⚪ 數據不足,2025,9.13,2913.TW,11.0,40.70%,-0.04,0.0,農林,0.0,-0.15,📉 獲利侵蝕,2026-03,-7.01%,-137.61
-87.79,299.54999999999995,43.67,⚪ 中性觀察,2025,-7.53,8422.TW,29.0,N/A,0.21,1.4521782674011017,可寧衛*,-94.21,1.29,📉 獲利侵蝕,2026-03,N/A,-137.88
-0.43,277.65000000000003,148.7,⚪ 中性觀察,2025,9.26,6206.TW,132.0,N/A,2.51,7.131280388978929,飛捷,10.57,6.9,⚠️ 獲利稀釋,2026-03,N/A,-138.13
81.39,175.2,103.42,⚪ 中性觀察,2025,-6.21,6532.TWO,90.5,N/A,0.84,7.748287671232877,瑞耘,-34.88,7.31,📉 獲利侵蝕,2026-03,N/A,-138.3
34.19,-33.3,174.21,⚪ 數據不足,2025,34.16,5211.TWO,18.9500007629,N/A,-0.18,0.0,蒙恬,35.71,-0.77,⚠️ 獲利稀釋,2026-03,N/A,-138.5
-33.45,83.55000000000001,312.01,⚪ 中性觀察,2025,10.49,3306.TWO,48.7000007629,25.80%,0.11,8.743267641454217,鼎天,173.33,1.95,⚠️ 獲利稀釋,2026-03,1.28%,-138.67999999999998
-4.63,223.8,148.79,⚪ 中性觀察,2025,15.04,8109.TWO,122.5,N/A,1.75,8.210455764075068,博大,10.06,6.18,⚠️ 獲利稀釋,2026-03,N/A,-138.73
-19.23,5.8500000000000005,539.09,❌ 暫避觀望,2025,-10.66,1414.TW,17.4500007629,15.75%,0.06,44.74359169974359,東和,400.0,0.19,⚠️ 獲利稀釋,2026-03,-3.56%,-139.09000000000003
-47.4,78.0,51.4,⚪ 中性觀察,2025,12.79,7770.TWO,43.2000007629,N/A,0.1,8.307692454403846,君曜,-87.95,3.0,📉 獲利侵蝕,2026-03,N/A,-139.35
2.97,440.70000000000005,142.19,⚪ 中性觀察,2025,3.64,7765.TW,227.5,N/A,3.38,7.7433628318584065,中華資安,2.74,11.47,⚠️ 獲利稀釋,2026-03,N/A,-139.45
-6.08,193.95,70.64,⚪ 中性觀察,2025,4.97,1295.TWO,49.2999992371,49.97%,0.39,3.8128383013998457,生合,-69.05,5.29,📉 獲利侵蝕,2026-03,11.73%,-139.69
-147.27,-18.6,30.39,⚪ 數據不足,2025,-12.93,6243.TW,41.5,N/A,-0.03,0.0,迅杰,-109.68,-0.52,📉 獲利侵蝕,2026-03,N/A,-140.07
-4.72,134.39999999999998,108.67,⚪ 中性觀察,2025,-1.51,4584.TWO,40.4500007629,34.23%,0.91,4.514509013716518,君帆,-31.58,3.43,📉 獲利侵蝕,2026-03,12.30%,-140.25
-24.75,290.85,104.46,⚪ 中性觀察,2025,0.46,2729.TWO,163.5,N/A,1.64,8.432181536874678,瓦城,-36.22,6.76,📉 獲利侵蝕,2026-03,N/A,-140.68
-29.75,99.74999999999999,71.65,❌ 暫避觀望,2025,62.61,3035.TW,233.0,42.16%,0.4,35.037593984962406,智原,-69.92,2.81,📉 獲利侵蝕,2026-03,2.86%,-141.57
-48.05,52.95,244.55,❌ 暫避觀望,2025,-3.28,6292.TWO,62.2000007629,N/A,0.73,17.62039681668555,迅德,102.78,2.0,⚠️ 獲利稀釋,2026-03,N/A,-141.77
-0.84,659.1,137.6,⚪ 中性觀察,2025,5.0,8081.TW,318.0,N/A,4.62,7.237141556668183,致新,-4.18,17.76,📉 獲利侵蝕,2026-03,N/A,-141.78
15.63,215.7,133.59,⚪ 中性觀察,2025,9.33,6527.TWO,73.3000030518,N/A,1.33,5.097357653115439,明達醫,-8.28,5.8,📉 獲利侵蝕,2026-03,N/A,-141.87
18.35,-88.05,143.49,⚪ 數據不足,2025,170.31,6461.TWO,15.1999998093,N/A,-0.63,0.0,益得,1.56,-2.57,⚠️ 獲利稀釋,2026-03,N/A,-141.93
-39.84,127.64999999999999,89.96,⚪ 中性觀察,2025,-27.76,7715.TWO,35.7999992371,N/A,0.64,4.206815421515865,裕山,-52.24,3.09,📉 獲利侵蝕,2026-03,N/A,-142.2
10.18,1583.5500000000002,180.17,⚪ 中性觀察,2025,11.97,1590.TW,1375.0,47.51%,13.35,13.02453348489154,亞德客-KY,37.91,42.0,⚠️ 獲利稀釋,2026-03,31.25%,-142.26
6.47,-39.0,51.34,⚪ 數據不足,2025,1.9,1538.TW,11.8000001907,32.24%,-1.11,0.0,正峰,-91.38,-1.59,📉 獲利侵蝕,2026-03,-58.77%,-142.72
-246.15,-13.65,443.05,⚪ 數據不足,2025,36.88,5468.TWO,36.2999992371,N/A,0.12,0.0,凱鈺,300.0,-0.65,🔄 轉虧為盈,2026-03,N/A,-143.05
-19.62,1029.8999999999999,114.65,⚪ 中性觀察,2025,-2.07,3034.TW,544.0,38.19%,6.19,7.923099330032042,聯詠,-28.44,26.87,📉 獲利侵蝕,2026-03,16.92%,-143.09
14.0,35.24999999999999,185.98,❌ 暫避觀望,2025,14.37,8033.TW,141.0,N/A,0.34,60.00000000000001,雷虎,41.67,0.58,⚠️ 獲利稀釋,2026-03,N/A,-144.31
6.64,1293.4499999999998,125.8,⚪ 中性觀察,2025,1.76,4966.TWO,661.0,N/A,6.77,7.665545633770151,譜瑞-KY,-19.19,34.51,📉 獲利侵蝕,2026-03,N/A,-144.99
110.03,2791.5,206.98,❌ 暫避觀望,2025,116.34,7769.TW,6810.0,N/A,25.7,36.593229446534124,鴻勁,61.74,75.71,⚠️ 獲利稀釋,2026-03,N/A,-145.23999999999998
-50.22,72.45,237.89,⚪ 中性觀察,2025,-7.32,4995.TWO,45.75,N/A,1.01,9.472049689440993,晶達,92.31,2.25,⚠️ 獲利稀釋,2026-03,N/A,-145.57999999999998
-10.94,11.549999999999999,269.52,❌ 暫避觀望,2025,-6.81,4155.TW,14.9499998093,N/A,0.39,19.41558416792208,訊映,123.53,0.58,⚠️ 獲利稀釋,2026-03,N/A,-145.98999999999998
-23.5,63.3,130.66,⚪ 中性觀察,2025,-10.06,1203.TW,43.4500007629,33.56%,0.49,10.296208711587678,味王,-15.52,1.81,📉 獲利侵蝕,2026-03,14.34%,-146.18
-50.94,130.35000000000002,79.57,⚪ 中性觀察,2025,-15.67,7642.TWO,68.3000030518,N/A,0.5,7.859609096869965,昶瑞機電,-66.89,3.29,📉 獲利侵蝕,2026-03,N/A,-146.45999999999998
47.62,202.2,177.74,❌ 暫避觀望,2025,34.56,7810.TWO,205.0,N/A,1.83,15.207715133531158,捷創科技,30.71,6.25,⚠️ 獲利稀釋,2026-03,N/A,-147.03
-7.07,107.1,107.87,⚪ 中性觀察,2025,51.84,8932.TWO,100.5,N/A,0.53,14.075630252100842,智通*,-39.77,1.85,📉 獲利侵蝕,2026-03,N/A,-147.64000000000001
-5.93,41.699999999999996,151.01,❌ 暫避觀望,2025,2.84,6821.TWO,64.9000015259,N/A,0.32,23.345324289892087,聯寶,3.33,1.13,⚠️ 獲利稀釋,2026-03,N/A,-147.67999999999998
32.55,275.1,165.36,❌ 暫避觀望,2025,12.43,5234.TW,385.0,N/A,2.21,20.99236641221374,達興材料,17.55,7.37,⚠️ 獲利稀釋,2026-03,N/A,-147.81
-25.47,76.94999999999999,118.45,⚪ 中性觀察,2025,-2.1,6671.TW,24.8500003815,N/A,0.26,4.844054655263158,三能-KY,-29.73,2.37,📉 獲利侵蝕,2026-03,N/A,-148.18
3.23,34.199999999999996,86.03,⚪ 中性觀察,2025,2.69,8923.TWO,19.7999992371,N/A,0.18,8.684210191710527,時報,-62.5,0.96,📉 獲利侵蝕,2026-03,N/A,-148.53
-58.85,106.8,119.1,❌ 暫避觀望,2025,-23.02,4572.TW,144.5,N/A,0.92,20.29494382022472,駐龍,-29.77,3.0,📉 獲利侵蝕,2026-03,N/A,-148.87
49.96,1359.6,148.55,❌ 暫避觀望,2025,42.0,3653.TW,3840.0,41.25%,9.53,42.36540158870256,健策,-0.63,36.75,📉 獲利侵蝕,2026-03,31.26%,-149.18
-148.96,-24.3,106.56,⚪ 數據不足,2025,-21.77,2231.TW,92.9000015259,23.65%,0.4,0.0,為升,-42.86,-1.63,🔄 轉虧為盈,2026-03,-15.73%,-149.42000000000002
-10.0,-33.75,166.01,⚪ 數據不足,2025,-42.69,4188.TWO,10.5500001907,N/A,-0.21,0.0,安克,16.0,-0.88,⚠️ 獲利稀釋,2026-03,N/A,-150.01
38.64,-9.9,261.16,⚪ 數據不足,2025,-3.71,6226.TW,13.75,N/A,0.01,0.0,光鼎,111.11,-0.28,🔄 轉虧為盈,2026-03,N/A,-150.05
10.39,157.95,159.56,⚪ 中性觀察,2025,9.51,7753.TWO,43.75,N/A,1.08,4.154795821462488,星亞,9.09,4.22,⚠️ 獲利稀釋,2026-03,N/A,-150.47
1.75,-47.25000000000001,167.87,⚪ 數據不足,2025,-9.99,4142.TW,17.1499996185,49.56%,-0.44,0.0,國光生,17.31,-0.57,⚠️ 獲利稀釋,2026-03,23.11%,-150.56
198.64,222.3,192.82,❌ 暫避觀望,2025,23.89,6719.TW,277.5,N/A,2.1,18.724696356275302,力智,41.89,6.58,⚠️ 獲利稀釋,2026-03,N/A,-150.93
-12.9,550.4999999999999,216.06,❌ 暫避觀望,2025,23.03,6683.TWO,1765.0,N/A,6.23,48.09264305177112,雍智科技,64.88,15.42,⚠️ 獲利稀釋,2026-03,N/A,-151.18
-192.54,-25.5,47.85,⚪ 數據不足,2025,5.99,3086.TWO,34.2999992371,44.07%,-0.01,0.0,華義*,-104.55,-0.62,📉 獲利侵蝕,2026-03,-19.63%,-152.4
40.24,1842.6000000000001,166.0,❌ 暫避觀望,2025,35.51,6515.TW,9450.0,N/A,19.54,76.92933897753174,穎崴,13.4,46.93,⚠️ 獲利稀釋,2026-03,N/A,-152.6
131.69,144.9,69.99,⚪ 中性觀察,2025,786.25,4946.TWO,106.0,N/A,0.41,10.973084886128364,辣椒,-82.61,3.14,📉 獲利侵蝕,2026-03,N/A,-152.6
-39.39,120.60000000000001,83.05,⚪ 中性觀察,2025,-15.03,6962.TW,39.0,N/A,0.58,4.8507462686567155,奕力-KY,-69.68,2.87,📉 獲利侵蝕,2026-03,N/A,-152.73000000000002
61.83,125.39999999999999,148.91,⚪ 中性觀察,2025,69.66,2756.TWO,60.0,49.60%,0.51,7.177033492822967,聯發國際,-3.85,3.93,📉 獲利侵蝕,2026-03,5.94%,-152.76
-33.77,29.250000000000004,125.85,❌ 暫避觀望,2025,4.92,3438.TWO,75.4000015259,38.12%,0.24,38.66666744917948,類比科,-27.27,1.0,📉 獲利侵蝕,2026-03,-0.86%,-153.12
-45.5,210.0,124.98,⚪ 中性觀察,2025,-13.21,6585.TW,144.5,N/A,1.86,10.321428571428571,鼎基,-28.46,5.64,📉 獲利侵蝕,2026-03,N/A,-153.44
-32.0,7.95,55.25,❌ 暫避觀望,2025,-88.36,3308.TW,22.0,23.48%,0.01,41.50943396226415,聯德,-98.28,0.68,📉 獲利侵蝕,2026-03,-362.94%,-153.53
-51.27,208.2,60.26,⚪ 中性觀察,2025,-27.63,2348.TW,71.3000030518,34.04%,0.16,5.136887827939482,海悅,-93.37,6.85,📉 獲利侵蝕,2026-03,22.47%,-153.63
-45.98,68.7,108.08,⚪ 中性觀察,2025,-12.78,1524.TW,28.9500007629,N/A,0.53,6.320960865262009,耿鼎,-45.92,1.95,📉 獲利侵蝕,2026-03,N/A,-154.0
3.25,0.0,177.0,⚪ 數據不足,2025,-2.28,2617.TW,0.0,46.23%,0.71,0.0,台航,22.41,3.18,⚠️ 獲利稀釋,2026-03,41.07%,-154.59
-22.38,-67.95,199.88,⚪ 數據不足,2025,-11.1,3122.TWO,31.75,34.82%,-0.29,0.0,笙泉,45.28,-1.75,⚠️ 獲利稀釋,2026-03,-12.95%,-154.6
-355.0,-87.9,159.07,⚪ 數據不足,2025,10.49,6695.TW,62.7000007629,N/A,-0.68,0.0,芯鼎,4.29,-1.83,⚠️ 獲利稀釋,2026-03,N/A,-154.78
-12.03,290.7,225.35,❌ 暫避觀望,2025,5.02,3491.TWO,1355.0,58.57%,3.68,69.91744066047472,昇達科,70.37,7.83,🏰 高護城河,2026-03,27.57%,-154.98
-20.23,100.05,200.61,⚪ 中性觀察,2025,12.38,6161.TWO,52.5,N/A,0.83,7.871064467766117,捷波,45.61,2.72,⚠️ 獲利稀釋,2026-03,N/A,-155.0
-5.16,179.25000000000003,132.18,⚪ 中性觀察,2025,1.22,4163.TWO,129.5,N/A,1.29,10.836820083682007,鐿鈦,-23.31,5.13,📉 獲利侵蝕,2026-03,N/A,-155.49
2.89,269.25,140.64,⚪ 中性觀察,2025,-2.32,6761.TWO,208.0,N/A,1.6,11.58774373259053,穩得,-14.89,7.34,📉 獲利侵蝕,2026-03,N/A,-155.52999999999997
15.09,44.849999999999994,74.54,❌ 暫避觀望,2025,38.76,3093.TWO,67.6999969482,40.97%,0.08,22.642139447558527,港建*,-81.4,1.22,📉 獲利侵蝕,2026-03,11.18%,-155.94
-22.13,185.7,115.66,⚪ 中性觀察,2025,22.92,5474.TWO,171.0,N/A,0.6,13.812600969305333,聰泰,-41.18,5.49,📉 獲利侵蝕,2026-03,N/A,-156.84
11.33,229.95000000000002,173.58,⚪ 中性觀察,2025,19.77,6498.TWO,101.5,N/A,1.75,6.621004566210045,久禾光,16.67,6.51,⚠️ 獲利稀釋,2026-03,N/A,-156.91000000000003
-28.18,65.4,174.38,⚪ 中性觀察,2025,2.96,9918.TW,43.6500015259,N/A,0.63,10.011468239885321,欣天然,16.98,1.61,⚠️ 獲利稀釋,2026-03,N/A,-157.4
16.9,-29.85,57.79,⚪ 數據不足,2025,-2.17,8067.TWO,13.0,N/A,-0.62,0.0,志旭,-100.0,-0.59,📉 獲利侵蝕,2026-03,N/A,-157.79
-1377.78,-50.4,68.27,⚪ 數據不足,2025,2.86,5272.TWO,21.75,N/A,-0.57,0.0,笙科,-90.0,-1.33,📉 獲利侵蝕,2026-03,N/A,-158.26999999999998
-57.58,13.800000000000002,68.51,⚪ 中性觀察,2025,-31.39,3024.TW,12.3000001907,24.73%,0.02,13.369565424673912,憶聲,-90.0,0.28,📉 獲利侵蝕,2026-03,-2.71%,-158.51
139.29,9.0,76.73,❌ 暫避觀望,2025,22.38,8080.TWO,27.8999996185,N/A,0.02,46.49999936416667,泰霖,-81.82,0.12,📉 獲利侵蝕,2026-03,N/A,-158.55
-19.59,277.65,90.37,⚪ 中性觀察,2025,2.98,6862.TW,203.5,N/A,1.0,10.99405726634252,三集瑞-KY,-68.65,8.29,📉 獲利侵蝕,2026-03,N/A,-159.02
31.02,-58.650000000000006,185.58,⚪ 數據不足,2025,9.94,4128.TWO,15.1000003815,42.56%,-0.31,0.0,中天,26.19,-1.29,⚠️ 獲利稀釋,2026-03,-18.87%,-159.39000000000001
-14.17,419.85,195.54,⚪ 中性觀察,2025,-9.4,6996.TWO,197.5,N/A,3.27,7.056091461236155,力領科技,36.13,12.15,⚠️ 獲利稀釋,2026-03,N/A,-159.41
-13.92,49.35,155.84,⚪ 中性觀察,2025,0.3,1568.TW,44.8499984741,34.44%,0.51,13.63221838118541,倉佑,-3.77,1.36,📉 獲利侵蝕,2026-03,17.09%,-159.61
-462.96,-67.2,214.29,⚪ 數據不足,2025,11.69,6237.TWO,46.2999992371,N/A,-0.24,0.0,驊訊,52.94,-1.52,⚠️ 獲利稀釋,2026-03,N/A,-161.35
-62.55,79.49999999999999,100.37,⚪ 中性觀察,2025,-23.31,8102.TWO,71.0,N/A,0.4,13.396226415094342,傑霖科技,-61.9,2.25,📉 獲利侵蝕,2026-03,N/A,-162.27
57.43,164.85,137.15,⚪ 中性觀察,2025,37.15,6203.TWO,68.0,N/A,1.37,6.1874431301182895,海韻電,-25.14,5.51,📉 獲利侵蝕,2026-03,N/A,-162.29000000000002
-22.95,234.00000000000003,186.39,⚪ 中性觀察,2025,3.91,6651.TWO,153.0,N/A,2.47,9.807692307692307,全宇昕,22.89,6.32,⚠️ 獲利稀釋,2026-03,N/A,-163.5
-12.32,292.35,155.73,⚪ 中性觀察,2025,1.19,3213.TWO,129.0,25.33%,2.59,6.618778860954335,茂訊,-8.48,7.4,📉 獲利侵蝕,2026-03,7.00%,-164.20999999999998
59.69,-58.8,50.4,⚪ 數據不足,2025,34.04,2424.TW,10.6000003815,27.86%,-0.58,0.0,隴華,-114.81,-1.34,📉 獲利侵蝕,2026-03,-40.94%,-165.21
-32.69,145.8,139.24,⚪ 中性觀察,2025,-11.82,4138.TWO,50.7999992371,44.64%,0.84,5.226337370072017,曜亞,-26.32,3.81,📉 獲利侵蝕,2026-03,12.42%,-165.56
-22.2,139.19999999999996,499.13,⚪ 中性觀察,2025,-4.75,2606.TW,61.7000007629,35.36%,1.17,6.648706978760777,裕民,333.33,4.31,⚠️ 獲利稀釋,2026-03,30.49%,-165.8
141.94,2.55,179.42,❌ 暫避觀望,2025,-3.71,3252.TWO,17.4500007629,43.11%,0.09,102.64706331117648,海灣,12.5,0.13,⚠️ 獲利稀釋,2026-03,22.84%,-166.92
240.74,80.1,364.73,❌ 暫避觀望,2025,-0.48,4949.TW,87.8000030518,N/A,1.19,16.4419481370412,有成精密,197.5,1.91,⚠️ 獲利稀釋,2026-03,N/A,-167.23000000000002
-0.23,325.49999999999994,264.19,❌ 暫避觀望,2025,12.03,6197.TW,350.0,N/A,3.21,16.12903225806452,佳必琪,96.93,8.67,⚠️ 獲利稀釋,2026-03,N/A,-167.26
-40.62,-160.04999999999998,192.98,⚪ 數據不足,2025,-62.05,6550.TW,13.1000003815,N/A,-0.64,0.0,北極星藥業-KY,25.58,-5.1,⚠️ 獲利稀釋,2026-03,N/A,-167.39999999999998
-234.57,-45.3,162.93,⚪ 數據不足,2025,-16.89,2482.TW,17.6000003815,35.81%,-0.23,0.0,連宇,-4.55,-1.09,📉 獲利侵蝕,2026-03,-38.32%,-167.48000000000002
-516.13,-46.050000000000004,157.19,⚪ 數據不足,2025,-31.28,8437.TWO,10.1999998093,N/A,-0.4,0.0,大地-KY,-11.11,-1.29,📉 獲利侵蝕,2026-03,N/A,-168.3
17.26,453.6,190.06,❌ 暫避觀望,2025,18.56,2395.TW,487.5,39.78%,3.85,16.121031746031743,研華,21.52,12.25,⚠️ 獲利稀釋,2026-03,15.69%,-168.54
-69.96,46.949999999999996,215.08,❌ 暫避觀望,2025,-2.5,6224.TW,78.6999969482,N/A,0.64,25.143768993035142,聚鼎,46.51,0.67,⚠️ 獲利稀釋,2026-03,N/A,-168.57000000000002
32.78,432.6,232.49,❌ 暫避觀望,2025,28.3,4749.TWO,917.0,44.02%,3.66,31.796116504854368,新應材,63.39,11.33,⚠️ 獲利稀釋,2026-03,23.34%,-169.10000000000002
-50.25,103.49999999999999,201.37,❌ 暫避觀望,2025,-13.26,6937.TW,277.0,N/A,0.96,40.14492753623189,天虹,31.51,3.01,⚠️ 獲利稀釋,2026-03,N/A,-169.86
36.27,358.95000000000005,191.57,⚪ 中性觀察,2025,13.3,6690.TWO,176.0,N/A,2.27,7.354784788967822,安�硌穈T,21.39,10.22,⚠️ 獲利稀釋,2026-03,N/A,-170.18
152.21,10.5,70.28,❌ 暫避觀望,2025,16.84,6485.TWO,87.5999984741,N/A,0.0,125.14285496300002,點序,-100.0,0.71,📉 獲利侵蝕,2026-03,N/A,-170.28
-54.29,-49.05,195.61,⚪ 數據不足,2025,-1.45,6929.TWO,23.7000007629,N/A,-0.21,0.0,佑全,25.0,-1.63,⚠️ 獲利稀釋,2026-03,N/A,-170.61
-22.77,161.55,189.52,⚪ 中性觀察,2025,-12.32,5299.TWO,130.0,N/A,1.65,12.070566388115132,杰力,18.71,4.58,⚠️ 獲利稀釋,2026-03,N/A,-170.81
-89.88,10.2,792.05,❌ 暫避觀望,2025,-23.91,1323.TW,19.8500003815,15.09%,0.36,29.19117703161765,永裕,620.0,0.26,⚠️ 獲利稀釋,2026-03,1.25%,-172.04999999999995
-22.56,65.1,129.05,❌ 暫避觀望,2025,-2.97,2070.TWO,68.0999984741,45.13%,0.28,15.691243888041477,精湛,-43.18,2.3,📉 獲利侵蝕,2026-03,17.87%,-172.23000000000002
60.88,204.29999999999998,116.4,⚪ 中性觀察,2025,38.81,6591.TW,54.2000007629,N/A,0.75,3.979442053076358,動力-KY,-55.88,5.37,📉 獲利侵蝕,2026-03,N/A,-172.28
100.0,19.2,178.72,❌ 暫避觀望,2025,1.84,2926.TWO,34.0,40.82%,0.17,26.5625,誠品生活,6.25,0.54,⚠️ 獲利稀釋,2026-03,-1.48%,-172.47
461.54,18.45,201.59,❌ 暫避觀望,2025,20.59,3297.TWO,30.5,30.70%,-0.05,24.796747967479675,杭特,28.57,0.47,⚠️ 獲利稀釋,2026-03,-18.51%,-173.02
-22.56,73.49999999999999,216.12,⚪ 中性觀察,2025,-11.73,7704.TWO,63.7000007629,N/A,0.7,13.00000015569388,明遠精密,42.86,2.07,⚠️ 獲利稀釋,2026-03,N/A,-173.26
-21.14,96.74999999999999,192.24,⚪ 中性觀察,2025,1.36,6844.TWO,65.4000015259,N/A,1.57,10.139535120294575,諾貝兒,18.94,2.35,⚠️ 獲利稀釋,2026-03,N/A,-173.3
-14.04,487.05000000000007,392.93,❌ 暫避觀望,2025,10.19,6640.TWO,1050.0,N/A,5.19,32.33754234678164,均華,218.52,12.75,⚠️ 獲利稀釋,2026-03,N/A,-174.41
3.96,189.75,177.66,⚪ 中性觀察,2025,2.67,2412.TW,144.0,33.63%,1.3,11.383399209486166,中華電,3.17,4.99,⚠️ 獲利稀釋,2026-03,17.33%,-174.49
-13.79,56.7,203.95,⚪ 中性觀察,2025,-3.52,9960.TWO,31.9500007629,N/A,0.53,8.452381154206348,邁達康,29.27,1.75,⚠️ 獲利稀釋,2026-03,N/A,-174.67999999999998
-43.1,15.3,592.65,❌ 暫避觀望,2025,-3.87,3021.TW,29.7999992371,N/A,0.19,29.215685526568627,鴻名,416.67,0.33,⚠️ 獲利稀釋,2026-03,N/A,-175.97999999999996
-66.46,92.85,188.41,❌ 暫避觀望,2025,-9.88,3675.TWO,445.5,36.51%,1.51,71.97092084006462,德微,11.85,2.67,⚠️ 獲利稀釋,2026-03,9.03%,-176.56
-27.15,221.54999999999998,261.06,⚪ 中性觀察,2025,20.03,6579.TW,158.5,N/A,3.81,10.731211916046039,研揚,84.31,5.62,⚠️ 獲利稀釋,2026-03,N/A,-176.75
-93.38,8.100000000000001,147.2,❌ 暫避觀望,2025,-54.43,1805.TW,10.3500003815,21.75%,0.14,19.166667373148144,寶徠,-30.0,0.2,📉 獲利侵蝕,2026-03,10.56%,-177.2
-73.51,22.95,219.88,❌ 暫避觀望,2025,-7.24,3588.TW,69.0,31.63%,0.37,45.09803921568627,通嘉,42.31,0.5,⚠️ 獲利稀釋,2026-03,-1.96%,-177.57
-40.84,221.1,373.81,❌ 暫避觀望,2025,8.51,3587.TWO,305.5,30.02%,2.24,20.725915875169605,閎康,196.0,6.1,⚠️ 獲利稀釋,2026-03,10.45%,-177.81
-18.46,105.0,202.94,❌ 暫避觀望,2025,4.29,2455.TW,398.0,37.27%,1.06,56.857142857142854,全新,24.71,2.97,⚠️ 獲利稀釋,2026-03,21.78%,-178.23
-12.16,69.89999999999999,167.71,⚪ 中性觀察,2025,-17.82,3284.TWO,25.3999996185,25.16%,0.5,5.4506436949570825,太普高,-10.71,2.31,📉 獲利侵蝕,2026-03,13.35%,-178.42000000000002
117.01,146.25,168.81,⚪ 中性觀察,2025,8.73,6763.TWO,46.25,N/A,0.55,4.743589743589744,綠界科技*,-9.84,4.21,📉 獲利侵蝕,2026-03,N/A,-178.65
-50.0,-4.35,162.23,⚪ 數據不足,2025,10.32,5251.TWO,31.3999996185,N/A,0.1,0.0,天鉞電,-16.67,0.03,📉 獲利侵蝕,2026-03,N/A,-178.89999999999998
-0.37,295.65000000000003,152.96,⚪ 中性觀察,2025,7.88,5403.TWO,93.5,N/A,1.42,4.743784880771182,中菲,-26.34,8.57,📉 獲利侵蝕,2026-03,N/A,-179.3
-99.85,21.0,97.83,❌ 暫避觀望,2025,-24.49,3557.TW,26.0,N/A,0.48,18.571428571428573,嘉威,-81.89,0.01,📉 獲利侵蝕,2026-03,N/A,-179.72
31.15,180.75,109.26,❌ 暫避觀望,2025,13.44,3450.TW,612.0,26.67%,0.69,50.788381742738586,聯鈞,-70.51,5.01,📉 獲利侵蝕,2026-03,15.62%,-179.77
16.97,164.1,156.53,⚪ 中性觀察,2025,0.49,3303.TWO,59.0,N/A,0.92,5.393053016453383,岱稜,-23.33,4.57,📉 獲利侵蝕,2026-03,N/A,-179.86
-94.0,3.6,188.41,❌ 暫避觀望,2025,-8.17,1611.TW,13.1999998093,37.93%,0.13,54.99999920541666,中電,8.33,0.03,⚠️ 獲利稀釋,2026-03,11.05%,-180.07999999999998
-56.63,79.35,131.75,⚪ 中性觀察,2025,-4.28,8410.TWO,32.3499984741,N/A,0.57,6.115311620812854,森田,-48.65,3.27,📉 獲利侵蝕,2026-03,N/A,-180.4
-31.43,172.79999999999998,156.16,⚪ 中性觀察,2025,22.39,7736.TW,72.5999984741,N/A,1.18,6.302083200876737,虎山,-24.52,5.04,📉 獲利侵蝕,2026-03,N/A,-180.68
-10.98,397.80000000000007,113.25,⚪ 中性觀察,2025,-1.52,8467.TW,123.5,N/A,0.83,4.656862745098039,波力-KY,-67.69,10.03,📉 獲利侵蝕,2026-03,N/A,-180.94
66.99,208.2,334.61,⚪ 中性觀察,2025,55.14,5206.TWO,23.2000007629,N/A,2.45,1.671469795597983,坤悅,152.58,3.44,⚠️ 獲利稀釋,2026-03,N/A,-182.03
66.67,0.15000000000000013,282.06,❌ 暫避觀望,2025,5.6,6168.TW,34.2000007629,N/A,0.02,3420.0000762899967,宏齊,100.0,0.05,⚠️ 獲利稀釋,2026-03,N/A,-182.06
18.37,-23.549999999999997,228.74,⚪ 數據不足,2025,16.01,2321.TW,13.8999996185,29.80%,-0.12,0.0,東訊,45.45,-0.76,⚠️ 獲利稀釋,2026-03,-5.26%,-183.29000000000002
2.69,148.65,140.62,⚪ 中性觀察,2025,20.5,2364.TW,67.1999969482,39.87%,0.83,6.781028955418768,倫飛,-42.76,4.2,📉 獲利侵蝕,2026-03,7.82%,-183.38
-8.99,275.7,186.36,⚪ 中性觀察,2025,13.67,6922.TWO,180.0,N/A,2.6,9.793253536452667,宸曜,2.36,6.9,⚠️ 獲利稀釋,2026-03,N/A,-184.0
-5.88,-13.799999999999999,192.47,⚪ 數據不足,2025,-1.34,4121.TWO,13.25,33.58%,-0.11,0.0,優盛,8.33,-0.36,⚠️ 獲利稀釋,2026-03,-3.01%,-184.14
137.2,126.74999999999999,84.83,⚪ 中性觀察,2025,-15.36,6684.TWO,60.5,N/A,0.01,7.159763313609468,安格,-99.76,1.57,📉 獲利侵蝕,2026-03,N/A,-184.59
-37.99,159.45,277.35,⚪ 中性觀察,2025,1.82,3088.TWO,142.0,33.38%,2.25,13.358419567262466,艾訊,92.31,4.68,⚠️ 獲利稀釋,2026-03,10.77%,-185.04000000000002
13.09,380.4,139.57,⚪ 中性觀察,2025,6.1,8279.TWO,95.5999984741,N/A,1.23,3.7697160281585176,生展,-45.58,10.02,📉 獲利侵蝕,2026-03,N/A,-185.14999999999998
-5.22,141.15,211.77,⚪ 中性觀察,2025,2.32,1216.TW,75.0999984741,31.73%,1.15,7.980871251232731,統一,26.37,3.45,⚠️ 獲利稀釋,2026-03,2.59%,-185.4
