股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
LPB.VN,未知,🔥 訊號出現,52600.0,70.0,⚪ 一般監控,42.86%,57.14%,2.81%,-1.67%,7,51720.39,0.5714,0.0281
VIC.VN,未知,🔥 訊號出現,229000.0,72.49,⚪ 一般監控,50.00%,50.00%,4.39%,-4.79%,6,218030.09,0.5,0.0439
VPB.VN,未知,🔥 訊號出現,26550.0,51.56,⚪ 一般監控,0.00%,0.00%,nan%,0.00%,1,26550.0,0.0,
HDB.VN,未知,🔥 訊號出現,25650.0,62.16,🔴 空頭陷阱,0.00%,25.00%,-1.45%,-2.30%,4,25060.77,0.25,-0.0145
BID.VN,未知,無,42650.0,54.97,🟢 黃金標的,50.00%,70.00%,5.91%,-2.46%,10,0.0,0.7,0.0591
PLX.VN,未知,無,37700.0,41.52,🟢 黃金標的,77.78%,66.67%,8.74%,-4.83%,9,0.0,0.6667,0.0874
VCB.VN,未知,無,61300.0,41.18,🟡 妖股/高波動,63.64%,36.36%,3.17%,-2.00%,11,0.0,0.3636,0.0317
BCM.VN,未知,無,52800.0,44.83,⚪ 一般監控,0.00%,50.00%,1.75%,-4.12%,4,0.0,0.5,0.0175
VNM.VN,未知,無,58400.0,51.06,⚪ 一般監控,40.00%,40.00%,0.33%,-3.85%,5,0.0,0.4,0.0033
MBB.VN,未知,無,24800.0,39.47,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
VID.VN,未知,無,4960.0,59.3,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
FUEVFVND.VN,未知,無,36060.0,48.52,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
SSI.VN,未知,無,26850.0,44.44,🔴 空頭陷阱,25.00%,50.00%,-2.79%,-5.32%,4,0.0,0.5,-0.0279
GMD.VN,未知,無,76400.0,62.6,🔴 空頭陷阱,50.00%,50.00%,-1.11%,-2.69%,14,0.0,0.5,-0.0111
VHC.VN,未知,無,58500.0,53.16,🔴 空頭陷阱,28.57%,42.86%,-0.68%,-3.11%,7,0.0,0.4286,-0.0068
FPT.VN,未知,無,70800.0,20.62,🔴 空頭陷阱,20.00%,40.00%,-0.16%,-3.47%,5,0.0,0.4,-0.0016
FRT.VN,未知,無,128800.0,51.33,🔴 空頭陷阱,50.00%,33.33%,-1.23%,-2.71%,6,0.0,0.3333,-0.0123
E1VFVN30.VN,未知,無,35500.0,59.3,🔴 空頭陷阱,66.67%,33.33%,-1.42%,-1.34%,3,0.0,0.3333,-0.0142
HPG.VN,未知,無,23300.0,38.67,🔴 空頭陷阱,33.33%,33.33%,-0.29%,-1.88%,3,0.0,0.3333,-0.0029
VHM.VN,未知,無,156000.0,58.64,🔴 空頭陷阱,25.00%,25.00%,-1.05%,-5.09%,4,0.0,0.25,-0.0105
GEE.VN,未知,無,90200.0,29.77,🔴 空頭陷阱,54.55%,18.18%,-5.81%,-7.55%,11,0.0,0.1818,-0.0581
MWG.VN,未知,無,76000.0,39.67,🔴 空頭陷阱,33.33%,0.00%,-6.17%,-3.39%,3,0.0,0.0,-0.0617
HVN.VN,未知,無,22550.0,59.06,🔴 空頭陷阱,100.00%,0.00%,-4.38%,-4.72%,1,0.0,0.0,-0.0438
VJC.VN,未知,無,137500.0,56.28,🔴 空頭陷阱,50.00%,0.00%,-3.02%,-4.94%,2,0.0,0.0,-0.0302
