📊 量化獲利品質診斷報告 - 基準日: 20260331 (生成時間: 2026-04-18 19:38)
代號       名稱           價格         PE       15X推估        空間%        狀態
2836.TW    高雄銀        12.05      7.39       24.45             13.78%    🚀 利潤擴張
2007.TW    燁興         8.08       0.00       -76.95            13.63%    🌑 雙重衰退
6727.TWO   亞泰金屬       296.00     20.61      215.40            13.50%    🚀 利潤擴張
3704.TW    合勤控        32.70      10.38      47.25             13.47%    🧐 疑業外收益
6272.TW    驊陞         0.00       0.00       0.00              13.46%    🚀 利潤擴張
4927.TW    泰鼎-KY      40.15      0.00       -262.95           13.46%    🧐 疑業外收益
6414.TW    樺漢         271.00     4.80       846.60            13.39%    🧐 疑業外收益
6603.TWO   富強鑫        20.90      24.02      13.05             12.78%    🚀 利潤擴張
6625.TW    必應         69.47      3.62       288.00            12.65%    🚀 利潤擴張
2313.TW    華通         248.00     20.63      180.30            12.36%    🚀 利潤擴張
2356.TW    英業達        40.05      6.87       87.45             12.26%    🚀 利潤擴張
3379.TWO   彬台         36.50      12.37      44.25             12.18%    🚀 利潤擴張
5274.TWO   信驊         10700.00   44.64      3595.80           12.18%    🚀 利潤擴張
5206.TWO   坤悅         28.10      2.27       186.00            11.85%    🚀 利潤擴張
2013.TW    中鋼構        43.85      5.88       111.90            11.79%    🚀 利潤擴張
4142.TW    國光生        18.35      0.00       -48.60            11.74%    🧐 疑業外收益
2449.TW    京元電子       261.00     10.45      374.70            11.59%    🚀 利潤擴張
6016.TWO   康和證        16.35      8.22       29.85             11.55%    🚀 利潤擴張
6788.TWO   華景電        352.00     8.66       610.05            11.12%    🚀 利潤擴張
2368.TW    金像電        860.00     19.65      656.40            10.75%    🚀 利潤擴張
3044.TW    健鼎         338.50     7.08       717.15            10.40%    🚀 利潤擴張
2468.TW    華經         33.55      12.03      41.85             10.27%    🚀 利潤擴張
2527.TW    宏璟         28.95      361.88     1.20              10.25%    🌑 雙重衰退
1218.TW    泰山         0.00       0.00       0.00              10.05%    🧐 疑業外收益
3036.TW    文曄         217.00     8.08       402.60            10.05%    🚀 利潤擴張
3357.TWO   臺慶科        142.00     5.54       384.15             9.99%    🚀 利潤擴張
3257.TW    虹冠電        51.80      6.28       123.75             9.86%    🚀 利潤擴張
2884.TW    玉山金        31.75      5.96       79.95              9.62%    🚀 利潤擴張
1471.TW    首利         12.00      54.55      3.30               9.37%    🔄 轉虧為盈
2006.TW    東和鋼鐵       67.80      4.37       232.95             9.21%    🧐 疑業外收益
6138.TWO   茂達         210.50     6.97       453.15             9.05%    🚀 利潤擴張
2880.TW    華南金        33.20      7.28       68.40              9.04%    🚀 利潤擴張
6928.TW    攸泰科技       45.10      0.00       -7.05              8.95%    🧐 疑業外收益
5381.TWO   合正         26.47      12.20      32.55              8.32%    🧐 疑業外收益
5520.TWO   力泰         82.90      3.24       383.40             8.30%    🚀 利潤擴張
4804.TWO   大略-KY      6.06       0.00       -39.30             8.24%    🚀 利潤擴張
6470.TWO   宇智         48.00      6.06       118.80             8.06%    🧐 疑業外收益
5478.TWO   智冠         99.00      5.11       290.85             8.03%    🧐 疑業外收益
2329.TW    華泰         50.00      10.12      74.10              8.00%    🚀 利潤擴張
3653.TW    健策         3795.00    41.84      1360.50            7.96%    🚀 利潤擴張
3611.TWO   鼎翰         185.00     4.02       690.60             7.64%    🚀 利潤擴張
5212.TWO   凌網         49.79      6.16       121.20             7.53%    🚀 利潤擴張
3290.TWO   東浦         40.80      10.36      59.10              7.41%    🚀 利潤擴張
1605.TW    華新         30.15      17.43      25.95              7.18%    🧐 疑業外收益
2404.TW    漢唐         821.00     7.42       1659.90            7.15%    🚀 利潤擴張
3026.TW    禾伸堂        137.50     8.55       241.20             7.09%    🚀 利潤擴張
2301.TW    光寶科        140.50     8.79       239.70             6.98%    🚀 利潤擴張
6662.TWO   樂斯科        29.00      8.29       52.50              6.71%    🌑 雙重衰退
3652.TW    精聯         26.65      8.82       45.30              6.61%    🚀 利潤擴張
5876.TW    上海商銀       39.00      4.76       122.85             6.41%    🚀 利潤擴張
6706.TW    惠特         112.50     0.00       -168.45            6.38%    🧐 疑業外收益
6703.TWO   軒郁         111.50     5.11       327.60             6.29%    🌑 雙重衰退
4532.TW    瑞智         24.64      4.51       81.90              6.26%    🧐 疑業外收益
6415.TW    矽力*-KY     281.00     19.79      213.00             6.20%    🚀 利潤擴張
5534.TW    長虹         78.00      7.75       151.05             6.09%    🌑 雙重衰退
3005.TW    神基         97.50      4.64       315.15             6.07%    🚀 利潤擴張
5601.TWO   台聯櫃        35.60      33.90      15.75              5.88%    🚀 利潤擴張
1337.TW    再生-KY      6.13       0.00       -62.85             5.83%    🌑 雙重衰退
1712.TW    興農         44.30      6.35       104.70             5.68%    🧐 疑業外收益
6122.TWO   擎邦         48.90      4.23       173.55             5.67%    🚀 利潤擴張
2617.TW    台航         0.00       0.00       0.00               5.53%    🧐 疑業外收益
6761.TWO   穩得         156.00     8.49       275.55             5.21%    🧐 疑業外收益
6005.TW    群益證        27.40      4.69       87.60              5.19%    🚀 利潤擴張
2801.TW    彰銀         20.40      5.28       57.90              5.18%    🚀 利潤擴張
2317.TW    鴻海         187.50     5.64       498.75             4.89%    🚀 利潤擴張
3045.TW    台灣大        109.00     9.26       176.55             4.89%    🧐 疑業外收益
4966.TWO   譜瑞-KY      467.20     5.32       1317.60            4.88%    🚀 利潤擴張
6290.TWO   良維         191.50     9.07       316.65             4.74%    🚀 利潤擴張
6515.TW    穎崴         7150.00    59.33      1807.65            4.73%    🚀 利潤擴張
1538.TW    正峰         12.90      0.00       -31.05             4.57%    🚀 利潤擴張
3492.TWO   長盛         22.95      4.62       74.55              4.57%    🚀 利潤擴張
3171.TWO   炎洲流通       66.00      6.55       151.05             4.51%    🚀 利潤擴張
4749.TWO   新應材        798.00     29.06      411.90             4.48%    🚀 利潤擴張
2838.TW    聯邦銀        20.55      6.87       44.85              4.44%    🚀 利潤擴張
1442.TW    名軒         26.10      2.95       132.90             4.43%    🌑 雙重衰退
4571.TW    鈞興-KY      148.50     6.01       370.65             4.35%    🚀 利潤擴張
3037.TW    欣興         444.50     58.03      114.90             4.32%    🚀 利潤擴張
6220.TWO   岳豐         31.65      54.57      8.70               4.30%    🌑 雙重衰退
1210.TW    大成         0.00       0.00       0.00               4.28%    🧐 疑業外收益
3388.TWO   崇越電        64.30      6.40       150.60             4.16%    🧐 疑業外收益
3010.TW    華立         116.00     5.62       309.75             4.14%    🧐 疑業外收益
3349.TWO   寶德         27.05      0.00       -35.10             3.94%    🚀 利潤擴張
3596.TW    智易         152.00     4.86       469.50             3.51%    🚀 利潤擴張
6689.TW    伊雲谷        76.10      15.66      72.90              3.44%    🧐 疑業外收益
6121.TWO   新普         333.00     4.56       1094.85            3.34%    🚀 利潤擴張
6417.TWO   韋僑         102.50     9.10       168.90             3.20%    🚀 利潤擴張
4931.TWO   新盛力        130.50     18.89      103.65             3.16%    🚀 利潤擴張
6492.TWO   生華科        50.40      0.00       -105.60            3.09%    🚀 利潤擴張
3031.TW    佰鴻         22.00      7.80       42.30              3.04%    🌑 雙重衰退
1714.TW    和桐         9.72       8.45       17.25              3.01%    🚀 利潤擴張
1513.TW    中興電        143.00     7.33       292.80             2.96%    🚀 利潤擴張
5455.TWO   昇益         23.80      2.24       159.60             2.93%    🌑 雙重衰退
6173.TWO   信昌電        59.00      8.40       105.30             2.82%    🚀 利潤擴張
2886.TW    兆豐金        38.45      6.37       90.60              2.62%    🧐 疑業外收益
2945.TW    三商家購       40.00      8.21       73.05              2.40%    🚀 利潤擴張
3684.TWO   榮昌         58.10      7.42       117.45             2.39%    🚀 利潤擴張
3583.TW    辛耘         453.50     13.83      491.70             2.39%    🚀 利潤擴張
2321.TW    東訊         14.75      0.00       -29.10             2.36%    🚀 利潤擴張
3558.TWO   神準         108.50     6.57       247.80             2.30%    🚀 利潤擴張
6796.TW    晉弘         73.80      0.00       -18.75             2.28%    🔄 轉虧為盈
2063.TWO   世鎧         27.00      6.34       63.90              2.22%    🌑 雙重衰退
6530.TWO   創威         84.50      18.25      69.45              2.22%    🚀 利潤擴張
5347.TWO   世界         116.00     10.19      170.70             2.17%    🚀 利潤擴張
6192.TW    巨路         115.00     4.48       384.90             2.00%    🌑 雙重衰退
1503.TW    士電         178.50     9.85       271.95             1.91%    🚀 利潤擴張
4911.TWO   德英         34.35      5.97       86.25              1.88%    🚀 利潤擴張
6933.TW    AMAX-KY    122.50     9.95       184.65             1.76%    🚀 利潤擴張
4129.TWO   聯合         97.80      6.64       221.10             1.72%    🚀 利潤擴張
1612.TW    宏泰         34.15      4.84       105.75             1.71%    🚀 利潤擴張
3030.TW    德律         255.50     10.15      377.70             1.61%    🚀 利潤擴張
4904.TW    遠傳         91.90      9.85       139.95             1.55%    🚀 利潤擴張
2383.TW    台光電        2600.00    25.26      1544.10            1.54%    🚀 利潤擴張
6901.TW    鑽石投資       13.90      0.00       -69.00             1.53%    🚀 利潤擴張
1726.TW    永記         75.00      5.30       212.10             1.45%    🚀 利潤擴張
6223.TWO   旺矽         3595.00    45.41      1187.55            1.31%    🚀 利潤擴張
2412.TW    中華電        133.00     10.55      189.15             1.29%    🚀 利潤擴張
2883.TW    凱基金        19.25      5.29       54.60              1.27%    🌑 雙重衰退
2206.TW    三陽工業       58.30      3.89       224.70             1.22%    🌑 雙重衰退
2478.TW    大毅         58.10      6.96       125.25             1.14%    🚀 利潤擴張
2612.TW    中航         53.40      3.83       208.95             1.07%    🚀 利潤擴張
3013.TW    晟銘電        96.30      11.08      130.35             1.03%    🚀 利潤擴張
3551.TWO   世禾         165.00     7.99       309.90             1.03%    🚀 利潤擴張
2406.TW    國碩         32.70      0.00       -41.85             0.83%    🌑 雙重衰退
3293.TWO   鈊象         753.00     8.03       1405.95            0.81%    🚀 利潤擴張
4743.TWO   合一         0.00       0.00       0.00               0.80%    🚀 利潤擴張
2414.TW    精技         42.65      5.36       119.40             0.56%    🚀 利潤擴張
4707.TWO   磐亞         11.35      5.65       30.15              0.46%    🌑 雙重衰退
4198.TWO   欣大健康       37.85      0.00       -73.80             0.38%    🌑 雙重衰退
2852.TW    第一保        25.65      3.30       116.55             0.38%    🌑 雙重衰退
7556.TWO   意德士        167.50     9.02       278.40             0.16%    🚀 利潤擴張
6525.TW    捷敏-KY      79.80      5.62       213.15             0.14%    🚀 利潤擴張
5211.TWO   蒙恬         21.10      0.00       -34.80             0.03%    🚀 利潤擴張
2645.TW    長榮航太       146.00     10.96      199.80            -0.20%    ⚠️ 獲利稀釋
4564.TW    元翎         19.10      0.00       -73.05            -0.30%    🌑 雙重衰退
4192.TWO   杏國         20.45      0.00       -50.40            -0.30%    ⚠️ 獲利稀釋
5205.TWO   中茂         29.05      0.00       -49.80            -0.35%    🌑 雙重衰退
2834.TW    臺企銀        15.00      4.62       48.75             -0.41%    ⚠️ 獲利稀釋
1229.TW    聯華         45.05      7.03       96.15             -0.43%    ⚠️ 獲利稀釋
2610.TW    華航         17.90      2.87       93.60             -0.47%    ⚠️ 獲利稀釋
6442.TW    光聖         1900.00    39.22      726.60            -0.50%    ⚠️ 獲利稀釋
3266.TW    昇陽         13.10      12.36      15.90             -0.58%    🌑 雙重衰退
1736.TW    喬山         121.00     8.25       219.90            -0.58%    ⚠️ 獲利稀釋
4755.TW    三福化        140.00     16.22      129.45            -0.59%    🌑 雙重衰退
7765.TW    中華資安       225.00     7.66       440.55            -0.67%    ⚠️ 獲利稀釋
6811.TWO   宏�硌穈T      182.50     4.89       559.95            -0.74%    ⚠️ 獲利稀釋
3019.TW    亞光         121.00     7.31       248.25            -0.75%    ⚠️ 獲利稀釋
6257.TW    矽格         149.50     10.75      208.65            -0.88%    ⚠️ 獲利稀釋
2882.TW    國泰金        70.30      4.14       254.55            -0.90%    🌑 雙重衰退
3689.TWO   湧德         106.00     5.53       287.55            -0.90%    ⚠️ 獲利稀釋
2633.TW    台灣高鐵       26.35      8.75       45.15             -1.01%    ⚠️ 獲利稀釋
6645.TW    金萬林-創      14.00      0.00       -99.30            -1.12%    ⚠️ 獲利稀釋
3516.TWO   亞帝歐        17.80      46.84      5.70              -1.15%    🌑 雙重衰退
6792.TW    詠業         54.50      9.53       85.80             -1.18%    ⚠️ 獲利稀釋
2395.TW    研華         318.50     10.77      443.40            -1.30%    ⚠️ 獲利稀釋
2889.TW    國票金        14.90      10.72      20.85             -1.32%    ⚠️ 獲利稀釋
6261.TWO   久元         72.00      7.85       137.55            -1.45%    ⚠️ 獲利稀釋
3218.TWO   大學光        132.50     4.39       453.00            -1.50%    🌑 雙重衰退
6526.TW    達發         464.00     10.38      670.20            -1.65%    ⚠️ 獲利稀釋
1717.TW    長興         57.60      16.94      51.00             -1.69%    🌑 雙重衰退
4915.TW    致伸         70.00      4.58       229.35            -1.69%    ⚠️ 獲利稀釋
2820.TW    華票         16.80      4.93       51.15             -1.69%    ⚠️ 獲利稀釋
3169.TWO   亞信         89.60      9.54       140.85            -1.71%    ⚠️ 獲利稀釋
6953.TWO   家碩         203.00     11.14      273.45            -1.72%    📉 獲利侵蝕
2515.TW    中工         13.20      14.19      13.95             -1.77%    🌑 雙重衰退
1590.TW    亞德客-KY     993.00     9.74       1528.50           -1.79%    ⚠️ 獲利稀釋
4105.TWO   東洋         72.80      4.66       234.15            -1.94%    ⚠️ 獲利稀釋
7751.TWO   竑騰         1380.00    29.42      703.50            -1.94%    ⚠️ 獲利稀釋
6568.TWO   宏觀         208.50     22.96      136.20            -1.98%    ⚠️ 獲利稀釋
5328.TWO   華容         23.70      32.47      10.95             -1.99%    📉 獲利侵蝕
6271.TW    同欣電        140.50     7.41       284.40            -2.30%    🌑 雙重衰退
3632.TWO   研勤         9.60       0.00       -17.40            -2.31%    🌑 雙重衰退
3059.TW    華晶科        35.10      11.36      46.35             -2.32%    ⚠️ 獲利稀釋
5536.TWO   聖暉*        688.00     10.41      991.20            -2.35%    ⚠️ 獲利稀釋
2727.TW    王品         228.50     5.67       604.80            -2.46%    ⚠️ 獲利稀釋
2376.TW    技嘉         222.50     4.86       687.30            -2.50%    ⚠️ 獲利稀釋
3529.TWO   力旺         2630.00    42.85      920.70            -2.55%    ⚠️ 獲利稀釋
2903.TW    遠百         22.70      6.24       54.60             -2.81%    🌑 雙重衰退
3131.TWO   弘塑         2750.00    28.59      1443.00           -2.95%    ⚠️ 獲利稀釋
4527.TWO   方土霖        42.55      7.13       89.55             -3.10%    🌑 雙重衰退
6214.TW    精誠         105.00     5.94       265.05            -3.15%    ⚠️ 獲利稀釋
4584.TWO   君帆         41.75      4.45       140.70            -3.21%    🌑 雙重衰退
3209.TW    全科         0.00       0.00       0.00              -3.25%    📉 獲利侵蝕
6486.TWO   互動         84.00      7.19       175.20            -3.46%    ⚠️ 獲利稀釋
2640.TWO   大車隊        190.00     8.63       330.15            -3.47%    ⚠️ 獲利稀釋
2067.TWO   嘉鋼         7.72       0.00       -110.70           -3.50%    📉 獲利侵蝕
5452.TWO   佶優         32.85      36.91      13.35             -3.55%    🌑 雙重衰退
6672.TW    騰輝電子-KY    122.80     10.54      174.75            -3.69%    📉 獲利侵蝕
7703.TWO   銳澤         212.00     9.54       333.30            -3.75%    ⚠️ 獲利稀釋
4726.TWO   永昕         30.85      0.00       -89.85            -3.81%    ⚠️ 獲利稀釋
3029.TW    零壹         93.50      5.78       242.55            -3.87%    ⚠️ 獲利稀釋
2855.TW    統一證        31.85      6.43       74.25             -3.92%    📉 獲利侵蝕
4722.TW    國精化        160.00     36.70      65.40             -3.99%    🌑 雙重衰退
2312.TW    金寶         21.55      7.70       42.00             -4.04%    🌑 雙重衰退
2948.TWO   寶陞         39.00      7.59       77.10             -4.12%    📉 獲利侵蝕
2892.TW    第一金        28.20      5.80       72.90             -4.28%    ⚠️ 獲利稀釋
6142.TW    友勁         9.47       0.00       -10.80            -4.32%    ⚠️ 獲利稀釋
2347.TW    聯強         75.80      6.60       172.20            -4.48%    🌑 雙重衰退
4171.TWO   瑞基         18.85      0.00       -81.30            -4.50%    ⚠️ 獲利稀釋
4121.TWO   優盛         15.80      0.00       -13.95            -4.54%    🌑 雙重衰退
4728.TWO   雙美         383.50     11.02      522.00            -4.55%    ⚠️ 獲利稀釋
2480.TW    敦陽科        138.00     6.78       305.10            -4.71%    ⚠️ 獲利稀釋
6996.TWO   力領科技       165.50     6.10       406.80            -4.77%    🌑 雙重衰退
5434.TW    崇越         304.50     5.87       777.90            -5.04%    ⚠️ 獲利稀釋
5880.TW    合庫金        23.45      6.98       50.40             -5.07%    ⚠️ 獲利稀釋
2901.TW    欣欣         23.70      27.24      13.05             -5.17%    🌑 雙重衰退
3023.TW    信邦         251.00     7.40       509.10            -5.19%    🌑 雙重衰退
2453.TW    凌群         51.60      6.71       115.35            -5.25%    ⚠️ 獲利稀釋
5548.TWO   安倉         25.15      5.86       64.35             -5.32%    ⚠️ 獲利稀釋
2345.TW    智邦         1510.00    14.16      1599.90           -5.38%    ⚠️ 獲利稀釋
3041.TW    揚智         21.50      0.00       -105.75           -5.49%    🌑 雙重衰退
6658.TW    聯策         71.70      29.39      36.60             -5.76%    ⚠️ 獲利稀釋
5508.TWO   永信建        50.60      6.00       126.60            -6.10%    🌑 雙重衰退
6903.TWO   巨漢         279.00     14.02      298.50            -6.13%    ⚠️ 獲利稀釋
1535.TW    中宇         52.30      5.48       143.10            -6.15%    📉 獲利侵蝕
6409.TW    旭隼         0.00       0.00       0.00              -6.18%    🌑 雙重衰退
6925.TWO   意藍         72.00      10.21      105.75            -6.22%    ⚠️ 獲利稀釋
3321.TW    同泰         15.40      0.00       -134.10           -6.31%    ⚠️ 獲利稀釋
7769.TW    鴻勁         0.00       0.00       0.00              -6.31%    ⚠️ 獲利稀釋
6274.TWO   台燿         564.48     20.36      415.80            -6.40%    ⚠️ 獲利稀釋
3163.TWO   波若威        788.00     73.71      160.35            -6.48%    ⚠️ 獲利稀釋
4148.TW    全宇生技-KY    43.50      8.70       75.00             -6.52%    ⚠️ 獲利稀釋
1735.TW    日勝化        23.95      20.83      17.25             -6.64%    🌑 雙重衰退
3217.TWO   優群         151.50     4.99       455.70            -6.64%    ⚠️ 獲利稀釋
2912.TW    統一超        224.50     8.06       417.60            -6.67%    📉 獲利侵蝕
4585.TW    達明         0.00       0.00       0.00              -6.68%    ⚠️ 獲利稀釋
6874.TWO   倍力         0.00       0.00       0.00              -6.88%    🌑 雙重衰退
6129.TWO   普誠         14.40      0.00       -49.35            -6.94%    🌑 雙重衰退
3556.TWO   禾瑞亞        42.30      9.04       70.20             -6.94%    📉 獲利侵蝕
2812.TW    台中銀        20.55      5.39       57.15             -6.96%    📉 獲利侵蝕
5225.TW    東科-KY      78.50      2.81       419.10            -6.99%    🌑 雙重衰退
4305.TWO   世坤         44.10      5.05       130.95            -7.07%    📉 獲利侵蝕
6955.TW    邦睿生技-創     164.50     15.89      155.25            -7.15%    ⚠️ 獲利稀釋
6133.TW    金橋         22.30      17.02      19.65             -7.16%    ⚠️ 獲利稀釋
1603.TW    華電         0.00       0.00       0.00              -7.28%    ⚠️ 獲利稀釋
2204.TW    中華         55.40      4.27       194.40            -7.33%    🌑 雙重衰退
3168.TW    眾福科        41.00      6.54       94.05             -7.45%    📉 獲利侵蝕
2885.TW    元大金        44.75      6.83       98.25             -7.48%    📉 獲利侵蝕
1525.TW    江申         62.20      7.68       121.50            -7.49%    🌑 雙重衰退
6446.TW    藥華藥        600.00     17.96      501.00            -7.50%    ⚠️ 獲利稀釋
1216.TW    統一         71.00      7.74       137.55            -7.54%    📉 獲利侵蝕
1709.TW    和益         0.00       0.00       0.00              -7.56%    🌑 雙重衰退
6794.TW    向榮生技       79.00      0.00       -71.85            -7.63%    🌑 雙重衰退
2207.TW    和泰車        483.50     5.94       1220.25           -7.66%    📉 獲利侵蝕
2420.TW    新巨         50.30      5.36       140.70            -7.72%    🌑 雙重衰退
2458.TW    義隆         122.00     6.24       293.40            -7.76%    🌑 雙重衰退
6613.TWO   朋億*        200.00     6.36       472.05            -7.77%    🌑 雙重衰退
2402.TW    毅嘉         49.15      7.97       92.55             -7.77%    ⚠️ 獲利稀釋
2756.TWO   聯發國際       70.83      8.45       125.70            -7.83%    ⚠️ 獲利稀釋
1435.TW    中福         17.50      0.00       -14.55            -7.87%    🌑 雙重衰退
4554.TWO   橙的         28.50      6.08       70.35             -7.89%    ⚠️ 獲利稀釋
3078.TWO   僑威         55.60      3.40       245.55            -8.16%    ⚠️ 獲利稀釋
3570.TWO   大塚         161.00     4.36       554.25            -8.23%    ⚠️ 獲利稀釋
5403.TWO   中菲         98.60      4.88       303.30            -8.25%    📉 獲利侵蝕
6589.TW    台康生技       0.00       0.00       0.00              -8.39%    🌑 雙重衰退
5351.TWO   鈺創         63.90      0.00       -77.85            -8.40%    ⚠️ 獲利稀釋
1414.TW    東和         17.25      55.65      4.65              -8.57%    🌑 雙重衰退
5706.TW    鳳凰         51.00      6.44       118.80            -8.60%    🌑 雙重衰退
6821.TWO   聯寶         54.90      19.89      41.40             -8.77%    📉 獲利侵蝕
6781.TW    AES-KY     985.00     10.26      1439.55           -8.97%    ⚠️ 獲利稀釋
6291.TWO   沛亨         338.00     26.55      190.95            -9.03%    ⚠️ 獲利稀釋
1477.TW    聚陽         227.50     5.90       578.70            -9.09%    🌑 雙重衰退
1623.TW    大東電        0.00       0.00       0.00              -9.13%    ⚠️ 獲利稀釋
6753.TW    龍德造船       126.50     9.61       197.55            -9.21%    📉 獲利侵蝕
5871.TW    中租-KY      109.50     3.81       431.55            -9.30%    🌑 雙重衰退
1773.TW    勝一         136.00     8.05       253.50            -9.56%    📉 獲利侵蝕
2618.TW    長榮航        33.95      2.90       175.65            -9.56%    🌑 雙重衰退
4588.TW    玖鼎電力       57.20      9.08       94.50             -9.57%    🌑 雙重衰退
6741.TWO   91APP*-KY  59.50      5.68       157.05            -9.63%    ⚠️ 獲利稀釋
2428.TW    興勤         149.50     5.27       425.85            -9.66%    📉 獲利侵蝕
6206.TW    飛捷         96.40      5.28       274.05            -9.69%    📉 獲利侵蝕
1514.TW    亞力         101.50     13.68      111.30            -9.71%    ⚠️ 獲利稀釋
3227.TWO   原相         177.00     5.60       474.45            -9.73%    📉 獲利侵蝕
1808.TW    潤隆         0.00       0.00       0.00              -9.88%    🔄 轉虧為盈
4766.TW    南寶         308.50     5.87       788.10            -9.98%    📉 獲利侵蝕
5013.TWO   強新         29.25      8.29       52.95            -10.05%    🌑 雙重衰退
3447.TW    展達         37.70      11.56      48.90            -10.37%    ⚠️ 獲利稀釋
2337.TW    旺宏         115.50     0.00       -75.30           -10.42%    ⚠️ 獲利稀釋
5299.TWO   杰力         74.10      7.05       157.65           -10.45%    🌑 雙重衰退
3025.TW    星通         56.00      11.97      70.20            -10.52%    📉 獲利侵蝕
3014.TW    聯陽         114.50     4.55       377.25           -10.66%    📉 獲利侵蝕
7704.TWO   明遠精密       44.55      9.50       70.35            -10.83%    🌑 雙重衰退
2890.TW    永豐金        30.70      6.02       76.50            -10.90%    ⚠️ 獲利稀釋
1295.TWO   生合         63.90      4.63       207.00           -11.05%    📉 獲利侵蝕
1319.TW    東陽         0.00       0.00       0.00             -11.15%    🌑 雙重衰退
2467.TW    志聖         405.00     31.99      189.90           -11.18%    ⚠️ 獲利稀釋
2108.TW    南帝         25.65      12.57      30.60            -11.19%    🌑 雙重衰退
6861.TW    睿生光電       126.00     13.71      137.85           -11.21%    ⚠️ 獲利稀釋
6285.TW    啟��        170.00     10.88      234.45           -11.25%    📉 獲利侵蝕
3122.TWO   笙泉         23.95      0.00       -71.55           -11.28%    🌑 雙重衰退
2755.TWO   揚秦         140.00     8.63       243.45           -11.36%    ⚠️ 獲利稀釋
6894.TWO   衛司特        300.00     11.25      400.05           -11.37%    ⚠️ 獲利稀釋
5425.TWO   台半         52.20      11.84      66.15            -11.42%    ⚠️ 獲利稀釋
6865.TWO   偉康科技       41.20      10.20      60.60            -11.99%    🌑 雙重衰退
2441.TW    超豐         84.50      8.12       156.15           -12.01%    📉 獲利侵蝕
2915.TW    潤泰全        46.85      2.02       347.70           -12.17%    🌑 雙重衰退
6275.TWO   元山         45.95      7.04       97.95            -12.18%    📉 獲利侵蝕
6015.TWO   宏遠證        12.57      24.65      7.65             -12.19%    📉 獲利侵蝕
2379.TW    瑞昱         478.00     6.09       1178.25          -12.23%    📉 獲利侵蝕
6197.TW    佳必琪        158.50     7.88       301.80           -12.26%    📉 獲利侵蝕
6884.TWO   海柏特        34.65      0.00       0.00             -12.33%    📉 獲利侵蝕
6664.TWO   群翊         293.50     8.21       536.55           -12.53%    📉 獲利侵蝕
1305.TW    華夏         17.35      0.00       -68.10           -12.68%    🌑 雙重衰退
1708.TW    東鹼         42.20      5.52       114.60           -12.82%    🌑 雙重衰退
5016.TWO   松和         28.55      8.04       53.25            -12.85%    📉 獲利侵蝕
2059.TW    川湖         3175.00    13.88      3430.95          -12.95%    ⚠️ 獲利稀釋
1459.TW    聯發         11.60      14.15      12.30            -12.95%    ⚠️ 獲利稀釋
6924.TW    榮惠-KY創     80.00      6.70       179.10           -13.04%    🌑 雙重衰退
3259.TWO   鑫創         16.25      0.00       -86.25           -13.05%    ⚠️ 獲利稀釋
6657.TW    華安         40.80      0.00       -117.90          -13.15%    🌑 雙重衰退
6175.TWO   立敦         47.75      7.23       99.00            -13.36%    🌑 雙重衰退
3624.TWO   光頡         45.30      10.97      61.95            -13.36%    📉 獲利侵蝕
1203.TW    味王         39.50      9.16       64.65            -13.44%    🌑 雙重衰退
2454.TW    聯發科        1490.00    8.65       2584.05          -13.46%    📉 獲利侵蝕
3213.TWO   茂訊         98.50      4.99       295.95           -13.51%    📉 獲利侵蝕
3324.TWO   雙鴻         879.00     14.78      891.90           -13.54%    ⚠️ 獲利稀釋
6146.TWO   耕興         189.00     7.02       403.95           -13.59%    🌑 雙重衰退
1537.TW    廣隆         123.50     6.22       298.05           -13.78%    🌑 雙重衰退
6534.TW    正瀚-創       86.50      5.17       251.10           -13.80%    📉 獲利侵蝕
6757.TW    台灣虎航       49.15      3.29       224.40           -13.85%    📉 獲利侵蝕
2949.TWO   欣新網        57.60      6.44       134.10           -14.18%    ⚠️ 獲利稀釋
1568.TW    倉佑         22.30      6.74       49.65            -14.22%    📉 獲利侵蝕
2303.TW    聯電         56.50      7.21       117.60           -14.23%    📉 獲利侵蝕
6231.TWO   系微         251.00     16.00      235.35           -14.27%    📉 獲利侵蝕
6190.TWO   萬泰科        54.20      9.59       84.75            -14.30%    📉 獲利侵蝕
6491.TW    晶碩         277.00     5.25       792.15           -14.34%    📉 獲利侵蝕
3056.TW    富華新        14.75      2.87       77.10            -14.39%    🌑 雙重衰退
3416.TW    融程電        143.00     8.13       263.85           -14.51%    ⚠️ 獲利稀釋
4938.TW    和碩         76.20      6.27       182.25           -14.57%    🌑 雙重衰退
2752.TWO   豆府         193.35     5.24       553.65           -14.67%    📉 獲利侵蝕
2845.TW    遠東銀        12.45      5.34       34.95            -14.91%    📉 獲利侵蝕
3706.TW    神達         73.80      6.01       184.20           -15.05%    ⚠️ 獲利稀釋
1102.TW    亞泥         34.70      4.88       106.65           -15.15%    🌑 雙重衰退
1725.TW    元禎         0.00       0.00       0.00             -15.22%    🌑 雙重衰退
6855.TWO   數泓科        108.00     6.11       265.35           -15.37%    📉 獲利侵蝕
1589.TW    永冠-KY      6.60       0.00       -222.15          -15.41%    ⚠️ 獲利稀釋
1219.TW    福壽         13.95      16.22      12.90            -15.45%    📉 獲利侵蝕
7631.TW    聚賢研發-創     111.00     8.72       190.95           -15.61%    ⚠️ 獲利稀釋
6278.TW    台表科        92.50      3.90       355.35           -15.66%    📉 獲利侵蝕
