日期,代碼,名稱,收盤價,漲跌幅%,成交量(張),MJ狀態,J線值,MACD柱狀體
2026-03-31,8422.TW,可寧衛*,29.4,1.55,13872,🔥 MJ強勢攻擊,37.07,0.27
2026-03-31,3056.TW,富華新,14.75,1.37,1283,🔥 MJ強勢攻擊,44.49,0.12
2026-03-31,4745.TWO,合富-KY,18.8,1.35,2110,🔥 MJ強勢攻擊,29.92,0.06
2026-03-31,6414.TW,樺漢,271.0,0.74,3561,🔥 MJ強勢攻擊,36.39,0.84
2026-03-31,6901.TW,鑽石投資,13.9,0.72,529,🔥 MJ強勢攻擊,32.47,0.1
2026-03-31,1590.TW,亞德客-KY,993.0,0.61,1066,🔥 MJ強勢攻擊,39.42,9.0
2026-03-31,2880.TW,華南金,33.2,0.3,24472,🔥 MJ強勢攻擊,48.87,0.0
2026-03-31,9910.TW,豐泰,80.1,-0.5,784,🔥 MJ強勢攻擊,37.09,0.57
2026-03-31,6176.TW,瑞儀,91.4,-0.65,2687,🔥 MJ強勢攻擊,24.25,1.38
2026-03-31,3162.TWO,精確,55.6,-0.71,1668,🔥 MJ強勢攻擊,47.77,0.06
2026-03-31,9904.TW,寶成,28.3,-0.88,5512,🔥 MJ強勢攻擊,38.35,0.04
2026-03-31,1795.TW,美時,207.0,-2.13,3204,🔥 MJ強勢攻擊,18.36,2.85
2026-03-31,8932.TWO,智通*,80.5,-2.66,2541,🔥 MJ強勢攻擊,22.0,0.08
2026-03-31,5521.TW,工信,12.35,-3.52,7215,🔥 MJ強勢攻擊,46.81,0.34
2026-03-31,3149.TW,正達,43.55,-3.86,9340,🔥 MJ強勢攻擊,32.75,0.15
2026-03-31,6175.TWO,立敦,47.75,-4.21,17909,🔥 MJ強勢攻擊,47.98,0.34
2026-03-31,1301.TW,台塑,45.9,-4.87,45269,🔥 MJ強勢攻擊,40.15,0.06
2026-03-31,8042.TWO,金山電,53.9,-6.42,7975,🔥 MJ強勢攻擊,37.32,0.22
2026-03-31,6919.TW,康霈*,86.3,9.94,20002,🚀 MJ低檔反彈,23.2,-0.84
2026-03-31,1101.TW,台泥,23.0,2.0,40496,🚀 MJ低檔反彈,19.61,-0.02
2026-03-31,00852L.TW,國泰美國道瓊正2,27.07,1.77,1170,🚀 MJ低檔反彈,39.52,-0.03
2026-03-31,2409.TW,友達,14.5,1.4,91652,🚀 MJ低檔反彈,16.58,-0.24
2026-03-31,4564.TW,元翎,19.1,1.33,1461,🚀 MJ低檔反彈,23.86,-0.33
2026-03-31,00712.TW,復華富時不動產,8.53,1.31,42838,🚀 MJ低檔反彈,34.74,-0.0
2026-03-31,009813.TW,貝萊德標普卓越50,9.69,0.52,5558,🚀 MJ低檔反彈,22.84,-0.05
2026-03-31,9945.TW,潤泰新,24.85,0.2,4113,🚀 MJ低檔反彈,18.27,-0.04
2026-03-31,8927.TWO,北基,23.05,-0.22,659,🚀 MJ低檔反彈,33.75,-0.05
2026-03-31,2915.TW,潤泰全,46.85,-0.43,1733,🚀 MJ低檔反彈,26.44,-0.12
2026-03-31,1722.TW,台肥,45.5,-1.83,3041,🚀 MJ低檔反彈,34.1,-0.11
2026-03-31,2601.TW,益航,5.93,-3.73,1666,🚀 MJ低檔反彈,23.05,-0.07
2026-03-31,6220.TWO,岳豐,31.65,-4.38,776,🚀 MJ低檔反彈,26.12,-0.57
2026-03-31,6226.TW,光鼎,12.7,8.09,1784,💧 築底觀察,0.05,-0.39
2026-03-31,6689.TW,伊雲谷,76.1,1.47,764,💧 築底觀察,2.47,-2.16
2026-03-31,4904.TW,遠傳,91.9,0.99,6695,💧 築底觀察,6.1,-0.46
2026-03-31,4903.TWO,聯光通,44.9,0.56,7415,💧 築底觀察,5.43,-0.55
2026-03-31,009801.TW,中信美國創新科技,9.89,0.41,1378,💧 築底觀察,8.76,-0.09
2026-03-31,2388.TW,威盛,52.2,0.38,5044,💧 築底觀察,8.5,-0.06
2026-03-31,9933.TW,中鼎,35.45,0.28,8789,💧 築底觀察,8.34,-0.25
2026-03-30,2072.TWO,CWP,184.5,0.27,679,💧 築底觀察,8.6,-9.83
2026-03-31,4164.TW,承業醫,30.15,0.17,640,💧 築底觀察,8.5,-0.03
2026-03-31,6834.TW,天二科技,30.45,0.16,546,💧 築底觀察,8.73,-0.1
2026-03-31,2027.TW,大成鋼,36.85,0.14,71362,💧 築底觀察,9.66,-0.03
2026-03-31,00924.TW,復華S&P500成長,26.42,0.11,4571,💧 築底觀察,4.06,-0.26
2026-03-31,00662.TW,富邦NASDAQ,95.25,0.05,4971,💧 築底觀察,4.51,-0.83
2026-03-31,4123.TWO,晟德,40.5,0.0,1578,💧 築底觀察,8.31,-0.52
2026-03-31,6133.TW,金橋,22.3,0.0,1374,💧 築底觀察,4.02,-0.39
2026-03-31,5381.TWO,合正,22.5,0.0,997,💧 築底觀察,-0.88,-0.32
2026-03-31,4989.TW,榮科,64.7,-0.15,26018,💧 築底觀察,4.49,-2.0
2026-03-31,2890.TW,永豐金,30.7,-0.16,21322,💧 築底觀察,1.74,-0.27
2026-03-31,00752.TW,中信中國50,23.47,-0.25,540,💧 築底觀察,4.6,-0.07
2026-03-31,00753L.TW,中信中國50正2,9.91,-0.3,13309,💧 築底觀察,7.45,-0.03
2026-03-31,009817.TW,國泰日本不動產,9.27,-0.32,4267,💧 築底觀察,-3.6,-0.06
2026-03-31,6026.TWO,福邦證,14.45,-0.34,1312,💧 築底觀察,-1.2,-0.08
2026-03-31,2836.TW,高雄銀,12.05,-0.41,894,💧 築底觀察,8.56,-0.0
2026-03-31,2903.TW,遠百,22.7,-0.44,1080,💧 築底觀察,1.54,-0.11
2026-03-31,009815.TWO,大華美國MAG7+,8.89,-0.45,11424,💧 築底觀察,-1.36,-0.09
2026-03-31,00770.TW,國泰北美科技,48.29,-0.52,881,💧 築底觀察,-3.72,-0.57
2026-03-31,6234.TWO,高僑,27.9,-0.53,1074,💧 築底觀察,-10.01,-0.21
2026-03-31,00757.TW,統一FANG+,101.15,-0.54,2939,💧 築底觀察,-2.22,-1.54
2026-03-31,4105.TWO,東洋,72.8,-0.55,897,💧 築底觀察,2.16,-0.31
2026-03-31,00670L.TW,富邦NASDAQ正2,130.75,-0.61,2159,💧 築底觀察,2.32,-2.28
