股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,建議買進價,歷史次數,raw_wr5,raw_pnl
1785.TWO,光洋科,無,89.5,58.26,🟢 黃金標的,0.00%,100.00%,21.56%,-6.47%,0.0,1,1.0,0.2156
6215.TW,和椿,無,95.0,29.58,🟢 黃金標的,50.00%,100.00%,3.18%,-1.16%,0.0,4,1.0,0.0318
7792.TWO,安葆,無,300.0,32.74,🟢 黃金標的,42.86%,85.71%,10.15%,-6.81%,0.0,7,0.8571,0.1015
3576.TW,聯合再生,無,21.25,48.68,🟢 黃金標的,85.71%,85.71%,10.72%,-2.05%,0.0,7,0.8571,0.1072
4956.TW,光鋐,無,31.6000003815,63.99,🟢 黃金標的,57.14%,85.71%,3.16%,-5.95%,0.0,7,0.8571,0.0316
8436.TWO,大江,無,125.5,56.52,🟢 黃金標的,100.00%,85.71%,7.95%,-1.01%,0.0,7,0.8571,0.0795
4973.TWO,廣穎,無,61.7999992371,53.4,🟢 黃金標的,85.71%,85.71%,26.01%,0.97%,0.0,7,0.8571,0.2601
6532.TWO,瑞耘,無,72.4000015259,63.55,🟢 黃金標的,66.67%,83.33%,6.19%,-2.16%,0.0,6,0.8333,0.0619
8155.TWO,博智,無,238.5,61.52,🟢 黃金標的,83.33%,83.33%,5.51%,-1.63%,0.0,6,0.8333,0.0551
00715L.TW,期街口S&P布蘭特油正2,無,62.4500007629,67.54,🟢 黃金標的,83.33%,83.33%,25.70%,-6.49%,0.0,6,0.8333,0.257
2313.TW,華通,無,248.0,64.67,🟢 黃金標的,50.00%,83.33%,12.16%,-2.36%,0.0,6,0.8333,0.1216
3093.TWO,港建*,無,45.2999992371,62.98,🟢 黃金標的,50.00%,83.33%,21.61%,-2.24%,0.0,6,0.8333,0.2161
7795.TW,長廣,無,337.5,35.31,🟢 黃金標的,50.00%,83.33%,10.66%,-8.00%,0.0,6,0.8333,0.1066
3037.TW,欣興,無,444.5,47.03,🟢 黃金標的,66.67%,83.33%,13.36%,-3.39%,0.0,6,0.8333,0.1336
1590.TW,亞德客-KY,無,993.0,39.18,🟢 黃金標的,66.67%,83.33%,4.91%,-1.05%,0.0,6,0.8333,0.0491
6715.TW,嘉基,無,309.5,55.28,🟢 黃金標的,54.55%,81.82%,17.27%,-3.16%,0.0,11,0.8182,0.1727
6285.TW,啟��,無,170.0,53.99,🟢 黃金標的,60.00%,80.00%,11.83%,-2.21%,0.0,5,0.8,0.1183
6231.TWO,系微,無,251.0,68.52,🟢 黃金標的,80.00%,80.00%,11.78%,-1.72%,0.0,5,0.8,0.1178
3691.TWO,碩禾,無,103.5,32.53,🟢 黃金標的,80.00%,80.00%,8.29%,-3.13%,0.0,5,0.8,0.0829
1605.TW,華新,無,30.1499996185,34.29,🟢 黃金標的,40.00%,80.00%,5.26%,-4.76%,0.0,5,0.8,0.0526
4542.TWO,科嶠,無,163.5,50.54,🟢 黃金標的,40.00%,80.00%,5.97%,-6.18%,0.0,5,0.8,0.0597
8240.TWO,華宏,無,51.7000007629,64.11,🟢 黃金標的,60.00%,80.00%,10.15%,-2.27%,0.0,10,0.8,0.1015
4148.TW,全宇生技-KY,無,43.5,70.53,🟢 黃金標的,40.00%,80.00%,5.05%,-2.45%,0.0,5,0.8,0.0505
6598.TW,ABC-KY,無,22.6499996185,25.69,🟢 黃金標的,60.00%,80.00%,4.74%,-1.32%,0.0,5,0.8,0.0474
1514.TW,亞力,無,101.5,28.12,🟢 黃金標的,80.00%,80.00%,14.68%,-1.61%,0.0,5,0.8,0.1468
2431.TW,聯昌,無,11.5500001907,36.92,🟢 黃金標的,60.00%,80.00%,7.75%,-1.05%,0.0,5,0.8,0.0775
1503.TW,士電,無,178.5,25.0,🟢 黃金標的,20.00%,80.00%,4.80%,-4.94%,0.0,5,0.8,0.048
6217.TWO,中探針,無,163.5,65.44,🟢 黃金標的,80.00%,80.00%,10.94%,-1.53%,0.0,5,0.8,0.1094
6426.TW,統新,無,136.0,50.83,🟢 黃金標的,80.00%,80.00%,8.94%,-5.22%,0.0,5,0.8,0.0894
4130.TWO,健亞,無,32.5,45.28,🟢 黃金標的,100.00%,80.00%,6.22%,-5.56%,0.0,5,0.8,0.0622
6679.TWO,鈺太,無,230.0,43.48,🟢 黃金標的,60.00%,80.00%,4.38%,-6.12%,0.0,5,0.8,0.0438
1529.TW,樂事綠能,無,23.1499996185,25.15,🟢 黃金標的,66.67%,77.78%,9.33%,-2.57%,0.0,9,0.7778,0.0933
8114.TW,振樺電,無,165.5,35.0,🟢 黃金標的,50.00%,75.00%,5.99%,-1.79%,0.0,4,0.75,0.0599
4167.TWO,松瑞藥,無,20.9500007629,51.4,🟢 黃金標的,50.00%,75.00%,3.63%,-0.74%,0.0,4,0.75,0.0363
4121.TWO,優盛,無,15.8000001907,7.84,🟢 黃金標的,75.00%,75.00%,3.76%,-2.00%,0.0,4,0.75,0.0376
6492.TWO,生華科,無,50.4000015259,50.0,🟢 黃金標的,75.00%,75.00%,16.32%,-1.87%,0.0,4,0.75,0.1632
6716.TWO,應廣,無,64.6999969482,38.16,🟢 黃金標的,75.00%,75.00%,16.00%,-1.00%,0.0,8,0.75,0.16
2383.TW,台光電,無,2600.0,55.03,🟢 黃金標的,25.00%,75.00%,4.28%,-7.36%,0.0,4,0.75,0.0428
2345.TW,智邦,無,1510.0,51.61,🟢 黃金標的,50.00%,75.00%,3.68%,-2.90%,0.0,4,0.75,0.0368
2308.TW,台達電,無,1380.0,48.28,🟢 黃金標的,50.00%,75.00%,5.92%,-1.51%,0.0,4,0.75,0.0592
8088.TWO,品安,無,48.5999984741,43.64,🟢 黃金標的,50.00%,75.00%,4.84%,-2.34%,0.0,4,0.75,0.0484
3138.TW,耀登,無,167.5,37.5,🟢 黃金標的,50.00%,75.00%,7.45%,-3.16%,0.0,4,0.75,0.0745
4127.TWO,天良,無,36.0,38.1,🟢 黃金標的,75.00%,75.00%,4.42%,-2.05%,0.0,4,0.75,0.0442
3016.TW,嘉晶,無,51.7999992371,32.35,🟢 黃金標的,50.00%,75.00%,6.03%,-5.70%,0.0,4,0.75,0.0603
4198.TWO,欣大健康,無,37.8499984741,41.7,🟢 黃金標的,75.00%,75.00%,4.73%,-3.35%,0.0,4,0.75,0.0473
6239.TW,力成,無,187.0,31.37,🟢 黃金標的,100.00%,75.00%,6.74%,-2.65%,0.0,4,0.75,0.0674
4534.TWO,慶騰,無,23.1000003815,31.32,🟢 黃金標的,50.00%,75.00%,11.88%,-4.10%,0.0,4,0.75,0.1188
6874.TWO,倍力,無,89.1999969482,72.92,🟢 黃金標的,75.00%,75.00%,10.58%,-1.25%,0.0,4,0.75,0.1058
2486.TW,一詮,無,132.5,45.6,🟢 黃金標的,75.00%,75.00%,7.28%,-1.22%,0.0,4,0.75,0.0728
6983.TWO,華洋精機,無,316.5,49.95,🟢 黃金標的,75.00%,75.00%,20.44%,-7.31%,0.0,8,0.75,0.2044
3105.TWO,穩懋,無,351.5,60.44,🟢 黃金標的,57.14%,71.43%,4.12%,-6.45%,0.0,7,0.7143,0.0412
1466.TW,聚隆,無,15.8999996185,38.32,🟢 黃金標的,57.14%,71.43%,3.97%,-4.08%,0.0,7,0.7143,0.0397
3419.TW,譁裕,無,15.6499996185,47.25,🟢 黃金標的,71.43%,71.43%,3.12%,-2.33%,0.0,7,0.7143,0.0312
1809.TW,中釉,無,25.6499996185,51.73,🟢 黃金標的,71.43%,71.43%,14.92%,-0.59%,0.0,7,0.7143,0.1492
8096.TWO,擎亞,無,86.1999969482,63.48,🟢 黃金標的,71.43%,71.43%,9.82%,-1.02%,0.0,7,0.7143,0.0982
7709.TWO,榮田,無,77.4000015259,80.35,🟢 黃金標的,85.71%,71.43%,17.27%,-1.72%,0.0,14,0.7143,0.1727
6485.TWO,點序,無,78.6999969482,44.81,🟢 黃金標的,50.00%,66.67%,3.18%,-4.96%,0.0,6,0.6667,0.0318
6657.TW,華安,無,40.7999992371,28.33,🟢 黃金標的,66.67%,66.67%,5.41%,-2.19%,0.0,6,0.6667,0.0541
7751.TWO,竑騰,無,1380.0,55.74,🟢 黃金標的,50.00%,66.67%,5.44%,-4.22%,0.0,6,0.6667,0.0544
3704.TW,合勤控,無,32.7000007629,52.63,🟢 黃金標的,66.67%,66.67%,5.91%,-1.43%,0.0,3,0.6667,0.0591
6435.TWO,大中,無,145.0,38.64,🟢 黃金標的,100.00%,66.67%,7.34%,-0.86%,0.0,3,0.6667,0.0734
6909.TW,創控,無,43.5,48.14,🟢 黃金標的,50.00%,66.67%,4.42%,-6.49%,0.0,6,0.6667,0.0442
1256.TW,鮮活果汁-KY,無,143.0,14.1,🟢 黃金標的,33.33%,66.67%,3.81%,-2.16%,0.0,3,0.6667,0.0381
3158.TWO,嘉實,無,91.0,73.04,🟢 黃金標的,33.33%,66.67%,4.10%,-1.43%,0.0,3,0.6667,0.041
1309.TW,台達化,無,23.0499992371,78.01,🟢 黃金標的,33.33%,66.67%,6.17%,-5.04%,0.0,6,0.6667,0.0617
6182.TWO,合晶,無,32.75,46.45,🟢 黃金標的,33.33%,66.67%,3.35%,-6.84%,0.0,3,0.6667,0.0335
4764.TW,雙鍵,無,117.0,30.25,🟢 黃金標的,33.33%,66.67%,7.25%,-5.81%,0.0,3,0.6667,0.0725
8422.TW,可寧衛*,無,29.3999996185,34.07,🟢 黃金標的,66.67%,66.67%,15.21%,0.29%,0.0,3,0.6667,0.1521
1294.TWO,漢田生技,無,80.0999984741,18.03,🟢 黃金標的,100.00%,66.67%,3.27%,-0.76%,0.0,3,0.6667,0.0327
4960.TW,誠美材,無,24.2999992371,63.32,🟢 黃金標的,66.67%,66.67%,20.10%,-2.37%,0.0,6,0.6667,0.201
6246.TWO,臺龍,無,16.7000007629,66.67,🟢 黃金標的,66.67%,66.67%,3.04%,-0.70%,0.0,3,0.6667,0.0304
9105.TW,泰金寶-DR,無,5.4400000572,37.95,🟢 黃金標的,66.67%,66.67%,4.08%,-1.22%,0.0,3,0.6667,0.0408
8110.TW,華東,無,47.9500007629,38.61,🟢 黃金標的,66.67%,66.67%,3.01%,-4.12%,0.0,6,0.6667,0.0301
3234.TWO,光環,無,82.6999969482,51.05,🟢 黃金標的,50.00%,66.67%,8.62%,-8.80%,0.0,6,0.6667,0.0862
8150.TW,南茂,無,53.5999984741,28.12,🟢 黃金標的,33.33%,66.67%,4.78%,-10.18%,0.0,3,0.6667,0.0478
2367.TW,燿華,無,73.5,56.46,🟢 黃金標的,33.33%,66.67%,7.57%,-3.80%,0.0,6,0.6667,0.0757
6720.TWO,久昌,無,163.5,49.89,🟢 黃金標的,50.00%,66.67%,7.48%,-2.30%,0.0,6,0.6667,0.0748
2458.TW,義隆,無,122.0,30.44,🟢 黃金標的,66.67%,66.67%,5.13%,-5.42%,0.0,3,0.6667,0.0513
5864.TWO,致和證,無,23.2999992371,40.52,🟢 黃金標的,66.67%,66.67%,5.52%,-2.36%,0.0,9,0.6667,0.0552
3374.TWO,精材,無,153.5,31.45,🟢 黃金標的,33.33%,66.67%,3.95%,-4.86%,0.0,6,0.6667,0.0395
4908.TWO,前鼎,無,100.5,54.17,🟢 黃金標的,62.50%,62.50%,6.33%,-4.78%,0.0,8,0.625,0.0633
7610.TW,聯友金屬-創,無,351.0,53.79,🟢 黃金標的,75.00%,62.50%,9.95%,-4.83%,0.0,8,0.625,0.0995
7750.TW,新代,無,1265.0,45.79,🟢 黃金標的,25.00%,62.50%,6.03%,-4.92%,0.0,8,0.625,0.0603
6894.TWO,衛司特,無,300.0,49.66,🟢 黃金標的,62.50%,62.50%,3.17%,-5.09%,0.0,8,0.625,0.0317
6568.TWO,宏觀,無,208.5,63.07,🟢 黃金標的,62.50%,62.50%,3.16%,-4.15%,0.0,8,0.625,0.0316
3171.TWO,炎洲流通,無,66.0,89.19,🟢 黃金標的,40.00%,60.00%,3.92%,-2.33%,0.0,5,0.6,0.0392
6443.TW,元晶,無,40.8499984741,21.01,🟢 黃金標的,60.00%,60.00%,7.35%,-7.92%,0.0,5,0.6,0.0735
6116.TW,彩晶,無,7.9600000381,28.32,🟢 黃金標的,60.00%,60.00%,6.80%,-1.58%,0.0,5,0.6,0.068
3583.TW,辛耘,無,453.5,72.91,🟢 黃金標的,80.00%,60.00%,5.25%,-2.35%,0.0,5,0.6,0.0525
00642U.TW,期元大S&P石油,無,28.0,68.49,🟢 黃金標的,60.00%,60.00%,3.72%,-6.57%,0.0,5,0.6,0.0372
1795.TW,美時,無,207.0,23.81,🟢 黃金標的,60.00%,60.00%,3.23%,-3.23%,0.0,5,0.6,0.0323
3714.TW,富采,無,45.5499992371,63.09,🟢 黃金標的,20.00%,60.00%,5.66%,-4.47%,0.0,5,0.6,0.0566
2312.TW,金寶,無,21.5499992371,33.99,🟢 黃金標的,60.00%,60.00%,12.61%,-2.06%,0.0,5,0.6,0.1261
8046.TW,南電,無,522.0,56.71,🟢 黃金標的,70.00%,60.00%,9.35%,-3.80%,0.0,10,0.6,0.0935
4526.TW,東台,無,32.0,49.76,🟢 黃金標的,60.00%,60.00%,3.64%,-2.89%,0.0,5,0.6,0.0364
4533.TWO,協易機,無,30.7000007629,43.21,🟢 黃金標的,20.00%,60.00%,6.16%,-8.85%,0.0,5,0.6,0.0616
1582.TW,信錦,無,98.5999984741,60.57,🟢 黃金標的,80.00%,60.00%,8.03%,-3.66%,0.0,5,0.6,0.0803
3508.TWO,位速,無,39.0499992371,53.37,🟢 黃金標的,50.00%,60.00%,6.80%,-4.75%,0.0,10,0.6,0.068
6451.TW,訊芯-KY,無,296.0,70.6,🟢 黃金標的,40.00%,60.00%,4.60%,-7.35%,0.0,5,0.6,0.046
5328.TWO,華容,無,23.7000007629,37.62,🟢 黃金標的,60.00%,60.00%,7.80%,-0.50%,0.0,5,0.6,0.078
2337.TW,旺宏,無,115.5,56.41,🟢 黃金標的,80.00%,60.00%,9.66%,-2.16%,0.0,5,0.6,0.0966
3036.TW,文曄,無,217.0,41.71,🟢 黃金標的,60.00%,60.00%,4.13%,-4.36%,0.0,5,0.6,0.0413
3631.TWO,晟楠,無,27.75,51.01,🟢 黃金標的,40.00%,60.00%,4.47%,-3.01%,0.0,5,0.6,0.0447
7781.TWO,昕力資*,無,24.4500007629,57.8,🟢 黃金標的,60.00%,60.00%,7.96%,-16.52%,0.0,5,0.6,0.0796
6727.TWO,亞泰金屬,無,296.0,66.53,🟢 黃金標的,20.00%,60.00%,5.21%,-3.13%,0.0,5,0.6,0.0521
6197.TW,佳必琪,無,158.5,46.15,🟢 黃金標的,80.00%,60.00%,5.08%,-3.27%,0.0,5,0.6,0.0508
2489.TW,瑞軒,無,31.25,40.13,🟢 黃金標的,71.43%,57.14%,3.42%,-2.76%,0.0,7,0.5714,0.0342
5351.TWO,鈺創,無,63.9000015259,52.92,🟢 黃金標的,71.43%,57.14%,8.32%,-3.83%,0.0,7,0.5714,0.0832
1711.TW,永光,無,36.3499984741,65.58,🟢 黃金標的,55.56%,55.56%,6.88%,-5.70%,0.0,9,0.5556,0.0688
5291.TWO,邑昇,無,75.6999969482,77.89,🟢 黃金標的,55.56%,55.56%,6.14%,-2.65%,0.0,9,0.5556,0.0614
00749B.TWO,凱基新興債10+,無,31.8299999237,38.7,🔵 穩健標的,100.00%,100.00%,0.12%,-0.31%,0.0,1,1.0,0.0012
8074.TWO,鉅橡,無,52.9000015259,31.09,🔵 穩健標的,0.00%,100.00%,0.53%,-4.97%,0.0,1,1.0,0.0053
4414.TW,如興,無,12.0500001907,67.9,🔵 穩健標的,100.00%,100.00%,0.42%,-3.33%,0.0,1,1.0,0.0042
2393.TW,億光,無,66.8000030518,65.03,🔵 穩健標的,50.00%,100.00%,0.60%,-2.62%,0.0,2,1.0,0.006
00795B.TWO,中信美國公債20年,無,27.7299995422,47.71,🔵 穩健標的,100.00%,100.00%,0.83%,-0.22%,0.0,1,1.0,0.0083
00865B.TW,國泰US短期公債,無,48.5699996948,65.65,🔵 穩健標的,0.00%,100.00%,0.63%,-0.19%,0.0,1,1.0,0.0063
00669R.TW,國泰美國道瓊反1,無,6.0799999237,68.18,🔵 穩健標的,0.00%,100.00%,0.16%,-2.96%,0.0,1,1.0,0.0016
4142.TW,國光生,無,18.3500003815,62.5,🔵 穩健標的,0.00%,100.00%,0.82%,-1.36%,0.0,1,1.0,0.0082
1460.TW,宏遠,無,7.0799999237,62.5,🔵 穩健標的,50.00%,100.00%,0.88%,-2.13%,0.0,2,1.0,0.0088
0052.TW,富邦科技,無,42.8199996948,27.7,🔵 穩健標的,0.00%,100.00%,0.34%,-2.63%,0.0,1,1.0,0.0034
00893.TW,國泰智能電動車,無,32.0600013733,31.68,🔵 穩健標的,100.00%,100.00%,0.64%,-0.38%,0.0,1,1.0,0.0064
3058.TW,立德,無,9.3299999237,49.41,🔵 穩健標的,0.00%,100.00%,0.99%,-5.71%,0.0,1,1.0,0.0099
00875.TW,國泰網路資安,無,37.1500015259,36.78,🔵 穩健標的,0.00%,100.00%,0.34%,-2.50%,0.0,1,1.0,0.0034
00752.TW,中信中國50,無,23.4699993134,33.33,🔵 穩健標的,0.00%,100.00%,0.95%,-2.64%,0.0,1,1.0,0.0095
6642.TWO,富致,無,53.2000007629,28.57,🔵 穩健標的,25.00%,75.00%,0.47%,-1.88%,0.0,4,0.75,0.0047
6026.TWO,福邦證,無,14.4499998093,55.17,🔵 穩健標的,50.00%,75.00%,0.90%,-2.38%,0.0,4,0.75,0.009
1402.TW,遠東新,無,26.2999992371,19.72,🔵 穩健標的,75.00%,75.00%,0.53%,-1.45%,0.0,4,0.75,0.0053
00939.TW,統一台灣高息動能,無,15.0,34.85,🔵 穩健標的,85.71%,71.43%,0.93%,-0.27%,0.0,7,0.7143,0.0093
2025.TW,千興,無,11.3000001907,52.83,🔵 穩健標的,0.00%,66.67%,0.13%,-11.09%,0.0,3,0.6667,0.0013
4991.TWO,環宇-KY,無,390.0,57.98,🔵 穩健標的,33.33%,66.67%,0.44%,-9.64%,0.0,3,0.6667,0.0044
6415.TW,矽力*-KY,無,281.0,58.96,🔵 穩健標的,0.00%,66.67%,0.39%,-5.16%,0.0,3,0.6667,0.0039
5013.TWO,強新,無,29.25,48.94,🔵 穩健標的,33.33%,66.67%,0.72%,-0.85%,0.0,6,0.6667,0.0072
2618.TW,長榮航,無,33.9500007629,50.39,🔵 穩健標的,66.67%,66.67%,0.67%,-1.25%,0.0,6,0.6667,0.0067
1513.TW,中興電,無,143.0,29.85,🔵 穩健標的,66.67%,66.67%,0.51%,-1.64%,0.0,3,0.6667,0.0051
6859.TWO,伯特光,無,115.0,33.71,🔵 穩健標的,33.33%,66.67%,0.72%,-4.80%,0.0,6,0.6667,0.0072
4770.TW,上品,無,216.5,24.7,🔵 穩健標的,66.67%,66.67%,0.45%,-5.93%,0.0,3,0.6667,0.0045
5443.TWO,均豪,無,99.5999984741,53.73,🔵 穩健標的,33.33%,66.67%,0.65%,-4.01%,0.0,3,0.6667,0.0065
3004.TW,豐達科,無,98.5999984741,18.26,🔵 穩健標的,33.33%,66.67%,0.19%,-3.34%,0.0,3,0.6667,0.0019
2605.TW,新興,無,42.0,70.8,🔵 穩健標的,66.67%,66.67%,0.73%,-3.91%,0.0,3,0.6667,0.0073
5607.TW,遠雄港,無,44.7999992371,8.75,🔵 穩健標的,33.33%,66.67%,0.07%,-2.09%,0.0,3,0.6667,0.0007
2436.TW,偉詮電,無,58.7000007629,54.63,🔵 穩健標的,50.00%,66.67%,0.60%,-4.37%,0.0,6,0.6667,0.006
6432.TWO,今展科,無,32.9000015259,46.25,🔵 穩健標的,66.67%,66.67%,0.89%,-2.96%,0.0,3,0.6667,0.0089
2535.TW,達欣工,無,70.5,41.05,🔵 穩健標的,20.00%,60.00%,0.98%,-1.92%,0.0,5,0.6,0.0098
00929.TW,復華台灣科技優息,無,18.6100006104,34.61,🔵 穩健標的,60.00%,60.00%,0.99%,-1.75%,0.0,5,0.6,0.0099
0056.TW,元大高股息,無,37.1300010681,33.48,🔵 穩健標的,80.00%,60.00%,0.48%,-0.26%,0.0,5,0.6,0.0048
00882.TW,中信中國高股息,無,15.3000001907,30.21,🔵 穩健標的,40.00%,60.00%,0.34%,-1.72%,0.0,5,0.6,0.0034
2548.TW,華固,無,120.0,59.09,🔵 穩健標的,20.00%,60.00%,0.32%,-3.62%,0.0,5,0.6,0.0032
3645.TW,達邁,無,72.1999969482,27.98,🔵 穩健標的,42.86%,57.14%,0.77%,-3.67%,0.0,7,0.5714,0.0077
2419.TW,仲琦,無,32.4500007629,58.55,🟡 妖股/高波動,57.14%,42.86%,6.01%,-3.46%,0.0,7,0.4286,0.0601
4540.TW,全球傳動,無,41.1500015259,23.11,🟡 妖股/高波動,57.14%,42.86%,4.72%,-2.71%,0.0,7,0.4286,0.0472
2305.TW,全友,無,15.8500003815,59.12,🟡 妖股/高波動,42.86%,42.86%,3.12%,-3.70%,0.0,7,0.4286,0.0312
3081.TWO,聯亞,無,1575.0,50.76,🟡 妖股/高波動,80.00%,40.00%,13.73%,-2.88%,0.0,5,0.4,0.1373
6141.TW,柏承,無,19.7999992371,53.56,🟡 妖股/高波動,60.00%,40.00%,11.91%,0.79%,0.0,5,0.4,0.1191
2484.TW,希華,無,28.7000007629,53.66,🟡 妖股/高波動,60.00%,40.00%,3.42%,-1.69%,0.0,5,0.4,0.0342
3437.TW,榮創,無,20.6000003815,63.58,🟡 妖股/高波動,40.00%,40.00%,9.93%,-1.97%,0.0,5,0.4,0.0993
2640.TWO,大車隊,無,190.0,86.96,🟡 妖股/高波動,60.00%,40.00%,10.69%,-1.15%,0.0,5,0.4,0.1069
8064.TWO,東捷,無,63.2999992371,57.42,🟡 妖股/高波動,37.50%,37.50%,5.51%,-5.22%,0.0,8,0.375,0.0551
8027.TWO,鈦昇,無,138.5,76.47,🟡 妖股/高波動,33.33%,33.33%,23.08%,-4.79%,0.0,3,0.3333,0.2308
8933.TWO,愛地雅,無,6.8200001717,53.71,🟡 妖股/高波動,66.67%,33.33%,4.68%,-2.57%,0.0,3,0.3333,0.0468
6821.TWO,聯寶,無,54.9000015259,78.64,🟡 妖股/高波動,75.00%,25.00%,27.56%,3.77%,0.0,4,0.25,0.2756
6199.TWO,天品,無,106.0,65.28,🟡 妖股/高波動,25.00%,25.00%,3.51%,-3.00%,0.0,4,0.25,0.0351
7547.TWO,碩網,無,83.1999969482,86.97,🟡 妖股/高波動,62.50%,25.00%,3.82%,-5.11%,0.0,8,0.25,0.0382
00881.TW,國泰台灣科技龍頭,無,35.1899986267,35.8,⚪ 一般監控,66.67%,100.00%,2.79%,-0.29%,0.0,6,1.0,0.0279
00927.TW,群益半導體收益,無,23.3999996185,36.19,⚪ 一般監控,50.00%,100.00%,2.94%,-1.79%,0.0,2,1.0,0.0294
6245.TWO,立端,無,66.8000030518,56.43,⚪ 一般監控,0.00%,100.00%,1.61%,-2.20%,0.0,1,1.0,0.0161
3706.TW,神達,無,73.8000030518,18.18,⚪ 一般監控,0.00%,100.00%,1.97%,-7.13%,0.0,1,1.0,0.0197
6925.TWO,意藍,無,72.0,51.9,⚪ 一般監控,0.00%,100.00%,1.44%,-3.26%,0.0,1,1.0,0.0144
00980A.TW,主動野村臺灣優選,無,16.6900005341,41.57,⚪ 一般監控,0.00%,100.00%,2.46%,-4.68%,0.0,1,1.0,0.0246
3285.TWO,微端,無,27.3500003815,34.45,⚪ 一般監控,100.00%,100.00%,1.19%,-1.02%,0.0,1,1.0,0.0119
3665.TW,貿聯-KY,無,1740.0,55.41,⚪ 一般監控,0.00%,100.00%,1.92%,-6.85%,0.0,1,1.0,0.0192
4532.TW,瑞智,無,26.1499996185,53.0,⚪ 一般監控,50.00%,100.00%,1.60%,-1.25%,0.0,4,1.0,0.016
00693U.TW,期街口S&P黃豆,無,21.9200000763,38.78,⚪ 一般監控,100.00%,100.00%,2.28%,-0.10%,0.0,1,1.0,0.0228
6028.TWO,公勝保經,無,89.5,20.31,⚪ 一般監控,0.00%,100.00%,2.15%,-5.15%,0.0,1,1.0,0.0215
00713.TW,元大台灣高息低波,無,50.6500015259,40.84,⚪ 一般監控,0.00%,100.00%,1.13%,-0.20%,0.0,2,1.0,0.0113
TXF.TW,未知,無,31979.0,35.32,⚪ 一般監控,100.00%,100.00%,1.39%,-0.75%,0.0,2,1.0,0.0139
5701.TWO,劍湖山,無,3.4500000477,18.18,⚪ 一般監控,100.00%,100.00%,2.01%,0.25%,0.0,1,1.0,0.0201
00753L.TW,中信中國50正2,無,9.9099998474,31.5,⚪ 一般監控,0.00%,100.00%,1.42%,-4.27%,0.0,1,1.0,0.0142
5205.TWO,中茂,無,29.0499992371,51.14,⚪ 一般監控,0.00%,100.00%,1.56%,0.00%,0.0,1,1.0,0.0156
1611.TW,中電,無,12.0,36.52,⚪ 一般監控,0.00%,100.00%,1.48%,-3.70%,0.0,1,1.0,0.0148
2492.TW,華新科,無,117.0,39.06,⚪ 一般監控,33.33%,100.00%,2.33%,-6.31%,0.0,3,1.0,0.0233
6508.TWO,惠光,無,27.7999992371,60.39,⚪ 一般監控,50.00%,100.00%,2.04%,-6.17%,0.0,2,1.0,0.0204
00900.TW,富邦特選高股息30,無,13.6099996567,33.96,⚪ 一般監控,66.67%,100.00%,1.66%,-0.25%,0.0,3,1.0,0.0166
00985A.TW,主動野村台灣50,無,15.5799999237,39.19,⚪ 一般監控,100.00%,100.00%,2.80%,0.66%,0.0,2,1.0,0.028
4541.TWO,晟田,無,40.5499992371,46.99,⚪ 一般監控,66.67%,100.00%,1.77%,-1.98%,0.0,3,1.0,0.0177
6922.TWO,宸曜,無,150.5,45.54,⚪ 一般監控,100.00%,100.00%,1.22%,0.30%,0.0,1,1.0,0.0122
8255.TWO,朋程,無,119.0,39.47,⚪ 一般監控,100.00%,100.00%,1.54%,-0.76%,0.0,2,1.0,0.0154
1101.TW,台泥,無,23.0,26.19,⚪ 一般監控,0.00%,100.00%,2.60%,-2.41%,0.0,2,1.0,0.026
1597.TW,直得,無,84.5,66.33,⚪ 一般監控,33.33%,100.00%,1.89%,-1.12%,0.0,3,1.0,0.0189
4915.TW,致伸,無,70.0,41.51,⚪ 一般監控,0.00%,100.00%,2.55%,-1.64%,0.0,2,1.0,0.0255
2634.TW,漢翔,無,46.7999992371,29.46,⚪ 一般監控,0.00%,100.00%,2.00%,-5.28%,0.0,1,1.0,0.02
3168.TW,眾福科,無,41.0,48.08,⚪ 一般監控,0.00%,100.00%,2.55%,-3.04%,0.0,1,1.0,0.0255
3653.TW,健策,無,3795.0,59.94,⚪ 一般監控,0.00%,100.00%,2.62%,-3.85%,0.0,2,1.0,0.0262
2360.TW,致茂,無,1465.0,47.95,⚪ 一般監控,50.00%,87.50%,2.31%,-3.87%,0.0,8,0.875,0.0231
00935.TW,野村臺灣新科技50,無,35.6599998474,39.11,⚪ 一般監控,87.50%,87.50%,2.45%,0.02%,0.0,8,0.875,0.0245
00904.TW,新光臺灣半導體30,無,27.1200008392,36.65,⚪ 一般監控,83.33%,83.33%,1.99%,-0.72%,0.0,6,0.8333,0.0199
4538.TWO,大詠城,無,19.0,52.94,⚪ 一般監控,60.00%,80.00%,1.21%,-0.80%,0.0,5,0.8,0.0121
2897.TW,王道銀行,無,10.0,65.79,⚪ 一般監控,50.00%,75.00%,1.78%,-1.03%,0.0,4,0.75,0.0178
3481.TW,群創,無,23.8500003815,28.99,⚪ 一般監控,75.00%,75.00%,1.89%,-5.96%,0.0,4,0.75,0.0189
7744.TWO,崴寶,無,422.0,31.02,⚪ 一般監控,100.00%,75.00%,1.78%,-1.81%,0.0,4,0.75,0.0178
