股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,建議買進價,歷史次數,raw_wr5,raw_pnl
6834.TW,天二科技,無,30.4500007629,59.47,⚪ 一般監控,50.00%,75.00%,1.57%,-4.91%,0.0,4,0.75,0.0157
2330.TW,台積電,無,1760.0,26.88,⚪ 一般監控,75.00%,75.00%,2.14%,-0.69%,0.0,4,0.75,0.0214
2302.TW,麗正,無,17.2000007629,29.27,⚪ 一般監控,14.29%,71.43%,2.26%,-3.81%,0.0,7,0.7143,0.0226
1712.TW,興農,無,44.2999992371,47.47,⚪ 一般監控,100.00%,66.67%,1.09%,-0.59%,0.0,3,0.6667,0.0109
3707.TWO,漢磊,無,48.8499984741,36.44,⚪ 一般監控,33.33%,66.67%,1.03%,-3.13%,0.0,3,0.6667,0.0103
4513.TWO,福裕,無,16.75,42.61,⚪ 一般監控,66.67%,66.67%,2.01%,-3.06%,0.0,3,0.6667,0.0201
4561.TWO,健椿,無,31.5499992371,24.66,⚪ 一般監控,33.33%,66.67%,1.32%,-2.42%,0.0,3,0.6667,0.0132
6291.TWO,沛亨,無,344.0,61.54,⚪ 一般監控,33.33%,66.67%,1.90%,-7.45%,0.0,3,0.6667,0.019
00951.TW,台新日本半導體,無,12.5699996948,29.47,⚪ 一般監控,0.00%,66.67%,1.49%,-2.01%,0.0,3,0.6667,0.0149
3088.TWO,艾訊,無,80.3000030518,43.2,⚪ 一般監控,66.67%,66.67%,1.91%,-1.48%,0.0,3,0.6667,0.0191
4772.TWO,台特化,無,275.0,17.55,⚪ 一般監控,100.00%,66.67%,1.80%,-1.27%,0.0,3,0.6667,0.018
2010.TW,春源,無,24.75,65.25,⚪ 一般監控,50.00%,66.67%,1.50%,-1.15%,0.0,6,0.6667,0.015
4916.TW,事欣科,無,56.0999984741,39.34,⚪ 一般監控,0.00%,66.67%,2.58%,-3.22%,0.0,3,0.6667,0.0258
2329.TW,華泰,無,50.0,41.64,⚪ 一般監控,33.33%,66.67%,1.34%,-5.36%,0.0,3,0.6667,0.0134
5519.TW,隆大,無,32.8499984741,50.0,⚪ 一般監控,33.33%,66.67%,1.83%,-4.06%,0.0,3,0.6667,0.0183
1528.TW,恩德,無,26.9500007629,69.01,⚪ 一般監控,100.00%,66.67%,1.09%,0.84%,0.0,3,0.6667,0.0109
00936.TW,台新永續高息中小,無,17.1200008392,45.08,⚪ 一般監控,66.67%,66.67%,1.10%,-0.69%,0.0,6,0.6667,0.011
1225.TW,福懋油,無,31.2999992371,47.06,⚪ 一般監控,33.33%,66.67%,2.39%,-3.67%,0.0,3,0.6667,0.0239
6530.TWO,創威,無,84.5,55.74,⚪ 一般監控,63.64%,63.64%,2.79%,-4.41%,0.0,11,0.6364,0.0279
6988.TW,威力暘-創,無,13.6000003815,35.48,⚪ 一般監控,60.00%,60.00%,1.79%,-4.88%,0.0,5,0.6,0.0179
6531.TW,愛普*,無,442.0,50.08,⚪ 一般監控,40.00%,60.00%,1.45%,-3.78%,0.0,5,0.6,0.0145
2049.TW,上銀,無,228.5,44.17,⚪ 一般監控,80.00%,60.00%,1.36%,-1.69%,0.0,5,0.6,0.0136
2603.TW,長榮,無,199.5,38.71,⚪ 一般監控,40.00%,60.00%,1.92%,-1.30%,0.0,5,0.6,0.0192
2883.TW,凱基金,無,19.25,37.84,⚪ 一般監控,57.14%,57.14%,1.78%,-1.86%,0.0,7,0.5714,0.0178
2347.TW,聯強,無,75.8000030518,65.13,⚪ 一般監控,85.71%,57.14%,2.43%,-1.79%,0.0,7,0.5714,0.0243
6456.TW,GIS-KY,無,51.9000015259,29.0,⚪ 一般監控,42.86%,57.14%,1.47%,-7.21%,0.0,7,0.5714,0.0147
00891.TW,中信關鍵半導體,無,23.1700000763,36.86,⚪ 一般監控,85.71%,57.14%,1.15%,-0.91%,0.0,7,0.5714,0.0115
6924.TW,榮惠-KY創,無,80.0,77.53,⚪ 一般監控,50.00%,50.00%,7.10%,-1.49%,0.0,2,0.5,0.071
00876.TW,元大全球5G,無,59.4000015259,37.62,⚪ 一般監控,100.00%,50.00%,0.30%,-0.54%,0.0,4,0.5,0.003
6525.TW,捷敏-KY,無,79.8000030518,34.17,⚪ 一般監控,100.00%,50.00%,0.31%,-1.37%,0.0,2,0.5,0.0031
6877.TWO,鏵友益,無,108.0,50.71,⚪ 一般監控,50.00%,50.00%,1.24%,-1.37%,0.0,4,0.5,0.0124
1802.TW,台玻,無,51.9000015259,41.53,⚪ 一般監控,50.00%,50.00%,1.30%,-5.80%,0.0,6,0.5,0.013
3086.TWO,華義,無,290.0,80.84,⚪ 一般監控,50.00%,50.00%,2.37%,-5.18%,0.0,4,0.5,0.0237
4556.TWO,旭然,無,26.6000003815,44.74,⚪ 一般監控,50.00%,50.00%,0.68%,-1.02%,0.0,2,0.5,0.0068
2303.TW,聯電,無,56.5,29.79,⚪ 一般監控,50.00%,50.00%,0.72%,-8.12%,0.0,4,0.5,0.0072
911622.TW,泰聚亨-DR,無,4.0300002098,35.29,⚪ 一般監控,100.00%,50.00%,1.11%,-2.49%,0.0,2,0.5,0.0111
6735.TWO,美達科技,無,55.2999992371,52.04,⚪ 一般監控,50.00%,50.00%,4.81%,-2.88%,0.0,4,0.5,0.0481
8472.TWO,夠麻吉,無,79.9000015259,75.19,⚪ 一般監控,25.00%,50.00%,0.72%,-6.25%,0.0,4,0.5,0.0072
5475.TWO,德宏,無,204.5,51.32,⚪ 一般監控,50.00%,50.00%,14.94%,-5.95%,0.0,6,0.5,0.1494
5289.TWO,宜鼎,無,847.0,42.75,⚪ 一般監控,0.00%,50.00%,1.48%,-3.50%,0.0,2,0.5,0.0148
3317.TWO,尼克森,無,49.25,57.39,⚪ 一般監控,50.00%,50.00%,2.32%,-4.08%,0.0,4,0.5,0.0232
8112.TW,至上,無,73.6999969482,36.36,⚪ 一般監控,50.00%,50.00%,0.76%,-6.59%,0.0,4,0.5,0.0076
8105.TW,凌巨,無,12.4499998093,43.66,⚪ 一般監控,50.00%,50.00%,1.40%,-2.64%,0.0,6,0.5,0.014
6187.TWO,萬潤,無,810.0,66.62,⚪ 一般監控,83.33%,50.00%,5.91%,-1.70%,0.0,6,0.5,0.0591
8249.TW,菱光,無,46.5499992371,24.1,⚪ 一般監控,50.00%,50.00%,3.17%,-3.90%,0.0,4,0.5,0.0317
2252.TWO,為昇科,無,18.8999996185,61.63,⚪ 一般監控,0.00%,50.00%,1.27%,-8.14%,0.0,4,0.5,0.0127
5228.TWO,鈺鎧,無,23.0499992371,54.29,⚪ 一般監控,75.00%,50.00%,1.72%,-4.72%,0.0,4,0.5,0.0172
4806.TWO,桂田文創,無,10.5,0.0,⚪ 一般監控,75.00%,50.00%,0.22%,-3.93%,0.0,4,0.5,0.0022
6996.TWO,力領科技,無,165.5,32.56,⚪ 一般監控,50.00%,50.00%,1.04%,-2.89%,0.0,4,0.5,0.0104
6122.TWO,擎邦,無,48.9000015259,23.96,⚪ 一般監控,50.00%,50.00%,0.51%,-4.51%,0.0,4,0.5,0.0051
2543.TW,皇昌,無,57.7999992371,15.38,⚪ 一般監控,50.00%,50.00%,0.58%,-5.03%,0.0,2,0.5,0.0058
1762.TW,中化生,無,28.6499996185,38.46,⚪ 一般監控,50.00%,50.00%,0.79%,-2.68%,0.0,4,0.5,0.0079
2392.TW,正崴,無,34.4500007629,34.0,⚪ 一般監控,50.00%,50.00%,2.15%,-2.49%,0.0,2,0.5,0.0215
2024.TW,志聯,無,14.75,44.62,⚪ 一般監控,50.00%,50.00%,0.32%,-1.66%,0.0,2,0.5,0.0032
9917.TW,中保科,無,113.5,56.67,⚪ 一般監控,50.00%,50.00%,1.12%,-0.23%,0.0,2,0.5,0.0112
4563.TWO,百德,無,40.7999992371,24.27,⚪ 一般監控,50.00%,50.00%,0.20%,-5.24%,0.0,4,0.5,0.002
3498.TWO,陽程,無,68.9000015259,53.09,⚪ 一般監控,0.00%,50.00%,1.03%,-9.99%,0.0,2,0.5,0.0103
5292.TW,華懋,無,240.5,77.89,⚪ 一般監控,66.67%,50.00%,7.19%,-1.47%,0.0,6,0.5,0.0719
2887I.TW,台新新光辛特,無,9.3599996567,64.71,⚪ 一般監控,0.00%,50.00%,0.11%,-0.21%,0.0,2,0.5,0.0011
2723.TW,美食-KY,無,68.0999984741,14.74,⚪ 一般監控,0.00%,50.00%,0.34%,-3.56%,0.0,2,0.5,0.0034
4949.TW,有成精密,無,67.0,62.16,⚪ 一般監控,50.00%,50.00%,6.89%,-2.45%,0.0,4,0.5,0.0689
5515.TW,建國,無,35.8499984741,64.71,⚪ 一般監控,0.00%,50.00%,1.22%,-2.77%,0.0,2,0.5,0.0122
6509.TWO,聚和,無,44.4000015259,60.0,⚪ 一般監控,50.00%,50.00%,0.13%,-4.36%,0.0,8,0.5,0.0013
2838.TW,聯邦銀,無,20.5499992371,60.38,⚪ 一般監控,50.00%,50.00%,0.93%,-0.96%,0.0,2,0.5,0.0093
3432.TW,台端,無,16.5,42.11,⚪ 一般監控,75.00%,50.00%,1.69%,-1.68%,0.0,4,0.5,0.0169
6405.TW,悅城,無,30.75,51.61,⚪ 一般監控,50.00%,50.00%,0.57%,-2.82%,0.0,2,0.5,0.0057
8996.TW,高力,無,846.0,51.58,⚪ 一般監控,50.00%,50.00%,1.63%,-0.83%,0.0,2,0.5,0.0163
3708.TW,上緯投控,無,119.0,36.59,⚪ 一般監控,50.00%,50.00%,0.53%,-3.22%,0.0,4,0.5,0.0053
6861.TW,睿生光電,無,126.0,30.57,⚪ 一般監控,50.00%,50.00%,15.81%,-3.62%,0.0,4,0.5,0.1581
2103.TW,台橡,無,19.2000007629,44.0,⚪ 一般監控,50.00%,50.00%,0.14%,-1.97%,0.0,2,0.5,0.0014
6980.TWO,鐳洋科技,無,135.0,53.67,⚪ 一般監控,25.00%,50.00%,9.21%,-13.99%,0.0,4,0.5,0.0921
6953.TWO,家碩,無,203.0,39.53,⚪ 一般監控,50.00%,50.00%,4.88%,-0.48%,0.0,4,0.5,0.0488
4137.TW,麗豐-KY,無,104.5,29.03,⚪ 一般監控,66.67%,50.00%,0.89%,-1.48%,0.0,6,0.5,0.0089
2455.TW,全新,無,246.5,58.74,⚪ 一般監控,0.00%,50.00%,6.65%,-6.51%,0.0,4,0.5,0.0665
3189.TW,景碩,無,313.0,54.9,⚪ 一般監控,37.50%,50.00%,0.65%,-8.01%,0.0,8,0.5,0.0065
6163.TWO,華電網,無,56.7000007629,55.68,⚪ 一般監控,75.00%,50.00%,7.49%,-4.59%,0.0,4,0.5,0.0749
4946.TWO,辣椒,無,106.0,11.29,⚪ 一般監控,50.00%,50.00%,1.63%,-5.75%,0.0,6,0.5,0.0163
3209.TW,全科,無,41.4500007629,66.13,⚪ 一般監控,50.00%,50.00%,1.58%,-0.82%,0.0,2,0.5,0.0158
3532.TW,台勝科,無,130.5,53.5,⚪ 一般監控,50.00%,50.00%,4.69%,-5.45%,0.0,4,0.5,0.0469
8109.TWO,博大,無,103.5,66.25,⚪ 一般監控,50.00%,50.00%,2.35%,-1.12%,0.0,4,0.5,0.0235
2006.TW,東和鋼鐵,無,67.8000030518,17.29,⚪ 一般監控,66.67%,50.00%,0.02%,-3.22%,0.0,6,0.5,0.0002
4527.TWO,方土霖,無,42.5499992371,77.78,⚪ 一般監控,0.00%,50.00%,0.80%,-1.53%,0.0,2,0.5,0.008
5302.TWO,太欣,無,10.6999998093,41.67,⚪ 一般監控,50.00%,50.00%,10.60%,-2.51%,0.0,4,0.5,0.106
8383.TWO,千附,無,43.25,64.04,⚪ 一般監控,25.00%,50.00%,0.96%,-2.05%,0.0,4,0.5,0.0096
6168.TW,宏齊,無,22.8500003815,60.78,⚪ 一般監控,37.50%,50.00%,0.96%,-5.95%,0.0,8,0.5,0.0096
2014.TW,中鴻,無,18.0,51.24,⚪ 一般監控,25.00%,50.00%,2.30%,-4.18%,0.0,4,0.5,0.023
3680.TWO,家登,無,376.5,45.63,⚪ 一般監控,50.00%,50.00%,1.08%,-3.70%,0.0,4,0.5,0.0108
6488.TWO,環球晶,無,420.5,37.22,⚪ 一般監控,25.00%,50.00%,2.28%,-7.19%,0.0,4,0.5,0.0228
4168.TWO,醣聯,無,23.0499992371,32.98,⚪ 一般監控,50.00%,50.00%,0.41%,-1.45%,0.0,2,0.5,0.0041
2371.TW,大同,無,31.2000007629,33.05,⚪ 一般監控,75.00%,50.00%,0.21%,-2.89%,0.0,4,0.5,0.0021
3555.TWO,博士旺,無,149.0,53.99,⚪ 一般監控,83.33%,50.00%,2.39%,-4.47%,0.0,6,0.5,0.0239
3207.TWO,耀勝,無,65.3000030518,22.96,⚪ 一般監控,50.00%,50.00%,2.52%,-6.47%,0.0,2,0.5,0.0252
6470.TWO,宇智,無,48.0,16.67,⚪ 一般監控,50.00%,50.00%,8.53%,0.80%,0.0,2,0.5,0.0853
6202.TW,盛群,無,46.75,25.99,⚪ 一般監控,50.00%,50.00%,4.31%,-4.21%,0.0,8,0.5,0.0431
4720.TW,德淵,無,17.6000003815,59.18,⚪ 一般監控,50.00%,50.00%,0.23%,-1.60%,0.0,2,0.5,0.0023
2414.TW,精技,無,42.6500015259,40.0,⚪ 一般監控,50.00%,50.00%,0.06%,-1.62%,0.0,4,0.5,0.0006
8081.TW,致新,無,225.0,28.95,⚪ 一般監控,33.33%,50.00%,0.15%,-2.25%,0.0,6,0.5,0.0015
2399.TW,映泰,無,30.0499992371,61.49,⚪ 一般監控,60.00%,50.00%,5.47%,-3.17%,0.0,10,0.5,0.0547
8927.TWO,北基,無,23.0499992371,31.11,⚪ 一般監控,100.00%,50.00%,0.31%,0.14%,0.0,2,0.5,0.0031
2441.TW,超豐,無,84.5,45.4,⚪ 一般監控,0.00%,50.00%,3.14%,-2.99%,0.0,2,0.5,0.0314
8147.TWO,正淩,無,130.0,53.51,⚪ 一般監控,75.00%,50.00%,2.00%,-1.25%,0.0,4,0.5,0.02
3717.TW,聯嘉投控,無,21.6499996185,73.55,⚪ 一般監控,75.00%,50.00%,2.87%,-2.33%,0.0,4,0.5,0.0287
8289.TWO,泰藝,無,37.4000015259,58.45,⚪ 一般監控,63.64%,45.45%,3.92%,-3.43%,0.0,11,0.4545,0.0392
6937.TW,天虹,無,238.5,40.34,⚪ 一般監控,71.43%,42.86%,1.08%,-3.90%,0.0,7,0.4286,0.0108
2395.TW,研華,無,318.5,29.63,⚪ 一般監控,40.00%,40.00%,0.28%,-4.09%,0.0,5,0.4,0.0028
6015.TWO,宏遠證,無,13.1000003815,39.71,⚪ 一般監控,40.00%,40.00%,0.76%,-6.21%,0.0,5,0.4,0.0076
2409.TW,友達,無,14.5,30.28,⚪ 一般監控,60.00%,40.00%,1.45%,-5.01%,0.0,5,0.4,0.0145
3312.TW,弘憶股,無,34.3499984741,53.33,⚪ 一般監控,40.00%,40.00%,0.16%,-3.31%,0.0,5,0.4,0.0016
6230.TW,尼得科超眾,無,138.5,27.52,⚪ 一般監控,40.00%,40.00%,1.87%,-4.29%,0.0,5,0.4,0.0187
1304.TW,台聚,無,18.25,77.36,⚪ 一般監控,40.00%,40.00%,0.53%,-4.73%,0.0,5,0.4,0.0053
2851.TW,中再保,無,30.75,67.35,⚪ 一般監控,20.00%,40.00%,1.24%,-1.59%,0.0,5,0.4,0.0124
6831.TW,邁科,無,386.0,73.62,⚪ 一般監控,50.00%,37.50%,0.70%,-9.17%,0.0,8,0.375,0.007
6147.TWO,頎邦,無,69.5,63.89,⚪ 一般監控,33.33%,33.33%,0.78%,-5.59%,0.0,6,0.3333,0.0078
2910.TW,統領,無,21.0,56.26,⚪ 一般監控,33.33%,33.33%,0.66%,-2.08%,0.0,3,0.3333,0.0066
5548.TWO,安倉,無,25.1499996185,70.65,⚪ 一般監控,66.67%,33.33%,1.94%,-1.53%,0.0,3,0.3333,0.0194
8182.TWO,加高,無,28.2999992371,59.71,⚪ 一般監控,66.67%,33.33%,2.71%,-1.76%,0.0,3,0.3333,0.0271
6108.TW,競國,無,16.2000007629,56.96,⚪ 一般監控,0.00%,33.33%,0.24%,-3.44%,0.0,6,0.3333,0.0024
2331.TW,精英,無,20.8500003815,15.6,⚪ 一般監控,66.67%,33.33%,1.55%,-3.31%,0.0,3,0.3333,0.0155
4994.TW,傳奇,無,96.5999984741,41.15,⚪ 一般監控,0.00%,33.33%,0.51%,-1.12%,0.0,3,0.3333,0.0051
2327.TW,國巨*,無,243.5,40.71,⚪ 一般監控,33.33%,33.33%,2.63%,-2.70%,0.0,3,0.3333,0.0263
3019.TW,亞光,無,121.0,33.8,⚪ 一般監控,33.33%,33.33%,0.85%,-3.13%,0.0,3,0.3333,0.0085
2328.TW,廣宇,無,43.0,31.4,⚪ 一般監控,66.67%,33.33%,1.38%,-2.46%,0.0,3,0.3333,0.0138
6174.TWO,安��,無,22.0,55.0,⚪ 一般監控,33.33%,33.33%,1.33%,-1.90%,0.0,3,0.3333,0.0133
1708.TW,東鹼,無,42.2000007629,65.73,⚪ 一般監控,42.86%,28.57%,1.47%,-4.24%,0.0,7,0.2857,0.0147
7730.TW,暉盛-創,無,169.0,81.3,⚪ 一般監控,71.43%,28.57%,2.56%,-2.91%,0.0,7,0.2857,0.0256
8261.TW,富鼎,無,96.5999984741,43.41,⚪ 一般監控,75.00%,25.00%,0.74%,-3.53%,0.0,4,0.25,0.0074
3030.TW,德律,無,255.5,50.89,⚪ 一般監控,25.00%,25.00%,0.15%,-5.36%,0.0,4,0.25,0.0015
1709.TW,和益,無,17.7999992371,59.78,⚪ 一般監控,0.00%,25.00%,0.80%,-2.55%,0.0,4,0.25,0.008
3211.TWO,順達,無,345.0,60.13,⚪ 一般監控,50.00%,25.00%,1.54%,-0.59%,0.0,4,0.25,0.0154
5274.TWO,信驊,無,10700.0,55.73,⚪ 一般監控,25.00%,25.00%,0.55%,-4.58%,0.0,4,0.25,0.0055
4939.TWO,亞電,無,27.2999992371,25.24,⚪ 一般監控,50.00%,25.00%,1.21%,-4.41%,0.0,4,0.25,0.0121
6192.TW,巨路,無,115.0,43.48,⚪ 一般監控,50.00%,25.00%,0.56%,-1.55%,0.0,4,0.25,0.0056
8342.TWO,益張,無,88.1999969482,100.0,⚪ 一般監控,40.00%,20.00%,0.27%,-1.66%,0.0,5,0.2,0.0027
7788.TW,松川精密,無,133.5,29.41,⚪ 一般監控,40.00%,20.00%,0.34%,-7.50%,0.0,5,0.2,0.0034
1723.TW,中碳,無,88.0,75.07,⚪ 一般監控,33.33%,16.67%,1.49%,-4.29%,0.0,6,0.1667,0.0149
6153.TW,嘉聯益,無,15.8500003815,45.95,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
911608.TW,明輝-DR,無,2.9000000954,22.22,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
3011.TW,今皓,無,11.9499998093,40.0,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
00676R.TW,富邦臺灣加權反1,無,8.1499996185,67.35,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
9938.TW,百和,無,46.25,16.49,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
00984B.TWO,大華優利美A債15,無,16.5100002289,44.16,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6176.TW,瑞儀,無,91.4000015259,16.67,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6194.TWO,育富,無,32.5,59.14,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
00757.TW,統一FANG+,無,101.1500015259,14.42,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
00945B.TW,凱基美國非投等債,無,14.4600000381,55.69,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
00685L.TW,群益臺灣加權正2,無,150.8000030518,32.13,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
009813.TW,貝萊德標普卓越50,無,9.6899995804,21.57,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
5403.TWO,中菲,無,98.5999984741,21.39,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
5455.TWO,昇益,無,23.7999992371,48.84,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
5243.TW,乙盛-KY,無,82.5,67.36,⚪ 一般監控,100.00%,0.00%,nan%,0.00%,0.0,2,0.0,
00991A.TW,主動復華未來50,無,11.75,41.58,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
7743.TWO,金利食安,無,20.1000003815,36.84,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
3499.TWO,環天科,無,18.0499992371,55.0,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
2497.TW,怡利電,無,47.0499992371,62.25,⚪ 一般監控,0.00%,0.00%,nan%,0.00%,0.0,1,0.0,
2059.TW,川湖,無,3175.0,42.91,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6913.TWO,鴻呈,無,105.0,41.67,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
9802.TW,鈺齊-KY,無,77.1999969482,25.66,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
3219.TWO,倚強科,無,63.0,51.28,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
00641R.TW,富邦日本反1,無,4.3200001717,59.34,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6617.TWO,共信-KY,無,65.0,22.71,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
2248.TW,華勝-KY,無,48.2000007629,48.03,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
2884.TW,玉山金,無,31.75,31.76,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
5355.TWO,佳總,無,6.5,20.3,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
3609.TWO,三一東林,無,27.2000007629,29.11,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
8923.TWO,時報,無,19.5499992371,52.94,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,1,0.0,0.0
8068.TWO,全達,無,20.3500003815,34.78,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6597.TWO,立誠,無,57.7999992371,44.02,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
1584.TWO,精剛,無,21.75,42.99,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
3306.TWO,鼎天,無,45.8499984741,43.94,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
2929.TW,淘帝-KY,無,6.1300001144,7.62,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6645.TW,金萬林-創,無,14.0,40.82,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
1808.TW,潤隆,無,30.5,46.34,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
2020.TW,美亞,無,24.5,60.0,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
00950B.TWO,凱基A級公司債,無,14.2399997711,47.0,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
3685.TWO,元創精密,無,28.6000003815,31.96,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
4529.TWO,淳紳,無,3.1300001144,27.17,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
3029.TW,零壹,無,93.5,15.83,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
3447.TW,展達,無,37.7000007629,25.91,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6908.TW,宏�砦C戲-創,無,39.8499984741,0.0,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6741.TWO,91APP*-KY,無,59.5,42.03,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
1319.TW,東陽,無,80.5999984741,24.86,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
00633L.TW,富邦上証正2,無,45.7999992371,44.08,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
020012.TW,富邦行動通訊N,無,,99.98,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
4109.TWO,加捷生醫,無,12.75,43.64,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
7722.TW,LINEPAY,無,300.5,24.89,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6902.TW,GOGOLOOK,無,73.9000015259,34.88,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
00637L.TW,元大滬深300正2,無,19.0100002289,45.77,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
00664R.TW,國泰臺灣加權反1,無,2.4000000954,67.44,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
7810.TWO,捷創科技,無,246.0,67.16,⚪ 一般監控,0.00%,0.00%,nan%,0.00%,0.0,1,0.0,
2434.TW,統懋,無,28.7999992371,20.0,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
1219.TW,福壽,無,13.9499998093,73.68,⚪ 一般監控,0.00%,0.00%,nan%,0.00%,0.0,1,0.0,
1623.TW,大東電,無,179.0,30.91,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
5301.TWO,寶得利,無,9.3800001144,30.96,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6875.TWO,國邑*,無,38.9500007629,46.91,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
8032.TWO,光菱,無,33.8499984741,26.36,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6799.TW,來頡,無,73.5999984741,42.93,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
5344.TWO,立衛,無,13.3000001907,37.66,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
3664.TWO,安瑞-KY,無,10.0500001907,4.26,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
2349.TW,錸德,無,12.75,45.35,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
4161.TWO,聿新科,無,24.3999996185,36.36,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
4923.TWO,力士,無,34.5999984741,60.85,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
6906.TW,現觀科,無,65.4000015259,34.52,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0.0,0,0.0,0.0
