
📅 投資日報表: 2026-08-15
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 274.50   | 274.50   | 261.00   | 262.00   | 92,698,114   | 241.21      | 2000     | ▲41,580   |   +8.62%
4142     | 國光生        | 17.35    | 17.35    | 17.20    | 17.30    | 782,000      | 25.32       | 1000     | ▼8,020    |  -31.67%
0050     | 元大台灣50     | 105.00   | 105.25   | 104.45   | 105.20   | 58,197,041   | 46.60       | 16000    | ▲937,600  | +125.75%
0056     | 元大高股息      | 52.50    | 53.05    | 52.50    | 52.70    | 34,281,802   | 36.43       | 4000     | ▲65,080   |  +44.66%
00635U   | 期元大S&P黃金   | 45.53    | 45.86    | 45.46    | 45.66    | 4,645,867    | 55.25       | 3000     | ▼28,770   |  -17.36%
00738U   | 期元大道瓊白銀    | 52.05    | 52.70    | 52.00    | 52.15    | 3,429,170    | 66.26       | 1000     | ▼14,110   |  -21.29%
00929    | 復華台灣科技優息   | 29.35    | 29.63    | 29.35    | 29.53    | 24,513,711   | 19.73       | 8000     | ▲78,400   |  +49.67%
009816   | 凱基台灣TOP50  | 15.21    | 15.28    | 15.17    | 15.26    | 79,362,972   | 11.01       | 63000    | ▲267,750  |  +38.60%
00990A   | 主動元大AI新經濟  | 15.88    | 15.93    | 15.85    | 15.90    | 15,962,806   | 11.48       | 5000     | ▲22,100   |  +38.50%
2009     | 第一銅        | 41.25    | 41.25    | 39.50    | 39.70    | 3,100,940    | 50.56       | 4000     | ▼43,440   |  -21.48%
2337     | 旺宏         | 140.00   | 141.50   | 136.00   | 136.50   | 87,759,248   | 95.28       | 2000     | ▲82,440   |  +43.26%
2409     | 友達         | 26.55    | 26.90    | 25.75    | 25.75    | 127,979,341  | 16.21       | 2000     | ▲19,080   |  +58.85%
3481     | 群創         | 51.50    | 51.90    | 49.40    | 49.40    | 194,225,175  | 25.10       | 4000     | ▲97,200   |  +96.81%
3105     | 穩懋         | 406.50   | 417.50   | 383.00   | 387.00   | 38,866,673   | 556.47      | 300      | ▼50,841   |  -30.45%
4966     | 譜瑞-KY      | 594.00   | 601.00   | 585.00   | 586.00   | 803,348      | 1921.64     | 1000     | ▼1,335,640 |  -69.51%
2327     | 國巨*        | 631.00   | 662.00   | 626.00   | 662.00   | 44,735,708   | 1030.00     | 1        | ▼368      |  -35.73%
00403A   | 主動統一升級50   | 9.96     | 10.12    | 9.96     | 10.10    | 319,433,171  | 10.68       | 26000    | ▼15,080   |   -5.43%
00981A   | 主動統一台股增長   | 28.89    | 29.36    | 28.89    | 29.34    | 167,873,348  | 27.48       | 2000     | ▲3,720    |   +6.77%
2330     | 台積電        | 2440.00  | 2445.00  | 2425.00  | 2435.00  | 21,187,598   | 225.55      | 10       | ▲22,094   | +979.58%
6789     | 采鈺         | 458.50   | 462.50   | 449.00   | 451.00   | 971,422      | 593.50      | 400      | ▼57,000   |  -24.01%
6849     | 奇鼎科技       | 141.00   | 146.00   | 139.50   | 141.00   | 222,455      | 266.40      | 280      | ▼35,112   |  -47.07%
7853     | 政美應用       | 317.00   | 318.00   | 295.00   | 305.50   | 429,978      | 409.29      | 280      | ▼29,061   |  -25.36%
3576     | 聯合再生       | 17.80    | 18.40    | 17.70    | 17.90    | 20,237,583   | 18.15       | 5000     | ▼1,250    |   -1.38%
1721     | 三晃         | 20.50    | 20.50    | 19.95    | 19.95    | 697,711      | 27.88       | 3000     | ▼23,800   |  -28.45%
8215     | 明基材        | 25.05    | 25.45    | 24.90    | 25.20    | 374,010      | 31.60       | 200      | ▼1,280    |  -20.25%
00405A   | 主動富邦台灣龍耀   | 8.24     | 8.42     | 8.22     | 8.42     | 77,851,368   | 9.34        | 11000    | ▼10,120   |   -9.85%
5498     | 凱崴         | 55.90    | 56.20    | 53.00    | 53.30    | 3,950,999    | 69.61       | 188      | ▼3,066    |  -23.43%
1301     | 台塑         | 57.90    | 59.80    | 57.50    | 57.50    | 32,944,383   | 50.50       | 100      | ▲700      |  +13.86%
6498     | 久禾光        | 75.20    | 75.80    | 74.50    | 74.50    | 84,070       | 67.30       | 12       | ▲86       |  +10.70%
009821   | 野村稀土關鍵資源   | 15.07    | 15.09    | 14.99    | 15.05    | 16,819,947   | 17.30       | 12000    | ▼27,000   |  -13.01%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,426,664    📊 未實現損益:         -46,128 (  -0.72%)
